"township","age_group","age","count"
"Thompson","2","Ages 1-4","145"
"Thompson","3","Ages 5-17","588"
"Thompson","4","Ages 18-64","1578"
"Thompson","5","Ages 65 and older","474"
"Tolland","1","Under 1 year old","28"
"Tolland","2","Ages 1-4","143"
"Tolland","3","Ages 5-17","468"
"Tolland","4","Ages 18-64","1332"
"Tolland","5","Ages 65 and older","451"
"Torrington","1","Under 1 year old","263"
"Torrington","2","Ages 1-4","1116"
"Torrington","3","Ages 5-17","3801"
"Torrington","4","Ages 18-64","10260"
"Torrington","5","Ages 65 and older","2508"
"Trumbull","1","Under 1 year old","83"
"Trumbull","2","Ages 1-4","319"
"Trumbull","3","Ages 5-17","1454"
"Trumbull","4","Ages 18-64","3752"
"Trumbull","5","Ages 65 and older","1392"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","0"
"Union","3","Ages 5-17","28"
"Union","4","Ages 18-64","62"
"Union","5","Ages 65 and older","24"
"Unknown","1","Under 1 year old","5"
"Unknown","2","Ages 1-4","7"
"Unknown","3","Ages 5-17","34"
"Unknown","4","Ages 18-64","173"
"Unknown","5","Ages 65 and older","12"
"Vernon","1","Under 1 year old","189"
"Vernon","2","Ages 1-4","823"
"Vernon","3","Ages 5-17","2457"
"Vernon","4","Ages 18-64","6868"
"Vernon","5","Ages 65 and older","1814"
"Voluntown","1","Under 1 year old","9"
"Voluntown","2","Ages 1-4","33"
"Voluntown","3","Ages 5-17","131"
"Voluntown","4","Ages 18-64","425"
"Voluntown","5","Ages 65 and older","106"
"Wallingford","1","Under 1 year old","145"
"Wallingford","2","Ages 1-4","656"
"Wallingford","3","Ages 5-17","2210"
"Wallingford","4","Ages 18-64","6306"
"Wallingford","5","Ages 65 and older","2363"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","17"
"Warren","3","Ages 5-17","50"
"Warren","4","Ages 18-64","157"
"Warren","5","Ages 65 and older","31"
"Washington","1","Under 1 year old","0"
"Washington","2","Ages 1-4","34"
"Washington","3","Ages 5-17","134"
"Washington","4","Ages 18-64","441"
"Washington","5","Ages 65 and older","123"
"Waterbury","1","Under 1 year old","1749"
"Waterbury","2","Ages 1-4","6543"
"Waterbury","3","Ages 5-17","19865"
"Waterbury","4","Ages 18-64","48573"
"Waterbury","5","Ages 65 and older","8371"
"Waterford","1","Under 1 year old","50"
"Waterford","2","Ages 1-4","260"
"Waterford","3","Ages 5-17","976"
"Waterford","4","Ages 18-64","2834"
"Waterford","5","Ages 65 and older","1051"
"Watertown","1","Under 1 year old","89"
"Watertown","2","Ages 1-4","358"
"Watertown","3","Ages 5-17","1183"
"Watertown","4","Ages 18-64","3456"
"Watertown","5","Ages 65 and older","1232"
"West Hartford","1","Under 1 year old","194"
"West Hartford","2","Ages 1-4","776"
"West Hartford","3","Ages 5-17","2789"
"West Hartford","4","Ages 18-64","8079"
"West Hartford","5","Ages 65 and older","2807"
"West Haven","1","Under 1 year old","569"
"West Haven","2","Ages 1-4","2014"
"West Haven","3","Ages 5-17","6074"
"West Haven","4","Ages 18-64","15168"
"West Haven","5","Ages 65 and older","3053"
"Westbrook","1","Under 1 year old","20"
"Westbrook","2","Ages 1-4","75"
"Westbrook","3","Ages 5-17","292"
"Westbrook","4","Ages 18-64","1026"
"Westbrook","5","Ages 65 and older","383"
"Weston","1","Under 1 year old","9"
"Weston","2","Ages 1-4","30"
"Weston","3","Ages 5-17","218"
"Weston","4","Ages 18-64","639"
"Weston","5","Ages 65 and older","116"
"Westport","1","Under 1 year old","16"
"Westport","2","Ages 1-4","91"
"Westport","3","Ages 5-17","498"
"Westport","4","Ages 18-64","1887"
"Westport","5","Ages 65 and older","458"
"Wethersfield","1","Under 1 year old","92"
"Wethersfield","2","Ages 1-4","405"
"Wethersfield","3","Ages 5-17","1366"
"Wethersfield","4","Ages 18-64","3768"
"Wethersfield","5","Ages 65 and older","1472"
"Willington","1","Under 1 year old","21"
"Willington","2","Ages 1-4","93"
"Willington","3","Ages 5-17","294"
"Willington","4","Ages 18-64","886"
"Willington","5","Ages 65 and older","186"
"Wilton","1","Under 1 year old","12"
"Wilton","2","Ages 1-4","50"
"Wilton","3","Ages 5-17","339"
"Wilton","4","Ages 18-64","1085"
"Wilton","5","Ages 65 and older","486"
"Winchester","1","Under 1 year old","63"
"Winchester","2","Ages 1-4","304"
"Winchester","3","Ages 5-17","883"
"Winchester","4","Ages 18-64","2828"
"Winchester","5","Ages 65 and older","794"
"Windham","1","Under 1 year old","226"
"Windham","2","Ages 1-4","914"
"Windham","3","Ages 5-17","3109"
"Windham","4","Ages 18-64","8229"
"Windham","5","Ages 65 and older","1541"
"Windsor Locks","1","Under 1 year old","69"
"Windsor Locks","2","Ages 1-4","301"
"Windsor Locks","3","Ages 5-17","931"
"Windsor Locks","4","Ages 18-64","2532"
"Windsor Locks","5","Ages 65 and older","595"
"Windsor","1","Under 1 year old","160"
"Windsor","2","Ages 1-4","660"
"Windsor","3","Ages 5-17","2207"
"Windsor","4","Ages 18-64","6647"
"Windsor","5","Ages 65 and older","1491"
"Wolcott","1","Under 1 year old","58"
"Wolcott","2","Ages 1-4","258"
"Wolcott","3","Ages 5-17","863"
"Wolcott","4","Ages 18-64","2430"
"Wolcott","5","Ages 65 and older","920"
"Woodbridge","1","Under 1 year old","11"
"Woodbridge","2","Ages 1-4","64"
"Woodbridge","3","Ages 5-17","273"
"Woodbridge","4","Ages 18-64","784"
"Woodbridge","5","Ages 65 and older","250"
"Woodbury","1","Under 1 year old","27"
"Woodbury","2","Ages 1-4","98"
"Woodbury","3","Ages 5-17","322"
"Woodbury","4","Ages 18-64","1134"
"Woodbury","5","Ages 65 and older","382"
"Woodstock","1","Under 1 year old","31"
"Woodstock","2","Ages 1-4","119"
"Woodstock","3","Ages 5-17","424"
"Woodstock","4","Ages 18-64","976"
"Woodstock","5","Ages 65 and older","263"
