"fiscal_year","type","applicant","address","municipality","county","zip_code","project","closing_date","funding_source","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","location_1"
"2018.0","Municipal Development Plan Projects","Derby, City of","1 Elizabeth Street","Derby",,"06418","Downtown Redevelopment Infrastructure Project","2017-12-27T00:00:00.000","UA (OPM)","$   5,000,000",,"$   5,000,000","$   5,000,000","$   - 0","POINT (-73.089126 41.319714)"
"2017.0","Infrastructure Project","Waterbury, City of","235 Grand St","Waterbury",,"06702","Freight Street District Redevelopment Strategy","2016-11-07T00:00:00.000","Transit Oriented Development / Responsible Growth","$   189,000",,"$   189,000","$   210,000","$   21,000","POINT (-73.043474 41.554409)"
"2020.0",,"Real Art Ways","56 Arbor Street","Hartford",,"06106","Planning and Acquisition","2020-06-28T00:00:00.000","UA-OPM","$   1,000,000",,"$   1,000,000","$   1,000,000","$   - 0","POINT (-72.703321 41.759756)"
"2012","Arts, Culture and Entertainment Projects","Merryall Community Center, Inc.","1 Merryall Road","New Milford","Litchfield","06776","Merryall Center Building Renovations","2011-11-01T00:00:00.000","Urban Act","$   150,000","$   - 0","$   150,000","$   155,000","$   5,000","POINT (-73.415167 41.600728)"
"2012","Infrastructure Project","New Haven, City of","165 Church Street","New Haven","New Haven","06510","424 Grand Avenue Improvements","2011-12-30T00:00:00.000","Urban Act","$   297,475","$   - 0","$   297,475","$   297,475","$   - 0","POINT (-72.924788 41.307384)"
"2014.0","Infrastructure Project","New Milford, City of","12 Scovill Street","New Milford","Litchfield","06776","Century Enterprise Center Demolition Project","2014-06-09T00:00:00.000","Urban Act","$   2,500,000","$   - 0","$   2,500,000","$   3,000,000","$   500,000","POINT (-73.039792 41.55392200000001)"
"2018.0","ERROR: #REF!","Danbury, City of","35 Fifth Street","Danbury",,"06418","Richter House Improvements","2017-09-25T00:00:00.000","UA (OPM)","$   1,000,000",,"$   1,000,000","$   1,000,000","$   - 0","POINT (-73.090207 41.3229)"
"2012","Infrastructure Project","Mansfield, Town of","4 South Eagleville Road","Mansfield","Tolland","06269","Downtown Revitalization and Enhancement Phase IV","2012-06-15T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.241767 41.800685)"
"2015.0","Museum Investment Projects","CT Science Center, Inc.","250 Columbus Boulevard","Hartford","Hartford","06103","Enhancement Project","2014-11-05T00:00:00.000","Urban Act","$   4,000,000",,"$   4,000,000","$   4,000,000","$   - 0","POINT (-72.669587 41.765151)"
"2017.0","Infrastructure Project","Killingly, Tow of","172 Main St","Killingly",,"06239","Central Business District Improvements","2017-02-08T00:00:00.000","Special Act","$   1,000,000",,"$   1,000,000","$   1,000,000","$   - 0","POINT (-71.882718 41.80604)"
"2012","Museum Investment Projects","Harwinton, Town of","100 Bentley Drive","Harwinton","Litchfield","06791","Renovations to Harwinton Historic House","2011-09-15T00:00:00.000","STEAP","$   150,000","$   - 0","$   150,000","$   150,000","$   - 0","POINT (-73.069092 41.764536)"
"2014.0","Brownfields & Environmental Remediation/Protection projects","Trumbull, Town of","5866 Main Street","Trumbull","Fairfield","06611","Nichols Fire Department Generator","2013-12-03T00:00:00.000","Urban Act","$   93,970","$   - 0","$   93,970","$   430,000","$   336,030","POINT (-73.219444 41.256623)"
"2015.0","Infrastructure Project","Coltsville Redevelopment Company, LLC","141 Huyshope Avenue","Hartford","Hartford","06107","North Main Street Exit 12 Gateway Economic Enhancement","2014-08-22T00:00:00.000","Urban Act","$   5,000,000",,"$   5,000,000","$   5,000,000","$   - 0","POINT (-72.664017 41.755414)"
"2012","Infrastructure Project","Bridgeport, City of","45 Lyon Terrace","Bridgeport","Fairfield","06604","Brooklawn Avenue Improvements","2011-11-22T00:00:00.000","Special Act","$   250,000","$   - 0","$   250,000","$   250,000","$   - 0","POINT (-73.192701 41.180559)"
"2013","Arts, Culture and Entertainment Projects","Westport, Town of","110 Myrtle Avenue","Westport","Fairfield","06880","Levitt Pavilion Repair","2012-12-03T00:00:00.000","STEAP","$   450,000","$   - 0","$   450,000","$   450,000","$   - 0","POINT (-73.360691 41.145001)"
"2016.0","Infrastructure Project","Guilford, Town of","31 Park Street","Guilford","New Haven","06437","Whitfield St & Water St Streetscapes","2015-11-24T00:00:00.000","Urban Act","$   446,500",,"$   446,500","$   446,500","$   - 0","POINT (-72.6808 41.282458)"
"2017.0","Infrastructure Project","Trumbull, Town of","5866 Main Street","Trumbull",,"06611","Improvements to the Kennedy Center Parking Lot","2016-08-17T00:00:00.000","STEAP","$   299,000",,"$   299,000","$   299,000","$   - 0","POINT (-73.219444 41.256623)"
"2015.0","Museum Investment Projects","The Discovery Museum, Inc.","4450 Park Avenue","Bridgeport","Fairfield","06604","Discovery Museum Upgrades - Phase II","2015-01-16T00:00:00.000","Urban Act","$   1,118,000",,"$   1,118,000","$   1,118,000","$   - 0","POINT (-73.234043 41.214896)"
"2021.0",,"Roxbury, Town of","29 North Street","Roxbury",,"06783","Security Upgrades","2021-03-04T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   150,000","$   21,795","POINT (-73.310398 41.56097)"
"2012","Arts, Culture and Entertainment Projects","University of Hartford","200 Bloomfield Ave.","West Hartford","Hartford","06117","Entrepreneurial Center","2012-05-21T00:00:00.000","Manufacturers Assistance Act","$   100,000","$   - 0","$   100,000","$   390,996","$   290,996","POINT (-72.71656900000002 41.793789)"
"2013","Arts, Culture and Entertainment Projects","Berlin, Town of","240 Kensington Road","Berlin","Hartford","06037","Veterans Memorial Park Phase II","2012-12-21T00:00:00.000","STEAP","$   500,000","$   - 0","$   500,000","$   590,000","$   90,000","POINT (-72.770646 41.627421)"
"2019.0",,"Trinity College","300 Summit Street","Hartford",,"06106","Trinity College Renovations - Constritution Plaza","2019-05-17T00:00:00.000","UA (OPM)","$   2,500,000",,"$   2,500,000","$   2,500,000","$   - 0","POINT (-72.69261 41.745265)"
"2019.0",,"Mattatuck Museum","144 West Main Street","Waterbury",,"06702","Mattatuck Museum Capital Improvement","2019-03-20T00:00:00.000","UA (OPM)","$   3,000,000",,"$   3,000,000","$   7,500,000","$   4,500,000","POINT (-73.043165 41.557047)"
"2017.0","Infrastructure Project","Hartford, City of","550 Main Street","Hartford",,"06103","Farmington Avenue Streetscape Improvements","2017-05-15T00:00:00.000","UA (OPM)","$   1,500,000",,"$   1,500,000","$   1,500,000","$   - 0","POINT (-72.674293 41.762756)"
"2016.0","Infrastructure Project","New Haven, City of","165 Church Street","New Haven","New Haven","06510","Downtown Crossing Phase II","2015-09-08T00:00:00.000","Urban Act/ Special Act","$   21,500,000",,"$   21,500,000","$   33,500,000","$   12,000,000","POINT (-72.924788 41.307384)"
"2019.0",,"Brooklyn, Town of","4 Wolf Den Road","Brooklyn",,"06234","Brooklyn Elementary School Generators","2018-10-31T00:00:00.000","STEAP","$   238,500",,"$   238,500","$   238,500","$   - 0","POINT (-71.949937 41.788082)"
"2014.0","Arts, Culture and Entertainment Projects","CT Association for the Performing Arts","247 College Street","New Haven","New Haven","06510","Shubert Theater Renovations","2014-05-14T00:00:00.000","Urban Act- OPM/ Public Act","$   4,000,000","$   - 0","$   4,000,000","$   7,100,000","$   3,100,000","POINT (-72.929169 41.306663)"
"2012","Arts, Culture and Entertainment Projects","Playhouse Theatre Group, Inc.","244 Park Road","West Hartford","Hartford","06119","Playhouse on Park","2011-08-10T00:00:00.000","Urban Act","$   25,000","$   - 0","$   25,000","$   25,000","$   - 0","POINT (-72.725443 41.75728600000001)"
"2015.0","Infrastructure Project","Kent, Town of","41 Kent Green Boulevard, P.O. Box 678","Kent","Litchfield","06757","Property at 60 North Main Street","2014-10-16T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-73.47278 41.72629)"
"2012","Library Investment Projects","Suffield, Town of","83 Mountain Road","Suffield","Hartford","06078","Kent Memorial Library Roof replacement","2012-03-29T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   587,000","$   387,000","POINT (-72.653683 41.982754)"
"2021.0",,"Simsbury, Town of","22 Iron Horse Boulevard","Simsbury",,"06070","Simsbury Meadows Accessibility  Safety Improvements","2021-02-25T00:00:00.000","STEAP","$   128,000",,"$   128,000","$   158,000","$   30,000","POINT (-72.799373 41.876941)"
"2015.0","Library Investment Projects","Tolland, Town of","21 Tolland Green","Tolland","Tolland","06084","Public Library Expansion","2014-08-29T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.367842 41.869882)"
"2014.0","Arts, Culture and Entertainment Projects","Brookfield, Town of","100 Pocono Road","Brookfield","Fairfield","06804","Brookfield Town Park Beach Improvements","2013-12-30T00:00:00.000","Urban Act","$   750,000","$   - 0","$   750,000","$   1,967,579","$   1,217,579","POINT (-73.397734 41.466196)"
"2013","Infrastructure Project","Suffield, Town of","83 Mountain Road","Suffield","Hartford","06078","Bulk Waste Site Expansion","2013-03-26T00:00:00.000","STEAP","$   150,000","$   - 0","$   150,000","$   150,000","$   - 0","POINT (-72.653683 41.982754)"
"2019.0",,"University of Saint Joseph","1678 Asylum Avenue","Hartford",,"06117","W. Hartford Campus Repairs","2019-04-05T00:00:00.000","UA (OPM)","$   400,000",,"$   400,000","$   400,000","$   - 0","POINT (-72.731481 41.778821)"
"2017.0","Infrastructure Project","Mystic Seaport Museum, Inc.","75 Greenmanville Ave","Stonington",,"06355","Thompson Building","2016-09-12T00:00:00.000","Urban Act","$   2,000,000",,"$   2,000,000","$   11,500,000","$   9,500,000","POINT (-71.963432 41.36164800000001)"
"2013","Infrastructure Project","CT Aeronautical Historical Assn dba New England Air Museum","36 Perimeter Road","Windsor Locks","Hartford","06096","Storage Hanger Expansion Project","2013-06-27T00:00:00.000","Public Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.694231 41.946541)"
"2016.0","Brownfields & Environmental Remediation/Protection projects","Meriden, City of","142 East Main Street","Meriden","New Haven","06450","1 King Place Redevelopment - BF Assessment","2015-09-11T00:00:00.000","Brownfields","$   180,000",,"$   180,000","$   180,000","$   - 0","POINT (-72.797619 41.536043)"
"2020.0",,"Hartford, City of","550 Main Street","Hartford",,"06103","North Main Street Streetscape Improvements","2019-11-18T00:00:00.000","UA (OPM)","$   400,000",,"$   400,000","$   400,000","$   - 0","POINT (-72.674293 41.762756)"
"2013","Infrastructure Project","Westbrook, Town of","866 Boston Post Road","Westbrook","Middlesex","06498","Property Acquisition, Design and Construction Parking Lot","2012-07-18T00:00:00.000","STEAP","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-72.458267 41.280986)"
"2015.0","Infrastructure Project","Sherman, Town of","9 Route 39 North, P.O. Box 39","Sherman","Fairfield","06784","Public Works Wash Station","2014-11-18T00:00:00.000","STEAP","$   205,000",,"$   205,000","$   205,000","$   - 0","POINT (-73.496788 41.579342)"
"2015.0","Infrastructure Project","CT Institute for Communities, Inc.","7 Old Sherman Turnpike, Suite 212","Danbury","Danbury","06810","CIFC Community Health Center, Danbury","2015-05-21T00:00:00.000","Urban Act","$   4,000,000",,"$   4,000,000","$   14,673,500","$   10,673,500","POINT (-73.407657 41.41073200000001)"
"2013","Infrastructure Project","Groton, Town of","45 Fort Hill Road","Groton","New London","06340","SUBASE Land Purchase","2012-12-21T00:00:00.000","Manufacturers Assistance Act","$   455,000","$   - 0","$   455,000","$   455,000","$   - 0","POINT (-72.03352 41.345833)"
"2015.0","Infrastructure Project","Waterford, Town of","15 Rope Ferry Road","Waterford","New London","06385","Palace Theater Seating and Roof Repair","2014-09-16T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.131099 41.34243)"
"2012","Infrastructure Project","Plainville, Town of","1 Central Square","Plainville","Hartford","06062","Robertson Airport Roof Replacement","2011-08-24T00:00:00.000","Urban Act","$   100,000","$   - 0","$   100,000","$   100,000","$   - 0","POINT (-72.866619 41.671786)"
"2014.0","Infrastructure Project","East Haddam, Town of","1 Plains Road, P.O. Box 385","Moodus","Middlesex","06469","Center for Community Agriculture-Harris Property","2013-08-20T00:00:00.000","STEAP","$   431,200","$   - 0","$   431,200","$   431,200","$   - 0","POINT (-72.449421 41.499219)"
"2012","Infrastructure Project","Plymouth, Town of","80 Main Street","Terryville","Litchfield","06786","Downtown Historical Terryville Phase II","2012-01-26T00:00:00.000","STEAP","$   150,000",,"$   150,000","$   150,000","$   - 0","POINT (-73.000921 41.679092)"
"2021.0",,"Trumbull, Town of","1 Veterans Circle","Trumbull",,"06611","Trumbull Veterans and First Responder Center","2021-04-28T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   328,205","$   200,000","POINT (-73.1208 41.197641)"
"2014.0","Arts, Culture and Entertainment Projects","Eugene O’Neill Memorial Theater Center, Inc.","305 Great Neck Rd","Waterford","New London","06385","O’Neill National Music Theater Institute","2013-11-12T00:00:00.000","Special Act","$   3,000,000","$   - 0","$   3,000,000","$   7,820,000","$   4,820,000","POINT (-72.109237 41.31155)"
"2012","Business Expansion","University of St. Joseph","1678 Asylum Avenue","West Hartford","Hartford","06117","St. Joseph College School of Pharmacy","2012-06-15T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.731481 41.778821)"
"2014.0","Education Related Projects","East Haddam, Town of","1 Plains Road, P.O. Box 385","Moodus","Middlesex","06469","Former Middle School Ren Old Town Grange Hall","2013-08-20T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-72.449421 41.499219)"
"2020.0",,"Stratford, Town of","2725 Main St","Stratford",,"06615","Sterling House Improvements","2019-12-23T00:00:00.000","UA (OPM)","$   510,000",,"$   510,000","$   510,000","$   - 0","POINT (-73.129833 41.175363)"
"2016.0","Sports Facilities Investment Projects","Waterbury Development Corporation","83 Bank Street P.O. Box 1496","Waterbury","New Haven","06702","Waterbury Municipal Stadium - Phase IV","2016-03-07T00:00:00.000","Urban Act","$   966,330",,"$   966,330","$   966,330","$   - 0","POINT (-73.040935 41.554665)"
"2013","Business Retention","Newtown, Town of","45 Main Street","Newtown","Fairfield","06470","Economic Losses Sandy Hook School","2013-02-05T00:00:00.000","STEAP","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-73.310018 41.415254)"
"2016.0","Infrastructure Project","Windsor Locks, City of","50 Church Street","Windsor Locks","Hartford","06096","Windsor Locks Historic Train Station Roof Replacement Project","2016-04-20T00:00:00.000","Urban Act/ Small Town Economic Assistance Program","$   277,045",,"$   277,045","$   277,045","$   - 0","POINT (-72.630323 41.92967300000001)"
"2012","Infrastructure Project","Madison, Town of","8 Campus Drive","Madison","New Haven","06443","Madison Utility Relocation III","2011-07-11T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-72.57469 41.295519)"
"2017.0","Infrastructure Project","North Haven, Town of","18 Church St","North Haven",,"06473","Central Block Area Project - Phase 0","2016-11-30T00:00:00.000","STEAP","$   400,000",,"$   400,000","$   400,000","$   - 0","POINT (-72.861122 41.387678)"
"2021.0",,"Rocky Hill, Town of","374 New Britain Ave.","Rocky Hill",,"06067","Straska Farm Barn","2021-03-04T00:00:00.000","STEAP","$   128,000",,"$   128,000","$   140,000","$   12,000","POINT (-72.689778 41.657361)"
"2015.0","Infrastructure Project","Salisbury, Town of","27 Main  Street","Salisbury","Litchfield","06068","Ski Jump Facility Improvements","2015-02-24T00:00:00.000","STEAP","$   250,000",,"$   250,000","$   250,000","$   - 0","POINT (-73.42276 41.981838)"
"2018.0","ERROR: #REF!","Stamford Museum and Nature Center","39 Scofieldtown Road","Stamford",,"06903","SM&NC New Astronomy Center","2018-06-04T00:00:00.000","UA (OPM)","$   3,000,000",,"$   3,000,000","$   3,000,000","$   - 0","POINT (-73.544998 41.123448)"
"2018.0","Infrastructure Project","Sea Research Foundation","55 Coogan Blvd.","Mystic",,"06355","Milne Center for Ocean Science & Conservation","2017-10-25T00:00:00.000","UA (OPM)","$   5,000,000",,"$   5,000,000","$   5,000,000","$   - 0","POINT (-71.951268 41.372631)"
"2015.0","Infrastructure Project","Marlborough, Town of","26 North Main Street","Marlborough","Hartford","06447","Phase II East Armory","2014-08-22T00:00:00.000","STEAP","$   500,000","$   - 0","$   500,000","$   600,000","$   100,000","POINT (-72.461649 41.632132)"
"2012","Infrastructure Project","Bridgeport, City of","45 Lyon Terrace","Bridgeport","Fairfield","06604","Seaview Avenue Phase III","2011-11-22T00:00:00.000","Manufacturers Assistance Act","$   450,000",,"$   450,000","$   450,000","$   - 0","POINT (-73.192701 41.180559)"
"2012","Library Investment Projects","Burlington, Town of","200 Spielman Highway","Burlington","Hartford","06013","Burlington Library Improvements","2011-12-08T00:00:00.000","STEAP","$   44,011","$   - 0","$   44,011","$   44,011","$   - 0","POINT (-72.951725 41.77192)"
"2014.0","Infrastructure Project","Wethersfield, Town of","505 Silas Deane Highway","Wethersfield","Hartford","06109","Wethersfield Infrastructure Improvement Project","2014-02-28T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   550,000","$   50,000","POINT (-72.663388 41.711776)"
"2017.0","Infrastructure Project","New Canaan, Town of","77 Main St  PO Box 447","New Canaan",,"06840","Downtown Pedestrian Loop - Weed Street Sidewalk Connection","2016-11-25T00:00:00.000","Transit Oriented Development / Responsible Growth","$   150,000",,"$   150,000","$   154,600","$   4,600","POINT (-73.494029 41.148548)"
"2012","Infrastructure Project","Ansonia, City of","253 Main Street","Ansonia","New Haven","06401","Renovation To Ansonia Armory","2012-03-01T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-73.078564 41.342694)"
"2014.0","Museum Investment Projects","National Coast Guard Museum Association, Inc","239 Bank Street","New London","New London","06320","Coast Guard Museum Pedestrian Overpass Project-Phase I","2014-06-12T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.096827 41.351627)"
"2017.0","Infrastructure Project","Hartford, City of","550 Main Street","Hartford","Hartford","06103","Barthlomew Avenue  Stormwater and Streetscape Upgrades Project","2017-03-08T00:00:00.000","Transit Oriented Development / Responsible Growth","$   2,000,000",,"$   2,000,000","$   2,000,000","$   - 0","POINT (-72.674293 41.762756)"
"2012","Infrastructure Project","West Haven, City of","355 Main Street","West Haven","New Haven","06516","Allingtown Business District Improvements","2012-05-17T00:00:00.000","Special Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.950065 41.272224)"
"2015.0","Infrastructure Project","Seymour, Town of","1 First Street","Seymour","New Haven","06483","Sidewalk Replacement Phase IV","2014-09-26T00:00:00.000","STEAP","$   200,000",,"$   200,000","$   200,000","$   - 0","POINT (-73.07412800000002 41.394574)"
"2018.0","Infrastructure Project","Wethersfield, Town of","505 Silas Deane Highway","Wethersfield",,"06109","Commercial Façade Improvement Program","2017-09-07T00:00:00.000","STEAP","$   450,000",,"$   450,000","$   450,000","$   - 0","POINT (-72.663388 41.711776)"
"2012","Infrastructure Project","Naugatuck, Borough of","246 Rubber Avenue","Naugatuck","New Haven","06770","Renaissance Parking Garage at Maple Street","2011-09-12T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-73.062991 41.487456)"
"2014.0","Infrastructure Project","Canaan, Town of","108 Main Street, P.O. Box 47","Canaan","Litchfield","06031","South Canaan Meeting House Improvements","2014-03-07T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-73.364593 41.955273)"
"2021.0",,"Orange, Town of","Orange Center Road","Orange",,"06477","Stone-Otis House Renovation Replacement Project","2021-05-06T00:00:00.000","STEAP","$   20,000",,"$   20,000","$   40,000","$   20,000",
"2015.0","Infrastructure Project","Portland, Town of","33 East Main Street, P.O. Box 71","Portland","Middlesex","06480-0071","Brownstone Avenue Project Phase IV Final","2014-09-23T00:00:00.000","STEAP","$   363,000",,"$   363,000","$   363,000","$   - 0","POINT (-72.634864 41.575479)"
"2015.0","Arts, Culture and Entertainment Projects","Hartford Stage Company, Inc.","50 Church Street","Hartford","Hartford","06103","Renovation and Expansion Project Phase II","2014-11-05T00:00:00.000","Urban Act","$   2,500,000",,"$   2,500,000","$   6,000,000","$   3,500,000","POINT (-72.674471 41.768697)"
"2012","Planning Projects","OP Sail, Inc.","239 Bank Street","New London","New London","06320","2012 Op Sail Planning Grant","2011-09-22T00:00:00.000","Manufacturers Assistance Act","$   40,000","$   - 0","$   40,000","$   40,000","$   - 0","POINT (-72.096827 41.351627)"
"2012","Infrastructure Project","Waterbury Development Corporation","83 Bank Street, P.O. Box 1469","Waterbury","New Haven","06702","Waterbury Redevelopment Project","2012-02-14T00:00:00.000","Urban Act","$   1,052,205","$   - 0","$   1,052,205","$   1,052,205","$   - 0","POINT (-73.040935 41.554665)"
"2017.0","Museum Investment Projects","Harriet Beecher Stowe Center, Inc.","77 Forest St","Hartford",,"06105","Harriet B. Stowe House & Library Upgrades","2017-05-17T00:00:00.000","Special Act","$   650,000",,"$   650,000","$   2,354,810","$   1,704,810","POINT (-72.700098 41.766758)"
"2017.0","Infrastructure Project","North Stonington, Town of","40 Main Street","North Stonington","North Stonington","06539","Emergency Service Building","2017-06-28T00:00:00.000","UA (OPM)","$   300,000",,"$   300,000","$   300,000","$   - 0","POINT (-71.881098 41.440909)"
"2012","Infrastructure Project","Waterbury Development Corporation","83 Bank Street, P.O. Box 1469","Waterbury","New Haven","06702","Small Business Express / Lending Partners","2012-04-26T00:00:00.000","Special Act","$   1,000,000",,"$   1,000,000","$   3,467,470","$   2,467,470","POINT (-73.040935 41.554665)"
"2013","Technical Program Support","Connecticut Center for Advanced Technology","222 Pitkin St","East Hartford","Hartford","06108","Hydrogen Fuel Cell Economy Program","2013-05-17T00:00:00.000","General Fund","$   224,329","$   - 0","$   224,329","$   224,329","$   - 0","POINT (-72.656913 41.763866)"
"2017.0","Infrastructure Project","Norwich, City of","100 Broadway","Norwich",,"06360","Taftville VFD","2017-04-03T00:00:00.000","UA (OPM)","$   250,000",,"$   250,000","$   250,000","$   - 0","POINT (-72.075687 41.526478)"
"2015.0","Infrastructure Project","Cheshire, Town of","84 South Main Street","Cheshire","New Haven","06410","Town Center Sidewalks - Phase III","2015-02-23T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.902 41.497804)"
"2017.0","Infrastructure Project","Norwich, City of","100 Broadway","Norwich",,"06360","Occum VFD Improvements","2016-09-29T00:00:00.000","Urban Act","$   51,000",,"$   51,000","$   51,000","$   - 0","POINT (-72.075687 41.526478)"
"2012","Infrastructure Project","New Milford, Town of","10 Main Street","New Milford","Litchfield","06776","Theatre Building Repair","2011-11-01T00:00:00.000","UA (OPM)","$   150,000",,"$   150,000","$   150,000","$   - 0","POINT (-73.410573 41.57771)"
"2012","Infrastructure Project","South Windsor, Town of","1540 Sullivan Ave","South Windsor","South Windsor","06074","Renovation of Existing Police Station","2012-06-15T00:00:00.000","STEAP","$   200,000",,"$   200,000","$   200,000","$   - 0","POINT (-72.554038 41.828213)"
"2012","Infrastructure Project","Thomaston, Town of","158 Main Street","Thomaston","Litchfield","06787","Sidewalk Improvements Phase III","2011-08-16T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-73.072593 41.674456)"
"2021.0",,"Seymour, Town of","1 First Street","Seymour",,"06483","Seymour Public Works Cold Storage Building","2021-06-15T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   283,693","$   155,488","POINT (-73.07412800000002 41.394574)"
"2012","Infrastructure Project","Eastford, Town of","16 Westford Road, P.O. Box 98","Eastford","Windham","06242","Addition to the Historic Union Society","2012-04-03T00:00:00.000","STEAP","$   100,000","$   - 0","$   100,000","$   108,500","$   8,500","POINT (-72.082001 41.902411)"
"2019.0",,"West Haven, City of","355 Main Street","West Haven",,"06516","Allingtown Infrastructure Improvements Project","2018-09-11T00:00:00.000","UA (OPM)","$   1,500,000",,"$   1,500,000","$   1,500,000","$   - 0","POINT (-72.950065 41.272224)"
"2014.0","Infrastructure Project","Meriden, City of","142 East Main Street","Meriden","New Haven","06450","Meriden HUB Remediation and Redevelopment Project","2014-01-15T00:00:00.000","Urban Act/ Brownfields, Public Act","$   12,809,793","$   - 0","$   12,809,793","$   12,809,793","$   - 0","POINT (-72.797619 41.536043)"
"2012","Technical Program Support","Community Economic Development Fund","965 East Main Street","Meriden","New Haven","06450","Small Business Express / Lending Partners","2012-03-16T00:00:00.000","Small Business Express","$   650,000","$   7,350,000","$   8,000,000","$   8,000,000","$   - 0","POINT (-72.771419 41.526807)"
"2020.0",,"Barnum Museum Foundation, Inc.","820 Main Street","Bridgeport",,"06604","Design Infrastructure Repairs and Improvements","2019-09-19T00:00:00.000","UA (OPM)","$   6,900,100",,"$   6,900,100","$   6,900,100","$   - 0","POINT (-73.188407 41.175619)"
"2016.0","Arts, Culture and Entertainment Projects","Westport Country Playhouse","25 Powers Court","Westport","Fairfield","06880","Westport Playhouse Entrance","2016-03-04T00:00:00.000","Special Act","$   125,000",,"$   125,000","$   250,000","$   125,000","POINT (-73.355212 41.141564)"
"2015.0","Planning Projects","Local Initiatives Support Corporation (LISC)","75 Charter Oak Avenue - Suite 2-250","Hartford","Hartford","06106","Transit Oriented Development (TOD) Loan Fund","2014-09-29T00:00:00.000","Public Act","$   1,000,000","$   - 0","$   1,000,000","$   15,000,000","$   14,000,000","POINT (-72.669881 41.758821)"
"2021.0",,"Harriet Beecher Stowe Center, Inc.","77 Forest Street","Hartford",,"06105","Site and Accessiblity  Improvements","2020-08-03T00:00:00.000","UA (OPM)","$   750,000",,"$   750,000","$   750,000","$   - 0","POINT (-72.700098 41.766758)"
"2013","Infrastructure Project","Burlington, Town of","200 Spielman Highway","Burlington","Hartford","06013","Elton Tavern Improvements","2012-11-02T00:00:00.000","STEAP","$   154,000","$   - 0","$   154,000","$   154,000","$   - 0","POINT (-72.951725 41.77192)"
"2014.0","Infrastructure Project","Southington, Town of","75 Main Street","Southington","Hartford","06489","Gura Building","2014-06-09T00:00:00.000","Special Act","$   500,000","$   - 0","$   500,000","$   1,700,000","$   1,200,000","POINT (-72.87815 41.600751)"
"2015.0","Infrastructure Project","Sherman, Town of","9 Route 39 North, P.O. Box 39","Sherman","Fairfield","06784","Playhouse Improvements- Phase III","2014-10-10T00:00:00.000","STEAP","$   69,000",,"$   69,000","$   69,000","$   - 0","POINT (-73.496788 41.579342)"
"2015.0","Arts, Culture and Entertainment Projects","Fairfield Theatre Company, Inc.","70 Sanford Street","Fairfield","Fairfield","06824","Installation of a Fire Suppression System","2014-09-12T00:00:00.000","Special Act","$   100,000",,"$   100,000","$   100,000","$   - 0","POINT (-73.258017 41.14212500000001)"
"2013","Infrastructure Project","Torrington, City of","140 Main Street","Torrington","Litchfield","06790","Façade Improvement Program","2013-05-15T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-73.121398 41.803238)"
"2016.0","Museum Investment Projects","Mark Twain Memorial","351 Farmington Avenue","Hartford","Hartford","06101","Mark Twain House & Museum Capital Improvements","2015-08-10T00:00:00.000","Urban Act","$   2,200,000",,"$   2,200,000","$   2,207,000","$   7,000","POINT (-72.700816 41.767564)"
"2017.0","Infrastructure Project","Greenwich, Town of","101 Field Point Rd","Greenwich",,"06830","YWCA - Domestic Abuse Services Center","2017-02-06T00:00:00.000","STEAP","$   246,096",,"$   246,096","$   319,914","$   73,818","POINT (-73.629853 41.024946)"
