"fiscal_year","company_name","company_address","municipality","county_1","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","per_contract_full_time_ct_jobs_to_be_retained","per_contract_full_time_ct_jobs_to_be_created","per_contract_part_time_ct_jobs_to_be_retained","per_contract_part_time_ct_jobs_to_be_created","actual_jobs_at_time_of_review","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","per_application_existing_full_time_jobs_in_ct","per_application_full_time_jobs_to_be_created_in_ct","per_application_existing_part_time_jobs_in_ct","per_application_part_time_jobs_to_be_created_in_ct","full_time_ct_employment_at_6_30_18","part_time_ct_employment_at_6_30_18","status","location_1","count","geocoded_location"
"2013","R & R Tool & Die, LLC","94 Newberry Road","East Windsor","Hartford","CT","06088","Manufacturing","334519","No","2013-08-23T00:00:00.000","30000","200000","230000","260000","30000","Small Business Express Program","CGS Sec. 32-7g","8","3","0","0","11","Met","n/a","n/a","8","3","0","0",,,"Active","94 Newberry Road","1","94 Newberry Road
East Windsor, CT 06088
(41.921225, -72.593388)"
"2015","Sigmund Software, LLC","83 Wooster Heights","Danbury","Fairfield","CT","06810","Healthcare Software","541511","No","2015-05-27T00:00:00.000","100000","300000","400000","766303","366303","Small Business Express Program","CGS Sec. 32-7g","0","34","0","0","39","Met","n/a","$   150,000","0","34","0","0",,,"Compliance Complete","83 Wooster Heights","1","83 Wooster Heights
Danbury, CT 06810
(41.37439, -73.468575)"
"2013","Modelcraft Company, Inc.","50 Altair Avenue","Plymouth","Litchfield","CT","06782","Manufacturing","336413","No","2012-12-13T00:00:00.000","100000","0","100000","288850","188850","Small Business Express Program","CGS Sec. 32-7g","35","4","0","0","36","Not Met","$3,000","n/a","36","4","0","0","57","1","Active","50 Altair Avenue","1","50 Altair Avenue
Plymouth, CT 06782
(41.680728, -73.058499)"
"2018","JDA Lawn Sprinklers, LLC","57 Hillside Avenue","Plainville","Hartford","CT","06062","Plumbing, Heating and Air Conditioning","238221","No","2018-06-19T00:00:00.000","10000",,"10000","20000","10000","Small Business Express Program","CGS Sec. 32-7g","0","2","0","0",,,"n/a","n/a","3","2","0","0",,,"Active","57 Hillside Avenue","1","57 Hillside Avenue
Plainville, CT 06062
(41.664468, -72.866264)"
"2013","Sweet Mavens, LLC","159 Naubuc Avenue","East Hartford","Hartford","CT","06118","Confectionery and Nut Stores","445292","No","2012-12-12T00:00:00.000","14250","100000","114250","128500","14250","Small Business Express Program","CGS Sec. 32-7g","1","1","0","0","2","Met","n/a","n/a","1","1","0","0",,,"Compliance Complete","159 Naubuc Avenue","1","159 Naubuc Avenue
East Hartford, CT 06118
(41.730241, -72.628354)"
"2012","West Hartford Deli, Inc.","35A LaSalle Road","West Hartford","Hartford","CT","06107","Food Service","722110","No","2012-05-08T00:00:00.000","47500","0","47500","227500","180000","Small Business Express Program","CGS Sec. 32-7g","6","5","0","0","0","Not Met","OOB","n/a","6","5","0","0",,,"Compliance Complete","35A LaSalle Road","1","35A LaSalle Road
West Hartford, CT 06107
(41.760007, -72.744412)"
"2013","Classic Restaurant Supply, LLC","312 Murphy Road","Hartford","Hartford","CT","06114","Manufacturing","423440","No","2013-04-17T00:00:00.000","100000","300000","400000","500000","100000","Manufacturing Assistance Act","CH 588l","19","8",,,"25","Not Met","2% to 3%","n/a","19","8","1","0",,,"Active","312 Murphy Road","1","312 Murphy Road
Hartford, CT 06114
(41.73612, -72.657436)"
"2014","Church Hill Classics, LTD","594 Pepper Street","Monroe","New Haven","CT","06468","Manufacturing","423210","No","2013-12-16T00:00:00.000","36821","0","36821","73642","36821","Small Business Express Program","CGS Sec. 32-7g","62","3","0","0","73","Met","n/a","n/a","63","3","0","0",,,"Compliance Complete","594 Pepper Street","1","594 Pepper Street
Monroe, CT 06468
(41.349276, -73.257699)"
"2013","Upscale Surfaces, LLC","64 Oakland Avenue, Unit F","East Hartford","Hartford","CT","06108","Finish Carpentry","238350","No","2013-04-17T00:00:00.000","0","98600","98600","98600","0","Small Business Express Program","CGS Sec. 32-7g","1","8","0","0","0","Not Met","Rate increase from 2% to 3%","n/a","1","7","0","0",,,"Active","64 Oakland Avenue, Unit F","1","64 Oakland Avenue, Unit F
East Hartford, CT 06108
(41.782049, -72.631953)"
"2014","Hair Spa, Inc.","356 Farmington Avenue, Route 10","Plainville","Hartford","CT","06062","Beauty Salon","812112","Yes Woman","2014-03-26T00:00:00.000","30000","50000","80000","111200","31200","Small Business Express Program","CGS Sec. 32-7g","3","3","0","0","3","Not Met","$30,000 & 2% to 3%","n/a","3","0","0","0",,,"Compliance Complete","356 Farmington Avenue, Route 10","1","356 Farmington Avenue, Route 10
Plainville, CT 06062
(41.688842, -72.851206)"
"2012","Carr, Douglas & Cline, LLC","12 Main Street, Suite 3","Essex","Middlesex","CT","06426","Service","541110","No","2012-05-31T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","3","0","0","0","3","Met","n/a","n/a","3","0","0","0",,,"Active","12 Main Street, Suite 3","1","12 Main Street, Suite 3
Essex, CT 06426
(41.352785, -72.389878)"
"2016","Mark's Motorsports, LLC","70 Enfield Street","Enfield","Hartford","CT","06082","Powersports","441228","No","2015-08-19T00:00:00.000","54629","132800","187429","292429","105000","Small Business Express Program","CGS Sec. 32-7g","6","3","0","0","7","Not Met","$13,332 & 2% to 3%","n/a","6","3","0","0","6","4","Active","70 Enfield Street","1","70 Enfield Street
Enfield, CT 06082
(42.023244, -72.58535)"
"2018","Grace Machine Company, LLC","46 Woodlawn Road","Berlin","Hartford","CT","06037","Machining","332700","Yes Woman","2018-06-19T00:00:00.000","60000",,"60000","152900","92900","Small Business Express Program","CGS Sec. 32-7g","10","3","0","0","Pending","Pending","n/a","n/a","10","3","6","0",,,"Active","46 Woodlawn Road","1","46 Woodlawn Road
Berlin, CT 06037
(41.632485, -72.739285)"
"2017","Veterinary Emergency Center, LLC","135 Dowd Avenue","Canton","Hartford","CT","06019","Veterinary Medicine","541940","Yes Woman","2016-11-03T00:00:00.000","27800","242950","270750","298550","27800","Small Business Express Program","CGS Sec. 32-7g","11","6","0","0","Pending","Pending","n/a","n/a","11","6","0","0",,,"Compliance Complete","135 Dowd Avenue","1","135 Dowd Avenue
Canton, CT 06019
(41.824472, -72.895596)"
"2016","Rosenlicht & Ansari, PC","483 Middle Turnpike West","Manchester","Hartford","CT","06040","Dentistry","621210","No","2015-12-09T00:00:00.000","60000","0","60000","120000","60000","Small Business Express Program","CGS Sec. 32-7g","12","3","0","0","10","Not Met","$   20,000.00","n/a","12","3","0","0",,,"Active","483 Middle Turnpike West","1","483 Middle Turnpike West
Manchester, CT 06040
(41.780895, -72.54671)"
"2016","Queen Zuri, LLC dba New Orleans Delicacies","248 Bridgeport Avenue","Milford","New Haven","CT","06460","Baking & Candy Making","722300","No","2015-07-07T00:00:00.000","0","68068","68068","68068","0","Small Business Express Program","CGS Sec. 32-7g","0","3","0","0","3","Met","n/a","$   68,068","0","3","0","0",,,"Active","248 Bridgeport Avenue","1","248 Bridgeport Avenue
Milford, CT 06460
(41.202614, -73.100972)"
"2017","The Sloppy Waffle, LLC","2251 Berlin Turnpike","Newington","Hartford","CT","06111","Restaurant","722110","Yes Woman/Minority","2017-05-26T00:00:00.000","0","300000","300000","413000","113000","Small Business Express Program","CGS Sec. 32-7g","2","5","0","0","Pending","Pending","n/a","n/a","2","5","8","6",,,"Compliance Complete","2251 Berlin Turnpike","1","2251 Berlin Turnpike
Newington, CT 06111
(41.69138, -72.706161)"
"2015","KaroTech, Inc.","3 Morse Road, Units 3C & 3D","Oxford","New Haven","CT","06478","Manufacturing","332439","Yes International Export","2015-06-17T00:00:00.000","0","107730","107730","107730","0","Small Business Express Program","CGS Sec. 32-7g","11","2","0","0","9","Not Met","2% to 3%","n/a","7","0","0","0",,,"Compliance Complete","3 Morse Road, Units 3C & 3D","1","3 Morse Road, Units 3C & 3D
Oxford, CT 06478
(41.471814, -73.14968)"
"2016","Karol Construction, LLC","42 Silver Street","New Britain","Hartford","CT","06052","Construction/Siding","238170","No","2016-02-18T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","0","1","0","0","1","Met","n/a","n/a","0","1","0","0",,,"Active","42 Silver Street","1","42 Silver Street
New Britain, CT 06052
(41.672429, -72.790867)"
"2015","Metal Finishing Technologies, LLC","60 Wooster Court","Bristol","Hartford","CT","06010","Metal Finishing","332813","No","2014-12-04T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","45","7","0","0","52","Met","n/a","$   150,000","45","7","0","0",,,"Active- Loan repaid but still w/in 10 years","60 Wooster Court","1","60 Wooster Court
Bristol, CT 06010
(41.676048, -72.889827)"
"2012","Community Capital Fund, Inc.","240 Fairfield Avenue","Bridgeport","Fairfield","CT","06604","Financial Services","522291","No","2012-06-18T00:00:00.000","55000","0","55000","110000","55000","Small Business Express Program","CGS Sec. 32-7g","2","2","0","0","5","Met","n/a","n/a","0","4","0","0",,,"Active","240 Fairfield Avenue","1","240 Fairfield Avenue
Bridgeport, CT 06604
(41.178743, -73.19173)"
"2018","Total Energy Connections, LLC","154 Woodland Road, Suite A","Berlin","Hartford","CT","06037","Energy Service Company","541990","No","2018-04-06T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","1","5","0","0","Pending","Pending","n/a","n/a","3","5","1","0",,,"Compliance Complete","154 Woodland Road, Suite A","1",
"2017","Bellamy Home Improvement, Inc. dba Harmony Home Improvement, Inc.","2389 Main Street","Glastonbury","Hartford","CT","06033","Home Improvement/Construction","238900","Yes Veteran","2017-05-18T00:00:00.000","100000","0","100000","202000","102000","Small Business Express Program","CGS Sec. 32-7g","3","5","0","0","5","Not Met","3.25 to 4.25%","$   40,000","3","8","0","0",,,"Active","2389 Main Street","1","2389 Main Street
Glastonbury, CT 06033
(41.71259, -72.60871)"
"2015","Triatic, Inc.","22 Grassmere Avenue","West Hartford","Hartford","CT","06110","Manufacturing","327910","No","2015-05-04T00:00:00.000","0","100000","100000","136000","36000","Small Business Express Program","CGS Sec. 32-7g","8","0","0","0","8","Met","n/a","n/a","8","0","0","0","11","2","Compliance Complete","22 Grassmere Avenue","1","22 Grassmere Avenue
West Hartford, CT 06110
(41.736362, -72.725157)"
"2012","Foresite Technologies, Inc.","99 East River Drive, 7th Floor","East Hartford","Hartford","CT","06108","Other Plastic Products","326199","No","2012-06-25T00:00:00.000","0","250000","250000","675000","425000","Small Business Express Program","CGS Sec. 32-7g","15","5","0","0","20","Met","n/a","$   125,000","18","6","0","0",,,"Active","99 East River Drive, 7th Floor","1","99 East River Drive, 7th Floor
East Hartford, CT 06108
(41.767028, -72.662614)"
"2020","Taste by Spellbound of Avon, LLC","5 Ensign Drive","Avon","Hartford","CT","06001","Retail Bakery","311812","Yes Woman","2019-09-23T00:00:00.000","0","60000","60000","60000","0","Small Business Express Program","CGS Sec. 32-7g","3","3","6","0","Pending","Pending","n/a","n/a","3","3","6","6",,,"Active","5 Ensign Drive","1","5 Ensign Drive
Avon, CT 06001
(41.810976, -72.834455)"
"2013","Empire Industries, Inc.","180 Olcott Street","Manchester","Hartford","CT","06040","Plumbing & Heating Equipment & Supplies","423720","No","2012-12-21T00:00:00.000","100000","0","100000","203000","103000","Small Business Express Program","CGS Sec. 32-7g","62","8","0","0","67","Not Met","$3,000","n/a","62","8","0","0",,,"Compliance Complete","180 Olcott Street","1","180 Olcott Street
Manchester, CT 06040
(41.773371, -72.555742)"
"2015","Koster Keunen Manufacturing, Inc.","1021 Echo Lake Road","Watertown","Litchfield","CT","06795","Manufacturing","325910","Yes International Export/Veteran","2015-01-05T00:00:00.000","100000","300000","400000","702000","302000","Small Business Express Program","CGS Sec. 32-7g","50","5","0","0","62","Met","n/a","n/a","50","5","0","0",,,"Compliance Complete","1021 Echo Lake Road","1","1021 Echo Lake Road
Watertown, CT 06795
(41.610205, -73.08203)"
"2018","Saray, LLC dba Saray Restaurant","770 Campbell Avenue","West Haven","New Haven","CT","06516","Restaurant","722511","Yes Woman","2018-03-26T00:00:00.000","20000","175000","195000","215000","20000","Small Business Express Program","CGS Sec. 32-7g","4","3","0","0","Pending","Pending","n/a","n/a","5","3","3","0",,,"Active","770 Campbell Avenue","1","770 Campbell Avenue
West Haven, CT 06516
(41.279663, -72.955246)"
"2016","Citra-Solv, LLC","188 Shadow Lake Road","Ridgefield","Fairfield","CT","06877","Chemical","325612","Yes Woman/International Export","2015-11-05T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","3","0","0","0","3","Met","n/a","n/a","6","0","0","0",,,"Compliance Complete","188 Shadow Lake Road","1","188 Shadow Lake Road
Ridgefield, CT 06877
(41.372315, -73.508765)"
"2018","Bagelicious, LLC","945 South Main Street","Cheshire","New Haven","CT","06410","Bagel and Lunch","445290","No","2018-05-18T00:00:00.000","30000","140000","170000","260000","90000","Small Business Express Program","CGS Sec. 32-7g","0","6","0","0","Pending","Pending","n/a","n/a","3","4","6","3",,,"Active","945 South Main Street","1","945 South Main Street
Cheshire, CT 06410
(41.479396, -72.905789)"
"2013","Alvarado, Marie & Ismael dba Posh Studios","70 Bank Street","Waterbury","New Haven","CT","06702","Photo Studio","812990","No","2012-10-16T00:00:00.000","0","53232","53232","53232","0","Small Business Express Program","CGS Sec. 32-7g","0","2","0","0","0","Not Met","OOB","n/a","0","2","0","0",,,"Active","70 Bank Street","1","70 Bank Street
Waterbury, CT 06702
(41.554902, -73.040908)"
"2017","Half Full Brewery, Inc.","43 Homestead Avenue","Stamford","Fairfield","CT","06902","Manufacturing","312120","No","2017-06-13T00:00:00.000","0","300000","300000","505724","205724","Small Business Express Program","CGS Sec. 32-7g","10","8","0","0","9","Not Met","3.25% to 4.25%","n/a","10","8","0","0","7","19","Active","43 Homestead Avenue","1","43 Homestead Avenue
Stamford, CT 06902
(41.039287, -73.549918)"
"2019","Naturegene Herb, LLC","75 Whitney Avenue","New Haven","New Haven","CT","06510","Manufacturing, Wholesale Retail","446190","Yes Minority","2018-09-25T00:00:00.000",,"117000","117000","266000","149000","Small Business Express Program","CGS Sec. 32-7g","2","3","0","0","Pending","Pending","n/a","n/a","2","3","3","0",,,"Active","75 Whitney Avenue","1","75 Whitney Avenue
New Haven, CT 06510
(41.312542, -72.921925)"
"2013","Sustainable Innovations, LLC","114 Harvest Lane","Glastonbury","Hartford","CT","06033","Manufacturing","541712","No","2013-05-01T00:00:00.000","99000","0","99000","199000","100000","Manufacturing Assistance Act","CH 588l","6","9",,,"15","Met","n/a","n/a","6","11","4","0",,,"Active","114 Harvest Lane","1","114 Harvest Lane
Glastonbury, CT 06033
(41.720475, -72.546)"
"2017","Sturgis Brothers Inc.","24 Bailey Avenue #5","Ridgefield","Fairfield","CT","06877","Construction Residential Homes","236110","No","2017-04-18T00:00:00.000","100000","283000","383000","748200","365200","Small Business Express Program","CGS Sec. 32-7g","0","5","0","0","Pending","Pending","n/a","n/a","3","5","1","0","3","0","Compliance Complete","24 Bailey Avenue #5","1","24 Bailey Avenue #5
Ridgefield, CT 06877
(41.281848, -73.496577)"
"2016","Bottle Shop of Unionville, LLC","20 South Main Street","Unionville","New London","CT","06035","Spirits","445310","No","2015-08-19T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","1","1","0","0","3","Met","n/a","n/a","1","0","0","0",,,"Active","20 South Main Street","1","20 South Main Street
Unionville, CT 06035
(41.757228, -72.886907)"
"2015","Caleb Moore, MD, LLC","644 West Putnam Avenue, Suite 203","Greenwich","Fairfield","CT","06830","Office of Physicans","621111","No","2015-05-18T00:00:00.000","60000","300000","360000","420000","60000","Small Business Express Program","CGS Sec. 32-7g","3","3","0","0","9","Met","n/a","n/a","3","2","0","0","10","1","Out of Business- not written off","644 West Putnam Avenue, Suite 203","1","644 West Putnam Avenue, Suite 203
Greenwich, CT 06830
(41.017274, -73.647718)"
"2017","7 Summits Construction, LLC","36 John Street","Hartford","Hartford","CT","06106","Construction","236220","Yes Minority","2017-05-31T00:00:00.000","100000","0","100000","758100","658100","Small Business Express Program","CGS Sec. 32-7g","1","5","0","0","Pending","Pending","n/a","n/a","1","4","0","0",,,"Active","36 John Street","1","36 John Street
Hartford, CT 06106
(41.75824, -72.676885)"
"2015","Admill Machine Co, LLC","150 John Downey Drive","New Britain","Hartford","CT","06051","Manufacturing","332900","No","2015-02-20T00:00:00.000","60000","12345","72345","144692","72347","Small Business Express Program","CGS Sec. 32-7g","66","3","0","0","74","Met","n/a","n/a","66","3","0","0",,,"Active","150 John Downey Drive","1","150 John Downey Drive
New Britain, CT 06051
(41.658498, -72.753628)"
"2016","NESAIM, LLC dba CCSM","33 Dixwell Avenue","New Haven","New Haven","CT","06511","Landscaping","561730","Yes Minority","2016-03-11T00:00:00.000","100000","200000","300000","400000","100000","Small Business Express Program","CGS Sec. 32-7g","1","5","0","0","Pending","Pending","n/a","n/a","1","5","0","0",,,"Active","33 Dixwell Avenue","1","33 Dixwell Avenue
New Haven, CT 06511
(41.313886, -72.932521)"
"2015","Utitec, Inc.","169 Callender Road","Watertown","Litchfield","CT","06795","Manufacturing","339993","Yes Woman/Minority","2015-02-19T00:00:00.000","100000","300000","400000","1634500","1234500","Small Business Express Program","CGS Sec. 32-7g","52","21","0","0","Pending","Pending","n/a","n/a","52","21","0","0",,,"Compliance Complete","169 Callender Road","1","169 Callender Road
Watertown, CT 06795
(41.613887, -73.088453)"
"2013","Durata Therapeutics, Inc.","322 East Main Street, #2","Branford","New Haven","CT","06405","Manufacturing","325412","No","2013-06-05T00:00:00.000","2250000","0","2250000","13000000","10750000","Manufacturing Assistance Act","CH 588l","0","40",,,"40","Met","n/a","n/a","0","40-50","0","0",,,"Active","322 East Main Street, #2","1","322 East Main Street, #2
Branford, CT 06405
(41.292467, -72.78733)"
"2015","Bivona Auto Services, Inc. dba My Way Auto Body","36 & 42 Gleason Avenue","Stamford","Fairfield","CT","06902","Auto Body, Paint, Interior & Glass Repair","811120","No","2015-04-08T00:00:00.000","100000","300000","400000","515797","115797","Small Business Express Program","CGS Sec. 32-7g","19","5","0","0","19","Not Met","2% to 3% & $20,830","n/a","19","5","0","0",,,"Compliance Complete","36 & 42 Gleason Avenue","1","36 & 42 Gleason Avenue
Stamford, CT 06902
(41.04849, -73.527643)"
"2017","Savor Healthy Organic Pizza, Inc.","430 Main Avenue, Apt. R2","Norwalk","Fairfield","CT","06851","Organic Pizza","445299","Yes Woman","2017-06-13T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","2","5","0","0","Pending","Pending","n/a","n/a","0","5","0","2",,,"Active","430 Main Avenue, Apt. R2","1","430 Main Avenue, Apt. R2
Norwalk, CT 06851
(41.147652, -73.426287)"
"2013","John Dean Custom Cabinetry, LLC","102 South Road","Bolton","Tolland","CT","06043","New Single Family Housing Construction","236115","No","2013-03-21T00:00:00.000","60000","150000","210000","270000","60000","Small Business Express Program","CGS Sec. 32-7g","4","3","0","0","8","Met","n/a","n/a","4","3","0","0",,,"Compliance Complete","102 South Road","1","102 South Road
Bolton, CT 06043
(41.786401, -72.419538)"
"2010","Comcast of Connecticut, Inc.","90 Phoenix Avenue","Enfield","Hartford","CT","06082","Manufacturing","515210","No","2009-07-27T00:00:00.000","0","1500000","1500000","7572643","6072643","Manufacturing Assistance Act/URA Tax Credits","CH 588l","927","344",,,"1393","met","n/a","$   750,000","927","344","12","10",,,"Active","90 Phoenix Avenue","1","90 Phoenix Avenue
Enfield, CT 06082
(41.977993, -72.581346)"
"2012","Shayna B's & the Pickle, LLC","627 Westford Road","Ashford","Windham","CT","06278","Manufacturing","311811","No","2012-05-10T00:00:00.000","18000","0","18000","36000","18000","Small Business Express Program","CGS Sec. 32-7g","1","0","0","0","1","Met","n/a","n/a","1","0","0","0",,,"Active","627 Westford Road","1","627 Westford Road
Ashford, CT 06278
(41.905025, -72.170072)"
"2016","Northeast PowerWashing, LLC","111 West Road","Marlborough","Hartford","CT","06447","Service/Power Washing","561790","No","2016-02-23T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","2","1","0","0","Pending","Pending","n/a","n/a","2","1","0","0",,,"Active","111 West Road","1","111 West Road
Marlborough, CT 06447
(41.661808, -72.474499)"
"2014","Fortress Risk Management, LLC","35 Paddock Lane","Glastonbury","Hartford","CT","06033","Manufacturing","423430","No","2013-08-14T00:00:00.000","0","750000","750000","1825000","1075000","Manufacturing Assistance Act","CH 588l","1","56",,,"Pending","Pending","n/a","n/a","1","56","3","0",,,"Active","35 Paddock Lane","1","35 Paddock Lane
Glastonbury, CT 06033
(41.670431, -72.541941)"
"2014","HSB Aircraft Components, LLC","80 Production Court","New Britain","Hartford","CT","06051","Aircraft","332710","No","2014-06-04T00:00:00.000","0","200000","200000","265000","65000","Small Business Express Program","CGS Sec. 32-7g","5","6","0","0","0","Not Met","OOB","n/a","5","10","0","0",,,"Active","80 Production Court","1","80 Production Court
New Britain, CT 06051
(41.664249, -72.757621)"
"2015","Outer Light Brewing Company, LLC","22 Sylvan Ridge","Middlefield","Middlesex","CT","06481","Breweries","312120","No","2015-01-05T00:00:00.000","22000","25000","47000","345623","298623","Small Business Express Program","CGS Sec. 32-7g","0","1","0","0","2","Met","n/a","n/a","0","5","0","0","6","7","Active","22 Sylvan Ridge","1","22 Sylvan Ridge
Middlefield, CT 06481
(41.546016, -72.697424)"
"2013","Newton-Foster Home Care Agency, LLC","92-94 Arch Street","New Haven","New Haven","CT","06519","Home Care/Training Center","543362","Yes Woman/Minority","2012-09-19T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","5","2","0","0","60","Met","n/a","n/a","5","2","0","0","15","10","Compliance Complete","92-94 Arch Street","1","92-94 Arch Street
New Haven, CT 06519
(41.299833, -72.939491)"
"2015","Connecticut Currant, LLC","50 NW. Corner Road","Preston","New London","CT","06365","Beverage Bottling of Black Currant Juice","445230","No","2015-02-04T00:00:00.000","100000","200000","300000","968000","668000","Small Business Express Program","CGS Sec. 32-7g","5","8","0","0","8","Not Met","from 2% to 3% and $38,460","n/a","5","10","0","0","12","2","Active","50 NW. Corner Road","1","50 NW. Corner Road
Preston, CT 06365
(41.523962, -71.967307)"
"2012","GKN Aerospace Services Structure Corporation","1000 Corporate Row","Cromwell","Middlesex","CT","06416","Manufacturing","336411","No","2011-12-23T00:00:00.000","0","2000000","2000000","6000000","4000000","Manufacturing Assistance Act","CH 588l","60","103",,,"175","Met","n/a","$   2,000,000","60","103","10","0",,,"Active","1000 Corporate Row","1","1000 Corporate Row
Cromwell, CT 06416
(41.605729, -72.655657)"
"2017","All Molded Plastics Co., Inc.","3B Fairfield Boulevard","Wallingford","New Haven","CT","06492","Injection Molding and Manufacturing","326199","Yes Veteran","2017-06-17T00:00:00.000","40000","0","40000","501000","461000","Small Business Express Program","CGS Sec. 32-7g","26","4","0","0","37","Met","n/a","n/a","26","4","0","0",,,"Repaid early- Released 10/2013","3B Fairfield Boulevard","1","3B Fairfield Boulevard
Wallingford, CT 06492
(41.485302, -72.79026)"
"2013","Euphoria Event Solutions, LLC","102 Skitchewaug Street","Windsor","Hartford","CT","06095","Luxury Tent Rentals","899999","No","2013-03-27T00:00:00.000","35880","27000","62880","109049","46169","Small Business Express Program","CGS Sec. 32-7g","1","2","0","0","1","Not Met","from 2% to 3%","n/a","1","2","0","0",,,"Compliance Complete","102 Skitchewaug Street","1","102 Skitchewaug Street
Windsor, CT 06095
(41.812564, -72.652517)"
"2017","Frontier Vision Technologies, Inc. dba Evogence","2080 Silas Deane Highway","Rocky Hill","Hartford","CT","06067","Electronic Computer Manufacturing","334111","No","2017-05-01T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","6","5","0","0","10","Not Met","9090.91","n/a","6","5","1","0","6","3","Active","2080 Silas Deane Highway","1","2080 Silas Deane Highway
Rocky Hill, CT 06067
(41.671158, -72.643982)"
"2015","Pure Skin, LLC","133 Main Street","Southington","Hartford","CT","06489","Medical Spa","713940","Yes Woman","2014-10-29T00:00:00.000","40000","0","40000","86815","46815","Small Business Express Program","CGS Sec. 32-7g","2","2","0","0","4","Met","n/a","n/a","2","2","0","0",,,"Out of Business- confirmed","133 Main Street","1","133 Main Street
Southington, CT 06489
(41.599561, -72.877994)"
"2018","Cohen and Wolf, P.C.","1115 Broad Street","Bridgeport","Fairfield","CT","06604","Law Firm","541110","Yes Woman/Veteran","2017-12-08T00:00:00.000","100000","300000","400000","977970","577970","Small Business Express Program","CGS Sec. 32-7g","80","5","0","0","Pending","Pending","n/a","n/a","80","5","7","0",,,"Compliance Complete","1115 Broad Street","1","1115 Broad Street
Bridgeport, CT 06604
(41.178405, -73.191234)"
"2018","NDR Liuzzi, Inc dba Liuzzi Cheese Manufacturing","86 Rossotto Drive","Hamden","New Haven","CT","06473","Dairy Product Manufacturing","311514","No","2018-06-19T00:00:00.000","50000","300000","350000","403000","53000","Small Business Express Program","CGS Sec. 32-7g","65","5","0","0","Pending","Pending","n/a",,"65","5","7","0",,,"Active","86 Rossotto Drive","1","86 Rossotto Drive
Hamden, CT 06473
(41.394452, -72.917334)"
"2014","Charter Communications Holding Company, LLC","400 Atlantic Street","Stamford","Fairfield","CT","06901","Manufacturing","515210","No","2014-01-17T00:00:00.000","2000000","6500000","8500000","13680553","5180553","Manufacturing Assistance Act - First Five","CH 588l","260","200",,,"531","Met","n/a","$   6,500,000","260","127","0","0",,,"Active","400 Atlantic Street","1","400 Atlantic Street
Stamford, CT 06901
(41.050494, -73.53952)"
"2017","Contract Medical Manufacturing, LLC","1 Jacks Hill Road","Oxford","New Haven","CT","06478","Medical Equipment and Supply","339110","No","2017-06-01T00:00:00.000","100000","200000","300000","400000","100000","Small Business Express Program","CGS Sec. 32-7g","22","5","0","0","Pending","Pending","n/a","n/a","22","5","0","0",,,"Compliance Complete","1 Jacks Hill Road","1","1 Jacks Hill Road
Oxford, CT 06478
(41.461438, -73.134091)"
"2016","Socialcirclecards, LLC dba Newbury Rain","35 Nutmeg Drive, Suite 240","Trumbull","Fairfield","CT","06484","Graphic Design","541430","Yes Woman","2016-05-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","4","5","0","0","Pending","Pending","n/a","n/a","4","5","0","0",,,"Active","35 Nutmeg Drive, Suite 240","1","35 Nutmeg Drive, Suite 240
Trumbull, CT 06484
(41.241019, -73.149796)"
"2015","CT Preengineering Program","211 South Main Street","Middletown","Middlesex","CT","06457","Educational","611000","Yes","2015-02-18T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","8","2",,,"Pending","Pending","n/a","n/a","0","2","0","0",,,"Active","211 South Main Street","1","211 South Main Street
Middletown, CT 06457
(41.550431, -72.649923)"
"2013","New England Brewing Co., LLC","7 Sheldon Street","Woodbridge","New Haven","CT","06525","Brewery","312120","No","2013-05-28T00:00:00.000","64000","65600","129600","210600","81000","Small Business Express Program","CGS Sec. 32-7g","1","3","0","0","6","Met","n/a","n/a","1","3","0","0",,,"Active","7 Sheldon Street","1",
"2013","Rainmaker, LLC dba MEA Mobile New Haven","90 Chapel Street","New Haven","New Haven","CT","06510","Computer Software","511210","Yes Minority","2012-08-01T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","1","2","0","0","4","Met","n/a","n/a","1","2","0","0",,,"Active","90 Chapel Street","1","90 Chapel Street
New Haven, CT 06510
(41.304243, -72.895639)"
