"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"b $2-5 million",,"SPLASH CAR WASH INC","472 WHEELERS FARMS RD SUITE 304","MILFORD","CT","06461","811192","Corporation","Unanswered","Unanswered","Unanswered",,"464","2020-04-06T00:00:00.000","Radius Bank","CT-03"
"b $2-5 million",,"SOMERSET CAPITAL GROUP, LTD.","612 Wheelers Farm Road","MILFORD","CT","06461","532420","Corporation","White","Male Owned","Non-Veteran",,"122","2020-04-10T00:00:00.000","East West Bank","CT-03"
"b $2-5 million",,"EASTERN BAG AND PAPER COMPANY, INCORPORATED","800 RESEARCH DR","MILFORD","CT","06460","424130","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"265","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"VICTORINOX SWISS ARMY INC","7 Victoria Drive","Monroe","CT","06468","453998","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-04"
"b $2-5 million",,"NEHDS LOGISTICS LLC","448 Pepper St","MONROE","CT","06468","492210","Limited  Liability Company(LLC)","White","Male Owned","Unanswered",,"250","2020-04-03T00:00:00.000","Savings Bank of Danbury","CT-04"
"b $2-5 million",,"PRACTITIONER SUPPORT SERVICES, L.L.C.","324 ELM ST suite 202b","MONROE","CT","06468","621399","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-08T00:00:00.000","Rockland Trust Company","CT-04"
"b $2-5 million",,"ICES INC","35 ELM ST","NAUGATUCK","CT","06770","623990","Corporation","White","Male Owned","Non-Veteran",,"235","2020-04-03T00:00:00.000","Ion Bank","CT-03"
"b $2-5 million",,"NEW BRITIAN OPERATIONS, LLC","400 BRITTANY FARMS RD","NEW BRITAIN","CT","06053","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"271","2020-04-28T00:00:00.000","Amboy Bank","CT-05"
"b $2-5 million",,"KLINGBERG COMP. PROGRAM SVCS, INC","370 LINWOOD STREET","NEW BRITAIN","CT","06052","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","321","2020-04-10T00:00:00.000","TD Bank, National Association","CT-05"
"b $2-5 million",,"OKAY INDUSTRIES, INC.","200 ELLIS ST","NEW BRITAIN","CT","06051","333514","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"COMMUNITY MENTAL HEALTH AFFILIATES, INC.","233 MAIN ST","NEW BRITAIN","CT","06051","621420","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"CREED MONARCH INC.","One Pucci Park","NEW BRITAIN","CT","06051","332721","Corporation","Unanswered","Unanswered","Unanswered",,"270","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"ENJET AERO NEW BRITAIN, LLC","150 JOHN DOWNEY DR","NEW BRITAIN","CT","06051","333517","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"138","2020-04-06T00:00:00.000","CrossFirst Bank","CT-05"
"b $2-5 million",,"B & F MACHINE CO INC.","145 EDGEWOOD AVE","NEW BRITAIN","CT","06051","332710","Corporation","Unanswered","Unanswered","Unanswered",,"205","2020-04-12T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"POLAMER PRECISION INC","105 Alton Brooks Way","NEW BRITAIN","CT","06053","336413","Corporation","Unanswered","Male Owned","Unanswered",,"272","2020-04-14T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"SILVER HILL HOSPITAL, INC.","208 Valley Rd","New Canaan","CT","06840","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","346","2020-04-11T00:00:00.000","CRF Small Business Loan Company, LLC","CT-04"
"b $2-5 million",,"HOBBS, INCORPORATED","27 GROVE ST","NEW CANAAN","CT","06840","236115","Corporation","Unanswered","Male Owned","Unanswered",,"99","2020-04-05T00:00:00.000","Fairfield County Bank","CT-04"
"b $2-5 million",,"CSC SUGAR, LLC","36 GROVE ST","NEW CANAAN","CT","06840","311314","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"217","2020-05-19T00:00:00.000","First Community Bank","CT-04"
"b $2-5 million",,"WAVENY LIFECARE NETWORK INC","3 FARM RD","NEW CANAAN","CT","06840","623110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","250","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-04"
"b $2-5 million",,"COGSTATE INC.","195 Church St. 4th Floor","New Haven","CT","06510","335314","Corporation","Unanswered","Unanswered","Unanswered",,"123","2020-04-30T00:00:00.000","Citibank, N.A.","CT-03"
"b $2-5 million",,"ADVANCED CENTER FOR NURSING AND REHABILITATION LLC","169 Davenport Avenue","New Haven","CT","06519","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"387","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","CT-03"
"b $2-5 million",,"PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND INC","345 Whitney Ave","New Haven","CT","06511","621410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","400","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"WIGGIN & DANA LLP","265 Church Street","NEW HAVEN","CT","06510","541110","Partnership","Unanswered","Unanswered","Unanswered",,"177","2020-04-11T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"CENTRAL CONNECTICUT COAST YOUNG MEN'S CHRISTIAN ASSN., INC.","1240 CHAPEL ST","NEW HAVEN","CT","06511","813319","Professional Association","Unanswered","Unanswered","Unanswered",,"422","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"FAIR HAVEN COMMUNITY HEALTH CLINIC INC","374 GRAND AVE","NEW HAVEN","CT","06513","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","197","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"WITHERS BERGMAN LLP","157 Church Street","NEW HAVEN","CT","06510","541110","Partnership","Unanswered","Unanswered","Unanswered",,"236","2020-04-15T00:00:00.000","HSBC Bank USA, National Association","CT-03"
"b $2-5 million",,"ACHIEVEMENT FIRST, INC.","370 James St","NEW HAVEN","CT","06513","813410","Non-Profit Organization","White","Male Owned","Non-Veteran","true","284","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"AMISTAD ACADEMY, INC.","370 James Street","NEW HAVEN","CT","06513","813410","Non-Profit Organization","White","Male Owned","Non-Veteran","true","211","2020-04-16T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"PREMIER EDUCATION GROUP LP","545 Long Wharf Dr Fl 5","NEW HAVEN","CT","06511","611710","Partnership","Unanswered","Unanswered","Unanswered",,"228","2020-04-13T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"ACHIEVEMENT FIRST HARTFORD ACADEMY, INC.","370 James St","NEW HAVEN","CT","06513","813410","Non-Profit Organization","White","Male Owned","Non-Veteran","true","175","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"PERFORMANCE ENVIRONMENTAL SERVICES, LLC","111 KENDALL ST","NEW HAVEN","CT","06512","561720","Limited Liability Partnership","Unanswered","Male Owned","Unanswered",,"500","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"ALBERTUS MAGNUS COLLEGE","700 PROSPECT ST","NEW HAVEN","CT","06511","923110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","471","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"PELLI CLARKE PELLI ARCHITECTS INC","1056 Chapel St 2nd Fl","NEW HAVEN","CT","06510","523910","Corporation","Unanswered","Unanswered","Unanswered",,"123","2020-05-01T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"COMPANIONS FOREVER LLC","298 East Robbins Ave","Newington","CT","06111","621610","Limited  Liability Company(LLC)","Hispanic","Male Owned","Non-Veteran",,"455","2020-04-27T00:00:00.000","Liberty Bank","CT-01"
"b $2-5 million",,"CONN ACOUSTICS INC","60 Holmes Rd","NEWINGTON","CT","06111","238310","Corporation","Unanswered","Male Owned","Unanswered",,"108","2020-04-11T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"MITCHELL COLLEGE","437 Pequot Ave","NEW LONDON","CT","06320","611310","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","327","2020-04-11T00:00:00.000","BankUnited, National Association","CT-02"
"b $2-5 million",,"CROSS SOUND FERRY SERVICES INC","2 Ferry St","NEW LONDON","CT","06320","483212","Corporation","Unanswered","Unanswered","Unanswered",,"190","2020-04-10T00:00:00.000","Bank of America, National Association","CT-02"
"b $2-5 million",,"TAUNTON PRESS. INC. THE","63 South Main Street","NEWTOWN","CT","06470","511120","Corporation","Unanswered","Unanswered","Unanswered",,"110","2020-04-27T00:00:00.000","Newtown Savings Bank","CT-05"
"b $2-5 million",,"TELAID INDUSTRIES, INC.","13 West Main Street","NIANTIC","CT","06357","541513","Corporation","Unanswered","Unanswered","Unanswered",,"260","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-02"
"b $2-5 million",,"CHERRY HILL CONST. INC.","51 Ciro Road","NORTH BRANFORD","CT","06471","236220","Corporation","Unanswered","Unanswered","Unanswered",,"250","2020-04-03T00:00:00.000","Country Bank for Savings","CT-03"
"b $2-5 million",,"GOODWILL INDUSTRIES OF SOUTHERN NEW ENGLAND, INC.","432 Washington Ave","North Haven","CT","06473","453310","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"b $2-5 million",,"SUMMIT HANDLING SYSTEMS INC.","11 DEFCO PARK RD","NORTH HAVEN","CT","06473","423830","Corporation","Unanswered","Unanswered","Unanswered",,"153","2020-04-10T00:00:00.000","TD Bank, National Association","CT-03"
"b $2-5 million",,"BHCARE, INC.","127 Washington Ave.  3rd floor west","NORTH HAVEN","CT","06473","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","264","2020-04-10T00:00:00.000","The Guilford Savings Bank","CT-03"
"b $2-5 million",,"F&F MECHANICAL ENTERPRISES, INC.","2 DWIGHT ST","NORTH HAVEN","CT","06473","238220","Corporation","Unanswered","Unanswered","Unanswered",,"146","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"UNITED ALUMINUM CORP","100 UNITED DR","NORTH HAVEN","CT","06473","331410","Corporation","Unanswered","Unanswered","Unanswered",,"155","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"ULBRICH SPECIALTY WIRE PRODUCTS, LLC","153 WASHINGTON AVE","NORTH HAVEN","CT","06473","331491","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"155","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"EMPIRE PAVING, INC.","30 BERNHARD RD","NORTH HAVEN","CT","06473","238990","Corporation","Unanswered","Unanswered","Unanswered",,"140","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"UNITED ABRASIVES, INC.","185 BOSTON POST RD","NORTH WINDHAM","CT","06256","327910","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-14T00:00:00.000","Citizens Bank, National Association","CT-02"
"b $2-5 million",,"BEST FRIENDS PET CARE HOLDINGS, INC.","535 Connecticut Ave., Suite 305","Norwalk","CT","06854","812910","Corporation","Unanswered","Unanswered","Unanswered",,"485","2020-04-07T00:00:00.000","Woodforest National Bank","CT-04"
"b $2-5 million",,"KING INDUSTRIES INC","1 SCIENCE","NORWALK","CT","06852","324191","Corporation","Unanswered","Unanswered","Unanswered",,"246","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-04"
"b $2-5 million",,"MATCH MG US LLC","800 Connecticut Avenue","NORWALK","CT","06854","541810","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"312","2020-04-15T00:00:00.000","BMO Harris Bank National Association","CT-04"
"b $2-5 million",,"ENTHUSE LLC","50 WASHINGTON STREET","NORWALK","CT","06854","541810","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"266","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-04"
"b $2-5 million",,"LOGICSOURCE, INC.","20 Marshall St.","NORWALK","CT","06854","525990","Corporation","Unanswered","Unanswered","Unanswered",,"124","2020-04-08T00:00:00.000","Cambridge Trust Company","CT-04"
"b $2-5 million",,"JMG INSURANCE CORP.","29 Haviland St","NORWALK","CT","06854","524210","Corporation","Unanswered","Unanswered","Unanswered",,"233","2020-04-27T00:00:00.000","Connecticut Community Bank, National Association","CT-04"
"b $2-5 million",,"STAR INC., LIGHTING THE WAY...","182 WOLFPIT AVE","NORWALK","CT","06851","624310","Non-Profit Organization","Unanswered","Male Owned","Unanswered","true","247","2020-04-14T00:00:00.000","Fairfield County Bank","CT-04"
"b $2-5 million",,"DOONEY & BOURKE, INC.","1 Regent Street","NORWALK","CT","06856","316992","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"227","2020-04-29T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"ATLANTIC COAST ENTERPRISES, LLC","12 High Street","NORWALK","CT","06851","811191","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-04"
"b $2-5 million",,"STEVEN WINTER ASSOCIATES INC","61 WASHINGTON ST","NORWALK","CT","06854","541310","Corporation","Unanswered","Unanswered","Unanswered",,"120","2020-04-09T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"PENNY PUBLICATIONS LLC","6 Prowitt St","NORWALK","CT","06855","511120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"165","2020-04-27T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"THE NORWICH FREE ACADEMY","305 BROADWAY","NORWICH","CT","06360","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","324","2020-04-14T00:00:00.000","Chelsea Groton Bank","CT-02"
"b $2-5 million",,"THE ARC EASTERN CONNECTICUT","125 Sachem St","NORWICH","CT","06360","624190","Non-Profit Organization","Unanswered","Female Owned","Unanswered","true",,"2020-04-11T00:00:00.000","Berkshire Bank","CT-02"
"b $2-5 million",,"SENNHEISER ELECTRONIC CORPORATION","1 ENTERPRISE DR","OLD LYME","CT","06371","423690","Corporation","Unanswered","Unanswered","Unanswered",,"128","2020-04-30T00:00:00.000","Bank of America, National Association","CT-02"
"b $2-5 million",,"LIGHT SOURCES, INC","37 ROBINSON BLVD","ORANGE","CT","06477","335110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"177","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"EAGLE LEASING COMPANY","1 IRVING EAGLE PL","ORANGE","CT","06477","531120","Corporation","Unanswered","Unanswered","Unanswered",,"137","2020-04-16T00:00:00.000","Rockland Trust Company","CT-03"
"b $2-5 million",,"MILESTONES BEHAVIORAL SERVICES, INC","339 BOSTON POST RD","ORANGE","CT","06477","611710","Corporation","White","Male Owned","Unanswered",,"226","2020-04-07T00:00:00.000","The Washington Trust Company of Westerly","CT-03"
"b $2-5 million",,"DICHELLO DISTRIBUTORS, INC.","55 Marsh Hill Road","ORANGE","CT","06477","424810","Corporation","Unanswered","Unanswered","Unanswered",,"153","2020-04-30T00:00:00.000","Citizens Bank, National Association","CT-03"
"b $2-5 million",,"SCHMITT-SUSSMAN ENTERPRISES, INC.","34 PRINDLE HILL RD","ORANGE","CT","06477","524210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"235","2020-04-08T00:00:00.000","CIBC Bank USA","CT-03"
"b $2-5 million",,"NATIONAL VACUUM MOLDING CORP.","3 JULIANO DR Suite1","OXFORD","CT","06478","481211","Corporation","White","Male Owned","Unanswered",,"183","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-04"
"b $2-5 million",,"LOUREIRO ENGINEERING ASSOCIATES, INC.","100 Northwest Drive","PLAINVILLE","CT","06062","541330","Corporation","Unanswered","Unanswered","Unanswered",,"166","2020-04-14T00:00:00.000","TD Bank, National Association","CT-05"
"b $2-5 million",,"FERGUSON MECHANICAL COMPANY INC","112 NORTHWEST DR","PLAINVILLE","CT","06062","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"82","2020-04-11T00:00:00.000","Liberty Bank","CT-05"
"b $2-5 million",,"CWPM, LLC","25 NORTH ST","PLAINVILLE","CT","06062","562111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"236","2020-04-11T00:00:00.000","TD Bank, National Association","CT-05"
"b $2-5 million",,"MOHAWK NORTHEAST INC","170 CANAL ST","PLANTSVILLE","CT","06479","237310","Corporation","Unanswered","Unanswered","Unanswered",,"150","2020-04-15T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"LIVEWELL ALLIANCE, INC.","1261 South Main Street","PLANTSVILLE","CT","06479","623110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","245","2020-04-10T00:00:00.000","KeyBank National Association","CT-01"
"b $2-5 million",,"POMFRET SCHOOL INC","398 POMFRET ST","POMFRET","CT","06258","611110","Corporation","Unanswered","Unanswered","Unanswered",,"160","2020-04-03T00:00:00.000","Hometown Bank","CT-02"
"b $2-5 million",,"FOSTER CORPORATION","45 RIDGE RD","PUTNAM","CT","06260","325991","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"134","2020-04-08T00:00:00.000","The Washington Trust Company of Westerly","CT-02"
"b $2-5 million",,"REDDING LIFE CARE LLC","100 REDDING RD","REDDING","CT","06896","561110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"350","2020-04-10T00:00:00.000","TD Bank, National Association","CT-04"
"b $2-5 million",,"VISITING NURSE ASSOCIATION OF RIDGEFIELD, INC.","27 GOVERNOR ST","RIDGEFIELD","CT","06877","621610","Corporation","Unanswered","Female Owned","Unanswered",,"213","2020-04-05T00:00:00.000","Fairfield County Bank","CT-04"
"b $2-5 million",,"SCHIMENTI CONSTRUCTION COMPANY, LLC","650 Danbury Rd","RIDGEFIELD","CT","06877","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"213","2020-04-11T00:00:00.000","BankUnited, National Association","CT-04"
"b $2-5 million",,"CATIC FINANCIAL, INC.","101 Corporate Place","ROCKY HILL","CT","06067","541191","Corporation","Unanswered","Unanswered","Unanswered",,"184","2020-04-07T00:00:00.000","Customers Bank","CT-01"
"b $2-5 million",,"VIRGINIA INDUSTRIES, INC.","1022 ELM ST","ROCKY HILL","CT","06067","332991","Corporation","Unanswered","Unanswered","Unanswered",,"183","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"CALDWELL & WALSH BUILDING CONSTRUCTION INC","17 Berkshire Rd","SANDY HOOK","CT","06482","236220","Corporation","Unanswered","Unanswered","Unanswered",,"58","2020-04-08T00:00:00.000","Newtown Savings Bank","CT-05"
"b $2-5 million",,"BASEMENT SYSTEMS INC.","60 SILVERMINE RD","SEYMOUR","CT","06483","236118","Corporation","White","Male Owned","Non-Veteran",,"179","2020-04-03T00:00:00.000","Ion Bank","CT-03"
"b $2-5 million",,"CONNECTICUT BASEMENT SYSTEMS INC.","33 PROGRESS AVE","SEYMOUR","CT","06483","236118","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"135","2020-04-03T00:00:00.000","Ion Bank","CT-03"
"b $2-5 million",,"UNITED METHODIST HOMES, INC.","580 Long Hill Avenue","Shelton","CT","06484","623110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","439","2020-04-14T00:00:00.000","Manufacturers and Traders Trust Company","CT-04"
"b $2-5 million",,"RECOVERY NETWORK OF PROGRAMS, INC.","2 Trap Falls 405","Shelton","CT","06484","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-30T00:00:00.000","Citizens Bank, National Association","CT-04"
"b $2-5 million",,"TRUMBULL RADIOLOGY ASSOCIATES PC","3 Enterprise Drive Suite 220 0.0","Shelton","CT","06484","621512","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"130","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"b $2-5 million",,"OEM CONTROLS, I. N. C.","10 Controls Drive 0.0","Shelton","CT","06484","335314","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"204","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"b $2-5 million",,"LIFECARE INC.","2 Armstrong Rd Ste 301","SHELTON","CT","06484","541618","Corporation","Unanswered","Male Owned","Unanswered",,"284","2020-04-13T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"GOLDEN HAWK, LLC","2 Corporate Drive Suite 152","SHELTON","CT","06484","722513","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"500","2020-04-07T00:00:00.000","Bremer Bank, National Association","CT-04"
"b $2-5 million",,"JOHN J. BRENNAN CONSTRUCTION CO.,INC","70 PLATT RD","SHELTON","CT","06484","238290","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"75","2020-04-13T00:00:00.000","Connecticut Community Bank, National Association","CT-04"
"b $2-5 million",,"BACARELLA TRANSPORTATION SERVICES INC","12 COMMERCE DR","SHELTON","CT","06484","488510","Corporation","Unanswered","Male Owned","Non-Veteran",,"155","2020-04-15T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"SPINE WAVE, INC.","3 Enterprise Dr.","SHELTON","CT","06484","339112","Corporation","Unanswered","Unanswered","Unanswered",,"96","2020-04-15T00:00:00.000","KeyBank National Association","CT-04"
"b $2-5 million",,"GALATA CHEMICALS, LLC","464 Hertiage Road","SOUTHBURY","CT","06488","325110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"132","2020-04-11T00:00:00.000","KeyBank National Association","CT-05"
"b $2-5 million",,"TICKETNETWORK, INC.","75 Gerber Road East Suite 100","South Windsor","CT","06074","711320","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-01"
"b $2-5 million",,"ELECTRO-METHODS INC","330 governors highway","SOUTH WINDSOR","CT","06074","336412","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"252","2020-04-10T00:00:00.000","TD Bank, National Association","CT-01"
"b $2-5 million",,"ENGINEERING SERVICES AND PRODUCTS COMPANY","1395 JOHN FITCH BLVD","SOUTH WINDSOR","CT","06074","423820","Corporation","Unanswered","Male Owned","Non-Veteran",,"297","2020-04-10T00:00:00.000","TD Bank, National Association","CT-01"
"b $2-5 million",,"HARTFORD PROVISION COMPANY INC","625 NUTMEG ROAD NORTH","SOUTH WINDSOR","CT","06074","424410","Corporation","Unanswered","Unanswered","Unanswered",,"160","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"CARLA'S PASTA","50 TALBOT LN","SOUTH WINDSOR","CT","06074","311991","Corporation","Unanswered","Unanswered","Unanswered",,"210","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"VLINK INC.","701 John Fitch Blvd","SOUTH WINDSOR","CT","06074","541219","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-11T00:00:00.000","TD Bank, National Association","CT-01"
"b $2-5 million",,"ROCKIT SOLUTIONS LLC","201 Tresser Blvd","Stamford","CT","06901","518210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"101","2020-04-13T00:00:00.000","Fulton Bank, National Association","CT-04"
"b $2-5 million",,"CUMMINGS & LOCKWOOD","6 Landmark Square","Stamford","CT","06901","541110","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"170","2020-04-27T00:00:00.000","FineMark National Bank & Trust","CT-04"
"b $2-5 million",,"AMERICARES FOUNDATION","88 Hamilton Ave","Stamford","CT","06902","423990","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","186","2020-04-27T00:00:00.000","Idaho First Bank","CT-04"
"b $2-5 million",,"AMERICAN INSTITUTE FOR FOREIGN STUDY, INC","1 High Ridge Park 0.0","Stamford","CT","06905","611710","Corporation","Unanswered","Unanswered","Unanswered",,"359","2020-04-13T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"b $2-5 million",,"MTM TECHNOLOGIES INC","1200 HIGH RIDGE RD","STAMFORD","CT","06905","423430","Corporation","Unanswered","Unanswered","Unanswered",,"84","2020-05-03T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"CHILDREN'S LEARNING CENTERS OF FAIRFIELD COUNTY","64 PALMERS HILL RD","STAMFORD","CT","06902","624410","Non-Profit Childcare Center","Unanswered","Unanswered","Unanswered","true","221","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-04"
"b $2-5 million",,"GERALD METALS LLC","680 WASHINGTON BLVD","STAMFORD","CT","06901","423510","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","CT-04"
"b $2-5 million",,"AWH ORLANDO PROPERTY, LLC","1 Elmcroft Suite 500","STAMFORD","CT","06902","531210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"343","2020-05-07T00:00:00.000","Webster Bank, National Association","CT-04"
"b $2-5 million",,"QUALITY BRAND GROUP LLC","2001 W Main St STE 250","STAMFORD","CT","06902","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-27T00:00:00.000","OneWest Bank, A Division of","CT-04"
"b $2-5 million",,"PROTEGRITY USA INC.","333 LUDLOW STREET, SOUTH TOWER, 8TH FLOOR","STAMFORD","CT","06902","561621","Corporation","Unanswered","Unanswered","Unanswered",,"96","2020-04-30T00:00:00.000","Zions Bank, A Division of","CT-04"
"b $2-5 million",,"THE UNIVERSITY OF CONNECTICUT FOUNDATION","2390 ALUMNI DR","STORRS MANSFIELD","CT","06269","813211","Corporation","Unanswered","Unanswered","Unanswered",,"134","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-02"
"b $2-5 million",,"WILLIAM B. MEYER, INCORPORATED","255 LONG BEACH BLVD","STRATFORD","CT","06615","541614","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"150","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"LORD CHAMBERLAIN, INC","7003 MAIN ST","STRATFORD","CT","06614","623110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"491","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"THE ELECTRIC HEATER COMPANY","45 Seymour Street","STRATFORD","CT","06615","484110","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"FAMILY CARE VISITING NURSE &AMP; HOME CARE A","999 ORONOQUE LN STE 3A","STRATFORD","CT","06614","621610","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"293","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"SOUTHERN CONNECTICUT VASCULAR LLC","495 Hawley Lane","STRATFORD","CT","06614","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"214","2020-04-15T00:00:00.000","Signature Bank","CT-03"
