"re_continuing_ed_provider","web","email","coursenumber","coursename","course_hours","delivery_method","effective_date","expiration_date","course_type","phone","mandatory_year","course_offerings","additional_course_offerings"
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RECE","SOLVING THE DOWNPAYMENT DELIMMA ONLINE VIDEO COURSE","3.00","OnLine","2022-03-10","2022-12-27","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT HOUSING FINANCE AUTHORITY REAL ESTATE SCHOOL",,,"RE CE","TRAINING ON CHFA PROGRAMS","3.00","Classroom","2022-03-01","2025-03-01","Continuing Education Real Estate Salesperson and Broker","(860) 571-4366",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","COST APPROACH TO VALUE","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 1","3.00","Classroom","2019-01-08","2023-01-08","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 2","3.00","Classroom","2019-01-08","2023-01-08","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","ENVIRONMENTAL ISSUES IN REAL ESTATE PRACTICE","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","FLOOD COURSE","3.00","Classroom","2021-03-15","2025-11-14","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","IDENTITY THEFT IN REAL ESTATE AND APPRAISAL","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","IS THERE A LAWSUIT IN YOUR FUTURE","3.00","Classroom","2021-03-15","2025-08-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","Landlord and Tenant Laws and Relationships","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","LANDLORD AND TENANT RELATIONS","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","REAL ESTATE ETHICS BY EXAMPLE","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2021-02-16","2024-02-16","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","REAL ESTATE RISK REDUCTION PRACTICES & ELIMINATION OF CT LICENSE LAW VIOLATIONS","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","REAL ESTATE TITLE SEARCHING","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","REALTOR PERSONAL SAFETY PROCEDURES","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","RISK REDUCTION PRACTICES/CT LAW VIOLATIONS","3.00","Classroom","2021-03-15","2025-08-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","TODAY'S SENIOR IS NOT YESTERDAY'S SENIOR","3.00","Classroom","2019-12-12","2023-12-04","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","TRUE CONFESSIONS-THOUGH SHALT NOT","3.00","Classroom","2021-03-15","2025-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-02-04","2024-02-04","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","AVOIDING DECEPTIVE PRACTICES ON DEMAND COURSE","3.00","OnLine","2021-11-18","2024-11-08","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 1","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 2","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","EVERYDAY ETHICS IN REAL ESTATE","3.00","OnLine","2020-06-09","2023-08-28","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","FAIR HOUSING","3.00","OnLine","2021-02-08","2022-12-03","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","FORECLOSURES, SHORT SALES, REO'S AND AUCTIONS V3.0","6.00","OnLine","2021-08-04","2024-11-06","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","Introduction to Commercial Real Estate Sales","3.00","OnLine","2019-08-29","2022-10-24","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","INVESTMENT PROPERTY PRACTICE AND MANAGEMENT","6.00","OnLine","2021-05-10","2024-08-06","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","REAL ESTATE FINANCE TODAY","3.00","OnLine","2019-08-29","2022-10-12","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","RISK MANAGEMENT","3.00","OnLine","2017-11-22","2024-05-24","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","Scams, Scoundrels and Real Estate Stings","3.00","OnLine","2021-10-30","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","THE TINY HOUSE: IS IT A PHASE OR CRAZE? OnDEMAND COURSE","3.00","OnLine","2019-08-29","2022-10-10","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","TWENTY COST-EFFECTIVE HOME IMPROVEMENTS","3.00","OnLine","2022-03-10","2025-05-13","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","UNDERSTANDING 1031 TAX-FREE EXCHANGES","6.00","OnLine","2021-05-04","2024-05-04","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","Understanding Credit and Improving Credit Scores: What You Need to Know","3.00","OnLine","2022-03-10","2025-05-04","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE V1.0","3.00","OnLine","2021-03-11","2025-02-11","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","Classroom","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"CONNECTICUT REAL ESTATE ACADEMY",,"connecticutrealestateacademy@gmail.com","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","OnLine","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(203) 926-8902",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","APPRAISAL LAW UPDATE WITH SUPERVISORY/PROVISIONAL APPRAISER EDUCATION","3.00","Classroom","2019-12-24","2023-12-24","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","CODE OF ETHICS AND ENFORCEMENT PROCEDURES","3.00","Classroom","2021-08-26","2024-09-30","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","CONTRACTS IN REAL ESTATE: VERBAL, WRITTEN AND ELECTRONIC","3.00","Classroom","2021-10-15","2024-10-15","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 1","3.00","Classroom","2019-03-07","2023-03-07","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR PART 2","3.00","Classroom","2019-03-07","2023-03-07","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","REAL ESTATE FRAUD","3.00","Classroom","2021-10-15","2024-10-15","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2021-05-04","2024-05-04","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","TAX STATEGIES FOR REAL ESTATE PROFESSIONALS AND INVESTORS","3.00","Classroom","2019-03-26","2023-03-26","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","THE CFPB APPRAISAL RULES AND YOU","3.00","Classroom","2019-12-24","2023-12-24","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","THE NEW WORLD OF SHORT SALES","3.00","Classroom","2019-12-24","2023-12-24","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DARES INSTITUTE","www.dares1.com (http://www.dares1.com)","dares@dares1.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-02-04","2024-02-04","Continuing Education Real Estate Salesperson and Broker","203-318-1133",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","AVOIDING DECEPTIVE PRACTICES ON DEMAND COURSE","3.00","OnLine","2021-11-18","2024-11-08","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","BUYER REPRESENTATION IN REAL ESTATE","6.00","OnLine","2020-01-22","2023-01-21","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 1","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 2","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","Environmental Issues in Your Real Estate Practice V4.0","3.00","OnLine","2021-07-21","2024-07-21","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","EVERY DAY ETHICS IN REAL ESTATE","3.00","OnLine","2020-06-09","2023-08-28","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","FAIR HOUSING","3.00","OnLine","2020-02-25","2023-01-24","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","INTRODUCTION TO COMMERCIAL REAL ESTATE SALES (6 hrs)","3.00","OnLine","2019-08-29","2022-10-24","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","MILLENNIALS CHALLENGING THE TRADITIONAL REAL ESTATE MODEL ONDEMAND COURSE","3.00","OnLine","2020-11-03","2024-01-25","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","REAL ESTATE FINANCE TODAY","3.00","OnLine","2019-08-29","2022-10-12","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","RISK MANAGEMENT","3.00","OnLine","2021-01-26","2024-03-24","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","THE TINY HOUSE: IS IT A PHASE OR CRAZE? OnDEMAND COURSE","3.00","OnLine","2019-08-29","2022-10-10","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"ARELLO","TWENTY COST-EFFECTIVE HOME IMPROVEMENTS","3.00","OnLine","2022-03-10","2025-05-13","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CE","AVOIDING DECEPTIVE PROCTICESONDEMAND COURSE","3.00","OnLine","2020-09-16","2023-04-20","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CE","ESSENTIALS OF TECHNOLOGY AND DATA SECURITY V1.0","3.00","OnLine","2021-10-15","2024-10-15","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CE","REAL ESTATE CONTRACTS: ESSENTIALSAND BEYOND V1.0","3.00","OnLine","2021-10-15","2024-10-15","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","ENVIRONMENTAL ISSUES IN YOUR REAL ESTATE PRACTICE","3.00","OnLine","2021-07-07","2024-08-03","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","FORECLOSURES, SHORT SALES, REO'S AND AUCTIONS V3.0","6.00","OnLine","2018-09-17","2024-11-06","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","INVESTMENT PROPERTY PRACTICE AND MANAGEMENT","6.00","OnLine","2021-07-07","2024-08-06","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","PROTECTING ELDER FROM REAL ESTATE SCAMS","3.00","OnLine","2020-02-25","2023-01-16","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","REAL ESTATE AND TAXES: WHAT EVERY AGENT SHOULD KNOW V7.0","6.00","OnLine","2021-08-13","2024-11-07","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","REPURPOSING PROPERTY: FRIEND, FOE OR THE AMERICAN DREAM","3.00","OnLine","2020-02-25","2023-02-04","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","UNDERSTANDING 1031 TAX-FREE EXCHANGES","6.00","OnLine","2021-07-07","2024-07-27","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE v1.0","4.00","OnLine","2021-03-11","2025-02-11","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE v1.0","4.00","OnLine","2021-03-11","2025-03-11","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","Classroom","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DEARBORN REAL ESTATE EDUCATION COMPANY",,,"RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","OnLine","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(608) 779-5599",,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ACCREDITED BUYER'S REPRESENTATION","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ACCREDITED BUYER'S REPRESENTATIVE (ABR) DESIGNATION COURSE","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ADAPTING TO SHIFTING CONSUMER COMMUNICATION STYLES","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ADVANCED BUYER AGENCY: A PRACTICAL GUIDE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","APPRAISED PROPERTY VALUE: FACT OR FICTION","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","Asia and Pacific and International Real Estate","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","AT HOME WITH DIVERSITY","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","AUCTIONS COURSE: GOING, GOING, GONE !","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","BACK TO THE FUTURE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","BROKERAGES AND TEAM RELATIONSHIPS","3.00","Classroom","2020-07-07","2024-07-07","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","BUILDING THE BUSINESS PLAN THAT GETS RESULTS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","BUSINESS PLANNING FOR MAXIMUM RESULTS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","BUYER COUNSELING SESSION","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CERTIFIED NEGOTIATION EXPERT: CNE DESIGNATION","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CERTIFIED STAGER ACCREDITATION","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CLIENT COMMUNICATION STRATEGIES IN TODAY'S ENVIRONMENT","3.00","Classroom","2020-06-10","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CLIENT NEGOTIATING STRATEGIES","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CLIENT REPRESENTATION STRATEGIES IN TODAY'S ENVIRONMENT","3.00","Classroom","2020-06-10","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CODE OF ETHICS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CODE OF ETHICS: GPS FOR THE SELLER AND BUYER TRANSACTION","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CODE: YOUR GPS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","COMMERCIAL INVESTMENT REAL ESTATE FUNDAMENTALS","3.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","COMPIANCE ISSUES OF STARTING A REAL ESTATE BROKERAGE COMPANY","3.00","Classroom","2020-06-10","2024-06-10","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","COMPLETE AUTOMATION","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CONCEPTS OF ASSESSING BUYING/SELLING COMMERCIAL PROPERTIES","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CONCEPTS OF ASSESSING BUYING/SELLING INVESTMENT PROPERTIES","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CONCEPTS OF INTERNATIONAL REAL ESTATE","3.00","Classroom","2020-06-10","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CONNECTICUT REAL ESTATE AGENT FIDUCIARY DUTIES REVIEW AND LAW UPDATE MANDATORY 2010-2012 CYCLE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","COVER YOUR AGENCY","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
