"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2014","Boat Works of South Windsor, Inc.","620 Sullivan Avenue","South Windsor","CT","06074","Marine Sales & Service","441222","No","2014-04-21T00:00:00.000","0","129000","129000","356680","227680","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   40,000","Active","1"
"2014","Bob Abbate Marketing, LLC","277 Fairfield Avenue","Bridgeport","CT","06604","Advertising and Marketing","541810","No","2013-10-04T00:00:00.000","25000","0","25000","50000","25000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Bob Bourassa Custom Catering, LLC","156 Center Street","Wallingford","CT","06492","Food Service/Catering","722320","No","2013-07-19T00:00:00.000","50000","132000","182000","258000","76000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2016","Bobby Valentine's Sports Academy, LLC","72 Camp Avenue","Stamford","CT","06907","Training Facility","713940","No","2016-05-31T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Bold Wood Interiors, LLC","138 Haven Street","New Haven","CT","06513","Custom Woodwork Manufacturing","337212","No","2016-12-19T00:00:00.000","0","191269","191269","191269","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Bolton Aerospace, Inc.","321 Progress Drive","Manchester","CT","06042","Manufacturing","332710","No","2012-05-18T00:00:00.000","76000","0","76000","152000","76000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Bolton Aerospace, Inc.","321 Progress Drive","Manchester","CT","06042","Manufacturing","332710","No","2014-06-06T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Bolton Aerospace, Inc.","321 Progress Drive","Manchester","CT","06042","Machine Shop","332710","No","2014-12-17T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- confirmed","1"
"2017","Borinquen Bakery, LLC","296 Arch Street","New Britain","CT","06051","Bakery Manufacturing","722510","Yes Woman/Minority","2017-01-19T00:00:00.000","80000","71243","151243","230043","78800","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2016","Bottle Shop of Unionville, LLC","20 South Main Street","Unionville","CT","06035","Spirits","445310","No","2015-08-19T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Boundaries, LLC","179 Pachaug River Drive","Griswold","CT","06351","Land Surveying, Civil Engineering","541370","No","2016-09-14T00:00:00.000","20000","0","20000","40841","20841","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Boundless Performance Systems, LLC","237 Tower Avenue","Hartford","CT","06120","Community Fitness and Wellness","713940","Yes Woman/Minority","2017-06-20T00:00:00.000","18180","0","18180","36360","18180","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Bowe Enterprises, LLC","220 Route 12","Groton","CT","06340","Retail","445310","No","2014-03-27T00:00:00.000","75000","0","75000","293644","218644","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Box Bistro, LLC","1240 Farmington Avenue","Berlin","CT","06037","Restaurant/Food Service","722511","No","2019-01-15T00:00:00.000","15000","235000","250000","319700","69700","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","Bradley Airport Valet Parking, Inc. dba Executive Valet Parking","1186 South Street","Suffield","CT","06078","Ground Passenger Transportation","485990","No","2016-02-24T00:00:00.000","0","300000","300000","424000","124000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Brain Parade, LLC","1177 High Ridge Road","Stamford","CT","06905","Software","511210","No","2013-06-13T00:00:00.000","22100","0","22100","100660","78560","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Brandfon Motors, Inc. dba Brandfon Honda","515 West Main Street","Branford","CT","06405",,"524210","No","2013-05-23T00:00:00.000","70000","0","70000","185992","115992","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Brand Nu Laboratories, Inc","377 Research Parkway","Meriden","CT","06450","Manufacturing and Packing","424690","No","2014-01-17T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Branford Hyundai, Inc. dba Quality Hyundai","3 Liesl Lane","Branford","CT","06405","New Car Dealer","441110","No","2013-05-10T00:00:00.000","100000","0","100000","209000","109000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2015","Brase, Inc. dba Anytime Fitness","109 Spring Street","Glastonbury","CT","06033","Fitness","713940","Yes Woman","2015-01-16T00:00:00.000","36385","0","36385","77185","40800","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   9,096","n/a","Active","1"
"2013","Brave New Network, LLC","67 Walden Street","West Hartford","CT","06107","Digital Music Production & Distribution","512220","No","2013-04-16T00:00:00.000","75000","0","75000","200000","125000","Small Business Express Program","CGS Sec. 32-7g","Not Met",,"n/a","Active","1"
"2014","Brenda Dicarlo, LLC dba Insurance Agency Accounting & Bookkeeping","182-2 Birge Park Road","Harwinton","CT","06791","Accounting","541219","Yes Woman","2014-06-27T00:00:00.000","0","60000","60000","138000","78000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Brenda DiCarlo, LLC dba Insurance Agency Accounting & Bookkeeping","43 Daycoeton Place","Torrington","CT","06790","Bookkeeping","488510","Yes Woman","2013-07-10T00:00:00.000","0","55400","55400","140500","85100","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Brenda DiCarlo, LLC dba Insurance Agency Accounting & Bookkeeping","182-2 Birge Park Road","Harwinton","CT","06791","Bookkeeping","541219","Yes Woman","2016-01-11T00:00:00.000","40000","120000","160000","206000","46000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Brewport, LLC","225 South Frontage Road","Bridgeport","CT","06604","Brewery/Restaurant","312120","No","2016-10-10T00:00:00.000","99000","300000","399000","2476319","2077319","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","BriAry Hair Studio, LLC","544 Deming Road","Berlin","CT","06037","Personal Care","812115","Yes Woman","2017-04-05T00:00:00.000","50000","300000","350000","430200","80200","Small Business Express Program","CGS Sec. 32-7g","Not Met","3% to 4% & $16,668","n/a","Compliance Complete","1"
"2013","Bridgeport Neighborhood Trust, Inc.","570 State Street","Bridgeport","CT","06604","Mortgage Company","522292","No","2012-09-10T00:00:00.000","100000","0","100000","740448","640448","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Bridgeport Regional Business Council, Inc.","10 Middle Street","Bridgeport","CT","06604","Service","813910",,"2012-04-24T00:00:00.000","55000","0","55000","136000","81000","Small Business Express Program","CGS Sec. 32-7g","n/a","n/a","n/a","Active","1"
"2017","BriefCam, Inc.","15 North Main Street, Suite 100","West Hartford","CT","06107","High Tech Security Systems","561621","No","2017-04-05T00:00:00.000","100000","300000","400000","562500","162500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Brightspot Children's Playplace, LLC","520 Hartford Turnpike, Suite F","Vernon","CT","06066","Indoor Play Area/Amusement","713120","Yes Woman","2013-01-16T00:00:00.000","0","79957","79957","79957","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   10,000","Out of Business- written off","1"
"2015","B & R Installation Company, Inc.","544 Wolcott Road","Bristol","CT","06010","Office Furniture Installation","238390","Yes Woman","2015-05-18T00:00:00.000","27000","0","27000","56000","29000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   2,250.00","n/a","Active","1"
"2018","Broad Brook Brewing Company, LLC","2 North Road","East Windsor","CT","06088","Manufacturing","312120","No","2017-07-11T00:00:00.000","100000","300000","400000","1440000","1040000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","Broad Brook Gardens, LLC","938 Sullivan Avenue","South Windsor","CT","06074","Florist","453110","No","2014-05-23T00:00:00.000","0","96850","96850","96850","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Brookfield Family Dentistry, LLC","834 Federal Road, Suite A","Brookfield","CT","06804","Dentistry","621210","Yes Woman","2016-12-29T00:00:00.000","40000","0","40000","89000","49000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2015","Brookfield Industries, Inc.","99 West Hillside Avenue","Thomaston","CT","06787","Manufacturing","332510","No","2015-03-10T00:00:00.000","100000","202500","302500","716742","414242","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,226 & 2% to 3%","n/a","Active","1"
"2013","Brooklyn General Repair, Inc dba BGR Radiator","25 Center Parkway","Plainfield","CT","06374","Design, Manufacturing, Sales& Service of Heat Exchangers","332410","No","2012-08-01T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2014","Budderfly Entertainment, LLC","2 Trap Falls Road, Suite 507","Shelton","CT","06484","Films, Motion Picture Production","512110","No","2014-04-03T00:00:00.000","100000","0","100000","250000","150000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$100,000","n/a","Active","1"
"2016","Budderfly, LLC","2 Trap Falls Road, Suite 500","Shelton","CT","06484","Energy Management","541511","No","2016-02-10T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- Not written off","1"
"2015","Building Environmental Systems, LLC","67 Church Street","Canton","CT","06019","HVAC/Plumbing","238220","Yes Woman","2015-02-04T00:00:00.000","0","150000","150000","193000","43000","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3%","n/a","Active","1"
"2015","Bundy Motors, Inc.","7 Industrial Park Road West","Tolland","CT","06084","Auto Sales/Service","441110","No","2014-10-10T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$30,000 & 2% to 3%","n/a","Compliance Complete","1"
"2015","Burlington Veterinary Center, Inc.","17 Covey Road","Burlington","CT","06013","Veterinary","541940","No","2014-12-24T00:00:00.000","40000","75000","115000","159500","44500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Burnside Supermarket, LLC","1150 Burnside Avenue","East Hartford","CT","06108","Retail Grocer","445110","No","2014-09-24T00:00:00.000","0","205400","205400","283400","78000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   100,000","Active","1"
"2015","Burt Process Equipment, Inc.","100 Overlook Drive","Hamden","CT","06514","Water and Wastewater Treatment","333319","No","2014-07-15T00:00:00.000","100000","0","100000","937471","837471","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Business Council of Fairfield County Connecticut Foundation, Inc.","One Landmark Square, Suite 300","Stamford","CT","06901","Business Association","813910","No","2016-06-30T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Business Council of Fairfield County Connecticut, Inc.","One Landmark Square,  Suite 300","Stamford","CT","06901","Business Association","813910","Yes Veteran","2013-02-14T00:00:00.000","100000","300000","400000","736000","336000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Butcher's Best Market, LLC","79 South Main Street","Newtown","CT","06470","Butchers Market","445210","No","2012-08-17T00:00:00.000","100000","250000","350000","451830","101830","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   50,000","Compliance Complete","1"
"2013","Byrne Woodworking, Inc.","170 Herbert Street","Bridgeport","CT","06604","Woodworking","321918","No","2012-10-03T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Cabinet Specialties, LLC","38 Neal Court","Plainville","CT","06062","Millwork/Cabinet Making","337110","No","2016-09-08T00:00:00.000","50000","0","50000","200000","150000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2019","Cable Management, LLC","290 Pratt Street","Meriden","CT","06450","Manufacturing of Recycling Equipment and Services","333000","Yes International Export","2018-08-29T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","Café Romeo, LLC","534 Orange Street","New Haven","CT","06511","Food Service","722513","No","2013-07-22T00:00:00.000","62890","0","62890","125780","62890","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2013","Cahoots Hair Design {Maureen Casorio and Jill Andross}","51 East Main Street","Avon","CT","06001","Hair Salon","812112","No","2012-12-13T00:00:00.000","50000","0","50000","147005","97005","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Caleb Moore, MD, LLC","644 West Putnam Avenue, Suite 203","Greenwich","CT","06830","Office of Physicans","621111","No","2015-05-18T00:00:00.000","60000","300000","360000","420000","60000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- not written off","1"
"2014","Cameo Metal Products, Inc.","38 Lancaster Drive","Beacon Falls","CT","06403","Metal Crown & Closure Stamping","332119","No","2014-03-24T00:00:00.000","100000","293500","393500","493500","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$24,999 & 2% to 3%","n/a","Compliance Complete","1"
"2015","Cameron Family Farm, LLC","405 East Haddam Moodus Road","East Haddam","CT","06469","Family Farm","112340","Yes Minority","2015-01-28T00:00:00.000","100000","85246","185246","295692","110446","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Compliance Complete","1"
"2015","Camp Courant, Inc.","285 Broad Street","Hartford","CT","06105","Non-Profit","713990","No","2014-09-26T00:00:00.000","99440","0","99440","198880","99440","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Capital Masonry Company, Inc.","92 Weston Street, Suite 11","Hartford","CT","06120","Masonary","238900","No","2014-04-03T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Repaid 12/31/2017","1"
"2018","Capitol Garage, Inc.","1520 West Main Street","Willimantic","CT","06226","Auto","441110","No","2017-08-31T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Capitol Printing Co., Inc. dba Minuteman Press","52 Pratt Street","Hartford","CT","06103","Printing and Coping Store","323113","No","2012-04-10T00:00:00.000","94867","0","94867","189733","94867","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Captain Grant's, 1754, LLC","109-111 Route 2A","Preston","CT","06365","Bed & Breakfast Inn","721191","No","2012-07-18T00:00:00.000","13000","0","13000","26000","13000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Carbone Chiropractic Center, LLC","82 Wolcott Hill Road","Wethersfield","CT","06109","Chiropractic","621310","No","2014-07-09T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Carbonella & DeSarbo, Inc.","50 East Industrial Road","Branford","CT","06405","Wholesale Produce Distributor","514801","No","2018-06-13T00:00:00.000","50000",,"50000","200000","150000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2017","Carbone's Hospitality LLC dba Carbone's Kitchen","596 Franklin Avenue","Hartford","CT","06114","Restaurant","722511","No","2016-10-12T00:00:00.000","100000","300000","400000","990000","590000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a",,"Active","1"
"2013","Cardinal Driving Services, Inc.","5 Jacqueline Drive, P.O. Box 6311","Wolcott","CT","06716","Transportation","485320","Yes","2013-06-05T00:00:00.000","0","253000","253000","253000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Caregiver's Home Solutions, LLC","2875 Main Street, Suite 200","Stratford","CT","06614","Eldercare Home Services","621610","No","2015-06-01T00:00:00.000","100000","238300","338300","438300","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Carey Manufacturing Company, Inc.","5 Pasco Hill Road","Cromwell","CT","06416","Manufacturing","332510","No","2013-05-28T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Active","1"
"2018","Cariati Developers, Inc.","70 North Plains Industrial Road","Wallingford","CT","06451","Construction","237310","No","2017-09-12T00:00:00.000","99950","0","99950","199900","99950","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Cariati Truck & Equipment, LLC","70 North Plains Industrial Road","Wallingford","CT","06492","Diesel Repair","485113","No","2018-05-23T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Active","1"
"2016","Carlton Industries Corporation","33 Rossotto Drive","Hamden","CT","06514","Electronics Manufacturing Services","334418","No","2016-02-26T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   10,000","n/a","Active","1"
"2015","Carmine E. Pellegrino dba Carmine's Steakhouse Bar and Grill","15 Lakeview Drive","Vernon","CT","06066","Food Service","722511","No","2014-08-01T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Carol Felder DDS, LLC","606 West Avenue","Norwalk","CT","06850","Dentistry","621210","Yes Woman/Minority","2017-01-03T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Out of Business- written off","1"
"2012","Carr, Douglas & Cline, LLC","12 Main Street, Suite 3","Essex","CT","06426","Service","541110","No","2012-05-31T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Carrier Learning Center, LLC","1168 Farmington Avenue","Bristol","CT","06010","Childcare","624410","Yes Woman","2016-11-03T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Cassetta Enterprises, LLC","323 Wethersfield Road","Berlin","CT","06037","Food and Beverage","722513","No","2013-04-05T00:00:00.000","100000","300000","400000","696300","296300","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 3% to 4%","n/a","Active","1"
"2014","Cassetta Management Group, LLC dba Burger Fi","323 Wethersfield Road","Berlin","CT","06037","Food & Beverage","722513","No","2013-12-02T00:00:00.000","100000","300000","400000","719100","319100","Small Business Express Program","CGS Sec. 32-7g","met","n/a","n/a","Compliance Complete","1"
"2012","Catherine Cleare Interiors, LLC","124 Imperial Avenue","Westport","CT","06880","Service","541410","No","2012-03-29T00:00:00.000","0","63000","63000","120500","57500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   10,000","Active","1"
"2015","Catherine Cleare Interiors, LLC","32 Field Point Road","Greenwich","CT","06830","Interior Design","541410","Yes","2014-10-16T00:00:00.000","20000","0","20000","108625","88625","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2018","CAVCOMM, LLC","66 Leonardo Drive","North Haven","CT","06473","Telecommunications-Fiber Optics","238900","No","2018-05-10T00:00:00.000","100000",,"100000","357520","257520","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2012","C & C Janitorial Supplies, Inc.","665 New Britain Avenue","Newington","CT","06111","Service","561720","No","2012-04-30T00:00:00.000","100000","250000","350000","450000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   125,000","Active","1"
"2013","Ceiling Systems, Inc.","7 Diana Court","Cheshire","CT","06410","Contractor","238900","No","2013-05-08T00:00:00.000","0","187250","187250","201760","14510","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Celtic Energy, Inc.","701 Hebron Avenue","Glastonbury","CT","06033","Energy Consulting","541690","No","2015-01-07T00:00:00.000","100000","300000","400000","643000","243000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Cenaxo, LLC","16 Tolland Turnpike","Willington","CT","06279","Historic Building Contractor","238190","No","2015-05-12T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Cenaxo, LLC","16 Tolland Turnpike","Willington","CT","06279","Historic Building Contractor","238190","No","2012-12-11T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Center Pie, LLC","115 Brentwood Drive","Southington","CT","06489","Restaurant","722110","No","2015-05-04T00:00:00.000","40000","87500","127500","167500","40000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2012","Centerplan Construction Company LLC","10 Main Street, Suite D","Middletown","CT","06457","Service","263220","No","2012-03-06T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Central, Inc dba Central Auto Auction","185 Welton Street","Hamden","CT","06517","Automobile Auction Merchant Wholesalers","423110","No","2018-06-07T00:00:00.000","75000",,"75000","150000","75000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Central National-Gottesman Inc. dba A.T. Clayton","135 Rennell Drive","Fairfield","CT","06890","Paper Sourcing-Buying","424110","No","2017-03-02T00:00:00.000","100000","0","100000","293000","193000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2012","Century Spring Manufacturing Company, Inc.","454 Middle Street","Bristol","CT","06010","Manufacturing","332612","No","2012-05-10T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Cerniglia, Jason dba Ameriprize","41 East Main Street","Mystic","CT","06355","Financial Planning","531120","No","2013-08-05T00:00:00.000","60000","0","60000","805000","745000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$50,000","n/a","Out of Business- written off","1"
"2015","Certified Ambulance Group, Inc.","P.O. Box 290184","Wethersfield","CT","06129","Medical Billing","541219","No","2015-06-01T00:00:00.000","0","125000","125000","125000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3%","n/a","Active","1"
"2018","C.G. Nursing Services, LLC","3 Forest Park Drive, lst Floor","Farmington","CT","06032","Home Health Care Services","621610","Yes Woman","2017-10-04T00:00:00.000","0","75688","75688","75688","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","3.25% to 4.25%","n/a","Active","1"
"2017","Chace Building Supply of CT, Inc.","90 Route 171","Woodstock","CT","06281","Retail Building Materials","444110","No","2017-04-19T00:00:00.000","100000","297500","397500","500000","102500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Chalk Talk Sports, Inc.","151 Woodward Avenue","Norwalk","CT","06854","Internet Manufacturing/Retail","541990","Yes Woman","2015-04-14T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Change, Inc.","1251 South Main Street","Middletown","CT","06457","Service","624210","No","2012-06-26T00:00:00.000","100000","0","100000","265500","165500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Change, Inc.","1251 South Main Street","Middletown","CT","06457","Homecare","621610","No","2015-12-03T00:00:00.000","0","65000","65000","89500","24500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Chapco, Inc.","10 Denlar Drive","Chester","CT","06412","Manufacturing","332994","No","2014-04-11T00:00:00.000","0","300000","300000","769070","469070","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   100,000","Active","1"
"2015","Charkit Chemical Corporation","32 Haviland Street","Norwalk","CT","06854","Chemical Distribution","424690","No","2014-12-24T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Charleemour, LLC","40 Blueberry Hill Drive","Madison","CT","06443","Fitness & Recreational Sports Centers","713940","No","2012-09-24T00:00:00.000","45000","0","45000","90000","45000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Charles Boggini Company, LLC","733 Bread and Milk Street","Coventry","CT","06238","Manufacturing","312110","Yes Woman/International Export","2016-08-11T00:00:00.000","60000","0","60000","120000","60000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   12,000","n/a","Compliance Complete","1"
"2014","Charles Computer Services, LLC","98 Washington Strreet, Suite 300","Middletown","CT","06457","Computer Consulting","811210","No","2014-06-20T00:00:00.000","100000","30500","130500","161000","30500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Charles Hilton Architects, LLC","170 Mason Street","Greenwich","CT","06830","Architecture","541310","No","2014-09-16T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Charles Island Oyster Farm, LLC","305 Knowlton Street","Bridgeport","CT","06605","Manufacturing","424660","No","2013-11-18T00:00:00.000","0","200000","200000","369200","169200","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Compliance Complete","1"
"2014","Charles Island Oyster Farm, LLC","305 Knowlton Street","Bridgeport","CT","06605","Manufacturing","424660","No","2014-03-12T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$16,667","n/a","Out of Business- Not written off","1"
"2013","Charles Island Oyster Farm, LLC","288 Knowlton Street","Bridgeport","CT","06608","Wholesale Seafood","111998","No","2013-03-28T00:00:00.000","0","100000","100000","250000","150000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Out of Business- written off","1"
"2013","Charles J. Angelo Manfacturing Group, LLC","130 Chapel Street","Manchester","CT","06437","Special Die & Tool","333514","No","2012-12-11T00:00:00.000","29250","0","29250","59250","30000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2012","Chatham Medical Offices, LLC","19 Bretton Road","West Hartford","CT","06119","Service","621111","No","2012-05-07T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2015","Chawk It Up, Inc dba Resource Development Associates","27 Siemon Company Drive, Suite 318","Watertown","CT","06795","Business Consulting","541611","No","2014-07-18T00:00:00.000","0","55700","55700","147625","91925","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Chef K, Inc.","108 Edwin Avenue","Waterbury","CT","06708","Beverage Manufacturing","312111","Yes Woman/Minority","2017-09-01T00:00:00.000","30000","144668","174668","204668","30000","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Compliance Complete","1"
