"business_name","street_address","municipality","state","zip_code","funding_date","loan_amt","woman_owned","minority_owned","veteran_owned","industry"
"American Ladders & Scaffolds, Incorporated","129 Kreiger Lane","Glastonbury","CT","6033","2020-06-17T00:00:00.000","37500","0","0","0","Construction"
"avon center dentistry","19 ensign drive","Avon","ct","6001","2020-06-17T00:00:00.000","37500","0","0","0","Health Care"
"Southington the Athletic Shop LLC","1156 Meriden-Waterbury TPK","Plantsville","CT","6479","2020-06-17T00:00:00.000","11110","1","0","0","Retail Trade"
"LYMAN ALLYN ART MUSEUM, INC., Successor Trustee of the Harriet U. Allyn Testamentary Trust d/b/a Lyman Allyn Art Museum","625 Williams St.","New London","CT","6320","2020-06-17T00:00:00.000","10000","0","0","0","Professional, Scientific and Technical Services"
"Tabouli Grill LLC","59 High Ridge Road","Stamford","CT","6905","2020-06-17T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Mojokitchen LLC","927 High Ridge Road","Stamford","CT","6905","2020-06-17T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Kangal LLC","111 Elm Street","West Haven","CT","6516","2020-06-17T00:00:00.000","31667","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Engraved Products, LLC","4B Christopher Columbus Avenue","Danbury","CT","6810","2020-06-17T00:00:00.000","27775","0","0","0","Retail Trade"
"Connecticut Grows LLC","398 Chamberlain Hwy","Kensington","CT","6037","2020-06-17T00:00:00.000","3000","0","0","0","Manufacturing"
"Maildirect LLC","47 Caprice Drive","Stamford","CT","6902","2020-06-17T00:00:00.000","3000","0","0","0","Professional, Scientific and Technical Services"
"DPV LLC","90 South Main Street","East Windsor","CT","06088","2020-06-17T00:00:00.000","10000",,,,"Blank"
"Moran Agency, LLC","3900 Main St","Bridgeport","CT","6606","2020-06-16T00:00:00.000","37500","0","1","0","Finance, Insurance and Real Estate"
"Roar Athletic Performance Corp. dba VKTRY","135 Research Dr.","Milford","CT","6460","2020-06-16T00:00:00.000","20833","0","0","0","Other"
"Arciuolo's Shoe Store, LLC","74 Broad St.","Milford","CT","6460","2020-06-16T00:00:00.000","16665","0","0","0","Retail Trade"
"KJ Lanphear LLC dba Black Rock Tavern & Restaurant","78 Main Street","Thomaston","CT","6787","2020-06-16T00:00:00.000","25000","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"SOCO Moving, LLC.","458 Grand Ave Suite 105","New Haven","CT","6513","2020-06-16T00:00:00.000","16665","0","0","0","Transportation and Warehousing"
"Diamond Kings Baseball and Softball Academy, LLC","842 Clark Avenue","Bristol","CT","6010","2020-06-16T00:00:00.000","16665","0","0","0","Educational Services"
"Billy Jean, Inc.","60 Belamose Ave Unit A-3","Rocky Hill","CT","6067","2020-06-16T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Aircraft Welding & Mfg","154 Elliott St E, Aircraft Welding","Hartford","CT","6114","2020-06-16T00:00:00.000","25000","1","0","0","Manufacturing"
"Squid Hound, LLC","14 Holmes St.","Mystic","CT","6355","2020-06-16T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"A&B Cooling & Heating Corp.","660 Nutmeg Road North","South Windsor","CT","6074","2020-06-16T00:00:00.000","12500","0","0","0","Professional, Scientific and Technical Services"
"Westport Toys Inc","429 Post Road East","Westport","CT","6880","2020-06-16T00:00:00.000","24621","0","0","0","Retail Trade"
"PPX Hospitality Group LLC","36 Pine Street","New Canaan","CT","6840","2020-06-16T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"N&M Hospitality Group LLC","15 Elm Street","New Canaan","CT","6840","2020-06-16T00:00:00.000","26487","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Water Works Car Wash LLC","362 Scott Swamp Rd","Farmington","CT","6032","2020-06-16T00:00:00.000","16665","0","0","0","Retail Trade"
"Discover Video, LLC","101 N PLAINS INDUSTRIAL RD","Wallingford","CT","6492","2020-06-16T00:00:00.000","33330","0","0","1","Professional, Scientific and Technical Services"
"Water Works Car Wash of Southington LLC","312 Queen St","Southington","CT","6489","2020-06-16T00:00:00.000","11110","0","0","0","Other"
"Lake Quassapaug Amusement Park Inc.","2 West Main Street","Waterbury","CT","6702","2020-06-16T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"nupower llc","103 north park ave","Easton","CT","6612","2020-06-16T00:00:00.000","3000","0","0","0","Professional, Scientific and Technical Services"
"PKV LLC.","2074 Park St","Hartford","CT","6106","2020-06-16T00:00:00.000","37500","0","1","0","Other"
"commercial roofing systems llc","365 NEW BRITAIN ROAD","Berlin","ct","6037","2020-06-16T00:00:00.000","3000","0","0","0","Construction"
"Weber's Nursery Inc","33 Charles St","New Britain","CT","6051","2020-06-16T00:00:00.000","37500","1","0","0","Construction"
"Leveille’s Used Auto Parts,LLC","96 Egypt road","Somers","CT","6071","2020-06-16T00:00:00.000","3000","0","0","0","Other"
"114 Broad Street LLC","114 Broad St","Stamford","CT","6901","2020-06-16T00:00:00.000","27500","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Shoreline Masonry, Inc.","145 Iron Works Road","Killingworth","CT","6419","2020-06-16T00:00:00.000","5555","0","0","0","Construction"
"114 Broad Street LLC","114 Broad St","Stamford","CT","6901","2020-06-16T00:00:00.000","27500","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Julian Realty LLC","35 THIRD AVENUE","Stratford","CT","6615","2020-06-16T00:00:00.000","3000","0","0","0","Construction"
"CAPITOL GARAGE, INCORPORATED","1520 W. MAIN ST","Willimantic","CT","6266","2020-06-16T00:00:00.000","37499","0","0","0","Other"
"Prime Time Fitness LLC","3 dunham dr","New Fairfield","ct","6812","2020-06-16T00:00:00.000","14788","0","0","0","Other"
"Brodster's Roadsters Inc","3 dunham dr","New Fairfield","CT","6812","2020-06-16T00:00:00.000","4583","0","0","0","Other"
"ConnTrol International, Inc.","135 Park Road","Putnam","CT","6260","2020-06-15T00:00:00.000","34167","0","0","0","Manufacturing"
"ORIENTA HOLDINGS LLC","55 LEWIS STR. STE 1","Greenwich","CT","6830","2020-06-15T00:00:00.000","11110","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"BASE Technologies, Inc.","23 Francis J. Clarke Circle","Bethel","CT","6801","2020-06-15T00:00:00.000","37500","0","0","0","Other"
"Premier Dental, PC","727 Broad St","Meriden","CT","6450","2020-06-15T00:00:00.000","37500","1","0","0","Health Care"
"Delicate Cover Up, LLC","95 Douglas St","Stratford","Ct","6614","2020-06-12T00:00:00.000","11110","1","1","0","Other"
"Raquel Garcia Design LLC","10 Horace Court","Fairfield","CT","6824","2020-06-12T00:00:00.000","3000","1","1","0","Retail Trade"
"Tschudin Chocolates LLC","100 Riverview Center","Middletown","CT","6457","2020-06-11T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Rightway, LLC","3 staples st","Danbury","ct","6810","2020-06-11T00:00:00.000","3365","0","0","0","Other"
"Empire Tool, L.L.C.","261 Roosevelt Drive","Derby","CT","6483","2020-06-11T00:00:00.000","11110","0","0","0","Manufacturing"
"Callaway Cars, Inc.","3 High Street","Old Lyme","CT","6371","2020-06-11T00:00:00.000","37500","0","0","0","Manufacturing"
"GuardBot Inc","40 signal road","Stamford","CT","6902","2020-06-11T00:00:00.000","3000","0","0","0","Manufacturing"
"P & J Cleaning Service. LLC","19 D Andover Dr","West Hartford","CT","6110","2020-06-11T00:00:00.000","16665","0","1","0","Other"
"Bridget A Garrity LLC","32 City Hall Ave Suite F","Torrington","CT","6790","2020-06-10T00:00:00.000","3000","1","0","0","Other"
"Prindle Hill Construction, LLC","554 Carriage Drive","Orange","CT","6477","2020-06-10T00:00:00.000","11110","1","1","0","Construction"
"Krishna Krupa LLC","1537 Stanley Street","New Britain","CT","6053","2020-06-10T00:00:00.000","5555","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Greene Dental Group, LLC","65 Sachem St","Norwich","CT","6360","2020-06-10T00:00:00.000","22220","0","0","0","Health Care"
"bholenath motel llc","1273 wolcott road","Wolcott","ct","6716","2020-06-10T00:00:00.000","7083","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Partner In Design LLC DBA The Artful Mix","134 elm Street","New Canaan","CT","6840","2020-06-10T00:00:00.000","3000","1","0","0","Retail Trade"
"GATES GMC TRUCK, INC.","143 Boston Post Road","North Windham","CT","6256","2020-06-10T00:00:00.000","37500","0","0","0","Other"
"Knight Holdings, LLC","1177 High Ridge Road","Stamford","CT","6905","2020-06-10T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Patient Choice Medical Care LLC","2080 Whitney avenue Suite 250","Hamden","CT","6518","2020-06-10T00:00:00.000","33330","0","0","0","Health Care"
"Dance Express of Tolland LLC","68 Hartford Turnpike","Tolland","CT","6084","2020-06-10T00:00:00.000","3000","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"BLACK DOG BAR & GRILLE, LLC","146 Park Road","Putnam","CT","6260","2020-06-10T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Elements, LLC","P.O. Box 579","Branford","CT","6405","2020-06-10T00:00:00.000","5555","1","0","0","Other"
"Ann's Place Inc","80 Saw Mill Road","Danbury","CT","6810","2020-06-10T00:00:00.000","10000","0","0","0","Professional, Scientific and Technical Services"
"Oenoke Holdings, LLC","100 Beard Sawmill Rd Ste 600","Shelton","CT","6484","2020-06-10T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Tower Energy LLC","80 TOWN LINE ROAD","Plainfield","CT","6062","2020-06-09T00:00:00.000","37500","0","0","0","Professional, Scientific and Technical Services"
"Fork Hospitality 2 LLC","124 Temple St","New Haven","CT","6510","2020-06-09T00:00:00.000","27775","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"B STAMFORD LLC","230 Tresser Blvd,","Stamford","CT","6901","2020-06-09T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"B FARE","4 Railroad St,","Simsbury","CT","607","2020-06-09T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Sight Sensory Rehabilitation Center, PLLC","10 Birdseye Road, Suite 120","Farmington","CT","6032","2020-06-09T00:00:00.000","22220","1","0","0","Health Care"
"Creations Inc. DBA Bay Styles","30 Pennsylvania Ave","Niantic","CT","6357","2020-06-09T00:00:00.000","10000","1","0","0","Other"
"Patriquin Architects PC","20 Grand Avenue","New Haven","CT","6513","2020-06-09T00:00:00.000","33330","1","0","0","Professional, Scientific and Technical Services"
"Apex Technology Services LLC","535 Connecticut Avenue","Norwalk","CT","6854","2020-06-09T00:00:00.000","27775","0","0","0","Professional, Scientific and Technical Services"
"Kenneth M. Champlin & Associates, Inc.","85 WILLOW STREET BLDG 7","New Haven","CT","6511","2020-06-09T00:00:00.000","16665","0","0","0","Manufacturing"
"Queen Street Food Enterprise’s Inc","417 East Elm Street","Torrington","CT","6790","2020-06-08T00:00:00.000","12500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Equinox Home Care, LLC","305 Boston Ave Ste 308","Stratford","CT","6614","2020-06-08T00:00:00.000","37500","1","0","0","Health Care"
"CM Clothing Inc.","3 N Main St","Wallingford","CT","6492","2020-06-08T00:00:00.000","11110","1","0","0","Retail Trade"
"Farmington Valley Physical Therapy & Sports Medicine, PC","112 S Main St","Unionville","CT","6085","2020-06-08T00:00:00.000","22083","1","0","0","Health Care"
"Nine Live LLC","250 State St","New Haven","CT","6510","2020-06-08T00:00:00.000","5555","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Miss Julie's DCA, LLC","37 West Center St, Suite 202","Southington","CT","6489","2020-06-08T00:00:00.000","3000","1","0","0","Educational Services"
"Avon Oral and Maxillofacial Surgery, LLP","34 Dale Road","Avon","CT","6001","2020-06-08T00:00:00.000","37500","0","0","0","Health Care"
"Brockway Ferry Corporation","59 Plains Road","Essex","CT","6426","2020-06-08T00:00:00.000","14917","0","0","0","Manufacturing"
"Sunset Meadow Farm LLC","599 Old Middle St","Goshen","CT","6756","2020-06-08T00:00:00.000","9750","0","0","0","Other"
"New Canaan Foreign Car Service, Inc","59 PINE ST","New Canaan","CT","6840","2020-06-08T00:00:00.000","37500","0","0","0","Other"
"Sainath Hospitality LLC","92 Scott Road","Waterbury","CT","6705","2020-06-08T00:00:00.000","22220","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Friendly Cleaners of Fairfield LLC","1964 Post Road","Fairfield","CT","6824","2020-06-08T00:00:00.000","37500","1","1","0","Other"
"CREATIVE DEVELOPMENT DAYCARE LLC","6961 MAIN STREET","Trumbull","CT","6611","2020-06-08T00:00:00.000","12494","1","0","0","Educational Services"
"Meriden Glass Acquisition Company LLC","232 Pratt Street","Meriden","CT","6450","2020-06-08T00:00:00.000","5555","1","0","0","Retail Trade"
"West End Eye Care, LLC","553 Farmington Ave","Hartford","CT","6105","2020-06-08T00:00:00.000","33330","0","0","0","Health Care"
"Androski Law Firm Operating","156 Main Street","Ansonia","CT","6401","2020-06-08T00:00:00.000","4958","1","0","0","Other"
"Anthony Prezioso, DMD, PC","ANTHONY S PREZIOSO DMD PC, 3584 WHITNEY AVE","Hamden","CT","6518","2020-06-08T00:00:00.000","16665","0","0","0","Health Care"
"Phoenix Professional Services, LLC","561 Wethersfield Ave","Hartford","CT","6114","2020-06-08T00:00:00.000","5555","1","1","0","Health Care"
"HALA LLC","269 Bedford St","Stamford","CT","6901","2020-06-08T00:00:00.000","24558","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"CRN AGENCY LLC","1681 PARK AVE","Bridgeport","CT","6604","2020-06-05T00:00:00.000","5071","1","1","0","Finance, Insurance and Real Estate"
"Aerials Gymnastics and Sports Conditioning LLC","136 Day St","Wethersfield","CT","6109","2020-06-05T00:00:00.000","3000","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Tyco Copy Service Inc.","262 Elm Street","New Haven","CT","6511","2020-06-05T00:00:00.000","37500","0","0","0","Other"
"Stonington PizzaPalace","530 Stonington rd","Stonington","Ct","6378","2020-06-05T00:00:00.000","27775","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"DBH Group Online LLC","17 Hamden Park Drive Suite 1B","Hamden","CT","6517","2020-06-05T00:00:00.000","15000","1","0","0","Other"
"Connecticut Zoological Society, Inc.","1875 Noble Ave","Bridgeport","CT","6610","2020-06-05T00:00:00.000","10000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Interpro LLC","630 Industrial Park Road","Deep RIver","CT","6417","2020-06-05T00:00:00.000","25000","0","0","0","Manufacturing"
"Sharpe Capital ,LLC","81 MARKET SQUARE Suite 7","Newington","CT","6111","2020-06-05T00:00:00.000","27775","0","0","0","Professional, Scientific and Technical Services"
"MBDBeauty, LLC","208 Wooster Street","New Haven","CT","6511","2020-06-05T00:00:00.000","7709","1","0","0","Other"
"Connecticut Home Interiors, Inc.","830 Farmington Avenue","West Hartford","CT","6119","2020-06-05T00:00:00.000","37500","0","0","1","Retail Trade"
"Cos Cob Diner, LLC","31 East Putnam Avenue","Cos Cob","CT","6807","2020-06-05T00:00:00.000","37500","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Desrosier of Greenwich, Inc.","103 Mason Street","Greenwich","CT","6830","2020-06-05T00:00:00.000","37500","0","0","0","Retail Trade"
"Backstage Hamden LLC","295 Treadwell Street","Hamden","CT","6514","2020-06-05T00:00:00.000","11110","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"MEII/FGS Martiail Arts studio...Gforcetudio llc","44/44A Wintonbury mall","Bloomfield","CT","6002","2020-06-05T00:00:00.000","3642","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"YOUNG DEVELOPERS LLC","9 Hamden Park Drive","Hamden","CT","6517","2020-06-05T00:00:00.000","33330","0","0","0","Construction"
"Universal Connectivity, Inc.","8 N Main St","West Hartford","CT","6107","2020-06-05T00:00:00.000","22220","0","0","0","Professional, Scientific and Technical Services"
"law offices of susan kohn, lllc","830 Post Road East, Suite 214","Westport","CT","6880","2020-06-05T00:00:00.000","5555","1","0","0","Other"
"My little rascals too","1850 west st","Southington","Ct","6489","2020-06-05T00:00:00.000","37500","1","1","0","Educational Services"
"Fuel@energy LLP","59 Field St","Torrington","CT","6790","2020-06-05T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"dISPLAYcRAFT, iNC.","335 So. Washington St.","Plainfield","CT","6062","2020-06-05T00:00:00.000","37500","0","0","0","Other"
"The Eclectic Peacock LLC","74 Palomba Dr","Enfield","CT","6082","2020-06-05T00:00:00.000","3000","1","0","0","Retail Trade"
"Home on the Grange Child Care Center LLC","32 West St.","Middletown","CT","6457","2020-06-05T00:00:00.000","25000","0","0","0","Other"
"Sotil Tree Service, LLC","6 Valley View Drive","East Granby","CT","6026","2020-06-05T00:00:00.000","9637","0","1","0","Construction"
"Inspira Marketing Group, LLC","50 WASHINGTON STREET","Norwalk","CT","6854","2020-06-05T00:00:00.000","37500","0","0","0","Other"
"Noodles & Rice Bistro","165 Bank St","New London","CT","6320","2020-06-05T00:00:00.000","11110","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Urbane NewHaven, LLC","470 James St, Suite 003","New Haven","CT","6513","2020-06-05T00:00:00.000","37500","0","0","0","Construction"
"Kelly Container Inc.","911 South St","Suffield","CT","06078-2515","2020-06-05T00:00:00.000","37500","0","0","0","Manufacturing"
"crave cafe, llc","102 main street","ansonia","ct","6401","2020-06-05T00:00:00.000","10000","1","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"COMPREHENSIVE MEDICAL GROUP LLC","40 DALE ROAD","Avon","CT","6001","2020-06-05T00:00:00.000","11110","1","1","0","Health Care"
"SPOTLESS CAR WASH, LLC","151 Boston Post Road","North Windham","CT","6256","2020-06-05T00:00:00.000","16665","0","0","0","Other"
"the newington office inc","282 s main st","New Britain","ct","6051","2020-06-05T00:00:00.000","5000","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Food Service Resources llc","111 Founders plaza","East Hartford","CT","6108","2020-06-05T00:00:00.000","29167","0","1","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"brandchauffeurservicesllc","72 Mapleton st","Hartford","CT","6114","2020-06-05T00:00:00.000","3000","0","1","0","Transportation and Warehousing"
"Innovative Machine Solutions, LLC","38 Main St.","Windsor Locks","CT","6096","2020-06-05T00:00:00.000","11110","1","0","0","Other"
"cafe SoL Mirabell LLC","346 Main St","Niantic","CT","6357","2020-06-05T00:00:00.000","12500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Wake Robin LLC","106 Sharon Road","Lakeville","CT","6039","2020-06-05T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Modern Heating & Air Condtioning LLC.","1015 Bridgeport Ave Unit D","Milford","CT","6460","2020-06-05T00:00:00.000","37500","0","0","0","Construction"
"KAWS Enterprises Corp.","388 Westport Avenue","Norwalk","CT","6851","2020-06-05T00:00:00.000","11110","1","1","0","Other"
"Fairview Tree Farm LLC","484 Walnut Tree Hill Road","Shelton","CT","6484","2020-06-05T00:00:00.000","11110","0","0","0","Other"
"La Foresta Restaurant LLC","163 Route 81","Killingworth","CT","6417","2020-06-05T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Omnivision Eye Associates,Inc.","1970 Whitney Avenue","Hamden","CT","6517","2020-06-05T00:00:00.000","22220","0","0","0","Health Care"
"The Fix IV Therapy LLC","1000 Farmington Ave","West Hartford","CT","6107","2020-06-05T00:00:00.000","11110","1","0","0","Retail Trade"
"Kreative Kids Inc","1456 BERLIN TURNPIKE","Berlin","Ct","6037","2020-06-04T00:00:00.000","32500","0","0","0","Other"
"Sampson Electric LLC","22 jay place","North Branford","CT","06471-1010","2020-06-04T00:00:00.000","37500","0","0","0","Construction"
"RON-A-ROLL, INC.","85 S FRONTAGE RD","Vernon","CT","6066","2020-06-04T00:00:00.000","11110","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Health & Rehabilitation Partnership, LLC","698 WEST AVE","Norwalk","CT","6850","2020-06-04T00:00:00.000","37500","0","0","0","Health Care"
"Comfort Therapeutics","495 Blake St.","New Haven","CT","6515","2020-06-04T00:00:00.000","5555","1","0","0","Other"
"Michael Burton Builders, Inc.","107 Church Hill Road, Suite #3","Sandy Hook","CT","6482","2020-06-04T00:00:00.000","22220","0","0","0","Construction"
"CARGILL CHEVROLET CO INC","23 LIVERY ST","Putnam","CT","6260","2020-06-04T00:00:00.000","37500","0","0","0","Retail Trade"
"PR RESOURCES INC","300 MAIN ST, 6th FL","Stamford","CT","6901","2020-06-04T00:00:00.000","37500","1","0","0","Health Care"
"R&J Hospitality Norwalk LLC","515 West Ave.","Norwalk","CT","6850","2020-06-04T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Parish Millwork, LLC","901 Ethan Allen Highway, Suite 306","Ridgefield","CT","6877","2020-06-04T00:00:00.000","16665","1","0","0","Manufacturing"
"STADIUM SYSTEM","61 CHURCH","Canaan","CT","6018","2020-06-04T00:00:00.000","37500","0","0","0","Other"
"Lindsey Limousine","200 Addison Road, Windsor","Windsor","CT","6095","2020-06-04T00:00:00.000","37500","0","0","0","Transportation and Warehousing"
"Soapstone Media, Inc.","27 Quality Avenue, Suite B","Somers","CT","6071","2020-06-04T00:00:00.000","24583","0","0","0","Other"
"Stella blues llc","204 crown st","New Haven","Ct","6510","2020-06-04T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Y.Y. KIM, INC.","415 POST ROAD WEST","Westport","CT","6880","2020-06-04T00:00:00.000","36500","0","0","0","Other"
"Abby's Place, LLC","37 Pratt Street","Essex","ct","6426","2020-06-04T00:00:00.000","5555","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Schiller's Sewing Circle, LLC","1088 Main Street","Willimantic","Ct","6226","2020-06-04T00:00:00.000","21667","0","0","0","Retail Trade"
"TURE BLUE COLLECTIONS INC","37 AUBURN WAY","Torrington","CT","6790","2020-06-04T00:00:00.000","5555","1","1","0","Retail Trade"
"Tirint Inc","445 Oakland St","Manchester","CT","6042","2020-06-04T00:00:00.000","37499","0","0","0","Transportation and Warehousing"
"Soundview North Service Center","35 Arcadia Rd","Old Greenwich","CT","6870","2020-06-04T00:00:00.000","27775","0","0","0","Other"
"Mode Enterprises Inc","30 Cold Spring Road","Rocky Hill","CT","6067","2020-06-04T00:00:00.000","37500","1","0","0","Educational Services"
"Cinder & Salt LLC","520 Main St","Middletown","CT","6457","2020-06-04T00:00:00.000","5555","1","0","0","Retail Trade"
"Jenkins Chiropractic LLC","97 Gulf Street","Milford","CT","06460","2020-06-04T00:00:00.000","3000","0","0","0","Health Care"
"Everwell Integrated Medicine","315 East Center St.","Manchester","CT","6040","2020-06-04T00:00:00.000","3000","1","0","0","Health Care"
"Casablanca Couture & Tailoring LLC","45 River Street","Milford","CT","6460","2020-06-04T00:00:00.000","3000","1","0","0","Other"
"Connecticut Coastal Academy Inc","192 Westbrook Road","Essex","CT","6426","2020-06-04T00:00:00.000","37499","1","0","0","Educational Services"
"Safia’s Day Care Academy, LLC","38 Butternut Drive","East Hartford","CT","6118","2020-06-04T00:00:00.000","3000","1","1","0","Other"
"Whitman Foods LLC dba Uncle's Deli","1041 post road","Darien","CT","6820","2020-06-04T00:00:00.000","27775","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Bella Rosa International","221 Park Ave","East Hartford","ct","6108","2020-06-04T00:00:00.000","37500","0","0","0","Other"
"DNM ASSOICATES, LLC","53 Benstone Street","Stamford","CT","6905","2020-06-04T00:00:00.000","16417","0","0","0","Construction"
"Sweet Pierre's, LLC","5 RIVER RD, #19","Wilton","CT","6897","2020-06-04T00:00:00.000","3000","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Liedertafel Singing Society Inc","75 Depot St","Broad Brook","CT","6016","2020-06-04T00:00:00.000","3000","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Urban League of Greater Hartford, Inc.","140 Woodland St.","Hartford","CT","6105","2020-06-04T00:00:00.000","10000","0","1","0","Professional, Scientific and Technical Services"
"Gonzalez Construction LLC","25 Columbus Ave","Meriden","CT","6451","2020-06-04T00:00:00.000","13750","0","1","0","Construction"
"Vuolo Auto Sales inc","83 Middletown ave","North Haven","CT","6473","2020-06-04T00:00:00.000","11110","0","0","0","Other"
"FCB INC","407 Fairfield Ave","Waterbury","CT","6708","2020-06-04T00:00:00.000","5555","0","0","0","Construction"
"Hands on Health Wellness LLC","303 Church Street Suite #4","Guilford","CT","6437","2020-06-04T00:00:00.000","5555","1","0","0","Health Care"
"Preneta Physical Therapy, P.C.","2119 POST RD","Fairfield","CT","6824","2020-06-03T00:00:00.000","37500","0","0","0","Health Care"
"Connecticut Hospitality Company","976 Boston Post Rd","Westbrook","CT","6498","2020-06-03T00:00:00.000","5555","1","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Bolder Company Inc","430 New Park Avenue, Suite 102","West Hartford","CT","6107","2020-06-03T00:00:00.000","6667","1","0","0","Professional, Scientific and Technical Services"
"Evia Inc. dba Amber Room Colonnade","1 Stacey Road","Danbury","CT","6811","2020-06-03T00:00:00.000","37500","0","0","0","Arts, Entertainment, Recreation, Accomodation and Food Services"
"Oasis charger corporation","111 Roberts Street, Suite C","East Hartford","CT","6108","2020-06-03T00:00:00.000","37500","0","0","0","Manufacturing"
"Silvermine Guild of Artists, Incorporated","1037 Silvermine Road","New Canaan","CT","6840","2020-06-03T00:00:00.000","10000","0","0","0","Professional, Scientific and Technical Services"
"Parkway Dental Hamden PC","1869 Dixwell Ave","Hamden","CT","6514","2020-06-03T00:00:00.000","16665","1","1","0","Health Care"
"ALICE BEAUTY SUPPLY LLC","59 ALBANY AVE","Hartford","CT","6120","2020-06-03T00:00:00.000","16665","1","1","0","Retail Trade"
"AD DENTAL PC","233 Pomfret St","Putnam","CT","6260","2020-06-03T00:00:00.000","25000","0","0","0","Health Care"
"Bolt Printing LLC","20 Old Grays Bridge Rd","Brookfield","CT","6804","2020-06-03T00:00:00.000","37500","1","0","0","Manufacturing"
"Stony  Hill Dental Care, PLLC","76 Stony Hill Road","Bethel","CT","6801","2020-06-03T00:00:00.000","25000","0","0","0","Health Care"
"Butcher's Best Market LLC","125 S Main ST","Newtown","CT","6470","2020-06-03T00:00:00.000","16665","0","0","0","Retail Trade"
"Scranton Chevrolet of Norwich Inc","774 W Thames St","Norwich","CT","6360","2020-06-03T00:00:00.000","37500","0","0","0","Retail Trade"
"Mediabuster Books LLC","560 Industrial Park Rd","Deep River","CT","6417","2020-06-03T00:00:00.000","5555","1","0","0","Retail Trade"
"American Laboratory Trading, Inc.","12 Colton Road","East Lyme","CT","6333","2020-06-03T00:00:00.000","37500","0","0","0","Professional, Scientific and Technical Services"
"PhoenixSongs Biologicals, Inc.","33 BUSINESS PARK DR., UNIT 1A","Branford","CT","6405","2020-06-03T00:00:00.000","27775","1","0","0","Professional, Scientific and Technical Services"
"R Gould Associates dba Darien Auto Center","1350 Post Road","Darien","CT","6820","2020-06-03T00:00:00.000","11110","0","0","1","Transportation and Warehousing"
