"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","forgiveness_earned_if_applicable","penalty_if_applicable","status","count"
"2010","General Re Corporation","120 Long Ridge Road","Stamford","CT","06901","Manufacturing","524130","No","2010-02-24T00:00:00.000","0","9000000","9000000","130000000","121000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   6,000,000","n/a","Active","1"
"2017","Genesys Diagnostics Inc.","8 Enterprise Lane","Montville","CT","06353","Manufacturing","621510","No","2017-02-17T00:00:00.000","0","500000","500000","2150000","1650000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2012","GKN Aerospace Services Structure Corporation","1000 Corporate Row","Cromwell","CT","06416","Manufacturing","336411","No","2011-12-23T00:00:00.000","0","2000000","2000000","6000000","4000000","Manufacturing Assistance Act","CH 588l","Met","$   2,000,000","n/a","Active","1"
"2016","GKN Aerospace Services Structures, LLC","1000 Corporate Row","Cromwell","CT","06416","Manufacturing","336411","No","2015-08-11T00:00:00.000","20000000","0","20000000","40000000","20000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Global Atlantic Financial Company","82 Hopmeadow Street, 2nd Floor","Simsbury","CT","06089","Manufacturing","524113","No","2018-06-29T00:00:00.000","0","1000000","1000000","4610182","3610182","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2016","Goodway Technologies Corporation","420 West Avenue","Stamford","CT","06902","Manufacturing","333900","No","2015-09-09T00:00:00.000","0","1000000","1000000","2714570","1714570","Manufacturing Assistance Act","CH 588l","Met","$   400,000","n/a","Active","1"
"2013","Greater Bridgeport Community Enterprises, Inc.","570 Barnum Avenue","Bridgeport","CT","06608","Manufacturing","624310","Yes","2013-05-01T00:00:00.000","100000","0","100000","200000","100000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","n/a","Active","1"
"2012","Greater Bristol Chamber of Commerce dba Central CT Chambers of Commerce","200 Main Street","Bristol","CT","06010","Manufacturing","813910","No","2012-06-12T00:00:00.000","40000","0","40000","80000","40000","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","Active","1"
"2020","HABCO Industries, LLC","172 Oak Street","Glastonbury","CT","06033","Defense","334515","No","2019-07-16T00:00:00.000","0","2000000","2000000","13456767","11456767","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","HABCO Industries, LLC","172 Oak Street","Glastonbury","CT","06033","Manufacturing","334515","No","2015-03-31T00:00:00.000","0","2000000","2000000","5000000","3000000","Manufacturing Assistance Act","CH 588l","Met","$   2,000,000","n/a","Active","1"
"2015","HANWHA Aerospace USA, LLC (f/k/a EDAC Technologies Corporation)","5 McKee Place","Cheshire","CT","06410","Manufacturing","336412","No","2014-11-07T00:00:00.000","10000000","38000000","48000000","121299750","73299750","Manufacturing Assistance Act - First Five","CH 588l","Met","$   28,000,000","n/a","Active","1"
"2016","Harman International Industries, Inc.","400 Atlantic Street, Suite 1500","Stamford","CT","06901","Manufacturing","335999","No","2015-08-19T00:00:00.000","1000000","0","1000000","6300077","5300077","Manufacturing Assistance Act","CH 588l","Pending","n/a",,"Active","1"
"2013","Hawk Integrated Plastics, LLC","1 Commerce Drive","Columbia","CT","06237","Manufacturing","333220","No","2013-04-10T00:00:00.000","100000","200000","300000","2410000","2110000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","rate increase from 2% to 3%","Active","1"
"2013","HBL America, Inc.","712 Brook Street","Rocky Hill","CT","06067","Manufacturing","335912","No","2012-09-07T00:00:00.000","0","400000","400000","1136000","736000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Net Met","n/a","n/a","Active","1"
"2013","Hedgeye Risk Management, LLC","111 Whitney Avenue","New Haven","CT","06510","Manufacturing","523920","No","2013-03-14T00:00:00.000","0","2500000","2500000","5354526","2854526","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2011","Henkel Corporation","1 Henkel Way","Rocky Hill","CT","06067","Manufacturing","325520","No","2010-08-24T00:00:00.000","0","825000","825000","1650789","825789","Manufacturing Assistance Act","CH 588l","met","$   650,000","n/a","Active","1"
"2018","Henkel of America, Inc.","200 Elm Street","Stamford","CT","06902","Manufacturing","325611","No","2018-04-26T00:00:00.000","0","20000000","20000000","50267967","30267967","Manufacturing Assistance Act - First Five/URA Tax Credits","CH 588l","Met","$   20,000,000","n/a","Active","1"
"2018","Hobson and Motzer, Incorporated","30 Airline Road","Durham","CT","06422","Manufacturing","335312","No","2018-06-25T00:00:00.000","0","3500000","3500000","10000000","6500000","Manufacturing Assistance Act","CH 588l","Met","$   375,000","n/a","Active","1"
"2014","Homeserve USA Corp.","601 Merritt 7 - 6th Floor","Norwalk","CT","06851","Manufacturing","811310","No","2013-12-26T00:00:00.000","1000000","9000000","10000000","33075433","23075433","Manufacturing Assistance Act/URA Tax Credits","CH 588l","met","$   2,000,000","n/a","Active","1"
"2010","H-O Products Corporation","12 Munro Street","Winchester","CT","06098","Manufacturing","339113","No","2009-09-18T00:00:00.000","0","50000","50000","100000","50000","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","Active","1"
"2018","IBG LLC dba Interactive Brokers Group","One Pickwick Plaza","Greenwich","CT","06830","Manufacturing","523120","No","2018-06-25T00:00:00.000","5000000","0","5000000","46057094","41057094","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Indeed, Inc.","177 Broad Street","Stamford","CT","06901","Manufacturing","561311","No","2017-12-14T00:00:00.000","0","7000000","7000000","26500000","19500000","Manufacturing Assistance Act/ URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2019","Indeed, Inc.","177 Broad Street","Stamford","CT","06901","Service Company","561311","No","2019-04-25T00:00:00.000","0","10000000","10000000","75000000","65000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Industrial Heater Corp.","30 Knotter Drive","Cheshire","CT","06410","Manufacturing","333994","No","2017-08-01T00:00:00.000","0","543000","543000","1788000","1245000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Infinity Hall Hartford, LLC","25 New Britain Avenue","Unionville","CT","06085","Manufacturing","711190","No","2014-08-29T00:00:00.000","0","1800000","1800000","6671200","4871200","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","See EXP","$   1,250,000","See EXP","Active","1"
"2019","Infosys Limited","One World Trade Center, Suite A, 79th Floor","New York","NY","10007","Technology Services & Consulting","541511","No","2019-01-24T00:00:00.000","18000000","0","18000000","41064000","23064000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2012","Inline Plastics Corporation","42 Canal Street","Shelton","CT","06484","Manufacturing","326199","No","2011-07-06T00:00:00.000","0","500000","500000","1550070","1050070","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Inspira Marketing Group LLC","50 Washington Street","Norwalk","CT","06854","Manufacturing","541613","No","2017-11-16T00:00:00.000","0","500000","500000","1330000","830000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Insurity, Inc.","170 Huyshope Avenue","Hartford","CT","06106","Manufacturing","518210","No","2015-06-05T00:00:00.000","1000000","5000000","6000000","12180505","6180505","Manufacturing Assistance Act","CH 588l","Met","$   500,000","n/a","Active","1"
"2019","ITV America, Inc.","860 Canal Street","Stamford","CT","06902","Manufacturing","512100","No","2018-08-30T00:00:00.000","0","6000000","6000000","8000000","2000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Jarden Corporation","301 Merritt 7 Corp. Park","Norwalk","CT","06850","Manufacturing","339999","No","2015-01-05T00:00:00.000","0","2000000","2000000","3028000","1028000","Manufacturing Assistance Act","CH 588l","Met","$   1,500,000","n/a","Active","1"
"2013","Jason Project, Inc.","55 Coogan Boulevard","Mystic","CT","06355","Manufacturing","813920","No","2012-10-10T00:00:00.000","0","4000000","4000000","8000000","4000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","n/a","$   3,900,000","n/a","Active","1"
"2022","Jeffco Fibres Inc.","102 Peake Brook Road","Woodstock","CT","06281","Manufacturing & Distribution","339900","No","2021-08-18T00:00:00.000","677000","0","677000","6687000","6010000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Joining Technologies, Inc.","17 Connecticut South Drive","East Granby","CT","06026","Manufacturing","339999","No","2014-10-23T00:00:00.000","0","1085850","1085850","2171700","1085850","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2012","Kaleidoscope Direct Marketing, LLC","33 Danbury Road","Wilton","CT","06897","Manufacturing","451113","No","2011-12-29T00:00:00.000","0","100000","100000","100000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2016","Kayak Software Corporation","7 Market Street","Stamford","CT","06902","Manufacturing","561610","No","2015-12-17T00:00:00.000","0","2500000","2500000","7000000","4500000","Manufacturing Assistance Act","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2015","Keno Graphic Services, Inc.","One Parrott Drive","Shelton","CT","06848","Manufacturing","323100","No","2015-06-29T00:00:00.000","0","975000","975000","2028650","1053650","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2019","KPMG, LLP","3001 Summer Street","Stamford","CT","06905","Financial Services","541211","No","2019-03-27T00:00:00.000","3000000","0","3000000","8576000","5576000","Manufacturing Assistance Act","CH 588l","Pending",,"n/a","Active","1"
"2013","Latex Foam International, LLC","510 River Road","Shelton","CT","06484","Manufacturing","423990","No","2012-07-23T00:00:00.000","0","2500000","2500000","5000000","2500000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","n/a","Active","1"
"2016","Leipold, Inc.","545 Marshall Phelps Road","Windsor","CT","06095","Manufacturing","332721","No","2015-07-08T00:00:00.000","0","3000000","3000000","8000000","5000000","Manufacturing Assistance Act","CH 588l","Met","$   1,200,000","n/a","Active","1"
"2013","Lex Products Corporation","15 Progress Drive","Shelton","CT","06484","Manufacturing","335999","No","2012-12-21T00:00:00.000","0","1500000","1500000","7500000","6000000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","$360,963 Waived","Active","1"
"2013","LifeCare, Inc.","2 Armstrong Road","Shelton","CT","06484","Manufacturing","621111","No","2012-08-27T00:00:00.000","0","1800000","1800000","3776000","1976000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Lime Rock Park, LLC","497 Lime Rock Road","Lakeville","CT","06039","Manufacturing","711212","No","2015-11-10T00:00:00.000","0","1000000","1000000","3500000","2500000","Manufacturing Assistance Act","CH 588l","Met","$   250,000","n/a","Active","1"
"2011","Liquifix, Inc.","110 Lenox Avenue","Stamford","CT","06906","Manufacturing","324191","No","2010-11-11T00:00:00.000","0","125000","125000","1000000","875000","Manufacturing Assistance Act","CH 588l","Not Met","n/a","Rate increase from 3.5% to 8.8%","Active","1"
"2019","L. M. Gill Welding & Manufacturing, LLC","1422 Tolland Turnpike","Manchester","CT","06042","Manufacturing","332710","No","2019-03-26T00:00:00.000","0","300000","300000","300000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending","n/a","n/a","Active","1"
"2017","Logan Steel, Inc.","1150 Old Colony Road","Meriden","CT","06451","Manufacturing","423510","No","2016-09-17T00:00:00.000","0","1078750","1078750","2157500","1078750","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2017","Logic Source, LLC","20 Marshall Street","Norwalk","CT","06854","Manufacturing","541618","No","2016-08-25T00:00:00.000","0","9000000","9000000","19621000","10621000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Log Storm Security, Inc. d/b/a BlackStratus","9 West Broad Street","Stamford","CT","06902","Manufacturing","511210","No","2016-06-10T00:00:00.000","0","5500000","5500000","25500000","20000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Magnetic Technologies Ltd.","31 Highland Drive","Putnam","CT","06260","Manufacturing","333900","No","2018-06-26T00:00:00.000","0","1500000","1500000","5000000","3500000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2012","Marlborough Plastics, Inc.","350 North Main Street","Marlborough","CT","06447","Manufacturing","326291","No","2012-01-18T00:00:00.000","0","320000","320000","534376","214376","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2016","Marsam Metal Finishing Company","206 Newington Avenue","New Britain","CT","06051","Manufacturing","332813","No","2015-07-08T00:00:00.000","0","1000000","1000000","2500000","1500000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Marty Gilman, Inc.","P.O. Box 97","Bozrah","CT","06334","Manufacturing","314910","No","2015-06-03T00:00:00.000","0","350000","350000","350000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2020","Matthew Warren, Inc. dba Economy Spring","95 DePaolo Drive","Southington","CT","06489","Manufacturer","332119","No","2019-10-01T00:00:00.000","0","3000000","3000000","9250000","6250000","Manufacturing Assistance Act","CH588l","Pending","n/a","n/a","Active","1"
"2016","MC Credit Partners LP","2200 Atlantic Street, 5th Floor","Stamford","CT","06902","Manufacturing","522298","Yes","2015-12-08T00:00:00.000","0","1000000","1000000","4632620","3632620","Manufacturing Assistance Act","CH 588l","Met","$   250,000","n/a","Active","1"
"2013","Med- IQ, Inc. f/k/a Medical Risk Management, LLC","21 Oak Street, Suite 310","Hartford","CT","06106","Manufacturing","541614","No","2013-05-08T00:00:00.000","80000","300000","380000","460000","80000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2015","Memry Corporation","2 Berkshire Boulevard","Bethel","CT","06801","Manufacturing","339112","No","2014-12-24T00:00:00.000","0","2750000","2750000","7941000","5191000","Manufacturing Assistance Act","CH 588l","Met","$   1,375,000","n/a","Active","1"
"2012","Menaji Worldwide, LLC","762 Kings Highway West","Southport","CT","06890","Manufacturing","325620","No","2012-02-17T00:00:00.000","0","200000","200000","550000","350000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2016","Microboard Processing, Inc.","36 Cogwheel Lane","Seymour","CT","06483","Manufacturing","334418","Yes","2015-11-02T00:00:00.000","0","1250000","1250000","3698000","2448000","Manufacturing Assistance Act","CH 588l","Met","$   625,000","n/a","Active","1"
"2018","Modelcraft Company, Inc.","50 Altair Avenue","Plymouth","CT","06782","Manufacturing","332721","No","2018-03-26T00:00:00.000","0","369000","369000","369000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending","n/a","Pending","Active","1"
"2018","Morgan Truck Body, LLC","85 Moosup Pond Road","Plainfield","CT","06374","Manufacturing","336211","No","2018-04-03T00:00:00.000","0","4000000","4000000","19132900","15132900","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Mount Sinai Genomics, Inc. dba Sema4","333 Ludlow Street, South Tower","Stamford","CT","06902","Manufacturing","621511","No","2018-06-25T00:00:00.000","0","15500000","15500000","85326000","69826000","Manufacturing Assistance Act","CH 588l","Met","$   4,500,000","n/a","Active","1"
"2014","Nalas Engineering Services, Inc.","85 Westbrook Road","Centerbrook","CT","06409","Manufacturing","325998","No","2013-08-29T00:00:00.000","100000","0","100000","200000","100000","Manufacturing Assistance Act","CH 588l","See EXP","n/a","n/a","Active","1"
"2015","Nalas Engineering Services, Inc.","85 Westbrook Road","Centerbrook","CT","06409","Manufacturing","424480","No","2015-04-21T00:00:00.000","0","400000","400000","1075000","675000","Manufacturing Assistance Act","CH 588l","See EXP","$   350,000","n/a","Active","1"
"2012","Nalas Engineering Services, Inc.","85 Westbrook Road","Centerbrook","CT","06409","Manufacturing","325998","No","2012-06-07T00:00:00.000","0","500000","500000","500000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Met","n/a","n/a","Active","1"
"2019","Nalas Engineering Services, Inc.","85 Westbrook Road","Centerbrook","CT","06409","Manufacturing","541330/541712","Yes","2018-12-21T00:00:00.000","0","999000","999000","9100000","8101000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2013","Navigators Management Company, Inc.","400 Atlantic Street","Stamford","CT","06901","Manufacturing","561110","No","2013-05-15T00:00:00.000","3500000","8000000","11500000","25000000","13500000","Manufacturing Assistance Act - First Five","CH 588l","Met","$   7,000,000","n/a","Active","1"
"2014","NBC Sports Network, LP","208 Harbor Drive","Stamford","CT","06902","Manufacturing","515210","No","2014-06-18T00:00:00.000","0","26000000","26000000","127850623","101850623","Manufacturing Assistance Act - First Five","CH 588l","Met","$   26,000,000","n/a","Active","1"
"2015","Neeltran, Inc.","71 Picket District Road","New Milford","CT","06776","Manufacturing","335999","No","2014-08-06T00:00:00.000","0","750000","750000","1750000","1000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Nerac, Inc.","1 Technology Drive","Tolland","CT","06084","Manufacturing","541990","No","2017-07-25T00:00:00.000","0","600000","600000","1200000","600000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2011","Nestle Waters North America, Inc.","900 Long Ridge Road, Building 2","Stamford","CT","06902","Manufacturing","312111","No","2010-12-13T00:00:00.000","0","4000000","4000000","27800000","23800000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   2,500,000","n/a","Active","1"
"2019","New England Airfoil Products, Inc.","36 Spring Street","Farmington","CT","06032","Manufacturing","333611/336412","No","2019-05-24T00:00:00.000","0","2000000","2000000","10960000","8960000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2016","New England Airfoil Products, Inc.","36 Spring Lane","Farmington","CT","06032","Manufacturing","333611","No","2016-05-20T00:00:00.000","0","3000000","3000000","10476000","7476000","Manufacturing Assistance Act","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2014","NewOak Credit Services LLC nka Oak Branch Advisors, LLC","39 Old Ridgebury Road","Danbury","CT","06810","Manufacturing","523930","No","2013-08-14T00:00:00.000","0","3000000","3000000","13079121","10079121","Manufacturing Assistance Act","CH 588l","Not Met","n/a","$   1,710,000.00","Active","1"
"2012","Noank Shipyard, Inc.","145 Pearl Street","Noank","CT","06340","Manufacturing","336611","No","2011-12-22T00:00:00.000","0","150000","150000","150000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2016","Northeast Laser Engraving, Inc. n/k/a Biomerics NLE","246C Main Street","Monroe","CT","06468","Manufacturing","332110","No","2015-07-22T00:00:00.000","0","700000","700000","1850000","1150000","Manufacturing Assistance Act","CH 588l","Met","$   200,000","n/a","Active","1"
"2015","Novitex Enterprise Solutions, Inc.","300 First Stamford Place","Stamford","CT","06902","Manufacturing","561110","No","2015-03-12T00:00:00.000","0","5000000","5000000","11437718","6437718","Manufacturing Assistance Act","CH 588l","Met","$   5,000,000","n/a","Active","1"
"2013","Nufern, Inc.","7 Airport Road","East Granby","CT","06026","Manufacturing","335921","No","2013-03-21T00:00:00.000","0","4000000","4000000","12000000","8000000","Manufacturing Assistance Act","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2013","OEM Controls, Inc.","10 Controls Drive","Shelton","CT","06484","Manufacturing","335314","No","2012-08-14T00:00:00.000","0","500000","500000","2358717","1858717","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   200,000","n/a","Active","1"
"2018","Okay Industries, Inc.","245 New Park Drive","Berlin","CT","06037","Manufacturing","339112","No","2018-04-12T00:00:00.000","0","2500000","2500000","12580000","10080000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Oxford Performance Materials, Inc.","30 South Satellite Road","South Windsor","CT","06074","Manufacturing","325211","No","2016-02-26T00:00:00.000","0","10000000","10000000","33100000","23100000","Manufacturing Assistance Act","CH 588l","N/a, loan pd off","n/a","n/a","Active","1"
"2014","Oxford Performance Materials, Inc.","30 South Satellite Road","South Windsor","CT","06074","Manufacturing","325211","No","2014-03-13T00:00:00.000","0","3200000","3200000","9500000","6300000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Special Conditions","n/a","n/a","Active","1"
"2018","P2 Science, Inc.","4 Research Drive","Woodbridge","CT","06525","Manufacturing","325998","No","2018-02-01T00:00:00.000","0","1200000","1200000","3200000","2000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2014","PayVeris, LLC","100 Great Meadow","Wethersfield","CT","06109","Manufacturing","423430","No","2013-08-14T00:00:00.000","0","1250000","1250000","3500000","2250000","Manufacturing Assistance Act","CH 588l","Not Met","$   - 0","$   800,000","Active","1"
"2013","Peter Paul Electronics Co., Inc.","480 John Downey Drive, P.O. Box 1180","New Britain","CT","06050","Manufacturing","332911","No","2012-11-02T00:00:00.000","250000","2500000","2750000","4100600","1350600","Manufacturing Assistance Act","CH 588l","Met","$   1,500,000","n/a","Active","1"
"2018","Pine Lake Investments, Inc.","239 Ballard Drive","West Hartford","CT","06119","Manufacturing","541715","No","2018-01-31T00:00:00.000","0","400000","400000","2265154","1865154","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending","n/a","n/a","Active","1"
"2020","Pinpoint Promotions & Printing, LLC","54 Hancock Street","Stratford","CT","06615","Service Company","541800","No","2019-12-19T00:00:00.000","0","198250","198250","1488750","1290500","Manufacturing Assistance Act","CH588l","n/a","n/a","n/a","Active","1"
"2015","Pitney Bowes, Inc.","1 Elmcroft Road","Stamford","CT","06926","Manufacturing","333318","No","2014-08-14T00:00:00.000","1000000","15000000","16000000","25100000","9100000","Manufacturing Assistance Act - First Five/URA Tax Credits","CH 588l","Met","$   10,000,000","n/a","Active","1"
"2014","Polamer Precision, Inc.","105 Alton Brooks Way","New Britain","CT","06053","Manufacturing","336413","No","2013-11-06T00:00:00.000","0","3000000","3000000","12055000","9055000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2017","Polamer Precision, Inc.","105 Alton Brooks Way","New Britain","CT","06053","Defense","332710","No","2017-01-03T00:00:00.000","500000","9500000","10000000","46000000","36000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2019","Porter and Chester Institute, Inc.","30 Waterchase Drive","Rocky Hill","CT","06067","Other","611310","No","2019-02-25T00:00:00.000","476000","0","476000","3739600","3263600","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Praxair, Inc.","10 Riverview Drive","Danbury","CT","06810","Industrial Gas Manufacturing","325120","No","2016-01-21T00:00:00.000","0","10000000","10000000","69700000","59700000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   7,500,000","n/a","Active","1"
"2018","Preferred Display Inc. (PDI)","215 Moody Road","Enfield","CT","06082","Manufacturing","321210","No","2017-11-29T00:00:00.000","0","4000000","4000000","9292842","5292842","Manufacturing Assistance Act/MAA Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Premier Manufacturing Group, Inc. dba Electri-Cable Assemblies","10 Mountain View Drive","Shelton","CT","06484","Manufacturing","335999","No","2015-11-10T00:00:00.000","0","300000","300000","600000","300000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Met","$   150,000","n/a","Active","1"
"2017","Prestige Companion & Homemakers, LLC","1449 Old Waterbury Road, Suite 307","Southbury","CT","06488","Manufacturing","621610","Yes","2017-05-31T00:00:00.000","0","100000","100000","224500","124500","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Pricewaterhouse Coopers LLP","300 Atlantic Street","Stamford","CT","06901","Manufacturing","541511","No","2018-02-26T00:00:00.000","9000000","0","9000000","20000000","11000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Ramar Hall Inc.","26 Old Indian Train","Middlefield","CT","06455","Manufacturing","336411","No","2016-01-08T00:00:00.000","0","301465","301465","301465","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2015","R & D Dynamics Corporation","15 Barber Pond Road","Bloomfield","CT","06002","Manufacturing","334511","Yes","2015-01-22T00:00:00.000","0","2300000","2300000","4600000","2300000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2017","Regional Energy Holdings, Inc.","535 Connecticut Avenue","Norwalk","CT","06854","Manufacturing","221122","No","2016-12-23T00:00:00.000","100000","8000000","8100000","29100000","21000000","Manufacturing Assistance Act/ URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2018","RSM US, LLP","850 Canal Street","Stamford","CT","06902","Manufacturing","541211","No","2017-12-15T00:00:00.000","1000000","0","1000000","5870000","4870000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Sardilli Produce & Dairy Co., Inc.","212 Locust Street","Hartford","CT","06114","Manufacturing","424480","No","2018-06-27T00:00:00.000","0","5000000","5000000","25000000","20000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2013","Satellite Tool & Machine Co., Inc.","185 Commerce Way","South Windsor","CT","06074","Manufacturing","336412","No","2013-05-21T00:00:00.000","100000","300000","400000","800000","400000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2017","SCA Pharmaceuticals, LLC dba SCA Pharmaceuticals","755 Rainbow Road","Windsor","CT","06095","Manufacturing","325412","No","2017-06-12T00:00:00.000","0","8500000","8500000","19472689","10972689","Manufacturing Assistance Act","CH 588l","Met","$   2,250,000","n/a","Active","1"
"2012","Schwerdtle Stamp Company","166 Elm Street","Bridgeport","CT","06604","Manufacturing","339940","Yes","2011-08-15T00:00:00.000","0","310000","310000","310000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2021","Sea Research Foundation, Inc., d/b/a Mystic Aquarium","55 Coogan Boulevard","Mystic","CT","06355","Other","712130","No","2020-08-27T00:00:00.000","0","7000000","7000000","15500000","8500000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Seven Stars Cloud Group, Inc.","1700 and 1800 Asylum Avenue","West Hartford","CT","06111","Manufacturing","541611","No","2018-06-29T00:00:00.000","0","10000000","10000000","283300000","273300000","Manufacturing Assistance Act Revolving Loan Fund- First Five","CH 588l","Pending","n/a","n/a","Active","1"
"2019","Sheffield Pharmaceuticals, LLC","170 Broad Street","New London","CT","06320","Manufacturer","325412","Yes","2018-11-08T00:00:00.000","0","450000","450000","1200000","750000","Manufacturing Assistance Act","CH 588l","Met","$   200,000","n/a","Active","1"
"2016","Sign Pro, Inc.","168 Stanley Street","New Britain","CT","06051","Manufacturing","332900","No","2015-12-08T00:00:00.000","0","950000","950000","3086564","2136564","Manufacturing Assistance Act","CH 588l","Met","$   200,000","n/a","Active","1"
"2013","Spectrix Analytical Services, LLC","410 Sackett Point Road, Building 20","North Haven","CT","06473","Manufacturing","541380","Yes","2013-05-21T00:00:00.000","100000","250000","350000","700000","350000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
