"manifest","dtshipp","batch_numbers","genepa","genname","gensitestreetaddress","gensitetown","gensitezipcode","wasteoccr","usdot","contno","contty","qty","wtvol","epa_waste_codes","copies","tsdfepa","tsdfname","tsdfstreetaddress","tsdftown","tsdfzipcode","tsdfcountry","tran1epa","tran1name","tran1streetaddress","tran1town","tran1state","tran1zipcode","tran1country","tran2epa","tran2name","tran2streetaddress","tran2town","tran2state","tran2zipcode","tran2country","genmailaddress","genmailtown","genmailstate","genmailzipcode","discrep","recdate","tr2date","altfacepa","altfacname","altfacstreetaddress","altfactown","altfacstate","altfaczip","altfacdate","tsdfstate","uniquekey"
"CTA0000686","1984-11-29T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","018","DN","6300","P","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREES RD","DANBURY","06810","USA","CTD064827694","HARRISON ASPHALT CONSTRUCTION INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1984-11-29T00:00:00.000",,,,,,,,,"CT","CTA00006861"
"CTA0000687","1985-01-23T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","018","DM","6300","P","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREE RD","DANBURY","06810","USA","CTD064827694","HARRISON ASPHALT CONSTRUCTION INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-01-23T00:00:00.000",,,,,,,,,"CT","CTA00006871"
"CTA0000689","1984-12-12T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","WASTE CORROSIVE LIQUID NOS","009","DM","495","G","D002","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORP",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1984-12-12T00:00:00.000",,,,,,,,,"CT","CTA00006891"
"CTA0000690","1985-02-07T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","015","DM","5250","P","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREE RD","DANBURY","06810","USA","CTD064827694","HARRISON ASPHALT CONSTRUCTION INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-02-07T00:00:00.000",,,,,,,,,"CT","CTA00006901"
"CTA0000691","1985-03-04T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","018","DM","4300","P","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREE RD","DANBURY","06810","USA","CTD064827694","HARRISON ASPHALT CONSTRUCTION INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-03-04T00:00:00.000",,,,,,,,,"CT","CTA00006911"
"CTA0000692","1985-03-28T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","013","DM","4550","P","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREE RD","DANBURY","06810","USA","CTD064827694","HARRISON ASPHALT CONSTRUCTION INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-03-28T00:00:00.000",,,,,,,,,"CT","CTA00006921"
"CTA0000695","1985-05-20T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","WASTE TRICHLOROETHANE","007","DM","390","G","F001","2","MAD019371079","GENERAL CHEMICAL CORPORATION","133 LELAND STREET","FRAMINGHAM","01701","USA","CTD055310759","HUBBARD HALL, INC.",,,"CT",,"USA","MAD019371079","GENERAL CHEMICAL CORPORATION,",,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-05-23T00:00:00.000","1985-05-22T00:00:00.000",,,,,,,,"MA","CTA00006951"
"CTA0000696","1985-06-27T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID, NOS","001","TP","15","Y","F006","2","CND000000002","STABLEX CANADA LTD","760 BLVD INDUSTRIEL","BLAINVILLE","00000","CA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-06-28T00:00:00.000",,,,,,,,,"QC","CTA00006961"
"CTA0000697","1985-08-22T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","SPENT SILVER CYANIDE SOLUTION","003","DM","165","G","D003","1","CTD001184894","AMERICAN CHEMICAL & REFINING CO","36 SHEFFIELD ST","WATERBURY","06704","USA","CTD981069099","L P M TRUCKING CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-08-22T00:00:00.000",,,,,,,,,"CT","CTA00006971"
"CTA0000698","1985-09-16T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","SPENT CYANIDE SOLUTION NOS","006","DM","330","G","F007","1","CTD001184894","AMERICAN CHEMICAL & REFINING CO","36 SHEFFIELD ST","WATERBURY","06704","USA","CTD981069099","L P M TRUCKING CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-09-16T00:00:00.000",,,,,,,,,"CT","CTA00006981"
"CTA0000699","1985-09-24T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","001","TT","7","Y","F006","2","CND000000002","STABLEX CANADA LTD","760 BLVD INDUSTRIEL","BLAINVILLE",,"CA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810",,,,,,,,,,,"QC","CTA00006991"
"CTA0000700","1985-12-02T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","WASTE CORROSIVE LIQUID, NOS SOLUTION","002","DM","100","G","D002","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-12-02T00:00:00.000",,,,,,,,,"CT","CTA00007001"
"CTA0000700","1985-12-02T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","2","WASTE CORROSIVE LIQUID, NOS, SOLUTION","001","DM","55","G","D002","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-12-02T00:00:00.000",,,,,,,,,"CT","CTA00007002"
"CTA0000701","1985-12-17T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID NOS","001","TT","13680","P","F006","2","CND000000002","STABLEX CANADA LTD","760 BLVD INDUSTRIEL","BLAINVILLE",,"CA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","U","1985-12-18T00:00:00.000",,,,,,,,,"QC","CTA00007011"
"CTA0000702","1985-12-16T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","HAZARDOUS WASTE LIQUID NOS","006","DM","330","G","F001","2","MAD053452637","CLEAN HARBORS INC OF BRAINTREE","385 QUINCEY AVENUE   BRAINTREE",,"02184","USA","MAD039322250","CLEAN HARBORS, INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","Y","1985-12-23T00:00:00.000",,,,,,,,,"MA","CTA00007021"
"CTA0000702","1985-12-16T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","2","HAZARDOUS WASTE LIQUID NOS","005","DM","275","G","F001","2","MAD053452637","CLEAN HARBORS INC OF BRAINTREE","385 QUINCEY AVENUE   BRAINTREE",,"02184","USA","MAD039322250","CLEAN HARBORS, INC",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","Y","1985-12-23T00:00:00.000",,,,,,,,,"MA","CTA00007022"
"CTA0000704","1985-12-20T00:00:00.000","999999","CTD001181783","BUNKER RAMOORP ANA R F OPERATIONS","33 E FRANKLIN ST","DANBURY","06810","1","SPENT CYANIDE SOLUTION NOS","005","DM","195","G","F007","1","CTD001184894","AMERICAN CHEMICAL & REFINING CO","36 SHEFFIELD ST","WATERBURY","06704","USA","CTD981069099","L P M TRUCKING CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","33 E FRANKLIN ST","DANBURY","CT","06810","N","1985-12-23T00:00:00.000",,,,,,,,,"CT","CTA00007041"
"CTA0000711","1984-10-12T00:00:00.000","999999","CTD075397992","ELECTRONICS METAL FINISHING CORP","88 TAYLOR ST","DANBURY","06810","1","HAZARDOUS WASTE SOLID, NOS","009","DM","1","Y","F006","1","CTD000841163","DANBURY LANDFILL","PLUMBTREES RD","DANBURY","06810","USA","CTD075397992","ELECTRONICS METAL FINISHING CORP",,,"CT",,"USA",,,,,"CT",,"USA","88 TAYLOR ST","DANBURY","CT","06810","N","1984-10-12T00:00:00.000",,,,,,,,,"CT","CTA00007111"
"CTA0000721","1984-11-06T00:00:00.000","999999","CTD001139047","JACOBS MFGO","22 EAST DUDLEY TOWN RD","BLOOMFIELD","06002","1","WASTE 1,1,1, TRICHLOROETHANE","12","DM","660","G","F001","1","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL","260 CHAPEL RD","SOUTH WINDSOR","06074","USA","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL",,,"CT",,"USA",,,,,"CT",,"USA","22 EAST DUDLEY TOWN RD","BLOOMFIELD","CT","06002","N","1984-11-13T00:00:00.000",,,,,,,,,"CT","CTA00007211"
"CTA0000723","1985-01-21T00:00:00.000","999999","CTD001139047","JACOBS MFGO","22 EAST DUDLEY TOWN RD","BLOOMFIELD","06002","1","WASTE 111 TRICHLOROETHANE","010","DM","550","G","F001","1","CTD010168870","GOLD SHIELD SOLVENTS DIV OF DETREX CHEMICAL IND","260 CHAPEL RD","SOUTH WINDSOR","06074","USA","CTD010168870","GOLD SHIELD SOLVENTS, DIV. OF DETREX CHEMICAL IND.",,,"CT",,"USA",,,,,"CT",,"USA","22 EAST DUDLEY TOWN RD","BLOOMFIELD","CT","06002","N","1985-01-21T00:00:00.000",,,,,,,,,"CT","CTA00007231"
"CTA0000729","1984-09-25T00:00:00.000","999999","CTD095525952","JACOBS MFG  CO","1 JACOBS RD","WEST HARTFORD","06110","1","WASTE TRICHLOROETHANE, 1,1,1","027","DM","1650","G","F001","1","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL","260 CHAPEL RD","SOUTH WINDSOR","06074","USA","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL",,,"CT",,"USA",,,,,"CT",,"USA","1 JACOBS RD","WEST HARTFORD","CT","06110","N","1984-10-05T00:00:00.000",,,,,,,,,"CT","CTA00007291"
"CTA0000731","1984-12-01T00:00:00.000","999999","CTD095525952","JACOBS MFG CO  INC","1 JACOBS RD","WEST HARTFORD","06110","1","WASTE TRICHLOROETHANE","040","DR","2200","G","F001","1","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL","260 CHAPEL RD","SOUTH WINDSOR","06074","USA","CTD010168870","GOLD SHIELD SOLVENTS DIV DETREX CHEMICAL",,,"CT",,"USA",,,,,"CT",,"USA","1 JACOBS RD","WEST HARTFORD","CT","06110","N","1984-12-10T00:00:00.000",,,,,,,,,"CT","CTA00007311"
"CTA0000739","1985-03-05T00:00:00.000","999999","CTD095525952","JACOBS MFG CO","1 JACOBS RD","WEST HARTFORD","06110","1","WASTE TRICHLOROETHANE 111","024","DM","1320","G","F001","1","CTD010168870","GOLD SHIELD SOLVENTS DIV OF DETREX CHEMICAL IND","260 CHAPEL RD","SOUTH WINDSOR","06074","USA","CTD010168870","GOLD SHIELD SOLVENTS, DIV. OF DETREX CHEMICAL IND.",,,"CT",,"USA",,,,,"CT",,"USA","1 JACOBS RD","WEST HARTFORD","CT","06110","N","1985-03-07T00:00:00.000",,,,,,,,,"CT","CTA00007391"
"CTA0000740","1985-10-29T00:00:00.000","999999","CTD001148527","ELECTRO-FLEX HEAT INC","NORTHWOOD IND PARK","BLOOMFIELD","06002","1","WASTE FERRIC CHLORIDE SOLUTION, MATERIAL","001","TT","1400","G","D002","1","CTD093616613","ENVIRITE CORP","OLD RD","THOMASTON","06787","USA","CTD093616613","ENVIRITE CORP",,,"CT",,"USA",,,,,"CT",,"USA","NORTHWOOD INDUSTRIAL PARK","BLOOMFIELD","CT","06002","N","1985-10-29T00:00:00.000",,,,,,,,,"CT","CTA00007401"
"CTA0000752","1984-12-12T00:00:00.000","999999","CTD082673211","MILFORD BARREL CO  INC","100 WARWICK ST","NEW HAVEN","06513","1","HAZARDOUS WASTE LIQUID NOS","003","DM","165","G","D006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD082673211","MILFORD BARREL CO",,,"CT",,"USA",,,,,"CT",,"USA","100 WARWICK ST","NEW HAVEN","CT","06513","N","1984-12-12T00:00:00.000",,,,,,,,,"CT","CTA00007521"
"CTA0000756","1985-03-29T00:00:00.000","999999","CTD082673211","MILFORD BARREL CO","100 WARWICK ST","NEW HAVEN","06513","1","HAZARDOUS WASTE LIQUID, NOS","002","DM","110","G","D006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD082673211","MILFORD BARREL CO., INC.",,,"CT",,"USA",,,,,"CT",,"USA","100 WARWICK ST","NEW HAVEN","CT","06513","N","1985-03-29T00:00:00.000",,,,,,,,,"CT","CTA00007561"
"CTA0000757","1985-06-27T00:00:00.000","999999","CTD082673211","MILFORD BARREL CO","100 WARWICK ST","NEW HAVEN","06513","1","HAZARDOUS WASTE LIQUID, NOS","002","DM","110","G","D006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD981065758","EVER CLEAR ENVIRONMENTAL SERVICE, INC.",,,"CT",,"USA",,,,,"CT",,"USA","100 WARWICK ST","NEW HAVEN","CT","06513","N","1985-06-27T00:00:00.000",,,,,,,,,"CT","CTA00007571"
"CTA0000758","1985-09-24T00:00:00.000","999999","CTD082673211","MILFORD BARREL CO","100 WARWICK ST","NEW HAVEN","06513","1","HAZARDOUS WASTE LIQUID NOS","003","DM","165","G","D006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD981065758","EVER CLEAR ENVIRONMENTAL SERVICE, INC.",,,"CT",,"USA",,,,,"CT",,"USA","100 WARWICK ST","NEW HAVEN","CT","06513","N","1985-09-24T00:00:00.000",,,,,,,,,"CT","CTA00007581"
"CTA0000759","1984-09-25T00:00:00.000","999999","CTD082673211","MILFORD BARREL CO  INC","100 WARWICK ST","NEW HAVEN","06513","1","HAZARDOUS WASTE LIQUID N.O.S.","2","DM","110","G","D008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","100 WARWICK ST","NEW HAVEN","CT","06513","N","1984-09-25T00:00:00.000",,,,,,,,,"CT","CTA00007591"
"CTA0000760","1984-10-19T00:00:00.000","999999","CTP000001186","EL FUEGO CORP","181 EAST AURORA ST","WATERBURY","06708","1","WASTE FLAMMABLE LIQUID N.O.S.","17","DM","935","G","D001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NE","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NE",,,"CT",,"USA",,,,,"CT",,"USA","181 EAST AURORA ST","WATERBURY","CT","06708","N","1984-10-19T00:00:00.000",,,,,,,,,"CT","CTA00007601"
"CTA0000766","1984-09-20T00:00:00.000","999999","CTD095529954","CEROCK WIRE & CABLE A K A ROCKBESTOS CO","BRADLEY PARK RD","EAST GRANBY","06026","1","HAZARDOUS WASTE LIQUID N.O.S.","1","TT","6900","G","D007","2","NJD002385730","EI DUPONT DE NEMOURS & CO","CHAMBERS WORKS","DEEPWATER","08033","USA","CTD980671713","GOODSON ASSOCIATES",,,"CT",,"USA",,,,,"CT",,"USA","BRADLEY PARK RD","EAST GRANBY","CT","06026","N","1984-09-20T00:00:00.000",,,,,,,,,"NJ","CTA00007661"
"CTA0000767","1984-10-09T00:00:00.000","999999","CTD095529954","CEROCK WIRE & CABLE A K A ROCKBESTOS CO","BRADLEY PARK RD","EAST GRANBY","06026","1","HAZARDOUS WASTE LIQUID, NOS","001","TT","6400","G","D007","2","NJD002385730","EI DUPONT DE NEMOURS & CO","CHAMBERS WORKS","DEEPWATER","08033","USA","CTD980671713","GOODSON ASSOCIATES",,,"CT",,"USA",,,,,"CT",,"USA","BRADLEY PARK RD","EAST GRANBY","CT","06026","N","1984-10-09T00:00:00.000",,,,,,,,,"NJ","CTA00007671"
"CTA0000769","1984-11-23T00:00:00.000","999999","CTD095529954","CEROCK WIRE & CABLE A K A ROCKBESTOS CO","BRADLEY PARK RD","EAST GRANBY","06026","1","HAZARDOUS WASTE  LIQUID, NOS","001","TT","6000","G","D007","2","NJD002385730","EI DUPONT DE NEMOURS & CO","CHAMBERS WORKS","DEEPWATER","08033","USA","CTD980671713","GOODSON ASSOCIATES",,,"CT",,"USA",,,,,"CT",,"USA","BRADLEY PARK RD","EAST GRANBY","CT","06026","N","1984-11-23T00:00:00.000",,,,,,,,,"NJ","CTA00007691"
"CTA0000772","1984-10-29T00:00:00.000","999999","CTD095529954","CEROCK WIRE & CABLE A K A ROCKBESTOS CO","BRADLEY PARK RD","EAST GRANBY","06026","1","HAZARDOUS WASTE LIQUID, NOS","001","TT","5900","G","D007","2","NJD002385730","EI DUPONT DE NEMOURS & CO","CHAMBERS WORKS","DEEPWATER","08033","USA","CTD980671713","GOODSON ASSOCIATES",,,"CT",,"USA",,,,,"CT",,"USA","BRADLEY PARK RD","EAST GRANBY","CT","06026","N","1984-10-29T00:00:00.000",,,,,,,,,"NJ","CTA00007721"
"CTA0000774","1984-10-16T00:00:00.000","999999","CTD001149723","CRESCENT MFGO","700 GEORGE WASHINGTON TNPKE","BURLINGTON","06013","1","CORROSIVE LIQUID NOS","001","TT","5400","G","D002","1","NJD002385730","EI DUPONT DE NEMOURS & CO","CHAMBERS WORKS","DEEPWATER","08033","USA","CTD980671713","GOODSON ASSOCIATES",,,"CT",,"USA",,,,,"CT",,"USA","700 GEORGE WASHINGTON TNPKE","BURLINGTON","CT","06013","N","1984-10-16T00:00:00.000",,,,,,,,,"NJ","CTA00007741"
"CTA0000775","1985-03-26T00:00:00.000","999999","CTD991166875","CEROCK WIRE & CABLE AKA ROCKBESTOS","285 NICOLL ST","NEW HAVEN",,"1","WASTE METHYLENE CHLORIDE","014","DM","770","G","F001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 NICOLL ST","NEW HAVEN","CT",,"N","1985-03-26T00:00:00.000",,,,,,,,,"CT","CTA00007751"
"CTA0000775","1985-03-26T00:00:00.000","999999","CTD991166875","CEROCK WIRE & CABLE AKA ROCKBESTOS","285 NICOLL ST","NEW HAVEN",,"2","WASTE METHYLENE CHLORIDE","006","DM","330","G","F001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 NICOLL ST","NEW HAVEN","CT",,"N","1985-03-26T00:00:00.000",,,,,,,,,"CT","CTA00007752"
"CTA0000776","1985-01-03T00:00:00.000","999999","CTD001166875","CEROCK WIRE &ABLE AKA ROCKBESTOS","285 NICOLL ST","NEW HAVEN","06511","1","WASTE METHYLENE CHLORIDE","024","DM","1320","G","D001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 NICOLL ST","NEW HAVEN","CT","06511","N","1985-01-03T00:00:00.000",,,,,,,,,"CT","CTA00007761"
"CTA0000783","1985-07-08T00:00:00.000","999999","CTD001166875","CEROCK WIRE &ABLE AKA ROCKBESTOS","285 NICOLL ST","NEW HAVEN","06511","1","WASTE METHYLENE CHLORIDE (WITH WATER)","017","DR","1210","G","F001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 NICOLL ST","NEW HAVEN","CT","06511","Y","1985-07-08T00:00:00.000",,,,,,,,,"CT","CTA00007831"
"CTA0000783","1985-07-08T00:00:00.000","999999","CTD001166875","CEROCK WIRE &ABLE AKA ROCKBESTOS","285 NICOLL ST","NEW HAVEN","06511","2","WASTE METHYLENE CHLORIDE (WITH WATER)","005","DR","275","G","F001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND INC","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NEW ENGLAND, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","285 NICOLL ST","NEW HAVEN","CT","06511","Y","1985-07-08T00:00:00.000",,,,,,,,,"CT","CTA00007832"
"CTA0000883","1984-10-22T00:00:00.000","999999","CTD001168137","IDEAL MFGO SUBSIDIARY OFIRSCHO","RT 42 - PINES BRIDGE RD","BEACON FALLS","06403","1","HAZARDOUS WASTE LIQUID NOS.","1","TT","3500","G","F006","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORP",,,"CT",,"USA",,,,,"CT",,"USA","RT 42 - PINES BRIDGE RD","BEACON FALLS","CT","06403","N","1984-10-22T00:00:00.000",,,,,,,,,"CT","CTA00008831"
"CTA0000887","1984-11-26T00:00:00.000","999999","CTD001139997","HOLOROMEO","BROOK ST","WEST HARTFORD","06110","2","WASTE FLAMMABLE SOLID NOS","004","DM","220","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1984-11-26T00:00:00.000",,,,,,,,,"CT","CTA00008872"
"CTA0000887","1984-11-26T00:00:00.000","999999","CTD001139997","HOLOROMEO","BROOK ST","WEST HARTFORD","06110","3","WASTE CORROSIVE SOLID NOS","001","DM","55","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1984-11-26T00:00:00.000",,,,,,,,,"CT","CTA00008873"
"CTA0000888","1984-11-26T00:00:00.000","999999","CTD001139997","HOLOROMEO","BROOK ST","WEST HARTFORD","06110","1","HAZARDOUS WASTE LIQUID NOS","001","DM","55","G","F006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1984-11-26T00:00:00.000",,,,,,,,,"CT","CTA00008881"
"CTA0000892","1985-01-25T00:00:00.000","999999","CTD001139997","HOLOROMEO","31 BROOK ST","WEST HARTFORD","06133","1","111 CHLOROTHANE MIXTURE","016","DM","880","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES, INC.",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1985-01-25T00:00:00.000",,,,,,,,,"CT","CTA00008921"
"CTA0000892","1985-01-25T00:00:00.000","999999","CTD001139997","HOLOROMEO","31 BROOK ST","WEST HARTFORD","06133","2","HAZARDOUS WASTE SOLIDS NOS","002","DM","110","G","F007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES, INC.",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1985-01-25T00:00:00.000",,,,,,,,,"CT","CTA00008922"
"CTA0000892","1985-01-25T00:00:00.000","999999","CTD001139997","HOLOROMEO","31 BROOK ST","WEST HARTFORD","06133","3","HAZARDOUS WASTE SOLIDS NOS","001","DM","55","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES, INC.",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","N","1985-01-25T00:00:00.000",,,,,,,,,"CT","CTA00008923"
"CTA0000896","1985-03-11T00:00:00.000","999999","CTD001139997","HOLOROMEO","31 BROOK ST","WEST HARTFORD","06133","1","WASTE 1,1,1 TRICHLOROTHANE","016","DM","720","G","F001","2","MAD001114214","HAMPDEN COLOR & CHEMICAL COMPANY","126 MEMORIAL DRIVE","SPRINGFIELD","01104","USA","MAD001114214","HAMPDEN COLOR & CHEMICAL COMPANY,",,,"CT",,"USA",,,,,"CT",,"USA","BROOK ST","WEST HARTFORD","CT","06110","Y","1985-03-14T00:00:00.000",,,,,,,,,"MA","CTA00008961"
