"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-121.6960000003 43.46959999964)","851121W","KNOR","#N\A","#N\A","private road","PRIVATE ROAD","2","1","220422","999999","14","410350796","857620","0000.00","14","1",,"43.469551","-121.69565","2","4141035","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=851121W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=851121W","164033","41","41035","0","1","0","5416783658","5414804644","GILCHRIST KN","1","KNOR","Primary","0","0","0","0","0","0","1","0",,"2022-04-22T00:00:00.000Z","2022-04-22T11:23:31.000Z","2",,"1970","OREGON","OR","KLAMATH","GILCHRIST"
"POINT (-84.981300000095 41.6719999997)","509321T","IN","FREMONT","#N\A","CR-200N","COUNTY ROAD 200N","3","1","210525","999999","14","181510160","361150","0030.13","12",,,"41.6720054","-84.9813027","1","1818151","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=509321T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=509321T","211861","18","18151","0","2","0","5174394677","8554394677","ANGOLA","1","IN","Primary","1","0","1","0","0","0","0","0","8","2021-05-25T00:00:00.000Z","2021-05-25T14:53:28.000Z","2","4655","2018","INDIANA","IN","STEUBEN","ANGOLA"
"POINT (-87.81239999966 43.728500000375)","180315X","WSOR","Northern","SHEBOYGAN FALLS","LS","BUFFALO STREET","3","1","220602","999999","14","551174340","332155","0005.47","13",,,"43.728483","-87.812388","1","5555117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=180315X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=180315X","107858","55","55117","0","1","0","8663869321","8663869321","SHEBOYGAN FALLS","1","WSOR","Primary","0","0","1","0","0","0","0","0","4","2022-06-02T00:00:00.000Z","2022-06-02T09:11:57.000Z","2","002250","1997","WISCONSIN","WI","SHEBOYGAN","SHEBOYGAN FALLS"
"POINT (-95.36139999961 38.22120000028)","439445S","UP","Heartland","Coffeyville Sub","CR  C323","Northwest Jefferson Road","3","1","220217","999999","14","200031990",,"0366.100","11",,,"38.2212003","-95.3613605","1","2020003","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=439445S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=439445S","111776","20","20003","0","1","0","4025443721","8008488715",,"1","UP","Primary","6","5","1","0","0","0","0",,"3","2022-02-17T00:00:00.000Z","2022-02-17T16:33:47.000Z","2","000002","2016","KANSAS","KS","ANDERSON","GARNETT"
"POINT (-95.362900000435 33.016700000105)","331582V","KCS","Speedway","Greenville","CO","RD 2402","3","1","220328","999999","20","481597560","662756","0123.860","16",,,"33.016703","-95.362948","1","4848223","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=331582V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=331582V","238336","48","48223","0","1","0","3186766296","8775279464","662756","1","KCS","Primary","3","3","1","0","0","0","0","0","8","2022-03-28T00:00:00.000Z","2022-03-28T15:53:31.000Z","2","190","2003","TEXAS","TX","HOPKINS","WINNSBORO"
"POINT (-80.36100000035 35.535300000295)","724324D","NS","BLUE RIDGE","CHARLOTTE","SR 2349","ZION CHURCH ROAD","3","1","220430","999999","14","371593920","413987","0013.460","14",,,"35.5353141","-80.3609805","1","3737159","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=724324D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=724324D","36903","37","37159","0","1","0","8009464744","8009464744","ROCKWELL","1","NS","Primary","2","0","1","0","0","0","1","1","8","2022-04-30T00:00:00.000Z","2022-04-30T10:30:25.000Z","2","553","2014","NORTH CAROLINA","NC","ROWAN","ROCKWELL"
"POINT (-88.461899999585 33.779299999595)","664881X","BNSF","HEARTLAND","AMORY","Not Yet Reported by State","PRIVATE","2","1","200904","999999","14","280951043","483187","0627.648","16","1",,"33.779271","-88.461913","1","2828095","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=664881X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=664881X","193893","28","28095","0","1","0","8173521549","8008325452","HAMILTON","1","BNSF","Primary","1","1","1","0","0","0","0","0",,"2020-09-04T00:00:00.000Z","2020-09-04T00:46:41.000Z","2",,"1970","MISSISSIPPI","MS","MONROE","HAMILTON"
"POINT (-90.66100000045 42.501699999855)","376119L","DME","EAST","MARQUETTE","LOCAL","E 7TH ST","3","1","220809","999999","20","190612430","531650","0043.670","13",,,"42.501696","-90.660976","1","1919061","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=376119L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=376119L","4912","19","19061","0","1","0","8007169132","8007169132","DUBUQUE JCT","1","DME","Primary","6","6","1","0","0","0","0","0","8","2022-08-09T00:00:00.000Z","2022-08-09T13:31:09.000Z","2","200","1975","IOWA","IA","DUBUQUE","DUBUQUE"
"POINT (-81.35320000018 41.19040000026)","503546C","NS","PITTSBURGH","CLEVELAND LINE","PVT","PRIVATE ROAD","2","1","200928","999999","14","391333880","344460","0091.040","12","1",,"41.1903958","-81.3532316","1","3939133","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=503546C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=503546C","203142","39","39133","0","1","0","8009464744","8009464744","RAVENNA","1","NS","Primary","18","22","2","0","0","0","0","0",,"2020-09-28T00:00:00.000Z","2020-09-28T18:43:32.000Z","2",,"1986","OHIO","OH","PORTAGE","KENT"
"POINT (-90.0260000001 29.781899999785)","935687E","NOGC",,"BELLE CHASE",,"11331 HWY23 TRACT","2","1","120529","999999","14","220750163","649124","0014.18","13","2",,"29.78194","-90.026011","1","2222075","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=935687E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=935687E","95989","22","22075","0","2","0","5043470792","8667773388","OAK POINT","1","NOGC","Primary","0","0","0",,,,,"0","1","2012-05-29T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","000001","2010","LOUISIANA","LA","PLAQUEMINES","BELLE CHASSE"
"POINT (-90.4459999998 38.727299999995)","596332R","CMR","MIDWES","LACKLAND","Public","MCKELVEY RD","3","1","170821","999999","14","291895035","567712","0016.94","11",,,"38.727314","-90.445972","1","2929189","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=596332R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=596332R","112387","29","29189","0","1","0","7153794686","3145024334","Maryland Heights","1","CMR","Primary","2","0","1","0","0","0","0","0","7","2017-08-21T00:00:00.000Z","2017-08-21T11:36:00.000Z","2","007294","2013","MISSOURI","MO","ST LOUIS","MARYLAND HEIGHTS"
"POINT (-87.46099999965 36.444299999845)","348204B","RJCM","MEMPHIS","#N\A","NONE","PRIVATE FARM ACCESS","2","1","210804","999999","14","471251905","436160","0187.42","16","2",,"36.444257","-87.461019","1","4747125","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=348204B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=348204B","149186","47","47125","0","1","0","8598812504","8775336913","CUMBERLAND BLOCK","1","RJCM","Primary","2","0","1","0","0","0","0","0",,"2021-08-04T00:00:00.000Z","2021-08-04T07:46:35.000Z","2",,"1970","TENNESSEE","TN","MONTGOMERY","PALMYRA"
"POINT (-80.366699999705 25.88)","273421P","FEC","south","south","private","brewer asphalt","2","1","190201","999999","14","120251980",,"0004.84","14","2",,"25.879998","-80.366682","1","1212025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=273421P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=273421P","1927","12","12025","0","1",,"8005887223","8005887223","medley","1","FEC","Primary","1","0","0","0","0","0","1",,,"2019-02-01T00:00:00.000Z","2019-02-01T13:30:00.000Z","2","9999","9999","FLORIDA","FL","DADE","MEDLEY"
"POINT (-91.96579999977 34.227099999765)","788031C","UP","Mid America","Pine Bluff Sub","TBD","Byrd Street","3","1","210521","999999","22","050693150","611860","0265.630","14",,,"34.227094","-91.965789","1","055069","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=788031C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=788031C","137105","5","5069","0","1","0","4025443721","8008488715",,"1","UP","Primary","6","6","1","0","2","0","0","2","8","2021-05-21T00:00:00.000Z","2021-05-21T14:21:31.000Z","2","2700","1987","ARKANSAS","AR","JEFFERSON","PINE BLUFF"
"POINT (-81.053299999995 39.522899999635)","147522G","CSX","CENTRAL","OHIO RIVER","PRIVATE","PRIVATE ROAD","2","1","200904","999999","14","540950198","274327","0051.390","16","2",,"39.522886","-81.053328","1","5454095","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=147522G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=147522G","106524","54","54095","0","1","0","9043663051","8002320144","FRIENDLY","1","CSX","Primary","0","0","1","0","0","0","1","1",,"2020-09-04T00:00:00.000Z","2020-09-04T13:51:17.000Z","2",,"1970","WEST VIRGINIA","WV","TYLER","BENS RUN"
"POINT (-92.582900000235 47.353899999885)","251959X","WC","LAKES","MISSABE",,"EVELETH MINES","2","1","130131","999999","14","271374980","500756","0000.00","14","1",,"47.353931","-92.582887",,"2727137","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=251959X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=251959X","100879","27","27137","0","1","0",,,"FAIRLANE","1","WC","Primary","0","0","0",,,,,"0","1","2013-01-31T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1970","MINNESOTA","MN","ST LOUIS","MOUNTAIN IRON"
"POINT (-90.76880000022 33.444499999775)","296312B","CAGY","SOUTHERN REGION","CAGY","PRIVATE","PRIVATE ROAD","2","1","201116","999999","14","281331138","485285","0149.45","13",,,"33.44447","-90.768811","1","2828151","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=296312B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=296312B","205897","28","28151","0","1","0","6623297736","8774866992","HEATHMAN","1","CAGY","Primary","2","1","1","0","0","0","0","0",,"2020-11-16T00:00:00.000Z","2020-11-16T22:48:37.000Z","2","001001","1986","MISSISSIPPI","MS","WASHINGTON","HOLLY RIDGE"
"POINT (-87.824500000075 32.513099999665)","665076T","AGR","AGRR","#N\A","CITY","3RD AVE","3","1","210923","999999","14","010910900","476917","0731.30","13",,,"32.5131204","-87.8244845","1","011091","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=665076T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=665076T","234053","1","1091","0","2","0","3346273774","8774866992","DEMOPOLIS","1","AGR","Primary","2","0","1","0","0","0","0","3","3","2021-09-23T00:00:00.000Z","2021-09-23T13:20:26.000Z","2","370","2011","ALABAMA","AL","MARENGO","DEMOPOLIS"
"POINT (-86.400900000035 35.498500000275)","349276H","WHRR","#N\A","ATLANTA","na","EARL SMITH","3","1","200128","999999","14","470032200","433360","0004.64","12",,,"35.498462","-86.400881","1","4747003","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=349276H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=349276H","173435","47","47003","0","1","0","2564292275","8446531027","SHELBYVILLE","1","WHRR","Primary","2","0","1","0","0","0","0","0","4","2020-01-28T00:00:00.000Z","2020-01-28T18:00:00.000Z","2","000295","2007","TENNESSEE","TN","BEDFORD","SHELBYVILLE"
"POINT (-81.410500000375 40.455699999556)","142618E","RJCL","cleveland","CLWW","SR259","21st Street","3","1","210806","999999","14","391575030",,"0066.90","11",,,"40.455738","-81.410541","1","3939157","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=142618E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=142618E","105253","39","39157","0","1","0","8598812504","8775336913","DOVER","1","RJCL","Primary","1","0","1","0","0","0","0",,"7","2021-08-06T00:00:00.000Z","2021-08-06T09:41:52.000Z","2","003090","2003","OHIO","OH","TUSCARAWAS","MIDVALE"
"POINT (-122.51899999995 45.55420000023)","808347V","UP","Pacific Northwest","Kenton Line","Private","Private Industry-Altec","2","1","210727","999999","14","410511650","853407","0015.490","14","1",,"45.5541614","-122.5189356","1","4141051","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=808347V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=808347V","50433","41","41051","0","1","0","4025443721","8008488715",,"1","UP","Primary","4","3","1","0","0","0","0","0",,"2021-07-27T00:00:00.000Z","2021-07-27T13:46:10.000Z","2","1","1984","OREGON","OR","MULTNOMAH","PORTLAND"
"POINT (-107.7619999998 46.051699999955)","087314N","BNSF","MONTANA","FORSYTH","Not Yet Reported by State","PRIVATE","2","1","200903","999999","14","301110299","708573","0183.940","16","1",,"46.0516775","-107.761911","1","3030111","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=087314N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=087314N","199023","30","30111","0","1","0","8173521549","8008325452","WACO","1","BNSF","Primary","8","8","1","0","0","0","0","0",,"2020-09-03T00:00:00.000Z","2020-09-03T18:52:07.000Z","2",,"1970","MONTANA","MT","YELLOWSTONE","CUSTER"
"POINT (-73.508300000145 41.39119999988)","500616E","HRRC","#N\A","#N\A","ind","T-2 MEYER XING","2","1","210129","999999","20","090010170","168142","0072.97","14","1",,"41.3911666","-73.5082777","1","099001","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=500616E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=500616E","142307","9","9001","0","1","0","8608240850","8002876558","DANBURY","1","HRRC","Primary","0","0","1","0","0","0","0","0",,"2021-01-29T00:00:00.000Z","2021-01-29T13:59:23.000Z","2",,"1986","CONNECTICUT","CT","FAIRFIELD","DANBURY"
"POINT (-93.676300000345 42.724699999805)","599452S","UP","GREAT LAKES","Dows Ind Ld","R53","PAGE AVENUE","3","1","211008","999999","24","191971550","533753","0003.375","11",,,"42.7246509","-93.6763463","1","1919197","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=599452S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=599452S","227279","19","19197","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","0","0","0","0","1","0","3","2021-10-08T00:00:00.000Z","2021-10-08T16:49:59.000Z","2","70","2007","IOWA","IA","WRIGHT","CLARION"
"POINT (-73.8660000002 43.13179999997)","249447F","SCH","NORTHEAST","ADIRONDACK SUBDIVISION","L","BOCKES RD","3","1","220307","999999","21","360912402","171721","0045.86","11",,,"43.131781","-73.865992","1","3636091","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=249447F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=249447F","164844","36","36091","0","4","0","5182513959","8887834316","KINGS","1","SCH","Primary","3","0","1","0","0","0","0","0","8","2022-03-07T00:00:00.000Z","2022-03-07T10:41:44.000Z","2","000784","2013","NEW YORK","NY","SARATOGA","GREENFIELD CENTER"
"POINT (-84.25360000024 39.7740000004)","525850S","CSX","LOUISVILLE","TOLEDO","LS","GETTYSBURG AVENUE","3","1","201204","999999","14","391132090","354600","0002.120","13",,,"39.7739586","-84.253624","1","3939113","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=525850S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=525850S","215672","39","39113","0","1","0","9043663051","8002320144",,"1","CSX","Primary","0","0","0","0","0","0","1","0","8","2020-12-04T00:00:00.000Z","2020-12-04T13:50:57.000Z","2","027953","2001","OHIO","OH","MONTGOMERY","DAYTON"
"POINT (-91.574700000005 41.681499999825)","909184T","CIC","IOWA","SUBDIVISION 1","LS-99","7TH AVE","3","1","200521","999999","14","191031830","535663","0024.190","12",,,"41.681533","-91.574663","1","1919103","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=909184T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=909184T","151058","19","19103","0","1","0","3197863645","8663651715","great lakes","1","CIC","Primary","0","0","0","0","1","0","0","0","4","2020-05-21T00:00:00.000Z","2020-05-21T15:28:55.000Z","2","000623","1999","IOWA","IA","JOHNSON","CORALVILLE"
"POINT (-87.150700000105 36.806499999675)","298285N","DOD","KENTUCKY","EVANSVILLE",,"PRIVATE ROAD","2","1","920408","999999","14","210471620","297960","0129.70","14","1",,"36.806522","-87.150688",,"2121047","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=298285N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=298285N","66528","21","21047","0","2","0",,,"HOPKINSVILLE","1","DOD","Primary","0","2","1","1",,,,"1","4","1992-04-08T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","000025","1987","KENTUCKY","KY","CHRISTIAN","HOPKINSVILLE"
"POINT (-122.19099999985 37.71039999966)","751985T","UP","NORTHERN CALIFORNIA","Coast Sub","NA","PRIVATE","2","1","210720","999999","14","060013360","876452","0014.810","14","1",,"37.7104343","-122.1905477","1","066001","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=751985T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=751985T","169378","6","6001","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","0","0","0","0","1","0",,"2021-07-20T00:00:00.000Z","2021-07-20T13:21:11.000Z","2","1","1980","CALIFORNIA","CA","ALAMEDA","SAN LEANDRO"
"POINT (-96.772699999905 32.84320000038)","971198P","DART","TEXAS","DART","ST 0000","DYER STREET","3","1","170213","999999","22","481131730",,"0384.96","13",,,"32.843167","-96.772667","1","4848113","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=971198P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=971198P","78754","48","48113","0","1",,"2149286000","2149286000",,"1","DART","Primary","80","70","2","0","0","0","0",,"8","2017-02-13T00:00:00.000Z","2017-02-13T12:13:11.000Z","2","500","2016","TEXAS","TX","DALLAS","DALLAS"
"POINT (-81.83499999985 38.080900000035)","937239D","CSX","SOUTHERN WEST","COAL RIVER","YARD","DANVILLE YARD","2","1","220512","999999","14","540050650",,"0035.190","18","2",,"38.080924","-81.834989","2","5454005","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=937239D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=937239D","116561","54","54005","0","1","0","9043663051","8002320144",,"1","CSX","Primary","0","0","1","0","9","0","0","0",,"2022-05-12T00:00:00.000Z","2022-05-12T18:01:17.000Z","2",,,"WEST VIRGINIA","WV","BOONE","DANVILLE"
"POINT (-88.063099999965 45.84239999956)","388479T","ELS","NONE","MAINLINE","PVT.","PRIVATE","2","1","000325","999999","14","260432450","305942","0307.11","16","2",,"45.842442","-88.06308",,"2626043","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=388479T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=388479T","64228","26","26043","0","2","0",,,"RANDVILLE","1","ELS","Primary","0","0","0",,,,,"0",,"2000-03-25T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1970","MICHIGAN","MI","DICKINSON","IRON MOUNTAIN"
"POINT (-86.02460000019 40.19740000041)","476586A","ITMZ","WESTERN","FORT WAYNE","281ST","281st St","3","1","220620","999999","14","180570200","368422","0033.17","12",,,"40.19742","-86.02458","1","1818057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=476586A","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=476586A","391","18","18057","0","2","0","__________","__________","ATLANTA","1","ITMZ","Primary","1","0","1",,,,,"0","8","2022-06-20T00:00:00.000Z","2022-06-20T19:13:46.000Z","2","2550","2018","INDIANA","IN","HAMILTON","ATLANTA"
"POINT (-79.056900000035 42.350399999561)","265327F","NYLE","CENTERAL","YOUNGSTOWN EST","L","OAKS RD","3","1","120328","999999","14","360091456","189572","0043.80","11",,,"42.350363","-79.0568606","1","3636009","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=265327F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=265327F","95777","36","36009","0","2","0",,,"CHERRY CREEK","1","NYLE","Primary","0","0","1",,,,,"0","3","2012-03-28T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","000333","2011","NEW YORK","NY","CATTARAUGUS","DAYTON"
"POINT (-70.79960000004 42.23619999963)","921954P","MBTA","Commuter Rail","South Side","LS","Spring Street/Pond Street","3","1","220127","999999","14","250210230",,"0022.062","12",,,"42.23623","-70.79961","1","2525021","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=921954P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=921954P","12870","25","25021","0","4","1","6172228240","8005228236","North Scituate","1","MBTA","Primary","20","6","1","0","0","0","0","0","8","2022-01-27T00:00:00.000Z","2022-02-01T13:12:57.000Z","2","1200","2021","MASSACHUSETTS","MA","NORFOLK","COHASSET"
"POINT (-93.634499999975 33.65899999985)","426317W","UP","Mid America","Little Rock Sub","CORD 21","County Road 21","3","1","201114","999999","14","050571890","618350","0460.300","11",,,"33.6590045","-93.6344702","1","055057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=426317W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=426317W","205882","5","5057","0","1","0","4025443721","8008488715",,"1","UP","Primary","13","12","1","0","0","0","0","0","8","2020-11-14T00:00:00.000Z","2020-11-14T10:00:39.000Z","2","471","1989","ARKANSAS","AR","HEMPSTEAD","HOPE"
"POINT (-111.9440000004 33.414699999705)","741564E","UP","LOS ANGELES","PHOENIX SUB","TBD","13TH STREET","3","1","210909","999999","14","040130490",,"0915.310","12",,,"33.4147204","-111.9435264","1","044013","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=741564E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=741564E","88502","4","4013","0","1","1","4025443721","8008488715",,"1","UP","Primary","2","2","1","0","0","0","1","1","8","2021-09-09T00:00:00.000Z","2021-09-09T10:45:32.000Z","2","4520","2020","ARIZONA","AZ","MARICOPA","TEMPE"
