"railroadcode","railroadname","year","incidentnumber","incidentyear","incidentmonth","otherrailroadcode","otherrailroadname","otherincidentnumber","otherincidentyear","otherincidentmonth","maintenanceincicidentrai","maintenancerailroadname","maintainenanceincidentnumber","maintenanceincidentyear","maintenanceincidentmonth","gradecrossingid","date","month","day","hour","minute","ampm","time","neareststation","division","subdivision","countycode","countyname","statecode","statename","cityname","highwayname","publicprivatecode","publicprivate","highwayusercode","highwayuser","estimatedvehiclespeed","vehicledirectioncode","vehicledirection","highwayuserpositioncode","highwayuserposition","equipmentinvolvedcode","equipmentinvolved","railroadcarunitposition","equipmentstruckcode","equipmentstruck","hazmatinvolvementcode","hazmatinvolvement","hazmatreleasedbycode","hazmatreleasedby","hazmatreleasedname","hazmatreleasedquantity","hazmatreleasedmeasure","temperature","visibilitycode","visibility","weatherconditioncode","weathercondition","equipmenttypecode","equipmenttype","tracktypecode","tracktype","trackname","trackclass","numberoflocomotiveunits","numberofcars","trainspeed","estimatedrecordedspeedcode","traindirectioncode","traindirection","crossingwarningexpandedcode1","crossingwarningexpandedcode2","crossingwarningexpandedcode3","crossingwarningexpandedcode4","crossingwarningexpandedcode5","crossingwarningexpandedcode6","crossing_warning_expanded_code_7","crossing_warning_expanded_code_8","crossing_warning_expanded_code_9","crossing_warning_expanded_code_10","crossing_warning_expanded_code_11","crossing_warning_expanded_code_12","crossingwarningexpanded1","crossingwarningexpanded2","crossingwarningexpanded3","crossingwarningexpanded4","crossingwarningexpanded5","crossingwarningexpanded6","crossing_warning_expanded_7","crossing_warning_expanded_8","crossing_warning_expanded_9","crossing_warning_expanded_10","crossing_warning_expanded_11","crossing_warning_expanded_12","crossingwarningcode","crossingwarning","crossingwarningexplanationcode","crossingwarningexplanation","roadwayconditioncode","roadwaycondition","crossingwarninglocationcode","crossingwarninglocation","warningconnectedtosignal","crossingilluminated","userage","usergender","userstruckbysecondtraincode","highwayuseractioncode","highwayuseraction","driverpassedvehicle","viewobstructioncode","viewobstruction","driverconditioncode","drivercondition","driverinvehicle","userskilledforreportingr","usersinjuredforreporting","vehicledamagecost","numbervehicleoccupants","employeeskilledforreport","employeesinjuredforrepor","numberpeopleontrain","form54filed","passengerskilledforrepor","passengersinjuredforrepo","videotaken","videoused","specialstudy1","specialstudy2","narrative","totalkilledform57","totalinjuredform57","railroadtype","railroadreporting","personskilledforreportin","totalinjuredform55a","district","whistlebancode","whistleban","reportkey","reporting_railroad_company_grouping","reporting_railroad_class","reporting_railroad_smt_grouping","reporting_parent_railroad_code","reporting_parent_railroad_name","reporting_railroad_holding_company","other_railroad_grouping","other_railroad_class","other_railroad_smt_grouping","other_parent_railroad_code","other_parent_railroad_name","other_railroad_holding_company","maintenance_railroad_grouping","maintenance_railroad_class","maintenance_railroad_smt_grouping","maintenance_parent_railroad_code","maintenance_parent_railroad_name","maintenance_railroad_holding_company"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M5005","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5005","86","04","258313F","1986-04-05T00:00:00.000","04","05","11","35","AM","11:35 AM","DEERFIELD",,,"091","LENAWEE","26","MICHIGAN","DEERFIELD","SILBERHORN RD","Y","Public","B","Truck",,"4","West","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"46.0","2","Day","3","Rain","1","Freight Train","1","Main","MAIN","3","3","101","45","E","2","South",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","1500","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM5005198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","86331","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","86331","86","04","284063N","1986-04-02T00:00:00.000","04","02","11","30","PM","11:30 PM","WARREN",,,"099","MACOMB","26","MICHIGAN","WARREN","SCHOENHERR RD","Y","Public","A","Auto",,"4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"35.0","4","Dark","1","Clear","1","Freight Train","1","Main","MAIN","3","3","81","35","E","4","West","2","6",,,,,,,,,,"7","Cantilever FLS","Audible",,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","250","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","4",,,"GTW86331198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"UB","Union Belt Of Detroit","1986","642","86","02",,,,,,"UB","Union Belt Of Detroit","642","86","02","234256B","1986-02-06T00:00:00.000","02","06","10","10","AM","10:10 AM","DETROIT",,,"163","WAYNE","26","MICHIGAN","DETROIT","WYOMING AVE","Y","Public","A","Auto","15","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"5.0","2","Day","1","Clear","7","Yard/switching","1","Main","MAIN","1","1","5","3","E","3","East","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Unknown",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3S","1","0","0.0","4",,,"UB642198602",,"Class 3",,"UB","Union Belt Of Detroit","Not Assigned",,,,,,,,"Class 3",,"UB","Union Belt Of Detroit","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","86351","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","86351","86","04","282689L","1986-04-15T00:00:00.000","04","15","01","45","AM","1:45 AM","PONTIAC",,,"125","OAKLAND","26","MICHIGAN","PONTIAC","COLUMBIA AVENUE","Y","Public","B","Truck","30","3","East","3","Moving over crossing","1","Train (units pulling)","2","2","Rail equipment struck by highway user","4","Neither",,,,,,"45.0","4","Dark","1","Clear","1","Freight Train","1","Main","MAIN","2","1","15","1","E","1","North","1","3",,,,,,,,,,"6","Gates","Standard FLS",,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","15000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","4",,,"GTW86351198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","86382","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","86382","86","04","284122N","1986-04-28T00:00:00.000","04","28","06","55","PM","6:55 PM","RICHMOND",,,"099","MACOMB","26","MICHIGAN","RICHMOND","30 MILE ROAD","Y","Public","A","Auto","2","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"80.0","2","Day","2","Cloudy","1","Freight Train","1","Main","MAIN","3","3","69","45","E","4","West","7",,,,,,,,,,,"8","Crossbucks",,,,,,,,,,,"Stop signs",,,,,,,"1","Both sides","Unknown","Yes",,,"No","3","Did not stop","No","8","Not obstructed","1","Killed","Yes","1","0","2950","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","1","0","1L","1","1","0.0","4",,,"GTW86382198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M5028","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5028","86","04","283461P","1986-04-23T00:00:00.000","04","23","06","55","PM","6:55 PM","SCHOOLCRAFT",,,"077","KALAMAZOO","26","MICHIGAN","SCHOOLCRAFT","14TH STREET","Y","Public","B","Truck","0","1","North","1","Stalled or stuck on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"54.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","2","70","40","E","4","West",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","Yes",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","No","0","0","810","0","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM5028198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"DM","Detroit & Mackinac Railway Company","1986","57143","86","03",,,,,,"DM","Detroit & Mackinac Railway Company","57143","86","03","512107S","1986-03-12T00:00:00.000","03","12","09","45","AM","9:45 AM","CHEBOYGAN",,,"031","CHEBOYGAN","26","MICHIGAN","CHEBOYGAN","CUYLER ST","Y","Public","A","Auto","3","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"30.0","2","Day","1","Clear","7","Yard/switching","4","Industry","P & C LEAD TRACK","2","1","6","3","E","1","North",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","50","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"DM57143198603",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M5004","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5004","86","04","285072R","1986-04-05T00:00:00.000","04","05","01","10","PM","1:10 PM","DETROIT",,,"163","WAYNE","26","MICHIGAN","DETROIT","HOLBROOK CHEV GEAR","Y","Public","A","Auto","25","3","East","3","Moving over crossing","2","Train (units pushing)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"48.0","2","Day","2","Cloudy","7","Yard/switching","2","Yard","YARD","1","1","5","5","E","4","West","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","375","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM5004198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"DM","Detroit & Mackinac Railway Company","1986","57145","86","04",,,,,,"DM","Detroit & Mackinac Railway Company","57145","86","04","250897Y","1986-04-04T00:00:00.000","04","04","05","50","PM","5:50 PM","PINCONNING",,,"017","BAY","26","MICHIGAN","PINCONNING","ALMEDA BEACH RD","Y","Public","A","Auto","25","1","North","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","2","Rail equipment",,,,,,"40.0","2","Day","1","Clear","1","Freight Train","1","Main","SINGLE MAIN TRACK","2","1","18","25","R","1","North","5","7",,,,,,,,,,"11","Hwy. traffic signals","Crossbucks",,,,,,,,,,"Other","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"DM57145198604",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M5026","86","04",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5026","86","04","282689L","1986-04-23T00:00:00.000","04","23","12","15","AM","12:15 AM","PONTIAC",,,"125","OAKLAND","26","MICHIGAN","PONTIAC","COLUMBIA AVENUE","Y","Public","A","Auto",,"3","East","3","Moving over crossing","6","Light loco(s) (moving)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"23.0","4","Dark","1","Clear","8","Light loco(s)","1","Main","MAIN","2","1","0","1","E","1","North","1","3",,,,,,,,,,"6","Gates","Standard FLS",,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","795","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM5026198604",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"CR","Conrail","1986","0970300","86","05",,,,,,"CR","Conrail","0970300","86","05","536004K","1986-05-04T00:00:00.000","05","04","05","50","PM","5:50 PM","MASON",,,"065","INGHAM","26","MICHIGAN","MASON","HOWELL RD","Y","Public","B","Truck","70","3","East","3","Moving over crossing","1","Train (units pulling)","3","2","Rail equipment struck by highway user","4","Neither",,,,,,"70.0","2","Day","1","Clear","1","Freight Train","1","Main","SINGLE MAIN TRACK","2","2","4","23","E","2","South","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","4","Topography","3","Uninjured","Yes","0","0","800","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CR0970300198605",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"ELS","Escanaba & Lake Superior Railroad Company","1986","RC20","86","04",,,,,,"ELS","Escanaba & Lake Superior Railroad Company","RC20","86","04","388458A","1986-04-14T00:00:00.000","04","14","01","50","PM","1:50 PM","IRON MOUNTAIN",,,"043","DICKINSON","26","MICHIGAN","IRON MOUNTAIN","LUDINGTON ST","Y","Public","A","Auto","10","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"55.0","2","Day","1","Clear","1","Freight Train","1","Main","GREEN BAY","2","2","36","10","E","3","East",,,,,,,,,,,,"3",,,,,,,,,,,,"Standard FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","2500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"ELSRC20198604","Shortline","Class 3","SMT-8 - Shortline – West","ELS","Escanaba & Lake Superior Railroad Company","Not Assigned",,,,,,,"Shortline","Class 3","SMT-8 - Shortline – West","ELS","Escanaba & Lake Superior Railroad Company","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","86285","86","03",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","86285","86","03","545802G","1986-03-15T00:00:00.000","03","15","09","25","AM","9:25 AM","MUSKEGON",,,"121","MUSKEGON","26","MICHIGAN","MUSKEGON","BROOKS ROAD","Y","Public","B","Truck",,"2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"3.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","2","31","46","E","4","West",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","985","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","4",,,"GTW86285198603",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4975","86","03",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4975","86","03","284327G","1986-03-18T00:00:00.000","03","18","01","30","AM","1:30 AM","WATERFORD",,,"125","OAKLAND","26","MICHIGAN","WATERFORD","WATKINS LAKE RD","Y","Public","A","Auto","15","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"30.0","4","Dark","1","Clear","7","Yard/switching","1","Main","MAIN","3","1","8","20","E","3","East","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","850","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4975198603",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"BAR","Bangor & Aroostook Railroad","1986","X861205","86","12",,,,,,"BAR","Bangor & Aroostook Railroad","X861205","86","12","051238V","1986-12-13T00:00:00.000","12","13","09","44","AM","9:44 AM","ISLAND FALLS",,,"003","AROOSTOOK","23","MAINE","ISLAND FALLS","OLD PATTEN RD","Y","Public","A","Auto","10","3","East","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"35.0","2","Day","1","Clear","1","Freight Train","1","Main","MAINLINE","4","2","13","32","E","2","South",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","3000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","2L","1","0","0.0","1",,,"BARX861205198612",,"Class 3",,"BAR","Bangor & Aroostook Railroad","Not Assigned",,,,,,,,"Class 3",,"BAR","Bangor & Aroostook Railroad","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4971","86","03",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4971","86","03","258098W","1986-03-12T00:00:00.000","03","12","08","50","AM","8:50 AM","ECORSE",,,"163","WAYNE","26","MICHIGAN","ECORSE","PRIVATE-ALLOYS METAL","N","Private","B","Truck",,"3","East","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"30.0","2","Day","6","Snow","1","Freight Train","1","Main","MAIN","1","2","40","12","E","1","North",,,,,,,,,,,,"11",,,,,,,,,,,,"Other",,,,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","890","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4971198603",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4970","86","03",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4970","86","03","512207W","1986-03-10T00:00:00.000","03","10","02","30","PM","2:30 PM","LAPEER",,,"087","LAPEER","26","MICHIGAN","LAPEER","SOUTH ELM","Y","Public","M","Other","10","3","East","3","Moving over crossing","1","Train (units pulling)","3","2","Rail equipment struck by highway user","4","Neither",,,,,,"58.0","2","Day","3","Rain","1","Freight Train","1","Main","MAIN","1","5","12","4","E","2","South","7",,,,,,,,,,,"8","Crossbucks",,,,,,,,,,,"Stop signs",,,,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","980","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4970198603",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"DM","Detroit & Mackinac Railway Company","1986","57144","86","03",,,,,,"DM","Detroit & Mackinac Railway Company","57144","86","03","511315P","1986-03-22T00:00:00.000","03","22","03","10","PM","3:10 PM","PINCONNING",,,"017","BAY","26","MICHIGAN","PINCONNING","ALMEDA BEACH RD","Y","Public","A","Auto","30","1","North","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"40.0","2","Day","1","Clear","1","Freight Train","1","Main","SINGLE MAIN TRACK","2","1","22","22","R","1","North",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","Unknown",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","100","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"DM57144198603",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"DM","Detroit & Mackinac Railway Company","1986","57142","86","03",,,,,,"DM","Detroit & Mackinac Railway Company","57142","86","03","511275U","1986-03-10T00:00:00.000","03","10","06","10","PM","6:10 PM","ROSCOMMON",,,"039","CRAWFORD","26","MICHIGAN","ROSCOMMON","PERE CHENEY RD","Y","Public","A","Auto","26","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"40.0","3","Dusk","4","Fog","1","Freight Train","1","Main","SINGLE MAIN TRACK","2","2","39","26","R","2","South",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","300","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"DM57142198603",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4996","86","03",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4996","86","03","283739R","1986-03-25T00:00:00.000","03","25","12","32","PM","12:32 PM","SWARTZ CREEK",,,"049","GENESEE","26","MICHIGAN","SWARTZ CREEK","MILLER ROAD","Y","Public","B","Truck","10","2","South","3","Moving over crossing","4","Car(s) (moving)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"73.0","2","Day","1","Clear","4","Work train","2","Yard","YARD",,"0","1",,,"4","West","2",,,,,,,,,,,"7","Cantilever FLS",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","2","Stopped and then proceeded","No","8","Not obstructed","3","Uninjured","Yes","0","0","275","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4996198603",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"ATK","Amtrak (National Railroad Passenger Corporation)","1986","050486A","86","05","GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5035","86","05","GTW","GRAND TRUNK WESTERN RAILROAD INC.","M5035","86","05","283567K","1986-05-04T00:00:00.000","05","04","09","20","PM","9:20 PM","BELLEVUE",,,"025","CALHOUN","26","MICHIGAN","BELLEVUE","PRIVATE XING","N","Private","A","Auto","0","1","North","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"60.0","4","Dark","1","Clear","2","Passenger Train - Pulling","1","Main","MAINLINE","4","1","7","59","E","4","West",,,,,,,,,,,,"12",,,,,,,,,,,,"None",,,,,,,"0",,,,,,"Unknown","4","Stopped on crossing","Unknown","8","Not obstructed","3","Uninjured","No","0","0","10000","0","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","2","0","0.0","4",,,"ATK050486A198605","Passenger (Formerly Commuter)",,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic","ATK","Amtrak (National Railroad Passenger Corporation)","Amtrak",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"CSRR","Chessie System Railroads","1986","COXMI2148","86","05",,,,,,"CSRR","Chessie System Railroads","COXMI2148","86","05","232176B","1986-05-20T00:00:00.000","05","20","11","45","PM","11:45 PM","ROMULUS",,,"163","WAYNE","26","MICHIGAN",,"EUREKA RD","Y","Public","A","Auto","3","4","West","3","Moving over crossing","2","Train (units pushing)","26","2","Rail equipment struck by highway user","2","Rail equipment",,,,,,"45.0","4","Dark","3","Rain","1","Freight Train","1","Main","NO.2 MAIN","3","2","79","4","R","1","North",,,,,,,,,,,,"1",,,,,,,,,,,,"Gates",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","2","Injured","Yes","0","1","600","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","4",,,"CSRRCOXMI2148198605",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
