"condition","outcome","year","geography","geotype","geoname","geoid","region","district","total","totalrate","aarate","age0_14","age0_14rate","age15_24","age15_24rate","age25_44","age25_44rate","age45_64","age45_64rate","age65plus","age65plusrate","total_male","total_malerate","aa_totalmalerate","age0_14_male","age0_14_malerate","age15_24_male","age15_24_malerate","age25_44_male","age25_44_malerate","age45_64_male","age45_64_malerate","age65plus_male","age65plus_malerate","total_female","total_femalerate","aa_totalfemalerate","age0_14_female","age0_14_femalerate","age15_24_female","age15_24_femalerate","age25_44_female","age25_44_femalerate","age45_64_female","age45_64_femalerate","age45plus_female","age45plus_femalerate","age65plus_female","age65plus_femalerate","white_total","white_totalrate","white_age0_14","white_age0_14rate","white_age15_24","white_age15_24rate","white_age25_44","white_age25_44rate","white_age45_64","white_age45_64rate","white_age65plus","white_age65plusrate","white_total_male","white_total_malerate","white_age0_14_male","white_age0_14_malerate","white_age15_24_male","white_age15_24_malerate","white_age25_44_male","white_age25_44_malerate","white_age45_64_male","white_age45_64_malerate","white_age65plus_male","white_age65plus_malerate","white_total_female","white_total_femalerate","white_age0_14_female","white_age0_14_femalerate","white_age15_24_female","white_age15_24_femalerate","white_age25_44_female","white_age25_44_femalerate","white_age45_64_female","white_age45_64_femalerate","white_age45plus_female","white_age45plus_femalerate","white_age65plus_female","white_age65plus_femalerate","black_total","black_totalrate","black_age0_14","black_age0_14rate","black_age15_24","black_age15_24rate","black_age25_44","black_age25_44rate","black_age45_64","black_age45_64rate","black_age65plus","black_age65plusrate","black_total_male","black_total_malerate","black_age0_14_male","black_age0_14_malerate","black_age15_24_male","black_age15_24_malerate","black_age25_44_male","black_age25_44_malerate","black_age45_64_male","black_age45_64_malerate","black_age65plus_male","black_age65plus_malerate","black_total_female","black_total_femalerate","black_age0_14_female","black_age0_14_femalerate","black_age15_24_female","black_age15_24_femalerate","black_age25_44_female","black_age25_44_femalerate","black_age45_64_female","black_age45_64_femalerate","black_age45plus_female","black_age45plus_femalerate","black_age65plus_female","black_age65plus_femalerate","hispanic_total","hispanic_totalrate","hispanic_age0_14","hispanic_age0_14rate","hispanic_age15_24","hispanic_age15_24rate","hispanic_age25_44","hispanic_age25_44rate","hispanic_age45_64","hispanic_age45_64rate","hispanic_age65plus","hispanic_age65plusrate","hispanic_total_male","hispanic_total_malerate","hispanic_age0_14_male","hispanic_age0_14_malerate","hispanic_age15_24_male","hispanic_age15_24_malerate","hispanic_age25_44_male","hispanic_age25_44_malerate","hispanic_age45_64_male","hispanic_age45_64_malerate","hispanic_age65plus_male","hispanic_age65plus_malerate","hispanic_total_female","hispanic_total_femalerate","hispanic_age0_14_female","hispanic_age0_14_femalerate","hispanic_age15_24_female","hispanic_age15_24_femalerate","hispanic_age25_44_female","hispanic_age25_44_femalerate","hispanic_age45_64_female","hispanic_age45_64_femalerate","hispanic_age45plus_female","hispanic_age45plus_femalerate","hispanic_age65plus_female","hispanic_age65plus_femalerate","api_total","api_totalrate","api_age0_14","api_age0_14rate","api_age15_24","api_age15_24rate","api_age25_44","api_age25_44rate","api_age45_64","api_age45_64rate","api_age65plus","api_age65plusrate","api_total_male","api_total_malerate","api_age0_14_male","api_age0_14_malerate","api_age15_24_male","api_age15_24_malerate","api_age25_44_male","api_age25_44_malerate","api_age45_64_male","api_age45_64_malerate","api_age65plus_male","api_age65plus_malerate","api_total_female","api_total_femalerate","api_age0_14_female","api_age0_14_femalerate","api_age15_24_female","api_age15_24_femalerate","api_age25_44_female","api_age25_44_femalerate","api_age45_64_female","api_age45_64_femalerate","api_age45plus_female","api_age45plus_femalerate","api_age65plus_female","api_age65plus_femalerate","aian_total","aian_totalrate","aian_age0_14","aian_age0_14rate","aian_age15_24","aian_age15_24rate","aian_age25_44","aian_age25_44rate","aian_age45_64","aian_age45_64rate","aian_age65plus","aian_age65plusrate","aian_total_male","aian_total_malerate","aian_age0_14_male","aian_age0_14_malerate","aian_age15_24_male","aian_age15_24_malerate","aian_age25_44_male","aian_age25_44_malerate","aian_age45_64_male","aian_age45_64_malerate","aian_age65plus_male","aian_age65plus_malerate","aian_total_female","aian_total_femalerate","aian_age0_14_female","aian_age0_14_femalerate","aian_age15_24_female","aian_age15_24_femalerate","aian_age25_44_female","aian_age25_44_femalerate","aian_age45_64_female","aian_age45_64_femalerate","aian_age45plus_female","aian_age45plus_femalerate","aian_age65plus_female","aian_age65plus_femalerate","other_notaian_total","other_notaian_totalrate","other_notaian_age0_14","other_notaian_age0_14rate","other_notaian_age15_24","other_notaian_age15_24rate","other_notaian_age25_44","other_notaian_age25_44rate","other_notaian_age45_64","other_notaian_age45_64rate","other_notaian_age65plus","other_notaian_age65plusrate","other_notaian_total_male","other_notaian_total_malerate","other_notaian_age0_14_male","other_notaian_age0_14_malerate","other_notaian_age15_24_male","other_notaian_age15_24_1","other_notaian_age25_44_male","other_notaian_age25_44_1","other_notaian_age45_64_male","other_notaian_age45_64_1","other_notaian_age65plus_male","other_notaian_age65plus_1","other_notaian_total_female","other_notaian_total_femalerate","other_notaian_age0_14_female","other_notaian_age0_14_1","other_notaian_age15_24_female","other_notaian_age15_24_2","other_notaian_age25_44_female","other_notaian_age25_44_2","other_notaian_age45_64_female","other_notaian_age45_64_2","other_notaian_age45plus_female","other_notaian_age45plus","other_notaian_age65plus_female","other_notaian_age65plus_2"
"Pulmonary Diseases","Death","2016","Vista","SRA","VISTA","52","NORTH COASTAL","Supervisorial District 5","35","33.59","34.26",,,,,,,,,"33","262.63","17","32.38","39.87",,,,,,,,,"16","289.78","18","34.82","29.40",,,,,,,,,"18","92.24","17","241.37","29","63.32",,,,,,,,,"27","292.39","13","55.03",,,,,,,,,"12","284.37","16","71.64",,,,,,,,,"16","136.40","15","298.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","North Inland Region","Region","NORTH INLAND","6","NORTH INLAND","NA","212","35.00","30.29",,,,,,,"17","10.67","194","220.64","99","33.19","34.51",,,,,,,"6","7.78","92","235.62","113","36.75","27.52",,,,,,,"11","13.38","113","86.20","102","208.67","194","63.60",,,,,,,"14","14.65","179","274.17","90","59.60",,,,,,,"5","10.68","84","283.44","104","67.52",,,,,,,"9","18.45","104","123.17","95","266.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","3.19",,,,,,,,,"5","47.43",,,,,,,,,,,,,"5","5.27",,,,,,,,,"5","20.50",,,"5","6.73",,,,,,,,,"5","52.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Anza-Borrego Springs","SRA","ANZA-BORREGO SPRINGS","63","NORTH INLAND","Supervisorial District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Escondido","SRA","ESCONDIDO","50","NORTH INLAND","Supervisorial District 3","65","37.75","34.43",,,,,,,"9","22.27","56","243.92","26","31.20","34.35",,,,,,,,,"24","238.57","38","44.16","35.78",,,,,,,"7","30.97","38","112.33","32","248.08","59","77.34",,,,,,,"7","31.85","51","308.51","22","59.23",,,,,,,,,"20","276.52","37","94.86",,,,,,,"6","48.14","37","174.81","31","333.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Fallbrook","SRA","FALLBROOK","55","NORTH INLAND","Supervisorial District 5","17","34.06","22.92",,,,,,,,,"15","165.08","7","30.58","23.60",,,,,,,,,"6","157.38","9","37.49","22.25",,,,,,,,,"9","82.30","8","171.61","17","65.62",,,,,,,,,"15","206.65","7","59.19",,,,,,,,,"6","193.33","9","71.89",,,,,,,,,"9","117.51","8","218.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","North San Diego","SRA","NORTH SAN DIEGO","14","NORTH INLAND","Supervisorial District 3","26","21.65","19.18",,,,,,,,,"24","150.29","10","17.21","20.19",,,,,,,,,"10","141.43","16","25.87","18.39",,,,,,,,,"16","59.55","14","157.06","22","36.64",,,,,,,,,"22","190.10","8","26.31",,,,,,,,,"8","156.19","14","46.80",,,,,,,,,"14","88.41","14","217.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Palomar-Julian","SRA","PALOMAR-JULIAN","60","NORTH INLAND","Supervisorial District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Pauma","SRA","PAUMA","54","NORTH INLAND","Supervisorial District 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Poway","SRA","POWAY","15","NORTH INLAND","Supervisorial District 2","35","38.77","35.81",,,,,,,,,"34","245.19","18","40.52","43.72",,,,,,,,,"18","287.36","17","37.09","29.65",,,,,,,,,"17","77.51","16","210.35","33","60.56",,,,,,,,,"32","305.42","17","63.64",,,,,,,,,"17","352.53","16","57.50",,,,,,,,,"16","102.83","15","264.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Ramona","SRA","RAMONA","39","NORTH INLAND","Supervisorial District 2","16","43.16","47.37",,,,,,,,,"15","277.87","9","48.65","61.09",,,,,,,,,"8","310.18","7","37.72","35.12",,,,,,,,,"7","83.82","7","248.42","15","62.14",,,,,,,,,"14","317.27","9","74.35",,,,,,,,,"8","372.74","6","49.95",,,,,,,,,"6","93.64","6","265.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","San Marcos","SRA","SAN MARCOS","51","NORTH INLAND","Supervisorial District 5","40","40.24","36.21",,,,,,,,,"38","299.05","18","36.18","39.98",,,,,,,,,"16","299.21","22","44.18","33.10",,,,,,,,,"22","114.85","22","298.94","38","84.06",,,,,,,,,"37","393.08","17","76.64",,,,,,,,,"16","391.66","21","91.25",,,,,,,,,"21","179.27","21","394.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Valley Center","SRA","VALLEY CENTER","53","NORTH INLAND","Supervisorial District 5","9","39.56","31.78",,,,,,,,,"8","207.72",,,,,,,,,,,,,,"5","41.97","31.56",,,,,,,,,"5","90.97","5","228.44","6","51.96",,,,,,,,,"5","171.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","South Region","Region","SOUTH","4","SOUTH","NA","134","26.74","28.70",,,,,,,"10","8.43","123","209.57","59","23.61","30.96",,,,,,,,,"55","218.18","75","29.86","27.35",,,,,,,"7","11.52","75","79.56","68","203.08","79","68.46",,,,,,,"8","25.22","71","312.54","32","51.71",,,,,,,,,"30","277.78","47","87.83",,,,,,,"6","41.05","47","177.12","41","344.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","11.42",,,,,,,,,"30","125.09","13","9.62",,,,,,,,,"12","125.87","19","13.09",,,,,,,,,"19","39.78","18","124.58","17","27.41",,,,,,,,,"17","175.55","11","37.97",,,,,,,,,"11","291.08","6","18.16",,,,,,,,,"6","39.15","6","101.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Chula Vista","SRA","CHULA VISTA","21","SOUTH","Supervisorial District 1","40","32.86","31.08",,,,,,,,,"37","232.45","20","33.20","37.05",,,,,,,,,"18","270.28","20","32.54","26.85",,,,,,,,,"20","83.18","19","204.61","27","102.64",,,,,,,,,"25","385.11","12","89.03",,,,,,,,,"11","380.67","15","117.21",,,,,,,,,"15","214.33","13","389.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","11.05",,,,,,,,,"8","107.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Coronado","SRA","CORONADO","3","SOUTH","Supervisorial District 1","5","19.82","16.12",,,,,,,,,"5","135.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","National City","SRA","NATIONAL CITY","4","SOUTH","Supervisorial District 1","19","31.96","33.41",,,,,,,,,"17","242.23","8","24.60","35.33",,,,,,,,,"8","255.89","12","39.91","33.22",,,,,,,,,"12","107.66","10","232.30","10","86.60",,,,,,,,,"9","488.80","5","71.65",,,,,,,,,"5","576.61","5","109.45",,,,,,,,,"5","259.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","14.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","South Bay","SRA","SOUTH BAY","22","SOUTH","Supervisorial District 1","29","20.90","23.95",,,,,,,"5","15.61","24","159.32","13","18.27","25.51",,,,,,,,,"11","166.84","16","23.64","23.25",,,,,,,,,"16","65.34","13","153.47","16","62.11",,,,,,,,,"12","276.90",,,,,,,,,,,,,"12","107.49",,,,,,,,,"12","236.91","9","429.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","9.17",,,,,,,,,"8","104.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Sweetwater","SRA","SWEETWATER","20","SOUTH","Supervisorial District 1","36","23.92","31.07",,,,,,,,,"35","225.05","16","21.37","34.13",,,,,,,,,"15","228.17","20","26.32","29.13",,,,,,,,,"20","73.19","20","222.74","19","56.55",,,,,,,,,"18","295.90","8","47.52",,,,,,,,,"8","271.95","11","66.02",,,,,,,,,"11","137.10","11","317.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","12.24",,,,,,,,,"9","159.88",,,,,,,,,,,,,"6","14.26",,,,,,,,,"6","45.83","6","164.16","6","24.61",,,,,,,,,"6","214.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Supervisorial District 1","SupervisorDistrict","1ST SUPERVISORIAL DIST","1","NA","Supervisorial District 1","162","25.60","28.70",,,,,,,"15","10.43","146","205.38","74","23.09","31.86",,,,,,,"6","8.71","67","218.50","88","28.19","26.55",,,,,,,"9","12.09","88","76.82","79","195.45","90","60.92",,,,,,,"10","26.36","80","298.38","37","45.91",,,,,,,,,"34","269.24","53","79.38",,,,,,,"7","40.00","53","166.72","46","324.84","8","20.08",,,,,,,,,"7","224.16",,,,,,,,,,,,,,,,,,,,,,,,,,,"38","11.04",,,,,,,,,"36","126.58","15","8.93",,,,,,,,,"14","119.50","23","13.04",,,,,,,,,"23","40.89","22","131.32","20","25.60",,,,,,,,,"20","167.02","14","37.69",,,,,,,,,"14","298.22","6","14.64",,,,,,,,,"6","31.86","6","82.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Supervisorial District 2","SupervisorDistrict","2ND SUPERVISORIAL DIST","2","NA","Supervisorial District 2","294","45.28","38.43",,,,,,,"29","16.52","262","267.89","145","45.12","45.27",,,,,,,"13","15.39","130","299.72","150","45.43","33.54",,,,,,,"16","17.57","149","102.32","133","242.74","256","67.80",,,,,,,"23","19.60","230","304.84","128","67.93",,,,,,,"11","19.00","115","336.83","128","67.67",,,,,,,"12","20.18","127","126.27","115","278.58","10","36.26",,,,,,,,,"8","338.30",,,,,,,,,,,,,"7","53.20",,,,,,,,,"7","142.07","5","390.61","16","9.80",,,,,,,,,"16","143.82","8","9.71",,,,,,,,,"8","170.15","8","9.89",,,,,,,,,"8","34.18","8","125.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","23.24",,,,,,,,,"5","461.47",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Supervisorial District 3","SupervisorDistrict","3RD SUPERVISORIAL DIST","3","NA","Supervisorial District 3","159","24.03","23.31",,,,,,,"14","8.27","144","165.57","74","22.39","26.73",,,,,,,"6","6.80","68","174.69","85","25.66","21.46",,,,,,,"9","9.65","85","61.85","77","158.26","140","41.86",,,,,,,"10","9.96","130","209.20","62","36.70",,,,,,,,,"58","205.67","78","47.08",,,,,,,"7","12.59","78","91.09","72","212.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","7.61",,,,,,,,,"8","61.04","7","12.62",,,,,,,,,"6","112.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Supervisorial District 4","SupervisorDistrict","4TH SUPERVISORIAL DIST","4","NA","Supervisorial District 4","182","26.59","26.92",,,,,,,"19","12.29","161","194.13","88","25.16","29.96",,,,,,,"13","16.11","74","200.41","94","28.09","24.24",,,,,,,"6","8.19","93","77.59","87","189.07","125","38.48",,,,,,,"10","12.14","115","213.51","61","35.87",,,,,,,"9","20.11","52","210.56","64","41.35",,,,,,,,,"64","96.23","63","216.02","21","47.42",,,,,,,,,"15","275.30","8","32.73",,,,,,,,,"5","186.82","13","64.22",,,,,,,,,"12","142.19","10","351.37","12","5.97",,,,,,,,,"12","102.24","7","6.62",,,,,,,,,"6","135.44","5","5.31",,,,,,,,,"5","21.24","5","79.11","18","21.08",,,,,,,,,"15","134.52","8","20.36",,,,,,,,,"7","156.68","10","21.71",,,,,,,,,"10","57.55","8","119.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","Supervisorial District 5","SupervisorDistrict","5TH SUPERVISORIAL DIST","5","NA","Supervisorial District 5","230","34.80","30.64",,,,,,,"13","8.00","216","236.79","105","31.36","33.49",,,,,,,,,"99","246.60","125","38.31","28.57",,,,,,,"8","10.33","125","94.33","117","229.02","207","61.40",,,,,,,"13","13.23","193","283.21","91","52.85",,,,,,,,,"86","277.77","116","70.35",,,,,,,"8","17.27","116","134.49","107","287.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","4.24",,,,,,,,,"9","75.47","6","5.45",,,,,,,,,"6","118.19",,,,,,,,,,,,,,,"7","11.96",,,,,,,,,"7","88.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","City of Carlsbad","Municipal","CARLSBAD","1","NA","NA","37","32.37","26.04",,,,,,,,,"37","212.26","12","21.99","21.34",,,,,,,,,"12","158.12","24","42.42","29.06",,,,,,,,,"24","91.35","24","256.31","36","47.41",,,,,,,,,"36","254.95","12","32.79",,,,,,,,,"12","191.35","23","61.86",,,,,,,,,"23","116.35","23","308.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","City of Chula Vista","Municipal","CHULA VISTA","2","NA","NA","71","26.79","30.11",,,,,,,,,"67","223.19","34","26.61","35.88",,,,,,,,,"32","253.58","37","26.96","26.20",,,,,,,,,"37","72.63","35","200.79","43","73.88",,,,,,,,,"40","334.58","20","67.09",,,,,,,,,"19","340.86","23","81.07",,,,,,,,,"23","160.71","21","329.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","11.20",,,,,,,,,"16","126.72","8","11.37",,,,,,,,,"7","144.81","9","11.04",,,,,,,,,"9","34.02","9","115.04","9","24.15",,,,,,,,,"9","187.99","5","31.80",,,,,,,,,"5","302.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","City of Coronado","Municipal","CORONADO","3","NA","NA","5","19.82","16.12",,,,,,,,,"5","135.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","City of Del Mar","Municipal","DEL MAR","4","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","Death","2016","City of El Cajon","Municipal","EL CAJON","5","NA","NA","42","40.68","33.87",,,,,,,"5","18.39","36","241.90","22","44.15","44.28",,,,,,,,,"20","311.19","19","37.30","26.21",,,,,,,,,"19","87.04","16","188.14","37","63.54",,,,,,,,,"32","278.87","21","72.19",,,,,,,,,"19","362.95","16","55.04",,,,,,,,,"16","105.20","14","211.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
