"parcel_number","property_class","property_status","inventory_type","zoned_as","address","city","state","postal_code","county","neighborhood","city_council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location_1","date_of_acquisition"
"JA28440012900000000","Commercial Vacant","Disposed","Land Bank","B3-2","2302 Jackson Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2014-12-22T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","4534.0","4124.599375","Vacant lot or land - usable",,,,,"2302 Jackson Ave
Kansas City, MO 64127
(39.083572, -94.533739)","2013-04-09T00:00:00.000"
"JA31720061100000000","Residential Vacant","Disposed","Land Bank","R-7.5","5810 E 52nd Ter","Kansas City","MO","64129","Jackson","Brown Estates","5th","2015-03-31T00:00:00.000","Raytown 150","Infill construction","N","2012","6000.0","20055.44816","Vacant lot or land - usable",,,,"2014-01-29T00:00:00.000","5810 E 52nd Ter
Kansas City, MO 64129
(39.029624, -94.512764)","2013-04-09T00:00:00.000"
"JA28540151900000000","Residential Vacant","Acquired","Land Bank","R-2.5","5611 E 24th St","Kansas City","MO","64127","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"N","2019","2200.0","3897.797951","Vacant lot or land - little or no use",,,,,"5611 E 24th St
Kansas City, MO 64127
(39.081042, -94.51709)","2013-04-09T00:00:00.000"
"JA31330071500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3928 CHESTNUT AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","Y","2019","2550.0","4593.718194","Vacant lot or land - usable",,,,"2015-12-04T00:00:00.000","3928 CHESTNUT AVE
Kansas City, MO 64130
(39.054222, -94.551356)","2015-03-01T00:00:00.000"
"JA31830131400000000","Residential Vacant","Acquired","Land Bank","R-2.5","5830 Lawn Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110",,"N","2019","10050.0","8086.577535","Vacant lot or land - usable",,,,,"5830 Lawn Ave
Kansas City, MO 64130
(39.019168, -94.531436)","2013-04-09T00:00:00.000"
"JA28130313600000000","Residential Vacant","Acquired","Land Bank","R-2.5","6212 E 17th St","Kansas City","MO","64126","Jackson","East Blue Valley","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","4050.0","8730.49663194","Vacant lot or land - usable",,,,,"6212 E 17th St
Kansas City, MO 64126
(39.090218, -94.509718)","2013-04-09T00:00:00.000"
"JA31320331600000000","Commercial Vacant","Disposed","Land Bank","B3-2","3839 Prospect Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2019-12-19T00:00:00.000","Kansas City Missouri 110","Public Purpose","N","2019","2359.0","4485.469028","Vacant lot or land - usable",,,,,"3839 Prospect Ave
Kansas City, MO 64128
(39.055827, -94.553563)","2013-04-09T00:00:00.000"
"JA31940151800000000","Residential Vacant","Acquired","Land Bank","R-2.5","5750 BALES AVE","KANSAS CITY","MO","64130","JACKSON","North Town Fork Creek","5th","2016-10-20T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2019","16853.0","7292.914618","Vacant lot or land - usable",,,"1",,"5750 BALES AVE
KANSAS CITY, MO 64130
(39.02044, -94.545288)","2016-02-19T00:00:00.000"
"JA28810010100000000","Residential Vacant","Acquired","Land Bank","R-2.5","5637 E 27th St","Kansas City","MO","64128","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"N","2019","2450.0","4364.006493","Vacant lot or land - little or no use",,,,,"5637 E 27th St
Kansas City, MO 64128
(39.075934, -94.515865)","2013-04-09T00:00:00.000"
"JA28130281800000000","Residential Improved","Disposed","Land Bank","R-2.5","1615 TOPPING AVE","KANSAS CITY","MO","64126","JACKSON","West Blue Valley","3rd","2017-05-19T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2015","20988.0","4015.834479","Structure - fair condition","1116","3","1","2016-10-05T00:00:00.000","1615 TOPPING AVE
KANSAS CITY, MO 64126
(39.09158, -94.514844)","2016-02-19T00:00:00.000"
"JA27910111000000000","Residential Vacant","Acquired","Land Bank","R-2.5","3030 Donnelly Ave","Kansas City","MO","64129","Jackson","Western Blue Township","3rd",,"Kansas City Missouri 110","Infill construction","N","2019","9350.0","16660.5397222","Vacant lot or land - usable",,,,,"3030 Donnelly Ave
Kansas City, MO 64129
(39.068519, -94.486238)","2013-04-09T00:00:00.000"
"JA28520383000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2206 Poplar Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","1700.0","3022.20277778","Vacant lot or land - usable",,,,,"2206 Poplar Ave
Kansas City, MO 64127
(39.084984, -94.525474)","2013-04-09T00:00:00.000"
"JA47730251600000000","Residential Vacant","Disposed","Land Bank","R-6","1321 E 82nd St","Kansas City","MO","64131","Jackson","Marlborough Heights/Marlborough Pride","5th","2015-07-21T00:00:00.000","Center 120","Public Purpose","N","2012","1078.0","12044.349167","Vacant lot or land - usable",,,,"2014-01-14T00:00:00.000","1321 E 82nd St
Kansas City, MO 64131
(38.979817, -94.573076)","2013-04-09T00:00:00.000"
"JA29710230200000000","Residential Vacant","Disposed","Land Bank","R-1.5","2207 E 30th St","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2014-07-01T00:00:00.000","Kansas City Missouri 110","Assemblage, Side Yard","N","2012","1163.0","5056.877153","Vacant lot or land - usable",,,,,"2207 E 30th St
Kansas City, MO 64109
(39.071805, -94.556908)","2013-04-09T00:00:00.000"
"JA28940092400000000","Residential Improved","Disposed","Land Bank","R-5","3216  MYRTLE AVE","Kansas City","MO","64128","Jackson","Palestine East","3rd","2015-10-13T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2014","26984.0","3979.392014","Structure - fair condition",,,"1",,"3216  MYRTLE AVE
Kansas City, MO 64128
(39.066883, -94.537)","2014-03-28T00:00:00.000"
"JA31340010200000000","Residential Vacant","Disposed","Land Bank","B1-1","4121 E 39TH ST","Kansas City","MO","64130","Jackson","Vineyard Northwest","3rd","2018-03-08T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2015","2702.0","4384.116667","Vacant lot or land - usable",,,,,"4121 E 39TH ST
Kansas City, MO 64130
(39.054858, -94.535455)","2015-03-01T00:00:00.000"
"JA28510130100000000","Residential Vacant","Disposed","Land Bank","R-2.5","5119 E 22nd St","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2014-07-11T00:00:00.000","Kansas City Missouri 110","Side Yard","N","2012","518.0","6260.342951","Vacant lot or land - usable",,,,,"5119 E 22nd St
Kansas City, MO 64127
(39.085173, -94.522287)","2013-04-09T00:00:00.000"
"JA28530251800000000","Commercial Vacant","Disposed","Land Bank","B3-2","4306 E 27th St","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2017-12-13T00:00:00.000","Kansas City Missouri 110","Side Yard","N","2012","1417.0","1723.998646","Vacant lot or land - usable",,,,,"4306 E 27th St
Kansas City, MO 64127
(39.076438, -94.532694)","2013-04-09T00:00:00.000"
"JA31740042200000000","Residential Vacant","Acquired","Land Bank","R-7.5","5603 NEWTON AVE","KANSAS CITY","MO","64129","Jackson","Brown Estates","5th",,"RAYTOWN 150","Assemblage","N","2019","6700.0","13723.5249653","Vacant lot or land - usable",,,,,"5603 NEWTON AVE
KANSAS CITY, MO 64129
(39.022963, -94.507556)","2013-05-31T00:00:00.000"
"JA28530162200000000","Residential Vacant","Disposed","Land Bank","R-2.5","2463 Lister Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","3000.0","5950.209132","Vacant lot or land - usable",,,,,"2463 Lister Ave
Kansas City, MO 64127
(39.079845, -94.527664)","2020-01-16T00:00:00.000"
"JA28520430700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2211  SPRUCE AVE","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","N","2019","5450.0","12168.4981944","Vacant lot or land - usable",,,,,"2211  SPRUCE AVE
Kansas City, MO 64127
(39.084829, -94.532614)","2014-03-28T00:00:00.000"
"JA31520051500000000","Residential Vacant","Acquired","Land Bank","R-2.5","4344 Kensington Ave","Kansas City","MO","64130","Jackson","Vineyard Northwest","3rd",,"Kansas City Missouri 110","Infill construction","N","2019","4750.0","9799.74673611","Vacant lot or land - usable",,,,,"4344 Kensington Ave
Kansas City, MO 64130
(39.045895, -94.533326)","2013-04-09T00:00:00.000"
"JA46420182000000000","Residential Improved","Disposed","Land Bank","R-5","6938 College Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th","2018-07-17T00:00:00.000","Kansas City Missouri 110",,"Y","2012","2332.0","5593.440382","Structure - fair condition",,,"1",,"6938 College Ave
Kansas City, MO 64132
(39.000065, -94.548632)","2013-04-09T00:00:00.000"
"JA46440080800000000","Residential Vacant","Acquired","Land Bank","R-5","7217 INDIANA AVE","KANSAS CITY","MO","64132","JACKSON","Noble And Gregory Ridge","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","10400.0","6895.636736","Vacant lot or land - little or no use",,,,,"7217 INDIANA AVE
KANSAS CITY, MO 64132
(38.995183, -94.547714)","2016-02-19T00:00:00.000"
"JA31310203100000000","Residential Vacant","Acquired","Land Bank","R-2.5","3726 Cleveland Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110","Infill construction","N","2019","3050.0","5491.144688","Vacant lot or land - usable",,,,,"3726 Cleveland Ave
Kansas City, MO 64128
(39.057526, -94.539631)","2013-04-09T00:00:00.000"
"JA45430182400000000","Residential Vacant","Acquired","KCMHA","R-7.5","7711 E 74TH ST","Kansas City","MO","64133","Jackson","Park Farms","5th",,"RAYTOWN 150","Assemblage, Public Purpose","N","2019","14000.0","13371.425035","Vacant lot or land - usable",,,,,"7711 E 74TH ST
Kansas City, MO 64133
(38.99025, -94.497785)","2014-03-28T00:00:00.000"
"JA31220122600000000","Residential Vacant","Acquired","Land Bank","R-2.5","3604 Lister Ave","Kansas City","MO","64128-2863","Jackson","Knoches Park","3rd",,"KANSAS CITY MISSOURI 110","Infill construction","N","2019","5850.0","12406.6378125","Vacant lot or land - usable",,,,,,"2013-05-31T00:00:00.000"
"JA31320011900000000","Residential Vacant","Acquired","Land Bank","R-2.5","3543 College","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","2000.0","3554.29829861","Vacant lot or land - usable",,,,,"3543 College
Kansas City, MO 64128
(39.060822, -94.545232)","2013-04-09T00:00:00.000"
"JA31420260400000000","Residential Improved","Reserved","Land Bank","R-2.5","4607 SOUTH BENTON AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","N","2019","16209.0","3895.34","Structure - fair condition","1174","2","1","2015-12-11T00:00:00.000","4607 SOUTH BENTON AVE
Kansas City, MO 64130
(39.042375, -94.551051)","2015-03-01T00:00:00.000"
"JA28820030900000000","Commercial Vacant","Acquired","Land Bank","B3-2","2738 Raytown Rd","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","2450.0","4400.91020833","Vacant lot or land - little or no use",,,,,"2738 Raytown Rd
Kansas City, MO 64128
(39.074865, -94.52643)","2013-04-09T00:00:00.000"
"JA31420220500000000","Residential Improved","Reserved","Land Bank","B3-2","4511 Prospect Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"Kansas City Missouri 110",,"N","2019","21783.0","4011.440139","Structure - severely distressed",,,"1",,"4511 Prospect Ave
Kansas City, MO 64130
(39.044166, -94.55419)","2013-04-09T00:00:00.000"
"JA30630252000000000","Residential Vacant","Acquired","Land Bank","R-6","1516 E 51ST ST","Kansas City","MO","64110","Jackson","Blue Hills","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","N","2019","7950.0","4725.33791667","Vacant lot or land - usable",,,,,"1516 E 51ST ST
Kansas City, MO 64110
(39.034204, -94.566195)","2014-03-28T00:00:00.000"
"28-310-32-30-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","4011 E 10th ST","KANSAS CITY","MO","64132","JACKSON","Lykins","3RD",,"KANSAS CITY MISSOURI 110",,"N","2019","5500.0","5190.27",,,,,,"4011 E 10th ST
KANSAS CITY, MO 64132
(39.100682, -94.535255)","2018-03-01T00:00:00.000"
"JA31320340200000000","Commercial Vacant","Reserved","Land Bank","B3-2","3551 PROSPECT AVE","KANSAS CITY","MO","64128","JACKSON","Oak Park Northwest","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","6300.0","3573.132222","Awaiting evaluation",,,,,"3551 PROSPECT AVE
KANSAS CITY, MO 64128
(39.060878, -94.553304)","2016-02-19T00:00:00.000"
"JA28820290200000000","Residential Improved","Reserved","Land Bank","R-2.5","3001 CYPRESS AVE","Kansas City","MO","64127","Jackson","Knoches Park","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","8934.0","3625.0","Structure - fair condition",,,"1",,"3001 CYPRESS AVE
Kansas City, MO 64127
(39.070814, -94.530695)","2015-03-01T00:00:00.000"
"JA28140101700000000","Residential Vacant","Disposed","Land Bank","R-2.5","6811 E 13th St","Kansas City","MO","64126","Jackson","East Blue Valley","3rd","2016-03-01T00:00:00.000","Kansas City Missouri 110","Side Yard, Urban Agriculture","N","2012","228.0","3281.745451","Vacant lot or land - usable",,,,,"6811 E 13th St
Kansas City, MO 64126
(39.095502, -94.502784)","2013-04-09T00:00:00.000"
"JA28540191800000000","Commercial Vacant","Disposed","Land Bank","B3-2","5012 E 27th St","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2014-05-07T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","9974.0","13446.54309","Vacant lot or land - usable",,,,,"5012 E 27th St
Kansas City, MO 64127
(39.076196, -94.524144)","2013-04-09T00:00:00.000"
"JA31310141400000000","Residential Vacant","Disposed","KCMHA","R-2.5","3630 MYRTLE AVE","Kansas City","MO","64128","Jackson","Palestine East","3rd","2018-02-13T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2015","4425.0","69775.409201",,,,,,"3630 MYRTLE AVE
Kansas City, MO 64128
(39.058494, -94.537508)","2015-03-01T00:00:00.000"
"JA28430273000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2522 Chestnut","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","3300.0",,"Vacant lot or land - usable",,,,,"2522 Chestnut
Kansas City, MO 64127
(39.079728, -94.55005)","2015-12-11T00:00:00.000"
"14-940-22-05-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","8613 THOMPSON AVE","KANSAS CITY","MO","64132","JACKSON","North Blue Ridge","4TH",,"KANSAS CITY MISSOURI 110",,"N","2019","6750.0","4483.98","Vacant lot or land - usable",,,,,"8613 THOMPSON AVE
KANSAS CITY, MO 64132
(39.105575, -94.481263)","2018-03-01T00:00:00.000"
"JA47740160800000000","Residential Vacant","Reserved","KCMHA","R-6","8113 Olive St","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th",,"Center 120","Side Yard","Y","2019","12150.0","7603.535","Vacant lot or land - usable",,,,,"8113 Olive St
Kansas City, MO 64132
(38.979055, -94.56017)","2013-04-09T00:00:00.000"
"JA28840150300000000","Residential Vacant","Disposed","Land Bank","R-2.5","5511 E 33rd Ter","Kansas City","MO","64128","Jackson","Dunbar","3rd","2015-04-15T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","595.0","7370.212431","Vacant lot or land - usable",,,,,"5511 E 33rd Ter
Kansas City, MO 64128
(39.064367, -94.519312)","2013-04-09T00:00:00.000"
"JA28820050600000000","Residential Vacant","Acquired","Land Bank","R-2.5","2705 Elmwood Ave","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","3150.0","6349.142257","Vacant lot or land - usable",,,,,"2705 Elmwood Ave
Kansas City, MO 64128
(39.075858, -94.529496)","2013-04-09T00:00:00.000"
"JA31520221800000000","Residential Improved","Disposed","Land Bank","R-2.5","4611 CHELSEA AVE","KANSAS CITY","MO","64130","JACKSON","Vineyard","3rd","2016-09-01T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2015","24676.0","7714.21191","Structure - fair condition",,,,,"4611 CHELSEA AVE
KANSAS CITY, MO 64130
(39.041413, -94.527807)","2016-02-19T00:00:00.000"
"JA31520081400000000","Residential Vacant","Acquired","KCMHA","R-2.5","4432  Kensington Avenue","Kansas City","MO","64130.0","Jackson","Vineyard Northwest","3rd",,"Kansas City Missouri 110",,"N","2019","4600.0","9178.0",,,,,,"4432  Kensington Avenue
Kansas City, MO 64130.0
(39.044573, -94.533405)","2014-06-06T00:00:00.000"
"JA31940141600000000","Residential Vacant","Acquired","Land Bank","R-2.5","3500 E 58th Ter","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th",,"Kansas City Missouri 110","Side Yard","N","2019","8200.0","5607.62961806","Vacant lot or land - usable",,,,,"3500 E 58th Ter
Kansas City, MO 64130
(39.019944, -94.545104)","2013-04-09T00:00:00.000"
"JA31420261500000000","Residential Improved","Disposed","Land Bank","R-2.5","4641  SOUTH BENTON AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2018-01-23T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","Y","2014","21623.0","3909.146319","Structure - severely distressed","907","2","1","2014-11-05T00:00:00.000","4641  SOUTH BENTON AVE
Kansas City, MO 64130
(39.04123, -94.55111)","2014-03-28T00:00:00.000"
"JA31930291400000000","Residential Vacant","Disposed","Land Bank","R-2.5","2910 E 59TH ST","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th","2018-01-30T00:00:00.000","KANSAS CITY MISSOURI 110",,"Y","2017","637.0","8690.471215","Vacant lot or land - usable","1740","3","1","2015-01-08T00:00:00.000","2910 E 59TH ST
Kansas City, MO 64130
(39.01916, -94.551826)","2014-03-28T00:00:00.000"
"JA31320311700000000","Residential Vacant","Acquired","Land Bank","R-2.5","3839 Chestnut Ave","KANSAS CITY","MO","64128","JACKSON","Oak Park Northwest","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","2250.0","4005.69","Vacant lot or land - little or no use",,,,,"3839 Chestnut Ave
KANSAS CITY, MO 64128
(39.055755, -94.551261)","2019-02-21T00:00:00.000"
"JA28830222500000000","Residential Improved","Disposed","Land Bank","R-5","3310 Spruce Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd","2016-09-16T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","19098.0","5431.867396","Structure - fair condition",,,"1","2014-08-05T00:00:00.000","3310 Spruce Ave
Kansas City, MO 64128
(39.065165, -94.533493)","2013-04-09T00:00:00.000"
"JA28910100100000000","Residential Vacant","Acquired","Land Bank","R-2.5","3525 E 28th St","Kansas City","MO","64128","Jackson","Ingleside","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","2000.0","3537.61430556","Vacant lot or land - usable",,,,,"3525 E 28th St
Kansas City, MO 64128
(39.074923, -94.541281)","2013-04-09T00:00:00.000"
