"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"003080","Eating Establishment","A.J.'s Dining Room","237 Main ST","Canso","NS","B0H 1H0","237 Main ST
Canso, NS B0H 1H0
(45.334199, -61.000455)"
"004338","Lounge","Townhouse Brewpub & Eatery Lounge","76 College ST","Antigonish","NS","B2G 1X7","76 College ST
Antigonish, NS B2G 1X7
(45.622709, -61.991471)"
"002100","Club","Church Point Social Club","1838 Trunk 1","Church Point","NS","B0W 1M0",
"003798","Eating Establishment","The Pond Classic Grill","191 Pictou RD","Bible Hill","NS","B2N 2S7","191 Pictou RD
Bible Hill, NS B2N 2S7
(45.378261, -63.250379)"
"006533","Eating Establishment","Kajohn Thai Restaurant","6140 Young ST","Halifax","NS","B3K 0G2","6140 Young ST
Halifax, NS B3K 0G2
(44.657806, -63.60478)"
"001476","Club","RCL Br. 153, Whites Lake","3495 Prospect RD","Whites Lake","NS","B3T 1Z3","3495 Prospect RD
Whites Lake, NS B3T 1Z3
(44.525173, -63.770677)"
"002960","Eating Establishment","Bonnie Prince Dining Room","50 Reeves ST","Sydney","NS","B1P 6G6","50 Reeves ST
Sydney, NS B1P 6G6
(46.142703, -60.159692)"
"006751","Eating Establishment","Grind House","294 Main ST","Antigonish","NS","B2G 2C4","294 Main ST
Antigonish, NS B2G 2C4
(45.622502, -61.992412)"
"005791","Eating Establishment","Dieter's German Baked Goods & Cafe","358 St. George ST","Annapolis Royal","NS","B0S 1A0","358 St. George ST
Annapolis Royal, NS B0S 1A0
(44.742313, -65.516729)"
"005089","Eating Establishment","King Bo Restaurant","226 Duke ST","Chester","NS","B0J 1J0","226 Duke ST
Chester, NS B0J 1J0
(44.546149, -64.237052)"
"006205","Eating Establishment","Crystany's Brasserie","9848 Main ST","Canning","NS","B0P 1H0","9848 Main ST
Canning, NS B0P 1H0
(45.157218, -64.420022)"
"006828","Eating Establishment","Gerrish and Gray","134 Gerrish ST","Windsor","NS","B0N 2T0","134 Gerrish ST
Windsor, NS B0N 2T0
(44.994312, -64.136911)"
"006850","Eating Establishment","Young Pocha Korean Restaurant (BBQ)","5650 Spring Garden RD","Halifax","NS","B3J 1H4","5650 Spring Garden RD
Halifax, NS B3J 1H4
(44.642657, -63.578338)"
"006215","Beverage Room","Hell Bay Brewing Company","38 Legion ST","Liverpool","NS","B0T 1K0","38 Legion ST
Liverpool, NS B0T 1K0
(44.038242, -64.717545)"
"005771","Special Premises","Parkland at the Gardens Retirement Campus","5732 College ST","Halifax","NS","B3H 1X3","5732 College ST
Halifax, NS B3H 1X3
(44.640815, -63.580749)"
"004675","Lounge","Gutters Lounge","5 Gerrard AV","Amherst","NS","B4H 4S8","5 Gerrard AV
Amherst, NS B4H 4S8
(45.830047, -64.213806)"
"005891","Eating Establishment","Agricola Street Brasserie","2540 Agricola ST","Halifax","NS","B3K 4C5","2540 Agricola ST
Halifax, NS B3K 4C5
(44.654691, -63.592653)"
"005637","Lounge","Clove Hitch Bar & Bistro","8790 Highway#19","Port Hood","NS","B0E 2W0","8790 Highway#19
Port Hood, NS B0E 2W0
(46.00829, -61.527573)"
"006732","Eating Establishment","LOS TOROS Spanish Restaurant","5075 George ST","Halifax","NS","B3J 3R6","5075 George ST
Halifax, NS B3J 3R6
(44.649178, -63.571869)"
"004130","Lounge","Black Diamond Bar & Grill Lounge","76 Townsend ST","Sydney","NS","B1P 5C8","76 Townsend ST
Sydney, NS B1P 5C8
(46.134667, -60.193232)"
"003358","Lounge","Thistle Bar and Grill","610 East River RD","New Glasgow","NS","B2H 3S2","610 East River RD
New Glasgow, NS B2H 3S2
(45.577716, -62.642391)"
"005519","Club","East Side Community Centre","700 Highway #3","Middle East Pubnico","NS","B0W 2A0","700 Highway #3
Middle East Pubnico, NS B0W 2A0
(43.626379, -65.769082)"
"005457","Club","Bible Hill Village Hall (Community & Fire Hall)","69 Pictou RD","Bible Hill","NS","B2N 2R9","69 Pictou RD
Bible Hill, NS B2N 2R9
(45.375034, -63.264065)"
"000990","Club","RCL Br. 69, Berwick","232 Main ST","Berwick","NS","B0P 1E0","232 Main ST
Berwick, NS B0P 1E0
(45.051251, -64.73681)"
"003978","Lounge","Dooly's Lounge (Sydney)","65 Pitt ST","Sydney","NS","B1P 5X6","65 Pitt ST
Sydney, NS B1P 5X6
(46.139319, -60.194257)"
"006118","Eating Establishment","Two Doors Down Bar & Bites","1533 Barrington ST","Halifax","NS","B3J 1Z4","1533 Barrington ST
Halifax, NS B3J 1Z4
(44.644805, -63.572794)"
"005269","Lounge","Hilton Garden Inn Lounge","200 Pratt & Whitney DR","Enfield","NS","B2T 0A2",
"006541","Eating Establishment","The Mercantile Social","1579 Hollis ST","Halifax","NS","B3J1V3","1579 Hollis ST
Halifax, NS B3J1V3
(44.645807, -63.57194)"
"002327","Eating Establishment","Le Gabriel Restaurant","15424 Cabot Trail","Cheticamp","NS","B0E 1H0","15424 Cabot Trail
Cheticamp, NS B0E 1H0
(46.636098, -61.007937)"
"002691","Special Premises","Dominion & District Recreation Complex","142 Kings RD","Dominion","NS","B1G 1H6","142 Kings RD
Dominion, NS B1G 1H6
(46.213436, -60.014667)"
"002508","Eating Establishment","Pizza Delight (Digby)","100 Victoria ST","Digby","NS","B0V 1A0","100 Victoria ST
Digby, NS B0V 1A0
(44.618189, -65.765417)"
"001217","Club","Christmas Island, Dist. #6, Vol. F. D","8539 Grand Narrows Hwy.","Grand Narrows","NS","B1T 1B1","8539 Grand Narrows Hwy.
Grand Narrows, NS B1T 1B1
(45.970132, -60.751379)"
"005031","Lounge","Wick Pub","183 Commercial ST","Berwick","NS","B0P 1E0","183 Commercial ST
Berwick, NS B0P 1E0
(45.042376, -64.735055)"
"006393","Lounge","The Brown Hound Pub Incorporated","2394 Agricola ST","Halifax","NS","B3K 4B9","2394 Agricola ST
Halifax, NS B3K 4B9
(44.652823, -63.589897)"
"001913","Eating Establishment","Marco's Grill & Pasta House","624 Main ST","Yarmouth","NS","B5A 1J9","624 Main ST
Yarmouth, NS B5A 1J9
(43.850972, -66.11457)"
"005722","Special Premises","Tracie's Spa","176 Inglis ST","Sydney","NS","B1P 1X2","176 Inglis ST
Sydney, NS B1P 1X2
(46.135743, -60.184495)"
"006186","Eating Establishment","Fisherman's Catch Family Eatery","80 Montague ST","Lunenburg","NS","B0J 2C0","80 Montague ST
Lunenburg, NS B0J 2C0
(44.376552, -64.311444)"
"001813","Special Premises","Nova Scotia Provincial Exhibition","73 Ryland AV","Bible Hill","NS","B2N 5C5","73 Ryland AV
Bible Hill, NS B2N 5C5
(45.375456, -63.26663)"
"004747","Eating Establishment","Rhubarb Restaurant","8650 Peggy's Cove RD","Indian Harbour","NS","B3Z 3P4","8650 Peggy's Cove RD
Indian Harbour, NS B3Z 3P4
(44.520763, -63.935851)"
"006710","Special Premises","Fired Creations, The Pottery Painting Cafe","582 George ST","Sydney","NS","B4P 1K9","582 George ST
Sydney, NS B4P 1K9
(46.134752, -60.191439)"
"004090","Eating Establishment","Jiang Nan Restaurant","1518 Dresden RD","Halifax","NS","B3J 2K2","1518 Dresden RD
Halifax, NS B3J 2K2
(44.643218, -63.578054)"
"006472","Eating Establishment","Pascalice's Bistro","976 Central AV","Greenwood","NS","B0P 1N0","976 Central AV
Greenwood, NS B0P 1N0
(44.968093, -64.927194)"
"005176","Special Premises","Al MacInnis Sports Center","45 Wharf RD","Port Hood","NS","B0E 2W0","45 Wharf RD
Port Hood, NS B0E 2W0
(46.016994, -61.535707)"
"006458","Lounge","Hopyard Halifax","2103 Gottingen ST","Halifax","NS","B3K 3B2","2103 Gottingen ST
Halifax, NS B3K 3B2
(44.651834, -63.583108)"
"001272","Eating Establishment","Miller's Cafe","717 Reeves ST","Port Hawkesbury","NS","B9A 2S2","717 Reeves ST
Port Hawkesbury, NS B9A 2S2
(45.6145, -61.350791)"
"006380","Eating Establishment","Buta Ramen Inc.","5190 Morris ST","Halifax","NS","B3J 1B3","5190 Morris ST
Halifax, NS B3J 1B3
(44.64182, -63.571058)"
"004868","Eating Establishment","Double Dragon Restaurant","9006 Commercial ST","New Minas","NS","B4N 3E2","9006 Commercial ST
New Minas, NS B4N 3E2
(45.067901, -64.4595)"
"006573","Eating Establishment","Gahan House Nova","5239 Sackville ST","Halifax","NS","B3J 2C4","5239 Sackville ST
Halifax, NS B3J 2C4
(44.646099, -63.574151)"
"005567","Special Premises","The Birches at Ben Eoin Country Inn Ltd.","5101 East Bay Hwy 4","Ben Eoin","NS","B1J 1P1","5101 East Bay Hwy 4
Ben Eoin, NS B1J 1P1
(45.976339, -60.436701)"
"006443","Eating Establishment","Portside Beer Garden","144 Esplanade","Sydney","NS","B1P 1A1","144 Esplanade
Sydney, NS B1P 1A1
(46.14178, -60.197654)"
"003944","Eating Establishment","Sushi Nami Royale","1458 Queen ST","Halifax","NS","B3J 2H7","1458 Queen ST
Halifax, NS B3J 2H7
(44.642462, -63.575516)"
"006761","Lounge","Church Brewing Company","329 Main ST","Wolfville","NS","B4P 1C8","329 Main ST
Wolfville, NS B4P 1C8
(45.091816, -64.358183)"
"001462","Special Premises","VIA Rail Canada Inc.","1161 Hollis ST","Halifax","NS","B3H 2P6","1161 Hollis ST
Halifax, NS B3H 2P6
(44.639636, -63.568817)"
"005333","Lounge","Shooters Sports Billiard Club","194 Highway #2","Enfield","NS","B2T 1C8","194 Highway #2
Enfield, NS B2T 1C8
(44.938532, -63.534545)"
"006603","Eating Establishment","Harvest-A Farm-To-Table Eatery","5268 Sackville ST","Halifax","NS","B3J 1K8","5268 Sackville ST
Halifax, NS B3J 1K8
(44.645781, -63.57546)"
"004263","Eating Establishment","Pickford and Black Seafood and Oyster Bar","1869 Upper Water ST","Halifax","NS","B3J 1Y1","1869 Upper Water ST
Halifax, NS B3J 1Y1
(44.649968, -63.573534)"
"005332","Eating Establishment","Shooters Sports Billiard Club","194 Highway #2","Enfield","NS","B2T 1C8","194 Highway #2
Enfield, NS B2T 1C8
(44.938532, -63.534545)"
"003826","Lounge","Tempo Food & Drink","1875 Barrington ST","Halifax","NS","B3J 3L6","1875 Barrington ST
Halifax, NS B3J 3L6
(44.649822, -63.575396)"
"005843","Eating Establishment","Fries and Company","2603 Connolly ST","Halifax","NS","B3L 3M4","2603 Connolly ST
Halifax, NS B3L 3M4
(44.648119, -63.605135)"
"002396","Permanent  Special Occasion","I.W. Akerley Campus","21 Woodlawn RD","Dartmouth","NS","B2W 2R7","21 Woodlawn RD
Dartmouth, NS B2W 2R7
(44.683371, -63.528798)"
"004128","Club","Yarmouth Golf & Country Club","28 Forbes ST","Yarmouth","NS","B5A 4B4","28 Forbes ST
Yarmouth, NS B5A 4B4
(43.823566, -66.117469)"
"002832","Special Premises","Blomidon Inn","195 Main ST","Wolfville","NS","B4P 1C3","195 Main ST
Wolfville, NS B4P 1C3
(45.092216, -64.350549)"
"002369","Eating Establishment","Swiss Chalet #1741","482 Grand Lake RD","Sydney","NS","B1P 5S8","482 Grand Lake RD
Sydney, NS B1P 5S8
(46.145851, -60.155958)"
"006621","Eating Establishment","Point Pleasant Lodge-Eleven21 Restobar","1121 South Park ST","Halifax","NS","B3H 2W6","1121 South Park ST
Halifax, NS B3H 2W6
(44.636529, -63.576986)"
"001288","Club","Club L'Estantue Community Centre","81 Club RD","Pinkney's Point","NS","B0W 1B0","81 Club RD
Pinkney's Point, NS B0W 1B0
(43.716335, -66.061035)"
"005240","Special Premises","Embrace Spa","827 Bedford Hwy.","Bedford","NS","B4A 0J1","827 Bedford Hwy.
Bedford, NS B4A 0J1
(44.710564, -63.670552)"
"006871","Eating Establishment","The Atlantic Tavern","88 Gerrish ST","Windsor","NS","B0N 2T0","88 Gerrish ST
Windsor, NS B0N 2T0
(44.994534, -64.137388)"
"006351","Eating Establishment","Comvest Commercial Real Estate Inc","1682 Hollis ST","Halifax","NS","B3J 2R7","1682 Hollis ST
Halifax, NS B3J 2R7
(44.647171, -63.572639)"
"005392","Eating Establishment","Mern's Place Licensed Diner","82 Main ST","Yarmouth","NS","B5A 1B1","82 Main ST
Yarmouth, NS B5A 1B1
(43.827569, -66.121403)"
"006788","Eating Establishment","Geo’s Pizzeria & Restaurant","202 Brownlow AV","Dartmouth","NS","B3B 1T5","202 Brownlow AV
Dartmouth, NS B3B 1T5
(44.698403, -63.580504)"
"003744","Eating Establishment","Townhouse Brewpub & Eatery","76 College ST","Antigonish","NS","B2G 1X7","76 College ST
Antigonish, NS B2G 1X7
(45.622709, -61.991471)"
"004933","Eating Establishment","Rissers Social House","94 Pelham ST","Lunenburg","NS","B0J 2C0","94 Pelham ST
Lunenburg, NS B0J 2C0
(44.376918, -64.310654)"
"001321","Club","RCL Br. 144, Western Shore","6582 Highway #3","Western Shore","NS","B0J 3M0","6582 Highway #3
Western Shore, NS B0J 3M0
(44.519679, -64.312025)"
"005954","Eating Establishment","The South Shore Fish Shack","108 Montague ST","Lunenburg","NS","B0J 2C0","108 Montague ST
Lunenburg, NS B0J 2C0
(44.376405, -64.310159)"
"006294","Club","Freeport Fire Department","291 # 217 HY","Freeport","NS","B0V 1B0","291 # 217 HY
Freeport, NS B0V 1B0
(44.279067, -66.322536)"
"006281","Eating Establishment","The Turtleback Tap & Grill","3187 Hwy #2","Fall River","NS","B2T 1K6","3187 Hwy #2
Fall River, NS B2T 1K6
(44.813964, -63.60986)"
"005155","Lounge","Woodside Lounge","209 Pleasant ST","Dartmouth","NS","B2Y 3R5","209 Pleasant ST
Dartmouth, NS B2Y 3R5
(44.659947, -63.551933)"
"005275","Eating Establishment","Bras d'Or View Restaurant & Pizzeria","1289 Trans Canada HY","Bras d'Or","NS","B1Y 2N4",
"001443","Club","Bridgewater Curling Club","90 Dominion ST","Bridgewater","NS","B4V 2K1","90 Dominion ST
Bridgewater, NS B4V 2K1
(44.375542, -64.522859)"
"006126","Lounge","East Side Mario's, Sydney","800 Grand Lake RD","Sydney","NS","B1P 6S9","800 Grand Lake RD
Sydney, NS B1P 6S9
(46.149649, -60.138254)"
"005942","Special Premises","Bowlarama (Halifax)","3459 Desmond AV","Halifax","NS","B3L 2C2","3459 Desmond AV
Halifax, NS B3L 2C2
(44.655807, -63.627704)"
"005653","Eating Establishment","Sushi Cove","355 Herring Cove RD","Halifax","NS","B3R 1V9","355 Herring Cove RD
Halifax, NS B3R 1V9
(44.6132, -63.617222)"
"003083","Special Premises","Westville Miners Sports Centre","1840 Park ST","Westville","NS","B0K 2A0","1840 Park ST
Westville, NS B0K 2A0
(45.552144, -62.712151)"
"006743","Lounge","The Millstone Public House","67 Kings Wharf PL","Dartmouth","NS","B2Y 0B4","67 Kings Wharf PL
Dartmouth, NS B2Y 0B4
(44.663271, -63.562984)"
"006404","Eating Establishment","Ruby's Rhinestone Reception & Lounge","5187 Salter ST","Halifax","NS","B3J 1E6","5187 Salter ST
Halifax, NS B3J 1E6
(44.644796, -63.572411)"
"006088","Eating Establishment","Freemans Sackville","552 Sackville DR","Sackville","NS","B4C 2S2","552 Sackville DR
Sackville, NS B4C 2S2
(44.767366, -63.68392)"
"005549","Lounge","Stubborn Goat Gastropub","1579 Grafton ST","Halifax","NS","B3J 2C3","1579 Grafton ST
Halifax, NS B3J 2C3
(44.645336, -63.574596)"
"000805","Cabaret","Palace Cabaret","1721 Brunswick ST","Halifax","NS","B3J 2G4","1721 Brunswick ST
Halifax, NS B3J 2G4
(44.646917, -63.576901)"
"005986","Special Premises","The Flying Apron Cookery","3 Summerville Wharf RD","Summerville","NS","B0N 2K0","3 Summerville Wharf RD
Summerville, NS B0N 2K0
(45.099948, -64.170872)"
"006682","Eating Establishment","Copper Branch","1474 Lower Water ST","Halifax","NS","B3J 1R9","1474 Lower Water ST
Halifax, NS B3J 1R9
(44.644022, -63.569698)"
"002959","Lounge","Blue Mist Lounge","85 Main ST","Bras d'Or","NS","B1Y 2M2","85 Main ST
Bras d'Or, NS B1Y 2M2
(46.253306, -60.289952)"
"004676","Eating Establishment","Jamieson's Irish House & Grill","5 Cumberland DR","Dartmouth","NS","B2V 2T6","5 Cumberland DR
Dartmouth, NS B2V 2T6
(44.670538, -63.48975)"
"006756","Eating Establishment","The Whiskey Teller Wood Fired Pub Ltd.","9-11 Church ST","Annapolis Royal","NS","B0S 1A0","9-11 Church ST
Annapolis Royal, NS B0S 1A0
(44.74493, -65.517745)"
"004035","Eating Establishment","Dooly's Dining Room (Yarmouth)","117 Water ST","Yarmouth","NS","B5A 4K3","117 Water ST
Yarmouth, NS B5A 4K3
(43.839612, -66.120757)"
"002249","Special Premises","Ski Wentworth","14595 Hwy #4","Wentworth","NS","B0M 1Z0","14595 Hwy #4
Wentworth, NS B0M 1Z0
(45.60946, -63.562403)"
"004983","Eating Establishment","Montana's Cookhouse Dining Room","194B Chain Lake DR","Halifax","NS","B3S 1C5","194B Chain Lake DR
Halifax, NS B3S 1C5
(44.650669, -63.675687)"
"000774","Eating Establishment","Admiral Digby Inn","441 Shore RD","Digby","NS","B0V 1A0","441 Shore RD
Digby, NS B0V 1A0
(44.646859, -65.757844)"
"006540","Beverage Room","King Street Beer Company","463 King ST","Bridgewater","NS","B4V 1B2","463 King ST
Bridgewater, NS B4V 1B2
(44.376393, -64.517324)"
"005553","Eating Establishment","Meat Cove Chowder Hut","2481 Meat Cove RD","Capstick","NS","B0C 1E0",
"005208","Eating Establishment","West Side Charlies","9137 Commercial ST","New Minas","NS","B4N 3E6","9137 Commercial ST
New Minas, NS B4N 3E6
(45.06724, -64.45139)"
"005799","Eating Establishment","Chowder House","90 Lighthouse RD","Neil's Harbour","NS","B0C 1N0","90 Lighthouse RD
Neil's Harbour, NS B0C 1N0
(46.806991, -60.318183)"
"002517","Club","Chedabucto Curling Club","6 Reddy Hill","Boylston","NS","B0H 1G0",
"003385","Lounge","Liverpool Pizzeria Lounge","155 Main ST","Liverpool","NS","B0T 1K0","155 Main ST
Liverpool, NS B0T 1K0
(44.039286, -64.714494)"
"002032","Special Premises","Dartmouth Senior Citizens Service Centre","45 Ochterloney ST","Dartmouth","NS","B2Y 4M7","45 Ochterloney ST
Dartmouth, NS B2Y 4M7
(44.666376, -63.568683)"
"006852","Lounge","The Annex Restaurant","66 Lower Railway ST","Inverness","NS","B0E 1N0","66 Lower Railway ST
Inverness, NS B0E 1N0
(46.230729, -61.309272)"
"003892","Lounge","Piper's Pub Lounge","31 College ST","Antigonish","NS","B2G 1X5","31 College ST
Antigonish, NS B2G 1X5
(45.621554, -61.991536)"
"003855","Lounge","The Bistro on Prince Lounge","437 Prince ST","Truro","NS","B2N 1E6","437 Prince ST
Truro, NS B2N 1E6
(45.366137, -63.290095)"
"006775","Lounge","Terra Rossa Trattoria","117 Front ST","Wolfville","NS","B4P 1A5","117 Front ST
Wolfville, NS B4P 1A5
(45.092219, -64.361825)"
"006628","Eating Establishment","Pur & Simple","535 Portland ST","Dartmouth","NS","B2Y4B1","535 Portland ST
Dartmouth, NS B2Y4B1
(44.670252, -63.538573)"
"003201","Lounge","Tilted Tap Bar & Grill Inc.","172 Wyse RD","Dartmouth","NS","B3A 1M6","172 Wyse RD
Dartmouth, NS B3A 1M6
(44.671384, -63.579763)"
"006675","Eating Establishment","White Sails Bakery & Deli","12930 Peggys Cove RD","Tantallon","NS","B3Z 2K4","12930 Peggys Cove RD
Tantallon, NS B3Z 2K4
(44.66482, -63.89469)"
"003008","Club","Catalone Seniors and Pensioners Recreation Association","20 New Boston RD","Catalone","NS","B1C 2L2","20 New Boston RD
Catalone, NS B1C 2L2
(45.986787, -59.996402)"
"004085","Special Premises","Mariners Centre","45 Jody Shelley DR","Yarmouth","NS","B5A 4B2","45 Jody Shelley DR
Yarmouth, NS B5A 4B2
(43.83916, -66.098076)"
"004901","Lounge","Library Pub Lounge","472 Main ST","Wolfville","NS","B4P 1E2","472 Main ST
Wolfville, NS B4P 1E2
(45.09132, -64.363493)"
"006809","Eating Establishment","Brightyard","53 1/2 Portland ST","Dartmouth","NS","B2Y 1H1","53 1/2 Portland ST
Dartmouth, NS B2Y 1H1
(44.66521, -63.567107)"
"003544","Club","Berwick & District Volunteer Fire Dept.","300 Commercial ST","Berwick","NS","B0P 1E0","300 Commercial ST
Berwick, NS B0P 1E0
(45.052972, -64.738748)"
"005619","Special Premises","Redwood Grill","30 Fairfax DR","Halifax","NS","B3S 1P1","30 Fairfax DR
Halifax, NS B3S 1P1
(44.658931, -63.671445)"
"002672","Eating Establishment","Glooscap Restaurant","758 Upper Main ST","Parrsboro","NS","B0M 1S0","758 Upper Main ST
Parrsboro, NS B0M 1S0
(45.416137, -64.332685)"
"006637","Eating Establishment","Lunenburg Chill Dairy and Grill","103 Victoria RD","Lunenburg","NS","B0J2C0","103 Victoria RD
Lunenburg, NS B0J2C0
(44.375961, -64.323483)"
"003624","Special Premises","Westin Nova Scotia","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64019, -63.569037)"
"001144","Lounge","Salty Dog Bar & Grill Lounge","1869 Upper Water ST","Halifax","NS","B3J 1S9","1869 Upper Water ST
Halifax, NS B3J 1S9
(44.649968, -63.573534)"
"001125","Special Premises","Dalhousie University Truro","135 College RD","Bible Hill","NS","B2N 5E5","135 College RD
Bible Hill, NS B2N 5E5
(45.372527, -63.263703)"
"000861","Eating Establishment","Inverary Inn Dining Room","368 Shore RD","Baddeck","NS","B0E 1B0","368 Shore RD
Baddeck, NS B0E 1B0
(46.097112, -60.756883)"
"005826","Lounge","Old Triangle Irish Alehouse Lounge","424 Charlotte ST","Sydney","NS","B1P 1E2","424 Charlotte ST
Sydney, NS B1P 1E2
(46.135975, -60.194026)"
"005146","Special Premises","Le Village Historique Acadien de la N.E.","91 Old Church RD","Lower West Pubnico","NS","B0W 2C0","91 Old Church RD
Lower West Pubnico, NS B0W 2C0
(43.636589, -65.793516)"
"006834","Beverage Room","Bulwark Cider House","1518 Dresden RW","Halifax","NS","B3J 2K2","1518 Dresden RW
Halifax, NS B3J 2K2
(44.643218, -63.578054)"
"006667","Lounge","Ostrich Club","5529 Young ST","Halifax","NS","B3K 1Z7","5529 Young ST
Halifax, NS B3K 1Z7
(44.662004, -63.599233)"
"006890","Eating Establishment","Ori Foods","258 Wyse RD","Dartmouth","NS","B3A 1N2","258 Wyse RD
Dartmouth, NS B3A 1N2
(44.675428, -63.585995)"
"006455","Eating Establishment","Founders House Dining & Drinks Ltd","3816 Hwy. #1","Annapolis Royal","NS","B0S1A0","3816 Hwy. #1
Annapolis Royal, NS B0S1A0
(44.729279, -65.527077)"
"004647","Lounge","Knot Lounge, The","4 Dufferin ST","Lunenburg","NS","B0J 2C0","4 Dufferin ST
Lunenburg, NS B0J 2C0
(44.378506, -64.316917)"
"006368","Eating Establishment","St. Louis Bar & Grill","792 Sackville DR","Lr. Sackville","NS","B4E 1R7","792 Sackville DR
Lr. Sackville, NS B4E 1R7
(44.774362, -63.693451)"
"003683","Lounge","Dooly's Lounge (Young Street)","3129 Kempt RD","Halifax","NS","B3K 5N6","3129 Kempt RD
Halifax, NS B3K 5N6
(44.659503, -63.60387)"
"006820","Eating Establishment","The Front Porch","39 Loggie ST","Mulgrave","NS","B0E 2G0","39 Loggie ST
Mulgrave, NS B0E 2G0
(45.615175, -61.391029)"
"006568","Beverage Room","Sourwood","5576 Cornwallis ST","Halifax","NS","B3K 1B4","5576 Cornwallis ST
Halifax, NS B3K 1B4
(44.651476, -63.585415)"
"006433","Eating Establishment","The Keeper's Kitchen","1856 Hwy. 304","Cape Forchu","NS","B5A 4A7","1856 Hwy. 304
Cape Forchu, NS B5A 4A7
(43.79454, -66.154342)"
"006564","Lounge","Boardwalk Tap Room and Eatery","320 Esplanade ST","Sydney","NS","B1P 5X3","320 Esplanade ST
Sydney, NS B1P 5X3
(46.137358, -60.195536)"
"003597","Eating Establishment","Wabo's Pizza, Sub & Donair","15279 Cabot Trail","Cheticamp","NS","B0E 1H0","15279 Cabot Trail
Cheticamp, NS B0E 1H0
(46.631312, -61.01138)"
"001901","Club","East Bay Fire Dept.","3542 East  Bay Highway","East Bay","NS","B1J 1A3","3542 East  Bay Highway
East Bay, NS B1J 1A3
(46.021469, -60.362186)"
"005698","Club","Southside Boularderie Fire Department","3840 Hillside Bouldarderie R","Southside Boularderie","NS","B1Y 2R2",
"003716","Lounge","Mount Uniacke Pub & Eatery","125 #1, Highway","Mount Uniacke","NS","B0N  1Z0",
"005825","Eating Establishment","Old Triangle Irish Alehouse, Sydney","424 Charlotte ST","Sydney","NS","B1P 1E2","424 Charlotte ST
Sydney, NS B1P 1E2
(46.135975, -60.194026)"
"006705","Eating Establishment","Martha's Pizza II","746 Bedford Hwy.","Halifax","NS","B3M 2L9","746 Bedford Hwy.
Halifax, NS B3M 2L9
(44.706914, -63.664674)"
"004131","Eating Establishment","Marina Bar & Grill","67 Caladh AV","Pictou","NS","B0K 1H0","67 Caladh AV
Pictou, NS B0K 1H0
(45.675262, -62.711009)"
"006504","Eating Establishment","Briny Bay Cafe","951 Highway 2","Five Islands","NS","B0M 1K0","951 Highway 2
Five Islands, NS B0M 1K0
(45.411472, -64.04662)"
"006376","Beverage Room","Tusket Falls Brewing Company","20 Slocomb CR","Tusket","NS","B0W 3M0","20 Slocomb CR
Tusket, NS B0W 3M0
(43.870571, -65.967908)"
"004711","Lounge","Back Alley Lounge","300 Sackville DR","Lower Sackville","NS","B4C 2R6","300 Sackville DR
Lower Sackville, NS B4C 2R6
(44.760977, -63.672604)"
"006846","Special Premises","Muir Hotel","1709 Lower Water ST","Halifax","NS","B3J 1S2","1709 Lower Water ST
Halifax, NS B3J 1S2
(44.648102, -63.571625)"
"002700","Eating Establishment","Lakeside Family Restaurant & Pizza","1594 St Margaret's Bay RD","Lakeside","NS","B3T 1B6","1594 St Margaret's Bay RD
Lakeside, NS B3T 1B6
(44.63866, -63.70461)"
"005674","Lounge","McGill's Junkyard Lounge","18 Kentucky CT","New Minas","NS","B4N 4N2","18 Kentucky CT
New Minas, NS B4N 4N2
(45.070172, -64.473456)"
"006740","Eating Establishment","Let's Ko Restaurant","30 Damascus RD","Bedford","NS","B4A 0C2","30 Damascus RD
Bedford, NS B4A 0C2
(44.750007, -63.640547)"
"001340","Special Premises","Mount Saint Vincent University","166 Bedford Highway","Halifax","NS","B3M 2J6","166 Bedford Highway
Halifax, NS B3M 2J6
(44.672888, -63.644385)"
"002780","Special Premises","Delta Hotels By Marriott Dartmouth","240 Brownlow AV","Dartmouth","NS","B3B 1X6","240 Brownlow AV
Dartmouth, NS B3B 1X6
(44.695024, -63.578462)"
"001442","Club","Nine Mile River Comminity Club","7160 Highway 14","Nine Mile River","NS","B2S 2V4","7160 Highway 14
Nine Mile River, NS B2S 2V4
(45.024701, -63.56115)"
"005329","Lounge","Boston Pizza Lng, New Minas","9278 Commercial ST","New Minas","NS","B4N 3E9","9278 Commercial ST
New Minas, NS B4N 3E9
(45.068611, -64.442586)"
"004020","Lounge","Monte's Lounge","245 Waverley RD","Dartmouth","NS","B2X 2C5","245 Waverley RD
Dartmouth, NS B2X 2C5
(44.697549, -63.547605)"
"006521","Eating Establishment","Korca Pizza","2777 Agricola ST","Halifax","NS","B3K 4E3","2777 Agricola ST
Halifax, NS B3K 4E3
(44.657913, -63.597069)"
"004106","Eating Establishment","Dooly's Dining Room (Burnside)","121 Ilsley AV","Dartmouth","NS","B3B 1T1","121 Ilsley AV
Dartmouth, NS B3B 1T1
(44.697398, -63.584856)"
"004695","Eating Establishment","Don Cherry's Sports Grill EE","45 Keltic DR","Sydney","NS","B1S 1P4","45 Keltic DR
Sydney, NS B1S 1P4
(46.110304, -60.224)"
