"objectid","filenum","casenum","uofnum","occurred_dt","occurred_tm","current_badge_no","offage","offsex","offrace","hire_dt","rankattimeofincident","offroletype","off_injured","offcondtype","off_hospital","service_type","forcetype","uof_reason","cycles_num","forceeffective","street_n","street","street_g","street_t","matchaddress","geoaddress","origaddress","citnum","citrace","citsex","citage","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","ra","beat","sector","division","district","point_x","point_y"
"17096","UF2020-0229","006073-2020","63095","2020-01-09T00:00:00.000","07:55 PM","9518","44","Male","Hispanic","2008-07-09T00:00:00.000","Police Senior Corporal","Officer","Yes","Sprain/Strain","Yes","Arrest","Foot Pursuit","Arrest","NULL","No","3900","Broadmoor","NULL","Dr.","3900 INVESTOR DR, DALLAS, TX, 75237","3900 INVESTOR DRIVE","3900 Broadmoor Dr.","61256","Hispanic","Male","25","No","Injured prior to contact","Yes","Unknown","Evading Arrest, Warrant/Hold, Assault/FV","4359","452","450","SOUTHWEST","8","2466034.89","6926597.56"
"17097","UF2020-0229","006073-2020","63096","2020-01-09T00:00:00.000","07:55 PM","10486","29","Male","Hispanic","2012-09-26T00:00:00.000","Police Officer","Officer","Yes","No injuries noted or visible","Yes","Arrest","Foot Pursuit","Arrest","NULL","No","3900","Broadmoor","NULL","Dr.","3900 INVESTOR DR, DALLAS, TX, 75237","3900 INVESTOR DRIVE","3900 Broadmoor Dr.","61256","Hispanic","Male","25","No","Injured prior to contact","Yes","Unknown","Evading Arrest, Warrant/Hold, Assault/FV","4359","452","450","SOUTHWEST","8","2466034.89","6926597.56"
"15911","UF2019-1816","005581-2020","63071, 63072, 63143","2020-01-09T00:00:00.000","07:39 AM","11189","29","Male","White","2016-06-29T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit, Take Down - Arm, Taser","Active Aggression","2","Yes, No, Yes","6055","Alpha","NULL","Rd.","6055 ALPHA RD, DALLAS, TX, 75240","6055 Alpha Rd.","6055 Alpha Rd.","61247","Hispanic","Male","28","Yes","Laceration/Cut, Treated by DFD, Hospitalized","Yes","None detected","Warrant/Hold, Evading Arrest, Other Felony Arrest","1014","635","630","NORTH CENTRAL","11","2489190.757","7026671.269"
"15910","UF2019-1816","005581-2020","63069","2020-01-09T00:00:00.000","07:30 AM","6544","51","Male","White","1990-09-24T00:00:00.000","Police Officer","Officer","Yes","Sprain/Strain","No","Arrest","Verbal Command","Arrest","NULL","Yes","6055","Alpha","NULL","Rd.","6055 ALPHA RD, DALLAS, TX, 75240","6055 Alpha Rd.","6055 Alpha Rd.","61247","Hispanic","Male","28","Yes","Laceration/Cut, Bruise","Yes","Unknown Drugs","Evading Arrest, Warrant/Hold, Other Felony Arrest","1014","635","630","NORTH CENTRAL","11","2489190.757","7026671.269"
"15811","UF2019-1747","006149-2020","63073","2020-01-09T00:00:00.000","01:45 PM","10797","32","Male","White","2014-05-07T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Off-Duty Incident","Weapon display at Person","Arrest","NULL","Yes","2701","Mesquite","N","Dr.","2701 N MESQUITE DR, MESQUITE, TX, 75150","2701 N Mesquite Dr.","2701 N Mesquite Dr.","61250","Black","Male","21","No","No injuries noted or visible","Yes","None detected","Other Agency Arrest",,,,,,"2543793.625","6978787.085"
"16217","UF2020-0001","006219-2020","63081, 63084, 63087, 63089, 63090, 63092","2020-01-10T00:00:00.000","01:00 AM","9465","37","Female","Black","2008-05-28T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed, Held Suspect Down, Take Down - Arm, Verbal Command, Foot Pursuit, Pressure Points","Danger to self or others","NULL","Yes, Yes, Yes, No, No, Yes","2210","KESSLER","NULL","Pkwy.","2210 KESSLER PKWY","2210 KESSLER Pkwy.","2210 KESSLER Pkwy.","61255","White","Female","36","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4395","412","410","SOUTHWEST","3","2476996.085","6963939.59"
"16216","UF2020-0001","006219-2020","63080, 63083, 63085, 63088, 63091","2020-01-10T00:00:00.000","01:10 AM","10783","37","Female","Hispanic","2014-03-12T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed, Held Suspect Down, Take Down - Arm, Verbal Command, Pressure Points","Arrest","NULL","Yes, Yes, Yes, No, Yes","2210","Kessler","NULL","Pkwy.","2210 KESSLER PKWY","2210 Kessler Pkwy.","2210 Kessler Pkwy.","61254","White","Female","36","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4395","412","410","SOUTHWEST","3","2476996.085","6963939.59"
"15987","UF2019-1859","002767-2020","63076, 63077, 63078, 63079","2020-01-10T00:00:00.000","11:30 PM","10639","36","Male","White","2013-09-25T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","BD - Pushed, Held Suspect Down, Verbal Command, Joint Locks","Arrest","NULL","Yes, Yes, Yes, Yes","2300","Oates","NULL","Dr.","2300 OATES DR","2300 Oates Dr.","2300 Oates Dr.","61253","Hispanic","Male","34","Yes","Abrasion/Scrape","Yes","Agitated","Evading Arrest, Warrant/Hold, Fail to ID",,,,,,"2541595.301","6991230.714"
"16218","UF2020-0001","006219-2020","63093","2020-01-10T00:00:00.000","01:00 AM","11633","25","Male","White","2018-12-12T00:00:00.000","Police Officer Trainee II","Officer","No","No injuries noted or visible","No","Arrest","Feet/Leg/Knee Strike","Barricaded Person","NULL","Yes","2218","KESSLER","NULL","Pkwy.","2218 KESSLER PKWY","2218 KESSLER Pkwy.","2218 KESSLER Pkwy.","61254","White","Female","36","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4395","412","410","SOUTHWEST","3","2476955.919","6963855.049"
"18083","UF2020-0488","006598-2020","63109","2020-01-10T00:00:00.000","04:15 PM","11294","26","Male","White","2017-03-08T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","500","Jim Miller","N","Rd.","500 N JIM MILLER RD, DALLAS, TX, 75217","500 N Jim Miller Rd.","500 N Jim Miller Rd.","61265","Hispanic","Male","18","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold","2199","352","350","SOUTHEAST","5","2522011.998","6949577.809"
"18084","UF2020-0488","006598-2020","63110","2020-01-10T00:00:00.000","04:15 PM","11467","26","Male","White","2018-02-21T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","500","Jim Miller","N","Rd.","500 N JIM MILLER RD, DALLAS, TX, 75217","500 N Jim Miller Rd.","500 N Jim Miller Rd.","61265","Hispanic","Male","18","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold","2199","352","350","SOUTHEAST","5","2522011.998","6949577.809"
"18085","UF2020-0488","006598-2020","63111","2020-01-10T00:00:00.000","04:15 PM","10466","31","Male","White","2012-09-26T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","500","Jim Miller","N","Rd.","500 N JIM MILLER RD, DALLAS, TX, 75217","500 N Jim Miller Rd.","500 N Jim Miller Rd.","61265","Hispanic","Male","18","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold","2199","352","350","SOUTHEAST","5","2522011.998","6949577.809"
"15919","UF2019-1818","006284-2020","63097, 63098","2020-01-10T00:00:00.000","05:32 AM","11263","27","Male","Hispanic","2017-01-11T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Take Down - Body","Arrest","NULL","Yes, Yes","407","Beckley","S","Ave.","407 S BECKLEY AVE","407 S Beckley Ave.","407 S Beckley Ave.","61257","White","Male","27","Yes","Bite, Hospitalized","Yes","None detected","Burglary/Building","4133","413","410","SOUTHWEST","1","2484039.226","6957113.952"
"16080","UF2019-1926","006376-2020","63782, 63783, 63784","2020-01-10T00:00:00.000","09:30 AM","8899","66","Male","White","2006-08-11T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down, Take Down - Body, Leg Restraint System","Arrest","NULL","Yes, Yes, Yes","5700","Lovers","E","Ln.","5700 E LOVERS LN","5700 E Lovers Ln.","5700 E Lovers Ln.","49291","Black","Male","33","No","No injuries noted or visible","Yes","Agitated","Assault/Public Servant, Resisting Search and Transport, Other Misdemeanor Arrest","1096","218","210","NORTHEAST","14","2500371.143","6998056.114"
"16079","UF2019-1926","006376-2020","63101, 63102, 63103, 63104, 63105, 63106","2020-01-10T00:00:00.000","09:30 AM","9647","39","Male","White","2008-10-29T00:00:00.000","Police Officer","Officer","Yes","Abrasion/Scrape","No","Arrest","Held Suspect Down, Verbal Command, Leg Restraint System, Handcuffing Take Down, Hand Controlled Escort, Hand/Arm/Elbow Strike","Arrest","NULL","Yes, No, Yes, Yes, Yes, No","5700","Lovers","E","Ln.","5700 E LOVERS LN","5700 E Lovers Ln.","5700 E Lovers Ln.","49291","Black","Male","33","No","Non-Visible Injury/Pain","Yes","Agitated","Pedestrian In Roadway, Resisting Search and Transport, Assault/Public Servant","1096","218","210","NORTHEAST","14","2500371.143","6998056.114"
"15914","UF2019-1817","006654-2020","63112, 63113, 63114","2020-01-10T00:00:00.000","05:30 PM","11560","33","Male","Hispanic","2018-07-25T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Service Call","Joint Locks, Take Down - Body, Taser","Arrest","2","No, Yes, Yes","9730","Shepherd","NULL","Rd.","9730 SHEPHERD RD","9730 Shepherd Rd.","9730 Shepherd Rd.","59941","Black","Female","40","Yes","Treated by DFD","Yes","Agitated","Crim Trespass/Bldg/Prop, Assault/Public Servant, Resisting Arrest, Take Weapon from PO, Fail to ID, Criminal Mischief, Warrant/Hold, Other Misdemeanor Arrest","6011","241","240","NORTHEAST","10","2505714.361","7017863.393"
"15917","UF2019-1818","006284-20","63119","2020-01-10T00:00:00.000","05:30 AM","8288","43","Male","White","2002-07-19T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Crime in Progress","K-9 Deployment","Arrest","NULL","Yes","407","Beckley","N","Ave.","407 N BECKLEY AVE, DALLAS, TX, 75203","407 N Beckley Ave.","407 N Beckley Ave.","61257","White","Male","27","Yes","Redness/Swelling, Non-Visible Injury/Pain","Yes","Unknown","Burglary/Building","4119","413","410","SOUTHWEST","1","2484082.49","6959294.647"
"16083","UF2019-1926","006379-2020","63100","2020-01-10T00:00:00.000","09:30 AM","8315","52","Male","White","2002-09-13T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","Take Down - Arm","Detention/Frisk","NULL","Yes","5700","Lovers","E","Ln.","5700 E LOVERS LN","5700 E Lovers Ln.","5700 E Lovers Ln.","49291","Black","Male","33","No","No injuries noted or visible","No","Agitated","Other Misdemeanor Arrest, Resisting Search and Transport, Assault/Public Servant","1096","218","210","NORTHEAST","14","2500371.143","6998056.114"
"16579","UF2020-0103","006654-2020","63983, 65449, 65450","2020-01-10T00:00:00.000","05:18 PM","11493","30","Female","Hispanic","2018-04-04T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Take Down - Body, Held Suspect Down, Taser Display at Person","Active Aggression","NULL","Yes, Yes, No","9730","Shepherd","NULL","Rd.","9730 SHEPHERD RD","9730 Shepherd Rd.","9730 Shepherd Rd.","59941","Black","Female","40","Yes","Fracture","Yes","None detected","Crim Trespass/Bldg/Prop, Assault/Public Servant, Criminal Mischief, Fail to ID, Resisting Arrest, Warrant/Hold","6011","241","240","NORTHEAST","10","2505714.361","7017863.393"
"16219","UF2020-0001","006219-2020","63166, 63167, 63168, 63169","2020-01-10T00:00:00.000","01:17 AM","9376","34","Female","White","2008-02-20T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Arrest","Verbal Command, Take Down - Head, Joint Locks, Held Suspect Down","Active Aggression","NULL","No, Yes, Yes, Yes","2210","Kessler","NULL","Pkwy.","2210 KESSLER PKWY","2210 Kessler Pkwy.","2210 Kessler Pkwy.","61254","White","Female","36","No","Injured prior to contact","Yes","Mentally unstable","APOWW","4395","412","410","SOUTHWEST","3","2476996.085","6963939.59"
"16021","UF2019-1892","007012-2020","63171","2020-01-11T00:00:00.000","05:00 AM","11525","23","Male","White","2018-05-16T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Arrest","NULL","Yes","2990","Spruce Valley","NULL","Ln.","2990 SPRUCE VALLEY LN, DALLAS, TX, 75233","2990 Spruce Valley Ln.","2990 Spruce Valley Ln.","61278","White","Male","27","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Assault, Warrant/Hold, Fail to ID, Resisting Arrest, Public Intoxication","4236","445","440","SOUTHWEST","3","2467922.892","6945674.184"
"16723","UF2020-0139","007012-2020","64386","2020-01-11T00:00:00.000","05:00 AM","8046","41","Male","White","2001-07-06T00:00:00.000","Police Sergeant","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Arrest","NULL","Yes","2990","Spruce Valley","NULL","Ln.","2990 SPRUCE VALLEY LN, DALLAS, TX, 75233","2990 Spruce Valley Ln.","2990 Spruce Valley Ln.","61278","White","Male","27","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Assault","4236","445","440","SOUTHWEST","3","2467922.892","6945674.184"
"15927","UF2019-1820","007452-2020","63176, 63177, 63178","2020-01-11T00:00:00.000","10:05 PM","11036","29","Male","Hispanic","2015-06-03T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","BD - Grabbed, BD - Pushed, Verbal Command","Arrest","NULL","Yes, Yes, No","2551","Gus Thomasson","NULL","Rd.","2551 GUS THOMASSON RD","2551 Gus Thomasson Rd.","2551 Gus Thomasson Rd.","61273","Black","Male","38","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication, Resisting Arrest, Other Felony Arrest","1137","226","220","NORTHEAST","9","2530129.788","6991707.448"
"15926","UF2019-1820","007452-2020","63144, 63145","2020-01-11T00:00:00.000","10:05 PM","11046","30","Male","White","2015-07-01T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","BD - Pushed, BD - Grabbed","Arrest","NULL","No, Yes","2551","Gus Thomasson","NULL","Rd.","2551 GUS THOMASSON RD","2551 Gus Thomasson Rd.","2551 Gus Thomasson Rd.","61273","Black","Male","38","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication, Resisting Search and Transport, Other Felony Arrest","1137","226","220","NORTHEAST","9","2530129.788","6991707.448"
"15922","UF2019-1819","007022-2020","63131","2020-01-11T00:00:00.000","05:40 AM","11400","26","Male","White","2017-09-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Suspicious Activity","Foot Pursuit","Detention/Frisk","NULL","Yes","8303","RL Thornton","E","Frwy.","8303 E R L THORNTON FWY WB, DALLAS, TX, 75228","8303 E RL Thornton  Frwy.","8303 E RL Thornton  Frwy.","61270","Black","Male","44","No","No injuries noted or visible","Yes","Agitated","Theft, Evading Arrest","1204","238","230","NORTHEAST","7","2522033.594","6976630.794"
"15923","UF2019-1819","007022-2020","63132","2020-01-11T00:00:00.000","05:40 AM","11379","26","Male","Hispanic","2017-09-06T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Suspicious Activity","Foot Pursuit","Detention/Frisk","NULL","Yes","8303","RL Thornton","E","Frwy.","8303 E R L THORNTON FWY WB, DALLAS, TX, 75228","8303 E RL Thornton  Frwy.","8303 E RL Thornton  Frwy.","61270","Black","Male","44","No","No injuries noted or visible","Yes","Agitated","Theft, Evading Arrest","1204","238","230","NORTHEAST","7","2522033.594","6976630.794"
"15988","UF2019-1860","006968-2020","63125","2020-01-11T00:00:00.000","02:32 AM","10851","32","Male","Hispanic","2014-08-13T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15989","UF2019-1860","006968-2020","63125","2020-01-11T00:00:00.000","02:32 AM","10851","32","Male","Hispanic","2014-08-13T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15990","UF2019-1860","006968-2020","64216","2020-01-11T00:00:00.000","02:32 AM","11286","29","Male","White","2017-03-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15991","UF2019-1860","006968-2020","64216","2020-01-11T00:00:00.000","02:32 AM","11286","29","Male","White","2017-03-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15992","UF2019-1860","006968-2020","64218","2020-01-11T00:00:00.000","02:32 AM","11074","27","Male","White","2015-09-09T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15993","UF2019-1860","006968-2020","64218","2020-01-11T00:00:00.000","02:32 AM","11074","27","Male","White","2015-09-09T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15994","UF2019-1860","006968-2020","64221","2020-01-11T00:00:00.000","02:32 AM","10407","35","Male","Hispanic","2012-06-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15995","UF2019-1860","006968-2020","64221","2020-01-11T00:00:00.000","02:32 AM","10407","35","Male","Hispanic","2012-06-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15996","UF2019-1860","006968-2020","64222","2020-01-11T00:00:00.000","02:32 AM","11255","27","Male","Hispanic","2016-12-28T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15997","UF2019-1860","006968-2020","64222","2020-01-11T00:00:00.000","02:32 AM","11255","27","Male","Hispanic","2016-12-28T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15998","UF2019-1860","006968-2020","64223","2020-01-11T00:00:00.000","02:32 AM","9720","33","Male","White","2009-01-21T00:00:00.000","Police Sergeant","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61268","Black","Male","28","No","No injuries noted or visible","Yes","None detected","Evading Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"15999","UF2019-1860","006968-2020","64223","2020-01-11T00:00:00.000","02:32 AM","9720","33","Male","White","2009-01-21T00:00:00.000","Police Sergeant","Officer","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Detention/Frisk","NULL","Yes","10928","Audelia","NULL","Rd.","10928 AUDELIA RD","10928 Audelia Rd.","10928 Audelia Rd.","61269","Black","Male","29","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Other Felony Arrest","1055","246","240","NORTHEAST","10","2515915.452","7014120.803"
"16563","UF2020-0096","007501-2020","63308","2020-01-11T00:00:00.000","08:37 PM","11485","25","Female","White","2018-02-21T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Joint Locks","Arrest","NULL","Yes","1400","Lamar","S","St.","1400 S LAMAR ST","1400 S Lamar St.","1400 S Lamar St.","61283","Black","Female","14","No","No injuries noted or visible","Yes","Agitated","APOWW, Other Misdemeanor Arrest","2123","151","150","CENTRAL","2","2492641.468","6966516.8"
"23592","UF2020-1822","007501-2020","63310","2020-01-11T00:00:00.000","07:00 AM","11518","31","Male","White","2018-05-16T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Arrest","Joint Locks","Arrest","NULL","Yes","1400","Lamar","S","St.","1400 S LAMAR ST","1400 S Lamar St.","1400 S Lamar St.","61364","Black","Female","14","No","No injuries noted or visible","Yes","Poor hygiene","APOWW","2123","151","150","CENTRAL","2","2492641.468","6966516.8"
"15934","UF2019-1823","007546-2020","63203, 63206","2020-01-11T00:00:00.000","01:00 AM","10416","37","Male","White","2012-06-20T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Verbal Command, Hand Controlled Escort","Arrest","NULL","No, Yes","2424","Swiss","NULL","Ave.","2424 SWISS AVE","2424 Swiss Ave.","2424 Swiss Ave.","61302","Black","Male","23","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication","2052","154","150","CENTRAL","14","2493957.233","6972776.251"
"16227","UF2020-0002","003811-2020","63136, 63137, 63138, 63139","2020-01-11T00:00:00.000","12:15 AM","10855","35","Male","White","2014-08-13T00:00:00.000","Police Officer","Officer","Yes","Redness/Swelling","No","Arrest","Verbal Command, Weapon display at Person, BD - Pushed, Hand/Arm/Elbow Strike","Arrest","NULL","No, No, Yes, Yes","2395","Stemmons Trl","NULL","NULL","2395 STEMMONS TRL","2395 Stemmons Trl","2395 Stemmons Trl","35819","Hispanic","Male","38","Yes","Abrasion/Scrape","Yes","None detected","Unauthorize Use Vehicle, Man/Del/Dangerous Drug, Resisting Arrest","4451","521","520","NORTHWEST","6","2463722.589","6998838.454"
"16228","UF2020-0002","003811-2020","63136, 63137, 63138, 63139","2020-01-11T00:00:00.000","12:15 AM","10855","35","Male","White","2014-08-13T00:00:00.000","Police Officer","Officer","Yes","Redness/Swelling","No","Arrest","Verbal Command, Weapon display at Person, BD - Pushed, Hand/Arm/Elbow Strike","Arrest","NULL","No, No, Yes, Yes","2395","Stemmons Trl","NULL","NULL","2395 STEMMONS TRL","2395 Stemmons Trl","2395 Stemmons Trl","61272","Hispanic","Male","42","Yes","No injuries noted or visible","Yes","None detected","Drug Possession - Felony, Warrant/Hold","4451","521","520","NORTHWEST","6","2463722.589","6998838.454"
"15812","UF2019-1748","7158-2020","63133","2020-01-11T00:00:00.000","11:55 AM","8014","58","Male","White","2001-04-13T00:00:00.000","Police Senior Corporal","Officer","No","No injuries noted or visible","No","Other ( In Narrative)","Weapon display at Person","Assault to Other Person","NULL","Yes","7800","Alpha","NULL","Rd.","7800 ALPHA RD","7800 Alpha Rd.","7800 Alpha Rd.","61271","White","Male","58","No","No injuries noted or visible","No","Agitated","No Arrest","1020","635","630","NORTH CENTRAL","11","2498897.562","7024288.997"
"16229","UF2020-0002","003811-2020","63140, 63141, 63142, 64135","2020-01-11T00:00:00.000","12:08 AM","11574","30","Male","White","2018-09-19T00:00:00.000","Police Officer Trainee III","Officer","No","No injuries noted or visible","No","Crime in Progress","Weapon display at Person, Take Down - Body, Held Suspect Down, Feet/Leg/Knee Strike","Arrest","NULL","No, Yes, Yes, Yes","2395","Stemmons","NULL","Trl.","2395 STEMMONS TRL","2395 Stemmons Trl.","2395 Stemmons Trl.","35819","Hispanic","Male","38","No","No injuries noted or visible","Yes","Unknown","Unauthorize Use Vehicle, Resisting Arrest, Man/Del/Dangerous Drug","4451","521","520","NORTHWEST","6","2463722.589","6998838.454"
"16027","UF2019-1893","252560-2019","63149, 63150","2020-01-12T00:00:00.000","01:39 AM","11278","25","Male","White","2017-02-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Take Down - Body","Arrest","NULL","Yes, Yes","900","Ann","NULL","St.","900 ANN AVE, DALLAS, TX, 75223","900 Ann St.","900 Ann St.","18066","Black","Male","32","Yes","No injuries noted or visible","Yes","Unknown","Evading Arrest, Warrant/Hold","2083","115","110","CENTRAL","2","2502382.921","6973321.578"
"16028","UF2019-1893","252560-2019","63149, 63150","2020-01-12T00:00:00.000","01:39 AM","11278","25","Male","White","2017-02-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Take Down - Body","Arrest","NULL","Yes, Yes","900","Ann","NULL","St.","900 ANN AVE, DALLAS, TX, 75223","900 Ann St.","900 Ann St.","61275","Black","Male","30","Yes","Abrasion/Scrape","Yes","Unknown","Evading Arrest, Theft, Warrant/Hold","2083","115","110","CENTRAL","2","2502382.921","6973321.578"
"16031","UF2019-1893","252560-2019","63162, 63163","2020-01-12T00:00:00.000","01:40 AM","11278","25","Male","White","2017-02-08T00:00:00.000","Police Officer","Officer","No","No injuries noted or visible","No","Arrest","Foot Pursuit, Take Down - Body","Arrest","NULL","Yes, Yes","900","Ann","NULL","Ave.","900 ANN AVE","900 Ann Ave.","900 Ann Ave.","18066","Black","Male","30","Yes","Abrasion/Scrape","Yes","Marijuana","Theft, Evading Arrest, Warrant/Hold","2083","115","110","CENTRAL","2","2502461.102","6973364.243"
