"objectid","filenum","uofnum","occurred_d","occurred_t","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","forcetype","uof_reason","cycles_num","forceeffec","street_n","street","street_g","street_t","address","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","ra","beat","sector","division","dist_name","taag_name","x","y","geocoded_column"
,"UF2018-1218","51272, 51273, 51275, 51276","2018-07-31T00:00:00.000",,"10880.00000000000","Male","White","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Taser Display at Person, Take Down - Group, Held Suspect Down","Danger to self or others","NULL","No, No, Yes, Yes","101.00000000000","Grand Junction","NULL","Blvd.","101 Grand Junction Blvd.","55345.00000000000","Asian","Female","No","Injured prior to contact","Yes","Mentally unstable","APOWW","O/T","O/T","O/T","O/T",,,,,"POINT (-96.62518 32.769169)"
,"UF2018-0384","48825, 48826, 49010","2018-03-30T00:00:00.000",,"11011.00000000000","Male","White","2015-04-22T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down, Verbal Command, Held Suspect Down","Arrest","NULL","No, No, No","300.00000000000","Crescent","NULL","Ct.","300 Crescent Ct.","53912.00000000000","Black","Male","Yes","Abrasion/Scrape","Yes","Alchohol and unknown drugs","APOWW","2038","122","120","CENTRAL",,,,,"POINT (-80.26382 33.028453000000006)"
,"UF2018-0694","50568","2018-06-22T00:00:00.000",,"10282.00000000000","Male","Black","2010-09-29T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks","Other","NULL","Yes","2600.00000000000","Elm","NULL","St.","2600 Elm St.","54965.00000000000","White","Female","No","No injuries noted or visible","Yes","None detected","Fail to ID, Resisting Arrest, Drug Possession - Felony","2066","153","150","CENTRAL",,,,,"POINT (-82.652648 38.456635)"
,"UF2018-0674","50220, 50228, 50229, 50230","2018-06-09T00:00:00.000",,"11267.00000000000","Male","White","2017-01-11T00:00:00.000","Yes","Abrasion/Scrape","No","Service Call","Verbal Command, Take Down - Body, Hand/Arm/Elbow Strike, Held Suspect Down","Weapon Display","NULL","No, Yes, Yes, Yes","507.00000000000","Woodbine","NULL","Ave.","507 Woodbine Ave.","12173.00000000000","Black","Male","Yes","Abrasion/Scrape, Non-Visible Injury/Pain","Yes","Alchohol","Other Misdemeanor Arrest, Evading Arrest, Resisting Arrest, Fail to ID","4147","712","710","SOUTH CENTRAL",,,,,"POINT (-76.617958 39.40078)"
,"UF2018-0419","49308, 49309","2018-04-19T00:00:00.000",,"10507.00000000000","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","Joint Locks, Held Suspect Down","Arrest","NULL","Yes, Yes","900.00000000000","Barry","S","Ave.","900 S Barry Ave.","54240.00000000000","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1220","115","110","CENTRAL",,,,,
,"UF2018-1028","51695, 51696, 51697","2018-06-19T00:00:00.000",,"11306.00000000000","Male","White","2017-04-05T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person, Foot Pursuit, Verbal Command","Arrest","NULL","Yes, Yes, Yes","2490.00000000000","Wild Oak","NULL","Dr.","2490 Wild Oak Dr.","55580.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Traffic Violation, Drug Possession - Misdemeanor","1199","237","230","NORTHEAST",,,,,"POINT (-118.31102100000001 34.115315)"
,"UF2018-1479","53987, 53992, 53993","2018-12-15T00:00:00.000",,"11474.00000000000","Male","Asian","2018-02-21T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks, Take Down - Body, Take Down - Body","Active Aggression","NULL","Yes, Yes, Yes","3109.00000000000","Chapel Creek","NULL","Dr.","3109 Chapel Creek Dr.","56855.00000000000","White","Male","No","Redness/Swelling, Injured prior to contact","Yes","Agitated","Crim Trespass/Bldg/Prop, Public Intoxication","4552","536","530","NORTHWEST",,,,,"POINT (-96.869253 32.872228)"
,"UF2018-0583","50121, 50122","2018-06-01T00:00:00.000",,"10696.00000000000","Male","White","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Warrant Execution","Verbal Command, BD - Pushed","Arrest","NULL","No, Yes","110.00000000000","Longbranch","NULL","Ln.","110 Longbranch Ln.","54705.00000000000","Black","Male","Yes","Abrasion/Scrape","Yes","None detected","Evading Arrest","4530","354","350","SOUTHEAST",,,,,"POINT (-96.690173 32.71194)"
,"UF2018-0338","47665, 47666","2018-01-24T00:00:00.000",,"9912.00000000000","Male","White","2009-07-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person, Held Suspect Down","Arrest","NULL","Yes, Yes","13739.00000000000","Central","N","Expwy.","13739 N Central Expwy.","53274.00000000000","White","Male","Yes","Bloody Nose, Abrasion/Scrape","Yes","Unknown","Other Felony Arrest","4522","644","640","NORTH CENTRAL",,,,,
,"UF2018-0165","48475, 48476","2018-03-12T00:00:00.000",,"10624.00000000000","Male","Hispanic","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","3034.00000000000","Birmingham","NULL","Ave.","3034 Birmingham Ave.","53734.00000000000","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Unauthorize Use Vehicle, Drug Possession - Misdemeanor","2130","343","340","SOUTHEAST",,,,,"POINT (-96.76234000000001 32.770112000000005)"
,"UF2018-1169","51943","2018-09-03T00:00:00.000",,"9109.00000000000","Male","Hispanic","2007-05-02T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","Weapon display at Person","Arrest","NULL","Yes","725.00000000000","Jim Miller","N","Rd.","725 N Jim Miller Rd.","55751.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Warrant/Hold, Other Misdemeanor Arrest","2199","352","350","SOUTHEAST",,,,,"POINT (-96.700115 32.725715)"
,"UF2018-0868","51056","2018-07-20T00:00:00.000",,"8019.00000000000","Male","Hispanic","2001-04-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down","Arrest","NULL","Yes","500.00000000000","Davis","W","St.","500 W Davis St.","25885.00000000000","White","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4119","413","410","SOUTHWEST",,,,,"POINT (-90.516982 40.552361)"
,"UF2018-0284","48831","2018-03-31T00:00:00.000",,"9887.00000000000","Female","Black","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","Hand Controlled Escort","Danger to self or others","NULL","No","10229.00000000000","HARRY HINES","N","Blvd.","10229 HARRY HINES Blvd.","53916.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","3057","521","520","NORTHWEST",,,,,"POINT (-96.881074 32.86307)"
,"UF2018-0673","50100","2018-06-03T00:00:00.000",,"11267.00000000000","Male","White","2017-01-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","Take Down - Body","Arrest","NULL","Yes","3100.00000000000","Alta Mesa","E","Dr.","3100 E Alta Mesa Dr.","54692.00000000000","Black","Female","Yes","Abrasion/Scrape","Yes","Alchohol","Public Intoxication, Resisting Search and Transport","4367","754","750","SOUTH CENTRAL",,,,,"POINT (-115.18372799999999 36.166264)"
,"UF2018-0351","48631, 48633","2018-03-21T00:00:00.000",,"10634.00000000000","Male","Hispanic","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Take Down - Arm","Arrest","NULL","No, Yes","3306.00000000000","Al Lipscomb","NULL","Way","3306 Al Lipscomb Way","52886.00000000000","Hispanic","Male","Yes","Abrasion/Scrape, Redness/Swelling, Treated by DFD","Yes","Alchohol","Warrant/Hold","2097","343","340","SOUTHEAST",,,,,
,"UF2018-0784","50430, 51092","2018-06-19T00:00:00.000",,"10889.00000000000","Male","Hispanic","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","13645.00000000000","Central","N","Expwy.","13645 N Central Expwy.","54909.00000000000","White","Male","No","No injuries noted or visible","Yes","Agitated","Evading Arrest, Criminal Mischief","4522","644","640","NORTH CENTRAL",,,,,
,"UF2018-0671","50418, 50419, 50426","2018-06-19T00:00:00.000",,"9065.00000000000","Male","White","2007-03-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","Taser, Verbal Command, Take Down - Head","Active Aggression","1","Yes, No, No","8181.00000000000","Lancaster","S","Rd.","8181 S Lancaster Rd.","54900.00000000000","Black","Female","Yes","Puncture","Yes","Agitated","Resisting Arrest, Warrant/Hold","4375","756","750","SOUTH CENTRAL",,,,,"POINT (-96.781884 32.649109)"
,"UF2018-1649","54952","2018-12-30T00:00:00.000",,"11330.00000000000","Male","Hispanic","2017-05-31T00:00:00.000","No","No injuries noted or visible","No","Service Call","Foot Pursuit","Other","NULL","No","3015.00000000000","Ledbetter","E","Dr.","3015 E Ledbetter Dr.","57034.00000000000","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","4308","733","730","SOUTH CENTRAL",,,,,"POINT (-96.769657 32.695664)"
,"UF2018-0492","49327, 49636","2018-04-19T00:00:00.000",,"11215.00000000000","Female","White","2016-09-07T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Held Suspect Down, Held Suspect Down","Assault to Other Person","NULL","Yes, Yes","3829.00000000000","Gannon","NULL","Ln.","3829 Gannon Ln.","54249.00000000000","Black","Male","Yes","Abrasion/Scrape","Yes","Unknown","Assault/FV, Resisting Arrest, Take Weapon from PO","4380","451","450","SOUTHWEST",,,,,"POINT (-96.882134 32.652421)"
,"UF2018-1502","53272","2018-11-20T00:00:00.000",,"7701.00000000000","Male","Hispanic","1998-09-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","K-9 Deployment","Arrest","NULL","Yes","3300.00000000000","Jerome","NULL","Ave.","3300 Jerome Ave.","50290.00000000000","Hispanic","Male","Yes","Puncture, Bite, Treated by DFD","Yes","None detected","Evading Arrest, Other Felony Arrest","1213","314","310","SOUTHEAST",,,,,"POINT (-73.885252 40.879197)"
,"UF2018-0295","48001, 48002","2018-02-14T00:00:00.000",,"9855.00000000000","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed, Held Suspect Down","Active Aggression","NULL","Yes, Yes","8400.00000000000","Central","N","Expwy.","8400 N Central Expwy.","53469.00000000000","Hispanic","Male","No","Redness/Swelling","Yes","Unknown","Burglary of a Vehicle, Other Felony Arrest, Resisting Search and Transport","4621","214","210","NORTHEAST",,,,,
,"UF2018-0654","50299, 50300","2018-06-11T00:00:00.000",,"9881.00000000000","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","2800.00000000000","Harry Hines","NULL","Blvd.","2800 Harry Hines Blvd.","0.00000000000","Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","2040","122","120","CENTRAL",,,,,"POINT (-96.808966 32.7935)"
,"UF2018-1727","54107","2018-12-24T00:00:00.000",,"10887.00000000000","Male","Hispanic","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","1222.00000000000","MONTCLAIR","S","Ave.","1222 S MONTCLAIR Ave.","56977.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest, Unauthorize Use Vehicle","4161","444","440","SOUTHWEST",,,,,"POINT (-96.84687 32.73293)"
,"UF2018-1411","52998, 52999","2018-11-04T00:00:00.000",,"11225.00000000000","Male","White","2016-09-21T00:00:00.000","No","No injuries noted or visible","No","Arrest","Take Down - Arm, Weapon display at Person","Arrest","NULL","Yes, No","10110.00000000000","Harry Hines","NULL","Blvd.","10110 Harry Hines Blvd.","56421.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Theft, Other Misdemeanor Arrest","3057","521","520","NORTHWEST",,,,,"POINT (-96.880678 32.86006)"
,"UF2018-0676","49264, 50060","2018-04-10T00:00:00.000",,"9119.00000000000","Male","Hispanic","2007-05-30T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","OC Spray, Take Down - Body","Active Aggression","NULL","Yes, Yes","3535.00000000000","Virginia","NULL","Blvd.","3535 Virginia Blvd.","0.00000000000","Hispanic","Female","Yes","No injuries noted or visible","Yes","Unknown","Assault","4127","441","440","SOUTHWEST",,,,,"POINT (-96.877925 32.739833)"
,"UF2018-1458","51996, 51997, 51998, 51999","2018-09-06T00:00:00.000",,"8738.00000000000","Male","White","2005-11-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Hand Controlled Escort, Take Down - Arm, Taser","Danger to self or others","3","No, No, No, Limited","1206.00000000000","Burlington","NULL","Blvd.","1206 Burlington Blvd.","43675.00000000000","White","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Resisting Arrest","4139","417","410","SOUTHWEST",,,,,"POINT (-96.842139 32.737053)"
,"UF2018-1091","52447","2018-09-05T00:00:00.000",,"9973.00000000000","Male","White","2009-09-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person","Danger to self or others","NULL","Yes","17717.00000000000","Vail","S","St.","17717 S Vail St.","55795.00000000000","White","Male","No","No injuries noted or visible","Yes","Alchohol","APOWW","6059","613","610","NORTH CENTRAL",,,,,
,"UF2018-0269","48969, 48970, 48971, 48976","2018-04-07T00:00:00.000",,"10561.00000000000","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","Joint Locks, Verbal Command, Joint Locks, Verbal Command","Arrest","NULL","Yes, No, Yes, No","426.00000000000","Jim Miller","N","Rd.","426 N Jim Miller Rd.","54004.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Assault/FV, Resisting Search and Transport","2209","353","350","SOUTHEAST",,,,,"POINT (-96.700089 32.718157)"
,"UF2018-0935","51308, 51310, 51319","2018-08-01T00:00:00.000",,"7543.00000000000","Male","Hispanic","1997-07-25T00:00:00.000","No","No injuries noted or visible","No","Service Call","Verbal Command, Joint Locks, Held Suspect Down","Arrest","NULL","No, Yes, Yes","10731.00000000000","Sandpiper","NULL","Ln.","10731 Sandpiper Ln.","55366.00000000000","White","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1052","653","650","NORTH CENTRAL",,,,,"POINT (-96.776887 32.892863)"
,"UF2018-0337","48065, 48066, 48067","2018-02-18T00:00:00.000",,"8814.00000000000","Male","Hispanic","2006-04-21T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Taser Display at Person, Joint Locks","Active Aggression","NULL","No, Yes, Yes","4227.00000000000","Munger","NULL","Ave.","4227 Munger Ave.","53512.00000000000","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Crim Trespass/Bldg/Prop","2012","155","150","CENTRAL",,,,,"POINT (-96.784194 32.802446)"
,"UF2018-0676","49264, 50060","2018-04-10T00:00:00.000",,"9119.00000000000","Male","Hispanic","2007-05-30T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","OC Spray, Take Down - Body","Active Aggression","NULL","Yes, Yes","3535.00000000000","Virginia","NULL","Blvd.","3535 Virginia Blvd.","0.00000000000","Hispanic","Male","Yes","No injuries noted or visible","Yes","Unknown","Assault","4127","441","440","SOUTHWEST",,,,,"POINT (-96.877925 32.739833)"
,"UF2018-1482","52450","2018-09-29T00:00:00.000",,"11219.00000000000","Male","White","2016-09-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person","Arrest","NULL","Yes","400.00000000000","Crowdus","S","St.","400 S Crowdus St.","56031.00000000000","Black","Male","No","Injury Not Related to Force","Yes","Alchohol","Fail to ID, Evading Arrest, Warrant/Hold","2078","153","150","CENTRAL",,,,,"POINT (-96.782746 32.78127)"
,"UF2018-1727","54106","2018-12-24T00:00:00.000",,"11026.00000000000","Female","Hispanic","2015-06-03T00:00:00.000","No","No injuries noted or visible","No","Arrest","Foot Pursuit","Arrest","NULL","Yes","1222.00000000000","MONTCLAIR","S","Ave.","1222 S MONTCLAIR Ave.","56977.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest, Unauthorize Use Vehicle","4161","444","440","SOUTHWEST",,,,,"POINT (-96.84687 32.73293)"
,"UF2019-0011","53702","2018-12-09T00:00:00.000",,"11300.00000000000","Female","Black","2017-03-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","Weapon display at Person","Active Aggression","NULL","Yes","0.00000000000","PROSPERITY","NULL","Ave.","2730` PROSPERITY Ave.","43342.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Agitated","Assault/FV, Warrant/Hold, Drug Possession - Misdemeanor","4251","728","720","SOUTH CENTRAL",,,,,"POINT (-77.236481 38.87739)"
,"UF2018-1552","53680","2018-12-09T00:00:00.000",,"10220.00000000000","Female","White","2010-08-18T00:00:00.000","No","No injuries noted or visible","No","Service Call","BD - Grabbed","Arrest","NULL","Yes","1600.00000000000","Chestnut","NULL","St.","1600 Chestnut St.","56783.00000000000","White","Female","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","2080","153","150","CENTRAL",,,,,"POINT (-77.387635 35.604416)"
,"UF2018-0453","49503, 49504","2018-04-29T00:00:00.000",,"11275.00000000000","Female","White","2017-02-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","Weapon display at Person, Verbal Command","Danger to self or others","NULL","Yes, Yes","4823.00000000000","Bryan","NULL","St.","4823 Bryan St.","0.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Public Intoxication, Other Misdemeanor Arrest","4515","156","150","CENTRAL",,,,,"POINT (-96.773765 32.803609)"
,"UF2018-1321","52796, 52797","2018-10-20T00:00:00.000",,"11374.00000000000","Male","Asian","2017-08-23T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Weapon display at Person","Other","NULL","Yes, Yes","1010.00000000000","Ross","NULL","Ave.","1010 Ross Ave.","56265.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown","Drug Possession - Felony","2049","132","130","CENTRAL",,,,,"POINT (-84.582795 39.411823)"
,"UF2018-0513","49741","2018-05-12T00:00:00.000",,"11012.00000000000","Male","White","2015-05-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","Hand Controlled Escort","Arrest","NULL","Yes","3238.00000000000","Samuell","NULL","Blvd.","3238 Samuell Blvd.","54456.00000000000","Hispanic","Female","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","6042","111","110","CENTRAL",,,,,"POINT (-96.738896 32.79294)"
,"UF2018-0055","47394","2018-01-07T00:00:00.000",,"10510.00000000000","Male","Black","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","BD - Grabbed","Arrest","NULL","Yes","5000.00000000000","BOWSER","NULL","Ave.","5000 BOWSER Ave.","53069.00000000000","White","Male","No","No injuries noted or visible","Yes","Alchohol","DWI","3096","523","520","NORTHWEST",,,,,"POINT (-96.818188 32.82437)"
,"UF2018-1554","53729","2018-12-09T00:00:00.000",,"11258.00000000000","Male","Hispanic","2016-12-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Danger to self or others","NULL","Yes","9000.00000000000","Restland","NULL","Rd.","9000 Restland Rd.","56810.00000000000","NULL","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1031","253","250","NORTHEAST",,,,,"POINT (-96.745821 32.923075)"
,"UF2018-1061","52000, 52001, 52002","2018-09-06T00:00:00.000",,"9080.00000000000","Male","White","2007-03-21T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Weapon display at Person, BD - Grabbed","Arrest","NULL","No, No, Yes","760.00000000000","Pleasant","NULL","Dr.","760 Pleasant Dr.","55792.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Agitated","Burglary of a Vehicle","2202","336","330","SOUTHEAST",,,,,"POINT (-96.678622 32.725337)"
,"UF2018-0567","49849, 49850, 49851, 49853","2018-05-20T00:00:00.000",,"10333.00000000000","Male","Hispanic","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down, Hand/Arm/Elbow Strike, Take Down - Arm, Feet/Leg/Knee Strike","Danger to self or others","NULL","No, Yes, Yes, Yes","7814.00000000000","Rosemont","NULL","Rd.","7814 Rosemont Rd.","54544.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","2201","336","330","SOUTHEAST",,,,,"POINT (-96.687754 32.725154)"
,"UF2018-0985","51492, 51493","2018-08-09T00:00:00.000",,"9794.00000000000","Male","White","2009-03-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed, Joint Locks","Arrest","NULL","Yes, Yes","111.00000000000","Commerce","W","St.","111 W Commerce St.","55484.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","4063","424","420","SOUTHWEST",,,,,"POINT (-99.334429 34.638921)"
,"UF2018-1083","51987, 51991, 51993, 51994","2018-09-06T00:00:00.000",,"10420.00000000000","Female","Hispanic","2012-06-20T00:00:00.000","Yes","Redness/Swelling","No","Service Call","Weapon display at Person, Handcuffing Take Down, Held Suspect Down, Take Down - Body","Arrest","NULL","No, Yes, Yes, Yes","9403.00000000000","Paramount","NULL","Ave.","9403 Paramount Ave.","49039.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Assault/FV, Other Misdemeanor Arrest","2204","334","330","SOUTHEAST",,,,,"POINT (-96.659555 32.728641)"
,"UF2018-1047","51739, 51741","2018-08-26T00:00:00.000",,"10821.00000000000","Female","White","2014-05-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Held Suspect Down","Danger to self or others","NULL","No, Yes","5200.00000000000","Harry Hines","NULL","Blvd.","5200 Harry Hines Blvd.","55659.00000000000","Black","Female","No","No injuries noted or visible","Yes","Alchohol","DWI","3101","541","540","NORTHWEST",,,,,"POINT (-96.836981 32.811798)"
,"UF2018-0633","50098","2018-05-16T00:00:00.000",,"9810.00000000000","Male","Black","2009-04-15T00:00:00.000","Yes","Abrasion/Scrape","No","Service Call","Held Suspect Down","Other","NULL","Yes","4314.00000000000","Gladewater","NULL","Rd.","4314 Gladewater Rd.","54350.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Public Intoxication","4300","726","720","SOUTH CENTRAL",,,,,"POINT (-96.787299 32.698487)"
,"UF2018-1531","53270","2018-11-14T00:00:00.000",,"9018.00000000000","Male","Black","2007-01-10T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Employment","Weapon display at Person","Weapon Display","NULL","Yes","15230.00000000000","Segovia","NULL","Dr.","15230 Segovia Dr.","56580.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Theft","4421","625","620","NORTH CENTRAL",,,,,"POINT (-96.807859 32.956536)"
,"UF2019-0083","54977","2018-11-22T00:00:00.000",,"10904.00000000000","Male","Black","2014-10-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down","Other","NULL","Yes","5800.00000000000","Santa Fe","NULL","Ave.","5800 Santa Fe Ave.","57364.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest","1206","113","110","CENTRAL",,,,,"POINT (-118.230272 33.9892)"
,"UF2018-0887","51150, 51151","2018-07-25T00:00:00.000",,"11330.00000000000","Male","Hispanic","2017-05-31T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Take Down - Arm, Handcuffing Take Down","Detention/Frisk","NULL","Yes, Yes","3617.00000000000","Golden Hill","S","Dr.","3617 S Golden Hill Dr.","55268.00000000000","Black","Male","Yes","Abrasion/Scrape","Yes","Alchohol","Warrant/Hold, Public Intoxication, Traffic Violation, Resisting Arrest","4338","737","730","SOUTH CENTRAL",,,,,"POINT (-96.765131 32.681106)"
,"UF2018-1223","52666, 52667, 52668","2018-10-03T00:00:00.000",,"10316.00000000000","Male","White","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Verbal Command, Joint Locks, Held Suspect Down","Active Aggression","NULL","No, No, Yes","2200.00000000000","Lamar","N","St.","2200 N Lamar St.","56107.00000000000","White","Male","No","Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs","Public Intoxication, Resisting Arrest","2047","131","130","CENTRAL",,,,,"POINT (-96.808579 32.785059000000004)"
,"UF2018-0155","47313, 47314, 47315, 47316","2018-01-06T00:00:00.000",,"8525.00000000000","Male","White","2004-07-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks, Hand Controlled Escort, Verbal Command, Pressure Points","Active Aggression","NULL","Yes, Yes, No, Yes","1415.00000000000","Illinois","E","Ave.","1415 E Illinois Ave.","53020.00000000000","Hispanic","Female","No","No injuries noted or visible","Yes","Unknown Drugs","Disorderly Conduct, Resisting Arrest, Other Felony Arrest","4182","714","710","SOUTH CENTRAL",,,,,"POINT (-81.28515 28.966955)"
,"UF2018-0652","50242","2018-06-09T00:00:00.000",,"10889.00000000000","Male","Hispanic","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","Taser Display at Person","Arrest","NULL","Yes","13523.00000000000","Montfort","NULL","Pl.","13523 Montfort Pl.","54782.00000000000","White","Male","No","No injuries noted or visible","Yes","Mentally unstable","Resisting Arrest, Public Intoxication, Theft","4520","634","630","NORTH CENTRAL",,,,,"POINT (-96.811279 32.932502)"
,"UF2018-1508","53350","2018-11-23T00:00:00.000",,"9855.00000000000","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","Hand Controlled Escort","Detention/Frisk","NULL","Yes","2600.00000000000","John West","NULL","Rd.","2600 John West Rd.","56617.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Other Misdemeanor Arrest","1180","224","220","NORTHEAST",,,,,"POINT (-96.67243900000001 32.806974)"
,"UF2018-1278","51948, 51949","2018-09-01T00:00:00.000",,"10235.00000000000","Male","Hispanic","2010-08-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Taser","Arrest","5","No, Limited","2600.00000000000","Main","NULL","St.","2600 Main St.","55732.00000000000","Black","Male","Yes","Taser Burn Marks","Yes","Alchohol and unknown drugs","Fail to ID, Resisting Arrest, Traffic Violation, Warrant/Hold","2078","153","150","CENTRAL",,,,,"POINT (-105.827323 46.408412)"
,"UF2018-0726","51068","2018-06-29T00:00:00.000",,"10669.00000000000","Male","Black","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Detention/Frisk","NULL","Yes","11300.00000000000","Shiloh","NULL","Rd.","11300 Shiloh Rd.","55004.00000000000","White","Male","No","No injuries noted or visible","Yes","Poor hygiene","Pedestrian In Roadway, Resisting Arrest","1258","227","220","NORTHEAST",,,,,"POINT (-96.66580800000001 32.849)"
,"UF2018-0989","50363, 50364, 50365","2018-06-16T00:00:00.000",,"11260.00000000000","Male","Black","2017-01-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","Handcuffing Take Down, Joint Locks, Verbal Command","Danger to self or others","NULL","Yes, Yes, Yes","1844.00000000000","McMillan","NULL","Ave.","1844 McMillan Ave.","54864.00000000000","Hispanic","Male","No","Treated by DFD, Injured prior to contact","Yes","Mentally unstable","APOWW","1161","144","140","CENTRAL",,,,,"POINT (-96.774748 32.813112)"
