Activity Number,Activity Type,Activity SubType,Activity Priority,Service Request Number,Street Address ,Street Number,Street Direction,Street Name,Street Type,Apartment,City,State,Zip Code,Census Tract,Council District,Mapsco Page,Animal Intake ID,Animal Type,Animal Description,Tag Number,Activity Quantity 1,Activity Result 1,Activity Quantity 2,Activity Result 2,Activity Quantity 3,Activity Result 3,Activity Quantity 4,Activity Result 4,Activity Quantity 5,Activity Result 5,Final Activity Quantity,Final Activity Result,Activity Comment,Officer ID,Activity Status,Cancel Reason,Radio Signal Code,Call Date/Time,Created Date/Time,Dispatch Date/Time,Working Date/Time,Completed Date/Time,User ID,Month,Year,Location 1,Council Districts--Test,Dallas City Limits GIS Layer,City Councils,Zip Codes,Counties
A16-033616,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600505116,2431 S MARSALIS AVE,2431,S,MARSALIS,AVE,,DALLAS,TX,75216,005600,4,55-S,,DOG,,,1,UNFOUNDED,1,UNABLE TO LOCATE,1,MADE CONTACT,0,,0,,1,CLOSED,,P9991723,COMPLETED,,17,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,MWILLIAM,OCT.2016,FY2017,"2431 S MARSALIS AVE
DALLAS, TX 75216
(32.718194, -96.814607)",4,3,4,18915,3162
A16-033691,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600506638,7719  BEARDEN LN,7719,,BEARDEN,LN,,DALLAS,,75227,009101,5,48-X,,DOG,,,1,UNFOUNDED,1,COMPLIANCE,0,,0,,0,,1,CLOSED,"xxxx BEARDEN LN; XY: xxxxxxx.xxxxxxxxxx, xxxxxxx.xxxxxxxxx; LATLNG: xx.xxxxxx, -",P9991709,COMPLETED,,"17 TIED,NS",10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,MHENRY,OCT.2016,FY2017,"7719 BEARDEN LN
DALLAS 75227
(32.760262, -96.689553)",5,3,5,19359,3162
A16-011073,INVESTIGATION,MUNICIPAL,LOW,RVALVERD,1433  HAWLEY LN,1433,,HAWLEY,LN,,DALLAS,TX,75217,009201,5,58-M,,DOG,,,1,UNABLE TO MAKE CONTACT,0,,0,,0,,0,,1,CLOSED,CARE PROGRAM INITIATIVE.,P9991698,COMPLETED,,,05/05/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/09/2016 12:00:00 AM,10/09/2016 12:00:00 AM,10/09/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"1433 HAWLEY LN
DALLAS, TX 75217
(32.737278, -96.673254)",5,3,5,18921,3162
A16-033661,INVESTIGATION,BITE,URGENT,1600505912,520  KELSO DR,520,,KELSO,DR,,DALLAS,TX,75211,010703,6,52-E,,DOG,,,1,RESOLVED,0,,0,,0,,0,,1,CLOSED,,,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/03/2016 12:00:00 AM,KMOORE,OCT.2016,FY2017,"520 KELSO DR
DALLAS, TX 75211
(32.740907, -96.923241)",6,3,6,18528,3162
A16-033712,LOOSE,AGGRESSION,URGENT,1600506907,14647  LASATER RD,14647,,LASATER,RD,,DALLAS,TX,75253,017003,8,70-H,,DOG,,,1,UNABLE TO CATCH,1,GONE ON ARRIVAL,1,UNABLE TO MAKE CONTACT,0,,0,,1,CLOSED,,P9991704,COMPLETED,,8 AGG,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"14647 LASATER RD
DALLAS, TX 75253
(32.695284, -96.565904)",8,3,8,18776,3162
A16-033670,LOOSE,LOOSE OWN,NORMAL,1600506138,9500  CRESTSHIRE DR,9500,,CRESTSHIRE,DR,,DALLAS,TX,75227,012000,7,59-B,,DOG,,,1,GONE ON ARRIVAL,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,LOOSE OWNED BLACK WHITE CHIHUAHUA,P9991704,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"9500 CRESTSHIRE DR
DALLAS, TX 75227
(32.753135, -96.660199)",7,3,7,19359,3162
A16-033624,LOOSE,AGGRESSION,PERSON IN DANGER,1600505197,2115 S HAMPTON RD,2115,S,HAMPTON,RD,,DALLAS,,75224,010802,1,53-R,,DOG,,,2,MADE CONTACT,1,UNABLE TO CATCH,0,,0,,0,,1,CLOSED,MARIA MORENO ELEM.,P9991723,COMPLETED,,20/10,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,MWILLIAM,OCT.2016,FY2017,"2115 S HAMPTON RD
DALLAS 75224
(32.72415, -96.857078)",1,3,1,18939,3162
A16-001429,INVESTIGATION,MUNICIPAL,LOW,LYAP,320  GLENCAIRN DR,320,,GLENCAIRN,DR,,DALLAS,TX,75232,011105,8,64-Y,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,02/29/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"320 GLENCAIRN DR
DALLAS, TX 75232
(32.656468, -96.826589)",8,3,8,19379,3162
A16-033678,LOOSE,CONFINED,NORMAL,1600506383,3131  SIMPSON STUART RD,3131,,SIMPSON STUART,RD,,DALLAS,TX,75241,011401,8,66-T,,DOG,,,1,MADE CONTACT,1,GONE ON ARRIVAL,0,,0,,0,,1,CLOSED,,P9991576,COMPLETED,,20/8 CONF,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCASTILL,OCT.2016,FY2017,"3131 SIMPSON STUART RD
DALLAS, TX 75241
(32.669823, -96.768882)",8,3,8,19757,3162
A16-033659,LOOSE,AGGRESSION,URGENT,1600505853,6914  ORIOLE DR,6914,,ORIOLE,DR,,DALLAS,,75209,007102,2,34-H,,DOG,,,1,VIOLATION NOTICE,1,UNABLE TO CATCH,0,,0,,0,,1,CLOSED,,P9991579,COMPLETED,,20/8 ATTACK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ASANCHEZ,OCT.2016,FY2017,"6914 ORIOLE DR
DALLAS 75209
(32.841908, -96.82419)",2,3,2,18521,3162
A16-033699,INVESTIGATION,MUNICIPAL,LOW,1600506759,9821  SUMMERWOOD CIR,9821,,SUMMERWOOD,CIR,2017,DALLAS,TX,75243,018503,10,27-C,,DOG,,,1,EDUCATION,0,,0,,0,,0,,1,CLOSED,,P0716141,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/06/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"9821 SUMMERWOOD CIR
DALLAS, TX 75243
(32.90462, -96.720012)",9,3,10,19761,3162
A16-033689,LOOSE,CONFINED,NORMAL,1600506631,3130  REED LN,3130,,REED,LN,,DALLAS,TX,75215,003800,7,46-Z,A0958101,DOG,,,1,IMPOUNDED,0,,0,,0,,0,,1,CLOSED,CROSS ST ELECTRA,P9991704,COMPLETED,,20/8 TIED,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"3130 REED LN
DALLAS, TX 75215
(32.762707, -96.752261)",7,3,7,18541,3162
A16-033639,WILDLIFE,ROAMING,LOW,1600505348,5821  PALM LN,5821,,PALM,LN,,DALLAS,TX,75206,000202,14,36-K,,DOG,,,1,RESOLVED,0,,0,,0,,0,,1,CLOSED,,P9991707,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,JMARTIN,OCT.2016,FY2017,"5821 PALM LN
DALLAS, TX 75206
(32.83747, -96.766887)",12,3,14,20546,3162
A16-033709,INVESTIGATION,BARKING,LOW,1600506872,3586  ORCHARD RIDGE CT,3586,,ORCHARD RIDGE,CT,,DALLAS,,75229,009607,13,23-D,,DOG,,,1,EDUCATION,0,,0,,0,,0,,1,CLOSED,"xxxx ORCHARD RIDGE CT; XY: xxxxxxx.xxxxxxxxxx, xxxxxxx.xxxxxxxxx; LATLNG: xx.xxx",P0716141,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/05/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"3586 ORCHARD RIDGE CT
DALLAS 75229
(32.904057, -96.859487)",11,3,13,19367,3162
A16-033633,RESCUE,TRAFFIC,PERSON IN DANGER,1600505319,8550 N STEMMONS FWY,8550,N,STEMMONS,FWY,,DALLAS,TX,75247,010000,6,33-P,,DOG,,,1,UNABLE TO LOCATE,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,,P9991579,COMPLETED,,8 SAF OBS,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ASANCHEZ,OCT.2016,FY2017,"8550 N STEMMONS FWY
DALLAS, TX 75247
(32.828677, -96.872776)",6,3,6,20162,3162
A16-033673,LOOSE,LOOSE OWN,NORMAL,1600506156,8819  DUNLAP DR,8819,,DUNLAP,DR,,DALLAS,TX,75217,009202,5,59-N,,DOG,,,1,GONE ON ARRIVAL,1,UNABLE TO MAKE CONTACT,1,VIOLATION NOTICE,0,,0,,1,CLOSED,LOOSE DOG IN YARD,P9991704,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"8819 DUNLAP DR
DALLAS, TX 75217
(32.726328, -96.667565)",5,3,5,18921,3162
A16-033634,INVESTIGATION,BARKING,LOW,1600505322,5656  LIVE OAK ST,5656,,LIVE OAK,ST,208,DALLAS,TX,75206,001101,14,36-X,,DOG,,,1,EDUCATION,0,,0,,0,,0,,1,CLOSED,,P0716141,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/06/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"5656 LIVE OAK ST
DALLAS, TX 75206
(32.809937, -96.764053)",12,3,14,20546,3162
A16-033706,LOOSE,LOOSE OWN,NORMAL,1600506839,3915  ELSIE FAYE HEGGINS ST,3915,,ELSIE FAYE HEGGINS,ST,,DALLAS,TX,75210,003901,7,47-S,,DOG,,,1,UNABLE TO LOCATE,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,,P9991704,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"3915 ELSIE FAYE HEGGINS ST
DALLAS, TX 75210
(32.765366, -96.742077)",7,3,7,18524,3162
A16-000785,INVESTIGATION,MUNICIPAL,LOW,LYAP,509  SOUTHPORT DR,509,,SOUTHPORT,DR,,DALLAS,TX,75232,011105,8,64-Y,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,02/23/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"509 SOUTHPORT DR
DALLAS, TX 75232
(32.657854, -96.828708)",8,3,8,19379,3162
A16-033680,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600506417,10025  HYMIE CIR,10025,,HYMIE,CIR,,DALLAS,TX,75217,011900,5,59-G,,DOG,,,1,UNFOUNDED,1,VIOLATION NOTICE,1,EDUCATION,0,,0,,1,CLOSED,,P9991704,COMPLETED,,17 CRUELTY,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"10025 HYMIE CIR
DALLAS, TX 75217
(32.744597, -96.650137)",5,3,5,18921,3162
A16-033626,LOOSE,SICK/INJURED,ANIMAL IN DANGER,1600505222,3700  SYLVAN DR,3700,,SYLVAN,DR,,DALLAS,TX,75204,000604,14,35-X,A0957966,DOG,,,1,UNABLE TO MAKE CONTACT,1,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991722,COMPLETED,,20/8 INJ,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ABLACKMA,OCT.2016,FY2017,"3700 SYLVAN DR
DALLAS, TX 75204
(32.810906, -96.801046)",12,3,14,18929,3162
A16-033628,LOOSE,CONFINED,NORMAL,1600505269,2717  SAN MARCUS AVE,2717,,SAN MARCUS,AVE,,DALLAS,TX,75228,012500,9,39-N,A0958040,DOG,,,1,MADE CONTACT,1,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991722,COMPLETED,,20/8 TRAP,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ABLACKMA,OCT.2016,FY2017,"2717 SAN MARCUS AVE
DALLAS, TX 75228
(32.831193, -96.667476)",13,3,9,19361,3162
A16-033702,INVESTIGATION,BARKING,LOW,1600506803,3712  WYCLIFF AVE,3712,,WYCLIFF,AVE,,DALLAS,TX,75219,000603,14,35-S,,DOG,,,1,EDUCATION,0,,0,,0,,0,,1,CLOSED,,P0716141,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/06/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"3712 WYCLIFF AVE
DALLAS, TX 75219
(32.818716, -96.80897)",12,3,14,18929,3162
A16-033630,LOOSE,SICK/INJURED,URGENT,1600505307,0  MARSH LN & CLOVER LN,0,,MARSH LN & CLOVER LN,,,DALLAS,TX,00000,009401,2,23-V,,OTHER,,,1,UNABLE TO LOCATE,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,,P9991579,COMPLETED,,15 SICK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ASANCHEZ,OCT.2016,FY2017,"0 MARSH LN & CLOVER LN
DALLAS, TX 00000",,,,,
A16-033667,LOOSE,LOOSE OWN,NORMAL,1600506036,1735  B,1735,,B,,,DALLAS,TX,75203,008900,4,55-G,,DOG,,,1,MADE CONTACT,1,UNABLE TO LOCATE,1,GONE ON ARRIVAL,0,,0,,1,CLOSED,,P9991723,COMPLETED,,20/21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,MWILLIAM,OCT.2016,FY2017,"1735 B
DALLAS, TX 75203
(32.745707, -96.796974)",4,3,4,20538,3162
A16-033676,ASSIST,POLICE,NORMAL,1600506221,2424  OAK PLAZA,2424,,OAK PLAZA,,,DALLAS,TX,75253,017001,8,70-W,,DOG,,,2,MADE CONTACT,1,RESOLVED,0,,0,,0,,1,CLOSED,,P9991704,COMPLETED,,6/21 EVICTION,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"2424 OAK PLAZA
DALLAS, TX 75253
(32.6588, -96.593791)",,,,18776,3162
A16-033656,INVESTIGATION,BARKING,LOW,1600505827,15550  KNOLL TRAIL DR,15550,,KNOLL TRAIL,DR,5104,DALLAS,TX,75248,013612,11,4-Z,,DOG,,,1,EDUCATION,0,,0,,0,,0,,1,CLOSED,,P0716141,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,,10/06/2016 12:00:00 AM,MTORRES,OCT.2016,FY2017,"15550 KNOLL TRAIL DR
DALLAS, TX 75248
(32.964289, -96.818921)",10,3,11,20168,3162
A16-033707,LOOSE,CONFINED,NORMAL,1600506843,3138  GLADIOLUS LN,3138,,GLADIOLUS,LN,,DALLAS,TX,75233,010803,3,63-G,A0958104,DOG,,,1,MADE CONTACT,2,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991576,COMPLETED,,20/8 CONF,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCASTILL,OCT.2016,FY2017,"3138 GLADIOLUS LN
DALLAS, TX 75233
(32.694521, -96.872566)",3,3,3,19380,3162
A16-033694,INVESTIGATION,GROSS NEGLIGENCE,URGENT,1600506681,1731  CHEYENNE RD,1731,,CHEYENNE,RD,,DALLAS,TX,75217,011900,5,59-H,,DOG,,,1,UNABLE TO MAKE CONTACT,1,VIOLATION NOTICE,0,,0,,0,,1,CLOSED,,P9991704,COMPLETED,,"17, NS,NF, NW, NO VC",10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"1731 CHEYENNE RD
DALLAS, TX 75217
(32.743492, -96.639814)",5,3,5,18921,3162
A16-033687,LOOSE,CONFINED,NORMAL,1600506585,322 W ELMORE AVE,322,W,ELMORE,AVE,,DALLAS,TX,75224,005600,4,54-U,,DOG,,,1,MADE CONTACT,2,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991576,COMPLETED,,20/8 TIED,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCASTILL,OCT.2016,FY2017,"322 W ELMORE AVE
DALLAS, TX 75224
(32.716813, -96.827458)",4,3,4,18939,3162
A16-033700,INVESTIGATION,BITE,URGENT,1600506778,4138  OPAL AVE,4138,,OPAL,AVE,,DALLAS,TX,75216,008703,4,65-C,A0958100,DOG,,,1,MADE CONTACT,1,IMPOUNDED,1,VIOLATION NOTICE,0,,0,,1,CLOSED,,P9991576,COMPLETED,,5,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCASTILL,OCT.2016,FY2017,"4138 OPAL AVE
DALLAS, TX 75216
(32.69926, -96.794174)",4,3,4,18915,3162
A16-033635,LOOSE,LOOSE OWN,NORMAL,1600505324,2353  ECHO LAKE DR,2353,,ECHO LAKE,DR,,DALLAS,TX,75253,017102,8,69A-P,,DOG,,,1,VIOLATION NOTICE,0,,0,,0,,0,,1,CLOSED,,P9991195,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,JOLIVER,OCT.2016,FY2017,"2353 ECHO LAKE DR
DALLAS, TX 75253
(32.675399, -96.618089)",8,3,8,18776,3162
A16-033636,RESCUE,TRAFFIC,PERSON IN DANGER,1600505330,0  N STEMMONS FWY & EMPIRE CENTRAL,0,,N STEMMONS FWY & EMPIRE CENTRAL,,,DALLAS,TX,00000,010000,6,33-P,,DOG,,,1,UNABLE TO LOCATE,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,,P9991579,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,,10/03/2016 12:00:00 AM,ASANCHEZ,OCT.2016,FY2017,"0 N STEMMONS FWY & EMPIRE CENTRAL
DALLAS, TX 00000",,,,,
A16-033672,LOOSE,LOOSE OWN,NORMAL,1600506144,1106  GARDENVIEW DR,1106,,GARDENVIEW,DR,,DALLAS,TX,75217,009301,5,58-L,,DOG,,,1,MADE CONTACT,1,EDUCATION,1,VIOLATION NOTICE,0,,0,,1,CLOSED,F BLACK WHITE MED,P9991704,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"1106 GARDENVIEW DR
DALLAS, TX 75217
(32.730987, -96.684744)",5,3,5,18921,3162
A16-033683,LOOSE,AGGRESSION,URGENT,1600506504,817  QUIETWOOD DR,817,,QUIETWOOD,DR,,DALLAS,TX,75253,017101,8,69A-D,,DOG,,,1,GONE ON ARRIVAL,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,,P9991704,COMPLETED,,8 ATTACK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,SCLEEK,OCT.2016,FY2017,"817 QUIETWOOD DR
DALLAS, TX 75253
(32.700345, -96.599449)",8,3,8,18776,3162
A16-033711,LOOSE,SICK/INJURED,URGENT,1600506889,7364  BIG SKY DR,7364,,BIG SKY,DR,,DALLAS,TX,75249,016510,3,61B-X,A0958099,OTHER,,,1,IMPOUNDED,1,MADE CONTACT,0,,0,,0,,1,CLOSED,,P9991710,COMPLETED,,15 INJ,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,CVELEZ,OCT.2016,FY2017,"7364 BIG SKY DR
DALLAS, TX 75249
(32.65432, -96.950178)",3,3,3,20171,3162
A16-033705,LOOSE,LOOSE OWN,NORMAL,1600506819,3047  TEXAS DR,3047,,TEXAS,DR,,DALLAS,TX,75211,006402,1,53-Q,A0878532,DOG,BRINGO SMALL DOG BROWN/WHITE N CHIHUAHUA SH,,1,WARNING,1,EDUCATION,0,,0,,0,,1,CLOSED,ALREADY WORKING -- WILL CLOSE IN CHAMELEON,P9991710,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,CVELEZ,OCT.2016,FY2017,"3047 TEXAS DR
DALLAS, TX 75211
(32.723581, -96.871818)",1,3,1,18528,3162
A16-033631,LOOSE,AGGRESSION,URGENT,1600505312,3027  SOUTH BLVD,3027,,SOUTH,BLVD,,DALLAS,TX,75215,003500,7,46-P,A0957944,DOG,,,1,MADE CONTACT,1,IMPOUNDED,0,,0,,0,,1,CLOSED,,P9991722,COMPLETED,,20/8 ATTACK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ABLACKMA,OCT.2016,FY2017,"3027 SOUTH BLVD
DALLAS, TX 75215
(32.772292, -96.766784)",7,3,7,18541,3162
A16-033704,LOOSE,SICK/INJURED,URGENT,1600506813,2055  ANGELINA DR,2055,,ANGELINA,DR,,DALLAS,TX,75212,010101,6,43-H,A0958106,DOG,,,2,CITATION,1,IMPOUNDED,1,MADE CONTACT,0,,0,,1,CLOSED,,P9991710,COMPLETED,,20/8 SICK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,CVELEZ,OCT.2016,FY2017,"2055 ANGELINA DR
DALLAS, TX 75212
(32.790411, -96.855682)",6,3,6,18530,3162
A16-033668,LOOSE,LOOSE OWN,NORMAL,1600506055,8746  ODOM DR,8746,,ODOM,DR,,DALLAS,TX,75217,009202,5,59-N,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,SMALL DOG LOOSE IN YARD,P9991698,COMPLETED,,,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"8746 ODOM DR
DALLAS, TX 75217
(32.723158, -96.668843)",5,3,5,18921,3162
A16-033663,LOOSE,LOOSE OWN,NORMAL,1600505987,3358  EL BENITO DR,3358,,EL BENITO,DR,,DALLAS,,75212,010102,6,44-K,,OTHER,,,1,UNABLE TO LOCATE,1,UNABLE TO MAKE CONTACT,0,,0,,0,,1,CLOSED,"xxxx EL BENITO DR; XY: xxxxxxx.xxxxxxxxx, xxxxxxx.xxxxxxxxx; LATLNG: xx.xxxxx, -",P9991577,COMPLETED,,21 LOOSE,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ARAMSEY,OCT.2016,FY2017,"3358 EL BENITO DR
DALLAS 75212
(32.782883, -96.843846)",6,3,6,18530,3162
A16-033623,LOOSE,AGGRESSION,PERSON IN DANGER,1600505177,1600  EDD RD,1600,,EDD,RD,,DALLAS,TX,75253,017101,8,69A-M,,DOG,,,1,GONE ON ARRIVAL,0,,0,,0,,0,,1,CLOSED,,P9991195,COMPLETED,,10 AGG,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,JOLIVER,OCT.2016,FY2017,"1600 EDD RD
DALLAS, TX 75253
(32.683866, -96.603072)",8,3,8,18776,3162
A16-033646,LOOSE,AGGRESSION,URGENT,1600505615,3326  BURGOYNE ST,3326,,BURGOYNE,ST,,DALLAS,,75233,010802,3,53-X,,DOG,,,1,MADE CONTACT,1,UNABLE TO CATCH,0,,0,,0,,1,CLOSED,,P9991577,COMPLETED,,20/8 ATTACK,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,ARAMSEY,OCT.2016,FY2017,"3326 BURGOYNE ST
DALLAS 75233
(32.710677, -96.875468)",3,3,3,19380,3162
A16-000789,INVESTIGATION,MUNICIPAL,LOW,LYAP,412  SOUTHPORT DR,412,,SOUTHPORT,DR,,DALLAS,TX,75232,011105,8,64-Y,,DOG,,,1,UNABLE TO MAKE CONTACT,1,WARNING,0,,0,,0,,1,CLOSED,,P9991698,COMPLETED,,,02/23/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DLAWHON,OCT.2016,FY2017,"412 SOUTHPORT DR
DALLAS, TX 75232
(32.656623, -96.82722)",8,3,8,19379,3162
