"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"129","UF2014-1841","2014-12-14T00:00:00.000","22:00","10600","Male","White","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22270, 22271"," Take Down - Arm, Held Suspect Down","Arrest","NULL"," Yes, Yes","36872","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","6335 MELODY LN","1084","216","210","NORTHEAST","D13"
"130","UF2014-1756","2014-12-14T00:00:00.000","0:35","10439","Male","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 22275, 22276, 22277, 22278"," Take Down - Head, BD - Grabbed, Verbal Command, Leg Restraint System","Danger to self or others","NULL"," Yes, No, No, Yes","36877","White","Female","Yes"," Bruise, Redness/Swelling","No","Alchohol and unknown drugs"," No Arrest","9440 POPPY DR","6018","235","230","NORTHEAST","D9"
"131","UF2014-1811","2014-12-13T00:00:00.000","10:00","10459","Male","Hispanic","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22307, 22308, 22309"," BD - Grabbed, Verbal Command, Pressure Points","Arrest","NULL"," Yes, No, Yes","31418","White","Female","No"," No injuries noted or visible","Yes","Unknown Drugs"," Public Intoxication","1300 E CLARENDON DR","4123","711","710","SOUTH CENTRAL","D4"
"132","UF2014-1811","2014-12-13T00:00:00.000","17:30","10425","Female","American Ind","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22506, 22507, 22508, 22509, 22510"," BD - Grabbed, Held Suspect Down, Joint Locks, Hand Controlled Escort, Verbal Command","Arrest","NULL"," Yes, Yes, Yes, Yes, No","31418","White","Female","No"," No injuries noted or visible","Yes","Unknown Drugs"," Public Intoxication","1300 E CLARENDON DR","4123","711","710","SOUTH CENTRAL","D4"
"150","UF2014-1737","2014-12-12T00:00:00.000","19:30","10241","Female","Black","2010-08-18T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)","22238"," Held Suspect Down","Other","NULL"," Yes","36857","White","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","7808 CLODUS FIELDS DR","8822","651","650","NORTH CENTRAL","D11"
"133","UF2014-1840","2014-12-13T00:00:00.000","20:00","10576","Female","White","2013-06-19T00:00:00.000","Yes"," Abrasion/Scrape","No","Call for Cover"," 22252, 22253, 22254"," Verbal Command, BD - Tripped, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","36864","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Warrant/Hold, Resisting Search and Transport","15100 SEAGOVILLE RD","4406","356","350","SOUTHEAST","D8"
"134","UF2014-1840","2014-12-13T00:00:00.000","22:00","10506","Male","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop"," 22255, 22256, 22257"," Verbal Command, Take Down - Arm, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","36864","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Resisting Search and Transport, Warrant/Hold","15100 SEAGOVILLE RD","4406","356","350","SOUTHEAST","D8"
"135","UF2014-1840","2014-12-13T00:00:00.000","22:00","10313","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop"," 22258, 22259, 22260"," Verbal Command, Take Down - Head, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","36864","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Warrant/Hold, Resisting Search and Transport","15100 SEAGOVILLE RD","4406","356","350","SOUTHEAST","D8"
"136","UF2014-1738","2014-12-13T00:00:00.000","23:15","9835","Male","White","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22261, 22262"," Verbal Command, Joint Locks","Danger to self or others","NULL"," No, Yes","36866","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","Mentally unstable"," APOWW","3218 EMMETT ST","4158","441","440","SOUTHWEST","D1"
"137","UF2014-1738","2014-12-13T00:00:00.000","20:00","7921","Male","White","2000-07-07T00:00:00.000","No"," No injuries noted or visible","No","Service Call","22286"," Handcuffing Take Down","Danger to self or others","NULL"," Yes","NULL","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","Mentally unstable"," APOWW","3218 EMMETT ST","4158","441","440","SOUTHWEST","D1"
"138","UF2014-1738","2014-12-13T00:00:00.000","22:51","8018","Female","White","2001-04-13T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22413"," Joint Locks","Danger to self or others","NULL"," Yes","36884","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","Mentally unstable"," APOWW","3218 EMMETT ST","4158","441","440","SOUTHWEST","D1"
"139","UF2014-1755","2014-12-13T00:00:00.000","12:21","9770","Male","White","2009-03-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22241, 22242, 22243"," Verbal Command, BD - Grabbed, Handcuffing Take Down","Detention/Frisk","NULL"," No, Yes, Yes","36859","Hispanic","Male","No"," No injuries noted or visible","Yes","NULL"," Resisting Search and Transport, Drug Possession - Felony","3500 GLENHAVEN BLVD","4157","441","440","SOUTHWEST","D1"
"140","UF2014-1756","2014-12-13T00:00:00.000","1:00","10554","Male","White","2013-05-08T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22310, 22311"," Verbal Command, Held Suspect Down","Danger to self or others","NULL"," No, Yes","36877","White","Female","No"," No injuries noted or visible","No","Alchohol and unknown drugs"," No Arrest","6623 VADA DR","1119","219","210","NORTHEAST","D9"
"141","UF2014-1756","2014-12-13T00:00:00.000","23:00","9899","Male","White","2009-07-08T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22312, 22313, 22314"," Verbal Command, Held Suspect Down, Taser Display at Person","Danger to self or others","NULL"," No, Yes, Yes","36877","White","Female","No"," No injuries noted or visible","No","Alchohol and unknown drugs"," No Arrest","6623 VADA DR","1119","219","210","NORTHEAST","D9"
"142","UF2014-2000","2014-12-12T00:00:00.000","9:25","8168","Male","Black","2002-01-25T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22293"," Taser","Danger to self or others","1"," Yes","36889","Black","Male","No"," Taser Burn Marks","Yes","FD-Unknown if Armed"," Warrant/Hold, Evading Arrest","2600 FOREST LN","3005","552","550","NORTHWEST","D6"
"143","UF2014-1754","2014-12-12T00:00:00.000","1:05","8743","Male","Hispanic","2005-12-16T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress","22231"," Weapon display at Person","Detention/Frisk","NULL"," Yes"," 36854, 36855","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown"," Criminal Mischief","2707 TEXAS DR","4187","447","440","SOUTHWEST","D1"
"144","UF2014-1753","2014-12-12T00:00:00.000","7:30","10521","Male","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22218, 22219, 22220, 22221, 22222"," Weapon display at Person, Hand Controlled Escort, Held Suspect Down, Verbal Command, Take Down - Body","Weapon Display","NULL"," Yes, Yes, Yes, No, Yes","36850","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect w/ Other Weapon"," Assault/FV, Resisting Arrest","3550 E OVERTON RD","4227","717","710","SOUTH CENTRAL","D4"
"145","UF2014-1753","2014-12-12T00:00:00.000","1:05","10384","Female","Hispanic","2012-05-09T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22223, 22224, 22225"," Taser Display at Person, Verbal Command, Held Suspect Down","Active Aggression","NULL"," Yes, No, Yes","36850","Black","Male","Yes"," Injured prior to contact","Yes","Alchohol"," Assault/FV, Resisting Search and Transport","3550 E OVERTON RD","4227","717","710","SOUTH CENTRAL","D4"
"146","UF2014-1839","2014-12-12T00:00:00.000","11:30","10211","Male","Black","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","22246"," Take Down - Arm","Arrest","NULL"," Yes","36863","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown Drugs"," Drug Possession - Felony, Other Felony Arrest","6748 SHADY BROOK LN","4529","215","210","NORTHEAST","D13"
"147","UF2014-1737","2014-12-12T00:00:00.000","20:00","9925","Male","Black","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," 22232, 22233"," Take Down - Arm, Held Suspect Down","Danger to self or others","NULL"," Yes, Yes","36857","White","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","7808 CLODUS FIELDS DR","8822","651","650","NORTH CENTRAL","D11"
"148","UF2014-1737","2014-12-12T00:00:00.000","16:21","10655","Male","Black","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call","22234"," Held Suspect Down","Danger to self or others","NULL"," Yes","36857","White","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","7808 CLODUS FIELDS DR","8822","651","650","NORTH CENTRAL","D11"
"149","UF2014-1737","2014-12-12T00:00:00.000","19:30","10437","Male","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22235, 22236, 22237"," BD - Grabbed, Handcuffing Take Down, Held Suspect Down","Arrest","NULL"," Yes, Yes, Yes","36857","White","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","7808 CLODUS FIELDS DR","8822","651","650","NORTH CENTRAL","D11"
"151","UF2014-1896","2014-12-11T00:00:00.000","2:30","10481","Male","Hispanic","2012-09-26T00:00:00.000","Yes"," Sprain/Strain","No","Off-Duty Employment"," 22247, 22248, 22675, 22676"," Take Down - Arm, Held Suspect Down, Joint Locks, Handcuffing Take Down","Detention/Frisk","NULL"," No, No, Yes, Yes","32815","Black","Male","Yes"," Abrasion/Scrape","No","None detected"," No Arrest","13450 MAHAM RD","1022","644","640","NORTH CENTRAL","D11"
"152","UF2014-1733","2014-12-11T00:00:00.000","17:25","10598","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22210, 22211, 22212, 22213"," BD - Grabbed, Held Suspect Down, Hand Controlled Escort, Verbal Command","Active Aggression","NULL"," Yes, Yes, Yes, No","36847","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Assault/FV, Resisting Arrest, Resisting Search and Transport","2924 BARDWELL AVE","4225","728","720","SOUTH CENTRAL","D4"
"153","UF2014-1733","2014-12-11T00:00:00.000","16:55","10469","Male","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22214, 22215, 22216, 22217"," Verbal Command, Held Suspect Down, BD - Grabbed, Hand Controlled Escort","Arrest","NULL"," No, Yes, Yes, Yes","36847","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Assault/FV, Resisting Arrest","2924 BARDWELL AVE","4225","728","720","SOUTH CENTRAL","D4"
"154","UF2014-1752","2014-12-11T00:00:00.000","3:00","6412","Male","Black","1990-07-16T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution"," 23415, 23416"," Take Down - Arm, Verbal Command","Danger to self or others","NULL"," Yes, Yes","36839","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","4355 W CAMP WISDOM RD","4548","452","450","SOUTHWEST","D3"
"155","UF2014-1837","2014-12-11T00:00:00.000","17:00","5733","Male","Hispanic","1988-02-11T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," 22229, 22230"," Weapon display at Person, Verbal Command","Weapon Display","NULL"," Yes, Yes","25591","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect w/ Gun"," Other Felony Arrest, Drug Possession - Misdemeanor, Warrant/Hold","4500 LINDSLEY AVE","2084","115","110","CENTRAL","D2"
"156","UF2014-1836","2014-12-11T00:00:00.000","1:11","10276","Male","White","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22202, 22203, 22205"," Held Suspect Down, BD - Grabbed, Verbal Command","Arrest","NULL"," Yes, Yes, No","36846","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Resisting Search and Transport","6100 SAMUELL BLVD","1217","318","310","SOUTHEAST","D7"
"157","UF2014-1836","2014-12-11T00:00:00.000","17:00","10142","Male","White","2010-03-03T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22204, 22206, 22207"," Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","36846","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Resisting Arrest","6100 SAMUELL BLVD","1217","318","310","SOUTHEAST","D7"
"158","UF2014-1835","2014-12-10T00:00:00.000","10:36","6415","Male","White","1990-07-16T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22190"," K-9 Deployment","Arrest","NULL"," Yes","36830","Black","Male","Yes"," Puncture","Yes","Alchohol and unknown drugs"," Evading Arrest, Warrant/Hold","1500 VERMONT AVE","4182","714","710","SOUTH CENTRAL","D4"
"159","UF2014-1847","2014-12-10T00:00:00.000","10:02","10072","Female","Black","2010-01-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22191, 22192, 22846, 22847"," Verbal Command, BD - Grabbed, Handcuffing Take Down, Taser Display at Person","Arrest","NULL"," No, No, No, Yes","36359","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Resisting Arrest","547 HIGHFALL DR","4350","743","740","SOUTH CENTRAL","D3"
"160","UF2014-1834","2014-12-10T00:00:00.000","10:48","7565","Male","Hispanic","1997-09-19T00:00:00.000","Yes"," Abrasion/Scrape, Redness/Swelling, Sprain/Strain","No","Arrest"," 22187, 22188, 22189"," Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL"," No, Yes, Yes"," 36822, 36823","NULL","Male","Yes"," No injuries noted or visible","Yes","Unknown Drugs"," Burglary/Habitation, Evading Arrest","5859 FRANKFORD RD","6008","621","620","NORTH CENTRAL","D12"
"161","UF2014-1834","2014-12-10T00:00:00.000","10:36","7565","Male","Hispanic","1997-09-19T00:00:00.000","Yes"," Abrasion/Scrape, Redness/Swelling, Sprain/Strain","No","Arrest"," 22187, 22188, 22189"," Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL"," No, Yes, Yes"," 36822, 36823","NULL","Male","Yes"," Redness/Swelling","Yes","Unknown Drugs"," Burglary/Habitation, Evading Arrest","5859 FRANKFORD RD","6008","621","620","NORTH CENTRAL","D12"
"162","UF2014-1846","2014-12-10T00:00:00.000","6:53","8288","Male","White","2002-07-19T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress","22186"," Weapon display at Person","Weapon Display","NULL"," Yes","36821","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Burglary/Habitation","9819 WHISTLER DR","2227","355","350","SOUTHEAST","D8"
"163","UF2014-1844","2014-12-09T00:00:00.000","6:30","9994","Male","White","2009-09-30T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22171, 22172, 22173, 22174, 22175, 22177"," Verbal Command, BD - Grabbed, Verbal Command, Take Down - Arm, Verbal Command, Joint Locks","Active Aggression","NULL"," No, Yes, No, No, No, Yes","36782","Black","Male","Yes"," Abrasion/Scrape","No","Unknown"," No Arrest","1900 N SAINT AUGUSTINE DR","1256","328","320","SOUTHEAST","D5"
"164","UF2014-1844","2014-12-09T00:00:00.000","23:00","10265","Male","Other","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22165, 22166, 22167, 22168, 22169, 22170"," Verbal Command, Joint Locks, Taser Display at Person, Take Down - Arm, Verbal Command, Feet/Leg/Knee Strike","Active Aggression","NULL"," No, No, No, No, No, Yes","36782","Black","Male","Yes"," Abrasion/Scrape","No","Unknown"," No Arrest","1900 S SAINT AUGUSTINE DR","4398","355","350","SOUTHEAST","D8"
"165","UF2015-0369","2014-12-09T00:00:00.000","22:24","7482","Male","Hispanic","1997-01-03T00:00:00.000","Yes"," Sprain/Strain","No","Arrest","22198"," BD - Grabbed","Arrest","NULL"," Yes","36838","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Crim Trespass/Bldg/Prop","3000 MARTIN LUTHER KING JR BLVD","2114","343","340","SOUTHEAST","D7"
"166","UF2014-1747","2014-12-09T00:00:00.000","22:35","10181","Female","Black","2010-06-09T00:00:00.000","Yes"," Bruise","No","Suspicious Activity","22197"," Weapon display at Person","Weapon Display","NULL"," No","36797","White","Female","Yes"," Laceration/Cut","Yes","NULL"," Take Weapon from PO, Evading Arrest, Drug Possession - Felony","5700 MARGEWOOD DR","4311","433","430","SOUTHWEST","D3"
"167","UF2014-1734","2014-12-08T00:00:00.000","16:55","10478","Male","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22195, 22196"," Verbal Command, BD - Grabbed","Active Aggression","NULL"," No, Yes","36768","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," DWI","5500 FONDREN DR","1116","141","140","CENTRAL","D14"
"168","UF2014-1735","2014-12-08T00:00:00.000","2:50","8771","Male","Black","2006-01-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call","22178"," BD - Grabbed","Danger to self or others","NULL"," Yes","36787","White","Male","No"," No injuries noted or visible","Yes","Alchohol"," APOWW","6121 CHESLEY LN","1105","219","210","NORTHEAST","D9"
"169","UF2014-1728","2014-12-07T00:00:00.000","12:40","10134","Male","White","2010-03-03T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22133"," Held Suspect Down","Active Aggression","NULL"," Yes","36754","White","Female","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"170","UF2014-1728","2014-12-07T00:00:00.000","6:00","9724","Female","White","2009-01-21T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22134, 22135"," Held Suspect Down, Verbal Command","Active Aggression","NULL"," Yes, No","36754","White","Female","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"171","UF2014-1728","2014-12-07T00:00:00.000","5:45","10573","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22136"," Held Suspect Down","Arrest","NULL"," Yes","36754","White","Female","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"172","UF2014-1699","2014-12-07T00:00:00.000","20:46","10598","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22142, 22143, 22144"," Verbal Command, Hand Controlled Escort, BD - Grabbed","Danger to self or others","NULL"," No, Yes, Yes","36760","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","2014 MORRELL AVE","4174","715","710","SOUTH CENTRAL","D4"
"173","UF2014-1725","2014-12-07T00:00:00.000","18:00","6913","Male","Black","1992-05-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22139, 22140"," Joint Locks, Verbal Command","Danger to self or others","NULL"," Yes, No","36757","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","2014 MORRELL AVE","4174","715","710","SOUTH CENTRAL","D4"
"174","UF2014-1912","2014-12-07T00:00:00.000","0:50","9996","Male","White","2009-09-30T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22130, 22131"," Held Suspect Down, Hand Controlled Escort","Danger to self or others","NULL"," Yes, Yes","22475","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Warrant/Hold","2424 SWISS AVE","2052","154","150","CENTRAL","D14"
"175","UF2014-1912","2014-12-07T00:00:00.000","1:16","10300","Male","Black","2011-05-11T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","22132"," Take Down - Arm","Arrest","NULL"," Yes","22475","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Warrant/Hold","2424 SWISS AVE","2052","154","150","CENTRAL","D14"
"176","UF2014-1732","2014-12-06T00:00:00.000","19:50","10622","Male","Black","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22123, 22124, 22125, 22126"," BD - Tripped, Hand Controlled Escort, Held Suspect Down, Pressure Points","Arrest","NULL"," No, Yes, Yes, Yes","36753","White","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Take Weapon from PO, Public Intoxication, Resisting Search and Transport","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"177","UF2014-1732","2014-12-06T00:00:00.000","17:42","9884","Male","Hispanic","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22127, 22128, 22129"," Take Down - Head, BD - Grabbed, Held Suspect Down","Arrest","NULL"," Yes, Yes, Yes","36753","White","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Public Intoxication, Resisting Search and Transport, Take Weapon from PO","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"178","UF2014-1750","2014-12-06T00:00:00.000","12:10","9443","Female","Black","2007-06-06T00:00:00.000","No"," Abrasion/Scrape","No","Arrest","22111"," Feet/Leg/Knee Strike","Arrest","NULL"," Yes","36747","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV, Resisting Arrest, Warrant/Hold","3150 CLIFF CREEK XING","4360","744","740","SOUTH CENTRAL","D8"
"179","UF2014-1959","2014-12-06T00:00:00.000","3:30","10788","Male","Black","2014-03-12T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22110"," BD - Grabbed","Arrest","NULL"," Yes","36746","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV, Resisting Arrest, Warrant/Hold","3150 CLIFF CREEK XING","4360","744","740","SOUTH CENTRAL","D8"
"180","UF2014-1843","2014-12-06T00:00:00.000","22:00","7243","Male","White","1995-08-04T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop","22155"," Hand Controlled Escort","Detention/Frisk","NULL"," Yes","36778","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","5299 CAPITOL AVE","1159","143","140","CENTRAL","D2"
"181","UF2014-1955","2014-12-06T00:00:00.000","4:00","10580","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22115"," Taser","Arrest","1"," Yes","36749","Black","Male","Yes"," Laceration/Cut, Abrasion/Scrape, Puncture","Yes","Unknown"," APOWW","7000 GREAT TRINITY FOREST WAY","2214","351","350","SOUTHEAST","D8"
"182","UF2014-1954","2014-12-05T00:00:00.000","11:50","10311","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22087, 22088"," BD - Pushed, Held Suspect Down","Arrest","NULL"," Yes, Yes","36726","Black","Female","Yes"," Injured prior to contact, Treated by DFD","Yes","Unknown Drugs"," Criminal Mischief, Warrant/Hold","1011 N HIGH HILL PL","4173","715","710","SOUTH CENTRAL","D4"
"183","UF2014-1888","2014-12-05T00:00:00.000","17:40","9197","Male","White","2007-08-22T00:00:00.000","Yes"," Abrasion/Scrape","Yes","Arrest"," 22137, 22138"," Verbal Command, BD - Grabbed","Arrest","NULL"," No, No","36756","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold","10326 FINNELL ST","3056","521","520","NORTHWEST","D6"
"386","UF2014-1495","2014-11-07T00:00:00.000","9:45","6415","Male","White","1990-07-16T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21431"," K-9 Deployment","Arrest","NULL"," Yes","36322","Black","Male","Yes"," Bite","Yes","Unknown"," Burglary/Building","10349 SCYENE RD","1238","323","320","SOUTHEAST","D7"
"184","UF2104-1965","2014-12-05T00:00:00.000","22:30","9601","Male","White","2008-09-17T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22084, 22085, 22086"," Verbal Command, Handcuffing Take Down, Verbal Command","Arrest","NULL"," No, No, Yes","36724","White","Female","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication","1827 GREENVILLE AVE","1161","144","140","CENTRAL","D14"
"185","UF2014-1833","2014-12-05T00:00:00.000","10:30","8738","Male","White","2005-11-30T00:00:00.000","Yes"," Redness/Swelling, Abrasion/Scrape","No","Service Call"," 22092, 22094"," BD - Grabbed, Pressure Points","Arrest","NULL"," Yes, Yes","36732","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Evading Arrest, Assault/Public Servant, Warrant/Hold","3026 N HAMPTON RD","4043","423","420","SOUTHWEST","D6"
"186","UF2014-1833","2014-12-05T00:00:00.000","11:25","8779","Male","White","2006-02-10T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest","22098"," BD - Grabbed","Active Aggression","NULL"," Yes","36732","Black","Male","No"," No injuries noted or visible","Yes","NULL"," Assault/Public Servant","3026 N HAMPTON RD","4043","423","420","SOUTHWEST","D6"
"187","UF2014-1887","2014-12-05T00:00:00.000","22:55","9664","Female","White","2008-10-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22101, 22102"," Verbal Command, Taser Display at Person","Arrest","NULL"," No, Yes","36737","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/Public Servant","7929 MILITARY PKWY","1229","322","320","SOUTHEAST","D5"
"188","UF2014-1729","2014-12-05T00:00:00.000","23:30","9462","Male","White","2008-05-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22106, 22107"," Pressure Points, Hand/Arm/Elbow Strike","Active Aggression","NULL"," No, Yes","36745","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Assault, Resisting Arrest","9450 N CENTRAL EXPY","1062","211","210","NORTHEAST","D13"
"189","UF2014-1729","2014-12-05T00:00:00.000","23:30","9894","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 22283, 22284, 22285"," BD - Pushed, Take Down - Body, Held Suspect Down","Active Aggression","NULL"," No, No, Yes","36745","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault, Resisting Arrest","9450 N CENTRAL EXPY","1062","211","210","NORTHEAST","D13"
"190","UF2014-1729","2014-12-05T00:00:00.000","5:45","7691","Male","White","1998-09-18T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","22348"," Held Suspect Down","Active Aggression","NULL"," Yes","36745","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Assault","9450 N CENTRAL EXPY","1062","211","210","NORTHEAST","D13"
"191","UF2014-1678","2014-12-04T00:00:00.000","23:19","7458","Male","White","1996-12-11T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","22073"," Weapon display at Person","Arrest","NULL"," Yes","36709","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Robbery","1700 N SAINT PAUL ST","4411","132","130","CENTRAL","D14"
"192","UF2014-1953","2014-12-04T00:00:00.000","6:20","9965","Male","Hispanic","2009-08-19T00:00:00.000","No"," No injuries noted or visible","Yes","Service Call","22074"," Taser","Active Aggression","3"," Yes","36715","Black","Female","Yes"," Treated by DFD","Yes","Unknown"," Assault/Public Servant","781 IVYWOOD DR","4363","748","740","SOUTH CENTRAL","D8"
"193","UF2014-1999","2014-12-04T00:00:00.000","3:25","10027","Female","White","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop","22070"," Weapon display at Person","Weapon Display","NULL"," Yes"," 36706, 36707","Hispanic","Female","No"," No injuries noted or visible","No","FD-Motor Vehicle"," No Arrest","800 S WALTON WALKER BLVD","4441","431","430","SOUTHWEST","D6"
