OBJECTID,FILENUM,UOFNum,Address,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,RA,BEAT,SECTOR,DIVISION,DIST_NAME,TAAG_Name,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer,City Councils,Zip Codes,Counties
774,UF2016-0961," 36089, 36090",2100 MEDICAL DISTRICT DR,08/10/2016,2:35:00 AM,9927,Male,White,08/19/2009,No, No injuries noted or visible,No,Arrest," BD - Pushed, Verbal Command",Arrest,NULL," Yes, No",3100,Medical,NULL,Pkwy.,40259,Black,Male,Yes, Abrasion/Scrape,Yes,Unknown," Unauthorize Use Vehicle, Evading Arrest",3113,541,540,NORTHWEST,D2, ,,,"2100 MEDICAL DISTRICT DR
Dallas, TX
(32.812121, -96.83213)",2,3,2,19747,3162
631,UF2016-1169," 36949, 37524",3500 TIMBERGLEN RD,08/31/2016,1:00:00 AM,9809,Male,Black,04/15/2009,No, No injuries noted or visible,No,Arrest," BD - Grabbed, Verbal Command",Arrest,NULL," Yes, No",3500,Timberglen,NULL,Rd.,46372,Black,Male,No, No injuries noted or visible,Yes,Unknown," Assault/FV, Evading Arrest, Warrant/Hold",6006,611,610,NORTH CENTRAL,D12, ,,,"3500 TIMBERGLEN RD
Dallas, TX
(33.001694, -96.860897)",14,3,12,18783,839
31,UF2016-1498," 38768, 38771",3461 HIGH MESA DR,12/20/2016,10:00:00 AM,6301,Male,White,04/09/1990,No, No injuries noted or visible,No,Service Call," Verbal Command, Joint Locks",Detention/Frisk,NULL," No, Yes",3461,High MEsa,NULL,Dr.,47829,Hispanic,Male,No, No injuries noted or visible,Yes,FD-Unknown if Armed," Resisting Search and Transport, Assault/FV",3006,553,550,NORTHWEST,D6,Forest Dennis*,,,"3461 HIGH MESA DR
Dallas, TX
(32.914001, -96.860862)",6,3,6,19745,3162
256,UF2016-1334,37895,2900 MCKINNEY AVE,10/29/2016,4:36:00 AM,10311,Male,White,03/28/2012,No, No injuries noted or visible,No,Other ( In Narrative), Weapon display at Person,Weapon Display,NULL, Yes,2900,McKinney,NULL,NULL,47206,White,Male,No, No injuries noted or visible,No,None detected, No Arrest,2014,121,120,CENTRAL,D14,McKinney Allen*,,,"2900 MCKINNEY AVE
Dallas, TX
(32.799755, -96.800853)",12,3,14,20542,3162
612,UF2016-1444," 36541, 36542, 36543",7808 CLODUS FIELDS DR,09/03/2016,12:30:00 AM,9494,Male,White,06/25/2008,No, No injuries noted or visible,No,Service Call," BD - Pushed, BD - Pushed, Verbal Command",Danger to self or others,NULL," Yes, Yes, No",7808,CLODUS FIELDS,NULL,Dr.,46410,White,Female,No, No injuries noted or visible,No,Mentally unstable, No Arrest,8822,651,650,NORTH CENTRAL,D11, ,,,"7808 CLODUS FIELDS DR
Dallas, TX
(32.913541, -96.772259)",10,3,11,19374,3162
898,UF2016-0891," 35664, 35665, 35666, 35667",8782 PARK LN,07/16/2016,3:25:00 AM,10094,Male,White,01/20/2010,No, No injuries noted or visible,No,Arrest," Hand Controlled Escort, Held Suspect Down, Take Down - Arm, Verbal Command",Arrest,NULL," Yes, Yes, Yes, No",8782,Park,NULL,Ln.,45850,Hispanic,Male,No," Injured prior to contact, Injury Not Related to Force",Yes,Mentally unstable, APOWW,1072,213,210,NORTHEAST,D13,Five Points*,,,"8782 PARK LN
Dallas, TX
(32.86887, -96.747449)",11,3,13,19377,3162
499,UF2016-1231," 36936, 36937, 36938",1600 COMMERCE ST,09/21/2016,10:30:00 AM,8149,Male,White,11/30/2001,No, No injuries noted or visible,No,Service Call," Verbal Command, BD - Pushed, BD - Grabbed",Arrest,NULL," No, Yes, Yes",1600,COMMERCE ST,NULL,St.,46671,Black,Male,No, No injuries noted or visible,Yes,Alchohol and unknown drugs, Public Intoxication,2073,134,130,CENTRAL,D14, ,,,"1600 COMMERCE ST
Dallas, TX
(32.78029, -96.797297)",12,3,14,20152,3162
408,UF2016-1327," 37188, 37189",4158 BIGLOW ST,10/02/2016,5:52:00 AM,10761,Male,Black,03/12/2014,No, No injuries noted or visible,No,Arrest," BD - Grabbed, Held Suspect Down",Arrest,NULL," No, Yes",4158,BIGLOW,NULL,St.,46832,Hispanic,Female,No, No injuries noted or visible,Yes,Alchohol, Warrant/Hold,4299,726,720,SOUTH CENTRAL,D4, ,,,"4158 BIGLOW ST
Dallas, TX
(32.699472, -96.792352)",4,3,4,18915,3162
997,UF2016-0754," 35359, 35360",2807 W NORTHWEST HWY,06/30/2016,1:14:00 AM,10930,Male,White,12/03/2014,No, No injuries noted or visible,No,Arrest," Verbal Command, Joint Locks",Arrest,NULL," No, Yes",2807,Northwest,W,Hwy.,45680,Black,Female,No, No injuries noted or visible,Yes,Unknown," Fail to ID, Resisting Arrest",4553,537,530,NORTHWEST,D2,WebbChapel Timberline*,,,"2807 W NORTHWEST HWY
Dallas, TX
(32.857963, -96.873905)",6,3,6,18934,3162
904,UF2016-0851," 35669, 35670, 35673, 35675",7121 LAKE JUNE RD,07/15/2016,12:30:00 PM,9119,Male,Hispanic,05/30/2007,Yes, Laceration/Cut,No,Service Call," BD - Grabbed, OC Spray, Verbal Command, Hand/Arm/Elbow Strike",Arrest,NULL," No, Yes, No, No",7121,Lake June,NULL,Rd.,45851,Hispanic,Male,Yes, Abrasion/Scrape,Yes,Mentally unstable," Resisting Arrest, Other Misdemeanor Arrest, Warrant/Hold",1251,332,330,SOUTHEAST,D5,LakeJune Buckner*,,,"7121 LAKE JUNE RD
Dallas, TX
(32.734492, -96.699209)",5,3,5,18921,3162
856,UF2016-1141," 35791, 35792, 35793, 35794",8020 LEIGH ANN DR,07/21/2016,3:30:00 AM,10615,Male,Black,08/14/2013,No, No injuries noted or visible,No,Arrest," Verbal Command, Hand Controlled Escort, Joint Locks, Take Down - Arm",Arrest,NULL," No, No, No, Yes",8020,LEIGH ANN,NULL,Dr.,45916,Black,Female,Yes," Abrasion/Scrape, Non-Visible Injury/Pain",Yes,Alchohol," Public Intoxication, Resisting Arrest",4372,747,740,SOUTH CENTRAL,D8, ,,,"8020 LEIGH ANN DR
Dallas, TX
(32.650251, -96.828956)",8,3,8,19379,3162
38,UF2017-062," 38729, 38730, 38731",1010 ROSS AVE,12/19/2016,5:30:00 PM,10760,Male,White,03/12/2014,No, No injuries noted or visible,No,Arrest," Verbal Command, Take Down - Group, Held Suspect Down",Arrest,NULL," No, Yes, Yes",1010,Ross,NULL,Ave.,47548,Black,Male,No, No injuries noted or visible,Yes,Unknown, Evading Arrest,2049,132,130,CENTRAL,D14, ,,,"1010 ROSS AVE
Dallas, TX
(32.782695, -96.804291)",12,3,14,20153,3162
894,UF2016-0839," 35684, 35685, 35686, 35687",800 BELLEVIEW ST,07/16/2016,6:10:00 PM,10864,Male,White,08/13/2014,No, No injuries noted or visible,No,Call for Cover," Verbal Command, Held Suspect Down, Leg Restraint System, Feet/Leg/Knee Strike",Arrest,NULL," No, No, Yes, No",800,Belleview,NULL,St.,45855,White,Male,Yes, Injury Not Related to Force,Yes,Alchohol," Resisting Search and Transport, Assault/FV",2123,151,150,CENTRAL,D2, ,,,"800 BELLEVIEW ST
Dallas, TX
(32.767283, -96.796207)",2,3,2,18541,3162
526,UF2016-1101,36837,5665 ARAPAHO RD,09/16/2016,11:50:00 PM,7310,Male,White,11/08/1995,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Assault to Other Person,NULL, Yes,5665,Arapaho,NULL,Rd.,0,Other,Male,No, No injuries noted or visible,Yes,FD-Suspect Unarmed," Disorderly Conduct, Other Misdemeanor Arrest",1004,622,620,NORTH CENTRAL,D11, ,,,"5665 ARAPAHO RD
Dallas, TX
(32.961295, -96.814232)",10,3,11,20168,3162
652,UF2016-1039,36458,5529 SPRING VALLEY RD,08/28/2016,5:15:00 PM,11083,Male,White,09/23/2015,No, No injuries noted or visible,No,Arrest, Weapon display at Person,Arrest,NULL, Yes,5529,Spring Valley,NULL,Rd.,46337,Black,Male,No, No injuries noted or visible,Yes,None detected," Unauthorize Use Vehicle, Fail to ID",1009,632,630,NORTH CENTRAL,D11,SpringValley Preston*,,,"5529 SPRING VALLEY RD
Dallas, TX
(32.939547, -96.812734)",10,3,11,18778,3162
577,UF2016-1056," 36640, 36641",10720 PRESTON RD,09/07/2016,4:23:00 PM,8107,Male,White,09/28/2001,No, No injuries noted or visible,No,Service Call," Held Suspect Down, Joint Locks",Detention/Frisk,NULL," Yes, No",10720,Preston,NULL,Rd.,46475,White,Male,Yes, Abrasion/Scrape,No,Unknown, No Arrest,1050,652,650,NORTH CENTRAL,D13, ,,,"10720 PRESTON RD
Dallas, TX
(32.893585, -96.803866)",11,3,13,19374,3162
172,UF2016-1451," 38107, 38108, 38109, 38110, 38111",2833 CANARY DR,11/19/2016,4:11:00 PM,10400,Male,White,06/20/2012,No, No injuries noted or visible,No,Service Call," Verbal Command, Handcuffing Take Down, Feet/Leg/Knee Strike, Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike",Arrest,NULL," No, No, No, No, No",2833,Canary,NULL,Dr.,47452,Black,Male,Yes," Elevated Blood Pressure, Hospital Drug Evaluation",Yes,Unknown Drugs," Resisting Arrest, Public Intoxication",4225,728,720,SOUTH CENTRAL,D4, ,,,"2833 CANARY DR
Dallas, TX
(32.714226, -96.781349)",4,3,4,18915,3162
411,UF2016-1103,37235,5769 BELT LINE RD,10/01/2016,1:20:00 AM,10564,Male,White,05/08/2013,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Weapon Display,NULL, Yes,5769,Belt Line,NULL,Rd.,46864,White,Male,No, No injuries noted or visible,No,FD-Suspect w/ Gun, No Arrest,4421,625,620,NORTH CENTRAL,D11, ,,,"5769 BELT LINE RD
Dallas, TX
(32.954057, -96.809861)",10,3,11,18778,3162
891,UF2016-0839,35721,1300 S LAMAR ST,07/16/2016,6:10:00 PM,10325,Male,White,03/28/2012,No, No injuries noted or visible,No,Arrest, Pressure Points,Arrest,NULL, No,1300,lamar,S,St.,45855,White,Male,Yes, No injuries noted or visible,Yes,Alchohol, Assault/FV,2103,151,150,CENTRAL,D2, ,,,"1300 S LAMAR ST
Dallas, TX
(32.768505, -96.796703)",2,3,2,18541,3162
614,UF2016-0974," 36568, 36569, 36570",10928 ESTATE LN,09/02/2016,12:07:00 PM,9356,Male,White,01/09/2008,No, No injuries noted or visible,No,Arrest," Verbal Command, BD - Grabbed, Held Suspect Down",Detention/Frisk,NULL," No, No, Yes",10928,Estate,NULL,Ln.,46440,Black,Male,No, No injuries noted or visible,Yes,None detected," Crim Trespass/Bldg/Prop, Resisting Arrest, Warrant/Hold",8821,231,230,NORTHEAST,D10, ,,,"10928 ESTATE LN
Dallas, TX
(32.88165, -96.694136)",9,3,10,19752,3162
838,UF2016-1012,35859,2300 N LAMAR ST,07/25/2016,9:30:00 AM,8895,Male,White,08/11/2006,No, No injuries noted or visible,No,Other ( In Narrative), Take Down - Group,Arrest,NULL, Yes,2300,Lamar,NULL,St.,25184,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown," Other Felony Arrest, Evading Arrest, Warrant/Hold",2047,131,130,CENTRAL,D14, ,,,"2300 N LAMAR ST
Dallas, TX
(32.784271, -96.811297)",2,3,2,20549,3162
141,UF2016-1474,38238,220 W OVERTON RD,11/25/2016,4:05:00 PM,10565,Male,White,05/08/2013,No, No injuries noted or visible,No,Arrest, Joint Locks,Arrest,NULL, Yes,220,Overton,W,Rd.,47531,Black,Female,No, No injuries noted or visible,Yes,Mentally unstable, Assault/FV,4264,723,720,SOUTH CENTRAL,D4, ,,,"220 W OVERTON RD
Dallas, TX
(32.699636, -96.826945)",4,3,4,18939,3162
92,UF2016-1470," 38407, 38408",2903 STATE ST,12/02/2016,1:12:00 AM,9260,Male,Hispanic,09/26/2007,No, No injuries noted or visible,No,Service Call," Verbal Command, Joint Locks",Arrest,NULL," No, Yes",2903,State,NULL,St.,47624,White,Female,No, No injuries noted or visible,Yes,Alchohol and unknown drugs, APOWW,2010,121,120,CENTRAL,D14,McKinney Allen*,,,"2903 STATE ST
Dallas, TX
(32.739143, -96.785149)",4,3,4,20538,3162
991,UF2016-0777," 35379, 35380",2938 STOREY LN,07/01/2016,12:00:00 PM,9534,Male,Hispanic,07/09/2008,No, No injuries noted or visible,No,Warrant Execution," Verbal Command, Take Down - Arm",Other,NULL," No, Yes",2938,storey,NULL,Ln.,45697,Hispanic,Female,No, No injuries noted or visible,No,Unknown, No Arrest,3058,537,530,NORTHWEST,D6,WebbChapel Timberline*,,,"2938 STOREY LN
Dallas, TX
(32.861927, -96.875263)",6,3,6,18934,3162
296,UF2016-1333,37606,2428 N HASKELL AVE,10/22/2016,3:15:00 AM,7979,Male,Black,01/05/2001,No, No injuries noted or visible,No,Off-Duty Employment, BD - Pushed,Active Aggression,NULL, Yes,2428,Haskell,N,Ave.,47090,Hispanic,Male,No, Non-Visible Injury/Pain,No,Alchohol and unknown drugs, No Arrest,2009,155,150,CENTRAL,D2,Ross Bennett*,,,"2428 N HASKELL AVE
Dallas, TX
(32.804755, -96.7894)",2,3,2,20542,3162
541,UF2016-1102," 36850, 36851",2400 GRIGSBY AVE,09/13/2016,2:46:00 AM,10722,Male,White,01/29/2014,No, No injuries noted or visible,No,Arrest," Verbal Command, Weapon display at Person",Weapon Display,NULL," No, Yes",2400,Grigsby,NULL,Ave.,46567,Hispanic,Male,Yes, Injury Not Related to Force,Yes,Alchohol," Evading Arrest, Public Intoxication",2002,143,140,CENTRAL,D2,Ross Bennett*,,,"2400 GRIGSBY AVE
Dallas, TX
(32.810036, -96.783613)",2,3,2,20542,3162
765,UF2016-0997,36111,7518 WENTWOOD DR,08/11/2016,5:25:00 PM,9513,Male,White,07/09/2008,No, No injuries noted or visible,No,Call for Cover, Take Down - Arm,Arrest,NULL, Yes,7518,Wentwood Dr,NULL,NULL,42380,White,Male,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,1094,654,650,NORTH CENTRAL,D13, ,,,"7518 WENTWOOD DR
Dallas, TX
(32.863323, -96.777957)",11,3,13,19355,3162
604,UF2016-1055,36623,11760 FERGUSON RD,09/03/2016,4:40:00 PM,10508,Male,White,04/10/2013,No, No injuries noted or visible,No,Other ( In Narrative), Take Down - Body,Other,NULL, Yes,11760,Ferguson,NULL,Rd.,46466,Black,Male,No, No injuries noted or visible,Yes,None detected," Warrant/Hold, Evading Arrest",1132,228,220,NORTHEAST,D9, ,,,"11760 FERGUSON RD
Dallas, TX
(32.855492, -96.649175)",13,3,9,19361,3162
875,UF2016-0928,35717,3027 W NORTHWEST HWY,07/18/2016,3:30:00 AM,10727,Male,Black,01/29/2014,No, No injuries noted or visible,No,Arrest, Handcuffing Take Down,Active Aggression,NULL, Yes,3027,northwest,W,Hwy.,45863,Hispanic,Female,No, Non-Visible Injury/Pain,Yes,Alchohol, Assault/Public Servant,4553,537,530,NORTHWEST,D2,WebbChapel Timberline*,,,"3027 W NORTHWEST HWY
Dallas, TX
(32.8555, -96.870347)",6,3,6,18934,3162
317,UF2016-1273,37528,911 MURDOCK RD,10/18/2016,10:18:00 AM,11119,Male,White,12/02/2015,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Arrest,NULL, Yes,911,Murdock,S,Rd.,0,White,Female,No, No injuries noted or visible,Yes,FD-Suspect w/ Gun, Burglary/Habitation,2220,354,350,SOUTHEAST,D8, ,,,"911 MURDOCK RD
Dallas, TX
(32.701667, -96.683047)",8,3,8,18921,3162
635,UF2016-1040," 36469, 36470",2300 MOUSER ST,08/30/2016,12:55:00 AM,9773,Male,White,01/19/2011,No, No injuries noted or visible,No,Service Call," Weapon display at Person, Verbal Command",Active Aggression,NULL," Yes, Yes",2300,MOUSER,NULL,St.,46351,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs, Public Intoxication,4174,715,710,SOUTH CENTRAL,D4, ,,,"2300 MOUSER ST
Dallas, TX
(32.739684, -96.7898)",4,3,4,20538,3162
178,UF2016-1388," 38200, 38201, 38202",13200 MAHAM RD,11/17/2016,1:29:00 AM,10287,Female,Black,09/29/2010,No, No injuries noted or visible,No,Traffic Stop," Verbal Command, BD - Pushed, BD - Tripped",Detention/Frisk,NULL," No, No, Yes",13200,Maham,NULL,Rd.,39852,Hispanic,Male,No, No injuries noted or visible,Yes,Marijuana," Evading Arrest, Drug Possession - Misdemeanor",1022,644,640,NORTH CENTRAL,D11,Maham SpringValley*,,,"13200 MAHAM RD
Dallas, TX
(32.928142, -96.76116)",10,3,11,19754,3162
384,UF2016-1243," 37299, 37300",19251 PRESTON RD,10/06/2016,7:30:00 PM,10439,Male,White,09/26/2012,No, No injuries noted or visible,No,Arrest," Feet/Leg/Knee Strike, Pressure Points",Arrest,NULL," Yes, Yes",19251,Preston,NULL,Rd.,46878,Black,Female,No, No injuries noted or visible,Yes,NULL," Warrant/Hold, Resisting Search and Transport",6008,621,620,NORTH CENTRAL,D12, ,,,"19251 PRESTON RD
Dallas, TX
(33.008646, -96.795565)",14,3,12,18774,3110
316,UF2016-1273,37529,911 MURDOCK RD,10/18/2016,10:18:00 AM,9119,Male,Hispanic,05/30/2007,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Arrest,NULL, Yes,911,Murdock,S,Rd.,0,White,Female,No, No injuries noted or visible,Yes,FD-Suspect w/ Gun, Burglary/Habitation,2220,354,350,SOUTHEAST,D8, ,,,"911 MURDOCK RD
Dallas, TX
(32.701667, -96.683047)",8,3,8,18921,3162
937,UF2016-0798,35538,1999 E CAMP WISDOM RD,07/09/2016,3:30:00 PM,9258,Male,White,09/26/2007,No, No injuries noted or visible,No,Arrest, Leg Restraint System,Arrest,NULL, Yes,1999,CAMP WISDOM,E,NULL,45802,Black,Male,Yes, Abrasion/Scrape,Yes,Unknown," Warrant/Hold, Other Felony Arrest",4354,735,730,SOUTH CENTRAL,D8, ,,,"1999 E CAMP WISDOM RD
Dallas, TX
(32.66308, -96.788319)",8,3,8,19757,3162
344,UF2016-1129," 37436, 37437, 37438",1800 MAIN ST,10/12/2016,2:48:00 AM,10227,Male,White,08/18/2010,No, No injuries noted or visible,No,Arrest," Hand Controlled Escort, Verbal Command, Joint Locks",Arrest,NULL," Yes, No, No",1800,Main,NULL,St.,46107,Black,Male,No, No injuries noted or visible,Yes,Alchohol," DWI, DWLS, Resisting Search and Transport",2063,134,130,CENTRAL,D14, ,,,"1800 MAIN ST
Dallas, TX
(32.781258, -96.796285)",12,3,14,20152,3162
543,UF2016-1297," 36777, 36778",13100 EMILY RD,09/13/2016,12:11:00 AM,9241,Female,White,09/19/2007,No, No injuries noted or visible,No,Crime in Progress," Verbal Command, Taser Display at Person",Assault to Other Person,NULL," No, Yes",13100,EMILY,NULL,Rd.,46580,Black,Female,No, No injuries noted or visible,Yes,Unknown," Assault/FV, Drug Possession - Misdemeanor",4521,643,640,NORTH CENTRAL,D11,Maham SpringValley*,,,"13100 EMILY RD
Dallas, TX
(32.926313, -96.767387)",10,3,11,19754,3162
897,UF2016-0891," 35658, 35659, 35660, 35668",8782 PARK LN,07/16/2016,3:25:00 AM,10870,Male,White,08/13/2014,No, No injuries noted or visible,No,Arrest," Hand Controlled Escort, Take Down - Arm, Held Suspect Down, Verbal Command",Arrest,NULL," Yes, Yes, Yes, No",8782,Park,NULL,Ln.,45850,Hispanic,Male,No," Injury Not Related to Force, Injured prior to contact",Yes,Mentally unstable, APOWW,1072,213,210,NORTHEAST,D13,Five Points*,,,"8782 PARK LN
Dallas, TX
(32.86887, -96.747449)",11,3,13,19377,3162
611,UF2016-1230," 36844, 36845, 36846, 36847, 36848",418 S MOROCCO AVE,09/03/2016,5:00:00 PM,8287,Male,Hispanic,07/19/2002,No, No injuries noted or visible,No,Arrest," Verbal Command, BD - Tripped, Verbal Command, Held Suspect Down, Joint Locks",Arrest,NULL," No, Yes, No, Yes, Yes",418,Morocco,S,Ave.,46501,NULL,Male,Yes," Taser Burn Marks, Treated by DFD",Yes,Unknown," Evading Arrest, Resisting Arrest, Fail to ID, Warrant/Hold",4441,431,430,SOUTHWEST,D3, ,,,"418 S MOROCCO AVE
Dallas, TX
(32.742605, -96.91012)",3,3,3,18528,3162
105,UF2017-017," 38369, 38370, 38371, 38372, 38373",1180 N PRAIRIE CREEK RD,11/29/2016,7:30:00 PM,11137,Male,Hispanic,01/27/2016,No, No injuries noted or visible,No,Service Call," Verbal Command, BD - Pushed, BD - Grabbed, BD - Grabbed, Joint Locks",Other,NULL," No, No, No, Yes, Yes",1180,Prairie Creek,N,Rd.,47593,White,Male,Yes, Injured prior to contact,Yes,Alchohol, Assault/FV,2203,337,330,SOUTHEAST,D5, ,,,"1180 N PRAIRIE CREEK RD
Dallas, TX
(32.732586, -96.665582)",5,3,5,18921,3162
601,UF2016-1138," 36650, 36651, 36652",1520 MAIN ST,09/04/2016,2:30:00 AM,9317,Male,White,11/28/2007,No, No injuries noted or visible,No,Off-Duty Employment," Taser, Verbal Command, Take Down - Body",Assault to Other Person,NULL," Yes, No, Yes",1520,mian,NULL,St.,0,Hispanic,Female,Yes," Injury Not Related to Force, Injured prior to contact",Yes,Alchohol, Public Intoxication,2062,134,130,CENTRAL,D14, ,,,"1520 MAIN ST
Dallas, TX
(32.780748, -96.79872)",12,3,14,20152,3162
721,UF2016-1214," 36231, 36232, 36233",901 ELM ST,08/19/2016,4:10:00 PM,10724,Male,White,01/29/2014,No, No injuries noted or visible,No,Arrest," Verbal Command, BD - Grabbed, Hand Controlled Escort",Arrest,NULL," No, Yes, Yes",901,Elm,NULL,St.,46233,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Drug Possession - Misdemeanor, Public Intoxication, Warrant/Hold",2060,131,130,CENTRAL,D14, ,,,"901 ELM ST
Dallas, TX
(32.780376, -96.80433)",12,3,14,20153,3162
140,UF2016-1404,38270,9798 FOREST LN,11/25/2016,10:17:00 PM,10774,Male,White,03/12/2014,No, No injuries noted or visible,No,Service Call, Take Down - Body,Active Aggression,NULL, Yes,9798,Forest,NULL,Ln.,47539,Black,Male,No, No injuries noted or visible,Yes,FD-Unknown if Armed," Assault/Public Servant, Drug Possession - Misdemeanor",4424,256,250,NORTHEAST,D10,Forest Audelia*,,,"9798 FOREST LN
Dallas, TX
(32.909407, -96.718056)",9,3,10,19761,3162
647,UF2016-1219,36462,827 EXPOSITION AVE,08/29/2016,2:45:00 AM,9260,Male,Hispanic,09/26/2007,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Danger to self or others,NULL, Yes,827,Exposition,NULL,Ave.,46340,White,Male,No, No injuries noted or visible,Yes,Mentally unstable, Burglary/Habitation,2082,153,150,CENTRAL,D7, ,,,"827 EXPOSITION AVE
Dallas, TX
(32.782331, -96.767003)",7,3,7,19357,3162
121,UF2016-1401," 38239, 38240, 38242, 38243",1600 CHESTNUT ST,11/26/2016,12:15:00 AM,8862,Male,Hispanic,06/30/2006,No, No injuries noted or visible,No,Arrest," BD - Grabbed, Held Suspect Down, Joint Locks, Verbal Command",Arrest,NULL," Yes, Yes, Yes, Yes",1600,Chesnut,NULL,St.,47532,White,Male,No, No injuries noted or visible,Yes,Alchohol, Public Intoxication,2080,153,150,CENTRAL,D2, ,,,"1600 CHESTNUT ST
Dallas, TX
(32.780825, -96.777351)",2,3,2,19357,3162
357,UF2016-1422," 37388, 37389",1423 W FIVE MILE PKWY,10/11/2016,8:45:00 AM,11068,Male,Black,08/12/2015,No, No injuries noted or visible,No,Arrest," Taser Display at Person, Take Down - Arm",Arrest,NULL," No, Yes",1423,Five Mile,E,Pkwy.,36499,Black,Male,No, No injuries noted or visible,Yes,Unknown, Assault/FV,4290,454,450,SOUTHWEST,D4,Hampton Ledbetter*,,,"1423 W FIVE MILE PKWY
Dallas, TX
(32.69711, -96.845541)",4,3,4,18939,3162
1000,UF2016-0772," 35366, 35367, 35368, 35369",6535 ROCK CANYON TRL,06/30/2016,9:27:00 PM,10455,Male,White,09/26/2012,No, No injuries noted or visible,No,Arrest," Verbal Command, Held Suspect Down, Leg Restraint System, Pressure Points",Arrest,NULL," No, Yes, Yes, No",6535,Rock Canyon,NULL,Trl.,21203,Black,Male,Yes," Abrasion/Scrape, Redness/Swelling",Yes,Alchohol, Warrant/Hold,4349,743,740,SOUTH CENTRAL,D3, ,,,"6535 ROCK CANYON TRL
Dallas, TX
(32.668114, -96.839333)",3,3,3,19379,3162
760,UF2016-0962,36105,4722 MEADOW ST,08/12/2016,3:30:00 AM,8894,Male,White,08/11/2006,No, No injuries noted or visible,No,Arrest, Take Down - Arm,Arrest,NULL, Yes,4722,Meadow,NULL,St.,23589,Hispanic,Male,No, No injuries noted or visible,Yes,Alchohol," Assault/FV, Other Misdemeanor Arrest",2168,313,310,SOUTHEAST,D7,Hatcher Scyene*,,,"4722 MEADOW ST
Dallas, TX
(32.7572, -96.747287)",7,3,7,18541,3162
122,UF2016-1401," 38241, 38244",1600 CHESTNUT ST,11/26/2016,12:15:00 AM,11120,Male,White,12/02/2015,No, No injuries noted or visible,No,Arrest," BD - Grabbed, BD - Pushed",Arrest,NULL," Yes, Yes",1600,Chestnut,NULL,St.,47533,White,Male,No, No injuries noted or visible,Yes,Alchohol, Public Intoxication,2080,153,150,CENTRAL,D2, ,,,"1600 CHESTNUT ST
Dallas, TX
(32.780825, -96.777351)",2,3,2,19357,3162
630,UF2016-1164," 36511, 36512, 36513",2400 SAINT CLAIR ST,08/31/2016,6:59:00 PM,9180,Male,White,05/28/2008,No, No injuries noted or visible,No,Suspicious Activity," Verbal Command, Feet/Leg/Knee Strike, Hand/Arm/Elbow Strike",Arrest,NULL," No, No, Yes",2400,St Clair,NULL,St.,46371,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Evading Arrest, Man/Del/Dangerous Drug, Drug Possession - Misdemeanor",2192,348,340,SOUTHEAST,D7, ,,,"2400 SAINT CLAIR ST
Dallas, TX
(32.740834, -96.75499)",7,3,7,18541,3162
911,UF2016-0967," 35633, 35634, 35635, 35636, 35637, 35638",111 W COMMERCE ST,07/14/2016,12:47:00 AM,0,Male,Black,10/28/2015,No, No injuries noted or visible,No,Other ( In Narrative)," Verbal Command, Hand Controlled Escort, Take Down - Arm, Held Suspect Down, Hand Controlled Escort, Take Down - Body",Other,NULL," No, No, Yes, Yes, Yes, Yes",111,Commerce,W,St.,45839,NULL,Female,Yes, Fracture,Yes,Alchohol, Warrant/Hold,4063,424,420,SOUTHWEST,D6, ,,,"111 W COMMERCE ST
Dallas, TX
(32.775095, -96.821913)",6,3,6,18519,3162
389,UF2016-1199," 37262, 37263, 37264, 37500",1600 CHATTANOOGA PL,10/05/2016,9:00:00 PM,9439,Male,White,04/02/2008,No, No injuries noted or visible,No,Arrest," Verbal Command, Feet/Leg/Knee Strike, Joint Locks, Pressure Points",Arrest,NULL," No, No, Yes, Yes",1600,Chattanooga,NULL,Pl.,12106,Black,Male,No, Bruise,Yes,Alchohol," Public Intoxication, Resisting Search and Transport, Criminal Mischief",3100,514,510,NORTHWEST,D2, ,,,"1600 CHATTANOOGA PL
Dallas, TX
(32.816697, -96.855661)",2,3,2,19747,3162
