"animal_id","animal_type","animal_breed","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","intake_total","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","month","year"
"A0645183","DOG","PIT BULL","LFD 074","LAB",,,"1","P0536991","W","W","OWNER SURRENDER","GENERAL","1","TRAVEL","KW","2014-10-21T00:00:00.000","1899-12-31T11:14:00.000","2014-10-21T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-10-22T00:00:00.000","1899-12-31T10:48:00.000",,"K14-299159",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"OCT.2014","FY2015"
"A0645367","DOG","CHOW CHOW","QD 05","RELEASED FROM QUARANTINE",,,"1","P0573645","W","W","CONFISCATED","QUARANTINE","1",,"KW","2015-01-10T00:00:00.000","1899-12-31T12:02:00.000","2015-01-19T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-01-10T00:00:00.000","1899-12-31T13:19:00.000",,"K15-305358",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JAN.2015","FY2015"
"A0645787","DOG","PIT BULL","FAM GP 01","LAB",,,"1","P9991697","53P","3P","STRAY","AT LARGE","1",,"EROD","2014-10-20T00:00:00.000","1899-12-31T15:34:00.000","2014-11-03T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-11-04T00:00:00.000","1899-12-31T16:39:00.000",,"K14-299107",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"OCT.2014","FY2015"
"A0645990","DOG","BELG MALINOIS","PSDOG 08","UNAVAILABLE",,,"1","P0575395","W","W","OWNER SURRENDER","GENERAL","1","LANDLORD","JR/BN","2015-08-03T00:00:00.000","1899-12-31T14:47:00.000","2015-08-03T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-08-11T00:00:00.000","1899-12-31T13:20:00.000","R15-413788","K15-324036",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0649104","DOG","LABRADOR RETR","LFD 085","UNAVAILABLE",,,"1","P9991140","54V","4V","STRAY","POSSIBLY OWNED","1",,"HW.ER","2014-10-03T00:00:00.000","1899-12-31T14:44:00.000","2014-10-13T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","POSSIBLY OWNED","RETURNED TO OWNER","2014-10-04T00:00:00.000","1899-12-31T14:18:00.000","R14-371261","K14-297693",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"OCT.2014","FY2015"
"A0650877","DOG","LABRADOR RETR","PSDOG 10","UNAVAILABLE",,,"1","P0702767","W","W","OWNER SURRENDER","GENERAL","1","MOVE","JR/DC","2015-06-25T00:00:00.000","1899-12-31T12:48:00.000","2015-06-25T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-06-30T00:00:00.000","1899-12-31T18:29:00.000","R15-406759","K15-320522",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0652335","DOG","RAT TERRIER","LFD 035","UNAVAILABLE",,,"1","P0693637","W","W","STRAY","POSSIBLY OWNED","1","ABANDON","ERH","2015-03-21T00:00:00.000","1899-12-31T11:30:00.000","2015-04-01T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2015-04-20T00:00:00.000","1899-12-31T13:20:00.000","R15-396516","K15-310500",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","ADOPTED","MAR.2015","FY2015"
"A0654019","DOG","AM PIT BULL TER","LFD 086","IMPOUNDED",,,"1","P0577444","55Y","5Y","STRAY","AT LARGE","1",,"HW","2015-02-21T00:00:00.000","1899-12-31T11:02:00.000","2015-03-03T00:00:00.000","HEALTHY",,"RETURNED TO OWNER","2015-02-27T00:00:00.000","1899-12-31T11:07:00.000","R15-390441","K15-308408","63537","HEALTHY","SCAN CHIP","FIELD",,"FEB.2015","FY2015"
"A0655395","DOG","PIT BULL","LFD 114","LAB",,,"1","P0000000","47W","7W","STRAY","AT LARGE","1",,"CG","2015-04-12T00:00:00.000","1899-12-31T16:41:00.000","2015-04-16T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-04-19T00:00:00.000","1899-12-31T12:41:00.000",,"K15-312430","138928","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"APR.2015","FY2015"
"A0656398","DOG","MASTIFF","LFD 130","LAB",,,"1","P0111126","W","W","OWNER SURRENDER","GENERAL","1","ESCAPES","CBM","2015-05-06T00:00:00.000","1899-12-31T16:45:00.000","2015-05-06T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-05-07T00:00:00.000","1899-12-31T14:17:00.000",,"K15-314777",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAY.2015","FY2015"
"A0659913","DOG","LABRADOR RETR","STAR 2","AVAILABLE",,,"1","P0581229","W","W","OWNER SURRENDER","GENERAL","1","NO TIME","SN","2015-06-01T00:00:00.000","1899-12-31T13:13:00.000","2015-06-01T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","ADOPTION","ADOPTION","2015-06-27T00:00:00.000","1899-12-31T13:00:00.000","R15-406067","K15-317758",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","ADOPTION FEE WAIVED","JUN.2015","FY2015"
"A0661827","DOG","YORKSHIRE TERR","INJD 19","IMPOUNDED",,,"1","P0684897","W","W","STRAY","POSSIBLY OWNED","1",,"EAR","2014-11-12T00:00:00.000","1899-12-31T17:37:00.000","2014-11-25T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2014-11-19T00:00:00.000","1899-12-31T11:31:00.000","R14-377109","K14-301093",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"NOV.2014","FY2015"
"A0663211","CAT","DOMESTIC SH","PSCAT 19","UNAVAILABLE",,,"1","P0582298","W","W","OWNER SURRENDER","GENERAL","1","MOVE","JR","2015-07-06T00:00:00.000","1899-12-31T15:07:00.000","2015-07-06T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-08-01T00:00:00.000","1899-12-31T14:07:00.000","R15-412388","K15-321586",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUL.2015","FY2015"
"A0663403","DOG","GERM SHEPHERD","QD 28","RELEASED FROM QUARANTINE",,,"1","P0581890","W","W","CONFISCATED","QUARANTINE","1",,"B.W","2015-04-18T00:00:00.000","1899-12-31T14:52:00.000","2015-04-25T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-04-25T00:00:00.000","1899-12-31T12:15:00.000","R15-397316","K15-313039",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"APR.2015","FY2015"
"A0663763","DOG","AM PIT BULL TER","QD 23","RELEASED FROM QUARANTINE",,,"1","P0688734","63G","3G","CONFISCATED","QUARANTINE","1",,"AD.ER","2015-01-09T00:00:00.000","1899-12-31T14:02:00.000","2015-01-19T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-01-31T00:00:00.000","1899-12-31T12:10:00.000","R15-386907","K15-305306",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JAN.2015","FY2015"
"A0663840","DOG","GERM SHEPHERD","LAB 01","LAB",,,"1","P9991216","W","W","OWNER SURRENDER","EUTHANASIA REQUESTED","1","ILL","ME","2015-01-25T00:00:00.000","1899-12-31T10:10:00.000","2015-01-25T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-01-25T00:00:00.000","1899-12-31T10:29:00.000",,"K15-306426",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JAN.2015","FY2015"
"A0664244","DOG","PIT BULL","LFD 120","LAB",,,"1","P0000000","46X","6X","STRAY","AT LARGE","1",,"DC","2015-08-21T00:00:00.000","1899-12-31T12:44:00.000","2015-09-01T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-09-01T00:00:00.000","1899-12-31T11:09:00.000",,"K15-325524","68937","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"AUG.2015","FY2015"
"A0664591","DOG","OLD ENG BULLDOG","LAB 01","LAB",,,"1","P0583926","W","W","OWNER SURRENDER","EUTHANASIA REQUESTED","1",,"SW","2014-10-19T00:00:00.000","1899-12-31T09:03:00.000","2014-10-19T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-10-19T00:00:00.000","1899-12-31T09:05:00.000",,"K14-299003",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"OCT.2014","FY2015"
"A0665117","DOG","COLLIE SMOOTH","LFD 043","IMPOUNDED",,,"1","P0000000",,,"STRAY","AT LARGE","1",,"RV.RM","2015-05-19T00:00:00.000","1899-12-31T14:07:00.000","2015-05-31T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","HOLD NOTIFY","RETURNED TO OWNER","2015-05-21T00:00:00.000","1899-12-31T18:46:00.000","R15-400741","K15-316341",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAY.2015","FY2015"
"A0665814","DOG","AM PIT BULL TER","PCD 03","LAB",,,"1","P0000000","54P","4P","CONFISCATED","KEEP SAFE","1",,"S.KING","2015-06-18T00:00:00.000","1899-12-31T14:58:00.000","2015-06-28T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-02T00:00:00.000","1899-12-31T11:23:00.000",,"K15-319756",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2015","FY2015"
"A0668140","DOG","GERM SHEPHERD","LFD 001","LAB",,,"1","P0584450","59E","9E","OWNER SURRENDER","GENERAL","1",,"CG","2015-05-17T00:00:00.000","1899-12-31T11:36:00.000","2015-05-17T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-05-19T00:00:00.000","1899-12-31T10:23:00.000",,"K15-316007","202292","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAY.2015","FY2015"
"A0668791","DOG","GERM SHEPHERD","LFD 040","UNAVAILABLE",,,"1","P0685111","W","W","OWNER SURRENDER","GENERAL","1",,"DSC","2014-11-16T00:00:00.000","1899-12-31T12:59:00.000","2014-11-16T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","ADOPTION","ADOPTION","2014-11-16T00:00:00.000","1899-12-31T16:29:00.000","R14-376641","K14-301356",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"NOV.2014","FY2015"
"A0668884","DOG","GERM SHEPHERD","LFD 043","IMPOUNDED",,,"1","P0000000","24C","4C","STRAY","AT LARGE","1",,"RV/RM","2015-05-27T00:00:00.000","1899-12-31T13:32:00.000","2015-06-06T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-05-30T00:00:00.000","1899-12-31T13:23:00.000","R15-401902","K15-317207","222394","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAY.2015","FY2015"
"A0669410","DOG","CHIHUAHUA SH","LFSD 02","LAB",,,"1","P0000000","46T","6T","STRAY","POSSIBLY OWNED","1",,"S.KING","2015-01-17T00:00:00.000","1899-12-31T17:41:00.000","2015-02-01T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-02-01T00:00:00.000","1899-12-31T15:34:00.000",,"K15-305904",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JAN.2015","FY2015"
"A0673802","DOG","PIT BULL","TAGD 08","LAB",,,"1","P0657935","57S","7S","STRAY","POSSIBLY OWNED","1",,"DGL","2014-10-27T00:00:00.000","1899-12-31T18:58:00.000","2014-11-05T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-11-08T00:00:00.000","1899-12-31T12:40:00.000",,"K14-299710",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","CAUTION","OCT.2014","FY2015"
"A0676621","DOG","BOXER","LFD 034","LAB",,,"1","P0000000","46A","6A","STRAY","AT LARGE","1",,"AD","2015-03-26T00:00:00.000","1899-12-31T20:36:00.000","2015-04-07T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-04-07T00:00:00.000","1899-12-31T11:33:00.000",,"K15-310978","15-00108984","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAR.2015","FY2015"
"A0676873","DOG","AMERICAN STAFF","LFD 024","LAB",,,"1","P0067607","W","W","OWNER SURRENDER","GENERAL","1","OWNER PROBLEM","JR/JS","2015-06-14T00:00:00.000","1899-12-31T16:16:00.000","2015-06-15T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-06-16T00:00:00.000","1899-12-31T07:41:00.000",,"K15-319258",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0678724","DOG","LABRADOR RETR","LFD 066","LAB",,,"1","P0589673","W","W","OWNER SURRENDER","GENERAL","1","MOVE","EAR","2014-11-03T00:00:00.000","1899-12-31T11:47:00.000","2014-11-03T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-11-04T00:00:00.000","1899-12-31T10:35:00.000",,"K14-300219",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"NOV.2014","FY2015"
"A0678880","DOG","LABRADOR RETR","LFD 086","IMPOUNDED",,,"1","P9991695","75220","20","STRAY","POSSIBLY OWNED","1",,"Y.LOCK","2015-09-28T00:00:00.000","1899-12-31T16:55:00.000","2015-10-08T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-09-29T00:00:00.000","1899-12-31T14:36:00.000","R15-421958","K15-328727","447191","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"SEP.2015","FY2015"
"A0678880","DOG","LABRADOR RETR","LFD 086","IMPOUNDED",,,"1","P9991695","75220","20","STRAY","CONFINED","1",,"Y.LOCK","2015-09-28T00:00:00.000","1899-12-31T16:55:00.000","2015-10-02T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-09-29T00:00:00.000","1899-12-31T00:00:00.000","R15-421958","K15-328705","447191","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2015","FY2015"
"A0682776","DOG","PIT BULL","QD 19","UNAVAILABLE",,,"1","P0589896","46R","6R","CONFISCATED","QUARANTINE","1",,"RA","2014-10-18T00:00:00.000","1899-12-31T18:53:00.000","2014-10-28T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2014-10-28T00:00:00.000","1899-12-31T18:04:00.000","R14-374434","K14-298999",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"OCT.2014","FY2015"
"A0683055","DOG","CHIHUAHUA SH","PCD 26","UNAVAILABLE",,,"1","P0687239","52V","2V","CONFISCATED","CRUELTY","1",,"ARAMSYE","2014-12-16T00:00:00.000","1899-12-31T01:26:00.000","2014-12-26T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2014-12-31T00:00:00.000","1899-12-31T00:00:00.000",,"K14-303571",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"DEC.2014","FY2015"
"A0683162","DOG","BASSET HOUND","LFD 098","IMPOUNDED",,,"1","P0590254","39F","9F","STRAY","POSSIBLY OWNED","1",,"DC","2015-07-15T00:00:00.000","1899-12-31T13:32:00.000","2015-07-27T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2015-07-27T00:00:00.000","1899-12-31T11:53:00.000",,"K15-322434",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUL.2015","FY2015"
"A0683954","DOG","CHIHUAHUA SH","CC 07","UNAVAILABLE",,,"1","P0687239",,,"CONFISCATED","CRUELTY","1",,"ARAMSEY","2014-12-16T00:00:00.000","1899-12-31T01:55:00.000","2014-12-26T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2015-01-02T00:00:00.000","1899-12-31T15:52:00.000","R14-382146","K14-303578",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","ADOPTED SX 1-2-15","DEC.2014","FY2015"
"A0684521","DOG","PAPILLON","CC 16","UNAVAILABLE",,,"1","P0000000","11104","8","STRAY","QUARANTINE","1",,"CG","2015-09-14T00:00:00.000","1899-12-31T22:54:00.000","2015-09-24T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-09-29T00:00:00.000","1899-12-31T16:37:00.000","R15-421876","K15-327581","425131","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","ADOPT/RETURNED TO OWNER SX 09-29-15","SEP.2015","FY2015"
"A0685153","DOG","SHEPHERD","MISSING","UNAVAILABLE",,,"1","P0684862","W","W","OWNER SURRENDER","GENERAL","1",,"NH","2014-11-12T00:00:00.000","1899-12-31T12:39:00.000","2014-11-12T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"DIED","2014-11-22T00:00:00.000","1899-12-31T14:41:00.000",,"K14-301620",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"NOV.2014","FY2015"
"A0685747","DOG","AM PIT BULL TER","LAB 01","LAB",,,"1","P0591028","W","W","OWNER SURRENDER","EUTHANASIA REQUESTED","1",,"KM","2015-01-17T00:00:00.000","1899-12-31T14:01:00.000","2015-01-17T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-01-17T00:00:00.000","1899-12-31T14:26:00.000",,"K15-305879",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JAN.2015","FY2015"
"A0687125","DOG","SHIH TZU","LFD 104","UNAVAILABLE",,,"1","P0693835","W","W","OWNER SURRENDER","GENERAL","1","ATTENTION","B.W","2015-03-24T00:00:00.000","1899-12-31T15:13:00.000","2015-04-07T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2015-04-09T00:00:00.000","1899-12-31T15:50:00.000",,"K15-310767",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","TAGGED","MAR.2015","FY2015"
"A0687374","CAT","MAINE COON","LOST","LOST REPORT",,,"1","P0591665","W","W","LOST REPORT",,"1",,"ARV","2015-04-01T00:00:00.000","1899-12-31T14:50:00.000","2015-04-11T00:00:00.000","HEALTHY",,"LOST REPORT","2015-05-08T00:00:00.000","1899-12-31T08:33:00.000",,"K15-311481",,,"UNABLE TO SCAN","OVER THE COUNTER",,"APR.2015","FY2015"
"A0689066","DOG","ROTTWEILER","LFD 129","IMPOUNDED",,,"1","P0000000","11800","5","STRAY","AT LARGE","1",,"JC","2015-09-16T00:00:00.000","1899-12-31T22:03:00.000","2015-09-26T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-09-17T00:00:00.000","1899-12-31T18:41:00.000","R15-420560","K15-327760",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","SKITTISH","SEP.2015","FY2015"
"A0689483","DOG","ROTTWEILER","LFD 017","LAB",,,"1","P0594125","W","W","OWNER SURRENDER","GENERAL","1","LANDLORD","JR","2015-08-03T00:00:00.000","1899-12-31T14:57:00.000","2015-08-03T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-08-03T00:00:00.000","1899-12-31T15:28:00.000",,"K15-324038",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0689947","DOG","LABRADOR RETR","LFD 045","IMPOUNDED",,,"1","P0000000","54E","4E","STRAY","AT LARGE","1",,"RM","2015-06-30T00:00:00.000","1899-12-31T09:40:00.000","2015-07-11T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-07-01T00:00:00.000","1899-12-31T17:48:00.000","R15-406916","K15-321005","290699","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2015","FY2015"
"A0690617","DOG","AUST SHEPHERD","LFD 075","LAB",,,"1","P0581296","23","23","OWNER SURRENDER","GENERAL","1",,"DL.ER","2015-07-14T00:00:00.000","1899-12-31T11:55:00.000","2015-07-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-28T00:00:00.000","1899-12-31T07:56:00.000",,"K15-322317",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUL.2015","FY2015"
"A0691646","DOG","PUG","QD 17","UNAVAILABLE",,,"1","P0593410","26U","6U","CONFISCATED","QUARANTINE","1",,"SC/CG","2015-09-16T00:00:00.000","1899-12-31T22:24:00.000","2015-09-26T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-09-27T00:00:00.000","1899-12-31T13:24:00.000","R15-421559","K15-327761","429646","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2015","FY2015"
"A0692575","DOG","CAIRN TERRIER","LFD 097","LAB",,,"1","P0594780","W","W","OWNER SURRENDER","GENERAL","1","NO TIME","DSC","2014-11-10T00:00:00.000","1899-12-31T13:35:00.000","2014-11-10T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-11-11T00:00:00.000","1899-12-31T09:54:00.000",,"K14-300872",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"NOV.2014","FY2015"
"A0693844","DOG","LABRADOR RETR","LFD 071","LAB",,,"1","P0596164","W","W","OWNER SURRENDER","GENERAL","1",,"SN","2015-05-27T00:00:00.000","1899-12-31T11:18:00.000","2015-05-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-05-27T00:00:00.000","1899-12-31T17:58:00.000",,"K15-317158",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","HEARTWORM POSITIVE","MAY.2015","FY2015"
"A0695093","DOG","GERM SHEPHERD","LOST","LOST REPORT",,,"1","P0683809","W","W","LOST REPORT",,"1",,"DSC","2014-10-30T00:00:00.000","1899-12-31T15:57:00.000","2014-11-09T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"LOST REPORT","2015-08-27T00:00:00.000","1899-12-31T12:31:00.000",,"K14-299946",,,"SCAN CHIP",,,"OCT.2014","FY2015"
"A0695443","DOG","PIT BULL","INJD 007","IMPOUNDED",,,"1","P0080443","75211","11","STRAY","AT LARGE","1",,"DC/BC","2015-09-16T00:00:00.000","1899-12-31T11:24:00.000","2015-09-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-09-20T00:00:00.000","1899-12-31T12:32:00.000","R15-420731","K15-327687",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"SEP.2015","FY2015"
"A0695443","DOG","PIT BULL","INJD 13","IMPOUNDED",,,"1","P0691996","W","W","STRAY","POSSIBLY OWNED","1",,"CBM","2015-03-01T00:00:00.000","1899-12-31T16:21:00.000","2015-03-13T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-03-04T00:00:00.000","1899-12-31T13:40:00.000","R15-391118","K15-308862",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAR.2015","FY2015"
"A0876501","DOG","PIT BULL","FOUND","FOUND REPORT",,,"1","P0691428","W","W","FOUND REPORT",,"1",,"ARV","2015-02-19T00:00:00.000","1899-12-31T10:16:00.000","2015-03-03T00:00:00.000","HEALTHY",,"FOUND REPORT","2015-04-23T00:00:00.000","1899-12-31T08:18:00.000",,"K15-308235",,,"UNABLE TO SCAN","OVER THE COUNTER",,"FEB.2015","FY2015"
"A0695443","DOG","PIT BULL","LFD 098","IMPOUNDED",,,"1","P0080443","W","W","STRAY","POSSIBLY OWNED","1",,"CBM","2015-03-10T00:00:00.000","1899-12-31T12:52:00.000","2015-03-22T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-03-12T00:00:00.000","1899-12-31T11:27:00.000","R15-391941","K15-309580",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAR.2015","FY2015"
"A0697271","DOG","ROTTWEILER","QD 06","RELEASED FROM QUARANTINE",,,"1","P0595751","75211","11","CONFISCATED","QUARANTINE","1",,"CBM","2015-08-19T00:00:00.000","1899-12-31T16:06:00.000","2015-08-28T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-08-29T00:00:00.000","1899-12-31T11:27:00.000","R15-417255","K15-325341",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0697272","DOG","ROTTWEILER","INJD 013","LAB",,,"1","P0000000",,,"STRAY","CONFINED","1",,"ARAMSEY","2015-07-12T00:00:00.000","1899-12-31T14:12:00.000","2015-07-23T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-23T00:00:00.000","1899-12-31T08:11:00.000",,"K15-322187",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUL.2015","FY2015"
