"animal_id","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","months","year"
"A0985145","LFD 012","LAB",,"A17-051930","1","P0000000","011601","8","STRAY","AT LARGE",,"JK","2017-03-16T00:00:00.000","21:19:00.0000000","2017-03-20T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-20T00:00:00.000","19:30:00.0000000",,"K17-374069",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAR.2017","FY2017"
"A1005844","LAB 02","LAB",,"A17-071323","2","P0696259","005300","1","OWNER SURRENDER","GENERAL","OWNER PROBLEM","THILL","2017-08-20T00:00:00.000","11:39:00.0000000","2017-08-20T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-20T00:00:00.000","13:18:00.0000000",,"K17-391230",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"AUG.2017","FY2017"
"A0951967","PCD 10","LAB",,"A17-063121","2","P0527332","002702","7","CONFISCATED","QUARANTINE",,"WH","2017-06-19T00:00:00.000","23:51:00.0000000","2017-06-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","DANGEROUS","EUTHANIZED","2017-08-26T00:00:00.000","12:05:00.0000000",,"K17-384347",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2017","FY2017"
"A0953885","PCD 08","LAB",,"A17-063121","2","P0527332","002702","7","CONFISCATED","QUARANTINE",,"WH","2017-06-19T00:00:00.000","23:51:00.0000000","2017-06-27T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","DANGEROUS","EUTHANIZED","2017-08-26T00:00:00.000","11:54:00.0000000",,"K17-384348",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2017","FY2017"
"A1000392","LFSD 16","LAB",,,"1","P0539214","006900","1","STRAY","AT LARGE",,"AR/MT","2017-07-01T00:00:00.000","15:37:00.0000000","2017-07-06T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-02T00:00:00.000","09:39:00.0000000",,"K17-385775",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A1004414","RECEIVING","LAB",,"A17-069249","1","P0752181","010000","6","STRAY","AT LARGE",,"EP","2017-08-07T00:00:00.000","16:35:00.0000000","2017-08-11T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-07T00:00:00.000","18:22:00.0000000",,"K17-389848",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"AUG.2017","FY2017"
"A0985365","LFD 003","LAB",,,"1","P0782902","012302","7","STRAY","AT LARGE",,"CB/MW","2017-04-14T00:00:00.000","16:59:00.0000000","2017-04-24T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-24T00:00:00.000","10:58:00.0000000",,"K17-376686",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"APR.2017","FY2017"
"A0995752","LAB 01","IMPOUNDED",,"A17-060616","1","P0000000","005300","1","STRAY","CONFINED",,"DB","2017-05-28T00:00:00.000","01:55:00.0000000","2017-05-28T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-28T00:00:00.000","02:16:00.0000000",,"K17-381677",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A0983436","VT 07","LAB",,"A17-050338","1","P0777326","010601","6","OWNER SURRENDER","GENERAL",,"KH","2017-03-04T00:00:00.000","10:10:00.0000000","2017-03-04T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-07T00:00:00.000","23:23:00.0000000","R17-492456","K17-372842",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","SWEEP","ADOPT PENDING","MAR.2017","FY2017"
"A0992504","LFD 152","LAB",,"A17-058345","1","P0786150","004000","7","OWNER SURRENDER","GENERAL",,"MW","2017-05-08T00:00:00.000","14:33:00.0000000","2017-05-08T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-09T00:00:00.000","10:18:00.0000000",,"K17-379326",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A1002513","LAB 01","LAB",,,"1","P0796148","017004","8","OWNER SURRENDER","GENERAL","AGGRESSIVE - PEOPLE","BW/CBM","2017-07-20T00:00:00.000","12:09:00.0000000","2017-07-20T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-20T00:00:00.000","12:59:00.0000000",,"K17-388018",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","WILL BITE","JUL.2017","FY2017"
"A0999992","LAB 01","LAB",,"A17-064060","1","P0000000","000404","2","STRAY","AT LARGE",,"GMORALES","2017-06-28T00:00:00.000","08:17:00.0000000","2017-07-02T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-28T00:00:00.000","08:55:00.0000000",,"K17-385346",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUN.2017","FY2017"
"A0992703","SHD 13","LAB",,,"1","P0788309","011800","5","OWNER SURRENDER","RETURN30","ILL","MJ/DF","2017-06-19T00:00:00.000","15:05:00.0000000","2017-06-19T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-20T00:00:00.000","10:45:00.0000000",,"K17-384306",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","DISTEMPER","JUN.2017","FY2017"
"A0989408","LFD 031","LAB",,"A17-055564","1","P0000000","009201","5","STRAY","AT LARGE",,"DEH","2017-04-17T00:00:00.000","09:15:00.0000000","2017-04-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-27T00:00:00.000","11:50:00.0000000",,"K17-376891",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"APR.2017","FY2017"
"A0997994","LFC 071","LAB",,,"1","P0646597","012900","9","STRAY","AT LARGE",,"AR/DT","2017-06-10T00:00:00.000","15:30:00.0000000","2017-06-14T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-06-10T00:00:00.000","17:16:00.0000000",,"K17-383360",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A1004087","RECEIVING","IMPOUNDED",,"A17-068999","1","P0000000","006800","1","WILDLIFE","INJURED",,"DL","2017-08-04T00:00:00.000","11:16:00.0000000","2017-08-04T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-04T00:00:00.000","11:56:00.0000000",,"K17-389515",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"AUG.2017","FY2017"
"A1005778","LAB 01","IMPOUNDED",,"A17-071589","1","P0800426","012900","9","WILDLIFE","INJURED",,"Y.LOCK","2017-08-19T00:00:00.000","09:33:00.0000000","2017-08-19T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-19T00:00:00.000","12:54:00.0000000",,"K17-391138",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","UNABLE TO SCAN","FIELD",,"AUG.2017","FY2017"
"A0990074","RECEIVING","LAB",,"A17-056223","1","P0000000","011800","5","STRAY","AT LARGE",,"TM","2017-04-21T00:00:00.000","15:56:00.0000000","2017-04-24T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-21T00:00:00.000","19:35:00.0000000",,"K17-377353",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"APR.2017","FY2017"
"A0912663","IC 11","LAB",,,"1","P0787931","013606","11","OWNER SURRENDER","GENERAL","NO TIME","BW/BM","2017-07-26T00:00:00.000","18:17:00.0000000","2017-07-26T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-04T00:00:00.000","13:54:00.0000000",,"K17-388639",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","HISSING AGGRESSIVE","JUL.2017","FY2017"
"A0893646","LAB 01","LAB",,"A17-069040","1","P0700904","008603","4","OWNER SURRENDER","GENERAL",,"RA","2017-08-04T00:00:00.000","15:35:00.0000000","2017-08-04T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-08-04T00:00:00.000","18:13:00.0000000",,"K17-389573",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN CHIP","SWEEP",,"AUG.2017","FY2017"
"A0738888","RECEIVING","UNAVAILABLE",,"A17-069059","1","P0544020","006100","4","OWNER SURRENDER","GENERAL",,"AD/JH","2017-08-04T00:00:00.000","21:24:00.0000000","2017-08-14T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","HOLD NOTIFY","EUTHANIZED","2017-08-04T00:00:00.000","21:31:00.0000000",,"K17-389594",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"AUG.2017","FY2017"
"A1000159","LFD 062","LAB",,"A17-064205","1","P0793270","009000","5","OWNER SURRENDER","GENERAL",,"RA","2017-06-29T00:00:00.000","10:20:00.0000000","2017-06-29T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-30T00:00:00.000","12:46:00.0000000",,"K17-385519",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","SWEEP",,"JUN.2017","FY2017"
"A1009375","LFD 053","LAB",,,"1","P0805193","007825","10","OWNER SURRENDER","EUTHANASIA REQUESTED",,"KS/ZM","2017-09-25T00:00:00.000","12:53:00.0000000","2017-09-25T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-25T00:00:00.000","13:48:00.0000000",,"K17-394784",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"SEP.2017","FY2017"
"A0984725","LFD 017","LAB",,"A17-051597","1","P0682915","008400","5","OWNER SURRENDER","GENERAL","AGGRESSIVE - ANIMAL","JB/BT","2017-03-27T00:00:00.000","17:30:00.0000000","2017-03-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-28T00:00:00.000","10:59:00.0000000",,"K17-373825",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAR.2017","FY2017"
"A1008394","QC 12","LAB",,,"1","P0662026","011105","8","STRAY","AT LARGE",,"SN/BT","2017-09-14T00:00:00.000","10:01:00.0000000","2017-09-24T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","EUTHANIZED","2017-09-14T00:00:00.000","15:30:00.0000000",,"K17-393693",,"UNHEALTHY UNTREATABLE CONTAGIOUS","UNABLE TO SCAN","OVER THE COUNTER",,"SEP.2017","FY2017"
"A0986132","RECEIVING","LAB",,"A17-052800","1","P0000000","006700","1","STRAY","AT LARGE",,"TODD","2017-03-24T00:00:00.000","16:06:00.0000000","2017-03-28T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-24T00:00:00.000","17:11:00.0000000",,"K17-374709",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAR.2017","FY2017"
"A0989791","LAB 01","LAB",,"A17-055919","1","P0783458","011200","3","OWNER SURRENDER","GENERAL",,"MGAY","2017-04-19T00:00:00.000","16:51:00.0000000","2017-04-19T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-19T00:00:00.000","17:37:00.0000000",,"K17-377142",,"TREATABLE MANAGEABLE CONTAGIOUS","SCAN NO CHIP","FIELD",,"APR.2017","FY2017"
"A0999739","PUPS 3","IMPOUNDED",,,"1","P0658538","019208","11","OWNER SURRENDER","GENERAL",,"MJ/MT","2017-06-25T00:00:00.000","14:45:00.0000000","2017-06-25T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-25T00:00:00.000","17:31:00.0000000",,"K17-385067",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0990222","LFD 071","LAB",,"A17-056358","1","P0000000","009301","5","STRAY","AT LARGE",,"AHART","2017-04-22T00:00:00.000","22:53:00.0000000","2017-04-26T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-26T00:00:00.000","13:32:00.0000000",,"K17-377514",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","TRAUMA/RT TARSUS/HEAD","APR.2017","FY2017"
"A0987422","LFD 078","LAB",,"A17-054045","1","P0781313","004300","6","STRAY","CONFINED",,"EP","2017-04-04T00:00:00.000","10:12:00.0000000","2017-04-08T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-08T00:00:00.000","19:32:00.0000000",,"K17-375627",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"APR.2017","FY2017"
"A0991579","LFC 038","LAB",,,"1","P0606416","010803","3","STRAY","AT LARGE",,"KS","2017-05-01T00:00:00.000","17:36:00.0000000","2017-05-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","RESCU ONLY","EUTHANIZED","2017-05-01T00:00:00.000","18:15:00.0000000",,"K17-378528",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"MAY.2017","FY2017"
"A0823359","LFD 091","LAB",,"A17-067730","1","P0000000","009303","5","STRAY","POSSIBLY OWNED",,"JC","2017-07-26T00:00:00.000","11:54:00.0000000","2017-08-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-05T00:00:00.000","08:12:00.0000000",,"K17-388583",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUL.2017","FY2017"
"A1001858","INJD 010","LAB",,,"1","P0795372","010704","3","OWNER SURRENDER","GENERAL","OWNER PROBLEM","CBM/DT","2017-07-14T00:00:00.000","15:41:00.0000000","2017-07-14T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-15T00:00:00.000","14:45:00.0000000",,"K17-387338",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A1005760","INJD 007","LAB",,,"1","P0800424","011200","8","STRAY","POSSIBLY OWNED",,"CBM/MW","2017-08-19T00:00:00.000","08:31:00.0000000","2017-08-19T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","POSSIBLY OWNED","EUTHANIZED","2017-08-19T00:00:00.000","08:55:00.0000000",,"K17-391116",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A0992957","LFC 071","LAB",,,"1","P0786593","011800","5","STRAY","AT LARGE",,"MJ","2017-05-11T00:00:00.000","11:46:00.0000000","2017-05-15T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-05-11T00:00:00.000","13:38:00.0000000",,"K17-379665",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"MAY.2017","FY2017"
"A0995325","RECEIVING","IMPOUNDED",,"A17-060277","1","P0788610","011002","4","STRAY","CONFINED",,"L.HAY/A.HA","2017-05-24T00:00:00.000","19:23:00.0000000","2017-05-28T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-05-24T00:00:00.000","23:55:00.0000000",,"K17-381302",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAY.2017","FY2017"
"A0997888","SHD 09","LAB",,"A17-062175","1","P0578609","006401","1","OWNER SURRENDER","GENERAL",,"JK","2017-06-09T00:00:00.000","16:00:00.0000000","2017-06-09T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-24T00:00:00.000","16:18:00.0000000",,"K17-383238",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","SWEEP","DEPRESSED","JUN.2017","FY2017"
"A1002884","QD 05","LAB",,"A17-067483","1","P0796598","009607","13","STRAY","QUARANTINE",,"CB/BT","2017-07-24T00:00:00.000","11:38:00.0000000","2017-08-03T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-05T00:00:00.000","09:37:00.0000000",,"K17-388363",,"TREATABLE MANAGEABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2017","FY2017"
"A1004046","LFD 031","LAB",,,"1","P0798072","006502","1","OWNER SURRENDER","GENERAL","AGGRESSIVE - ANIMAL","KS/CBM","2017-08-03T00:00:00.000","17:28:00.0000000","2017-08-03T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-07T00:00:00.000","16:51:00.0000000",,"K17-389467",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A1008103","LFC 038","LAB",,,"1","P0768307","004500","1","OWNER SURRENDER","GENERAL",,"TC/FC","2017-09-11T00:00:00.000","09:00:00.0000000","2017-09-11T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","RESCU ONLY","EUTHANIZED","2017-09-25T00:00:00.000","15:30:00.0000000","R17-516390","K17-393399",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","MLM","SEP.2017","FY2017"
"A0988905","VT 06","LAB",,,"1","P0782648","013621","11","OWNER SURRENDER","GENERAL","OWNER PROBLEM","CBM/AC","2017-04-13T00:00:00.000","11:11:00.0000000","2017-04-23T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-04-18T00:00:00.000","09:28:00.0000000",,"K17-376521",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","DECLAW FRONTTRANQ RECOVERY","APR.2017","FY2017"
"A1003187","PCD 25","LAB",,"A17-067751","1","P0000000","006700","1","CONFISCATED","QUARANTINE",,"KV","2017-07-26T00:00:00.000","14:27:00.0000000","2017-08-05T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-08T00:00:00.000","09:00:00.0000000",,"K17-388612",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"JUL.2017","FY2017"
"A0996165","PAWS 17","LAB",,"A17-061088","1","P0731760","005901","4","OWNER SURRENDER","GENERAL",,"ARAMSEY","2017-05-31T00:00:00.000","12:31:00.0000000","2017-05-31T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-01T00:00:00.000","20:33:00.0000000",,"K17-382044",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","SWEEP",,"MAY.2017","FY2017"
"A0983556","LAB 02","LAB",,,"1","P0587005","010602","6","OWNER SURRENDER","GENERAL",,"KS/CJ","2017-03-05T00:00:00.000","12:02:00.0000000","2017-03-05T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-05T00:00:00.000","16:03:00.0000000",,"K17-372952",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","UNABLE TO SCAN","OVER THE COUNTER",,"MAR.2017","FY2017"
"A0990550","LFD 148","LAB",,,"1","P0027521","005600","4","OWNER SURRENDER","GENERAL","COST","BW/TH","2017-04-25T00:00:00.000","13:07:00.0000000","2017-05-14T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","MEDICAL","EUTHANIZED","2017-05-14T00:00:00.000","10:05:00.0000000",,"K17-377770",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"APR.2017","FY2017"
"A1002029","LFC 050","LAB",,,"1","P0795598","010102","6","OWNER SURRENDER","GENERAL",,"AR/BT","2017-07-16T00:00:00.000","13:29:00.0000000","2017-07-16T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-23T00:00:00.000","20:17:00.0000000",,"K17-387517",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","TOO YOUNG","JUL.2017","FY2017"
"A1001518","LFC 040","LAB",,,"1","P0652001","000406","2","STRAY","AT LARGE",,"KS/DF","2017-07-11T00:00:00.000","14:46:00.0000000","2017-07-15T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-07-11T00:00:00.000","15:14:00.0000000",,"K17-386965",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER","TOO YOUNG","JUL.2017","FY2017"
"A1004110","LFD 147","LAB",,,"1","P0000000","008603","4","STRAY","AT LARGE",,"GMORALES","2017-08-04T00:00:00.000","12:45:00.0000000","2017-08-08T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-14T00:00:00.000","09:12:00.0000000",,"K17-389537",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","DEMODEX(+)","AUG.2017","FY2017"
"A1002715","LFD 030","LAB",,,"1","P0796391","016511","3","OWNER SURRENDER","GENERAL","MOVE APT","CBM/DT","2017-07-22T00:00:00.000","13:46:00.0000000","2017-07-23T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-07-23T00:00:00.000","17:14:00.0000000",,"K17-388219",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","HW+","JUL.2017","FY2017"
"A0986157","INJD 009","IMPOUNDED",,"A17-052846","1","P0000000","008802","4","STRAY","AT LARGE",,"TM","2017-03-24T00:00:00.000","22:03:00.0000000","2017-03-28T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-03-25T00:00:00.000","01:08:00.0000000",,"K17-374738",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"MAR.2017","FY2017"
"A1006016","LFC 040","LAB",,,"1","P0623103","004300","6","STRAY","AT LARGE",,"MJ/BM","2017-08-22T00:00:00.000","13:26:00.0000000","2017-08-26T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-08-22T00:00:00.000","14:34:00.0000000",,"K17-391401",,"TREATABLE REHABILITABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2017","FY2017"
"A0999166","LAB 01","UNAVAILABLE",,"A17-063242","1","P0000000","020500","6","STRAY","QUARANTINE",,"RZ","2017-06-20T00:00:00.000","15:43:00.0000000","2017-06-20T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS","QUARANTINE","EUTHANIZED","2017-06-20T00:00:00.000","15:46:00.0000000",,"K17-384436",,"UNHEALTHY UNTREATABLE CONTAGIOUS","UNABLE TO SCAN","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0992788","LFC 036","LAB",,,"1","P0517346","002500","2","OWNER SURRENDER","GENERAL","COST","BW/DT","2017-05-10T00:00:00.000","11:03:00.0000000","2017-05-10T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS",,"EUTHANIZED","2017-05-10T00:00:00.000","12:23:00.0000000",,"K17-379559",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"MAY.2017","FY2017"
"A1008549","LAB 10","UNAVAILABLE",,"A17-075575","1","P0000000","013007","10","WILDLIFE","INJURED",,"EPOOLE","2017-09-15T00:00:00.000","20:50:00.0000000","2017-09-15T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-15T00:00:00.000","21:20:00.0000000",,"K17-393860",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2017","FY2017"
"A1008817","LFC 045","LAB",,"A17-075893","1","P0804433","009202","5","STRAY","CONFINED",,"GS","2017-09-18T00:00:00.000","22:59:00.0000000","2017-09-22T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-09-27T00:00:00.000","15:38:00.0000000",,"K17-394154",,"TREATABLE MANAGEABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"SEP.2017","FY2017"
"A0999127","LAB 12","LAB",,,"1","P0719290","020500","6","STRAY","AT LARGE",,"BW/LS","2017-06-20T00:00:00.000","12:00:00.0000000","2017-06-24T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2017-06-20T00:00:00.000","17:40:00.0000000",,"K17-384393",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
"A0988136","AC 005","LAB",,,"1","P0781929","000406","2","STRAY","AT LARGE",,"DJ/MW","2017-04-08T00:00:00.000","12:48:00.0000000","2017-04-12T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","ADOPTION","EUTHANIZED","2017-04-13T00:00:00.000","12:57:00.0000000",,"K17-376046",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"APR.2017","FY2017"
"A0989074","QD 20","LAB",,"A17-064370","1","P0752571","020500","6","OWNER SURRENDER","QUARANTINE","BITES","AR/BT","2017-06-30T00:00:00.000","12:01:00.0000000","2017-07-09T00:00:00.000","UNHEALTHY UNTREATABLE CONTAGIOUS","QUARANTINE","EUTHANIZED","2017-07-03T00:00:00.000","09:49:00.0000000",,"K17-385638",,"UNHEALTHY UNTREATABLE CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2017","FY2017"
