"id","filenum","occurred_dt","occurred_tm","current_badge_no","offsex","offrace","hire_dt","off_injured","offcondtype","off_hospital","service_type","uofnum","forcetype","uof_reason","cycles_num","forceeffective","citnum","citrace","citsex","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","arc_street","ra","beat","sector","division","dist_name","latitude","longitude","geolocation"
"1266","UF2015-1048","2015-09-04T00:00:00.000","11:44","9202","Male","White","2007-08-22T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Employment","28306, 28307, 28308","Verbal Command, Taser Display at Person, Verbal Command","Active Aggression","NULL","No, Yes, Yes","41071","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Criminal Mischief","7808 Clodus Fields Dr.","8822","651","650","NORTH CENTRAL","D11",,,"7808 Clodus Fields Dr.
Dallas, TX 
(32.913541, -96.772259)"
"297","UF2015-0298","2015-03-21T00:00:00.000","7:40","10664","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","24369, 24370, 24371, 24372","BD - Grabbed, Handcuffing Take Down, Joint Locks, Held Suspect Down","Assault to Other Person","NULL","Yes, Yes, Yes, Yes","38288","Black","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Assault, Assault/FV","111 Commerce St.","2403","424","420","SOUTHWEST","D6",,,"111 Commerce St.
Dallas, TX 
(32.775464, -96.82022)"
"815","UF2015-0651","2015-05-15T00:00:00.000","23:00","10152","Male","Black","2010-03-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","25688","Handcuffing Take Down","Active Aggression","NULL","Yes","39286","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4528 Collins Ave.","2101","311","310","SOUTHEAST","D7",,,"4528 Collins Ave.
Dallas, TX 
(32.775606, -96.743144)"
"956","UF2015-0779","2015-07-14T00:00:00.000","8:30","9176","Male","White","2007-07-11T00:00:00.000","No","No injuries noted or visible","No","Arrest","27104","Weapon display at Person","Weapon Display","NULL","Yes","40160","Black","Male","No","No injuries noted or visible","Yes","Unknown","Sexual Assault","2750 Locust Ave.","4286","731","730","SOUTH CENTRAL","D4",,,"2750 Locust Ave.
Dallas, TX 
(32.704918, -96.777055)"
"1067","UF2015-0878","2015-07-20T00:00:00.000","18:00","10513","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","27286, 27287","Verbal Command, Take Down - Group","Arrest","NULL","No, Yes","21616","Black","Male","No","No injuries noted or visible","Yes","Unknown","APOWW","8662 PARK Ln.","1084","216","210","NORTHEAST","D13",,,"8662 PARK Ln.
Dallas, TX 
(32.869663, -96.75181)"
"1803","UF2015-1480","2015-11-11T00:00:00.000","19:25","10315","Male","White","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Service Call","29902","Weapon display at Person","Weapon Display","NULL","Yes","42194","Black","Male","No","No injuries noted or visible","No","Marijuana","No Arrest","6500 RAVENDALE Ln.","1119","219","210","NORTHEAST","D9",,,"6500 RAVENDALE Ln.
Dallas, TX 
(32.838648, -96.749528)"
"135","UF2015-0158","2015-03-02T00:00:00.000","9:45","8694","Male","White","2005-08-05T00:00:00.000","No","No injuries noted or visible","No","Arrest","23903","Take Down - Body","Arrest","NULL","Yes","37955","Black","Male","Yes","Abrasion/Scrape","Yes","Unknown","Burglary/Habitation, Drug Possession - Misdemeanor, Other Misdemeanor Arrest, Escape","505 WYNNEWOOD Dr.","4167","446","440","SOUTHWEST","D1",,,"505 WYNNEWOOD Dr.
Dallas, TX 
(32.724022, -96.83032)"
"1658","UF2015-1372","2015-09-21T00:00:00.000","19:30","8093","Male","Hispanic","2001-09-28T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","28645, 28646","Verbal Command, BD - Grabbed","Detention/Frisk","NULL","No, Yes","41348","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","725 N Jim Miller Rd.","2198","352","350","SOUTHEAST","D5",,,"725 N Jim Miller Rd.
Dallas, TX 
(32.725715, -96.700115)"
"1854","UF2015-1524","2015-12-08T00:00:00.000","15:10","9078","Male","White","2007-03-21T00:00:00.000","Yes","Laceration/Cut, Bruise","No","Arrest","30584, 30585, 30590","Verbal Command, Hand Controlled Escort, Handcuffing Take Down","Active Aggression","NULL","No, Yes, Yes","42654","White","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Prostitution, Resisting Search and Transport","111 W commerce St.","4063","424","420","SOUTHWEST","D6",,,"111 W commerce St.
Dallas, TX 
(32.775095, -96.821913)"
"425","UF2015-0411","2015-04-18T00:00:00.000","2:00","9388","Male","White","2008-02-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","25098","Hand Controlled Escort","Active Aggression","NULL","Yes","38822","White","Male","No","No injuries noted or visible","Yes","Alchohol","Criminal Mischief, Other Felony Arrest","800 Allen St.","2025","154","150","CENTRAL","D14",,,"800 Allen St.
Dallas, TX 
(32.791016, -96.790097)"
"456","UF2015-0439","2015-05-01T00:00:00.000","13:45","8694","Male","White","2005-08-05T00:00:00.000","No","No injuries noted or visible","No","Service Call","25436","Weapon display at Person","Other","NULL","Yes","39053","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","3200 W CAMP WISDOM Rd.","4543","456","450","SOUTHWEST","D8",,,"3200 W CAMP WISDOM Rd.
Dallas, TX 
(32.662333, -96.872699)"
"1615","UF2015-1340","2015-10-14T00:00:00.000","21:14","9059","Male","White","2008-06-16T00:00:00.000","No","No injuries noted or visible","No","Service Call","29246, 29247, 29248","Verbal Command, Hand Controlled Escort, Hand Controlled Escort","Detention/Frisk","NULL","No, No, No","41752","Black","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest","1222 Commerce St.","2072","133","130","CENTRAL","D14",,,"1222 Commerce St.
Dallas, TX 
(32.77982, -96.799531)"
"837","UF2015-0670","2015-06-15T00:00:00.000","23:04","10313","Male","White","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Service Call","26394, 26395","Verbal Command, Weapon display at Person","Arrest","NULL","Yes, Yes","39711","Black","Male","No","No injuries noted or visible","Yes","Unknown","Other Misdemeanor Arrest, Warrant/Hold","9850 Military Pkwy.","1238","323","320","SOUTHEAST","D7",,,"9850 Military Pkwy.
Dallas, TX 
(32.768301, -96.65237)"
"1219","UF2015-1006","2015-07-20T00:00:00.000","3:00","9000","Male","Hispanic","2006-11-15T00:00:00.000","No","No injuries noted or visible","No","Arrest","28065","Weapon display at Person","Arrest","NULL","Yes","40250","Black","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest, Fail to ID, Warrant/Hold","4200 W Ledbetter Dr","4313","437","430","SOUTHWEST","D3",,,"4200 W Ledbetter Dr
Dallas, TX 
(32.691136, -96.888067)"
"1292","UF2015-1071","2015-05-21T00:00:00.000","20:08","10289","Male","Hispanic","2011-05-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","25827","Weapon display at Person","Other","NULL","Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Burglary of a Vehicle","10300 N Walton Walker Blvd.","6060","533","530","NORTHWEST","D6",,,"10300 N Walton Walker Blvd.
Dallas, TX 
(32.865346, -96.899321)"
"1944","UF2015-1596","2015-08-02T00:00:00.000","5:10","10596","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","27537, 27538","OC Spray, Hand/Arm/Elbow Strike","Active Aggression","NULL","No, Yes","40492","Black","Female","No","OC Spray Treatment","Yes","Alchohol and unknown drugs","Theft, Resisting Arrest, Warrant/Hold","3300 N HASKELL AVE.","4514","125","120","CENTRAL","D14",,,"3300 N HASKELL AVE.
Dallas, TX 
(32.811114, -96.796889)"
"1053","UF2015-0866","2015-06-10T00:00:00.000","21:00","10867","Female","Black","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Crowd Control","26644","Verbal Command","Arrest","NULL","No","39681","Hispanic","Female","No","No injuries noted or visible","Yes","None detected","Other Agency Arrest","2800 Main St.","2078","153","150","CENTRAL","D2",,,"2800 Main St.
Dallas, TX 
(32.783944, -96.783261)"
"2168","UF2015-1784","2015-10-31T00:00:00.000","22:00","9163","Male","White","2007-06-27T00:00:00.000","No","No injuries noted or visible","No","Arrest","29643, 29644, 29645, 29646","Verbal Command, Hand Controlled Escort, Pressure Points, Held Suspect Down","Arrest","NULL","No, No, No, Yes","42026","Black","Female","No","No injuries noted or visible","Yes","Alchohol","Criminal Mischief, Resisting Arrest, Public Intoxication, Other Misdemeanor Arrest","2819 FARRAGUT St.","2181","348","340","SOUTHEAST","D7",,,"2819 FARRAGUT St.
Dallas, TX 
(32.75301, -96.748575)"
"1810","UF2015-1486","2015-08-02T00:00:00.000","20:50","10652","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","30168, 30169","Leg Restraint System, Take Down - Arm","Active Aggression","NULL","Yes, No","40501","Black","Female","No","No injuries noted or visible","No","Unknown Drugs","No Arrest","426 S Walton Walker Blvd.","4441","431","430","SOUTHWEST","D6",,,"426 S Walton Walker Blvd.
Dallas, TX 
(32.741757, -96.918578)"
"1663","UF2015-1378","2015-10-14T00:00:00.000","11:10","9254","Male","White","2007-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","29226, 29227","Take Down - Arm, Verbal Command","Arrest","NULL","Yes, No","41746","Black","Male","Yes","Injured prior to contact","Yes","None detected","Warrant/Hold","7000 Bonnieview Rd.","4368","736","730","SOUTH CENTRAL","D8",,,"7000 Bonnieview Rd.
Dallas, TX 
(32.660218, -96.75237)"
"1296","UF2015-1073","2015-06-17T00:00:00.000","1:00","9904","Male","White","2009-07-08T00:00:00.000","No","No injuries noted or visible","No","Pedestrian Stop","26408","Taser Display at Person","Arrest","NULL","Yes","39720","White","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Evading Arrest, Other Felony Arrest","11200 Denton Dr.","3026","535","530","NORTHWEST","D6",,,"11200 Denton Dr.
Dallas, TX 
(32.888822, -96.886261)"
"1901","UF2015-1559","2015-11-01T00:00:00.000","0:45","10697","Male","Hispanic","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","29606, 29607","Verbal Command, Weapon display at Person","Danger to self or others","NULL","Yes, Yes",,"Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","3190 STAG Rd.","4327","736","730","SOUTH CENTRAL","D8",,,"3190 STAG Rd.
Dallas, TX 
(32.696244, -96.760384)"
"623","UF2015-0478","2015-04-20T00:00:00.000","17:30","10038","Male","Black","2009-11-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","25164, 25165","Verbal Command, Take Down - Arm","Detention/Frisk","NULL","No, Yes","38855","Hispanic","Female","No","No injuries noted or visible","No","None detected","No Arrest","541 CHEYENNE Rd.","2206","335","330","SOUTHEAST","D5",,,"541 CHEYENNE Rd.
Dallas, TX 
(32.720839, -96.639244)"
"1165","UF2015-0960","2015-08-16T00:00:00.000","16:30","10754","Female","White","2014-01-29T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","27858, 27859, 27860","Held Suspect Down, Joint Locks, Verbal Command","Danger to self or others","NULL","Yes, Yes, Yes","40762","Black","Female","Yes","Laceration/Cut","Yes","Mentally unstable","Assault/FV","8849 Fair Oaks Crossing","1041","243","240","NORTHEAST","D10",,,"8849 Fair Oaks Crossing
Dallas, TX 
(32.898845, -96.72727)"
"852","UF2015-0683","2015-05-31T00:00:00.000","3:00","9948","Male","Hispanic","2010-09-29T00:00:00.000","No","No injuries noted or visible","No","Arrest","26048, 26049","BD - Grabbed, BD - Pushed","Arrest","NULL","No, No","39493","White","Male","Yes","Abrasion/Scrape","Yes","Alchohol","Public Intoxication, Resisting Arrest, Criminal Mischief","16800 Preston Rd.","6002","622","620","NORTH CENTRAL","D12",,,"16800 Preston Rd.
Dallas, TX 
(32.981849, -96.804271)"
"960","UF2015-0783","2015-06-28T00:00:00.000","21:30","10214","Male","Hispanic","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","26764, 26765","Joint Locks, Held Suspect Down","Arrest","NULL","Yes, Yes","39884","Hispanic","Male","Yes","Abrasion/Scrape","Yes","Unknown Drugs","Warrant/Hold, Resisting Search and Transport, Other Felony Arrest","9600 Scyene Rd.","1245","325","320","SOUTHEAST","D7",,,"9600 Scyene Rd.
Dallas, TX 
(32.762473, -96.655974)"
"1342","UF2015-1115","2015-06-20T00:00:00.000","23:00","9480","Male","White","2008-05-28T00:00:00.000","No","No injuries noted or visible","No","Service Call","26545","Weapon display at Person","Weapon Display","NULL","Yes","39789","Black","Male","No","No injuries noted or visible","Yes","FD-Motor Vehicle","Warrant/Hold, Other Felony Arrest","2150 CALIFORNIA CROSSING Rd.","6040","533","530","NORTHWEST","D6",,,"2150 CALIFORNIA CROSSING Rd.
Dallas, TX 
(32.866605, -96.907895)"
"554","UF2015-0047","2015-01-23T00:00:00.000","19:30","8285","Male","White","2002-07-19T00:00:00.000","No","No injuries noted or visible","No","Service Call","23177","Joint Locks","Detention/Frisk","NULL","No","37416","Hispanic","Male","No","No injuries noted or visible","Yes","Mentally unstable","Resisting Search and Transport","206 Acme Rd.","4351","752","750","SOUTH CENTRAL","D3",,,"206 Acme Rd.
Dallas, TX 
(32.667222, -96.821056)"
"1712","UF2015-1405","2015-09-26T00:00:00.000","1:40","10783","Female","Hispanic","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Service Call","29979","Weapon display at Person","Weapon Display","NULL","Yes",,"Hispanic","Female","No","No injuries noted or visible","Yes","None detected","No Arrest","300 N FRANKLIN St.","4129","442","440","SOUTHWEST","D1",,,"300 N FRANKLIN St.
Dallas, TX 
(32.746251, -96.858819)"
"1150","UF2015-0949","2015-08-11T00:00:00.000","20:30","7568","Male","Black","1997-09-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","30779","BD - Grabbed","Danger to self or others","NULL","Yes","40672","White","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","APOWW","6215 TWIN OAKS Cir.","1018","635","630","NORTH CENTRAL","D11",,,"6215 TWIN OAKS Cir.
Dallas, TX 
(32.926348, -96.79901)"
"1211","UF2015-1001","2015-08-11T00:00:00.000","6:45","9597","Male","Black","2008-09-17T00:00:00.000","No","No injuries noted or visible","No","Service Call","27742, 27743","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes",,"White","Female","No","No injuries noted or visible","Yes","Unknown","No Arrest","11322 KLINE Dr.","3024","532","530","NORTHWEST","D6",,,"11322 KLINE Dr.
Dallas, TX 
(32.893233, -96.911057)"
"804","UF2015-0642","2015-06-17T00:00:00.000","1:13","9087","Male","White","2007-03-21T00:00:00.000","No","No injuries noted or visible","No","Arrest","26415, 26416","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","39723","Black","Male","No","No injuries noted or visible","Yes","None detected","Burglary/Habitation","5700 Prestwick Ln.","6069","622","620","NORTH CENTRAL","D11",,,"5700 Prestwick Ln.
Dallas, TX 
(32.98667, -96.80958)"
"1821","UF2015-1496","2015-11-28T00:00:00.000","20:35","9249","Male","White","2007-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","30343","Weapon display at Person","Weapon Display","NULL","Yes","42434","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","5620 LIVE OAK ST.","1183","145","140","CENTRAL","D14",,,"5620 LIVE OAK ST.
Dallas, TX 
(32.809335, -96.764758)"
"1484","UF2015-1232","2015-10-19T00:00:00.000","19:59","10327","Male","Black","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","29368, 29369","Joint Locks, Take Down - Group","Arrest","NULL","Yes, Yes","41848","Black","Male","Yes","OC Spray Treatment, Treated by DFD","Yes","Unknown","Assault/Public Servant, Resisting Search and Transport","9900 adleta blvd","1042","257","250","NORTHEAST","D10",,,"9900 adleta blvd
Dallas, TX 
(32.901048, -96.711905)"
"499","UF2015-0011","2015-01-01T00:00:00.000","1:09","9672","Male","White","2008-12-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","22704","Take Down - Arm","Arrest","NULL","Yes","37091","White","Female","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","8544 FOXWOOD Ln.","1254","333","330","SOUTHEAST","D5",,,"8544 FOXWOOD Ln.
Dallas, TX 
(32.74409, -96.671452)"
"1438","UF2015-1191","2015-07-06T00:00:00.000","1:30","9788","Male","White","2009-03-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","26912, 26913, 26914","Feet/Leg/Knee Strike, BD - Pushed, Verbal Command","Arrest","NULL","No, Yes, No","39965","Black","Male","Yes","Abrasion/Scrape, Treated by DFD","Yes","Alchohol","Evading Arrest, DWLI, Resisting Arrest, Warrant/Hold","1508 Taylor Crest Dr.","4406","356","350","SOUTHEAST","D8",,,"1508 Taylor Crest Dr.
Dallas, TX 
(32.683095, -96.598588)"
"1628","UF2015-1350","2015-10-10T00:00:00.000","21:30","10396","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","29085","Weapon display at Person","Weapon Display","NULL","Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","No Arrest","5504 OUTRIDER Ln.","4441","431","430","SOUTHWEST","D3",,,"5504 OUTRIDER Ln.
Dallas, TX 
(32.742022, -96.915928)"
"432","UF2015-0417","2015-04-08T00:00:00.000","23:40","9425","Male","Hispanic","1998-10-21T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","24839","Weapon display at Person","Weapon Display","NULL","Yes","38623","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","3558 Wilhurt Ave.","4252","731","730","SOUTH CENTRAL","D4",,,"3558 Wilhurt Ave.
Dallas, TX 
(32.713966, -96.762954)"
"952","UF2015-0775","2015-06-02T00:00:00.000","22:50","10540","Male","Hispanic","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","26233, 26234","Verbal Command, Held Suspect Down","Arrest","NULL","No, Yes","39602","Black","Female","No","No injuries noted or visible","Yes","None detected","Other Misdemeanor Arrest","8560 PARK Ln.","1084","216","210","NORTHEAST","D13",,,"8560 PARK Ln.
Dallas, TX 
(32.870275, -96.755074)"
"139","UF2015-0163","2015-01-27T00:00:00.000","20:32","9265","Female","White","2007-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","23337, 23338, 23339","Verbal Command, Held Suspect Down, Held Suspect Down","Active Aggression","NULL","No, Yes, Yes","37467","Black","Female","No","No injuries noted or visible","Yes","None detected","Resisting Arrest, Warrant/Hold","9708 HOMEPLACE Dr.","2205","334","330","SOUTHEAST","D5",,,"9708 HOMEPLACE Dr.
Dallas, TX 
(32.724648, -96.655236)"
"1993","UF2015-1636","2015-12-21T00:00:00.000","13:30","7716","Male","Black","1999-01-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","30864","BD - Grabbed","Arrest","NULL","Yes","42812","White","Male","Yes","Abrasion/Scrape","Yes","Mentally unstable","Other Misdemeanor Arrest","9519 Forest Ln.","9603","253","250","NORTHEAST","D10",,,"9519 Forest Ln.
Dallas, TX 
(32.909202, -96.729997)"
"581","UF2015-0072","2015-01-28T00:00:00.000","4:15","10609","Female","Black","2013-08-14T00:00:00.000","Yes","Redness/Swelling, Abrasion/Scrape, EXPLAINED IN NARRATIVE","Yes","Service Call","23302, 23346, 23347","Verbal Command, Take Down - Arm, Held Suspect Down","Detention/Frisk","NULL","No, Yes, Yes","37475","White","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Resisting Arrest, Drug Possession - Misdemeanor, Warrant/Hold","18081 MIDWAY Rd.","6059","613","610","NORTH CENTRAL","D12",,,"18081 MIDWAY Rd.
Dallas, TX 
(32.994791, -96.84388)"
"649","UF2015-0501","2015-04-12T00:00:00.000","23:00","10403","Male","Hispanic","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","24944","Weapon display at Person","Weapon Display","NULL","Yes",,"Black","Male","No","No injuries noted or visible","No","Marijuana","No Arrest","1234 S MONTREAL Ave.","4160","444","440","SOUTHWEST","D1",,,"1234 S MONTREAL Ave.
Dallas, TX 
(32.732052, -96.854318)"
"39","UF2015-0097","2015-01-27T00:00:00.000","20:23","10323","Male","Hispanic","2012-03-28T00:00:00.000","No","No injuries noted or visible","No","Service Call","23272, 23565","Held Suspect Down, Verbal Command","Active Aggression","NULL","Yes, No",,"Black","Male","Yes","Abrasion/Scrape","Yes","Unknown Drugs","Evading Arrest, Drug Possession - Misdemeanor","10400 SPRINGHAVEN","1257","327","320","SOUTHEAST","D5",,,"10400 SPRINGHAVEN
Dallas, TX 
(32.739077, -96.64504)"
"1649","UF2015-1364","2015-07-28T00:00:00.000","23:15","9296","Male","White","2007-11-14T00:00:00.000","No","No injuries noted or visible","No","Service Call","28092, 28093, 28094","BD - Tripped, Pressure Points, Verbal Command","Detention/Frisk","NULL","Yes, No, No","40477","Hispanic","Male","No","No injuries noted or visible","Yes","Marijuana","Evading Arrest, Drug Possession - Misdemeanor, Other Felony Arrest","14647 Lasater Rd.","6062","357","350","SOUTHEAST","D8",,,"14647 Lasater Rd.
Dallas, TX 
(32.695284, -96.565904)"
"1372","UF2015-1145","2015-08-22T00:00:00.000","20:15","10693","Male","Hispanic","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Service Call","27997, 27998, 27999, 28000, 28001","Joint Locks, Taser Display at Person, Take Down - Body, Held Suspect Down, Verbal Command","Arrest","NULL","No, No, Yes, Yes, No","40857","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","2951 S BUCKNER Blvd.","1240","321","320","SOUTHEAST","D5",,,"2951 S BUCKNER Blvd.
Dallas, TX 
(32.75856, -96.682885)"
"310","UF2015-0310","2015-03-08T00:00:00.000","1:17","10679","Male","White","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","24055, 24056","Weapon display at Person, Verbal Command","Detention/Frisk","NULL","Yes, Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Drug Possession - Misdemeanor","10120 E NORTHWEST Hwy.","6024","248","240","NORTHEAST","D9",,,"10120 E NORTHWEST Hwy.
Dallas, TX 
(32.864216, -96.711178)"
"1849","UF2015-1521","2015-12-04T00:00:00.000","17:50","10416","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Arrest","30455, 30456","Verbal Command, Hand Controlled Escort","Arrest","NULL","No, Yes","36538","Black","Male","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold, Resisting Arrest, Drug Possession - Misdemeanor, Drug Possession - Felony","3926 S POLK St.","4542","741","740","SOUTH CENTRAL","D4",,,"3926 S POLK St.
Dallas, TX 
(32.696948, -96.839985)"
"1540","UF2015-1280","2015-10-02T00:00:00.000","19:50","9925","Male","Black","2009-08-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","28873, 28875","Held Suspect Down, Handcuffing Take Down","Arrest","NULL","Yes, Yes","41565","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Theft, Evading Arrest","5200 S Lancaster Rd.","4326","735","730","SOUTH CENTRAL","D8",,,"5200 S Lancaster Rd.
Dallas, TX 
(32.682794, -96.787624)"
"597","UF2015-0085","2015-01-30T00:00:00.000","13:05","9628","Male","White","2008-09-17T00:00:00.000","Yes","Bruise","No","Service Call","23519","Take Down - Arm","Active Aggression","NULL","No",,"Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Other Misdemeanor Arrest, Resisting Arrest, Fail to ID","4411 W KIEST Blvd.","4202","434","430","SOUTHWEST","D3",,,"4411 W KIEST Blvd.
Dallas, TX 
(32.70582, -96.891871)"
"1147","UF2015-0947","2015-08-08T00:00:00.000","11:30","10005","Male","Hispanic","2009-09-30T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","27655, 27656","Hand Controlled Escort, Take Down - Arm","Arrest","NULL","No, Yes","40607","Black","Male","No","No injuries noted or visible","Yes","None detected","Resisting Arrest, Warrant/Hold","3000 Lantana Ln.","4327","736","730","SOUTH CENTRAL","D8",,,"3000 Lantana Ln.
Dallas, TX 
(32.695534, -96.764151)"
"763","UF2015-0608","2015-05-20T00:00:00.000","16:16","7485","Female","Hispanic","1997-01-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","25817","Weapon display at Person","Arrest","NULL","Yes","39381","White","Male","No","No injuries noted or visible","Yes","Mentally unstable","Discharge Firearm","15836 El Estado","1003","624","620","NORTH CENTRAL","D12",,,"15836 El Estado
Dallas, TX 
(32.964402, -96.770395)"
"1489","UF2015-1236","2015-06-06T00:00:00.000","2:25","10827","Male","White","2014-06-18T00:00:00.000","No","No injuries noted or visible","No","Service Call","26192","Verbal Command","Other","NULL","Yes","39578","Black","Male","No","Injured prior to contact","No","None detected","No Arrest","2900 Housley Dr.","1258","227","220","NORTHEAST","D9",,,"2900 Housley Dr.
Dallas, TX 
(32.852406, -96.665729)"
"1685","UF2015-1393","2015-10-02T00:00:00.000","21:09","9180","Male","White","2008-05-28T00:00:00.000","No","No injuries noted or visible","No","Service Call","29174, 29175","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes",,"Black","Male","No","No injuries noted or visible","Yes","FD-Suspect w/ Gun","Other Misdemeanor Arrest","2230 JORDAN St.","2172","345","340","SOUTHEAST","D7",,,"2230 JORDAN St.
Dallas, TX 
(32.758216, -96.7672)"
"1647","UF2015-1363","2015-08-23T00:00:00.000","0:30",,"Female","White","2002-04-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","28012","Pressure Points","Active Aggression","NULL","Yes","40859","White","Male","No","No injuries noted or visible","Yes","NULL","Assault/FV","9578 E R L THORNTON FWY","4624","222","220","NORTHEAST","D7",,,"9578 E R L THORNTON FWY
Dallas, TX 
(32.800587, -96.677156)"
"2019","UF2015-1656","2015-12-22T00:00:00.000","16:38","10667","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Incident","30952, 30953, 30954","Verbal Command, BD - Tripped, Held Suspect Down","Arrest","NULL","No, Yes, Yes","34162","Black","Female","No","No injuries noted or visible","Yes","Mentally unstable","Theft","200 SHORT Blvd.","4347","743","740","SOUTH CENTRAL","D4",,,"200 SHORT Blvd.
Dallas, TX 
(32.685839, -96.824371)"
"570","UF2015-0066","2015-01-02T00:00:00.000","16:30","9126","Male","White","2007-05-30T00:00:00.000","No","No injuries noted or visible","No","Service Call","23396, 23397","Verbal Command, Held Suspect Down","Arrest","NULL","No, Yes","37506","Hispanic","Male","Yes","Injury Not Related to Force","Yes","None detected","Pedestrian In Roadway, Evading Arrest, Warrant/Hold","2430 W Brooklyn Ave.","4136","442","440","SOUTHWEST","D1",,,"2430 W Brooklyn Ave.
Dallas, TX 
(32.73919, -96.858141)"
"1908","UF2015-1565","2015-12-03T00:00:00.000","7:34","8818","Female","Hispanic","2006-02-01T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","30424, 30425","Held Suspect Down, Take Down - Arm","Active Aggression","NULL","Yes, Yes","42516","White","Male","No","Abrasion/Scrape","No","Unknown Drugs","No Arrest","8101 S POLK St.","4370","746","740","SOUTH CENTRAL","D8",,,"8101 S POLK St.
Dallas, TX 
(32.649222, -96.840113)"
"1620","UF2015-1345","2015-10-25T00:00:00.000","23:11","10598","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","29476, 29477, 29478","Verbal Command, Weapon display at Person, Held Suspect Down","Weapon Display","NULL","No, Yes, Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Warrant/Hold, Theft","1503 CENTERVILLE Rd.","1129","226","220","NORTHEAST","D9",,,"1503 CENTERVILLE Rd.
Dallas, TX 
(32.842995, -96.684036)"
