"objectid_1","filenum","uofnum","address","occurred_d","occurred_t","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","forcetype","uof_reason","cycles_num","forceeffec","street_n","street","street_g","street_t","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","ra","beat","sector","division","taag_name","dist_name","x","y","geolocation"
"1897","UF2017-438","40775, 40776","3526 PARNELL ST","2017-03-22T00:00:00.000","7:40 PM","10653","Male","Hispanic","2013-09-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Take Down - Head, Held Suspect Down","Arrest","NULL","Yes, Yes","3526","Parnell","NULL","St.","49031","Black","Female","false","No injuries noted or visible","true","Unknown","Warrant/Hold","2176","341","340","SOUTHEAST",,"D7","2498335.819797","6962252.380208","POINT (-96.775926 32.755329)"
"465","UF2017-1281","43660, 43661, 43662, 43663, 43664, 43665","1000 COMMERCE ST","2017-07-10T00:00:00.000","6:08 PM","10818","Male","White","2014-05-07T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, Verbal Command, Take Down - Group, Held Suspect Down, Joint Locks, Pressure Points","Arrest","NULL","Yes, No, Yes, Yes, Yes, No","1000","Commerce","NULL","St.","50588","Black","Female","false","No injuries noted or visible","true","Unknown Drugs","Public Intoxication, Resisting Arrest","2072","133","130","CENTRAL",,"D14","2489946.362104","6970540.112859","POINT (-96.803188 32.779044)"
"364","UF2017-1217","44542, 44543","200 SHORT BLVD","2017-08-08T00:00:00.000","9:30 PM","6119","Male","Black","1989-08-07T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, Held Suspect Down","Arrest","NULL","Yes, Yes","200","Short","NULL","Blvd.","51055","White","Male","false","No injuries noted or visible","true","NULL","Other Felony Arrest","4347","743","740","SOUTH CENTRAL",,"D4","2483560.932037","6936539.928455","POINT (-96.824371 32.685839)"
"40","UF2017-1005","42971, 42972","9500 RHODA LN","2017-06-08T00:00:00.000","3:10 AM","9869","Female","Black","2009-06-10T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, BD - Grabbed","Arrest","NULL","Yes, Yes","9500","Rhoda","NULL","Ln.","50162","White","Female","true","Laceration/Cut","true","Alchohol","APOWW","2204","334","330","SOUTHEAST",,"D5","2534808.810113","6950721.688908","POINT (-96.65912 32.722457)"
"509","UF2017-1308","44224","5336 PHILIP AVE","2017-08-07T00:00:00.000","4:10 AM","11109","Male","White","2015-11-18T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person","Weapon Display","NULL","Yes","5336","Philip","NULL","Ave.","50936","White","Male","false","No injuries noted or visible","true","FD-Unknown if Armed","Public Intoxication, Criminal Mischief","1210","113","110","CENTRAL",,"D2","2506001.951783","6975585.786175","POINT (-96.750806 32.792094)"
"233","UF2017-1132","43792, 43793, 44431","7100 ENVOY CT","2017-07-17T00:00:00.000","2:00 AM","11121","Male","Hispanic","2015-12-02T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Weapon display at Person, Taser Display at Person","Active Aggression","NULL","No, Yes, Yes","7100","Envoy","NULL","Ct.","48778","Black","Male","false","No injuries noted or visible","false","FD-Unknown if Armed","No Arrest","3099","512","510","NORTHWEST",,"D6","2468611.431924","6983799.584827","POINT (-96.871232 32.81576)"
"2534","UF2017-891","42947, 42948","11740 FERGUSON RD","2017-06-08T00:00:00.000","6:10 PM","11069","Male","Hispanic","2015-08-12T00:00:00.000","false","No injuries noted or visible","false","Pedestrian Stop","Verbal Command, Taser Display at Person","Other","NULL","No, Yes","11740","Ferguson","NULL","Rd.","50155","Black","Male","false","No injuries noted or visible","true","None detected","Evading Arrest, Man/Del/Dangerous Drug, Other Misdemeanor Arrest, Warrant/Hold","1132","228","220","NORTHEAST",,"D9","2536564.043194","6998906.063194","POINT (-96.650016 32.854779)"
"494","UF2017-1295","44771, 44776","401 S ERVAY ST","2017-08-29T00:00:00.000","10:00 PM","10813","Male","Black","2014-09-15T00:00:00.000","false","No injuries noted or visible","false","Traffic Stop","Verbal Command, Held Suspect Down","Detention/Frisk","NULL","No, Yes","401","Ervay","S","St.","51284","Black","Male","false","No injuries noted or visible","true","Unknown","Traffic Violation","2073","134","130","CENTRAL",,"D2","2491969.804456","6970569.635474","POINT (-96.796589 32.778993)"
"159","UF2017-1085","43400, 43401","1700 BROWDER ST","2017-06-29T00:00:00.000","7:05 PM","10773","Male","Hispanic","2014-03-12T00:00:00.000","true","Redness/Swelling, Laceration/Cut","false","Arrest","Take Down - Body, Verbal Command","Arrest","NULL","Yes, No","1700","Browder","NULL","St.","50446","Black","Male","true","Laceration/Cut, Abrasion/Scrape","true","Unknown","Unauthorize Use Vehicle, Evading Arrest, Resisting Arrest","2124","152","150","CENTRAL",,"D2","2494189.177746","6967218.486237","POINT (-96.789285 32.769297)"
"1315","UF2017-1837","46986","8008 NORVELL DR","2017-12-19T00:00:00.000","5:15 PM","9426","Male","White","2008-04-02T00:00:00.000","false","No injuries noted or visible","false","Service Call","Take Down - Body","Arrest","NULL","Yes","8008","NORVELL","NULL","Dr.","52833","Black","Male","false","No injuries noted or visible","true","Unknown","Assault/FV","1236","321","320","SOUTHEAST","LakeJune Buckner*","D5","2526613.804944","6967323.720347","POINT (-96.683743 32.768408)"
"2478","UF2017-856","42376, 42377","10300 PLANO RD","2017-05-14T00:00:00.000","1:27 AM","10706","Male","Hispanic","2014-08-13T00:00:00.000","true","Puncture, Hospitalized","true","Traffic Stop","Verbal Command, Weapon display at Person","Assault to Other Person","NULL","No, No","10300","Plano","NULL","Rd.","49906","Hispanic","Male","true","Taser Burn Marks, No injuries noted or visible","true","FD-Motor Vehicle","Other Felony Arrest, Evading Arrest","1057","258","250","NORTHEAST",,"D10","2520914.445424","7011026.326750","POINT (-96.700291 32.889457)"
"1703","UF2017-251","39565, 39566","6400 HOWARD AVE","2017-01-30T00:00:00.000","12:33 AM","11003","Female","White","2015-03-25T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","6400","Howard","NULL","Ave.","0","Hispanic","Male","false","No injuries noted or visible","true","FD-Suspect w/ Gun","Other Misdemeanor Arrest, Discharge Firearm, Public Intoxication","1227","316","310","SOUTHEAST",,"D5","2519181.111138","6969715.939386","POINT (-96.708193 32.775416)"
"1092","UF2017-1698","45964, 45965","4515 VILLAGE FAIR DR","2017-10-28T00:00:00.000","8:04 PM","8166","Male","White","2002-01-25T00:00:00.000","false","No injuries noted or visible","false","Service Call","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, No","4515","Village Fair","NULL","Dr.","52207","Black","Male","false","No injuries noted or visible","true","Unknown","Evading Arrest, Assault/FV, Other Felony Arrest","4264","723","720","SOUTH CENTRAL",,"D4","2482431.307330","6938341.745037","POINT (-96.829549 32.690848)"
"430","UF2017-1254","44034","19002 DALLAS PKWY","2017-07-29T00:00:00.000","1:00 AM","8337","Male","White","2002-12-06T00:00:00.000","false","No injuries noted or visible","false","Service Call","Take Down - Arm","Danger to self or others","NULL","Yes","19002","Dallas","NULL","Pkwy.","50812","Hispanic","Male","false","Non-Visible Injury/Pain","true","Alchohol","Public Intoxication, Fail to ID","4403","614","610","NORTH CENTRAL",,"D12","2480761.029652","7053516.439287","POINT (-96.828756 33.009289)"
"2566","UF2017-908","42945, 42946","9600 LIMESTONE DR","2017-06-07T00:00:00.000","9:00 PM","8943","Male","White","2006-09-27T00:00:00.000","false","No injuries noted or visible","false","Service Call","Take Down - Arm, Joint Locks","Arrest","NULL","Yes, Yes","9600","Limestone","NULL","Dr.","50147","Black","Male","false","No injuries noted or visible","true","Unknown","Assault/FV, Resisting Arrest, Other Misdemeanor Arrest","1256","328","320","SOUTHEAST",,"D5","2535146.824437","6958631.595033","POINT (-96.656908 32.744187)"
"60","UF2017-1015","43782","13000 MONTFORT DR","2017-07-15T00:00:00.000","5:13 PM","10439","Male","White","2012-09-26T00:00:00.000","false","No injuries noted or visible","false","Traffic Stop","Weapon display at Person","Other","NULL","Yes","13000","Montfort","NULL","Dr.","50660","Hispanic","Male","false","No injuries noted or visible","true","None detected","Drug Possession - Felony, Drug Possession - Misdemeanor, Other Misdemeanor Arrest","4520","634","630","NORTH CENTRAL","SpringValley Preston*","D11","2486669.422959","7024122.223722","POINT (-96.811118 32.926633)"
"2565","UF2017-908","42916","9600 LIMESTONE DR","2017-06-07T00:00:00.000","9:00 PM","11128","Male","White","2016-01-13T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed","Arrest","NULL","Yes","9600","Limestone","NULL","Dr.","50147","Black","Male","false","No injuries noted or visible","true","None detected","Assault/FV, Resisting Arrest, Other Misdemeanor Arrest","1256","328","320","SOUTHEAST",,"D5","2535146.824437","6958631.595033","POINT (-96.656908 32.744187)"
"648","UF2017-1414","43020","7491 S WESTMORELAND RD","2017-06-09T00:00:00.000","6:25 PM","11047","Male","Black","2015-07-15T00:00:00.000","false","No injuries noted or visible","false","Arrest","Take Down - Arm","Arrest","NULL","Yes","7491","WESTMORELAND","S","Rd.","33378","Black","Male","true","Laceration/Cut","true","Marijuana","Resisting Arrest, Drug Possession - Misdemeanor, Warrant/Hold","4549","451","450","SOUTHWEST","CampWisdom Westmoreland*","D8","2465305.059790","6925080.943996","POINT (-96.885541 32.655175)"
"1447","UF2017-1933","47173","5930 ARAPAHO RD","2017-11-29T00:00:00.000","6:15 PM","10385","Male","Hispanic","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person","Weapon Display","NULL","Yes","5930","ARAPAHO","NULL","Rd.","52925","Black","Male","false","No injuries noted or visible","true","None detected","Robbery","4421","625","620","NORTH CENTRAL",,"D11","2487401.480176","7036595.742224","POINT (-96.80824 32.960588)"
"1242","UF2017-1791","46698, 46699, 46700","1500 GILLETTE ST","2017-12-01T00:00:00.000","5:30 PM","10695","Male","White","2013-11-06T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL","No, No, Yes","1500","Gillette St.","NULL","NULL","52632","Hispanic","Female","false","No injuries noted or visible","true","Mentally unstable","APOWW","1248","331","330","SOUTHEAST",,"D5","2520066.583989","6956081.010625","POINT (-96.706104 32.737894)"
"2208","UF2017-667","41496","5638 WORTH ST","2017-04-17T00:00:00.000","6:00 AM","10894","Female","Hispanic","2014-08-13T00:00:00.000","false","No injuries noted or visible","false","Call for Cover","Held Suspect Down","Arrest","NULL","Yes","5638","Worth","NULL","St.","49380","White","Male","false","No injuries noted or visible","true","Mentally unstable","APOWW","1187","112","110","CENTRAL",,"D14","2503286.160046","6980098.652577","POINT (-96.758645 32.80519)"
"918","UF2017-1593","46308","2702 MARTIN LUTHER KING JR BLVD","2017-11-14T00:00:00.000","12:30 AM","9672","Male","White","2008-12-10T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Pushed","Arrest","NULL","Yes","2702","Martin Luther King Jr","NULL","Blvd.","52428","Black","Male","false","No injuries noted or visible","true","Unknown","Crim Trespass/Bldg/Prop","2135","345","340","SOUTHEAST","JuliusSchepps Central*","D7","2500376.047950","6966760.085202","POINT (-96.769362 32.768284)"
"1269","UF2017-1809","44616","5132 JORDAN RIDGE DR","2017-08-26T00:00:00.000","1:10 AM","10373","Male","Black","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Service Call","Handcuffing Take Down","Arrest","NULL","Yes","5132","Jordan Ridge","NULL","Dr.","51215","Black","Female","true","Redness/Swelling","true","Mentally unstable","APOWW","4311","433","430","SOUTHWEST",,"D3","2457411.047044","6935997.152800","POINT (-96.911477 32.685455)"
"565","UF2017-1352","43861","1900 COMMERCE ST","2017-07-20T00:00:00.000","9:25 PM","10381","Male","Hispanic","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Arrest","Held Suspect Down","Arrest","NULL","Yes","1900","Commerce","NULL","St.","50713","Black","Male","false","No injuries noted or visible","true","Unknown","Theft, Evading Arrest","2074","134","130","CENTRAL",,"D14","2492338.238459","6971178.729950","POINT (-96.795484 32.780647)"
"1739","UF2017-274","39056, 39057, 39064, 39065, 39066, 39067, 39068, 39069, 39070","2710 MCKINNEY AVE","2017-01-01T00:00:00.000","2:25 AM","10351","Male","White","2012-05-09T00:00:00.000","true","Redness/Swelling","false","Off-Duty Employment","Verbal Command, Hand Controlled Escort, Take Down - Arm, Held Suspect Down, Take Down - Body, Held Suspect Down, Hand/Arm/Elbow Strike, Held Suspect Down, Verbal Command","Arrest","NULL","No, No, Yes, No, Yes, No, Yes, Yes, Yes","2710","Mckinney","NULL","Ave.","48032","White","Male","true","Redness/Swelling, Abrasion/Scrape","true","Alchohol","Theft, Assault, Resisting Arrest","2014","121","120","CENTRAL","McKinney Allen*","D14","2490428.685641","6977373.780002","POINT (-96.801332 32.797846)"
"1323","UF2017-1843","45020","1313 N JIM MILLER RD","2017-09-07T00:00:00.000","9:45 AM","8352","Male","Hispanic","2002-12-06T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Pushed","Arrest","NULL","Yes","1313","Jim Miller","N","Rd.","51414","Hispanic","Male","true","Abrasion/Scrape","true","FD-Suspect Unarmed","Evading Arrest, Drug Possession - Felony","1248","331","330","SOUTHEAST","LakeJune Buckner*","D5","2521852.332071","6955045.054579","POINT (-96.700218 32.73474)"
"2593","UF2017-929","40418, 40419","6400 ORINDA DR","2017-03-07T00:00:00.000","11:30 PM","10641","Male","White","2013-09-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person, Verbal Command","Weapon Display","NULL","Yes, Yes","6400","Orinda","NULL","Dr.","0","Hispanic","Female","false","No injuries noted or visible","true","None detected","No Arrest","4421","625","620","NORTH CENTRAL",,"D11","2487280.694955","7035709.416211","POINT (-96.808523 32.958237)"
"1017","UF2017-1657","46361, 46362, 46366","1530 MAIN ST","2017-11-15T00:00:00.000","1:30 AM","10427","Male","Black","2012-06-20T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, Handcuffing Take Down, Hand Controlled Escort","Arrest","NULL","No, Yes, Yes","1530","Main","NULL","St.","52459","Hispanic","Male","true","Abrasion/Scrape","true","Alchohol and unknown drugs","Public Intoxication","2062","134","130","CENTRAL",,"D14","2491190.177631","6971159.906518","POINT (-96.798427 32.780818)"
"2398","UF2017-796","42536","4849 FRANKFORD RD","2017-05-19T00:00:00.000","8:45 PM","10641","Male","White","2013-09-25T00:00:00.000","false","No injuries noted or visible","false","Arrest","Taser Display at Person","Weapon Display","NULL","Yes","4849","Frankford","NULL","Rd.","49967","White","Male","true","Injured prior to contact","true","Unknown","Burglary/Habitation","4403","614","610","NORTH CENTRAL",,"D12","2482475.059544","7050569.011690","POINT (-96.823311 32.999167)"
"1076","UF2017-169","39002, 39003","3080 S HAMPTON RD","2017-01-01T00:00:00.000","5:25 PM","9096","Male","White","2007-04-04T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, BD - Pushed","Arrest","NULL","No, Yes","3080","Hampton","S","Rd.","48001","Hispanic","Male","false","No injuries noted or visible","true","Unknown Drugs","Public Intoxication","4238","445","440","SOUTHWEST",,"D4","2473840.106519","6945347.836165","POINT (-96.856983 32.71009)"
"1274","UF2017-1814","46155, 46156, 46157, 46158","3011 PARK ROW AVE","2017-11-05T00:00:00.000","5:20 AM","10843","Male","Hispanic","2014-06-18T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Feet/Leg/Knee Strike, BD - Grabbed, Held Suspect Down","Arrest","NULL","No, No, Yes, Yes","3011","Park Row","NULL","Ave.","52307","Black","Male","false","No injuries noted or visible","true","Alchohol and unknown drugs","Assault/FV, Resisting Arrest","2113","343","340","SOUTHEAST","JuliusSchepps Central*","D7","2500898.468502","6968728.209328","POINT (-96.768273 32.772877)"
"692","UF2017-1441","43587, 43588, 43589","14000 L B J FWY","2017-07-07T00:00:00.000","2:05 AM","9933","Male","White","2009-08-19T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, BD - Grabbed, BD - Pushed","Detention/Frisk","NULL","No, Yes, Yes","14000","Lyndon Baines Johnson","NULL","Frwy.","50551","Black","Male","false","No injuries noted or visible","true","Alchohol and unknown drugs","Public Intoxication, Drug Possession - Felony, Other Felony Arrest, Resisting Search and Transport","0","0","0",,,,"2538244.271922","6998203.675319",
"2043","UF2017-565","40495, 40496","3100 SIMPSON STUART RD","2017-03-11T00:00:00.000","8:56 AM","6855","Male","White","1992-01-27T00:00:00.000","false","No injuries noted or visible","false","Crime in Progress","Weapon display at Person, Taser Display at Person","Arrest","NULL","No, Yes","3100","Simpson Stuart","NULL","Rd.","43545","Black","Male","false","No injuries noted or visible","true","Unknown","Warrant/Hold","4367","754","750","SOUTH CENTRAL","Simpson Stuart BonnieView*","D8","2500633.159202","6930641.227635","POINT (-96.77038 32.66895)"
"907","UF2017-1584","43955, 43956","1441 N BECKLEY AVE","2017-07-24T00:00:00.000","9:50 PM","10005","Male","Hispanic","2009-09-30T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Hand Controlled Escort","Danger to self or others","NULL","No, Yes","1441","Beckley","N","Ave.","50755","White","Female","false","No injuries noted or visible","true","Mentally unstable","Assault/FV","4092","412","410","SOUTHWEST",,"D1","2483947.362333","6964182.688751","POINT (-96.823006 32.761639)"
"1025","UF2017-1660","45655","9505 ROYAL LN","2017-10-14T00:00:00.000","8:35 PM","10842","Male","White","2014-06-18T00:00:00.000","false","No injuries noted or visible","false","Arrest","Take Down - Body","Active Aggression","NULL","Yes","9505","Royal","NULL","Ln.","51990","Black","Female","false","No injuries noted or visible","true","None detected","Other Misdemeanor Arrest","1041","243","240","NORTHEAST",,"D10","2509378.696913","7012275.834316","POINT (-96.737397 32.892771)"
"1943","UF2017-480","40869, 40870","1520 MAIN ST","2017-02-19T00:00:00.000","2:10 AM","10116","Male","White","2010-01-20T00:00:00.000","false","No injuries noted or visible","false","Off-Duty Employment","Verbal Command, Joint Locks","Arrest","NULL","No, Yes","1520","Main","NULL","NULL","49079","Hispanic","Male","false","No injuries noted or visible","true","Alchohol","Public Intoxication","2062","134","130","CENTRAL",,"D14","2491156.628466","6971150.995140","POINT (-96.79872 32.780748)"
"274","UF2017-1154","41744","7310 MARVIN D LOVE FWY","2017-04-20T00:00:00.000","12:15 PM","9649","Male","White","2008-10-29T00:00:00.000","false","No injuries noted or visible","false","Arrest","Weapon display at Person","Arrest","NULL","Yes","7310","Marvin D Love","NULL","Frwy.","49455","Black","Male","false","No injuries noted or visible","true","Unknown","Unauthorize Use Vehicle, Evading Arrest","4360","744","740","SOUTH CENTRAL","CampWisdom Chaucer*","D8","2469543.468928","6926858.078945","POINT (-96.872812 32.658036)"
"1144","UF2017-1737","46038, 46039, 46040, 46051","200 N AKARD ST","2017-11-01T00:00:00.000","7:55 PM","10367","Male","Hispanic","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Taser Display at Person, Take Down - Body, Held Suspect Down","Detention/Frisk","NULL","No, Yes, Yes, Yes","200","Akard","N","St.","0","Black","Female","false","No injuries noted or visible","true","None detected","No Arrest","2062","134","130","CENTRAL",,"D14","2491019.777386","6971434.339485","POINT (-96.800013 32.782245)"
"979","UF2017-1631","45742, 45743, 45744, 45745","5627 DYER ST","2017-10-20T00:00:00.000","12:54 AM","10220","Female","White","2010-08-18T00:00:00.000","false","No injuries noted or visible","false","Service Call","BD - Grabbed, BD - Pushed, Verbal Command, Take Down - Body","Other","NULL","Yes, Yes, Yes, Yes","5627","Dyer","NULL","St.","52084","White","Male","false","No injuries noted or visible","true","Alchohol","Public Intoxication","1116","141","140","CENTRAL",,"D14","2499196.156276","6994065.549086","POINT (-96.771485 32.843127)"
"772","UF2017-1501","45265","2700 ELM ST","2017-09-24T00:00:00.000","1:00 AM","8966","Male","White","2006-11-08T00:00:00.000","false","No injuries noted or visible","false","Suspicious Activity","Take Down - Head","Detention/Frisk","NULL","Yes","2700","Elm Street","NULL","St.","51708","Black","Male","true","Non-Visible Injury/Pain","true","FD-Unknown if Armed","Drug Possession - Misdemeanor, Warrant/Hold","2066","153","150","CENTRAL","Monument Good Latimer*","D2","2495665.928165","6972628.310344","POINT (-96.784464 32.78448)"
"2107","UF2017-604","40914, 40915","9600 SKILLMAN ST","2017-03-27T00:00:00.000","9:30 PM","10919","Male","White","2014-10-22T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","9600","Skillman","NULL","St.","49107","Black","Male","false","No injuries noted or visible","true","Unknown","Deadly Conduct","1043","258","250","NORTHEAST","Forest Audelia*","D10","2518272.813145","7017834.117991","POINT (-96.708631 32.907585)"
"106","UF2017-1055","42666, 42667","200 S MALCOLM X BLVD","2017-05-26T00:00:00.000","11:25 PM","10353","Male","White","2012-05-09T00:00:00.000","false","No injuries noted or visible","false","Arrest","Hand/Arm/Elbow Strike, Joint Locks","Arrest","NULL","Yes, Yes","200","Malcolm X","S","Blvd.","50045","Black","Male","false","No injuries noted or visible","true","Unknown","Robbery, Evading Arrest","2079","153","150","CENTRAL","Monument Good Latimer*","D2","2496475.166730","6972284.274495","POINT (-96.782157 32.784143)"
"1409","UF2017-1910","44626, 44627, 44628, 44630, 44631","1300 W 12TH ST","2017-08-26T00:00:00.000","2:15 PM","10318","Male","White","2012-03-28T00:00:00.000","true","Puncture","true","Service Call","BD - Pushed, Held Suspect Down, Verbal Command, Pressure Points, Joint Locks","Arrest","NULL","Yes, Yes, No, Yes, Yes","1300","12 TH","W","St.","51222","White","Male","true","Redness/Swelling","true","Unknown Drugs","Warrant/Hold, Resisting Arrest","4139","417","410","SOUTHWEST",,"D1","2477952.166039","6956646.801110","POINT (-96.843397 32.741352)"
"408","UF2017-1242","44445","13700 GOLDMARK DR","2017-08-17T00:00:00.000","9:40 PM","9096","Male","White","2007-04-04T00:00:00.000","false","No injuries noted or visible","false","Crime in Progress","BD - Grabbed","Detention/Frisk","NULL","Yes","13700","Goldmark","NULL","Dr.","51103","Black","Male","false","No injuries noted or visible","true","Mentally unstable","Resisting Search and Transport","4522","644","640","NORTH CENTRAL","Maham SpringValley*","D11","2504070.835843","7028062.500131","POINT (-96.753911 32.93668)"
"2250","UF2017-706","40077, 40078","3150 CLIFF CREEK XING","2017-02-26T00:00:00.000","10:10 PM","11015","Male","Black","2015-05-20T00:00:00.000","false","No injuries noted or visible","false","Service Call","Verbal Command, BD - Grabbed","Arrest","NULL","No, Yes","3150","Cliff Creek Crossing","NULL","Dr.","48666","Black","Male","false","No injuries noted or visible","true","Unknown","Assault/FV","4360","744","740","SOUTH CENTRAL","CampWisdom Chaucer*","D8","2469547.493380","6924619.187718","POINT (-96.869463 32.652849)"
"543","UF2017-1337","44642","7700 E R L THORNTON FWY","2017-08-26T00:00:00.000","8:46 PM","11068","Male","Black","2015-08-12T00:00:00.000","false","No injuries noted or visible","false","Arrest","Take Down - Arm","Arrest","NULL","Yes","7700","R L Thornton Service Rd","N","Frwy.","51228","Black","Male","true","Abrasion/Scrape","true","Mentally unstable","APOWW","1216","317","310","SOUTHEAST","Samuell Buckner*","D7","2517908.610182","6976579.966679","POINT (-96.709404 32.793605)"
"1908","UF2017-448","39541, 39542","7903 LEIGH ANN DR","2017-01-27T00:00:00.000","1:00 PM","8818","Female","Hispanic","2006-02-01T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Joint Locks","Other","NULL","No, Yes","7903","Leigh Ann","NULL","Dr.","48365","Black","Male","false","No injuries noted or visible","true","Unknown","Warrant/Hold","4372","747","740","SOUTH CENTRAL",,"D8","2482920.204732","6924183.079462","POINT (-96.828443 32.651792)"
"197","UF2017-1106","43737, 43738","1300 CLAUDE ST","2017-07-12T00:00:00.000","2:40 PM","11190","Female","White","2016-06-29T00:00:00.000","false","No injuries noted or visible","false","Pedestrian Stop","Verbal Command, Hand Controlled Escort","Detention/Frisk","NULL","No, Yes","1300","Claude","NULL","St.","27011","Black","Male","false","No injuries noted or visible","false","None detected","No Arrest","4146","712","710","SOUTH CENTRAL",,"D4","2489510.502419","6956385.287647","POINT (-96.805332 32.740137)"
"201","UF2017-1108","43783, 43784, 43882","5820 BONNIE VIEW RD","2017-07-16T00:00:00.000","4:35 PM","11037","Male","White","2015-06-03T00:00:00.000","false","No injuries noted or visible","false","Service Call","Held Suspect Down, Verbal Command, Taser","Arrest","3","Yes, No, Limited","5821","Bonnie View","NULL","Rd.","40220","Black","Male","true","Abrasion/Scrape","true","Unknown Drugs","Resisting Arrest, Other Felony Arrest","4389","756","750","SOUTH CENTRAL",,"D8","2506319.457875","6915026.092851","POINT (-96.764239 32.677711)"
"458","UF2017-1276","42663","3000 TAYLOR ST","2017-05-26T00:00:00.000","11:25 PM","10722","Male","White","2014-01-29T00:00:00.000","false","No injuries noted or visible","false","Arrest","Take Down - Body","Arrest","NULL","Yes","3000","Taylor","NULL","St.","50044","Black","Male","false","No injuries noted or visible","true","None detected","Evading Arrest","2079","153","150","CENTRAL","Monument Good Latimer*","D2","2497126.923883","6971695.015905","POINT (-96.779437 32.781931)"
"223","UF2017-1126","44000, 44001","2884 FOREST LN","2017-07-27T00:00:00.000","4:48 AM","10768","Male","White","2014-03-12T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Handcuffing Take Down","Arrest","NULL","No, Yes","2884","Forest","NULL","Ln.","50778","White","Male","true","Abrasion/Scrape","true","Mentally unstable","APOWW","4550","553","550","NORTHWEST","Forest Dennis*","D6","2465307.696047","7017575.230400","POINT (-96.880871 32.909339)"
"778","UF2017-1505","45677, 45678","16731 COIT RD","2017-09-25T00:00:00.000","11:40 PM","9757","Female","White","2009-03-04T00:00:00.000","false","No injuries noted or visible","false","Arrest","Taser Display at Person, Held Suspect Down","Active Aggression","NULL","No, Yes","16731","Coit","NULL","Rd.","51991","Hispanic","Male","true","Abrasion/Scrape","true","Mentally unstable","Resisting Arrest, Other Misdemeanor Arrest","0","0","0",,,,"2499475.470436","7044507.889690","POINT (-96.768207 32.982831)"
"250","UF2017-1140","41545, 41546","7575 CHAUCER PL","2017-04-18T00:00:00.000","5:00 PM","9928","Male","White","2009-08-19T00:00:00.000","false","No injuries noted or visible","false","Service Call","Pepperball Impact, Pepperball Saturation","Danger to self or others","0, 0","Yes, No","7575","Chaucer","NULL","Pl.","49438","Black","Male","true","Bloody Nose, Redness/Swelling","true","Mentally unstable","APOWW","4360","744","740","SOUTH CENTRAL","CampWisdom Chaucer*","D8","2471069.464502","6925163.608597","POINT (-96.866857 32.654648)"
"1351","UF2017-1865","44607, 44609, 44610","1900 YOUNG ST","2017-08-25T00:00:00.000","8:40 PM","7816","Male","White","1999-09-17T00:00:00.000","false","No injuries noted or visible","false","Arrest","Verbal Command, Hand Controlled Escort, Pressure Points","Arrest","NULL","No, No, Yes","1900","Young","NULL","St.","51210","Black","Male","false","No injuries noted or visible","true","Unknown Drugs","Warrant/Hold","2087","135","130","CENTRAL",,"D2","2492876.809213","6970424.090807","POINT (-96.793592 32.778607)"
"1326","UF2017-1847","46226, 46227","4011 PRINGLE DR","2017-11-07T00:00:00.000","12:00 PM","7729","Male","Hispanic","1999-02-17T00:00:00.000","false","No injuries noted or visible","false","Arrest","BD - Grabbed, BD - Grabbed","Arrest","NULL","Yes, Yes","4011","Pringle","NULL","NULL","52363","Black","Male","false","No injuries noted or visible","true","Unknown Drugs","APOWW","4008","421","420","SOUTHWEST",,"D6","2465596.161113","6974263.773678","POINT (-96.882186 32.790528)"
