City,Agency,Location,Suite,Telephone,License Mailers Available?,License Tags Available?,Notes,Zip Codes
Maple Valley,City Perks,"23912 SE Kent Kangley Rd
Maple Valley, WA 98038
(47.361103204351075, -122.02430854113972)",,425 432-6144,Y,N,,17790
Maple Valley,Pet Pros,"26520 Maple Valley-Black Diamond Rd
Maple Valley, WA 98038
(47.36404536315577, -122.0214193832515)",Ste 104,425 358-7178,Y,N,,17790
Maple Valley,Johnson's Home and Garden,"23920 SE Kent-Kangley Rd
Maple Valley, WA 98038
(47.361358288877, -122.02250152640573)",,425 432-3384,Y,N,,17790
Maple Valley,DaVine Wine Bar,"23836 222nd Pl SE
Maple Valley, WA 98038
(47.388047365912186, -122.04432727775816)",Ste 106,425 433-8610,Y,N,,17790
Mercer Island,Mercer Island Veterinary Clinic,"2448 76th Ave SE
Mercer Island, WA 98040
(47.587537779245906, -122.2376283490346)",Ste 102,206-232-0333,Y,N,,17793
Mountlake Terrace,A Pet Care Clinic,"23502 56th Ave W
Mountlake Terrace, WA 98043
(47.785415605352796, -122.30849492494343)",,425-775-0121,Y,N,,17796
Newcastle,YMCA Coal Creek,"13750 Newcastle Golf Club Rd
Newcastle, WA 98059
(47.540620148977325, -122.15619473928149)",,425 282-1500,Y,N,,18063
Newcastle,Polished Pets by Kelley,"13312 SE 95th Way
Newcastle, WA 98059
(47.51785830841578, -122.16239106806336)",,425 306-8369,Y,N,,18063
Newcastle,Pet Station,"6940 Coal Creek Pkwy
Newcastle, WA 98059
(47.53887614352962, -122.16595978871459)",Ste 8,425 614-0122,Y,N,,18063
Newcastle,Newport Hills Animal Hospital,"13018 Newcastle Way
Newcastle, WA 98059
(47.53767936594153, -122.165080040931)",,425 643-1170,Y,N,,18063
Newcastle,Pet Pros,"6933 Coal Creek Pkwy
Newcastle, WA 98059
(47.53907493664311, -122.1660690889099)",Ste A6,425 274-1130,Y,N,,18063
North Bend,Mount Si Senior Center,"411 Main Ave S
North Bend, WA 98045
(47.492236623801034, -121.78833605641665)",PO Box 806,425 888-3434,Y,N,,17798
North Bend,North Bend Ace Hardware,"330 Main Ave S
North Bend, WA 98045
(47.493387755998526, -121.78725686998149)",PO Box 369,425 888-1242,Y,N,,17798
North Bend,Pet Place Market,"213 Bendigo Blvd N
North Bend, WA 98045
(47.49649041699962, -121.7859168801578)",Ste 2,425 888-8828,Y,N,,17798
North Bend,Cascade Golf Course General Store,"14319 436th Ave SE
North Bend, WA 98045
(47.470700255644196, -121.75847872880782)",,425 888-4653,Y,N,,17798
North Bend,King County Sheriff's Office - North Bend,"1550 Boalch Ave NW
North Bend, WA 98045
(47.51041161124765, -121.79809302883683)",,206 296-0612,Y,N,,17798
North Bend,U Dirty Dog,"301 W North Bend Way
North Bend, WA 98045
(47.496166661069026, -121.78845296828041)",,425 888-8100,Y,N,,17798
North Bend,North Bend Animal Clinic,"1615 Bendigo Blvd N
North Bend, WA 98045
(47.50734523389326, -121.80051287669335)",,425-888-3300,Y,N,,17798
North Bend,Mount Si Pet Salon,"330 Main Ave S
North Bend, WA 98045
(47.493387755998526, -121.78725686998149)",PO Box 1726,425 888-2177,Y,N,,17798
North Bend,Another Hair Place,"113 Bendigo Blvd
North Bend, WA 98045
(47.49574397971526, -121.78667231066242)",Ste B,425 888-0616,Y,N,,17798
North Bend,North Bend Library,"115 E Fourth St
North Bend, WA 98045
(47.49707497631863, -121.78303005644375)",,425 888-0554,Y,N,,17798
North Bend,Si View Metropolitan Park District,"400 SE Orchard Dr
North Bend, WA 98045
(47.49014120347272, -121.78344374457726)",PO Box 346,425 831-1442,Y,N,,17798
Ravensdale,Super Happy Fun Dog Day Care and Boarding,"25715 248th Ave SE
Ravensdale, WA 98051
(47.350289999783854, -121.92957999981701)",PO Box 783,425 888-277-1202,Y,N,,17801
Ravensdale,Ravensdale Grocery,"27534 SE Kent-Kangley Rd
Ravensdale, WA 98051
(47.35785992618298, -121.974288872415)",,425 432-9761,Y,N,,17801
Ravensdale,Rock Creek Sports,"27132 SE Ravensdale Way
Ravensdale, WA 98051
(47.354847197384856, -121.97861461137592)",,425 413-5385,Y,N,,17801
Ravensdale,Kanaskat - Palmer State Park,"32101 Kanaskat-Cumberland Rd
Ravensdale, WA 98051
(47.350289999783854, -121.92957999981701)",,360 886-0148,Y,N,,17801
Redmond,Petco,"7215 170th Ave NE
Redmond, WA 98052
(47.66852384346591, -122.1160526887889)",,425 861-3907,Y,N,,17806
Redmond,All The Best Pet Care,"17875 Redmond Way NE
Redmond, WA 98052
(47.66743354832897, -122.10178575650883)",,425 881-2232,Y,N,,17806
Redmond,Blue Spruce Farm,"19245 NE 116th St
Redmond, WA 98053
(47.70256106679341, -122.08286402101237)",,425 891-0419,Y,N,,17806
Redmond,Lucky Jack's Latte,"17648 NE 65th St
Redmond, WA 98052
(47.66402741482478, -122.10369678478065)",,425 785-8685,Y,N,,17806
Redmond,Eastside Dog,"7533 166th Ave NE
Redmond, WA 98052
(47.671028335864115, -122.11891575186227)",,425 497-9487,Y,N,,17806
Redmond,Canine College/Canine Behavior Center,"7551 205th Ave NE
Redmond, WA 98053
(47.67283847372505, -122.0670179668561)",,425 898-1341,Y,N,,17807
Redmond,Doody First Pooper Scoopers,"18394 Redmond Way
Redmond, WA 98052
(47.661969914417405, -122.09579657095813)",,425 885-7387,Y,N,,17806
Redmond,Stacy D's Grooming,"20915 NE 77th St
Redmond, WA 98053
(47.67301833813087, -122.0608576109554)",,425 898-7618,Y,N,,17807
Redmond,Redmond-Fall City Animal Hospital,"24326 NE Redmond-Fall City Rd
Redmond, WA 98053
(47.64160501964744, -122.01439863492175)",,425-868-8008,Y,N,,17807
Redmond,Brookfield Veterinary Hospital,"16241 Redmond Way
Redmond, WA 98052
(47.6744301978429, -122.12382885315694)",,425 895-8888,Y,N,,17806
Redmond,Animal Healing Center,"8015 165th Ave NE
Redmond, WA 98052
(47.67509577201861, -122.12044668861682)",,425 885-5400,Y,N,,17806
Redmond,Redmond Senior Center,"8703 160th Ave NE
Redmond, WA 98052
(47.68002316550709, -122.12761737769885)",PO Box 97010,425 556-2342,Y,N,,17806
Redmond,Loyal Companion Vet Hospital,"22330 NE Market Place Dr
Redmond, WA 98053
(47.69426032446296, -122.04172903139221)",Ste 113-115,425 868-7000,Y,N,,17807
Redmond,Redmond Library,"15990 NE 85th St
Redmond, WA 98052
(47.678576148271986, -122.12960178687507)",,425 885-1861,Y,N,,17806
Redmond,PAWS Café,"16505 Redmond Way
Redmond, WA 98052
(47.673485985586126, -122.1201049462457)",Ste E,425 285-9489,Y,N,,17806
Redmond,Redmond-Kirkland Animal Hospital,"7251 W Lake Sammamish Pkwy NE
Redmond, WA 98052
(47.66962789408046, -122.1302492987362)",,425-882-8000,Y,N,,17806
Redmond,Ruff House Self Service Dog Wash,"8058 161st Ave NE
Redmond, WA 98052
(47.67526700600682, -122.12547992936206)",,425 556-5103,Y,N,,17806
Redmond,Mud Bay,"8867 161st Ave NE
Redmond, WA 98052
(47.68111844774748, -122.12558624083692)",Ste 150,425 250-0366,Y,N,,17806
Redmond,Wash Spot Express Self Service Dog Wash,"16519 NE Marymoor Way
Redmond, WA 98052
(47.66376299907205, -122.11848653237624)",,425 556-9297,Y,N,,17806
Redmond,Raining Cats and Dogs Pet Store,"22330 NE Market Place Dr
Redmond, WA 98053
(47.69426032446296, -122.04172903139221)",Ste 117,425 898-1312,Y,N,,17807
Redmond,Norton's Ark,"13241 NE 109th Pl
Redmond, WA 98052
(47.698352239696305, -122.16366810534498)",,425 822-7847,Y,N,,17806
Redmond,Gray Barn/Pacific Topsoil,"20871 NE Redmond-Fall City Rd
Redmond, WA 98053
(47.65626396872506, -122.061765926205)",,425 898-8265,Y,N,,17807
Redmond,Pet Pros,"15946 Redmond Way
Redmond, WA 98052
(47.67491570183145, -122.12761584769716)",Ste 104,425 556-1430,Y,N,,17806
Redmond,VCA Redwood Animal Hospital,"16390 NE 87th St
Redmond, WA 98052
(47.67980821945213, -122.12191258352459)",,425 885-6666,Y,N,,17806
Redmond,Animal Emergency Hospital of Redmond,"16421 Cleveland St
Redmond, WA 98052
(47.67285856639883, -122.12123504534374)",Ste H,425 250-7090,Y,N,,17806
Renton,Renton West Veterinary Clinic,"607 SW Grady Way
Renton, WA 98057
(47.469455434373536, -122.22540923951661)",,425-226-3360,Y,N,,17811
Renton,Renton Veterinary Hospital,"128 Rainier Ave S
Renton, WA 98057
(47.48204730520905, -122.21712380676655)",,425-255-8676,Y,N,,17811
Renton,Value Pet Clinic,"3901 NE Fourth St
Renton, WA 98056
(47.488549403480874, -122.16537681720064)",,425 255-5678,Y,N,,17809
Sammamish,Redmond/Sammamish Boys & Girls Club,"825 228th Ave NE
Sammamish, WA 98075
(47.60151324358128, -122.03555068905092)",,425 836-9295,Y,N,,18076
Sammamish,Sammamish Highlands Veterinary Clinic,"644 228th Ave NE
Sammamish, WA 98074
(47.61491698685246, -122.03541540371674)",,425 868-4842,Y,N,,18074
Sammamish,Cat Care Clinic Sammamish,"3058 Issaquah-Pine Lake Rd
Sammamish, WA 98075
(47.58137559300318, -122.03262400828804)",,425-557-0125,Y,N,,18076
Sammamish,Happy Hound Hotel,"24800 NE Eighth St
Sammamish, WA 98074
(47.61657688757202, -122.00761774682087)",,425 522-4848,Y,N,,18074
Sammamish,Sammamish Library,"825 228th Ave SE
Sammamish, WA 98074
(47.61706252146786, -122.03549672972912)",,425 392-3130,Y,N,,18074
Sammamish,A Fur Affair,"648 228th Ave NE
Sammamish, WA 98074
(47.61495269913012, -122.03541540371674)",,425 868-7155,Y,N,,18074
Sammamish,Kozy Kennels,"5110 192nd Pl NE
Sammamish, WA 98074
(47.65424948737939, -122.08156899729016)",,425 898-8256,Y,N,,18074
Sammamish,Dig Grooming,"1211 207th Pl NE
Sammamish, WA 98074
(47.620183168909534, -122.06343866517949)",,425 444-6619,Y,N,,18074
Sammamish,All Critters Animal Hospital,"2834 228th Ave SE
Sammamish, WA 98075
(47.58482883965477, -122.03544242947594)",,425-392-7387,Y,N,,18076
Sammamish,Civilized Nature,"608 228th Ave NE
Sammamish, WA 98074
(47.61459557655371, -122.03541540371674)",,425 868-3737,Y,N,,18074
Sammamish,Petco,"474 228th Ave NE
Sammamish, WA 98074
(47.613487, -122.035376)",,425 868-8875,Y,N,,18074
Seattle,Animal Clinic of Roxbury,"9608 30th Ave SW
Seattle, WA 98126
(47.516842074522685, -122.37127659580887)",,206-935-0864,Y,N,,19581
Seattle,Pet Pros,"9033 25th Ave SW
Seattle, WA 98106
(47.52224865267638, -122.36464570084286)",,206 932-2206,Y,N,,18385
Seattle,South Seattle Vet Hospital,"11033 First Ave S
Seattle, WA 98168
(47.503972776283376, -122.33371191464505)",,206-242-8338,Y,N,,17920
Shoreline,Nature's Pet Market,"15407 Westminster Way N
Shoreline, WA 98133
(47.741150678386184, -122.34844053028922)",Ste 5A-1,206 838-5356,Y,N,,19582
Shoreline,Canine Groomers,"17159 Fremont Ave N
Shoreline, WA 98133
(47.75392134788672, -122.35102386370903)",,206 801-7366,Y,N,,19582
Shoreline,Petco,"12411 N 205th St
Shoreline, WA 98133
(47.77775251820435, -122.34371498364473)",,206 838-5356,Y,N,,19582
Shoreline,Richmond Beach Library,"19601 21st Ave NW
Shoreline, WA 98177
(47.7712713287263, -122.38429413579622)",,206 546-3522,Y,N,,18229
Shoreline,Cats Exclusive Veterinary Clinic,"19203 Aurora Ave N
Shoreline, WA 98133
(47.76805869018733, -122.34596967390439)",,206 546-2287,Y,N,,19582
Shoreline,Spay and Neuter Clinic,"17211 15th Ave NE
Shoreline, WA 98155
(47.75449691398546, -122.3134501893249)",,206 542-0505,Y,N,,17924
Shoreline,Shoreline Library,"345 NE 175th St
Shoreline, WA 98155
(47.75584073992619, -122.32596377585625)",,206 363-8424,Y,N,,17924
Shoreline,Purrfect Cat Boarding/Vacation Solutions,"1511 NE 166th St
Shoreline, WA 98155
(47.74933480553727, -122.31264979271884)",,206 367-3325,Y,N,,17924
Shoreline,Amore Pet Care,"1210 N 155th St
Shoreline, WA 98133
(47.74148231179183, -122.34375897812096)",,206 420-3560,Y,N,,19582
Snoqualmie,Snoqualmie Valley Pet Parlor,"8103 Falls Ave SE
Snoqualmie, WA 98065
(47.52775385562388, -121.82388027894066)",,425 888-3120,Y,N,,18064
Snoqualmie,Gateway Gas and Deli,"8030 Douglas Ave S
Snoqualmie, WA 98065
(47.52893040493882, -121.87688504110541)",,425 292-0934,Y,N,,18064
Snoqualmie,Snoqualmie Feed,"9055 Railroad Ave SE
Snoqualmie, WA 98065
(47.51987481091121, -121.81872519979159)",,425 888-7711,Y,N,,18064
Snoqualmie,Snoqualmie Library,"7824 Center Blvd SE
Snoqualmie, WA 98065
(47.529765332083684, -121.87259353734174)",,425 888-1223,Y,N,,18064
Snoqualmie,YMCA Snoqualmie Community Center,"35018 SE Ridge St
Snoqualmie, WA 98065
(47.531759297273524, -121.87336011249567)",,425 256-3115,Y,N,,18064
Snoqualmie,Mark's Pet Pals,"9414 370th Pl SE
Snoqualmie, WA 98065
(47.515852820290434, -121.84708876459081)",,425 466-6158,Y,N,,18064
Snoqualmie,The Ridge IGA Supermarket,"7730 Center Blvd SE
Snoqualmie, WA 98065
(47.53075880916029, -121.873161078507)",Ste A,425 396-1340,Y,N,,18064
Snoqualmie,Snoqualmie Ridge Veterinary Hospital,"35011 SE Ridge St
Snoqualmie, WA 98065
(47.53160904131303, -121.87344404055804)",,425 396-7311,Y,N,,18064
Snoqualmie,Snoqualmie Market,"8030 Railroad Ave SE
Snoqualmie, WA 98065
(47.52857822700503, -121.82515430029616)",,425 292-9183,Y,N,,18064
Tukwila,Love and Care Pet Salon,"14636 Military Rd S
Tukwila, WA 98168
(47.47128242051832, -122.28950124368464)",,206 241-9261,Y,N,,18227
Tukwila,Airport Veterinary Clinic,"14636 Military Rd S
Tukwila, WA 98168
(47.47128242051832, -122.28950124368464)",,206 243-7777,Y,N,,18227
Tukwila,Tukwila Community Center,"12424 42nd Ave S
Tukwila, WA 98168
(47.491603836583785, -122.2799489827041)",,206 768-2822,Y,N,,18230
Tukwila,Tukwila Pool,"4414 S 144th St
Tukwila, WA 98168
(47.47416924423237, -122.27772911832108)",,206 267-2350,Y,N,,18227
Tukwila,PetSmart,"17585 Southcenter Pkwy
Tukwila, WA 98188
(47.44506666598389, -122.26172774469373)",,206 575-2373,Y,N,,18231
Tukwila,Foster Golf Course,"13500 Interurban Ave S
Tukwila, WA 98168
(47.48101458315919, -122.26593466820063)",,206 242-4221,Y,N,,18227
Tukwila,Tukwila Pet Hospital,"13802 Military Rd S
Tukwila, WA 98168
(47.479124508613836, -122.2940697995935)",,206 395-2726,Y,N,,18227
Tukwila,Foster Library,"4060 S 144th St
Tukwila, WA 98168
(47.47425790313411, -122.28225280901287)",,206 242-1640,Y,N,,18227
Tukwila,Petco,"17200 Southcenter Pkwy
Tukwila, WA 98188
(47.449455976473665, -122.26240999858658)",Ste 100,206 394-9821,Y,N,,18231
Tukwila,Library Connections at Southcenter,"1386 Southcenter Mall
Tukwila, WA 98188
(47.456975070490955, -122.25456828668503)",,206 244-2604,Y,N,,18231
Woodinville,Banfield Veterinary Hospital,"17845 Garden Way NE
Woodinville, WA 98072
(47.7559328675987, -122.15556436714311)",Ste 11,425-398-7278,Y,N,,18071
Woodinville,The Whole Pet Shop,"14229 NE Woodinville-Duvall Rd
Woodinville, WA 98072
(47.75513765374794, -122.14953464323641)",,425 687-7731,Y,N,,18071
Woodinville,Equine Veterinary Associates,"18550 142nd Ave NE
Woodinville, WA 98072
(47.7619823786847, -122.15019564454255)",,425 485-1396,Y,N,,18071
Woodinville,Cottage Lake Veterinary Hospital,"19150 NE Woodinville-Duvall Rd
Woodinville, WA 98072
(47.755308206661, -122.0813245968982)",,425-788-0693,Y,N,,18078
Woodinville,Dogs-a-Jammin Doggy Daycare,"16725 232nd Ave NE
Woodinville, WA 98077
(47.74898406994589, -122.02973207552134)",,425 788-9663,Y,N,,18078
Woodinville,VCA Sno-Wood Animal Hospital,"17954 Woodinville-Snohomish Rd
Woodinville, WA 98072
(47.75849889701584, -122.15671634605849)",,425-483-5834,Y,N,,18071
Woodinville,At Home Vet,"12459 NE Woodinville Dr
Woodinville, WA 98072
(47.754344029240485, -122.17282320360323)",,425-402-0187,Y,N,,18071
