"method","city","parameter","county_code","aqi","cbsa","latitude","observation_percent","state","units_of_measure","date_local","parameter_code","arithmetic_mean","cbsa_code","datum","observation_count","method_code","longitude","county","poc","site_number","event_type","first_max_hour","state_code","site_address","pollutant_standard","sample_duration","first_max_value","date_of_last_change","validity_indicator","local_site_name","location"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","17.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-03","44201","0.010667","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.018","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","17.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-03","44201","0.010667","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.018","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-08-03","44201","0.011913","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.022","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","11.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-02","44201","0.009176","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","8.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.012","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","11.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-02","44201","0.009708","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","8.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.012","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","11.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-02","44201","0.009708","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","8.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.012","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-02","44201","0.010917","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.014","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","28.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-01","44201","0.020588","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","28.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-01","44201","0.018708","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","28.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-08-01","44201","0.018708","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.03","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-08-01","44201","0.019696","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","16.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.04","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","36.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-31","44201","0.027","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.039","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","36.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-31","44201","0.023875","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.039","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","36.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-31","44201","0.023875","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.039","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-31","44201","0.024792","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","16.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.049","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","93.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-30","44201","0.044059","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.068","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","93.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-30","44201","0.03825","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.068","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","93.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-30","44201","0.03825","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.068","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-07-30","44201","0.039261","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","16.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.086","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","80.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-29","44201","0.042235","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.064","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","80.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-29","44201","0.037375","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.064","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","80.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-29","44201","0.037375","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.064","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-29","44201","0.03725","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","13.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.07","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","43.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-28","44201","0.030588","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.046","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","43.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-28","44201","0.026083","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.046","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","43.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-28","44201","0.026083","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.046","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-07-28","44201","0.026783","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","46.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-27","44201","0.032471","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.05","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","46.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-27","44201","0.027125","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.05","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","46.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-27","44201","0.027125","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","12.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.05","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-27","44201","0.027292","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","16.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.062","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","67.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-26","44201","0.038176","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.06","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","67.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-26","44201","0.034333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.06","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","67.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-26","44201","0.034333","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.06","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-07-26","44201","0.036391","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","16.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.067","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-25","44201","0.039176","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-25","44201","0.034417","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-25","44201","0.034417","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-25","44201","0.034083","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.063","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-24","44201","0.035235","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-24","44201","0.031625","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","64.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-24","44201","0.031625","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","10.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.059","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-07-24","44201","0.032696","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","13.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.069","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","49.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-23","44201","0.032059","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.053","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","49.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-23","44201","0.028875","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.053","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","49.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-23","44201","0.028875","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.053","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","92.0","Washington","Parts per million","2018-07-23","44201","0.030227","42660","WGS84","22.0","087","-122.064722","King","1.0","0010","None","14.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.062","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","45.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-22","44201","0.032235","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.049","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","45.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-22","44201","0.02775","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.049","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","45.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-22","44201","0.02775","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.049","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033",,"Seattle-Tacoma-Bellevue, WA","47.5525","96.0","Washington","Parts per million","2018-07-22","44201","0.028522","42660","WGS84","23.0","087","-122.064722","King","1.0","0010","None","15.0","53","2000 NW SAMMAMISH RD","Ozone 1-hour 1979","1 HOUR","0.056","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","33.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-21","44201","0.023647","42660","WGS84","17.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-hour 2015","8-HR RUN AVG BEGIN HOUR","0.036","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","33.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-21","44201","0.021583","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 2008","8-HR RUN AVG BEGIN HOUR","0.036","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
"INSTRUMENTAL - ULTRA VIOLET ABSORPTION","Issaquah","Ozone","033","33.0","Seattle-Tacoma-Bellevue, WA","47.5525","100.0","Washington","Parts per million","2018-07-21","44201","0.021583","42660","WGS84","24.0","087","-122.064722","King","1.0","0010","None","11.0","53","2000 NW SAMMAMISH RD","Ozone 8-Hour 1997","8-HR RUN AVG BEGIN HOUR","0.036","2019-04-16","Y","ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","POINT (-122.064722 47.5525)"
