"race","precinct","cc","leg","cong","party","countertype","countergroup","count"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","NO","Absentee","170.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","NO","Polling","78.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","NO","Total","248.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","55.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","15.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","70.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","YES","Absentee","78.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","YES","Polling","31.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDER SPRINGS","3","45","1","NP","YES","Total","109.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","NO","Absentee","111.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","NO","Polling","56.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","NO","Total","167.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","53.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","15.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","68.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","YES","Absentee","139.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","YES","Polling","53.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDER SPRINGS","3","45","1","NP","YES","Total","192.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","Dem","Brad Owen","Absentee","146.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","Dem","Brad Owen","Polling","60.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","Dem","Brad Owen","Total","206.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","Rep","Marcia McCraw","Polling","56.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","Rep","Marcia McCraw","Total","190.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","23.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","8.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","31.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","0.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"Lieutenant Governor","ALDER SPRINGS","3","45","1","NP","Write-in","Total","0.00"
"President","ALDER SPRINGS","3","45","1","pd","Barack Obama","Absentee","155.00"
"President","ALDER SPRINGS","3","45","1","pd","Barack Obama","Polling","66.00"
"President","ALDER SPRINGS","3","45","1","pd","Barack Obama","Total","221.00"
"President","ALDER SPRINGS","3","45","1","lib","Bob Barr","Absentee","1.00"
"President","ALDER SPRINGS","3","45","1","lib","Bob Barr","Polling","5.00"
"President","ALDER SPRINGS","3","45","1","lib","Bob Barr","Total","6.00"
"President","ALDER SPRINGS","3","45","1","con","Chuck Baldwin","Absentee","2.00"
"President","ALDER SPRINGS","3","45","1","con","Chuck Baldwin","Polling","1.00"
"President","ALDER SPRINGS","3","45","1","con","Chuck Baldwin","Total","3.00"
"President","ALDER SPRINGS","3","45","1","gre","Cynthia McKinney","Absentee","0.00"
"President","ALDER SPRINGS","3","45","1","gre","Cynthia McKinney","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","gre","Cynthia McKinney","Total","0.00"
"President","ALDER SPRINGS","3","45","1","slp","Gloria La Riva","Absentee","1.00"
"President","ALDER SPRINGS","3","45","1","slp","Gloria La Riva","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","slp","Gloria La Riva","Total","1.00"
"President","ALDER SPRINGS","3","45","1","swp","James E. Harris","Absentee","0.00"
"President","ALDER SPRINGS","3","45","1","swp","James E. Harris","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","swp","James E. Harris","Total","0.00"
"President","ALDER SPRINGS","3","45","1","pr","John McCain / Sarah","Absentee","140.00"
"President","ALDER SPRINGS","3","45","1","pr","John McCain / Sarah","Polling","52.00"
"President","ALDER SPRINGS","3","45","1","pr","John McCain / Sarah","Total","192.00"
"President","ALDER SPRINGS","3","45","1","ind","Ralph Nader","Absentee","1.00"
"President","ALDER SPRINGS","3","45","1","ind","Ralph Nader","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","ind","Ralph Nader","Total","1.00"
"President","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","1.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","1.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"President","ALDER SPRINGS","3","45","1","NP","Write-in 30","Absentee","2.00"
"President","ALDER SPRINGS","3","45","1","NP","Write-in 30","Polling","0.00"
"President","ALDER SPRINGS","3","45","1","NP","Write-in 30","Total","2.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Prov","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Dem","Jason Osgood","Absentee","85.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Dem","Jason Osgood","Polling","48.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Dem","Jason Osgood","Total","133.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Rep","Sam Reed","Absentee","202.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Rep","Sam Reed","Polling","66.00"
"Secretary of State","ALDER SPRINGS","3","45","1","Rep","Sam Reed","Total","268.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","15.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","10.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","25.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"Secretary of State","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
"State Auditor","ALDER SPRINGS","3","45","1","Dem","Brian Sonntag","Absentee","161.00"
"State Auditor","ALDER SPRINGS","3","45","1","Dem","Brian Sonntag","Polling","62.00"
"State Auditor","ALDER SPRINGS","3","45","1","Dem","Brian Sonntag","Total","223.00"
"State Auditor","ALDER SPRINGS","3","45","1","Rep","J. Richard (Dick) Mc","Absentee","119.00"
"State Auditor","ALDER SPRINGS","3","45","1","Rep","J. Richard (Dick) Mc","Polling","49.00"
"State Auditor","ALDER SPRINGS","3","45","1","Rep","J. Richard (Dick) Mc","Total","168.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","22.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","13.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","35.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Auditor","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Dem","Roger Goodman","Absentee","129.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Dem","Roger Goodman","Polling","52.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Dem","Roger Goodman","Total","181.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","21.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","11.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","32.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","1.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","1.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Rep","Toby Nixon","Absentee","153.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Rep","Toby Nixon","Polling","60.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","Rep","Toby Nixon","Total","213.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","gpo","Kevin Haistings","Absentee","138.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","gpo","Kevin Haistings","Polling","55.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","gpo","Kevin Haistings","Total","193.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","Dem","Larry Springer","Absentee","139.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","Dem","Larry Springer","Polling","56.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","Dem","Larry Springer","Total","195.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","26.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","13.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","39.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDER SPRINGS","3","45","1","NP","Write-in","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Mary Fairhurst","Absentee","168.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Mary Fairhurst","Polling","68.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Mary Fairhurst","Total","236.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","132.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","56.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","188.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","3.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDER SPRINGS","3","45","1","NP","Write-in","Total","3.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Charles W. Johnson","Absentee","173.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Charles W. Johnson","Polling","66.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Charles W. Johnson","Total","239.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"President","ALDERWOOD","3","45","8","ind","Ralph Nader","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","127.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","58.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","185.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","3.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 4","ALDER SPRINGS","3","45","1","NP","Write-in","Total","3.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Debra L. Stephens","Absentee","164.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Debra L. Stephens","Polling","65.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Debra L. Stephens","Total","229.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","136.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","59.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","195.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","3.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 7 Short and full term","ALDER SPRINGS","3","45","1","NP","Write-in","Total","3.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Rep","Allan Martin","Absentee","179.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Rep","Allan Martin","Polling","59.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Rep","Allan Martin","Total","238.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Dem","Jim McIntire","Absentee","103.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Dem","Jim McIntire","Polling","51.00"
"State Treasurer","ALDER SPRINGS","3","45","1","Dem","Jim McIntire","Total","154.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","20.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","14.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","34.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"State Treasurer","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Randy Dorn","Absentee","138.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Randy Dorn","Polling","55.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Randy Dorn","Total","193.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Teresa (Terry) Berge","Absentee","104.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Teresa (Terry) Berge","Polling","42.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Teresa (Terry) Berge","Total","146.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","60.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","27.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","87.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"Superintendent of Public Instruction","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
