Building Name,Description,Street Address,URL,Phone,Location 1
Uptown Square,,1066 S 320th Street,http://www.uptownwa.com/,(253) 336-2006,"1066 S 320th Street
Federal Way, WA 98003
(47.315156, -122.318116)"
Hillcrest Terrace,Senior Affordable Housing,1442 Hillcrest Lane NE,http://www.rentonhousing.org/subsidized-housing.html,425-226-1851,"1442 Hillcrest Lane NE
Renton, WA 98056
(47.50963, -122.180163)"
Evergreen Court,Subsidized Housing,33014 19th Lane S.,https://www.kcha.org/housing/property.aspx?PropertyID=35,(206) 693-6414,"33014 19th Lane S.
Federal Way, WA 98003
(47.305157, -122.308318)"
AMLI Wallingford,,1850 N 34th St,https://www.amli.com/apartments/seattle/wallingford/seattle/wallingford,(855) 637-1560,"1850 N 34th St
Seattle, WA 98103
(47.648037, -122.335756)"
Rainier View II,Other Rental Housing,2649 Warner Ave. W.,https://www.kcha.org/housing/property.aspx?PropertyID=85,(360) 825-6146,"2649 Warner Ave. W.
Enumclaw, WA 98022
(47.19203, -122.004727)"
Eastridge House,Subsidized Housing,120 W. Sunset Way,https://www.kcha.org/housing/property.aspx?PropertyID=32,(206) 574-1141,"120 W. Sunset Way
Issaquah, WA 98027
(47.530167, -122.03868)"
Evergreen Terrace,Senior Affordable Housing,3027 NE 15th St,http://www.rentonhousing.org/subsidized-housing.html,425-226-1852,"3027 NE 15th St
Renton, WA 98056
(47.506408, -122.177964)"
Riverton Terrace I,Subsidized Housing,14440 41st Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=86,(206) 957-3606,"14440 41st Ave. S.
Tukwila, WA 98168
(47.474483, -122.28277)"
Kirkland Avenue Townhomes,Affordable Housing,1508 Kirkland Ave NE,http://www.rentonhousing.org/subsidized-housing.html,425-226-1854,"1508 Kirkland Ave NE
Renton, WA 98056
(47.506657, -122.178596)"
Glenview Heights,Subsidized Housing,10405 S.E. 172nd St.,https://www.kcha.org/housing/property.aspx?PropertyID=42,(253) 893-7200,"10405 S.E. 172nd St.
Renton, WA 98055
(47.448841, -122.200839)"
Vive Apartments,,1516 NW 51st St ,http://liveatvive.com/,206-547-9736,"1516 NW 51st St
Seattle, WA 98107
(47.665679, -122.377045)"
Cottonwood,Moderate-Income Housing,25919 25th Lane S.,https://www.kcha.org/housing/property.aspx?PropertyID=30,(253) 839-8887,"25919 25th Lane S.
Kent, WA 98032
(47.369848, -122.300985)"
Firenze,,151 12th Ave,https://apodment.com/capitol-hill-apodments/firenze/,(206) 322-0558,"151 12th Ave
Seattle, WA 98122
(47.602848, -122.316787)"
Cove East,Moderate-Income Housing,33030 First Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=31,(253) 838-6564,"33030 First Ave. S.
Federal Way, WA 98003
(47.303644, -122.33289)"
Jefferson Terrace,Affordable Housing,800 Jefferson St,https://www.seattlehousing.org/housing/public/locations/jefferson-terrace/,206-223-5357,"800 Jefferson St
Seattle, WA 98104
(47.604426, -122.325124)"
Bellevue Manor,Subsidized Housing,143 Bellevue Way SE,https://www.kcha.org/housing/property.aspx?PropertyID=139,(425) 455-9844,"143 Bellevue Way SE
Bellevue, WA 98004
(47.608387, -122.201454)"
Cascade,Subsidized Housing,20500 106th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=24,(206) 693-6411,"20500 106th Ave. S.E.
Kent, WA 98031
(47.418497, -122.19957)"
Sancerre Apartment Homes,,12648 NE 144th St,http://www.sancerreapartmenthomes.com/,425-823-2200,"12648 NE 144th St
Kirkland, WA 98034
(47.731266, -122.172101)"
Northwood,Subsidized Housing,18128 73rd Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=75,(206) 574-1143,"18128 73rd Ave. N.E.
Kenmore, WA 98028
(47.759992, -122.243703)"
Addison on Fourth,,308 Fourth Ave S,,206-682-2601,"308 Fourth Ave S
Seattle, WA 98104
(47.599791, -122.329012)"
"Nike Manor (MSC, Navos & St. Stephen)",Nonprofit Partnerships,3523 S. 239th Pl.,https://www.kcha.org/housing/property.aspx?PropertyID=69,(253) 854-3437,"3523 S. 239th Pl.
Kent, WA 98032
(47.387657, -122.287551)"
West Town View,Affordable Housing,1407 2nd Ave W,https://www.seattlehousing.org/housing/public/locations/west-town-view/,206-281-9858,"1407 2nd Ave W
Seattle, WA 98119
(47.63161, -122.359224)"
Beacon Tower,Affordable Housing,1311 S Massachusetts St,https://www.seattlehousing.org/housing/public/locations/beacon-tower/,206-320-0056,"1311 S Massachusetts St
Seattle, WA 98144
(47.588423, -122.315422)"
The Station at Othello Park,,4219 S. Othello Street,http://www.thestationatothellopark.com/,844-267-4066,"4219 S. Othello Street
Seattle, WA 98118
(47.537058, -122.28001)"
Eastside Terrace,Subsidized Housing,704 147th Place N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=33,(206) 574-1141,"704 147th Place N.E.
Bellevue, WA 98007
(47.615788, -122.144344)"
Colonial Square Apartments,,1616 156th Ave NE ,http://www.weidner.com/bellevue/colonial-square-apartment-homes/,(425) 747-5375,"1616 156th Ave NE
Bellevue, WA 98007
(47.624685, -122.132346)"
Aspen Ridge,Moderate-Income Housing,12601 68th Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=3,(206) 772-3510,"12601 68th Ave. S.
Seattle, WA 98178
(47.490354, -122.249139)"
Golden Pines,Senior Housing,2901 NE 10th St,http://www.rentonhousing.org/senior-housing.html,425-226-1854,"2901 NE 10th St
Renton, WA 98056
(47.499155, -122.179106)"
Valley Park,Other Rental Housing,624 L Place S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=102,(206) 574-1263,"624 L Place S.E.
Auburn, WA 98002
(47.302216, -122.214277)"
Timberwood,Subsidized & Moderate-Income Housing,3809 148th Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=100,(425) 885-4244,"3809 148th Ave. N.E.
Bellevue, WA 98007
(47.644328, -122.143044)"
Riverton Terrace II,Subsidized Housing,14410 41st Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=87,(206) 693-6430,"14410 41st Ave. S.
Tukwila, WA 98168
(47.47463, -122.28277)"
Gustaves Manor,Subsidized Housing,107 W. Main St.,https://www.kcha.org/housing/property.aspx?PropertyID=47,(253) 939-9312,"107 W. Main St.
Auburn, WA 98001
(47.307397, -122.231437)"
Wilderness Village,,22435-SE 240th Street,http://www.wildernessvillageapts.com/,425-432-3333,"22435-SE 240th Street
Maple Valley, WA 98038
(47.386817, -122.040363)"
Woodland North,Moderate-Income Housing,3611 N.E. 155th St.,https://www.kcha.org/housing/property.aspx?PropertyID=117,(206) 367-6537,"3611 N.E. 155th St.
Lake Forest Park, WA 98155
(47.740887, -122.289459)"
Woodside East,Subsidized & Moderate-Income Housing,16240 N.E. 14th St.,https://www.kcha.org/housing/property.aspx?PropertyID=119,(425) 644-7162,"16240 N.E. 14th St.
Bellevue, WA 98008
(47.622595, -122.123171)"
Westminster Manor,Subsidized Housing,14701 Dayton Ave. N.,https://www.kcha.org/housing/property.aspx?PropertyID=114,(206) 574-1261,"14701 Dayton Ave. N.
Shoreline, WA 98133
(47.735451, -122.353011)"
Capitol Park,Affordable Housing,525 14th Ave E,https://www.seattlehousing.org/housing/public/locations/capitol-park/,206-320-0552,"525 14th Ave E
Seattle, WA 98112
(47.623843, -122.314628)"
Si View,Other Rental Housing,404 Healy Ave. S.,https://www.kcha.org/housing/property.aspx?PropertyID=92,(425) 831-7740,"404 Healy Ave. S.
North Bend, WA 98045
(47.490712, -121.785919)"
Parkway,Subsidized Housing,3970 West Lake Sammamish Pkwy. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=78,(206) 574-1245,"3970 West Lake Sammamish Pkwy. N.E.
Redmond, WA 98052
(47.645457, -122.107764)"
Jackson Park House,Affordable Housing,14396 30th Ave NE,https://www.seattlehousing.org/housing/public/locations/jackson-park-house/,206-361-1423,"14396 30th Ave NE
Seattle, WA 98125
(47.733747, -122.296519)"
Denny Terrace,Affordable Housing,100 Melrose Ave E,https://www.seattlehousing.org/housing/public/locations/denny-terrace/,206-320-1256,"100 Melrose Ave E
Seattle, WA 98102
(47.619067, -122.327895)"
Village at Overlake Station,Subsidized Housing & Other Rental Housing,2580 152nd Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=108,(425) 746-3338,"2580 152nd Ave. N.E.
Redmond, WA 98052
(47.632716, -122.137695)"
Yardley Arms,Subsidized Housing,1000 S.W. 130th St.,https://www.kcha.org/housing/property.aspx?PropertyID=121,(206) 439-3230,"1000 S.W. 130th St.
Burien, WA 98146
(47.486649, -122.347471)"
Hidden Village,Subsidized Housing,14508 S.E. 24th St.,https://www.kcha.org/housing/property.aspx?PropertyID=51,(206) 315-4380,"14508 S.E. 24th St.
Bellevue, WA 98007
(47.589052, -122.145333)"
Green Leaf,Subsidized Housing,16718 Juanita Dr. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=43,(206) 574-1143,"16718 Juanita Dr. N.E.
Kenmore, WA 98028
(47.750114, -122.250057)"
Greenfire Campus,,2034 NW 56th St,http://greenfirecampus.com/,(206) 783-0647,"2034 NW 56th St
Seattle, WA 98107
(47.669464, -122.383695)"
Cedarwood,Subsidized Housing,14415 123rd Lane N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=26,(206) 574-1142,"14415 123rd Lane N.E.
Kirkland, WA 98034
(47.732243, -122.177118)"
Jackson Park Village,Affordable Housing,"14378 30th Ave NE, 98125",https://www.seattlehousing.org/housing/public/locations/jackson-park-village/,206-361-1423,"14378 30th Ave NE, 98125
Seattle, WA 98125
(47.733033, -122.296519)"
Reserve at Auburn,Low-income housing,1107 A Street NE,www.reserveatauburn.com (http://www.reserveatauburn.com),253-285-1200,"1107 A Street NE
Auburn, WA 98002
(47.3186854, -122.2286077)"
Wells Wood,Subsidized Housing,18100 142nd Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=113,(206) 574-1142,"18100 142nd Ave. N.E.
Woodinville, WA 98072
(47.758526, -122.149584)"
Stewart Manor,Affordable Housing,6339 34th Ave SW,https://www.seattlehousing.org/housing/public/locations/stewart-manor/,206-932-8107,"6339 34th Ave SW
Seattle, WA 98126
(47.544961, -122.375109)"
Ava Belltown,,2800-2816 Western Ave,,(206) 204-5003,"2800-2816 Western Ave
Seattle, WA 98121
(47.615904, -122.35276)"
Avondale Manor,Subsidized Housing,17107 N.E. 80th St.,https://www.kcha.org/housing/property.aspx?PropertyID=6,(206) 574-1142,"17107 N.E. 80th St.
Redmond, WA 98052
(47.674871, -122.111535)"
Hidden River Townhomes,,10013 NE 130th Ln,http://www.hiddenrivertownhomes.com/,425-318-3906,"10013 NE 130th Ln
Kirkland, WA 98034
(47.717592, -122.206296)"
Hill Crest Apartments,,7524 35th Ave SW,http://www.hillcrestapartment.com/,206-932-6821,"7524 35th Ave SW
Seattle, WA 98126
(47.534564, -122.376636)"
College Place,Subsidized Housing,1249 145th Place S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=28,(206) 574-1141,"1249 145th Place S.E.
Bellevue, WA 98007
(47.599308, -122.15207)"
Juanita Trace,Subsidized Housing,13137 107th Place N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=53,(206) 574-1142,"13137 107th Place N.E.
Kirkland, WA 98034
(47.717478, -122.197728)"
Arbor Heights,Other Rental Housing,135 S.W. 116th St.,https://www.kcha.org/housing/property.aspx?PropertyID=2,(206) 241-6509,"135 S.W. 116th St.
Burien, WA 98146
(47.499475, -122.334677)"
Alcyone Apartments,,301 Minor Ave N,http://www.equityapartments.com/seattle/south-lake-union/alcyone-apartments,(206) 621-9663,"301 Minor Ave N
Seattle, WA 98109
(47.621304, -122.333043)"
Cal-Mor Circle,Affordable Housing,6420 California Ave SW,https://www.seattlehousing.org/housing/public/locations/cal-mor-circle/,206-932-0214,"6420 California Ave SW
Seattle, WA 98136
(47.545557, -122.387234)"
Southwood Square,Other Rental Housing,26224 106th Place S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=96,(253) 854-1274,"26224 106th Place S.E.
Kent, WA 98030
(47.366401, -122.199522)"
Woodcreek Lane,Subsidized Housing,18105 142nd Ave NE,https://www.kcha.org/housing/property.aspx?PropertyID=150,(206) 574-1142,"18105 142nd Ave NE
Woodinville, WA 98072
(47.758525, -122.149584)"
Paramount House,Subsidized Housing,1750 N.E. 145th St.,https://www.kcha.org/housing/property.aspx?PropertyID=76,(206) 574-1226,"1750 N.E. 145th St.
Shoreline, WA 98155
(47.733895, -122.307722)"
Forest Glen,Subsidized Housing,8610 164th Ave. N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=40,(206) 574-1142,"8610 164th Ave. N.E.
Redmond, WA 98052
(47.679222, -122.121579)"
Burndale Homes,Subsidized Housing,930 18th Place N.E.,https://www.kcha.org/housing/property.aspx?PropertyID=17,(206) 693-6406,"930 18th Place N.E.
Auburn, WA 98002
(47.32404, -122.218549)"
Rainier Vista,Affordable Housing,"4570 Martin Luther King, Jr. Way S",http://www.seattlehousing.org/housing/communities/locations/rainier-vista/,206-721-2980,"4570 Martin Luther King, Jr. Way S
Seattle, WA 98108
(47.562782, -122.294464)"
Family Village Issaquah,Affordable Housing/YWCA,"930 NE High Street, Suite 101",http://www.ywcaworks.org/locations/family-village-issaquah,425.270.6800,"930 NE High Street, Suite 101
Issaquah, WA 98209
(47.544384, -122.017809)"
Valli Kee,Subsidized Housing,23401 104th Ave. S.E.,https://www.kcha.org/housing/property.aspx?PropertyID=105,(206) 693-6435,"23401 104th Ave. S.E.
Kent, WA 98031
(47.392584, -122.202265)"
Casa Juanita,Subsidized Housing,9821 N.E. 122nd St.,https://www.kcha.org/housing/property.aspx?PropertyID=22,(206) 574-1143,"9821 N.E. 122nd St.
Kirkland, WA 98034
(47.709782, -122.209392)"
