"race","precinct","legislative_district","county_council","congressional","candidate","count"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Linda Kochmar","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Mike Park","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Registered Voters","406"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Skip Priest","82"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Times Blank Voted","6"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Times Counted","203"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3023","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Jim Ferrell","59"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Linda Kochmar","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Mike Park","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Registered Voters","381"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Skip Priest","80"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Times Counted","196"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3024","30","7","9","Write-in","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Jim Ferrell","95"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Linda Kochmar","35"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Mike Park","35"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Registered Voters","507"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Skip Priest","88"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Times Counted","268"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3025","30","7","9","Write-in","5"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Jim Ferrell","49"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Linda Kochmar","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Mike Park","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Registered Voters","372"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Skip Priest","54"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Times Counted","146"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3026","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Jim Ferrell","50"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Linda Kochmar","37"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Mike Park","47"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Registered Voters","656"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Skip Priest","67"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Times Blank Voted","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Times Counted","214"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3027","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Linda Kochmar","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Mike Park","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Registered Voters","514"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Skip Priest","78"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Times Blank Voted","7"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Times Counted","181"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3028","30","7","9","Write-in","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Jim Ferrell","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Linda Kochmar","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Mike Park","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Registered Voters","255"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Skip Priest","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Times Counted","69"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3029","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Jim Ferrell","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Linda Kochmar","24"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Mike Park","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Registered Voters","357"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Skip Priest","34"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Times Blank Voted","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Times Counted","111"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3030","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Jim Ferrell","44"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Linda Kochmar","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Mike Park","16"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Registered Voters","553"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Skip Priest","70"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Times Counted","171"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3031","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Jim Ferrell","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Linda Kochmar","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Mike Park","17"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Registered Voters","256"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Skip Priest","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Times Counted","93"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3032","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Jim Ferrell","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Linda Kochmar","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Mike Park","26"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Registered Voters","397"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Skip Priest","57"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Times Blank Voted","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Times Counted","145"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3033","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Jim Ferrell","17"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Linda Kochmar","17"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Mike Park","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Registered Voters","326"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Skip Priest","62"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Times Counted","109"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Times Over Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3034","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Jim Ferrell","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Linda Kochmar","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Mike Park","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Registered Voters","246"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Skip Priest","29"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Times Blank Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Times Counted","91"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3035","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Jim Ferrell","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Linda Kochmar","24"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Mike Park","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Registered Voters","338"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Skip Priest","42"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Times Counted","106"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3036","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Jim Ferrell","49"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Linda Kochmar","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Mike Park","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Registered Voters","373"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Skip Priest","34"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Times Blank Voted","6"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Times Counted","135"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3037","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Jim Ferrell","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Linda Kochmar","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Mike Park","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Registered Voters","190"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Skip Priest","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Times Blank Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Times Counted","84"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3038","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Jim Ferrell","36"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Linda Kochmar","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Mike Park","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Registered Voters","357"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Skip Priest","59"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Times Counted","139"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3039","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Jim Ferrell","24"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Linda Kochmar","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Mike Park","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Registered Voters","398"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Skip Priest","29"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Times Counted","99"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3040","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Jim Ferrell","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Linda Kochmar","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Mike Park","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Registered Voters","307"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Skip Priest","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Times Counted","121"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3041","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Jim Ferrell","36"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Linda Kochmar","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Mike Park","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Registered Voters","249"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Skip Priest","53"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Times Counted","120"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3042","30","7","9","Write-in","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Linda Kochmar","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Mike Park","41"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Registered Voters","514"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Skip Priest","59"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Times Counted","181"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3043","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Jim Ferrell","81"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Linda Kochmar","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Mike Park","39"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Registered Voters","644"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Skip Priest","80"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Times Blank Voted","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Times Counted","243"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3044","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Jim Ferrell","20"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Linda Kochmar","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Mike Park","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Registered Voters","352"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Skip Priest","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Times Counted","80"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3045","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Linda Kochmar","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Mike Park","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Registered Voters","413"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Skip Priest","58"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Times Blank Voted","7"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Times Counted","166"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3046","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Jim Ferrell","39"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Linda Kochmar","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Mike Park","45"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Registered Voters","476"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Skip Priest","47"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Times Blank Voted","6"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Times Counted","165"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3047","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Jim Ferrell","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Linda Kochmar","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Mike Park","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Registered Voters","546"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Skip Priest","29"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Times Counted","104"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3048","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Jim Ferrell","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Linda Kochmar","40"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Mike Park","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Registered Voters","456"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Skip Priest","40"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Times Counted","150"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3049","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Jim Ferrell","20"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Linda Kochmar","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Mike Park","5"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Registered Voters","214"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Skip Priest","20"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Times Counted","63"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3050","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Jim Ferrell","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Linda Kochmar","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Mike Park","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Registered Voters","408"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Skip Priest","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Times Counted","122"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3051","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Jim Ferrell","32"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Linda Kochmar","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Mike Park","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Registered Voters","462"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Skip Priest","65"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Times Blank Voted","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Times Counted","167"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3052","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Jim Ferrell","42"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Linda Kochmar","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Mike Park","24"
