"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-149969","A670827","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485030","LOST","Patricia Van","Dog","Over 1 year<p/>","Male","Dachshund - Long-Haired","Black","2022-08-21T00:00:00.000","Date Lost","SE  355TH STREET & SE 307 TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485030","Image Copyright HLP Inc. 2022","Description: Mostly black with brown. Elderly<p/>Age: Over 1 year<p/>Location Lost: SE 355th Street & SE 307 th , Enumclaw WA  98022<p/>Lost Date: 2022-08-21<p/>",
"K22-149644","A670293","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480907","LOST","Atlas","Cat","Under 1 year<p/>","Male","Siamese","White","2022-08-11T00:00:00.000","Date Lost","SE  265TH ST AND189TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480907","Image Copyright HLP Inc. 2022","Description: Mostly white body with seal point markings. His face looks like a ragdoll but he has short hair. He has white tips on his ears and tail.Not wearing his collar.<p/>Age: Under 1 year<p/>Location Lost: Se 265th st and189th ave se, Kent WA  98042<p/>Lost Date: 2022-08-11<p/>",
"K22-150363","A671402","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488214","In Public Home",,"Cat","Unknown<p/>","Male","American Shorthair","Gray / White","2022-08-29T00:00:00.000","Date Found","11300 block of  SE KENT KANGLEY RD,",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488214","Image Copyright HLP Inc. 2022","Description: Multi color gray and white<p/>Age: Unknown<p/>Found Near: 11300 block of  SE KENT KANGLEY RD, <p/>Found Date: 2022-08-29<p/>",
"K22-150782","A672080","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494586","LOST","Loki","Dog","Over 1 year<p/>","Male","Australian Shepherd","Black","2022-09-09T00:00:00.000","Date Lost","200 block of  SW 115TH ST","SEATTLE","WA","98146","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494586","Image Copyright HLP Inc. 2022","Description: My dog is Loki. He is all black with blue eyes. He is a shepherd husky mix roughly 60 lbs.<p/>Age: Over 1 year<p/>Location Lost: 241 SW 115TH ST, Seattle WA  98146<p/>Lost Date: 2022-09-09<p/>",
"K22-149703","A670408","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481682","LOST","Sophie","Dog","Over 1 year<p/>","Female","Dachshund","Black","2022-08-08T00:00:00.000","Date Lost","21600 block of  DES MEMORIAL DR & 116TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481682","Image Copyright HLP Inc. 2022","Description: My name is Sophie I'm all black long-haired dachshund<p/>Age: Over 1 year<p/>Location Lost: 21610 Des memorial Dr & 116th street, Seattle WA  98108<p/>Lost Date: 2022-08-08<p/>",
"K22-149655","A670314","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481078","LOST","Nola","Cat","Unknown<p/>","Male","European Shorthair","Unknown","2022-08-09T00:00:00.000","Date Lost","ALL  FAMILY SHORELINE DENTAL 175TH &12TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481078","Image Copyright HLP Inc. 2022","Description: My Nola is an orange cat with white color mixed. His white color is mostly from his mouth under his neck and he has a light brown mark by his nose which makes him look unique and I can definitely tell by the way he walks. It looks like someone Found him 2days ago around lake forest and posted him on Facebook but i don’t know where he was transferred too so please help me I miss my Nola very much. Thanks. Not 100% sure what kind of exact breed he is but he is an orange white cat that looks like an American bobtail but with a long tail /tabby orange cat.<p/>Age: Unknown<p/>Location Lost: All family shoreline dental 175th &12th Ave NE, Seattle WA  98155<p/>Lost Date: 2022-08-09<p/>",
"K22-149656","A670315","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481079","LOST","Nola","Cat","Unknown<p/>","Male","European Shorthair","Unknown","2022-08-09T00:00:00.000","Date Lost","ALL  FAMILY SHORELINE DENTAL 175TH &12TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481079","Image Copyright HLP Inc. 2022","Description: My Nola is an orange cat with white color mixed. His white color is mostly from his mouth under his neck and he has a light brown mark by his nose which makes him look unique and I can definitely tell by the way he walks. It looks like someone Found him 2days ago around lake forest and posted him on Facebook but i don’t know where he was transferred too so please help me I miss my Nola very much. Thanks. Not 100% sure what kind of exact breed he is but he is an orange white cat that looks like an American bobtail but with a long tail /tabby orange cat.<p/>Age: Unknown<p/>Location Lost: All family shoreline dental 175th &12th Ave NE, Seattle WA  98155<p/>Lost Date: 2022-08-09<p/>",
"K22-150417","A671486","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488553","In Public Home",,"Cat","Unknown<p/>","Unknown","Domestic Longhair","Unknown","2022-08-27T00:00:00.000","Date Found","4400 block of  45TH AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488553","Image Copyright HLP Inc. 2022","Description: Nice and social, clipped left ear, gray long hair, still has claws, no tags.  It has been hanging out in my backyard the last couple days<p/>Age: Unknown<p/>Found Near: 4400 block of  45TH AVENUE NORTHEAST<p/>Found Date: 2022-08-27<p/>",
"K22-149313","A669743","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>",
"K22-149314","A669748","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>",
"K22-149312","A669742","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>",
"K22-149315","A669749","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>",
"K22-150582","A671760","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2491299","LOST","Leslie Stark","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-27T00:00:00.000","Date Lost","NE  124TH AND 100TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2491299","Image Copyright HLP Inc. 2022","Description: Orange and gold tabby, slim build with kink in tail. Very distinctive markings/patterns. <p/>Age: Over 1 year<p/>Location Lost: NE 124th and 100th, Kirkland WA  98034<p/>Lost Date: 2022-08-27<p/>",
"K22-150354","A671384","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488058","LOST","Kyber","Cat","Over 1 year<p/>","Female","Domestic Longhair","Unknown","2022-08-28T00:00:00.000","Date Lost","S  158TH ST. AND 42ND AVE S.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488058","Image Copyright HLP Inc. 2022","Description: Orange longhair tabby about 5 years old. She has freckles on her nose and is very shy. She is microchipped but this is her first experience being outside <p/>Age: Over 1 year<p/>Location Lost: S 158th St. and 42nd Ave S., Seattle WA  98188<p/>Lost Date: 2022-08-28<p/>",
"K22-150352","A671382","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488058","LOST","Kyber","Cat","Over 1 year<p/>","Female","Domestic Longhair","Unknown","2022-08-28T00:00:00.000","Date Lost","S  158TH ST. AND 42ND AVE S.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488058","Image Copyright HLP Inc. 2022","Description: Orange longhair tabby about 5 years old. She has freckles on her nose and is very shy. She is microchipped but this is her first experience being outside <p/>Age: Over 1 year<p/>Location Lost: S 158th St. and 42nd Ave S., Seattle WA  98188<p/>Lost Date: 2022-08-28<p/>",
"K22-149373","A669849","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478569","In Public Home","Terri L Beni","Cat","Over 1 year<p/>","Male","Domestic Mediumhair","Unknown","2022-07-31T00:00:00.000","Date Found","14TH  AVE S AND 240TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478569","Image Copyright HLP Inc. 2022","Description: Orange medium hair neutered male tabby mix.  Bushy tail. Yellow eyes. VERY friendly<p/>Age: Over 1 year<p/>Found Near: 14th Ave S and 240th St, Seattle WA  98198<p/>Found Date: 2022-07-31<p/>",
"K22-149746","A670465","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482215","LOST","Trump","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","JET  CT E AND LYNCH CREEK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482215","Image Copyright HLP Inc. 2022","Description: Orange Tabby, 1.5 years old, fixed male<p/>Age: Over 1 year<p/>Location Lost: Jet ct e and Lynch Creek, Eatonville WA  98328<p/>Lost Date: 2022-08-03<p/>",
"K22-150375","A671426","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488381","LOST","Zuko","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-27T00:00:00.000","Date Lost","COWEN  PARK; BROOKLYN AVE AND NE 62ND ST.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488381","Image Copyright HLP Inc. 2022","Description: Orange tabby cat with dark orange stripes that form swirls on each side. He has a white nose and mouth area up his nose ridge line and white down his chest and entire belly. Was last seen wearing a black harness. Has some black freckles on the inside of his bottom lip.<p/>Age: Over 1 year<p/>Location Lost: Cowen Park; Brooklyn Ave and NE 62nd St., Seattle WA  98105<p/>Lost Date: Aug 27 202<p/>",
"K22-150447","A671534","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488828","LOST","Jesse","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-29T00:00:00.000","Date Lost","3400 block of  72ND AVENUE SOUTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488828","Image Copyright HLP Inc. 2022","Description: Orange Tabby male, 12 pounds, long fur, fluffy tail and mane, average height<p/>Age: Over 1 year<p/>Location Lost: 3420 72nd Avenue Southeast, Mercer Island WA  98040<p/>Lost Date: 2022-08-29<p/>",
"K22-149764","A670513","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482405","LOST","Tater Tot","Cat","Unknown<p/>","Male","Domestic Shorthair","Unknown","2022-08-15T00:00:00.000","Date Lost","OLIVE  WAY & BELLEVUE AVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482405","Image Copyright HLP Inc. 2022","Description: Orange Tabby Medium to small size. Has black marking on lips and mouth area. <p/>Age: Unknown<p/>Location Lost: Olive Way & Bellevue Ave, Seattle WA  98122<p/>Lost Date: 2022-08-15<p/>",
"K22-150856","A672299","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495395","LOST","Gecko, Usual","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-09-09T00:00:00.000","Date Lost","98030 98030",,,"98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495395","Image Copyright HLP Inc. 2022","Description: Orange Tabby neutered male, all ginger stripes, no white on face chest, or belly, with gold eyes. Long legged, a big cat but not chubby. No Collar, He has a chip but I don't think it was registered.<p/>Age: Over 1 year<p/>Location Lost: 110th Ave SE and 269th, Tudor Square neighborhood, Kent WA  98030<p/>Lost Date: 2022-09-09<p/>",
"K22-149253","A669659","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477424","LOST","Siegmeyer","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","SE  19TH STREET & 14TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477424","Image Copyright HLP Inc. 2022","Description: Orange tabby, surgery and shaved on left shoulder, staples still in.  Long fluffy striped tail.  5 years old. <p/>Age: Over 1 year<p/>Location Lost: SE 19th Street & 14th, Bellevue WA  98008<p/>Lost Date: 2022-08-03<p/>",
"K22-149256","A669664","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477498","LOST","Siegmeyer","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","SE  19TH STREET & 14TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477498","Image Copyright HLP Inc. 2022","Description: Orange tabby, surgery and shaved on left shoulder, staples still in.  Long fluffy striped tail.  5 years old. <p/>Age: Over 1 year<p/>Location Lost: SE 19th Street & 14th, Bellevue WA  98008<p/>Lost Date: 2022-08-03<p/>",
"K22-149251","A669655","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477415","LOST","Siegmeyer","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","SE  19TH STREET & 14TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477415","Image Copyright HLP Inc. 2022","Description: Orange tabby, surgery and shaved on left shoulder, staples still in.  Long fluffy striped tail.  5 years old. <p/>Age: Over 1 year<p/>Location Lost: SE 19th Street & 14th, Bellevue WA  98008<p/>Lost Date: 2022-08-03<p/>",
"K22-149765","A670515","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482413","LOST","Small Fry","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-02T00:00:00.000","Date Lost","OLIVE  WAY & BELLEVUE AVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482413","Image Copyright HLP Inc. 2022","Description: Orange Tabby with White around nose and mouth<p/>Age: Over 1 year<p/>Location Lost: Olive Way & Bellevue Ave, Seattle WA  98122<p/>Lost Date: 2022-08-02<p/>",
"K22-150120","A671201","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486768","LOST","Orlando","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-24T00:00:00.000","Date Lost","ENTWHITSTLE  ST AND 325TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486768","Image Copyright HLP Inc. 2022","Description: Orlando is a grey cat with yellow eyes and very faint stripe on his tail.  He is healthy but is a very skinny cat.  His meow is very quiet almost like a chirp or squeak.<p/>Age: Over 1 year<p/>Location Lost: entwhitstle st and 325th ave ne, Carnation WA  98014<p/>Lost Date: 2022-08-24<p/>",
"K22-150581","A671757","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2491286","LOST","Oscar","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-31T00:00:00.000","Date Lost","BOUNDARY  ST. SE AND GOVERNOR STEVENS",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2491286","Image Copyright HLP Inc. 2022","Description: Oscar is a senior silver/grey tabby. He is slim due to his older age. He only has two fangs left. He is friendly but probably scared as he is an indoor only cat.<p/>Age: Over 1 year<p/>Location Lost: Boundary St. SE and Governor Stevens , Olympia WA  98501<p/>Lost Date: 2022-08-31<p/>",
"K22-150053","A671106","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486093","LOST","Phoebe","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Unknown","2022-08-20T00:00:00.000","Date Lost","1800 block of  FLORENCE ST","ENUMCLAW","WA","98022","ENUMCLAW",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486093","Image Copyright HLP Inc. 2022","Description: Pheobe is a little over 1 year old. She is an orange tabby. <p/>Age: Over 1 year<p/>Location Lost: 1875 Florence St, Enumclaw WA  98022<p/>Lost Date: 2022-08-20<p/>",
"K22-150718","A671974","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494038","LOST","Phil (the Do","Cat","Over 1 year<p/>","Male","American Shorthair","Black","2022-08-25T00:00:00.000","Date Lost","244TH  AND 387TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494038","Image Copyright HLP Inc. 2022","Description: Phil is a black hat with two Patch areas of white his whiskers are black. he is a lover<p/>Age: Over 1 year<p/>Location Lost: 244th and 387th st , Enumclaw WA  98022<p/>Lost Date: 2022-08-25<p/>",
"K22-149760","A670508","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482397","LOST","Sprints","Cat","Over 1 year<p/>","Female","American Shorthair","Unknown","2022-08-12T00:00:00.000","Date Lost","10200 block of  SE 244TH ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482397","Image Copyright HLP Inc. 2022","Description: Please keep your eye out for our lady. She is missed tremendously and very shy. <p/>Age: Over 1 year<p/>Location Lost: 10206 Se 244th St, Kent WA  98030<p/>Lost Date: 2022-08-12<p/>",
"K22-150831","A672210","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495028","LOST","Quinn","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Brown","2022-08-29T00:00:00.000","Date Lost","19000 block of  22ND AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495028","Image Copyright HLP Inc. 2022","Description: Quinn is a brown/black tabby.  He has a dark stripe of color down his back and a black and brown color pattern. He is 14 lbs and has thinning hair on his back.  He has a white spot on his mouth.  He was a barn cat originally so he is hard to keep inside.  We have had him for 9 of his 10 years.  He is very good with children and friendly.  He has been missing for 2 weeks and we are devastated.  Quinn is a much beloved member of our family.<p/>Age: Over 1 year<p/>Location Lost: 19010 22nd Avenue Northeast, Seattle WA  98155<p/>Lost Date: 2022-08-29<p/>",
"K22-149217","A669582","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477042","In Public Home","Carl Nelson","Dog","Unknown<p/>","Male","Alaskan Husky","Unknown","2022-08-01T00:00:00.000","Date Found","7600 block of  141ST AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477042","Image Copyright HLP Inc. 2022","Description: Red collar that says coastal <p/>Age: Unknown<p/>Found Near: 7600 block of  141ST AVE NE<p/>Found Date: 2022-08-01<p/>",
"K22-149673","A670357","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481359","LOST","Coco",,"Over 1 year<p/>","Female",,"Brown","2022-08-11T00:00:00.000","Date Lost","3200 block of  174TH AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481359","Image Copyright HLP Inc. 2022","Description: Reddish-brown sexlink chicken<p/>Age: Over 1 year<p/>Location Lost: 3206 174th Avenue Northeast, Redmond WA  98052<p/>Lost Date: 2022-08-11<p/>",
"K22-150812","A672168","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494893","LOST","Grizzly","Dog","Over 1 year<p/>","Male","Australian Cattle Dog","Unknown","2022-09-09T00:00:00.000","Date Lost","32200 block of  190TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494893","Image Copyright HLP Inc. 2022","Description: Red heeler, missing tip on right ear, reverse Bentley marking on head, red patch around right eye, does not have a docked tail.<p/>Age: Over 1 year<p/>Location Lost: 32215 190TH AVE SE, Auburn WA  98092<p/>Lost Date: 2022-09-09<p/>",
"K22-150347","A671374","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488002","LOST","Hendrik","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-25T00:00:00.000","Date Lost","SE  42ND PL AND 244TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488002","Image Copyright HLP Inc. 2022","Description: Red tabby, wearing a green collar. Has a circular pattern on the sides (multiple circles, within one another). Spayed, male.<p/>Age: Over 1 year<p/>Location Lost: SE 42nd Pl and 244th Pl SE, Issaquah WA  98029<p/>Lost Date: 2022-08-25<p/>",
"K22-150508","A671652","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2490554","LOST","Rocky","Dog","Over 1 year<p/>","Male","Miniature Pinscher","Unknown","2022-08-31T00:00:00.000","Date Lost","41ST  PL. SOUTH & SOUTH 298TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2490554","Image Copyright HLP Inc. 2022","Description: Rocky is a 13 year old minpin, with some white hairs coming in on his face only. He is very friendly and at times has trouble seeing completely, his eyes are slightly cloudy. He weighs about 13 pounds. My daughter and him are very attached to each other and she has been devastated since he got out on 31 August at about 3 AM from our yard when he was let out to go potty.<p/>Age: Over 1 year<p/>Location Lost: 41st pl. south & south 298th street, Auburn WA  98001<p/>Lost Date: 2022-08-31<p/>",
"K22-150844","A672255","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495264","LOST","Sally","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Brown","2022-09-08T00:00:00.000","Date Lost","WINDERMERE  RD AND NE 61ST ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495264","Image Copyright HLP Inc. 2022","Description: Sally is a brown, caramel, black and white domestic short hair female cat. She is about 6 years old and wears a purple collar with a bell. Her back two paws are white and she has white on her chest. Her eyes are light green.<p/>Age: Over 1 year<p/>Location Lost: Windermere RD and NE 61st St, Seattle WA  98115<p/>Lost Date: 2022-09-08<p/>",
