"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"The Colorado Room","Restaurant/Bar","thecoloradoroom.com/","642 S College Ave","Fort Collins","Mon-Th 2pm-8pm; Fri & Sat 12pm-9pm; Sun 12pm-8pm","Per social, curbside pickup avail.","Order from us! Share we're open!","Take-Out","142","17fe26b2da3818ae53dbcce956dadfb748045d9b"
"The Cupboard","Retail","https://thecupboard.net/","152 S College Ave","Fort Collins","10am-4pm Mon-Sun","Contact us at 970-493-8585. We're open 10-6 Monday through Saturday. 11-5 Sunday for in store shopping. Phone orders and alley door pickup. Call 970-493-8585 for details, wear your mask, and hope to see you soon!",,"Take-Out","143","639be4e4e01be6be0a2f26838fbf501870d3ddc2"
"The Emporium Kitchen and Wine Market","Restaurant/Bar",,"378 Walnut St","Fort Collins",,"Contact us at 970-492-0024. We are excited to announce our reopening for indoor dining beginning Wednesday, January 6! Join us for brunch on Saturday or Sunday from 8 am - 2 pm, or dinner Wednesday - Saturday from 4 - 9 pm.  We're following the strictest COVID safety policies to keep you healthy. Outdoor dining and takeout/delivery also still available!",,"Take-Out","144","93dca95bdefa15ff43f32d604445789db1e1ac7f"
"The Fox & The Crow Cheese Shop and Bistro","Restaurant/Bar","https://www.thefoxandthecrow.net/","2601 S. Lemay Ave Unit 9","Fort Collins","Tues-Sat 11am-7pm","Contact us at 970-999-2229. Open for patio dining & easy retail. At this time we are no longer offering in-house dining. If the weather is nice, however, we will welcome you to the patio. There is no service on the patio but you are always welcome to eat your takeout there! You can order a number of our items online and set a pick up date and time, its a time saver and you can pick it up curbside! Sunday & Monday CLOSED, Tues.,Wed. & Thurs. 11a-6p, Friday & Saturday 11a-7p",,"Take-Out","145","17f900803e32a330b8d5691e5133584f4d1d847e"
"The Regional","Restaurant/Bar","https://www.theregionalfood.com/","130 S Mason St","Fort Collins","Tue-Sun 11am-8pm","Contact us at 970-689-3508. SERVING DELICIOUS FOOD IN THREE WAYS: INDOOR & OUTDOOR DINING (AS OF 1/4/21),DELIVERY BY NOCO NOSH AND GRUBHUB, CURBSIDE PICKUP ORDER ONLINE OR CALL",,"Take-Out","146","37bcb83e98084af72c5b005bef4ed728babbdf04"
"The Reserve By Old Elk Distillery","Restaurant/Bar","www.oldelk.com/the-reserve-home","253 Linden Street","Fort Collins","Sun-Wed: 11am-9pm. Thurs-Sat: 11am-11pm","Contact us at 970-287-0640. Offering dine in, patio dining, delivery, take out, and curbside pick up. Invites you to pick-up a bottle of your favorite spirit - and choose from any of our 6 to-go cocktail kits. All the fixins' you need to bring The Reserve home with you. Call us to place your orders over the phone at 970-682-3330. We'll be here from 12-8pm","Come on by","Take-Out","147","32c13c1c359b902fcf16716d97a2e7e202af33e5"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","Take-Out","148","9f9d4b3fb3d562f25b8a54b72ad0083a25a2db86"
"The Tramp About","Restaurant/Bar","thetrampabout.square.site/","1100 W. Mountain Ave.","Fort Collins","Fri/Sat 3:30-8pm, Sun 12-6pm",,"Curbside pick-up. Temporarily set-up in the Beaver's parking lot","Take-Out","149","e7104ccf5466db51017b53f6acde4b1f31cb61fb"
"The Wok and Roll","Restaurant/Bar","thewokandrollfood.com","1700 s college ave unit D","Fort Collins","Mon-Sun 11-8",,"Just don't forget about us. We have a drive through as well. We opened a second location on 120 s mason Nov 2019 and have had to close it for now so we are trying to cover both expenses out of one location.","Take-Out","150","059bb31c964cf6f0bd3b2cc0d9785ebce877944f"
"Tilted Barrel Brew Pub","Restaurant/Bar","http://www.tiltedbarrelbrewpub.com","110 E 29th St","Loveland","Sun-Thurs: 11 AM - 9 PM. Fri-Sat: 11am-12am","Pickup and delivery 970-619-8950",,"Take-Out","151","4cd971bc3b423feacd950c0523a49529716edf84"
"Timnath Beerwerks","Restaurant/Bar","www.timnathbeerwerks.com","4138 Main Street","Timnath","12-8","Contact us at 970-999-5751. We are currently open for dine-in pints at the taproom as well as offering a wide variety of convenient beer to-go.","Please like, follow and share our FB and Instagram posts. Purchase a gift card or Beer To Go for a friend Come visit and check out our cool space. We have a large patio and tent with heaters and blankets available.  Dress warm and come enjoy a pint with us!","Take-Out","152","216ec14cb544c0691a0b169a0359e5e66ee9d300"
"Toast Coffee and Wine Bar","Restaurant/Bar",,"205 4th Street","Windsor",,"Contact us at 970-460-9123. Visit us for curbside pickup, to-go orders, or outdoor dining! Shop inside while you wait for your food, coffee, or wine! Mon: 8am - 2pm Tue-Thur: 8am - 6pm Fri: 8am - 8pm Sat: 8am - 6pm Sun: Closed",,"Take-Out","153","70ed3f5a220350f24673cc9700992bb5139c311e"
"Tropical Smoothie Cafe","Restaurant/Bar",,"700 S College Ave","Fort Collins",,"Contact us at 970-825-5111. Open for Dine in, Carry out, Curbside pick-up, and Non-contact Delivery. Carryout orders can be placed at the cafe, by phone or using Tropical Rewards App. Please use Grubhub,Noconosh, Doordash, Ubereats or postmates for delivery services. Our hours: M-F: 7 am to 9 pm; Sat: 8 am to 9 pm; Sun: 9 am to 9 pm.",,"Take-Out","154","566e176270ef3e061d63b7fafc714fae2101a1be"
"Turtle Mountain Fermentery","Brewery","www.turtlemountainfermentery.com","513 N Link Lane, Unit C","Fort Collins",,"Delivery 7 days a week order through our website - Curbside Pick up Thursday - Sunday 1-4pm call/text 720-446-6170",,"Take-Out","155","acb57c722ea4f6a3cd45bcd3d96a9b96e26fa20a"
"UbreakIFix","Business & Professional",,"3531 S College Ave, Ste 120","Fort Collins",,"Contact us at 970-226-8652. Open for Business from 10 a.m.-6 p.m. Monday through Saturday.We follow very stringent Covid precautions; using nitrile gloves, and masks.  Every device is sterilized before and after your repair.  We even sanitize your device with UV light after the repair to ensure your safety. We only allow one customer at a time into the store.  We disinfect and sanitize after every customer; and every night before we close, we disinfect and sanitize the entire store. We can check you in at the curbside to ensure appropriate social distancing precautions are taken. We can even come to your residence or place of business to pick up devices and will happily bring them back to you after the repair is completed.  And, we gladly accept mail-ins too. Please call the store 970-226-8652 to let us know how we can keep you in touch with your world.",,"Take-Out","156","430add14deab1c48bff6cbd6d8404aa63f1a055e"
"Uno Mas Taqueria","Restaurant/Bar",,"120 W. Olive St.","Fort Collins",,"Contact us at 970-286-2957. Now open for DINE IN! SUN to THU 11am to 8pm, FRI & SAT 11am to 9pm. Delivery through Noco Nosh and Grubhub and Carry out available. In addition to regular menu items, we have a family meal which includes 20 tortillas, 3 meats or veggie ( sorry no seafood), trio of salsas, full guacamole and chips for $60. To go margs! 1 liter for $40. Individual margs for $5.",,"Take-Out","157","d417cacdcb89a2a8a21a87d147a9771ed5bdab72"
"Uptown Liqours","Liquor Store","https://www.facebook.com/Uptownliq/","1833 E Harmony Rd","Fort Collins","9am-11pm","Drizly or call (970) 204-4121",,"Take-Out","158","4a4a3e526e8911783bbe121c6aac680a9c398a43"
"Urban egg","Restaurant/Bar","https://www.urbaneggeatery.com/","230 S College Ave","Fort Collins","Mon-Fri 8am-1pm, Sat-Sun 8:55am-1pm",,,"Take-Out","159","c3536cadb156f20d5fb8b4e967754b3b3af5ec52"
"Verboten Brewing","Brewery","https://verbotenbrewing.com/","127 E. 5th Street","Loveland",,"Sun-Fri 3-6pm, Sat 2-6pm. Home delivery service everyday, 970-988-6333 or email sales@verbotenbrewing.com",,"Take-Out","160","f5eeaed751fd7ea8ba44141f89280459f03ce5ab"
"Vern's Place","Restaurant/Bar",,"4120 W. County Rd. 54G","Laporte",,"Contact us at 970-482-5511. Offering dine-in, and curbside pickup. Open Tues-Wed 8am-2pm, Thur 8am-7pm, Fri-Sat 8am-8pm, Sun 8am-7pm, Mon Closed",,"Take-Out","161","c0e948029ed1e99ddc79669474f6c8ec78e1bae0"
"Vincent Gastroteca","Restaurant/Bar",,"902 W. Drake Road","Fort Collins",,"Contact us at 970-472-0201. Yes, we are open! Dine in available. Call us for curbside pickup or order delivery online from Noco Nosh!",,"Take-Out","162","01e7e2bfad4605e2315b3e0f1a3b3179e68059d4"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","Take-Out","163","69ac75f7858573682d8a979a5f7cfa936f3cfcc0"
"Waltzing Kangaroo","Restaurant/Bar",,"1109 W. Elizabeth St.","Fort Collins",,"Contact us at 970-568-8817. Offering take-out and delivery at the time. Delivery through Grubhut. Bakery open Tues - Sat, 11am to 2pm. Order meat pies for shipping. https://bit.ly/2OmAbK4",,"Take-Out","164","192f92a88b4edb7b8b26ba96f9881e0e0cacdb1d"
"Welsh Rabbit Cheese Shop & Pantry","Restaurant/Bar","www.thewelshrabbit.com","216 Pine St","Fort Collins","10am-7pm","Monday - Thursday: 12pm - 9pm  Friday: 12pm - 10pm  Saturday: 11am - 10pm",,"Take-Out","165","3db73d7c941d23e6ae82aa9f01e2b24285380319"
"Whole Foods","Restaurant/Bar",,,"Fort Collins",,"Contact us at 970-267-9200. We have special hours for at-risk populations and are partnering with Amazon to expand delivery and pickup.",,"Take-Out","166","d0edc3ee488cac980a29d6c367bf016ae98ad195"
"Wilbur's Total Beverage","Restaurant/Bar","https://www.wilburstotalbeverage.com/","2201 S College Ave","Fort Collins",,"Contact us at 970-226-8662. In store shopping available, we will be complying with state and county requirements to limit the number of customers in our store, for your safety. or will deliver to you! Visit our online store.",,"Take-Out","167","9136b9541b3738b6331ea05c7b06493c171cc25d"
"William Oliver's","Restaurant/Bar","www.williamolivers.com/","2608 S Timberline 108","Fort Collins","11am-midnight (or earlier depending on restrictions)",,"Please rate and like us on social media. Facebook: facebook.com/williamoliverspublickhouse/ & Instagram: instagram.com/williamolivers/?hl=en","Take-Out","168","00a0ff62410d30ed4f86a78e637b7897974307f9"
"Wing Shack","Restaurant/Bar",,"1011 S Lemay Ave","Fort Collins",,"Contact us at 970-631-8067. Hours: 11:00 AM-10:00 PM)  Our restaurants are now open for both curbside pick up and in-store carryout. We are currently working with local health officials to re-open our dining rooms at limited capacity. We are looking forward to having our guests enjoy dining at our stores - in the safest way possible. Delivery provided by NoCO Nosh",,"Take-Out","169","d629492b650e1200306cd212e4bc40e8c7ac3c23"
"Wolverine Farm Letterpress & Publick House","Restaurant/Bar","www.wolverinefarm.org","316 Willow Street","Fort Collins","M-Sat 11am-8pm Sunday 12-4pm",,"1) Visit our Little Zurich Market, a magical outdoor holiday market featuring local makers, music, poetry, art, mulled wine, hot cider, candle dipping and more! Every Thursday-Saturday 4pm-8pm and Sunday 12-4pm through the end of the year. See our website for more information and to make a candle dipping reservation: www.wolverinefarm.org. To be involved, please email chelsea@wolverinefarm.org. 2) Become a monthly member of Wolverine Farm through our Patreon Campaign at www.patreon.com/wolverinefarm.  3) Feel free to donate to Wolverine Farm from our website, or buy a gift gift card for yourself and your friends at www.wolverinefarm.org/shop.","Take-Out","170","85e2040dbd39407d3207f1083a75a07af3e605da"
"Young's Cafe","Restaurant/Bar","Youngscafe.com","3307 S.College Ave #114","Fort Collins","11am-9:00pm everyday","Contact us at 970-223-8000. Young's is now offering dine in service to our customers. We also offer carry out.  To decrease person to person contact, we are also offering a curbside pickup option. Simply place your order ahead of time and then pull into one of our parking spot and we will bring your order out to your car.","How to help this business:","Take-Out","171","4c291d3493839a2e48f6df2c55a740d1a8dd36d4"
"Zwei Brewing Co.","Restaurant/Bar","www.zweibrewing.com/default.aspx","4612 S. Mason Street, Ste 120","Fort Collins","1 - 7 p.m.","1-7PM Some prefills, also take custom orders. Email sales@zweibrewing.com","https://www.facebook.com/zbbrewing/","Take-Out","172","988471acfcafd752a789027f70f4568ed1b8121b"
"A Chef of Your Own","Restaurant/Bar",,,"Fort Collins",,"Contact us at 970-218-4444. Preparing fresh, crafted cuisine delivered to your door... New menu each week and accommodating food allergies and intolerance. Check us out!",,"Delivery","173","a596ca0fb7d61effa4a53c9a76718aeb5779535e"
"Alpine Arts - The Colorado Showcase","Retail","www.alpineartscolorado.com/","112 North College Ave","Fort Collins","M-Sat: 10am-9pm. Sun: 11AM-!0pm","We offer curbside pickup 7 Days a week!","Purchase gift certificates and merchandise online with delivery, shipping, or 'take-out' options.","Delivery","174","5858ccfdf489bf27a4ab78341ab545b83b882bc0"
"Alzheimer's Association","Family, Community, and Non-Profit",,"415 Peterson Street","Fort Collins",,"Contact us at 800-272-3900. Colorado Chapter is closed but support groups and classes are being delivered virtually at this time. 24/7 helpline: 1.800.272.3900 .",,"Delivery","175","278d6a9d5602871176c7d891286f05415a8b44e5"
"Bann Thai","Restaurant/Bar","www.bannthairestaurant.net","2721 Council Tree Ave","Fort Collins","Mon-Sat: 11am-9pm. Sun: 12pm-9pm","970-377-1282. Offering takeouts and delivery with no fees with a min. of $15",,"Delivery","176","748bc2ef67ae2f39ac9b2bf88a825e10d51b8704"
"Beau Jo's Fort Collins","Restaurant/Bar","www.beaujos.com/pizza-locations/ft-collins/","205 North College Avenue","Fort Collins","11am-9:30pm","Contact us at 970-498-8898. Indoor dining available. Open for take out and delivery","How to help this business:","Delivery","177","9cdb0afbc99f3727e0d8635f57ba227c3dfd04ce"
"Behr Paint Company","Retail",,,"Fort Collins",,"Contact us at 970-302-6797. Bringing you quality paints and stains since 1947. Online orders, and delivery available.",,"Delivery","178","9abe0058e712f216622d15ab79ed54552a62f6d0"
"Ben & Jerry's (Fort Collins, CO)","Restaurant/Bar",,"1 Old Town Square, Suite 104","Fort Collins",,"Contact us at 970-407-0899. Open for dine-in, delivery, and take out. Sun-Thur 12 to 8pm Fri-Sat 12 to 9pm. Shop #: 970-407-0899; Catering #: 970-407-0899",,"Delivery","179","a32b4db36e21dd5231d4e912b263f7410640c46d"
"Bondi Bar","Restaurant/Bar","www.bondibar.com/","11 Old Town Square","Fort Collins","W-F: 5p-2a Sa: 12p-2a Su: 10:30a-2a",,"We need love and support from our community in numerous ways at this time.","Delivery","180","38f4e60f1588a5867e928a7eb76b7a3747ab104b"
"Brown's Shoe Fit","Retail","fortcollinsshoes.com/","3500 S COLLEGE AVE, SUITE 184","Fort Collins","Monday- Friday10-7, Saturday 10-6,  Sunday 12-5",,"Like us on Facebook @BrownsShoeFitCoFtCo. Buy Gift cards. You can do a Facetime call and shop virtually","Delivery","181","191789cafa0ba97403511ccff54c3f65f8ce6582"
"Butterfly Cafe","Restaurant/Bar","Butterflycafefortcollins.com","212 Laporte Ave","Fort Collins","Monday-Friday: 7am - 3pm, Saturday 8am - 4pm","Thank you for supporting us!","Leave us a good review on google or Yelp, post on social media, tell people! :)","Delivery","182","3a0240fb1146b08028be83c4459a17d875d355a9"
"Butters Fort Collins","Restaurant/Bar","https://buttersbreakfast.com/","1103 W Elizabeth St","Fort Collins","Sun-Sat: 7am-1:30pm","Contact us at 970-797-2062. !![?]Open for dine in, takeout, delivery, and curbside pick-up! !![?]Open Mon-Fri 7am-1:30pm, Sat-Sun 7am-2pm Order our delicious  breakfast and brunch options by calling us at 970-797-2062! Or order online at https://buttersfoco.hrpos.heartland.us/menu!!  Order delivery through Noco Nosh!!",,"Delivery","183","4fd9a54ac06ec3de581d35b52a8eb06c58ed343c"
"C&C Liqour","Liquor Store","https://candcliquorfortcollins.com/","1501 W Elizabeth St.","Fort Collins","9am-11:59pm","Own android/ios app, free delivery with code WINTER",,"Delivery","184","2ebaef66187944ea2603e7e69a3e1df19ca9a752"
"Cacciatore at Heller's Kitchen","Restaurant/Bar",,"1939 Jessup Dr, Ste 110","Fort Collins",,"Contact us at 970-825-5135. We wish to thank our community for your continued support of all small businesses! Effective immediately Fort Collins and Windsor locations are now open for indooor dining. Both locations are still offering carry out, delivery, and curbside pick up. Fort Collins has a large patio with heaters that will remain open for full service as well.",,"Delivery","185","3ff4ab6986e3153c01cb4c4ba8662217a846795d"
"Cafe Bluebird","Restaurant/Bar","https://www.cafebluebird.com/","524 W Laurel St","Fort Collins","Thursday - Tuesday 8AM - 1PM","Buy gift certificates over the phone or in person",,"Delivery","186","2be71d877f185494b1added60da94605bea4f8b7"
"Cannagea","Health & Wellness","https://cannagea.com/","2716 S College Ave Suite D","Fort Collins","N/A",,"https://www.instagram.com/cannagea_cbd/","Delivery","187","f2252fa173ce317e300aceec3c6d72c51941a124"
"Centennial Leasing & Sales","Auto",,"4730 S College Ave, #102","Fort Collins",,"Contact us at 970-689-5466. We are back to a fairly normal routine here at #CLSNoCO. To stay in in compliance with the state of Colorado and local executive county orders to combat the spread of COVID-19, we have opened our doors to vendors, clients and friends.  We are all carrying and wearing masks when we meet with our clients, and ask that you do the same when you come to see us.  We are committed to helping slow the spread of this illness, however we know that we have clients that are in need of vehicles at any given moment. Open for online business, virtual walk-a-rounds, delivering of vehicles, etc. 970-689-5466 or email jvlahos@clscars.com.",,"Delivery","188","651c009d420c10e0c8e7fcb8311cac57ad28d6d9"
"Charco Broiler","Restaurant/Bar",,"1716 E. Mulberry Street","Fort Collins",,"Contact us at 970-482-1472. We're OPEN for DINE-IN, take-out, delivery, and patio seating (if its nice out). :New Hours: Monday - Closed Tuesday - 11am to 8pm Wednesday  - 11am to 8pm Thursday - 11am to 8pm Friday - 11am to 9pm Saturday  - 8:30am to 9pm Sunday - 8:30am to 8pm",,"Delivery","189","8218aec84c17e17bd4bf6d63d772919ccfa6888f"
"Cheba Hut","Restaurant/Bar","https://chebahut.com/order-online","104 E Laurel St, Fort Collins, CO 80524","Fort Collins",,,,"Delivery","190","074c78806f435774a9c83042658f1b99bd0fcb34"
"Chesters Chicken","Restaurant/Bar","www.chesters.com","4541 Shields St","Fort Collins",,,,"Delivery","191","05641201ce2fea5e48458f9e046272b954c0676f"
"Chick-fil-A Fort Collins","Restaurant/Bar","https://www.chick-fil-a.com/OrderFood/fortcollins","3605 S College Ave","Fort Collins",,"Contact us at 970-377-9644. Dine-in services are temporarily closed. Dining services that are open include: delivery, drive-through, curbside pickup, and carryout. Monday - Saturday 6:30am - 10:00pm Sunday Closed",,"Delivery","192","1908f909fc8d8b44f808d664f24f6b364a8a7da3"
"Chipotle","Restaurant/Bar","https://www.chipotle.com/","2120 E Harmony Rd","Fort Collins",,,,"Delivery","193","38f96fd310b0825183d75008a22f044c1475bb81"
"Christian Brothers Automotive Fort Collins","Auto",,"1500 Academy Ct","Fort Collins",,"Contact us at 970-484-3146. Open for Business 7am-6pm M-F to serve the auto repair & maintenance needs of our community.  No-Contact options including FREE pickup / delivery & all-day envelope drop off.  All communication and payment can happen over the phone. Our lobby is open with strict social distancing measures in place and is sanitized at regular intervals.  In-store services are paperless and also require no-contact between you and our staff.  All vehicles are sanitized before and after service for our customer's protection, including your keys.  Please call (970) 484-3146 to make an appointment.",,"Delivery","194","c475f344597408785531a2f5f5c4d75a10de0cdb"
"Citizen Printing","Business & Professional",,,"Fort Collins",,"Contact us at 970-482-2537. Open for business! Full service printing from concept to delivery! Monday - Friday   7:00am - 4:00pm  or by appointment Offering curbside pickup.",,"Delivery","195","34975197f9ae6d8da26cf0c193897e3ae380f906"
"Comet Chicken","Restaurant/Bar","http://cometchicken.com/","126 W Mountain Ave","Fort Collins","Reopening May 8th @11am-9pm","Contact us at 970-689-3464. Dine-In, Takeout, and Delivery, Hours of operation are 11 a.m.-9 p.m., seven days a week. The menu features chicken tender baskets, sandwiches (original, Nashville hot, buffalo), house salad, fries, side salad, and brownies. Guests may pick up their favorites through carryout, newly instituted curbside pickup, or delivery from NoCo NOSH, and GrubHub. Comet Chicken has also launched online ordering to accommodate contactless ordering and payment.",,"Delivery","196","10488d1d8e212b0d53440bd08e2791f2a3e53187"
"Community Automotive Service","Auto",,"1925 S Timberline Rd, S1","Fort Collins",,"Contact us at (970) 484-7556. OPEN and HERE FOR YOU! Our team is hard at work keeping our shop clean and staying healthy so that we can continue serving you. Our techs wear gloves and sanitize every vehicle coming in and leaving our shop. We are offering: *Pick up and delivery service, *Economic hardship essential services discounts, *Very clean loaner vehicles, *Deferred payment plans for repairs to keep you going . And as always, our Rewards Program offers free towing and dollars towards future repairs. Please let us know how else we can help you during these tough times. We're here for you! Visit our website for Economic HELP discounts and to schedule your appointment online: CommunityAutoInc.com",,"Delivery","197","987275d0bc3c0b66d30f44e8c004fdcfcefcb72a"
"Compost Queen","Construction, Trades & Landscaping","https://compostqueenfc.com/","2224 Stonegate Drive","Fort Collins","8am-6pm","No contact composting service!","How to help with business: Please rate us on Google and social media, share our services with local individuals","Delivery","198","7954e272168a37a32e7f3db3f624828f82c3c833"
"DC Oakes Brewhouse","Brewery","https://www.dcoakesbrewhouse.com/","3581 Harmony Rd #110","Fort Collins",,"Delivers within 7 miles, 11am-9pm, 970-286-2076",,"Delivery","199","b597db81cf6c06ccd61ab116c5893609ad31f21b"
"DP Dough","Restaurant/Bar","https://www.dpdough.com/","634 S College Ave","Fort Collins",,,,"Delivery","200","bc44303089c9554359caa3ccea0ffb006afa1500"
"Dandelions & Rust","Retail","Www.dandelionsandrust.com","1220 S. College Ave","Fort Collins",,"We will be continuing our outdoor markets throughout the winter! Check in with us for dates!","Please remember to shop small this holiday season. We represent 30 local artists in our store. We offer gift cards, local pick up/delivery, and a small selection of items for sale via our website.  Follow us on FB and insta and share us with a friend. Thank you!","Delivery","201","9bac305452b17c3d228ce817437816cc9a318718"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","2721 S College Ave. #2","Fort Collins","11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","Delivery","202","eea20fefe71d6b9ef11fa4867ce8c0061104dff9"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","Delivery","203","a38606e9490599b35e129b4374d9fd1574c80d9a"
"Domenics Bistro & Wine Bar","Restaurant/Bar",,"931 E Harmony Rd","Fort Collins",,"Contact us at 970-207-0411. Open for dine in! Call 970-207-0411 for a reservation / curbside pickup, or delivery available online through NoCo Nosh. 11am - 10pm Monday to Thursday 11am - 11pm Friday and Saturday, 4 - 10pm Sunday",,"Delivery","204","ce2efac03bb004eb35bbe31489b3204e5c7c0e4d"
"Downtown Ace Hardware","Retail","www.acedowntown.com","215 S College Ave","Fort Collins","Monday-Saturday 8-6 Sunday 9-6",,"Please do your shopping online with curbside pickup or delivery. Visit us at instagram.com/downtownaceftcollins or facebook www.facebook.com/downtownace/.","Delivery","205","4d15fd0ce0ebb0e340b6cb9ee1fa65d8042818c4"
"Eldorado Natural Spring Water","Business & Professional",,"1783 Dogwood Street","Louisville",,"Contact us at 303-995-8130. Providing prompt and efficient delivery of various products. By the way, Eldorado is a 7 time national and international award winning water for taste and quality. Please call if you have any questions regarding custom labels or our delivery plans, as low as $19.95 per month",,"Delivery","206","8cfa61095973d2c87620733d7a0bdd56de61b178"
"Eldorado Natural Spring Water","Business & Professional",,,"Fort Collins",,"Contact us at 303-995-8130. Providing prompt and efficient delivery of various products. By the way, Eldorado is a 7 time national and international award winning water for taste and quality. Please call if you have any questions regarding custom labels or our delivery plans, as low as $19.95 per month",,"Delivery","207","57093cc79b95f9e2a21ae5b2ffe9e34e4c81c27e"
"Elevated Sandwiches","Restaurant/Bar","elevatedsandwiches.com/","1612 N College Ave","Fort Collins","Tuesday-Friday 11am to 7pm Sat-Monday 11am to 5pm","Contact us at 970-286-2548. Patio is open 11am - close. Offering take out, and curbside pick up. We suggest calling in your order. Find us on Noco Nosh for delivery options.","Support Local, Find us and like us on Social Media. @elevated.sandwiches https://www.instagram.com/elevated.sandwiches/;  https://www.facebook.com/elevatedsandwiches Thank you for supporting local!","Delivery","208","7af8a214d963b19f66ff2d836c2a8e5cbfd9805b"
"FLEXX Productions","Construction, Trades & Landscaping","https://www.flexxproductions.com/","1833 E Harmony Road #19, Fort Collins, CO 80528","Fort Collins","Monday-Friday 9am-4pm","Rate and like us on social media","1) We offer tents for social distancing for restaurant patio extensions,Please help us spread the word.  2) We are offering a graduation rental package for graduating seniors of the class of 2020.","Delivery","209","c0ec537a66e3d936fd02fa45f022cf5c0607f0ac"
"Facette Medical Spa and Hair Experience","Health & Wellness","https://www.facettemedicalspa.com/","1100 Haxton Dr, Unit 100, 6","Longmont","phone order only","https://www.facebook.com/facettemedspa/","Purchase online, or prepay for services.","Delivery","210","3f0cbcae8a8cc1ca9cfebf9c7214f325bb868f46"
"FedEx Office","Construction, Trades & Landscaping","https://local.fedex.com/en-us/co/fort-collins/office-1602/?cmp=LOC-1001545-3-1-971-1110000-US-US-EN-GPLCOPYANDPRINT","130 W Olive St","Fort Collins","9AM - 6PM",,"Signs and Banners, copies and prints, Packing and Shipping.","Delivery","211","4b4b5f8be5bf3ce775c1412791ec6dea09c41d24"
"Fiona's Deli","Restaurant/Bar","https://fionasdeli.com/","1001 E Harmony","Fort Collins","11am-7pm Monday thru Saturday","Soups, Salads, Sandwiches & Bakery  Adding Take Home Meals from Catering Menu. Open 11am-7pm every day. Call for order 970-530-2120",,"Delivery","212","919f361cb66dc2cab01a08f413c5eff103d19762"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","2120 E Harmony Rd","Fort Collins",,,,"Delivery","213","86bc8e7458599e60d8a3f176ccc41f24a549c3c3"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","1856 N College Ave","Fort Collins",,,,"Delivery","214","785945bf5462c48a5827803280674c1f91505823"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","1335 W Elizabeth #100","Fort Collins",,,,"Delivery","215","cdb1c2715c6184dbbb1eac613fd1441538c169f4"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","2860 E Harmony Rd","Fort Collins",,,,"Delivery","216","b1f859b1a790ad280b02f77cd0a0c9b2ad574cce"
"Foco Doco","Restaurant/Bar",,"234 N. College Ave a1","Fort Collins",,"Contact us at 970-689-8978. We are open for pick up & delivery (through NoCoNosh). Store hours Mon-Fri. 7am-5pm, Sat & Sun. 8am-5pm",,"Delivery","217","396fe87700de3bb73d64f78cdbda2c6b5d425f29"
"Fossil Creek Nursery","Retail","www.fossilcreeknursery.com","7029 S College Ave","Fort Collins","M-Sat 9-5, Sun 10-4","We are a family owned business that has been part of Fort Collins since 1969.","Buy a gift certificate for the gardeners in your life! Like us on Facebook www.facebook.com/fossilcreeknursery.","Delivery","218","ec0daae862cff6ff2e715c6ccb1b17c8541474a9"
"Fuzzy's Taco Shop","Restaurant/Bar",,"1335 W Elizabeth","Fort Collins",,"Contact us at 970-407-8226. This location is open for dine in, takeout, and delivery. Also now offers online ordering! Open Monday-Saturday 8am-10pm, and Sunday 9am-10pm",,"Delivery","219","5d9d90b0b9996507e16dfca0764ad5844a1b4fd4"
"Garbanzo Mediterranean Fresh","Restaurant/Bar","www.eatgarbanzo.com","100 W Troutman Pkwy STE 120","Fort Collins","11am-8pm",,"How to help this business:","Delivery","220","76f18082a8cc40f2b00850531299336912281d4b"
"Gilded Goat Brewing Company","Restaurant/Bar","www.gildedgoatbrewing.com","3500 S College Ave, #194","Fort Collins","TBD","Stop by and shop to support a local, family-owned business!","1. Grab some to-go beer, merchandise, and/or a gift card. 2. Follow us on Instagram and Facebook Insta: @gildedgoatbrewingco FB: @gildedgoat  3. Give the gift of craft beer this holiday season.","Delivery","221","6a864be251f9ba6fded719d2f41c87109244781f"
