"name","type","website","location","city","hours","comments","how_to_help_this_business","dine_in","outdoor_dining","outdoor_recreation","outdoor_retail","outdoor_services","gift_cards","delivery","take_out","order_online","noconosh","doordash","grubhub","postmates","bottles","cans","crowlers","growlers","product_options","availability","meta_row_index","meta_row_id","gps_location"
"Sparge Brewing","Brewery","https://www.spargebrew.com","3999 GW Bush Ave #101","Wellington",,"food truck schedule on social/website.  m-th 3-7 fri 2-8 sat 12-8 sun 12-4",,,,,,,"true",,"true",,,,,,,,"true","true","Crowlers, Gift Cards, Growlers","Take-Out","382","32081f0f010751b1ad9e2cd8d93bb91005fdcba6","POINT (-105.001754 40.682457)"
"Watchdog Automotive",,,"153 N College Ave","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"465","d068c6802f05b8b335f80b9c3a30d654c7b45d45","POINT (-105.077063 40.588255)"
"She Leads","Business & Professional","http://www.meetup.com/sheleadsfc/","19 Old Town Square, Ste. 238","Fort Collins","n/a","https://www.facebook.com/SheLeadsFC/","Invite a women to our upcoming free events - meetup.com/sheleadsfc/  Buy/donate/sponsor an Impact Membership.",,,,,,,,,,,,,,,,,,,,"367","50f7a17188fce0b5eb6af9e9cbee0239291bb334","POINT (-105.07568 40.587766)"
"DP Dough","Restaurant/Bar","https://www.dpdough.com/","634 S College Ave","Fort Collins",,,,,,,,,,"true",,,,,,,,,,,,"Delivery","102","31b7f7c65fc7a030531a3fc2ab7061150b9d0d5e","POINT (-105.076978 40.578737)"
"Rachel Blunk, LAc, Inc","Health & Wellness","http://www.BabyByBlunk.com","2601 S Lemay #25","Fort Collins","M/W/F 9am-1pm herb pickup only","https://www.facebook.com/RachelBlunkLAc/","Refer me to individuals needed hemeopathics.",,,"true",,,"true","true",,,,,,,,,,,"Gift Cards","Delivery, Outdoor Recreation","335","317832fa1db7ec34eeb1cc90f88d1620b44dba96","POINT (-105.057988 40.55071)"
"Otter Shop","Retail","http://www.otterbox.com/en-us/otter-shop.html","151 W Mountain Ave","Fort Collins","Monday thru Saturday 10-8p","Contact us at 970-825-5650. Open for in-store shopping, curbside pick-up, and free standard shipping . Hours Monday-Saturday from 10am-8pm. Call us at 970-825-5650. We are able to do refunds and warranties but cannot exchange screen protectors or cases at this time!","How to help this business:",,,,,,,,"true",,,,,,,,,,,"Take-Out","303","278574083a65fb335c277b6fef350cf56af2519f","POINT (-105.078413 40.586963)"
"Rio Fort Collins","Restaurant/Bar","http://riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:",,"true",,,,"true",,"true","true","true","true","true",,,,,,"Gift Cards","DoorDash, GrubHub, NoCoNosh, Order Online, Outdoor Dining, Take-Out","350","1d7e51823cd29ab7345b69dbf5dbdc7c6e734377","POINT (-105.078227 40.586965)"
"Ben & Jerry's (Fort Collins, CO)","Restaurant/Bar",,"1 Old Town Square, Suite 104","Fort Collins",,"Contact us at 970-407-0899. Open for dine-in, delivery, and take out. Sun-Thur 12 to 8pm Fri-Sat 12 to 9pm. Shop #: 970-407-0899; Catering #: 970-407-0899",,,,,,,,"true","true",,,,,,,,,,,"Delivery, Take-Out","28","a354a406b58ff3494d524fb2c0ef88a5d88f56c4","POINT (-105.075899 40.587606)"
"Blue Agave Grill","Restaurant/Bar","http://www.blueagavegrillcolorado.com/locations/fort-collins/","201 S College Ave. Suite 100","Fort Collins","Monday-Saturday  11am-10pm  Sunday  11am-9pm","Contact us at 970-631-8076. limited indoor dining available! / Patio / Carryout / Delivery: Monday - Saturday 11:00am - 10:00pm Sunday 11:00am - 9:00pm Our brunch menu is temporarily suspended until indoor dining resumes. We are still offering bottomless mimosas with any food purchase. Call us to order take out!","How to help this business:",,"true",,,,,,"true",,"true",,,,,,,,,"NoCoNosh, Outdoor Dining, Take-Out","38","8a012baf76399515aefdc39f3a07099b4f3f27df","POINT (-105.077075 40.585342)"
"Fuzzy's Taco Shop","Restaurant/Bar",,"1335 W Elizabeth","Fort Collins",,"Contact us at 970-407-8226. This location is open for dine in, takeout, and delivery. Also now offers online ordering! Open Monday-Saturday 8am-10pm, and Sunday 9am-10pm",,,,,,,,"true","true","true",,,,,,,,,,"Delivery, Order Online, Take-Out","160","85da45a3309beedf12229dcb12293b7aae621271","POINT (-105.10057 40.574529)"
"Sundance","Temporarily Closed",,"2716 E. Mulberry Street","Fort Collins",,"Contact us at 970-484-1600. We can't wait to welcome you all back to our venue soon! We will update you as things progress but right now, our goal re-open date is April 1st! Keep washing your hands, wearing your mask, and social distancing so we can get back to normal!",,,,,,,,,,,,,,,,,,,,,"393","6e4276f71f650428c5a86d4de85852af2d5fdbe2","POINT (-105.026987 40.581588)"
"Olive Garden","Restaurant/Bar",,"3905 S College Ave","Fort Collins",,"Contact us at 970-225-3803. We are open for dine in, delivery, and Carside ToGo. Place an order or join the waitlist at our website.",,,,,,,,"true",,,,,,,,,,,,"Delivery","298","909acb370457cda935a9b556f310d7231fb852da","POINT (-105.07717 40.533006)"
"Choice City Butcher & Deli","Restaurant/Bar","http://choicecitybutcher.com/","104 W Olive St","Fort Collins","Monday 11am - 4pm Tuesday 11am - 4pm Wednesday 11am - 8pm Thursday 11am - 8pm  Friday 11am - 8pm Saturday 9am - 8pm Sunday 9am - 4pm","Contact us at 970-490-2489. We are open for dine in, as well as our extended patio. We are open for curbside service. Delivery is available through GrubHub and Doordash.  Hours: Monday 11am - 4pm Tuesday 11am - 4pm Wednesday 11am - 4pm Thursday 11am - 4pm Friday 11am - 8pm Saturday 9am - 4pm Sunday 9am - 3pm","How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","70","f9f717c99d04185178226cecc48ce2e934d65581","POINT (-105.077628 40.584249)"
"The Right Card",,,"17 Old Town Square","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"425","5f331582dc0daf2d31932777eaa20cd5fecef3b6","POINT (-105.07568 40.587766)"
"Iconic Digital Studios","Business & Professional",,,"Fort Collins",,"Contact us at 970-215-4708. Leading Fort Collins Video Production and Marketing Company.  You can contact us during normal business hours via phone, or by completing the information request form at our website https://iconicdigitalstudios.com/contact/",,,,,,,,,,,,,,,,,,,,,"192","1aea3ae77ad964a34d8f0a86c6971147b78407e1","POINT (-105.082459 40.588972)"
"The Downtown Visitor Center","Temporarily Closed",,"1 Old Town Square Unit 107","Fort Collins",,"Contact us at 970-232-3840. Find information at https://www.visitftcollins.com/ including information about resources and business hours and availability!",,,,,,,,,,,,,,,,,,,,,"408","04c71cd0f4663b545490f5378c030a2066926bcc","POINT (-105.075899 40.587606)"
"The Wright Life","Retail","http://www.wrightlife.com/","200B Linden St.","Fort Collins","Daily 11am-5pm",,"How to help this business:",,,,"true",,,,,,,,,,,,,,,"Outdoor Retail","430","a84ed9003736477102275992f1a2708aa7b9b7fc","POINT (-105.075167 40.588163)"
"Mugs Coffee Lounge","Restaurant/Bar",,"261 S. College Ave","Fort Collins",,"Contact us at 970-472-6847. Mugs is open for takeout and curbside pickup from 6:30am-5pm. Order online at mugscoffeelounge.com and pick up on our Olive Street patio. We have missed you! Thank you for your support! Our small local business is nothing without you!",,,,,,,,,"true","true",,,,,,,,,,"Order Online, Take-Out","275","8eb2f79d0bcc5a26f88d5db25024d8e195948d45","POINT (-105.077081 40.584503)"
"Vincent Gastroteca","Restaurant/Bar",,"902 W. Drake Road","Fort Collins",,"Contact us at 970-472-0201. Yes, we are open! Dine in available. Call us for curbside pickup or order delivery online from Noco Nosh!",,,,,,,,"true","true","true",,,,,,,,,,"Delivery, Order Online, Take-Out","457","fe6ff9d2ae2178b0d7b2655e81806bd7ad62f691","POINT (-105.092767 40.552768)"
"Avuncular Bob's Beerhouse","Restaurant/Bar","https://www.avuncularbobs.com/","830 S College Ave","Fort Collins","12-7pm Wed/Thurs,  12-8pm Fri/Sat/Sun","Contact us at 970-484-2688. Open today for dine in, and curbside pick-up! Open Tuesday-thursday 3-8pm, Friday and Saturday 12-8pm, Sunday 12-5pm, and Closed Mondays. Times are wacky, but we have you covered with to-go BEER and FOOD today! Check out our full listing at www.avuncularbobs.com. And don't forget, we have BEER FLIGHTS TO-GO",,,,,,,"true",,"true",,,,,,,,,,"Gift Cards","Take-Out","21","0ad49fe3fa43f4fe9b902ca3641ee98b1824f2a2","POINT (-105.077003 40.575618)"
"Fairfield Inn & Suites","Hospitality",,,"Fort Collins",,"Contact us at 970-226-6656. Open for lodging and private work space rental! This hotel features free wifi, free parking, and business center. Private work space is more important than ever and we understand that working from home may not be an ideal situation for many individuals. Private rooms are now available for discounted daytime rental from 9:00am - 5:00pm. Please call 970-226-6656 for pricing details.",,,,,,,,,,,,,,,,,,,,,"137","29f66fb5a8ec9bbbb9a600aa1c8246e15a68d8a5","POINT (-105.082459 40.588972)"
"Gib's NY Bagels",,,"2815 E. Harmony Rd. #102,","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"165","28a3e19ea871f67022d195fcf3e70a3118ce5a6c","POINT (-105.02529 40.523111)"
"Bizarre Bazaar Books and Music","Retail","http://www.fortcollinsbazaar.com/","1014 S.  College Ave.","Fort Collins","10am - 7 pm",,"Shop at our store. Sell us your books, records, and audio equipment. Donate used media to our free wall!",,,,"true",,"true",,,,,,,,,,,,"Gift Cards","Outdoor Retail","33","0d8d32ada0f6ceb20a91f8334bda1ad2a026febb","POINT (-105.076983 40.573728)"
"Courtyard by Marriott Fort Collins","Hospitality",,"1200 Oakridge Dr","Fort Collins",,"Contact us at 970-282-1700. Open.  Please call 970-282-1700.  Need a break from home? We are offering daily office space for $29.00 per day (plus tax).",,,,,,,,,,,,,,,,,,,,,"92","629e16d7f44621e606b3a1a6e28a861950b91ae5","POINT (-105.055477 40.522157)"
"Western States Bank","Financial",,"1520 E Mulberry","Fort Collins",,"Contact us at 308-365-0383. Certified SBA Lender and is now taking applications for the Paycheck Protection Program (PPP). Our lenders have the details for this program and are ready to help the small businesses in our community with the application process. Call your local branch and speak with a lender or apply online https://wsb.bank/sba-ppp/. Our lobbies are open 9am - 5 pm, M-F by appointment only. Drive-thru at our Mulberry Branch is open from 7:30am -5:30pm, M-F. North College Branch drive-thru is open from 8am - 5:30pm. Please use our online banking, mobile app, drive-thru, night-drop, and ATM's for self-service banking and 24/7 account access. From these digital resources, you can make payments, deposits, transfers, view transactions, and more. Money Pass ATM's are free to our customers and you may find a list of all Money Pass ATM's in the community at: https://www.moneypass.com/atm-locator.html. If you need assistance when using our digital services, our eBanking Specialist are here to help at: wsb.bank ""chat"", email: eBanking@wsb.bank or call: (308) 365-0383.",,,,,,,,,,"true",,,,,,,,,,"Order Online","468","2c3f007b29335fe35d0ae92df090dc7690075645","POINT (-105.049129 40.581433)"
"Krazy Karl's Timberline","Restaurant/Bar","http://www.krazykarlspizza.com/","2620 S. Timberline Rd.","Fort Collins","10:30am - 12 am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.","Check out our online ordering for take out and delivery! Gifts cards also available online. Support local!",,"true",,,,"true","true","true","true",,,,,,,,,"Gift Cards","Delivery, Order Online, Outdoor Dining, Take-Out","229","0f1b235feec441a7560242fb70dfeacabb96e18b","POINT (-105.038955 40.55055)"
"Zwei Brewing Co.","Restaurant/Bar","http://www.zweibrewing.com/default.aspx","4612 S. Mason Street, Ste 120","Fort Collins","1 - 7 p.m.","1-7PM Some prefills, also take custom orders. Email sales@zweibrewing.com","https://www.facebook.com/zbbrewing/",,,,,,,,"true","true",,,,,,,"true","true","Crowlers, Growlers","Order Online, Take-Out","485","0dd1a07b8a59c6a37d130259fc6fb7e4ede8450f","POINT (-105.078679 40.522543)"
"Magic Rat",,,"111 Chestnut Street Firehouse Alley","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"252","0cbf14a0242fe2af53f02ef53c0b6c9a3837cc8a",
"Independent Plumbing Solutions","Business & Professional",,"1611 E. Lincoln Ave, Unit A","Fort Collins",,"Contact us at 970-566-1377. Open for Business! Please call us at 970-566-1377 or email Dan at dan.o@iplumbingsolutions.com or Tammy at tammy.morgan@iplumbingsolutions.com Please be patient as we work with reduced staff to take care of all customers!",,,,,,,,,,,,,,,,,,,,,"197","173b848cb53a4eabfe95b1241b844e0923bf901d","POINT (-105.047455 40.585306)"
"School of Rock Fort Collins","Family, Community, and Non-Profit",,,"Fort Collins",,"Contact us at 970-236-ROCK. We are offering online classes and onsite services. Appointment and mask required.",,,,,,,,,,"true",,,,,,,,,,"Order Online","362","97903eeaf6e740a352a0b98f9df7d859c3ee7e8a","POINT (-105.082459 40.588972)"
"Chick'nCone",,,"234 N College Ave","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"65","ac44f1eb0c57f21db1a18ef9e11df46c350f9884","POINT (-105.076905 40.589767)"
"Tom's Old Town Vintage Barbershop & Shave Parlor","Health & Wellness","https://lucky27barbershop.com/","122 N College Avenue","Fort Collins","Tue & Thurs - 9am to 5pm Wed, Fri & Sat - 8am to 4pm Closed on Sun & Mon",,"How to help this business:Send your loved ones to us",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"436","2de9333192453688d9ff0d39c7a30e591479a48c","POINT (-105.076918 40.587415)"
"Culver's of Fort Collins","Restaurant/Bar","http://www.culvers.com/","918 S Lemay","Fort Collins",,"Contact us at 970-493-3639. Culvers is not open for dine in. Drive through is open for those who don't want to come in. Take our is also availible. Open 10:00 am - 10:00 pm every day. The health and safety of you and our team members is our highest priority. To continue to serve quality, safe food, we're creating a more controlled environment.","How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","97","f6412d829a9503b0ccea88ac90c26bbcd06e9667","POINT (-105.057845 40.575339)"
"Purpose Brewing","Brewery","https://purposebrewing.com/","4025 S Mason St","Fort Collins",,"750mL fliptop bottles ($10 - 20 depending on beer, also add $10 for a fliptop bottle if you are not returning one) and 1/6 bbls kegs ($130 - 200)",,,,,,,,,"true",,,,,,"true",,"true",,"Bottles, Crowlers","Take-Out","330","2eb806623cb5ebd9c60154ee49542b67ac4456f6","POINT (-105.079494 40.531142)"
"Walnut Creek","Retail","http://www.walnutcreekfoco.com","222 Walnut Street?","Fort Collins","Tuesday - Sunday, 11 am to 4 pm","We are so grateful for the continued support of our community! Together we will win this!","Please continue to shop locally, rate, and like us on social media, purchase gift cards in our store. Visit us with masks and appropriate social distancing restrictions. Facebook: facebook.com/WalnutCreekFoco/ & Instagram: instagram.com/walnutcreekfoco/",,,,,,"true","true",,,,,,,,,,,"Gift Cards","Delivery","462","c363ad224fc8f67965fd305b1d34904c8e38ea83","POINT (-105.076134 40.58858)"
"Poudre River Library District",,,"201 Peterson Street","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"325","eb03a58cf95e6ffb1dbb06931aeb8d9db3b4c633","POINT (-105.071917 40.584883)"
"Noco Nosh","Restaurant/Bar",,"7900 N Fairgrounds Ave","Fort Collins",,"Contact us at 970-458-7425. Lunch hours: 8am-2pm, Dinner hours Mon-Saturday 2pm-10:30pm, Sunday 2pm-9pm. High-quality delivery. Order online from your favorite restaurants at noconosh.com.",,,,,,,,"true",,"true","true",,,,,,,,,"Delivery, NoCoNosh, Order Online","286","f5a50bbb9c9b45aeafb680afc83cdbacff22e9ec",
"Kendal technology Services","Business & Professional",,,"Fort Collins",,"Contact us at 970-310-1777. Open for business.",,,,,,,,,,,,,,,,,,,,,"224","07c78e697b2032154902c355ae35f93f9ac58ef6","POINT (-105.082459 40.588972)"
"Pizza Hut","Restaurant/Bar","https://www.pizzahut.com/",,"Fort Collins",,,,,,,,,,"true",,,,,,,,,,,,"Delivery","318","442d88c85300d01ab99f7524df33df1ac9453ae9","POINT (-105.082459 40.588972)"
"Fossil Creek Nursery","Retail","http://www.fossilcreeknursery.com","7029 S College Ave","Fort Collins","M-Sat 9-5, Sun 10-4","We are a family owned business that has been part of Fort Collins since 1969.","Buy a gift certificate for the gardeners in your life! Like us on Facebook www.facebook.com/fossilcreeknursery.",,,,,,"true","true",,,,,,,,,,,"Gift Cards","Delivery","156","39955bb126690a5869348ed9985215e5f7baec78","POINT (-105.077455 40.489668)"
"The Colorado Room","Restaurant/Bar","http://thecoloradoroom.com/","642 S College Ave","Fort Collins","Mon-Th 2pm-8pm; Fri & Sat 12pm-9pm; Sun 12pm-8pm","Per social, curbside pickup avail.","Order from us! Share we're open!",,,,,,"true","true","true","true",,,,,,,,,"Gift Cards","Delivery, Order Online, Take-Out","404","e006adb0a518c897b2e9e6ab495d40b6cda74129","POINT (-105.076979 40.57854)"
"Alpha Center","Health & Wellness","https://thealphacenter.org/","1212 South College Avenue","Fort Collins","Appointment Only","https://www.facebook.com/thealphacenter/","How to help this business:1. Refer women facing unexpected pregnancy to us",,,,,,,,,,,,,,,,,,,,"9","3909d02ef654d6dd408ae7308f055d9bba950948","POINT (-105.076957 40.571486)"
"Home Instead Senior Care","Health & Wellness",,"251 Boardwalk Dr","Fort Collins",,"Contact us at 970-494-0289. Continues to provide around the clock home care services in Northern Colorado. At Home Instead, the health and safety of our clients and the community is our top priority. As your partner, we are dedicated to working together to provide high quality care for those we serve. Personalized care in the home can minimize unnecessary hospital utilization by addressing older adults functional, social, behavior and cognitive needs, enabling more older adults to self-isolate in their homes safely. Call Home Instead at 970-494-0289 so that we can help maintain support and social connection.",,,,,,,,,,,,,,,,,,,,,"188","adb667802b99881d765eba14cfd691c7fba20436","POINT (-105.073623 40.532045)"
"StraightLine Fitness Studio","Entertainment & Recreation","http://www.StraightLineFS.com","1606 S Lemay Ave suite 102","Fort Collins","Sunday through Saturday 8am to 6pm",,"Follow us on YouTube channel for helpful self care stretches, breathing techniques, and desk exercises. You can check out our virtual services for body rolling and exercise classes which are living room friendly. We offer curbside pick up of Yamuna balls (self care) and foam rollers.",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"389","377ec1a844d223857b12e5b1dc4beb9be168d9e8","POINT (-105.057909 40.566702)"
"Cannagea","Health & Wellness","https://cannagea.com/","2716 S College Ave Suite D","Fort Collins","N/A",,"https://www.instagram.com/cannagea_cbd/",,,"true",,,,"true",,,,,,,,,,,,"Delivery, Outdoor Recreation","53","8523a5506226459d1f57ce0b86f78aada74b8ab1","POINT (-105.076938 40.549657)"
"Saigon Grill III","Restaurant/Bar","https://saigongrill3.com/","1120 S College Ave","Fort Collins","Tues-Sun 11am-9pm","(970) 482-5545",,,,,,,,"true","true",,"true",,"true",,,,,,,"Delivery, GrubHub, NoCoNosh, Take-Out","357","b823f38cebd6c2af07c66a6ac5724586e8d5b86b","POINT (-105.076959 40.572445)"
"Glenn Fertility & Family Wellness","Health & Wellness","https://www.glennwellness.com/","211 West Myrtle Street","Fort Collins","Wednesday through Saturday 10am-6pm",,"We'd love if you would like and follow us. @glennwellness  We have a great referral system where you receive a complimentary treatment once you refer someone.  We'll be sharing a gift card special shortly that would make a great gift for friends and family. Thank you for providing this service to our local residents! We appreciate your efforts to keep us going :)",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"169","19a02fd9d58669638138cf3f30bdfb01cf6e29cf","POINT (-105.0797 40.580127)"
"Fiona's Deli","Restaurant/Bar","https://fionasdeli.com/","1001 E Harmony","Fort Collins","11am-7pm Monday thru Saturday","Soups, Salads, Sandwiches & Bakery  Adding Take Home Meals from Catering Menu. Open 11am-7pm every day. Call for order 970-530-2120",,,,,,,"true","true","true",,"true",,,,,,,,"Gift Cards","Delivery, NoCoNosh, Take-Out","141","7a674aa0286740ca29dd567013a7dfeccea87354","POINT (-105.058494 40.52359)"
"The Original Pancake House","Restaurant/Bar","http://www.ophfortcollins.com/","2909 E Harmony Rd #140","Fort Collins",,"(970) 682-1029",,,,,,,,,,,,,,,,,,,,,"421","82f71c4f53579efb645e17068007e730e7158c3e","POINT (-105.023019 40.523115)"
"Dickey's Barbecue Pit","Restaurant/Bar","http://www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/",,,,,,"true","true","true","true","true","true","true","true",,,,,"Gift Cards","Delivery, DoorDash, GrubHub, NoCoNosh, Order Online, Postmates, Take-Out","109","ab9b2092d099537e87bd66ef5110c0e1985f5bed","POINT (-105.076841 40.421632)"
"Pulcinella Pizzeria","Restaurant/Bar","https://www.pulcinellapizzeria.com/","1119 W Drake Road C12","Fort Collins","Sun-Wed 12-8pm, Thurs-Sat 12-9pm",,,,,,,,,,,,,,,,,,,,,,"329","724f7d167972ef629bf4b9d0c7d72454497a1e6c","POINT (-105.097529 40.552655)"
"Wild Horizons","Entertainment & Recreation","https://wildhorizonscrossfit.com/","3601 Arctic Fox Drive","Fort Collins","Classes M-F: 5:15AM-6:15PM. Open Gym Sun.","https://www.facebook.com/wildhorizonscrossfit.fortcollins/","How to help this business:#supportyourlocalbox workout challenge",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"472","402add0a2ea2e6f692a7b248d031563f2435ce26","POINT (-105.035866 40.537664)"
"Mary's Mountain Cookies","Restaurant/Bar","http://mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!",,,,,,"true","true","true","true","true",,,,,,,,"Gift Cards","Delivery, NoCoNosh, Order Online, Take-Out","256","02dd1b35f32b9712d8f7717e14b11445360d56a6","POINT (-105.077065 40.587826)"
"Elevation 5003","Brewery","http://www.elevation5003.com/","2601 S Lemay Ave #8","Fort Collins",,"Offering Cocktails & Bottles to go",,,,,,,"true",,"true",,,,,,"true",,"true",,"Bottles, Crowlers, Gift Cards","Take-Out","124","47f7cdb486555e1ae2cb1373123c90507f595664","POINT (-105.057988 40.55071)"
"Kennedy's Lucky 27 Barbershop & Social Club","Health & Wellness","http://www.lucky27barbershop.com","1945 Jessup Drive","Fort Collins","Mon: Closed Tue: 09:30 am - 07:00 pm Wed: 09:00 am - 05:00 pm Thu: 09:30 am - 07:00 pm Fri: 09:30 am - 07:00 pm Sat: 09:00 am - 05:00 pm Sun: Closed",,"https://squareup.com/gift/8NF1RJAPKR0R9/order",,,,,,"true",,,,,,,,,,,,"Gift Cards",,"225","d06627b221d31fb2365e2575eaa699893268dc47","POINT (-105.037921 40.562061)"
"Rally5","Restaurant/Bar","http://www.rally5streeteats.com/","2310 Harmony 101","Fort Collins","Wednesday-Sunday 12 to 7pm",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","340","e93b5fba7d293bb859741f781b726ead2cdd2936",
"Collins Communications","Construction, Trades & Landscaping","http://www.collinscomm.org","101 N. Link Lane #1","Fort Collins","8 am - 5 pm",,"How to help this business:",,,,,,,,,,,,,,,,,,,,"77","2aba8d7e038aa54a9d802dc1ae6bc10673f5969e","POINT (-105.04957 40.58684)"
"Illegal Pete's","Restaurant/Bar",,"320 Walnut St.","Fort Collins",,"Contact us at 970-999-3051. All location are open! This location is open for patio dining, delivery and pickup. Open MON-THURS: 11AM - 9:00PM FRI-SUN: 10:00AM - 9:00PM Offering Breakfast every Fri, Sat, & Sun from 10am-1pm!",,,,,,,,"true","true",,,,,,,,,,,"Delivery, Take-Out","193","be3772591b8f9a223e9ab2b9580f3ce9e9cc484c","POINT (-105.07487 40.587724)"
"Wolverine Farm Letterpress & Publick House","Restaurant/Bar","http://www.wolverinefarm.org","316 Willow Street","Fort Collins","M-Sat 11am-8pm Sunday 12-4pm",,"1) Visit our Little Zurich Market, a magical outdoor holiday market featuring local makers, music, poetry, art, mulled wine, hot cider, candle dipping and more! Every Thursday-Saturday 4pm-8pm and Sunday 12-4pm through the end of the year. See our website for more information and to make a candle dipping reservation: www.wolverinefarm.org. To be involved, please email chelsea@wolverinefarm.org. 2) Become a monthly member of Wolverine Farm through our Patreon Campaign at www.patreon.com/wolverinefarm.  3) Feel free to donate to Wolverine Farm from our website, or buy a gift gift card for yourself and your friends at www.wolverinefarm.org/shop.",,"true",,,,"true",,"true",,,,,,,,,,"Gift Cards","Outdoor Dining, Take-Out","477","343631a03f7e708900d2d5ae45ef12f1cf72518f","POINT (-105.073462 40.590563)"
"Jennifer Harms Allstate","Business & Professional","http://Allstate.com/JenniferHarms","1008 Driftwood Dr. Ste. B","Fort Collins","M-TH 9am-5:30pm F 9am-5pm S 9am-1pm",,"Please like us on social media and refer us to your friends and family who are looking for insurance quotes https://www.facebook.com/JenniferHarmsAllstate/.",,,,,,,,,,,,,,,,,,,,"212","363969f47d9d98c6adbf911dcd4d8cc5f2e76e2f","POINT (-105.059508 40.537493)"
"Crumbl Cookies","Restaurant/Bar","https://crumblcookies.com/index.html","3300 S College Ave Ste 120","Fort Collins","Mon - Thurs: 8am - 10pm, Fri - Sat: 8am - 12am","720-727-1058, Pick up, delivery, online ordering",,,,,,,,,,,,,,,,,,,,,"96","ae7ed31b407d3781fec15c6f07602158f19bbd42","POINT (-105.07696 40.541737)"
"Sushi Jeju","Restaurant/Bar","http://www.sushijejufoco.com/","238 S college","Fort Collins","Mon - Fri (lunch11:00 am to 2:30 pm  Mon - Fri (closed)2:30 pm to 5:00 pm  Mon - Thu(dinner)5:00 pm to 9:30 pm  Fri(dinner)5:00 pm to 10:00 pm  Sat: 12:00 pm to 10:00 pm  Sun:12:00 pm to 8:30 pm",,"How to help this business:",,"true",,,,,,,,,,,,,,,,,"Outdoor Dining","394","4185743eeaecf2d589bb397a4d9c66d55c44de92","POINT (-105.076932 40.584443)"
"Visit Fort Collins",,,"1 Old Town Square Suite 107","Fort Collins",,,,,,,,,,,,,,,,,,,,,,,"458","253755a12b84204f90b67367a589560172e4bb0b","POINT (-105.075899 40.587606)"
"Green Environmental Maintenance","Business & Professional",,"458 S Link Ln","Fort Collins",,"Contact us at 970-786-5868. We can help you protect your environment from COVID-19 for 30-90 days with one protective application. We can provide in-person quotes or over the phone estimates",,,,,,,,,,,,,,,,,,,,,"173","02d2833a405b531d7e4e97b24ad9cf1a212e36e8","POINT (-105.050167 40.582442)"
"American Air Heating and Air Conditioning","Business & Professional",,"561 E Garden Dr, Unit F","Windsor",,"Contact us at 970-484-0400. We are open & taking precautions to ensure the safety and health of our employees & customers. Please don't hesitate to call us if you have any questions. Whether you're having a heating or cooling emergency or you're just looking to improve energy efficiency and lower your monthly bills, our NATE-certified Fort Collins HVAC technicians are here to help. We offer free estimates for installations, financing options, and multiple rebate offers. Call us at (970) 400-1096 or fill out the form below to schedule service",,,,,,,,,,,,,,,,,,,,,"13","b11ec0a256302879f67ae773dd8b36be408388eb","POINT (-104.884691 40.472502)"
"Essentially Intentional, LLC,","Business & Professional",,"2409 Gooseberry Ln, 105","Fort Collins",,"Contact us at 724-413-5956. Providing QuickBooks Online Bookkeeping Services. We are open and ready to help all Fort Collins Small Business Owners get caught up on outstanding bookkeeping tasks during this social distancing time. We are set up completely virtually so contact us now!",,,,,,,,,,,,,,,,,,,,,"129","1aa617b36cab4ee1b07defcc377173c8cc27abc9","POINT (-105.033033 40.558235)"
"Bondi Bar","Restaurant/Bar","http://www.bondibar.com/","11 Old Town Square","Fort Collins","W-F: 5p-2a Sa: 12p-2a Su: 10:30a-2a",,"We need love and support from our community in numerous ways at this time.",,,,,,,"true","true",,,,,,,,,,,"Delivery, Take-Out","41","1f5d41483ccd51556551fff6e80d4b9ba86e525e","POINT (-105.075568 40.587847)"
