"name","type","website","location","city","hours","comments","how_to_help_this_business","product_options","meta_row_index","meta_row_id"
"Downtown Ace Hardware","Retail","www.acedowntown.com","215 S College Ave","Fort Collins","Monday-Saturday 8-6 Sunday 9-6",,"Please do your shopping online with curbside pickup or delivery. Visit us at instagram.com/downtownaceftcollins or facebook www.facebook.com/downtownace/.","Gift Cards","87","f375bdfbddeba56100055cb3de0a0d7571712492"
"Dunkin Donuts Baskin Robbins","Restaurant/Bar",,"2801 S. College Ave","Fort Collins","5am-9pm",,"Sign up/Use our app Dunkin' to earn points and speed up service Gift Cards are always available for purchase We love to be involved in the community and connect with other businesses to make partnerships.","Gift Cards","88","8c08a2ef1c05571349b891e1891e137784540bab"
"El Burrito","Restaurant/Bar",,"404 Linden","Fort Collins","11-2:30  4:30 till 7:30 weekdays 11 - 8 weekends",,"How to help this business:","Gift Cards","89","a28b06b3130c9ecdda4fdde5894a63b4081430fc"
"Elevated Sandwiches","Restaurant/Bar","elevatedsandwiches.com/","1612 N College Ave","Fort Collins","Tuesday-Friday 11am to 7pm Sat-Monday 11am to 5pm","Contact us at 970-286-2548. Patio is open 11am - close. Offering take out, and curbside pick up. We suggest calling in your order. Find us on Noco Nosh for delivery options.","Support Local, Find us and like us on Social Media. @elevated.sandwiches https://www.instagram.com/elevated.sandwiches/;  https://www.facebook.com/elevatedsandwiches Thank you for supporting local!","Gift Cards","90","1e5d92d737d45d93c1930edebb08487523603838"
"Elevation 5003","Brewery","http://www.elevation5003.com/","2601 S Lemay Ave #8","Fort Collins",,"Offering Cocktails & Bottles to go",,"Gift Cards","91","e380a0432675d3fc154645e17a9e9d96feae8032"
"Envy Brewing","Restaurant/Bar","www.envybrewing.com","3027 E. Harmony Rd. Suite 2","Fort Collins","To-Go Beer. Tues-Sat: 3-6pm","https://www.facebook.com/pg/EnvyBrewing/posts/","https://www.envybrewing.com/product-page/envy-gift-card-1","Gift Cards","92","95624bfe9594c9167031f268741578803639c511"
"Equinox Brewing Company","Restaurant/Bar","equinoxbrewing.com/","133 Remington","Fort Collins","2pm-6pm","2-5 prefilled growlers. Call ahead for specailty fills (see website).","Consider purchasing a Crowler online for pickup!","Gift Cards","93","2ac5d70729b573141366dd66616235efa477400b"
"Facette Medical Spa and Hair Experience","Health & Wellness","https://www.facettemedicalspa.com/","1100 Haxton Dr, Unit 100, 6","Longmont","phone order only","https://www.facebook.com/facettemedspa/","Purchase online, or prepay for services.","Gift Cards","94","9565cf990bbbf73240be8ac6d6744861443b3120"
"Fiona's Deli","Restaurant/Bar","https://fionasdeli.com/","1001 E Harmony","Fort Collins","11am-7pm Monday thru Saturday","Soups, Salads, Sandwiches & Bakery  Adding Take Home Meals from Catering Menu. Open 11am-7pm every day. Call for order 970-530-2120",,"Gift Cards","95","3f04bd045a8a78ba212ba25256baa0881e5d8772"
"Fort Collins Family Acupuncture","Health & Wellness","ftcollinsfamilyacupuncture.com","1030 Centre AVE, STE B","Fort Collins","9am-6pm M-F",,"Please rate us on Google - https://g.page/AcupunctureFortCollins/review?rc  Give the gift of Acupuncture - we offer gift certificates.","Gift Cards","96","8b11db7d35f1e86836f1c269328229f0e1f7b401"
"Fossil Creek Nursery","Retail","www.fossilcreeknursery.com","7029 S College Ave","Fort Collins","M-Sat 9-5, Sun 10-4","We are a family owned business that has been part of Fort Collins since 1969.","Buy a gift certificate for the gardeners in your life! Like us on Facebook www.facebook.com/fossilcreeknursery.","Gift Cards","97","ceac0ac5266be6266d2335a9da07a7e42d26f1e2"
"Garbanzo Mediterranean Fresh","Restaurant/Bar","www.eatgarbanzo.com","100 W Troutman Pkwy STE 120","Fort Collins","11am-8pm",,"How to help this business:","Gift Cards","98","4a9c290150617d074aeb3c943328c2fbfc0c05e0"
"Gilded Goat Brewing Company","Restaurant/Bar","www.gildedgoatbrewing.com","3500 S College Ave, #194","Fort Collins","TBD","Stop by and shop to support a local, family-owned business!","1. Grab some to-go beer, merchandise, and/or a gift card. 2. Follow us on Instagram and Facebook Insta: @gildedgoatbrewingco FB: @gildedgoat  3. Give the gift of craft beer this holiday season.","Gift Cards","99","1e95f0e9b80360a980099ef45a46b47f32ad0fe3"
"Gilsdorf Garage","Auto","https://www.gilsdorfgarage.com/","1111 W. Mulberry St","Fort Collins","7:30 am - 5:00 pm","We can pick up and deliver your vehicle in the surrounding area.","Please rate and like us on social media","Gift Cards","100","e5b49f572978862f83b9df30ea63c5b1f31b9f87"
"Glenn Fertility & Family Wellness","Health & Wellness","https://www.glennwellness.com/","211 West Myrtle Street","Fort Collins","Wednesday through Saturday 10am-6pm",,"We'd love if you would like and follow us. @glennwellness  We have a great referral system where you receive a complimentary treatment once you refer someone.  We'll be sharing a gift card special shortly that would make a great gift for friends and family. Thank you for providing this service to our local residents! We appreciate your efforts to keep us going :)","Gift Cards","101","afa6e69a63f30fb6f8be24ff6a5b55e7020b18cc"
"HK High Kicks LLC","Entertainment & Recreation","https://www.hkhighkicks.com","PO Box 2324","Fort Collins","7 days a week 8am-6pm",,"Send loved ones an online gift card or holiday wellness gift from HK. Connect with HK and comment on social media posts @hkhighkicks. Refer HK to your friends for yoga, wellness and gemstones.","Gift Cards","102","b4b17e6168ba5dea581c0ad005d9314647b78dc7"
"Happy Horse Tack and Saddle Shop","Retail","shop.happyhorsetack.com/","113 Peterson Street","Fort Collins","11AM-5PM Monday-Saturday","https://www.facebook.com/happyhorsetack/","Please like and follow us on Social media! @happyhorsetack https://www.facebook.com/happyhorsetack. Please check out our online shopping page!  Please buy a gift card if possible.","Gift Cards","103","e44e4c8e300873e54691a06e93b2a1531216f0be"
"Hayven Design","Business & Professional","hayvendesign.com/",,"Fort Collins","9am-5pm M-F","https://www.instagram.com/hayven_design/","https://www.facebook.com/hayvendesign/","Gift Cards","104","9f97aebf4fc78db69d18d243d8eadd4f72d664d7"
"Hearne's Footwear & Clothing","Retail","www.hearnesfinegoods.com","15 Old Town Square","Fort Collins","10:00-6:00 Monday-Saturday 11:00-4:00 Sunday",,"Please follow us on Instagram and Facebook and like and share our posts @hearnesfootwearandclothing.  Please buy local.","Gift Cards","105","9c4aa8dba8c9f5e702c41a4dbae073d2050f38b7"
"High Plains Scuba Center","Entertainment & Recreation","http://highplainsscuba.com/","115 West Harvard Street","Fort Collins","M-F 10-6; Sa 9-5, Su 12-4",,"SCUBA, snorkel, and swim are safe and fun activities to do in our heated, well-maintained pool.  Please rent the pool room for an hour with your family and enjoy feeling weightless in these heavy times. Like us on social media https://www.facebook.com/HighPlainsScuba/","Gift Cards","106","9858ad1363bd8da68a6414de4fbacfcb3ceb4537"
"Hilton Garden Inn Fort Collins","Hospitality","https://hiltongardeninn3.hilton.com/en/hotels/colorado/hilton-garden-inn-fort-collins-FNLFCGI/accommodations/index.html","2821 E Harmony Road","Fort Collins","24/7","Contact us at 970-225-2900. Open. Call us for room rates and other hotel information.","Guest room and meeting space available.","Gift Cards","107","05fefa62ae728704a79b7726c836d795aba69279"
"Intersect Brewing","Brewery","http://www.intersectbrewing.com/",,"Fort Collins",,"3-6 wkdays, 11-4 wknds, discounted gift card promo ($75 card for $50)",,"Gift Cards","108","f09bc33a1598a9a9abe0a36cb59aa4efc640186e"
"Island Grill","Restaurant/Bar","http://www.islandgrillrestaurant.com/","2601 S Lemay Ave #12","Fort Collins","Daily: 12-9pm","Tacos, Burgers, and Salads",,"Gift Cards","109","091cdc0fe7b5f6d8faeb7b1aa083345a9eabae35"
"Jay's Bistro","Restaurant/Bar","https://jaysbistro.com/","135 W Oak St","Fort Collins","See website","Contact us at 970-482-1876. We are now offering dine in along with our heated patio (weather permitting) and takeout. Open 4pm-9pm everyday. For takeout call 970.482.1876 or for delivery use our friends at Noco Nosh.",,"Gift Cards","110","bfd78ad18d901e267023f3cbff6660935870eea4"
"Jessup Farm Barrel House","Brewery","http://www.jessupfarmbarrelhouse.com/","1921 Jessup Dr","Fort Collins",,"""to-go beer"" 12-7",,"Gift Cards","111","e54da069610c80e58685a341c73f94d5891dbbd8"
"John Robson Photography","Business & Professional","johnrobson.photography/","3809 Rannoch St","Fort Collins","24/7. By appointment",,"1. Pre-book photoshoots for 2021 2. Purchase and send gift cards for photoshoots 3. Follow and share Instagram content: @johnrobson.photography","Gift Cards","112","b0c775055322c767681afb35a684a89b96ad1e32"
"Jukebox Quilts","Retail","www.jukeboxquilts.com/","400 N. College Unit A","Fort Collins","Tues - Sat: 10-5",,"- Send a loved one a gift card from our online store - Purchase a high quality, locally made facemask - Review us on Google Reviews. - Follow us on Facebook www.facebook.com/JukeboxQuilts/.   We offer personal shopping services via Facetime or Zoom if you do not want to come into the shop. Curbside delivery is available!","Gift Cards","113","9a8d9b3402a42339d4c03be896987abee957b94d"
"Kennedy's Lucky 27 Barbershop & Social Club","Health & Wellness","www.lucky27barbershop.com","1945 Jessup Drive","Fort Collins","Mon: Closed Tue: 09:30 am - 07:00 pm Wed: 09:00 am - 05:00 pm Thu: 09:30 am - 07:00 pm Fri: 09:30 am - 07:00 pm Sat: 09:00 am - 05:00 pm Sun: Closed",,"https://squareup.com/gift/8NF1RJAPKR0R9/order","Gift Cards","114","9594713a4c20f684c1cd538f7fad8d16bbe112c2"
"Krazy Karl's Pizza Campus West","Restaurant/Bar","www.krazykarlspizza.com","1124 W. Elizabeth St","Fort Collins","M-Sun 10:30am-2am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.",,"Gift Cards","115","20f863abd11265b990bc9d8b73c10fd639864d2e"
"Krazy Karl's Timberline","Restaurant/Bar","www.krazykarlspizza.com/","2620 S. Timberline Rd.","Fort Collins","10:30am - 12 am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.","Check out our online ordering for take out and delivery! Gifts cards also available online. Support local!","Gift Cards","116","7817ac42a1c19e9a95d068ac9a0865cf782130ee"
"Light Center","Retail","www.Lightcenterinc.com","2725 S College Ave","Fort Collins","Monday - Saturday 9a-5p","Contact us at 970-364-3944. Our showroom is now open and newly designed. Call us at (970) 364-3944 or email sales@lightcenterinc.com if you are in need of any assistance. During this time, safe pick up and delivery services are still available. You can now shop much of our inventory online! Electrician and construction services remain open.","1. Spread the word that we have a fantastic gift selection in stock! Chess sets, lava lamps, unique candles, specialty lights, etc. We can do virtual design or gift shopping appointments. 2. Share a contract sales connection - we are looking for someone to sell our UV light boxes for sanitization. 3. Follow us on social media: Instagram - www.instagram.com/lightcenterinc/. & Facebook - www.facebook.com/LightCenterInc/.","Gift Cards","117","3f9050c0cf47ef12d6cfc3ae7b1e9d8ca7c6885b"
"Lima Coffee Roasters","Restaurant/Bar","www.limacoffeeroasters.com/","215 E Foothills Pkwy, kiosk 1A","Fort Collins","Mon- Sat 8am-7pm, Sunday 11am-6pm",,"Please come by and order a coffee or local pastry, the Foothills Mall is still open and there is plenty of spacious and safe seating in the Mall. If you're not able to visit us, you can order our beans on our website. Please also follow us on our Instagram & Facebook where we will always keep you updated @limacoffeeroasters. Thank you for your continued support!","Gift Cards","118","4555d3e9dc1f0aa0e9b5d11ef30f429b7b4eaa7b"
"Little Bird Bakeshop","Restaurant/Bar","shop.thelittlebirdbakeshop.com","11 Old Town Sq Suite 121","Fort Collins","8am-3pm","Call 970-568-8906 or order online, pick-up (in bakery and curbside); Bread, Pastries, Light Breakfast, Coffee",,"Gift Cards","119","48368d419e7a2a0b77f7f21042544664f3ca7947"
"Little on Mountain","Restaurant/Bar","www.facebook.com/littleonmountain/","1046 W Mountain Ave","Fort Collins","Monday:  CLOSED  Tuesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Wednesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Thursday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Friday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 AM  Saturday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Sunday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM","Family style meals available","How to help this business:","Gift Cards","120","022b8a3bec64209fe32ad267a46f4169b8dc6125"
"Los Tarascos","Restaurant/Bar","lostarascos.com","622 S College Ave","Fort Collins","Mon-Fri 3pm-8pm, Sat-Sun 12pm-8pm","Offering margaritas w/ takeout",,"Gift Cards","121","7a577f0125d8eb3a251ecf5ff308b5fc015a2f89"
"Luciles Creole Cafe of Fort Collins","Restaurant/Bar","www.luciles.com","400 S. Meldrum St.","Fort Collins","8am-2pm Everyday","Contact us at 970-224-5464. Heated patio dining and To Go orders 7 days a week for dining at our restaurant or for takeout to enjoy at home. Check out the Bloody Mary and Mimosa Kits! We'll be doing things a bit differently. Outdoor seating, six-foot social distancing, extra sanitation measures, digital menus are just a few of the many measures we are putting into place to ensure you and our staff remain safe","1. Order out delicious food! We are happy to bring food, drinks and retail items out to your car!  Just call us. 2. Stop in and purchase retail goodies for the holidays. 3. Rate and like us on social media.","Gift Cards","122","60f98d474e023736e02c6799c7615c2e10a400f8"
"Makerfolk","Retail","www.makerfolk.com/","144 N College Ave","Fort Collins","7am-5pm",,"We would love for you to follow us on Instagram and Facebook @makerfolk, shop online or in-person with us (free local deliveries and pick up also available) and share our info with as many friends, customers, family and people that you know!","Gift Cards","123","17891351b8d60522d5dbbf3cf7358293db7d1258"
"Mary's Mountain Cookies","Restaurant/Bar","mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!","Gift Cards","124","aa6c7ae64b989c05d5a2f0eec51f23bae4623dde"
"Matador Mexican Grill","Restaurant/Bar","https://www.matadorgrill.com/","1823 E Harmony Rd","Fort Collins","Mon-Fri: 7am-9pm. Sat-Sun: 8am-9pm","REOPENED!",,"Gift Cards","125","c161dab0f98a8d5715c03db4c752a990b3672193"
"Maxline Brewing","Brewery","https://maxlinebrewing.com/","2724 McClelland Dr #190","Fort Collins",,"New Growler fills only, but new glass is only $4",,"Gift Cards","126","8419754978b31fc33acc92e43a68e5063af423ad"
"MazTech All-Tech Automotive","Auto","https://all-techautomotive.com/","450 Industrial Dr.","Fort Collins","7:30am-5:00pm","We work on all makes and models and do everything from oil change to engine replacement.","Like us on social media","Gift Cards","127","e20295510f22cd8d7027b859c08a20fa707863ff"
"Maza Kabob","Restaurant/Bar","http://www.mazakabob.com/","2427 S. College Ave","Fort Collins","Mon-Sat 4pm-9pm","Contact us at 970-484-6292. Our dining room is closed until further notice. Call in for take-out! Hours Monday-Saturday 4pm-9pm! Call us for take out - (970) 484-MAZA",,"Gift Cards","128","6833e8b76065d579cfe8648be00a4c4e7f004e38"
"Meraki Yoga Studio","Entertainment & Recreation","www.merakiyogastudio.com","2620 S Timberline Road #110","Fort Collins","varies daily, open 7 days a week",,"1) Purchase a gift card 2) Purchase a class pass for yourself or a friend 3) rate us online and tell a friend about us","Gift Cards","129","48bbee2551397fa16b53284f3a726d8f73ddef95"
"Mindstream Yoga","Temporarily Closed","https://www.mindstreamyoga.com/","2733 Council Tree Ave #129","Fort Collins","TEMPORARILY CLOSED","https://www.facebook.com/MindstreamYoga/","Make a purchase from us","Gift Cards","130","090537dd2cc8d0f67bf7650f92b51a0ae074fd21"
"Mishawaka Restaurant","Restaurant/Bar","www.themishawaka.com","13714 POUDRE CANYON HIGHWAY","Bellvue","10am-8pm","Curbside - 970-482-4420 to call ahead",,"Gift Cards","131","0514dcef7a5379f1783bfa701fc91f1df12815a9"
"Mobb Mountain Distillers","Restaurant/Bar","mobbmountain.com","400 Linden","Fort Collins","3-8 Tuesday-Friday, 12-8 Saturday/Sunday",,"Business shoutouts, collaborations, trades info@mobbmountain.com  Follow us on instagram.com/mobbmountain & Facebook.com/mobbmountaindistillers","Gift Cards","132","fdea951b1b3c83bca2ded98f0da67c4791c155f0"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"Gift Cards","133","4b8c13d67228e1b076b7d0cf830cb8d18fb16e29"
"Mountain Cafe","Restaurant/Bar","mountaincafe.restaurantsnapshot.com","226 W Mountain Ave","Fort Collins","7:30 AM - 1:30 PM",,"-Let people know we are still open and happy to serve the community  -Rate us on Google and Yelp  -Continue to come in for breakfast/lunch","Gift Cards","134","b4cd6170cd7bc2bb232d02dceb21cadd7478034f"
"Museum of Art","Entertainment & Recreation","www.moafc.org https://fort-collins-museum-of-art-inc.square.site/","201 S. College Ave.","Fort Collins","Online store",,"We just launched our online store, please support local art and artists by shopping there.","Gift Cards","135","75f517b8e64ce2e2bcbc3a639731277bafc7880c"
"Nori Maki Bar","Restaurant/Bar","https://www.norimakibar.com/","2842 Council Tree Ave","Fort Collins","mon-sun 3pm - 9pm","(970) 930-6254 - call to verify hours",,"Gift Cards","136","90198cb977b1b4b1cdb6fc880a8e985d6549544e"
"Nuance Chocolate","Restaurant/Bar","www.NuanceChocolate.com","214 Pine Street","Fort Collins","M-T: 11 to 7, F: 11 to 8, Sa: 10 to 8. Su: 12 to 4","Bean-to-bar chocolate!","Follow us on social media @nuancechocolate","Gift Cards","137","adf7ad4699a58e2e3cf2267c5abe9e59cc645f30"
"Odell Brewing Co","Brewery","https://focobeer.odellbrewing.com/","800 Lincoln Ave","Fort Collins",,"Order online, pick up Friday-Sunday, 12:00-7:00 curbside in West Parking Lot. Check website for special releases",,"Gift Cards","138","8cbc39e1738e1cb02b87da97a9227f0c3c048f7c"
"Ohana Salon","Health & Wellness","www.ohanasalon.com","215 E Foothills Pwky","Fort Collins","Tues/Wed 9am-8pm; Thurs 9am-7pm; Fri/Sat 9am-6pm",,"Purchase online gift cards, write a positive review, ""like"" and share posts on social media @ohanasalonco, come in for your hair services or curbside pickup your products and root touchup kits.","Gift Cards","139","eb1dd762030219e78efb9aa972411929e89f8e5c"
"Old Firehouse Books","Retail","www.oldfirehousebooks.com/","232 Walnut Street","Fort Collins","10-2 Monday to Friday,  10-4 Saturday and Sunday","Contact us at 970-484-7898. Back to Browsing! Open to Browsing from 10 am-2 pm! 5 Customers at a time, masks required, put everything you touch in the basket for sanitizing. We are not excepting cash at the moment. Curbside pick-up available from 10-2. Home delivery on Wed, Fri, Sun. Shipping is still the safest method!","Support local business, shop early, give a gift card","Gift Cards","140","57dc4ba0cc9bd287b3906752fef16225832a2fe3"
"Old Town Acupuncture","Health & Wellness","www.oldtownacupuncture.com","723 Cherry St.","Fort Collins","N/A","https://www.facebook.com/OldTownFort/","Purchase online","Gift Cards","141","ce71e6207234959058b59fa9273e369cc8921471"
"Old Town Spice Shop","Retail","www.oldtownspiceshop.com/","130 S College Ave A","Fort Collins","Currently closed for browsing. Pickup Times: Tuesday - Saturday 3:00pm - 5:00pm",,"Pickup orders or order online. Purchase a gift card.","Gift Cards","142","e147e13e3517305d5ad8f53bd309b6da8fdb2471"
"Panino's","Restaurant/Bar","https://fortcollinspaninos.com/","310 W Prospect Rd","Fort Collins","Mon-Fri 11am-8pm, Sat/Sun 3-8pm","(970) 498-8292 Free roll of TP with every Order",,"Gift Cards","143","44321aa3333c877250761ff503e8b99ad7f054ed"
"Pinot's Palette - Fort Collins","Entertainment & Recreation","www.pinotspalette.com/fortcollins","159 W Mountain Ave","Fort Collins","11am - 10pm Tues - Sun","Contact us at 970-214-5208. We're back! In studio! Also offering virtual painting classes!  Check out our event page for more.","Purchase Paint to Go Kits and Virtual/On Demand Classes. Share marketing and collaboration within the downtown area. Share and Like events on Social Media.","Gift Cards","144","5ee5bcb463d4fa0fefeabd63a6eac1185629416e"
"Pizza Vino","Restaurant/Bar","www.pizzavinonoco.com","6383 Fairgrounds Ave. #100","Windsor","Monday -Thursday 4pm-8pm Friday-Sunday 11am-8pm","Contact us at 970-617-2547. Now open for dine-in. Outdoor dining is still avalibale, as well as to go, and curbside pick up. Place your order for takeout TODAY by calling 970-617-2547 or order online.","Purchase a gift card or bottle of wine, or order to go","Gift Cards","145","b07dd82869b3d56792622e9514b63ad9a924f2af"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","Gift Cards","146","ab1fe4f1434784fc99620c81eb20413d35227576"
"Pobre Panchos","Restaurant/Bar","https://www.facebook.com/pobre.panchos1802/","1802 N College Ave","Fort Collins","11am-6pm","970-482-0895",,"Gift Cards","147","c63cce5877bf89511c68d0b3e51368e72f3d37d9"
"Poudre Pet & Feed Supply","Retail","www.poudrefeed.com","622 N. College Ave,   6204 S. College Ave,   2100 W. Drake Rd #6,","Fort Collins","Mon-Fri 9:30am-6pm Sat-Sun 10am-5pm",,"Leave an online review. Follow us on www.facebook.com/poudrefeed &   www.instagram.com/poudrepetfeedsupply/","Gift Cards","148","362ae644350511e90cdb847e7232e030ceed88bf"
"Rachel Blunk, LAc, Inc","Health & Wellness","www.BabyByBlunk.com","2601 S Lemay #25","Fort Collins","M/W/F 9am-1pm herb pickup only","https://www.facebook.com/RachelBlunkLAc/","Refer me to individuals needed hemeopathics.","Gift Cards","149","56eccfdec06f3bb5ae62313a797ad87b2e48b351"
"Rainbow Restaurant","Restaurant/Bar","rainbowfoco.com/","212 West Laural","Fort Collins","9 am - 1:00 pm,  4:00 pm - 7:00 pm","Contact us at 970-221-2664. We are open for carry out and delivery!!! Hours are 8 a.m.-2 p.m., seven days a week. 7 days/week Order Online for carry out via our website or call in at 970-221-2664 Or use NoCo Nosh for delivery!","1.  Rate us on social media 2.  Purchase gift cards 3.  Order online","Gift Cards","150","f83d5b719d0a0846af657b460890bc728ac8dcc5"
"Rainbow WoRx Wellness","Health & Wellness","https://rww.abmp.com/","4236 McWhinney Blvd","Loveland","M-F 8:00a-6:00p","https://www.facebook.com/rainbowworxwellness/","Subscribe to our monthly newsletter!","Gift Cards","151","5fb077390636f155087da33cabfdd35b40abcd58"
"Rally King Brewing","Restaurant/Bar","www.RallyKingBrewing.com","1624 S Lemay Ave #4","Fort Collins","12pm-8pm Every Day","Open 2-7pm daily. Growler fills, 6 packs, and 12oz bottles available. Gift cards and merch also available for sale. Limited to go snacks menu also available.","Please rate us on Google, follow us on our Instagram and Facebook pages @rallykingbrewing, and utilize our extensive to go options! You can find our online ordering site through our website!","Gift Cards","152","7ddf287cbbce09db7f7a2b6eee4321384f6d9718"
"Recycled Cycles","Retail","www.recycled-cycles.com/","4031 South Mason","Fort Collins","Mon-Sat 9-6 Sun 10-5",,"We would love to work with some other businesses on a COOP promotion for both businesses.  Small businesses sharing each others social media and posts would be great!","Gift Cards","153","76f742ba95219b5c110309df9674c5009f389918"
"Red Truck","Brewery","redtruckbeer.com","1020 E Lincoln Ave","Fort Collins",,"Call to order or use gotab website. Free delivery.",,"Gift Cards","154","dcf97fdc1310c37bcd58ca51f24aeacb2de1755c"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","Gift Cards","155","6581d1c1831b6d5eaae4cddc6ec9448ae25e70d8"
"Rocky Mountain Retro","Retail","www.rockymountainretrofc.com","19 Old Town Square","Fort Collins","10 am - 7 pm",,"Please consider us first, before going to amazon or the like, when searching for cool sports apparel. Also, please tell a friend about us.","Gift Cards","156","3de58f077eb974e3839c0eaf188de6c9c8a8975c"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","Gift Cards","157","34b1c771bc5ed3b584bd680ac5a4ef46576d84dd"
"Sammie's Lucky 27 Barbershop & Social Club","Health & Wellness","www.lucky27barbershop.com","1205 W Elizabeth St, Suite F","Fort Collins","Mon: Closed  Tue: 09:30 am - 07:00 pm  Wed: 09:00 am - 05:00 pm  Thu: 09:30 am - 07:00 pm  Fri: 09:30 am - 07:00 pm  Sat: 09:00 am - 05:00 pm  Sun: Closed",,"https://squareup.com/gift/8NF1RJAPKR0R9/order","Gift Cards","158","33554ae00791af2afc8c4bb7a051380424b67688"
"Savory Spice Fort Collins","Retail","www.savoryspiceshop.com/colorado/fort-collins","123 N. College Ave.","Fort Collins","Mon - Thursday, Sat. 10 -6, Friday 10-7, Sunday 11-5",,"We are limiting in-store shoppers to 10 at a time.  On-line and curbside pickup work well via online orders or calling us at 970-689-2971.","Gift Cards","159","23d81bf1140207924ad7a0937857408cb9c0122b"
"Scrumpy's Hard Cider Bar","Restaurant/Bar","scrumpys.net/","215 N College Ave","Fort Collins","Friday-Sunday 3pm-6pm (Cider and Beer)","https://untappd.com/v/scrumpys-hard-cider-bar-and-pub/713466","https://www.facebook.com/ScrumpysHardCiderBar/","Gift Cards","160","441d33dab701af06da438a4f02a6d87a3b0b0457"
"Silver Grill","Restaurant/Bar","www.silvergrill.com/","218 Walnut","Fort Collins","Daily - 8am to 1pm","Contact us at 970-484-4656. We will continue offering takeout for pick-up at our to-go window or curbside, as well as delivery through NOCO Nosh. Finally, our updated hours are now 8 am - 1 pm Monday through Sunday. We are excited to continue serving your Silver Grill favorites & want to thank the community for your continued support, patronage, & encouragement. Wishing you & your family safety & good health.","How to help this business:","Gift Cards","161","65513cbb75d3131e78976d822d3679c4d8feeae0"
"Snowbank Brewing","Restaurant/Bar","snowbank.beer","225 N. Lemay Ave., Suite 1","Fort Collins","3-6pm","Monday - Thursday: 2pm - 8pm  Friday - Saturday: 12pm - 9pm  Sunday: 12pm - 8pm","https://www.facebook.com/SnowbankBrewingCO/","Gift Cards","162","3999b89cdc708ef98b63f7445c09e58cb6ad7de6"
"Sonny Lubick Steakhouse","Restaurant/Bar","www.SonnyLubickSteakhouse.com","115 S College Ave","Fort Collins","Sunday-Thursday:	4:00pm-9:00pm  Friday-Saturday:	4:00pm-10:00pm","Contact us at 970-484-9200. TEMPORARILY CLOSED To help offset some of the hardship this closure has caused for our employees, we have created a GoFundMe account to accept contributions. https://www.sonnylubicksteakhouse.com/events.aspx#C19F","https://www.facebook.com/SonnyLubickSteakhouse/","Gift Cards","163","6cad67065ebb1f42858ab4fe1b15371a2d65c4fc"
"Sparge Brewing","Brewery","https://www.spargebrew.com","3999 GW Bush Ave #101","Wellington",,"food truck schedule on social/website.  m-th 3-7 fri 2-8 sat 12-8 sun 12-4",,"Gift Cards","164","08d5aaa97dc8acb877309fba61a6182f049a3615"
"Spoons","Restaurant/Bar","espoons.com/","320 S. Link Lane","Fort Collins","10a-9p (varies by location)","Contact us at 970-493-6800. Spoons Old Town is open Monday-Saturday from 10am-4pm. Stop in and have a seat, we are Level Up Certified and offer indoor dining! We have plenty of other options from takeout to Online Ordering for pickup, curbside, and delivery through NOSH and DoorDash. Need something larger? Call our catering line and schedule Virtual Catering or Boxed Lunch meals today!","Please support our small family business by ordering online and using our curbside or in-store pickup options! Shop local this season and share the gift of a home cooked meal- purchase a Spoons gift card today!","Gift Cards","165","dd14b1b675510a165bcc3e8f82055937b939be01"
