Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Spayed,LARGE,12/12/2017,K19-034845,DS80,A394384,12/12/2019,01/16/2020,35,STRAY,FIELD,TRANSFER,ROCKET DOG,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94146,"94146(37.78008, -122.420168)",1
CINNAMON,DOG,PIT BULL,BR BRINDLE,Female,MED,09/27/2016,K19-034847,TRUCK,A359646,12/12/2019,12/12/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
BENTLEY,DOG,CHIHUAHUA SH,BROWN/BLACK,Neutered,SMALL,12/12/2018,K19-034852,DA02,A394391,12/12/2019,12/27/2019,15,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
QUINN,DOG,BULLDOG/NORW ELKHOUND,FAWN/BLACK,Spayed,MED,12/12/2016,K19-034844,DS69,A394381,12/12/2019,12/12/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DUMPLING,DOG,COCKER SPAN/MIX,BLACK/GRAY,Female,SMALL,12/13/2003,K19-034856,TX,A394398,12/13/2019,01/02/2020,20,STRAY,FIELD,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1
BAY,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,12/13/2013,K19-034863,RECEIVING,A394409,12/13/2019,12/14/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_IDTAG,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
BENNY,DOG,PIT BULL/MIX,TAN/WHITE,Male,PUPPY,10/13/2019,K19-034858,DA30,A394402,12/13/2019,12/21/2019,8,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,NBAS,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
D.O.G.,DOG,PIT BULL/CHINESE SHARPEI,BLACK/WHITE,Male,PUPPY,10/13/2019,K19-034857,DA30,A394401,12/13/2019,12/21/2019,8,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,NBAS,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
CHITA,DOG,PIT BULL,BLUE/WHITE,Spayed,LARGE,12/31/2015,K19-034859,DA41,A394403,12/13/2019,01/25/2020,43,OWNER SURRENDER,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
TRAVIESO,DOG,PIT BULL,TAN/WHITE,Neutered,LARGE,,K19-034860,DS85,A394404,12/13/2019,12/13/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
SITKA,DOG,AMER ESKIMO,WHITE,Female,SMALL,12/14/2014,K19-034866,DS58,A366691,12/14/2019,12/14/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
MONEY,DOG,PIT BULL/MIX,BR BRINDLE,Male,LARGE,12/14/2012,K19-034868,DS75,A394420,12/14/2019,12/14/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
REX,DOG,GERM SHEPHERD,TAN,Neutered,MED,04/20/2014,K19-034867,DS64,A386347,12/14/2019,12/17/2019,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
BENTLEY,DOG,AMER ESKIMO,WHITE,Male,SMALL,08/26/2012,K19-034865,DS57,A307597,12/14/2019,12/14/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
LANEY,DOG,CHIHUAHUA SH,TAN/WHITE,Spayed,SMALL,12/14/2014,K19-034864,DA01,A394415,12/14/2019,12/27/2019,13,STRAY,FIELD,ADOPTION,FINDER,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MACK,DOG,BULL TERRIER,WHITE/BR BRINDLE,Neutered,MED,,K19-034869,TRUCK,A343884,12/15/2019,12/15/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
JAKE,DOG,ALASKAN HUSKY,TRICOLOR,Male,LARGE,12/17/2011,K19-034873,DS78,A394437,12/16/2019,12/17/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
RUDY,DOG,RHOD RIDGEBACK/GERM SHEPHERD,RED,Neutered,LARGE,07/18/2010,K19-034872,TRUCK,A260838,12/16/2019,12/16/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*SPRITE,DOG,CHIHUAHUA SH/MIX,BROWN,Female,SMALL,12/17/2011,K19-034880,DA16,A395056,12/17/2019,01/06/2020,20,STRAY,FIELD,TRANSFER,BERKH,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94710,"94710(37.869271, -122.300531)",1
*GNOME,DOG,AUST CATTLE DOG/CATAHOULA,WHITE,Spayed,PUPPY,09/27/2019,K19-034879,DA46,A395055,12/17/2019,12/28/2019,11,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*COLE,DOG,CAIRN TERRIER/YORKSHIRE TERR,BROWN/BLACK,Neutered,SMALL,07/01/2017,K19-034881,DA44,A395057,12/17/2019,01/02/2020,16,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
PEBBLES,DOG,RAT TERRIER/MIX,WHITE/BLACK,Spayed,SMALL,10/16/2019,K19-034890,DA47,A395078,12/18/2019,01/02/2020,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,DOG,SHIBA INU,BLACK/TAN,Female,SMALL,12/18/2017,K19-034889,DQ107,A395079,12/18/2019,12/28/2019,10,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1
LUCKY,DOG,RAT TERRIER/MIX,WHITE/BLACK,Neutered,PUPPY,10/16/2019,K19-034891,DA47,A395080,12/18/2019,01/02/2020,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
BUTTERS,DOG,WELSH CORGI PEM/BORDER COLLIE,TAN/WHITE,Spayed,SMALL,07/30/2010,K19-034894,DS87,A365176,12/18/2019,01/03/2020,16,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
SWEET PEA,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Spayed,SMALL,12/31/2016,K19-034900,DA21,A395098,12/19/2019,01/10/2020,22,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
MOCHI,DOG,CHIHUAHUA SH/TOY FOX TERRIER,WHITE/TAN,Male,SMALL,05/20/2018,K19-034902,DS78,A395105,12/19/2019,12/20/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
JORDAN,DOG,TIBETAN TERR/MIX,BLACK/WHITE,Neutered,SMALL,12/19/2009,K19-034898,DS89,A395094,12/19/2019,12/21/2019,2,STRAY,FIELD,RTOS,,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*STEPHEN,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Male,SMALL,12/24/2016,K19-034897,CS04,A395093,12/19/2019,01/14/2020,26,STRAY,FIELD,TRANSFER,BACS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94710,"94710(37.869271, -122.300531)",1
LUNA,DOG,AUST SHEPHERD/MIX,BROWN/WHITE,Spayed,MED,03/08/2019,K19-034903,DA46,A395126,12/20/2019,01/09/2020,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*JOSHUA,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,12/21/2017,K19-034908,DA48,A395174,12/21/2019,01/08/2020,18,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
JORDAN,DOG,TIBETAN TERR/MIX,BLACK/WHITE,Neutered,SMALL,12/19/2009,K19-034909,DS89,A395094,12/21/2019,12/24/2019,3,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,RCR,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94558,"94558(38.383156, -122.289164)",1
BUDDY,DOG,BEAGLE/MIX,BLACK/WHITE,Neutered,MED,12/21/2006,K19-034907,DS60,A026974,12/21/2019,12/21/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CHEWY,DOG,PIT BULL/MIX,BLACK,Male,MED,,K19-034912,DS75,A395183,12/22/2019,12/27/2019,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1
*BIRCH,DOG,PIT BULL,GRAY/WHITE,Neutered,MED,01/08/2018,K19-034913,DS60,A395185,12/22/2019,02/01/2020,41,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
SPYROLL,DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,MED,01/22/2017,K19-034911,DS69,A395184,12/22/2019,12/27/2019,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1
OCEAN,DOG,BOXER,WHITE,Female,MED,,K19-034910,TRUCK,A395179,12/22/2019,12/22/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
KAMILA,DOG,CHIHUAHUA SH,WHITE/TAN,Spayed,TOY,08/14/2013,K19-034915,DS53,A395190,12/23/2019,12/24/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*BROWNIE,DOG,CHOW CHOW/PIT BULL,RED,Male,MED,,K19-034916,DS74,A395191,12/23/2019,01/15/2020,23,STRAY,FIELD,TRANSFER,ARF,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94598,"94598(37.916331, -122.020165)",1
CAMILA,DOG,CHIHUAHUA SH,TAN,Female,SMALL,01/19/2019,K19-034921,DS95,A395198,12/24/2019,12/26/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
TINY,DOG,CHIHUAHUA SH,RED,Female,SMALL,12/24/2016,K19-034920,DS95,A395197,12/24/2019,12/26/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
BHODI,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,06/22/2018,K19-034922,DS79,A388875,12/24/2019,01/07/2020,14,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*FRECKLES,DOG,PIT BULL,BROWN/WHITE,Spayed,MED,07/13/2016,K19-034917,DA39,A389406,12/24/2019,02/01/2020,39,TRANSFER,RESCUE_GRP,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SULTAN,DOG,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,01/19/2019,K19-034919,DS96,A395196,12/24/2019,12/26/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
TIKE,DOG,POMERANIAN/MIX,WHITE/TAN,Neutered,SMALL,10/04/2008,K19-034924,DS84,A237903,12/24/2019,12/24/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*FOZZY BEAR,DOG,GERM SHEPHERD,BROWN,Neutered,LARGE,07/08/2018,K19-034923,DA42,A395200,12/24/2019,01/11/2020,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
OSCAR,DOG,SCHNAUZER GIANT,BLACK,Neutered,LARGE,08/22/2012,K19-034926,DS82,A395205,12/25/2019,12/26/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
AZUL,DOG,PIT BULL,BLUE,Spayed,LARGE,01/21/2012,K19-034929,DS84,A278854,12/26/2019,12/26/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
BETTY,DOG,GERM SHEPHERD/MIX,RED/BLACK,Female,LARGE,12/26/2008,K19-034930,DS83,A395208,12/26/2019,12/26/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
OATIE,DOG,GREAT PYRENEES,WHITE,Female,LARGE,,K19-034934,TRUCK,A395220,12/26/2019,12/26/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
TURBO,DOG,AKBASH/MIX,WHITE,Male,LARGE,,K19-034933,DS82,A395218,12/26/2019,12/27/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,95215,"95215(37.953574, -121.179776)",1
LUKAS,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,05/13/2014,K19-034928,DS61,A411429,12/26/2019,12/26/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*SCOOTER,DOG,GERM SHEPHERD,WHITE,Neutered,LARGE,12/26/2013,K19-034932,DA44,A395211,12/26/2019,01/25/2020,30,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
BROWNIE,DOG,PIT BULL/MIX,BROWN/WHITE,Male,SMALL,02/19/2014,K19-034937,DS83,A309708,12/27/2019,12/28/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_LIC,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
MICKEY,DOG,POODLE MIN/MIX,GRAY,Neutered,TOY,06/13/2011,K19-034938,DS84,A395236,12/27/2019,12/28/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
LILY,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,12/11/2009,K19-034947,DA07,A330648,12/27/2019,01/25/2020,29,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
CHAPO,DOG,YORKSHIRE TERR,TAN/BLACK,Male,SMALL,12/31/2018,K19-034945,DS96,A395244,12/27/2019,12/31/2019,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
BO,DOG,GERM SHEPHERD/MIX,GOLD/WHITE,Male,LARGE,10/27/2018,K19-034944,TRUCK,A394301,12/27/2019,12/27/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
SATIVA,DOG,PIT BULL,TAN/WHITE,Female,MED,09/03/2018,K19-034948,DS82,A395255,12/28/2019,01/03/2020,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
PRINCESA,DOG,PARSON RUSS TER,WHITE/BLACK,Spayed,SMALL,12/31/2015,K19-034952,DA04,A395266,12/30/2019,02/08/2020,40,STRAY,FIELD,ADOPTION,ADVERT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
BROWNIE,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Neutered,SMALL,,K19-034953,TRUCK,A391958,12/30/2019,12/30/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1
CLARA BELL,DOG,PIT BULL/MIX,BROWN/WHITE,Spayed,MED,07/05/2016,K19-034956,DQ107,A395262,12/31/2019,01/07/2020,7,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,*ROHNERT PARK,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
RAMPAGE,DOG,GERM SHEPHERD/MIX,CREAM,Female,LARGE,12/31/2018,K19-034957,DS84,A395284,12/31/2019,01/02/2020,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
,DOG,CAIRN TERRIER/MIX,TAN,Male,SMALL,,K19-034958,DS54,A395285,12/31/2019,01/14/2020,14,STRAY,FIELD,TRANSFER,SPCA SC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,95687,"95687(38.346768, -121.947423)",1
BUZZ,DOG,PARSON RUSS TER/MIX,TAN/WHITE,Male,SMALL,11/07/2012,K19-034954,DS85,A299196,12/31/2019,12/31/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
REGULO,DOG,GERM SHEPHERD,WHITE,Male,MED,03/19/2016,K20-034961,DS69,A341446,01/01/2020,01/02/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
TIGER,DOG,CHIHUAHUA SH,BR BRINDLE,Neutered,SMALL,01/14/2017,K20-034962,DA01,A395300,01/02/2020,01/17/2020,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
SPYROLL,DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,MED,01/22/2017,K20-034968,DA38,A395184,01/02/2020,01/24/2020,22,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95445,"95445(38.829858, -123.528149)",1
*WALTER,DOG,GREAT PYRENEES,WHITE,Neutered,LARGE,07/14/2018,K20-034970,DA08,A395307,01/02/2020,01/15/2020,13,STRAY,VET_HOSP,ADOPTION,FINDER,TREATABLE/REHAB,TREATABLE/REHAB,OUT OF COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
PABLO,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,08/22/2011,K20-034964,DA10,A278586,01/02/2020,01/18/2020,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
KLEO,DOG,SIBERIAN HUSKY,BLACK/WHITE,Female,MED,01/31/2018,K20-034965,DS75,A382440,01/02/2020,01/22/2020,20,STRAY,OVER THE COUNTER,RTOS,,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
MAXIMUS,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,08/12/2014,K20-034969,DS58,A356715,01/02/2020,01/03/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
MAX,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,07/05/2017,K20-034966,DS83,A371922,01/02/2020,01/02/2020,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
DOLLAR,DOG,PIT BULL,BR BRINDLE/WHITE,Male,LARGE,,K20-034963,DS57,A395302,01/02/2020,01/04/2020,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
CHIBS,DOG,CHIHUAHUA SH,BLACK/WHITE,Neutered,SMALL,01/03/2015,K20-034986,DS90,A395334,01/03/2020,01/07/2020,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
BLUE,DOG,PIT BULL/MIX,GRAY/WHITE,Male,MED,01/03/2017,K20-034975,DS68,A395320,01/03/2020,01/03/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*KERRI,DOG,CHIHUAHUA SH,TAN,Female,SMALL,01/15/2019,K20-034989,DS89,A395339,01/03/2020,02/19/2020,47,STRAY,FIELD,TRANSFER,NBAS,HEALTHY,HEALTHY,*WINDSOR,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
LADY,DOG,DACHSHUND LH,TRICOLOR,Spayed,SMALL,01/03/2016,K20-034988,DA48,A395338,01/03/2020,01/16/2020,13,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
TAJI,DOG,MALTESE,WHITE,Neutered,SMALL,01/03/2017,K20-034983,DA05,A395328,01/03/2020,01/11/2020,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,*WINDSOR,COUNTY,95472,"95472(38.394388, -122.850998)",1
BELLA ROSE,DOG,LABRADOR RETR,BROWN,Female,MED,,K20-034982,DS81,A395325,01/03/2020,01/04/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,83869,"83869(47.986121, -116.860828)",1
FAT BOY,DOG,MALTESE,WHITE,Neutered,SMALL,01/03/2018,K20-034984,DS95,A395327,01/03/2020,01/25/2020,22,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95407,"95407(38.403734, -122.736775)",1
CHUY,DOG,BELG MALINOIS/MIX,BROWN/BLACK,Neutered,LARGE,01/01/2018,K20-034974,DS77,A391181,01/03/2020,01/03/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*COLE,DOG,CAIRN TERRIER/YORKSHIRE TERR,BROWN/BLACK,Neutered,SMALL,07/01/2017,K20-034977,DA48,A395057,01/03/2020,01/03/2020,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
ARIES,DOG,MIX,UNKNOWN,Neutered,,03/24/2018,K20-034981,DS84,A380466,01/03/2020,01/04/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,83869,"83869(47.986121, -116.860828)",1
SHADOW,DOG,CHIHUAHUA SH,BLACK,Male,TOY,12/01/2012,K20-034987,DS52,A298979,01/03/2020,01/25/2020,22,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,DOG,CAIRN TERRIER/CHIHUAHUA SH,TRICOLOR/GRAY,Neutered,SMALL,01/04/2006,K20-034985,RECEIVING,A395331,01/03/2020,01/15/2020,12,STRAY,PRIV_SHELT,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1
