"fiscal_year","department","division","program","sub_program","description","revenue_category","adopted_budget","amended_budget","actual_revenue","fund"
"2008","Public Works","Operations","Solid Waste Disposal","N/A","Resident Comm/Indust/C&D","Service Charges","946000","946000","1489150.71","Sanitation"
"2008","N/A","N/A","N/A","N/A","Interest on Investments","Interest, Rents, Fines","1000000","1000000","952834.51","General Fund"
"2008","Public Works","Operations","Solid Waste Disposal","N/A","Town & Country","Service Charges","1029000","1029000","1507520.47","Sanitation"
"2008","Fire","N/A","N/A","N/A","Ambulance Fees","Service Charges","1085000","1085000","1274372.43","General Fund"
"2008","Neighborhood & Community Services","Transit","N/A","N/A","Transit Federal Capital Grant","State & Federal Aids","1116000","1116000","114544","Transit"
"2008","Public Works","Stormwater","N/A","N/A","Non-residential User Charge","Service Charges","1123200","1123200","1215562.13","Stormwater Utility"
"2008","Public Works","Wastewater","N/A","N/A","Commercial","Service Charges","1167000","1167000","1079790.64","Wastewater Utility"
"2008","N/A","N/A","N/A","N/A","Applied Fund Balance","Taxes","1231000","1231000","0","General Fund"
"2008","Public Works","Wastewater","N/A","N/A","General","Capital Contributions","1245000","1245000","627146.95","Wastewater Utility"
"2008","Public Works","Water","N/A","N/A","General","Capital Contributions","1300000","1300000","760223.11","Water Utility"
"2008","Public Works","Water","N/A","N/A","Industrial Metered Sales","Service Charges","1517000","1517000","1306946.62","Water Utility"
"2008","N/A","N/A","N/A","N/A","Transportation Aid","State & Federal Aids","2108900","2108900","2107458.61","General Fund"
"2008","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Section 8 Voucher Program","State & Federal Aids","2607000","2607000","2474605","Section 8"
"2008","Library","Library","Taxes","N/A","Library Levy","Taxes","2944481","2944481","2944481","Hedberg Public Library"
"2008","Public Works","Water","N/A","N/A","Residential Metered Sales","Service Charges","2995000","2995000","2757190.37","Water Utility"
"2008","Public Works","Operations","N/A","N/A","Equipment Rental","Service Charges","3330000","3330000","2272779.98","Vehicle Operation & Maintenance"
"2008","Public Works","Wastewater","N/A","N/A","Residential","Service Charges","4726000","4726000","4381299.57","Wastewater Utility"
"2008","N/A","N/A","N/A","N/A","State Shared Revenue","State & Federal Aids","6168395","6168395","6172738.71","General Fund"
"2008","Administrative Services","N/A","Insurance","N/A","Health Insurance","Other Revenue","9117000","9117000","9080829.38","Insurance"
"2008","N/A","N/A","N/A","N/A","General Fund Levy","Taxes","23623527","23623527","23597800.38","General Fund"
"2009","Public Works","Stormwater","N/A","N/A","Non-use Credit","Service Charges","-97000","-97000","-115885.83","Stormwater Utility"
"2009","Leisure Services","Parks","Cemetery","N/A","General","Capital Contributions","0","389630","398796.23","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","N/A","Late Fees/Penalties","Interest, Rents, Fines","0","6000","4349","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Burials","Cremain","Service Charges","0","0","20450","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Burials","Marker Inst","Service Charges","0","0","40","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Burials","Permit Fees","Service Charges","0","0","690","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Burials","Staking","Service Charges","0","0","225","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Burials","Standard","Service Charges","0","62250","14100","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Grave Sales","Standard","Service Charges","0","48000","68415","Oak Hill Cemetery"
"2009","Leisure Services","Parks","Cemetery","Disinterment","Standard","Service Charges","0","0","3200","Oak Hill Cemetery"
"2009","Library","Library","Taxes","N/A","Exempt Computer Aid","State & Federal Aids","0","0","15220","Hedberg Public Library"
"2009","Public Works","Stormwater","N/A","N/A","General","Capital Contributions","0","0","13289.02","Stormwater Utility"
"2009","Public Works","Stormwater","N/A","N/A","Interest on Investments","Interest, Rents, Fines","0","0","-212.5","Stormwater Utility"
"2009","Public Works","Stormwater","N/A","N/A","Storm Water CDBG EAP Grant","State & Federal Aids","0","0","392714.72","Stormwater Utility"
"2009","Public Works","Stormwater","N/A","N/A","Storm Water FEMA Assistance","State & Federal Aids","0","0","13837.27","Stormwater Utility"
"2009","Public Works","Stormwater","N/A","N/A","Storm Water Planning Grant","State & Federal Aids","0","0","32502.92","Stormwater Utility"
"2009","Public Works","Water","N/A","N/A","Connect Charges","Service Charges","0","0","4244.34","Water Utility"
"2009","Public Works","Water","N/A","N/A","Misc Operating Income","Service Charges","0","0","1936.8","Water Utility"
"2009","Public Works","Operations","Industrial Waste Disposal","N/A","City Contribution","Other Revenue","0","0","27714.01","Industrial Waste Disposal"
"2009","Leisure Services","N/A","Golf Course General","N/A","Capital Improvements - Lessee","Service Charges","0","0","14914.43","Golf Courses"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Resident Demo/Construction","Service Charges","0","0","0.36","Sanitation"
"2009","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Fraud Collection","Service Charges","0","0","7537.88","Section 8"
"2009","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Interest on Investments","Interest, Rents, Fines","0","0","138.6","Section 8"
"2009","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Voucher Admin Portability","Service Charges","0","0","400.42","Section 8"
"2009","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","Interest on Investments","Interest, Rents, Fines","0","0","1329.3","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Historic Publication Sales","N/A","Interest on Investments","Interest, Rents, Fines","0","0","20.7","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Energy Efficiency Program","N/A","Energy Grant Program Inc","Service Charges","0","0","715.78","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Housing Cost Reduction Initiativ","N/A","Interest on Investments","Interest, Rents, Fines","0","0","6.3","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Owners Match","N/A","Owners Escrow","Service Charges","0","0","510","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Owners Match","N/A","Owners Match","Service Charges","0","0","2977.54","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Local Home Ownership Revolving","Service Charges","0","0","40737.85","CDA Block Grant"
"2009","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neigh - Neigh Action Teams","State & Federal Aids","0","0","250","CDA Block Grant"
"2009","Neighborhood & Community Services","N/A","Neighborhood Stabilization","N/A","NSP 1","State & Federal Aids","0","0","219461.33","CDA Block Grant"
"2009","Neighborhood & Community Services","N/A","Recovery & Reinvestment","N/A","Recovery & Reinvest","State & Federal Aids","0","0","7894.09","CDA Block Grant"
"2009","Neighborhood & Community Services","N/A","Emergency Assistance Program","N/A","CDBG-EAP Grant","State & Federal Aids","0","0","928211.43","CDA Block Grant"
"2009","N/A","N/A","N/A","N/A","Bail Receipts","Interest, Rents, Fines","0","0","-763","General Fund"
"2009","N/A","N/A","N/A","N/A","Bike License","License","0","0","153.25","General Fund"
"2009","N/A","N/A","N/A","N/A","Bowling Alley License","License","0","0","1280","General Fund"
"2009","N/A","N/A","N/A","N/A","Cat License","License","0","0","5223","General Fund"
"2009","N/A","N/A","N/A","N/A","Copies","Other Revenue","0","0","177.75","General Fund"
"2009","N/A","N/A","N/A","N/A","Direct Seller","License","0","0","2900","General Fund"
"2009","N/A","N/A","N/A","N/A","Donations","Other Revenue","0","0","16600","General Fund"
"2009","N/A","N/A","N/A","N/A","Fireworks Stand License","License","0","0","2850","General Fund"
"2009","N/A","N/A","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","0","0","24992.92","General Fund"
"2009","N/A","N/A","N/A","N/A","Massage Parlor","License","0","0","300","General Fund"
"2009","N/A","N/A","N/A","N/A","Nuisance Reinspection Charge","Other Revenue","0","0","875","General Fund"
"2009","N/A","N/A","N/A","N/A","Roller Rink","License","0","0","50","General Fund"
"2009","N/A","N/A","N/A","N/A","Rooming House","License","0","0","225","General Fund"
"2009","N/A","N/A","N/A","N/A","Salvage Dealer","License","0","0","410","General Fund"
"2009","N/A","N/A","N/A","N/A","Second Hand Dealer","License","0","0","1082.5","General Fund"
"2009","N/A","N/A","N/A","N/A","Sign Erector","License","0","0","1800","General Fund"
"2009","N/A","N/A","N/A","N/A","Taxi","License","0","0","410","General Fund"
"2009","N/A","N/A","N/A","N/A","Theater","License","0","0","140","General Fund"
"2009","N/A","N/A","N/A","N/A","Waste Hauler","License","0","0","2750","General Fund"
"2009","Police","N/A","N/A","N/A","Police Copies","Service Charges","0","0","4998.72","General Fund"
"2009","Police","N/A","N/A","N/A","Police Other","Service Charges","0","0","1267","General Fund"
"2009","Police","N/A","N/A","N/A","Witness Fees","Service Charges","0","0","237.65","General Fund"
"2009","Fire","N/A","N/A","N/A","State Aid - Fire Inspections","State & Federal Aids","0","0","123895.97","General Fund"
"2009","Public Works","N/A","N/A","N/A","Bid Deposits","Service Charges","0","0","12090","General Fund"
"2009","Public Works","N/A","N/A","N/A","Code Books & Maps","Service Charges","0","0","406.94","General Fund"
"2009","Public Works","N/A","N/A","N/A","Traffic Research","Service Charges","0","0","300","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Mailing Fees","Service Charges","0","0","163.03","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Senior Recreation Trips","Service Charges","0","0","6106.37","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Senior User Fee","Service Charges","0","0","7593.17","General Fund"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Co-Sponsored Programs","Service Charges","0","0","5146.54","General Fund"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Family Programming","Service Charges","0","0","8261.45","General Fund"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Permits","Service Charges","0","0","188.16","General Fund"
"2009","Leisure Services","Recreation","Youth Programs","N/A","Kids Count Camp 1/2 Day","Service Charges","0","0","8369.67","General Fund"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Lessons","Service Charges","0","0","980","General Fund"
"2009","Leisure Services","Recreation","Aquatics","N/A","Rockport Facility Rental","Service Charges","0","0","1148.82","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Commercial Plan Review","Permits","0","0","8621.25","General Fund"
"2009","Leisure Services","N/A","Golf Course General","N/A","Other Revenue","Service Charges","815","815","455","Golf Courses"
"2009","Library","Library","Fines, Fees, Etc","N/A","Other Taxable Sales","Service Charges","950","950","723.78","Hedberg Public Library"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Special Fare","Service Charges","1000","1000","1743","Transit"
"2009","Public Works","Operations","Recycling","N/A","Recycling Bins","Service Charges","1000","1000","1129.5","Sanitation"
"2009","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Rental Energy","Service Charges","1000","1000","3621.46","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Downtown Activities","N/A","Central Business District Other","Service Charges","1000","1000","0","CDA Block Grant"
"2009","Leisure Services","Recreation","Youth Programs","N/A","Ticket Flow Through","Service Charges","1000","1000","556.75","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Curb Cut","Permits","1500","1500","660","General Fund"
"2009","Library","JATV","N/A","N/A","Grants & Gifts","Service Charges","2000","2000","850","JATV 12"
"2009","Library","JATV","N/A","N/A","Tape Sales & Fees","Service Charges","2000","2000","402.84","JATV 12"
"2009","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","WRRP Revolving","Service Charges","2000","2000","1583.13","Other Housing Grants"
"2009","N/A","N/A","N/A","N/A","Special Assessment Splits","Other Revenue","2000","2000","300","General Fund"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Field & Court Reservation","Service Charges","2000","2000","979.32","General Fund"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Pro Shop","Service Charges","2000","2000","2094.46","General Fund"
"2009","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Interest on Investments","Interest, Rents, Fines","2400","2400","77.4","Other Housing Grants"
"2009","Library","JATV","N/A","N/A","Friends of JATV","Service Charges","2500","2500","0","JATV 12"
"2009","Neighborhood & Community Services","N/A","Historic Publication Sales","N/A","Historic Publication Sale","Service Charges","3000","3000","163.03","Other Housing Grants"
"2009","N/A","N/A","N/A","N/A","Publication Fees","License","3000","3000","3925","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Facility Rental","Service Charges","3000","3000","4022.2","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Other Senior Center Revenue","Service Charges","3000","3000","4852.83","General Fund"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Equipment Rental","Service Charges","3000","3000","3856.21","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","State Seal","Permits","3000","3000","425","General Fund"
"2009","Library","Library","Fines, Fees, Etc","N/A","Reference Printing","Service Charges","3300","3300","9246.03","Hedberg Public Library"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Erosion Control","Permits","4000","4000","3195","General Fund"
"2009","N/A","N/A","N/A","N/A","Electrician License","License","5000","5000","5415","General Fund"
"2009","Fire","N/A","N/A","N/A","Miscellaneous","Service Charges","5000","5000","4964","General Fund"
"2009","Leisure Services","Recreation","Aquatics","N/A","Season Pass","Service Charges","5000","5000","2859.4","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Certificate of Occupancy","Permits","5000","5000","3200","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Residential Plan Review","Permits","5000","5000","3172.82","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- New Construction","Permits","5500","5500","9590","General Fund"
"2009","Administrative Services","N/A","Insurance","N/A","Other Insurance","Other Revenue","5715","5715","7623.48","Insurance"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Concession Revenue","Service Charges","6000","6000","10250","General Fund"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Vending Machines","Service Charges","6000","6000","0","General Fund"
"2009","Leisure Services","Recreation","Aquatics","N/A","Other Rockport Revenues","Service Charges","6000","6000","4668.28","General Fund"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Concessions","Service Charges","6000","6000","3970.75","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - Alteration/Addtn","Permits","6000","6000","1838.44","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Site Plan Review","Permits","6000","6000","4620","General Fund"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Basketball","Service Charges","6060","6060","5036.97","General Fund"
"2009","Public Works","Stormwater","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","6800","6800","11086.47","Stormwater Utility"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Building- Garage/Accessory","Permits","7000","7000","4964.6","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Occupancy","Permits","7000","7000","6325","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - Alteration/Addtn","Permits","7000","7000","3256","General Fund"
"2009","Library","Library","Fines, Fees, Etc","N/A","Copies","Other Revenue","7250","7250","5893.82","Hedberg Public Library"
"2009","Neighborhood & Community Services","N/A","Home Buyers Workshop","N/A","Home Buyers Workshop","Service Charges","7400","7400","3966.86","Other Housing Grants"
"2009","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Housing Rehab Revolving Rental","Service Charges","8000","8000","3507.61","CDA Block Grant"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Elec-Alterations/Additions","Permits","8000","8000","6135.25","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneous","Permits","8000","8000","5983.5","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- Alterations/Additions","Permits","8000","8000","6373","General Fund"
"2009","Leisure Services","Recreation","Aquatics","N/A","Rockport Swim Lessons","Service Charges","9000","9000","11517","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Special Max Tokens","Service Charges","10000","10000","7450.5","Transit"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Donations","Service Charges","10000","10000","25","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - Alterations/Addtn","Permits","10000","10000","6970.8","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Erosion/Storm Water","Permits","10000","10000","2980","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review - Plumbing","Permits","10000","10000","5278.75","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Janesville to BTC","Service Charges","11000","11000","9712.78","Transit"
"2009","N/A","N/A","N/A","N/A","Leases","Service Charges","11000","11000","17434.38","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","ParaTransit","Service Charges","12000","12000","20080","Transit"
"2009","N/A","N/A","N/A","N/A","Youth Center","License","12000","12000","0","General Fund"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Figure Skating","Service Charges","12000","12000","10527.03","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneouse","Permits","12000","12000","9209.4","General Fund"
"2009","Leisure Services","Recreation","Youth Programs","N/A","Sports","Service Charges","12829","12829","13213.27","General Fund"
"2009","Library","Library","Fines, Fees, Etc","N/A","SAM","Service Charges","13000","13000","5704.73","Hedberg Public Library"
"2009","Leisure Services","Recreation","Recreation Admin","N/A","Public Event Fees","Service Charges","13500","13500","4212.88","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- Alterations/Additions","Permits","14000","14000","14060","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Miscellaneous Receipts","Other Revenue","15000","15000","11805.41","Transit"
"2009","N/A","N/A","N/A","N/A","Miscellaneous Receipts","Other Revenue","15000","15000","215221.34","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Signs","Permits","15000","15000","11800.86","General Fund"
"2009","N/A","N/A","N/A","N/A","Dog License","License","16000","16000","32107.4","General Fund"
"2009","N/A","N/A","N/A","N/A","Food & Cigarettes","License","16000","16000","16150","General Fund"
"2009","Leisure Services","Recreation","Youth Programs","N/A","Day Camp - Tot/Sports","Service Charges","16000","16000","16589.58","General Fund"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Pavillion Rental","Service Charges","17000","17000","19274.9","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - New Const","Permits","17000","17000","4902","General Fund"
"2009","N/A","N/A","N/A","N/A","Amusement Center","License","18000","18000","22070","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Senior Programming","Service Charges","19000","19000","16351","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","All Around Town Passes","Service Charges","20000","20000","15575","Transit"
"2009","N/A","N/A","N/A","N/A","Weights & Measures","License","20000","20000","22347.5","General Fund"
"2009","Public Works","N/A","N/A","N/A","Plan Approval Fees","Service Charges","20000","20000","16450","General Fund"
"2009","Leisure Services","Recreation","Senior Center","N/A","Activity Fee","Service Charges","20000","20000","0","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review- HVAC","Permits","20000","20000","7510","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - New Const","Permits","22000","22000","19859.42","General Fund"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Volleyball","Service Charges","22490","22490","20865.83","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Elec- New Construction","Permits","23000","23000","21272.25","General Fund"
"2009","N/A","N/A","N/A","N/A","Sale of City Property","Interest, Rents, Fines","25000","25000","22013.82","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review- Building","Permits","25000","25000","11065.51","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- New Construction","Permits","25000","25000","11023","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Bldg Permit - Alteration/Addtn","Permits","26000","26000","19967.82","General Fund"
"2009","Public Works","Operations","Recycling","N/A","Tire Recycling","Service Charges","27000","27000","30976.18","Sanitation"
"2009","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neigh - Code Enforcement","State & Federal Aids","27554","27554","22099.09","CDA Block Grant"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Advertising on City Property","Interest, Rents, Fines","28000","28000","23743.75","Transit"
"2009","Leisure Services","Recreation","Aquatics","N/A","Rockport Pool","Service Charges","28330","28330","30281.6","General Fund"
"2009","N/A","N/A","N/A","N/A","Bartender License","License","30000","30000","42933","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Building-Alterations/Additions","Permits","30000","30000","16172.94","General Fund"
"2009","Neighborhood & Community Services","N/A","Downtown Activities","N/A","Downtown Imp","State & Federal Aids","33500","33500","97583.64","CDA Block Grant"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Janesville to Beloit","Service Charges","34000","34000","12368.79","Transit"
"2009","Public Works","Wastewater","N/A","N/A","Pretreatment Program","Service Charges","35000","35000","33492.84","Wastewater Utility"
"2009","N/A","N/A","N/A","N/A","Real Estate Searches","Other Revenue","35000","35000","29050","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Building-New Construction","Permits","35000","35000","34542.38","General Fund"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Ice Rental","Service Charges","35500","35500","33567.28","General Fund"
"2009","Neighborhood & Community Services","N/A","Public Service Activities","N/A","Public Service Activities","State & Federal Aids","36500","36500","49270.32","CDA Block Grant"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Public Skating","Service Charges","36500","36500","47847.07","General Fund"
"2009","Public Works","Water","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","38000","38000","47271.38","Water Utility"
"2009","Public Works","Water","N/A","N/A","Other Water Revenues","Service Charges","39000","39000","52843.64","Water Utility"
"2009","Public Works","Water","N/A","N/A","Water Department Rentals","Service Charges","40000","40000","25125.5","Water Utility"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Programming","Service Charges","40000","40000","33154.34","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - New Const","Permits","40000","40000","31889.54","General Fund"
"2009","Public Works","N/A","N/A","N/A","Right-of-Way Excavation","Service Charges","43000","43000","18225.5","General Fund"
"2009","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Recently Purch Rehab","State & Federal Aids","45000","45000","0","CDA Block Grant"
"2009","N/A","N/A","N/A","N/A","Wastewater Service Charge","Other Revenue","45000","45000","45128.16","General Fund"
"2009","Public Works","Water","N/A","N/A","Private Fire Protection","Service Charges","46000","46000","44175.12","Water Utility"
"2009","Public Works","Wastewater","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","50000","50000","64685.56","Wastewater Utility"
"2009","Public Works","Operations","N/A","N/A","Miscellaneous","Service Charges","50000","50000","41541.85","Vehicle Operation & Maintenance"
"2009","N/A","N/A","N/A","N/A","Rent City Services","Interest, Rents, Fines","50000","50000","50000","General Fund"
"2009","Public Works","Operations","Demo Waste Disposal","N/A","Demolition Disposal","Service Charges","55000","55000","28244.41","Sanitation"
"2009","Leisure Services","Recreation","Youth Programs","N/A","School Rec Night","Service Charges","55000","55000","59195.29","General Fund"
"2009","Police","N/A","N/A","N/A","False Alarms","Service Charges","56000","56000","34630.9","General Fund"
"2009","Administrative Services","N/A","Insurance","N/A","Auto Physical Damage","Other Revenue","56300","56300","100838.89","Insurance"
"2009","Public Works","Water","N/A","N/A","Merchandising & Jobbing","Service Charges","60000","60000","134032.09","Water Utility"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Landfill Gas","Service Charges","60000","60000","51580.23","Sanitation"
"2009","N/A","N/A","N/A","N/A","Alcoholic Beverage","License","60000","60000","68420.06","General Fund"
"2009","Library","Library","Arrowhead Library System","N/A","Arrowhead Library System","Service Charges","60540","60540","64458.91","Hedberg Public Library"
"2009","Library","Library","Miscellaneous Library","N/A","Miscellaneous","Service Charges","62300","62300","57601.32","Hedberg Public Library"
"2009","Public Works","Operations","Recycling","N/A","Appliance Recycling","Service Charges","65000","65000","28280.5","Sanitation"
"2009","Leisure Services","Recreation","Adult Programs","N/A","Softball Program","Service Charges","66500","66500","61802.85","General Fund"
"2009","Library","JATV","N/A","N/A","Charter Capital","Service Charges","69000","69000","68078.17","JATV 12"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","BJE Sponsorship","Other Revenue","72000","72000","73495","Transit"
"2009","Leisure Services","Recreation","Youth Programs","N/A","Kids Count Camp","Service Charges","73000","73000","39063.99","General Fund"
"2009","N/A","N/A","N/A","N/A","Fines","Service Charges","74000","74000","56075.25","General Fund"
"2009","Public Works","Wastewater","N/A","N/A","Misc Operating Revenues","Service Charges","75000","75000","87286.65","Wastewater Utility"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Monthly Passes","Service Charges","79000","79000","57385.1","Transit"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Max 10 Tokens","Service Charges","80000","80000","83084.5","Transit"
"2009","N/A","N/A","N/A","N/A","Mobile Home Tax","Taxes","80000","80000","72124.2","General Fund"
"2009","Leisure Services","Recreation","Ice Skating Center","N/A","Hockey","Service Charges","80000","80000","91321.08","General Fund"
"2009","Community & Economic Development","Community Development","Building and Development","N/A","Bldg Permit - New Const","Permits","85000","85000","27554.29","General Fund"
"2009","Public Works","Operations","Industrial Waste Disposal","N/A","Industry Contibutions","Other Revenue","86626","86626","33430.91","Industrial Waste Disposal"
"2009","Administrative Services","N/A","Insurance","N/A","Payroll Deduction - Child Care","Other Revenue","90000","90000","69341.56","Insurance"
"2009","N/A","N/A","N/A","N/A","Penalties & Interest","Taxes","95000","95000","114924.1","General Fund"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Landfill Cubes","Service Charges","100000","100000","113826.55","Sanitation"
"2009","Neighborhood & Community Services","N/A","Lead Grant","N/A","Lead Grant 2007 HUD Funds","State & Federal Aids","100000","100000","96563.18","Other Housing Grants"
"2009","Administrative Services","N/A","Insurance","N/A","Property Insurance","Other Revenue","100000","100000","160547.07","Insurance"
"2009","Neighborhood & Community Services","N/A","Home","N/A","Home Consortia","Service Charges","105000","105000","78625.62","Other Housing Grants"
"2009","N/A","N/A","N/A","N/A","Rent- City Property","Interest, Rents, Fines","108000","108000","113227.14","General Fund"
"2009","Public Works","Operations","Recycling","N/A","Curbside Collection Contrib","Service Charges","115000","115000","47122.58","Sanitation"
"2009","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neighborhood Imp.","State & Federal Aids","116167","116167","24236.85","CDA Block Grant"
"2009","N/A","N/A","N/A","N/A","Exempt Computer Aid","State & Federal Aids","120000","120000","121776","General Fund"
"2009","Library","Library","Fines, Fees, Etc","N/A","Late Fees/Penalties","Interest, Rents, Fines","125500","125500","115789.95","Hedberg Public Library"
"2009","Library","JATV","N/A","N/A","Charter Operating","Service Charges","133000","133000","131932.97","JATV 12"
"2009","Administrative Services","N/A","Insurance","N/A","Payroll Deduction - Medical","Other Revenue","135000","135000","105375.22","Insurance"
"2009","Leisure Services","N/A","Golf Course General","N/A","Golf Lease","Service Charges","141000","141000","139372.42","Golf Courses"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Cash Fares","Service Charges","144000","144000","124345.66","Transit"
"2009","N/A","N/A","N/A","N/A","Payment for Municipal Services","State & Federal Aids","150000","150000","118904.14","General Fund"
"2009","Fire","N/A","N/A","N/A","Inspections","Service Charges","150000","150000","35421.32","General Fund"
"2009","Public Works","Water","N/A","N/A","Interest on Investments","Interest, Rents, Fines","161000","161000","79723.71","Water Utility"
