"fiscal_year","bureau","office","program","union_group","job_code","job_title","position_id","sum_of_total_comp"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33900-On-site Desktop Support","SEIU 73","6058","6058-Field Technician II","0016439","100069.10"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","NON-UNION","5587","5587-Dir of System Architecture","0007385","128270.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","NON-UNION","6357","6357-Data Center Manager","0007848","106881.28"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","SEIU 73","1113","1113-Systems Analyst IV","0005334","110121.44"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","SEIU 73","1113","1113-Systems Analyst IV","0012905","106878.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","SEIU 73","6055","6055-Server Engineer","0012804","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","SEIU 73","6055","6055-Server Engineer","0012906","108669.06"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","33940-Server Engineer Team and Data Center Operations","SEIU 73","6059","6059-Storage Engineer","0012800","112279.34"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","1112","1112-Systems Analyst III","0004642","62911.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","5589","5589-Director App Mgmt & Develop","0012771","155358.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","5590","5590-Deputy Dir App Mgmt & Devel","0012788","118483.87"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","6060","6060-Manager of Applications","0007555","127947.15"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","6118","6118-SOA Architect","0007560","147111.73"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","NON-UNION","6908","6908-Application Delivery Manager","0004161","124912.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","1108","1108-Programmer IV","0000819","105824.16"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6497","6497-Senior Net Developer","0007850","105054.05"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6497","6497-Senior Net Developer","0057793","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6629","6629-Application Support Analyst","0002679","68346.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6629","6629-Application Support Analyst","0012785","78759.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6629","6629-Application Support Analyst","0012790","82482.40"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6629","6629-Application Support Analyst","0012806","76821.47"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","SEIU 73","6892","6892-Application Developer-SEIU","0005842","90515.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","0179","0179-Programmer/Analyst II","0012787","83640.96"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1124","1124-Programmer Analyst III","0012774","100195.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1124","1124-Programmer Analyst III","0012775","100195.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1124","1124-Programmer Analyst III","0012791","100195.68"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012773","120727.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012777","90515.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012778","117214.24"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012780","114379.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012783","120727.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1135","1135-Proj Leader - Data Syst","0012789","120727.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1199","1199-Programmer/Analyst I","0012786","54206.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1200","1200-Programmer/Analyst IV","0012776","99438.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35005-Applications and Development","TEAMSTERS","1200","1200-Programmer/Analyst IV","0012796","110123.52"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","NON-UNION","5557","5557-Director Office Technology","0000937","137674.51"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6054","6054-Systems Management Engineer","0012799","110121.44"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6054","6054-Systems Management Engineer","0012909","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6057","6057-Field Technician I","0004162","71821.81"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6057","6057-Field Technician I","0008666","82242.19"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6057","6057-Field Technician I","0016438","80856.39"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6058","6058-Field Technician II","0007912","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6058","6058-Field Technician II","0012797","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6058","6058-Field Technician II","0012908","99438.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6058","6058-Field Technician II","0014182","104278.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6058","6058-Field Technician II","0093832","86112.70"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35585-Systems Management and Service Desk","SEIU 73","6054","6054-Systems Management Engineer","0093926","90181.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2378","2378-Telecommunications Elect Forem","0012822","110240.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2378","2378-Telecommunications Elect Forem","0023033","110240.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2378","2378-Telecommunications Elect Forem","0023034","110240.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2378","2378-Telecommunications Elect Forem","0025037","110240.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0004165","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0004926","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0005333","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0007382","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0012823","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0012824","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0012825","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0012826","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0012827","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0022596","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0023035","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0023036","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0023037","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0024470","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0024877","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0024878","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","2379","2379-Telecommunications Electrician","0025038","104000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","COUPE","4013","4013-CHIEF TELECOMMUNICATIONS ELECT","0012828","116480.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","0220","0220-Telecommuncations Analyst IV","0005917","84812.03"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","0220","0220-Telecommuncations Analyst IV","0012818","122145.52"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","0222","0222-Telecommunications Analyst I","0009225","75789.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","0222","0222-Telecommunications Analyst I","0012820","54873.29"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","0224","0224-Telecommunications Analyst II","0005918","87604.85"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","5593","5593-Director Telecommunications","0012814","141598.93"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","NON-UNION","6222","6222-Sr Telecommunications Engineer","0007913","114778.99"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35620-Telecommunications and Network Support","SEIU 73","0047","0047-Admin Assistant II","0012819","60696.48"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7000","7000-Director of ERP","0035183","190379.06"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7001","7001-Dep Dir of ERP Operations Mgr","0034267","130050.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7006","7006-ERP Hum Cap Mgt HCM Func Lead","0034174","122979.69"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034162","110323.03"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034277","106037.67"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034415","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034631","103960.40"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034687","110323.03"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034995","117074.51"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7012","7012-ERP Project Manager","0034351","133116.26"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7012","7012-ERP Project Manager","0034694","127947.15"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35800-Enterprise Resource Planning","NON-UNION","7974","7974-ERP Bus Analyst Proj Mgr HCM","0077059","112299.19"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35805-Legislative and Legal Affairs","NON-UNION","0619","0619-Legislative Coordinator II","0007383","88934.13"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35805-Legislative and Legal Affairs","NON-UNION","5531","5531-Special Asst for Legal Affairs","0007325","117300.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35805-Legislative and Legal Affairs","NON-UNION","6480","6480-Vendor & Contract Manager","0012808","83699.52"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","35805-Legislative and Legal Affairs","NON-UNION","6691","6691-IT Vendor & Contract Manager","0012805","97869.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","53967-Grant 2021 DEMRS UASI","NON-UNION","0293","0293-Administrative Analyst III","0066650","24916.32"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","0028","0028-Program Manager","0107285","94190.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","0028","0028-Program Manager","0107560","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","0028","0028-Program Manager","0108635","94190.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","0028","0028-Program Manager","0108636","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","0048","0048-Administrative Assistant III","0106990","46178.08"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","1124","1124-Programmer Analyst III","0107846","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","1124","1124-Programmer Analyst III","0108115","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","5531","5531-Special Asst for Legal Affairs","0107271","100000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","5557","5557-Director Office Technology","0108628","130000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6119","6119-Information Secur Specialist","0107283","115000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6119","6119-Information Secur Specialist","0107558","95176.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6119","6119-Information Secur Specialist","0108633","95176.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6141","6141-Solution Architect","0107006","96075.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6141","6141-Solution Architect","0107286","96075.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6141","6141-Solution Architect","0107847","96075.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6141","6141-Solution Architect","0108117","96075.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6357","6357-Data Center Manager","0107282","109984.16"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6379","6379-Data Analyst","0065110","76042.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6379","6379-Data Analyst","0107608","60752.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6417","6417-Quality Data Manager","0108618","90534.08"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6418","6418-Quality Data Analyst","0108899","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6497","6497-Senior Net Developer","0108381","99438.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6497","6497-Senior Net Developer","0108382","86436.48"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6675","6675-Information Security Analyst","0108387","84861.92"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6675","6675-Information Security Analyst","0108388","84861.92"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6691","6691-IT Vendor & Contract Manager","0107771","100000.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0107004","76042.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0107325","90534.08"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0107839","90534.08"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0108386","99956.48"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0108625","96075.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0108626","90534.08"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6777","6777-GIS Developer","0108632","76042.72"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","6908","6908-Application Delivery Manager","0107551","125482.24"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7003","7003-Org Change Mgmt Lead","0107000","115924.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7003","7003-Org Change Mgmt Lead","0107552","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7003","7003-Org Change Mgmt Lead","0108105","96075.20"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0107276","115924.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0107606","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0107840","98941.44"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0108422","98941.44"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0108627","83638.88"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7012","7012-ERP Project Manager","0107553","120608.80"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7012","7012-ERP Project Manager","0107554","120608.80"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7012","7012-ERP Project Manager","0107555","120608.80"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7012","7012-ERP Project Manager","0107841","115924.64"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7361","7361-Network Infrast Architect","0107287","96075.00"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","NON-UNION","7974","7974-ERP Bus Analyst Proj Mgr HCM","0107001","106073.76"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","5572","5572-Project Coordinator","0108383","82482.40"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","5572","5572-Project Coordinator","0108943","82482.40"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","5574","5574-Project Manager","0002578","90515.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","6497","6497-Senior Net Developer","0108944","99438.56"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","6497","6497-Senior Net Developer","0108945","86436.48"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","SEIU 73","6892","6892-Application Developer-SEIU","0007849","90515.36"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","TEAMSTERS","0179","0179-Programmer/Analyst II","0012784","83640.96"
"FY22","1105-Chief Information Officer","1009-Enterprise Technology (Office)","60162-ARPA - Revenue Loss","TEAMSTERS","1124","1124-Programmer Analyst III","0012781","75054.72"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","0051","0051-Administrative Assistant V","0000785","71383.33"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","0619","0619-Legislative Coordinator II","0012767","79676.04"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","0619","0619-Legislative Coordinator II","0062213","91735.58"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","0620","0620-Legislative Coordinator I","0012763","75320.69"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","4702","4702-Special Legal Counsel","0022461","205221.99"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","5213","5213-Asst Special Legal Counsel","0004155","100725.00"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","5234","5234-Spec Asst Govt and Legal Affai","0012764","112200.00"
"FY22","1051-President","1010-Office of the President (Office)","15540-Legal and Legislative Affairs","NON-UNION","6242","6242-Dir of Govern Leg Affairs","0109047","127500.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","0013","0013-Pres Board of County Commissio","0012762","170000.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","0048","0048-Administrative Assistant III","0000911","48609.51"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","0253","0253-Business Manager III","0108322","76042.72"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","1031","1031-Special Assistant","0007327","93636.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","4770","4770-Chief of Staff","0000771","212123.13"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","4771","4771-Deputy Chief of Staff","0000772","158340.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","4771","4771-Deputy Chief of Staff","0035306","153350.14"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","6236","6236-Aide to the President","0000932","104380.68"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","6237","6237-Aide to the Chief of Staff","0001211","76042.72"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","6238","6238-Aide to the Dep Chf of Staff","0000774","62911.68"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","6979","6979-Policy Analyst","0107892","93762.24"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","8757","8757-Dir of Equity & Inclusion","0072764","110000.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","8758","8758-Director of Policy","0062214","105682.72"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","9187","9187-Director of Property Assessment & Tax Policy","0105355","151394.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0106970","90000.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108360","90000.00"
"FY22","1051-President","1010-Office of the President (Office)","16895-Office of the President","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108950","80000.00"
