"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Expanded Syringe Access Program","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","Health & Human Svcs for LGBT Individuals, Families and Communities","PO Box 9 Albany, NY 12201","(518)434-7105","jennifer.lee@downstate.edu"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Albany Damien Center, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","646 State St, Albany, NY  12203","(518) 449-7119","perryj@albanydamiencenter.org"
"Yates","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Planned Parenthood of Southern Finger Lakes (Tompkins)","Health and Human Services for LGBT Individuals, Families and Communities","620 W Seneca St, Ithaca, NY  14850","(607) 273-1526","angela.riddell@ppsfl.org"
"Washington","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Expanded Syringe Access Program","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","322 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Cattaraugus","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","Harm Reduction/Syringe Exchange","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay & Lesbian Youth Services of Western NY, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","371 Delaware Ave Buffalo, NY 14202","(716) 855-0221","Kinsey6XX@aol.com"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","STD Testing and Awareness","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Livingston","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Harm Reduction/Syringe Exchange","259 Monroe Ave Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elers, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","305 7th Ave 15th Floor New York, NY 10001","(212) 741-2247","lfaria@sageusa.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Citiwide Harm Reduction Program, Inc.","Prevention Services for Women","540 East Fordham Rd Bronx , NY 10458","(718) 295-2666","jdavila@boomhealth.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave, Rochester, NY 14607","(585) 210-4160","ademeo@trilliumhealth.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bridging Access to Care, Inc.","Expanded Syringe Access Program","2261 Church Ave, Brooklyn, NY  11226","(347) 505-5000","gsmith@bac-ny.org"
"Herkimer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hispanic AIDS Forum, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","1767 Park Ave 5th Floor New York, 10035","(212) 563-4500","hsanchezsoto@hafnyc.org"
"Suffolk","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harm Reduction Coalition","Harrm Reduction/Syringe Exchange","22 W 27th St 5th Fl New York, NY  10001","(510) 285-2874","tula@harmreduction.org"
"Cayuga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","PO Box 6000 Binghamton, NY  13902","(607)777-6136","pparker@binghamton.edu"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Harm Reduction/Syringe Exchange","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Criminal Justice Services Upon Release","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"Cortland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Family Counseling Services of Corland County, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","10 North Main Street Cortland, NY 13045","(607)753-0234","LHoeschele@fcscortland.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","322 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Lesbian, Gay, Bisexual, and Transgender Community Center of Long Island, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","20 Crossway Park Drive North Suite 110 Woodbury, NY  11706","(516) 323-0011","david@lgbtnetwork.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org "
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Harm Reduction/Syringe Exchange","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Genesee","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","PO Box 9 Albany, NY 12201","(518)434-7105","justine.gordon@rfsuny.org"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Albert Einstein College of Medicine ","Prevention Services for Women","1510 Water Place, 3rd Floor Bronx, NY  10461","(718)493-8580","kgenece@montefiore.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Housing Works, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347) 473-7403","smith@housingworks.org"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","In Our Own Voices, Inc.","STD Testing and Awareness","245 Lark St Albany , NY 12210","(518) 432-4188","tlagrone@inourownvoices.org"
"Clinton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Monroe County Department of Health","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","111 Westfall Rd, Room 952, Rochester, NY 14620","(585)753-2989","michaelmendoza@monroecounty.gov"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elers, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","305 7th Ave, Suite 15, New York, NY 10001","(212) 741-2247","lfaria@sageusa.org"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","Ending The Epidemic","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rsilverio@evergreenhs.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Audre Lorde Project, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","147 W 24th St 3rd Floor, New York, NY 10011","(212) 463-0342","cpage@alp.org"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT individuals, families and communities","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","332 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem Dowling-Westside Center for Children and Families, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","2090 Adam Clayton Powell Jr Blvd 4th Fl New York , NY 10027","(212) 749-3656","kdixon@harlemdowling.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212) 367-1524","billb@gmhc.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Targeted Prevention and Support Services Programs (formerly MSAs)","400 Broadway New York , NY 10013","(646) 844-5377","trodriguez@apicha.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Regional Prevention and Support Programs (formerly CSPs)","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org "
"Cattaraugus","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chenango","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Lesbian, Gay, Bisexual, and Transgender Community Center of Long Island, Inc.","STD Testing and Awareness","20 Crossway Park Drive North Suite 110 Woodbury, NY  11706","(516)323-0011","david@lgbtnetwork.org"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Harm Reduction/Syringe Exchange","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Essex","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Citiwide Harm Reduction Program, Inc.","Expanded Syringe Access Program","540 East Fordham Rd Bronx , NY 10458","(718) 295-2666","jdavila@boomhealth.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Sylvia Rivera Law Project","Health and Human Services for LGBT Individuals, Families and Communities","147 W 24th St 5th Floor, New York, NY 10011","(212) 337-8550","juana@slrp.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","In Our Own Voices, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a Focus on COC ( Component A)","245 Slingerland St Albany, NY 12202","(518) 432-4188","tlagrone@inourownvoices.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Oswego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Harm Reduction/Syringe Exchange","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","HIV/STI/Hep C Prev  and Related Svcs for Gay/MSM","Research Foundation of SUNY, PO Box 9 Albany, NY 12201","(518)434-7190","robert.mason@rfsuny.org"
"Hamilton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Regional Prevention and Support Programs (formerly CSPs)","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Heights Hill Mental Health Services South Beach Psychiatric Center CAB, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","25 Flatbush Ave Brooklyn, NY 11217","(718)852-5212","christianhuygen@rainbowheights.org"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave Rochester , NY 14607","(585) 545-7200","bbelecz@trilliumhealth.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Housing Works, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347) 473-7403","smith@housingworks.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Heights Hill Mental Health Services South Beach Psychiatric Center CAB, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","25 Flatbush Ave 3rd Fl Brooklyn, NY 11217","(718) 852-5212","christianhuygen@rainbowheights.org"
"Clinton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","Prevention Services for Women","Research Foundation of SUNY, PO Box 9 Albany, NY 12201","(518)434-7190","robert.mason@rfsuny.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
