"sitename_std","roomno","address1_std","city_std","truecountyfips","truecountyname","state_std","zip_std","latitude","longitude","desser","npi","licno","pfi","mmisno","commind","mcaidind","chpind","harpind","maind","pcapind","mapind","paceind","fidaind","fidaiddind","hivsnpind","bhpind","bhpaind","nonmcomedind","servtype01","servtype02","servtype03","servtype04","servtype05","servtype06","servtype07","servtype08","servtype09","servtype10","servtype11","servtype12","servtype13","servtype14","servtype15","servtype16","servtype17","servtype18","servtype19","servtype20","servtype21","servtype22","servtype23","servtype24","servtype25","hx_indv_med_ind_1","hx_indv_med_ind_2","hx_indv_med_ind_3","hx_indv_med_ind_4","hx_indv_med_ind_5","hx_indv_med_ind_6","hx_indv_med_ind_7","hx_indv_med_ind_8","hx_indv_med_ind_9","hx_indv_med_ind_10","hx_shp_med_ind_1","hx_shp_med_ind_2","hx_shp_med_ind_3","hx_shp_med_ind_4","hx_shp_med_ind_5","hx_shp_med_ind_6","hx_shp_med_ind_7","hx_shp_med_ind_8","hx_shp_med_ind_9","hx_shp_med_ind_10","servcnty1","servcnty2","servcnty3","servcnty4","servcnty5","planname","pndsid","quarter"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","861","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","836","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","837","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","858","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","856","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","857","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","859","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","862","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","827","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ALTERNATIVES COUNSELING SERVICES IN","NA","518 E MAIN ST","RIVERHEAD","36103","Suffolk","NY","11901","40.919807","-72.656072","829","1508085226",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","839","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"HORIZONS COUNSELING AND EDUCATION C","NA","161 E MAIN ST","SMITHTOWN","36103","Suffolk","NY","11787","40.856615","-73.188425","018","1598840787",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","824","375","974","839","281","854","860","861","780","836","837","858","856","857","859","986","987","862","827","964","829","616","922","989","357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"HORIZONS COUNSELING AND EDUCATION C","NA","161 E MAIN ST","SMITHTOWN","36103","Suffolk","NY","11787","40.856615","-73.188425","824","1598840787",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"HORIZONS COUNSELING AND EDUCATION C","NA","161 E MAIN ST","SMITHTOWN","36103","Suffolk","NY","11787","40.856615","-73.188425","375","1598840787",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"HORIZONS COUNSELING AND EDUCATION C","NA","161 E MAIN ST","SMITHTOWN","36103","Suffolk","NY","11787","40.856615","-73.188425","839","1598840787",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","860","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","861","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","836","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","837","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","858","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","856","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","857","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","859","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","862","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","827","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","17810 WEXFORD TER","JAMAICA","36081","Queens","NY","11432","40.71291","-73.785065","829","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","375","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","824","375","974","839","281","854","860","861","780","836","837","858","856","857","859","986","987","862","827","964","829","616","922","989","357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","824","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","854","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","860","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","861","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","836","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","837","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","858","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","856","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","857","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","859","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","862","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","827","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ADVANCED CENTER FOR PSYCHOTHERAPY","NA","10326 68TH RD","FOREST HILLS","36081","Queens","NY","11375","40.725201","-73.849121","829","1346261666",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"KENNETH PETERS CENTER FOR RECOVERY","NA","6800 JERICHO TPKE","SYOSSET","36059","Nassau","NY","11791","40.805944","-73.518172","018","1194827931",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","824","375","974","839","281","854","860","861","780","836","837","858","856","857","859","986","987","862","827","964","829","616","922","989","357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"KENNETH PETERS CENTER FOR RECOVERY","NA","6800 JERICHO TPKE","SYOSSET","36059","Nassau","NY","11791","40.805944","-73.518172","824","1194827931",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"KENNETH PETERS CENTER FOR RECOVERY","NA","6800 JERICHO TPKE","SYOSSET","36059","Nassau","NY","11791","40.805944","-73.518172","375","1194827931",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"KENNETH PETERS CENTER FOR RECOVERY","NA","6800 JERICHO TPKE","SYOSSET","36059","Nassau","NY","11791","40.805944","-73.518172","839","1194827931",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","860","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","861","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","836","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","837","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","858","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","856","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","857","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","859","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","862","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ARISTA CENTER FOR PSHERAPY","NA","11020 71ST RD","FOREST HILLS","36081","Queens","NY","11375","40.721611","-73.840446","827","1346317468",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
"ASTOR SERVICES","NA","750 TILDEN ST","BRONX","36005","Bronx","NY","10467","40.876579","-73.862747","824","1225009806",,"999999","99999999","0","0","0","0","0","0","0","0","0","0","0","0","0","1","000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","999","999","999","999","999","Beacon Health Options: Empire Plan","0015","Quarter4 2018"
