"facility","address","date_of_inspection","violation_item","violation_description","critical_violation","total_critical_violations","total_crit_not_corrected","total_noncritical_violations","local_health_department","county","facility_code","facility_address","facility_city","facility_postal_zipcode","nysdoh_gazetteer_1980","facility_municipality","operation_name","permit_expiration_date","food_service_type","food_service_description","permitted_d_b_a","permitted_corp_name","perm_operator_last_name","perm_operator_first_name","nys_health_operation_id","inspection_type","inspection_comments","fs_facility_state","latitude","longitude"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-06-25T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","0","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is much cleaner and much and much more organized than previous inspection the door to the walkin freezer dry storage area is secure now and has a latch that closes the door tight. the facility has wash rinse sanitize on the large 3 bay sink with sanitizer stirs taped to the wall. All temperatures are adequate of refrigeration.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-12-18T00:00:00.000","15A","Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces","Not Critical Violation","1","0","4","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is clean and organized in general. chef at the sushi roll station wearing gloves upon arrival dish washer injecting sanitizer. all refrigeration units functioning properly. prep unit shrimp 42. walkin cooler chicken. 42. bar cooler milk 41. SHed out back that houses Togo containers and dry items has been. buttoned up door shuts tight and the floor has been covered with OSB sheathing foam insulation is plugging up the holes that needed correction.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-12-18T00:00:00.000","5C","Potentially hazardous foods are not stored under refrigeration except during necessary preparation or approved precooling procedures (room temperature storage).","Critical Violation","1","0","4","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is clean and organized in general. chef at the sushi roll station wearing gloves upon arrival dish washer injecting sanitizer. all refrigeration units functioning properly. prep unit shrimp 42. walkin cooler chicken. 42. bar cooler milk 41. SHed out back that houses Togo containers and dry items has been. buttoned up door shuts tight and the floor has been covered with OSB sheathing foam insulation is plugging up the holes that needed correction.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-12-18T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","1","0","4","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is clean and organized in general. chef at the sushi roll station wearing gloves upon arrival dish washer injecting sanitizer. all refrigeration units functioning properly. prep unit shrimp 42. walkin cooler chicken. 42. bar cooler milk 41. SHed out back that houses Togo containers and dry items has been. buttoned up door shuts tight and the floor has been covered with OSB sheathing foam insulation is plugging up the holes that needed correction.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-12-18T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","1","0","4","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is clean and organized in general. chef at the sushi roll station wearing gloves upon arrival dish washer injecting sanitizer. all refrigeration units functioning properly. prep unit shrimp 42. walkin cooler chicken. 42. bar cooler milk 41. SHed out back that houses Togo containers and dry items has been. buttoned up door shuts tight and the floor has been covered with OSB sheathing foam insulation is plugging up the holes that needed correction.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2019-12-18T00:00:00.000","12A","Hot, cold running water not provided, pressure inadequate","Not Critical Violation","1","0","4","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility is clean and organized in general. chef at the sushi roll station wearing gloves upon arrival dish washer injecting sanitizer. all refrigeration units functioning properly. prep unit shrimp 42. walkin cooler chicken. 42. bar cooler milk 41. SHed out back that houses Togo containers and dry items has been. buttoned up door shuts tight and the floor has been covered with OSB sheathing foam insulation is plugging up the holes that needed correction.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","12C","Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","11D","Non food contact surfaces of equipment not clean","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","8C","Improper use and storage of clean, sanitized equipment and utensils","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","4D","Other Violations Deemed a Public Health Hazard by the Permit Issuing Official {14-1.10(a)}","Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2020-12-29T00:00:00.000","12E","Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing","Not Critical Violation","1","0","6","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","All staff was wearing masks upon arrival . hand sanitizer available. directional signage on the floor seating people every other booth and enforcing masks when up out of chair. Operator was given the nysforward safety plan before i left and intends to get it filled out and sent to me by end of week.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","11D","Non food contact surfaces of equipment not clean","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","15A","Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","8D","Single service items reused, improperly stored, dispensed, not used when required","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","8C","Improper use and storage of clean, sanitized equipment and utensils","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2021-12-30T00:00:00.000","14B","Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","all cold holding temperatures evaluated acceptable-chicken @ 42F|all hot holding temperatures evaluated acceptable- broth @ 195F","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","12C","Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","15B","Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","11D","Non food contact surfaces of equipment not clean","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","12A","Hot, cold running water not provided, pressure inadequate","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"1025 RUYI JAPANESE STEAKHOUSE","1025 ARSENAL STREET,  WATERTOWN","2022-04-19T00:00:00.000","15A","Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces","Not Critical Violation","0","0","7","Watertown District Office","JEFFERSON","22-AE13","1025 ARSENAL STREET","WATERTOWN","13601","220100","WATERTOWN","1025 RUYI JAPANESE STEAKHOUSE","2022-12-31T00:00:00.000","Food Service Establishment","Restaurant",,"1025 RUYI JAPANESE STEAK HOUSE, INC.","Lei Shi","Guang","723917","Inspection","Facility in need of cleaning, All refrigeration working salad cooler 42F prep unit on cook line chicken 44F. walkin cooler steak 41. Rice at 165F. Back storage area needs to be maintained better. The potential exists for rodent infestation all product should be in tight containers to prevent any contamination. No contamination observed.","NY","43.976718","-75.935267"
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-01-02T00:00:00.000","None",,"Not Critical Violation","0","0","0","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","1H","Food from unapproved source, spoiled, adulterated on premises.","Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","8A","Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked)","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","10B","Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","12C","Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","2E","Accurate thermometers not available or used to evaluate potentially hazardous food temperatures during cooking, cooling, reheating and holding.","Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","11C","Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","8F","Improper thawing procedures used","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","5C","Potentially hazardous foods are not stored under refrigeration except during necessary preparation or approved precooling procedures (room temperature storage).","Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","11A","Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
"105 TEN BAR & GRILL","127 WOODSIDE AVENUE,  BRIARCLIFF MANOR","2014-09-17T00:00:00.000","16","Miscellaneous, Economic Violation, Choking Poster, Training.","Not Critical Violation","3","1","9","Westchester County","WESTCHESTER","01-P180-A","127 WOODSIDE AVENUE","BRIARCLIFF MANOR","10510","593102","BRIARCLIFF","105 TEN BAR & GRILL","2022-12-31T00:00:00.000","Food Service Establishment","Food Service Establishment",,"WICKED CHEF FRATERNITY, LLC","FORTUNATE","ANTHONY","854260","Inspection",,"NY",,
