"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Genesee","4","Promote Healthy Women, Infants, and Children","2","Child Health","Genesee County Health Department","Early Intervention Program","3837 West Main Street, Batavia, New York 14020-9406","(585) 344-2580","djohnson@co.genesee.ny.us"
"Genesee","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Genesee","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Community Action of Orleans and Genesee, Inc.","Comprehensive Adolescent Pregnancy Prevention","Community Action of Orleans and Genesee, Inc 409 East State Street , Albion, NY 14411","(585) 589-5605","efancher@caoginc.org"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","North Country Childrens Clinic","School Based Health Centers","238 Arsenal Street Watertown NY 13601","(315) 782-9450","jlavarnway@childrens-clinic.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chenango County Department of Health","Children with Special Health Care Needs Program","5 Court Street Norwich NY 13815","(607) 337-1731","erical@co.chenango.ny.us"
"Greene","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Columbia County Health Department","Migrant and Seasonal Farmworker Health Program","325 Columbia Street 1st floor Hudson NY 12534","(518) 828-3358","angella.timothy@columbiacountyny.com"
"Greene","4","Promote Healthy Women, Infants, and Children","2","Child Health","Columbia Memorial Hospital","School Based Health Centers- Dental Clinics","325 Columbia Street Hudson, NY 12534","(518) 828-8249","lpierro@cmh-net.org"
"Greene","4","Promote Healthy Women, Infants, and Children","2","Child Health","Greene County Public Health Nursing Service","Early Intervention Program","411 Main Street, Suite 300, Catskill, New York 12414","(518) 719-3617","lclark@discovergreene.com"
"Greene","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Greene","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Greene County Family Planning","Family Planning Program","Greene County Office Building 411 Main St 3rd Fl, Catskilll, NY 12414","(518) 719-3587","lchurchill@discovergreene.com"
"Hamilton","4","Promote Healthy Women, Infants, and Children","2","Child Health","Hamilton County Public Health Nursing Service","Early Intervention Program","PO Box 250, Indian Lake, New York 12842","(518) 648-6141","beth.ryan.hcphns@frontier.com"
"Hamilton","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Herkimer","4","Promote Healthy Women, Infants, and Children","2","Child Health","Herkimer County Public Health Nursing Service","Early Intervention Program","301 North Washington Street, Herkimer, New York 13350","(315) 867-1176","ccain@herkimercounty.org"
"Herkimer","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Jefferson","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Jefferson","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Oswego County Opportunities","Migrant and Seasonal Farmworker Health Program","239 Oneida Street Fulton, NY 13069","(315) 598-4715","eholst@oco.org"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","Carthage Area Hospital","School Based Health Centers","4264 East Road Box 10 Turin, NY 13473","(315) 493-1000","tduerr@cahny.org"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","Carthage Area Hospital, Inc","School Based Health Centers- Dental Clinics","1001 West Street Carthage, NY 13619","(315) 493-4187","Rbloom@carthageareahospital.com"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","Jefferson County Community Services","Early Intervention Program","175 Arsenal Street, Watertown, New York 13601","(315) 785-3283","rogera@co.jefferson.ny.us"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","North Country Children's Clinic, Inc","School Based Health Centers- Dental Clinics","238 Arsenal Street Watertown, NY 13601","(315) 782-9450","amartin@childrens-clinic.org"
"Jefferson","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Jefferson","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","North Country Prenatal/Perinatal Council, Inc.","Comprehensive Adolescent Pregnancy Prevention","200 Washington Street Suite 300, Watertown, NY 13601","(315) 788-8533","tcobb@ncppc.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","New York Presbyterian Hospital","School Based Health Centers","60 Haven Avenue B-3 New York NY 10032","(212) 304-6076","jag9007@nyp.org"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Backstretch Employee Services Team","Migrant and Seasonal Farmworker Health Program","2150 Hempstead Turnpike Gate 6, Cottage 28B Elmont, NY 11003","(516) 488-3434","paul@bestbackstretch.com"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Maimonides Medical Center - Regional Perinatal Center","Regional Perinatal Centers","4802 Tenth Ave, Brooklyn, NY 11219","(718) 283-6000","NNurse@maimonidesmed.org"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Health and Hospital Corporation - Bellevue HC and Jacobi - Regional Perinatal Center","Regional Perinatal Centers","462 First Avenue 8W31, New York, NY 10016","(212) 562-6438","zina.jones@bellevue.nychhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian New York Weill Cornell - Regional Perinatal Center","Regional Perinatal Centers","622 West 168th Street, New York, NY 10032","(212) 305-0607","jlh9006@nyp.org"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","NYC DOH and Mental Hygiene","Nurse Family Partnership- (TANF Funding)","158 East 115th Street , New York, NY 10029","(646) 672-2892","rholderm@health.nyc.gov"
"Kings","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","University Hospital of Brooklyn - Regional Perinatal Center","Regional Perinatal Centers","450 Clarkson Avenue, Box 67 Brooklyn NY 11203","(718) 270-7328","Joanne.Oderinde@downstate.edu"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Bedford Stuyvesant Family Health Center, Inc.","School Based Health Centers","1413 Fulton Street,Brooklyn, NY 11216","(347) 464-6573","agbjobs@yahoo.com"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Brooklyn Plaza Medical Center, Inc.","School Based Health Centers","650 fulton st Brooklyn, NY 11217","(718) 596-9800","tmcdaniel@brooklynplaza.org"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Brownsville Multi-Service Family Health Center","School Based Health Centers","592 Rocaway Avenue Brooklyn,NY 11212","(718) 345-5000","mclarke@bmsfhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","East New York Diagnostic & Treatment Ctr.","School Based Health Centers","2094 Pitkin Ave Brooklyn, NY 11207","(718) 240-0514","charmaine.roachvalentine@nychhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Ezra Medical Center","School Based Health Centers- Dental Clinics","1312 38th St Brooklyn, NY 11218","(718) 686-2094","info@ezramedical.org"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Long Island Jewish Medical Center","School Based Health Centers","410 Lakeville Road, Suite 108 New Hyde Park NY 11040","(516) 465-5203","lcarmine@nshs.edu"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Lutheran Medical Center","School Based Health Centers","5800 3rd Ave Brooklyn NY 11220","(718) 630-7608","lvillamil-bayona@lmcmc.com"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","NYC DOH and Mental Hygiene","Nurse Family Partnership- (TANF Funding)","158 East 115th Street , New York, NY 10029","(646) 672-2892","rholderm@health.nyc.gov"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Research Foundation of SUNY","School Based Health Centers","450 Clarkson Avenue, Box 67 Brooklyn NY 11203","(718) 926-3518","verona.rowe@downstate.edu"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Woodhull Medical & Mental Health Center","School Based Health Centers","760 Broadway-6B105 Brooklyn, NY 11206","(718) 630-3231","maire.kavanaugh@woodhullhc.nychhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","2","Child Health","Woodhull Medical and Mental Health Center","School Based Health Centers- Dental Clinics","760 Broadway-6B105 Brooklyn, NY 11206","(718) 630-3437","desire.latempa@woodhullhc.nychhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Big Brothers Big Sisters of New York City, Inc.","Successfully Transitioning Youth to Adolescence","223 East 30th Street, New York, NY 10016","(212) 994-7725","asingla@bigsnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","CAMBA","Comprehensive Adolescent Pregnancy Prevention","1720 Church Avenue , Brooklyn, NY 11226","(718) 287-2600","KevinC@camba.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Charles B. Wang Community Health Center","Comprehensive Adolescent Pregnancy Prevention","268 Canal Sreet , New York, NY 10013","(212) 226-8866","syee@cbwchc.org, lau@cbwchc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Community Counseling and Mediation","Personal Responsibility Education Program","1 Hoyt St. 7th Floor Brooklyn, NY 11201","(718) 802-0666","knachman@ccmnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Community Health Care Network","Comprehensive Adolescent Pregnancy Prevention","79 Madison Ave; 6th floor , New York, NY 10016","(718) 302-8121","cabate@chnnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Community HealthCare Network","Family Planning Program","79 Madison Avenue, 6th Floor , New York, NY 10016","(212) 366-4500","cabate@chnnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Grand Street Settlement","Comprehensive Adolescent Pregnancy Prevention","80 Pitt Street , New York, NY 10002","(646) 201-4254","tbui@grandsettlement.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","NYC DOH and Mental Hygiene","Nurse Family Partnership- (TANF Funding)","158 East 115th Street , New York, NY 10029","(646) 672-2892","rholderm@health.nyc.gov"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood New York City","Comprehensive Adolescent Pregnancy Prevention","26 Bleecker Street , New York, NY 10012","(212) 274-7363","michele.bayley@ppnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood NYC","Family Planning Program","26 Bleecker Street , New York, NY 10012-2413","(212) 274-7220","joan.malin@ppnyc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Staten Island University Hospital","Family Planning Program","475 Seaview Avenue , Staten Island, NY 10305","(718) 226-6393","emccabe@siuh.edu"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Steven & Alenandra Cohen Children's Medical Center of NY, part of LI Jewish Medical Center","Comprehensive Adolescent Pregnancy Prevention","269-01 76th Avenue , New Hyde Park, NY 11040","(516) 465-5203","lcarmine@nshs.edu"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","The Hetrick-Martin Institute","Comprehensive Adolescent Pregnancy Prevention","2 Astor Place , New York, NY 10003","(212) 674-2600","aDiori@hmi.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Woodhull Medical/Mental Health Center","Personal Responsibility Education Program","760 Broadway-6B105 Brooklyn, NY 11206","(718) 630-3437","desire.latempa@woodhullhc.nychhc.org"
"Kings","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","YWCA of the City of NY","Personal Responsibility Education Program","50 Broadway , New York, NY 10007","(212) 735-9799","sramirez@ywcanyc.org"
"Lewis","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Lewis","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Oswego County Opportunities","Migrant and Seasonal Farmworker Health Program","239 Oneida Street Fulton, NY 13069","(315) 598-4715","eholst@oco.org"
"Lewis","4","Promote Healthy Women, Infants, and Children","2","Child Health","Carthage Area Hospital","School Based Health Centers","4264 East Road Box 10 Turin, NY 13473","(315) 493-1000","tduerr@cahny.org"
"Lewis","4","Promote Healthy Women, Infants, and Children","2","Child Health","Lewis County Public Health","Early Intervention Program","7785 North State Street, Lowville, New York 13367","(315) 376-5453","director.lcph@gmail.com"
"Lewis","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Livingston","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Livingston","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Genesee Valley BOCES","Migrant and Seasonal Farmworker Health Program","3 Mount Morris-Leicester Road Leicester, NY 14481","(585) 658-7960","rlynch@gvboces.org"
"Livingston","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Livingston County Department of Health","Special Supplemental Food Program for Women, Infants, and Children (WIC)","2 Murray Hill Drive
Mount Morris, NY 14510","(585) 243-7299","csheflin@co.livingston.ny.us"
"Livingston","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Strong Memorial Hospital - Regional Perinatal Center","Regional Perinatal Centers","601 Elmwood Avenue, Rochester, NY 14627","(585) 275-6036","Chris_glantz@urmc.rochester.edu"
"Livingston","4","Promote Healthy Women, Infants, and Children","2","Child Health","Livingston County Department of Health","Early Intervention Program","2 Murray Hill Drive, Mount Morris, New York 14510","(585) 243-7270","jrodriguez@co.livingston.ny.us"
"Livingston","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Livingston","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Livingston County Reproductive Health Center","Family Planning Program","2 Murray Hill Drive , Mt.Morris, NY 14510","(585) 243-7270","jellison@co.livingston.ny.us"
"Madison","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Madison","4","Promote Healthy Women, Infants, and Children","2","Child Health","Family Health Network of Central New York, Inc.","School Based Health Centers","17-29 Main Street Cortland NY 13045","(607) 753-3797","wpriest@familyhealthnetwork.org"
"Madison","4","Promote Healthy Women, Infants, and Children","2","Child Health","Madison County Department of Health","Early Intervention Program","PO Box 605, County Office Building, Wampsville, New York 13163","(315) 366-2361","eric.faisst@madisoncounty.ny.gov"
"Madison","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Monroe","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Monroe County DOH","Nurse Family Partnership- (TANF Funding)","691 St. Paul Street - 4th Floor , Rochester, NY 14605","(585) 753-5437","mdedee@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Monroe County DOH (NFP)","Maternal, Infant and Early Childhood Home Visiting","691 St. Paul Street - 4th Floor, Rochester, NY 14605","(585) 753-5526","Dbaskin@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Oak Orchard CHC","Migrant and Seasonal Farmworker Health Program","300 West Avenue Brockport, New York 14420","(585) 637-5319","bnamestnik@oochc.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Strong Memorial Hospital - Regional Perinatal Center","Regional Perinatal Centers","601 Elmwood Avenue, Rochester, NY 14627","(585) 275-6036","Chris_glantz@urmc.rochester.edu"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Monroe County Department of Health","Early Intervention Program","691 Saint Paul Street 4th Floor, Rochester, New York 14605-1798","(585) 753-2991","adoniger@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Monroe County DOH","Nurse Family Partnership- (TANF Funding)","691 St. Paul Street - 4th Floor , Rochester, NY 14605","(585) 753-5437","mdedee@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Monroe County DOH (NFP)","Maternal, Infant and Early Childhood Home Visiting","691 St. Paul Street - 4th Floor, Rochester, NY 14605","(585) 753-5269","mdedee@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Oak Orchard Community Health Center","School Based Health Centers- Dental Clinics","300 West Avenue Brockport, New York 14420","(585) 637-5319","rhendershott@oochc.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Rochester General Health System","School Based Health Centers","500 Webster Ave Rochester NY 14609","(585) 482-9290","kathleen.pendergast@rochestergeneral.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","Threshold Center for Alternative Youth Services","School Based Health Centers","Director of Clinical Services 145 Parsells Avenue Rochester, NY 14609","(585) 454-7530","hbiggs@thresholdcenter.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","2","Child Health","University of Rochester","School Based Health Centers","East High Clinic 1801 East Main Street Rochester NY 14609","(585) 288-1390","kim_urbach@urmc.rochester.edu"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","City of Rochester Bureau of Youth Services","Comprehensive Adolescent Pregnancy Prevention","30 Church Street , Rochester, NY 14614","(585) 428-6225","campbelj@cityofrochester.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Highland Hospital","Family Planning Program","777 South Clinton Avenue , Rochester, NY 14620","(585) 279-4801","diane_koretz@urmc.rochester.edu"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Monroe County DOH","Nurse Family Partnership- (TANF Funding)","691 St. Paul Street - 4th Floor , Rochester, NY 14605","(585) 753-5267","mdedee@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Monroe County DOH (NFP)","Maternal, Infant and Early Childhood Home Visiting","691 St. Paul Street - 4th Floor, Rochester, NY 14605","(585) 753-5269","mdedee@monroecounty.gov"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of the Rochester/Syracuse Regions, Inc.","Comprehensive Adolescent Pregnancy Prevention","114 University Avenue , Rochester, NY 14605","(585) 546-2771","fbartell@pprsr.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Threshold Center for Alternative Youth Services, Inc.","Comprehensive Adolescent Pregnancy Prevention","57 Central Park , Rochester, NY 14605","(585) 730-6180","sdavin@thresholdcenter.org, hbiggs@thresholdcenter.org"
"Monroe","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","University of Rochester","Successfully Transitioning Youth to Adolescence","518 Hylan Building, Rochester, NY 14627","(585) 753-5927","mszilagyi@monroecounty.gov "
"Montgomery","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Albany Medical Center Hospital - Regional Perinatal Center","Regional Perinatal Centers","43 New Scotland Avenue, Albany, NY 12208","(518) 262-3003","RossS@mail.amc.edu"
"Montgomery","4","Promote Healthy Women, Infants, and Children","2","Child Health","Montgomery County Public Health","Early Intervention Program","PO Box 1500, Park Street County Annex Building, Fonda, New York 12068","(518) 853-3531","astuart@co.montgomery.ny.us"
"Montgomery","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Backstretch Employee Services Team","Migrant and Seasonal Farmworker Health Program","2150 Hempstead Turnpike Gate 6, Cottage 28B Elmont, NY 11003","(516) 488-3434","paul@bestbackstretch.com"
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Long Island Jewish Med.Ctr. - Regional Perinatal Center","Regional Perinatal Centers","270-05 76th Ave, New Hyde Park, NY 11040","(718) 470-3394","cgrippi@nshs.edu"
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","North Shore University Hospital - Regional Perinatal Center","Regional Perinatal Centers","300 Community Drive, Manhasset, NY 11030","(516) 562-2466","aivala@nshs.edu"
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","The Visiting Nurses Service of New York (NFP)","Maternal, Infant and Early Childhood Home Visiting","1250 Broadway 17th Fl New York, NY 10001","212-609-6267","carol.odnoha@vnsny.org "
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","University Hospital Stony Brook - Regional Perinatal Center","Regional Perinatal Centers","Health Science Center Level 5 Room 085 Stonybrook, NY 11794","(631) 444-2021","adriann.combs@stonybrookmedicine.edu"
"Nassau","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Winthrop University Hospital - Regional Perinatal Center","Regional Perinatal Centers","259 First Street, Mineola, NY 11501","(516) 663-8445","Srichter@Winthrop.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","2","Child Health","Nassau County on behalf of Nassau County Department of Health","Early Intervention Program","60 Charles Lindbergh Blvd., Suite 100, Uniondale, New York 11553-3683","(516) 227-8648","linda.rennie@hhsnassaucountyny.us"
"Nassau","4","Promote Healthy Women, Infants, and Children","2","Child Health","Nassau Health Care Corporation","School Based Health Centers","2201 Hempstead Turnpike, A Building Room 201 East Meadow, NY 11554","(516) 572-5878","lward1@numc.edu"
"Nassau","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Nassau","4","Promote Healthy Women, Infants, and Children","2","Child Health","Winthrop University Hospital","School Based Health Centers","222 Station Plaza North, Suite 611 Mineola NY 11501","(516) 663-4493","jswedler@winthrop.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Leadership Training Institute","Successfully Transitioning Youth to Adolescence","50 Clinton Street, Suite 607, Hempstead, NY 11550","(516) 483-3400","mjackson@ltiny.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Long Island Gay and Lesbian Youth, Inc.","Comprehensive Adolescent Pregnancy Prevention","34 Park Avenue , Bay Shore, NY 11706","(631) 665-2300","kerrie@ligaly.org, robert@liglbtnetwork.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Nassau County","Comprehensive Adolescent Pregnancy Prevention","540 Fulton Avenue , Hempstead, NY 11550","(516) 750-2600","joannd.smith@ppnc.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of Nassau County","Family Planning Program","540 Fulton Avenue , Hempstead, NY 11550","(516) 750-2601","joannd.smith@ppnc.org"
"New York","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Long Island Jewish Med.Ctr. - Regional Perinatal Center","Regional Perinatal Centers","270-05 76th Ave, New Hyde Park, NY 11040","(718) 470-3394","cgrippi@nshs.edu"
"New York","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Health and Hospital Corporation - Bellevue HC and Jacobi - Regional Perinatal Center","Regional Perinatal Centers","462 First Avenue 8W31, New York, NY 10016","(212) 562-6438","zina.jones@bellevue.nychhc.org"
"New York","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian Columbia - Regional Perinatal Center","Regional Perinatal Centers","622 West 168th Street, New York, NY 10032","(212) 305-0607","jlh9006@nyp.org"
"New York","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian New York Weill Cornell - Regional Perinatal Center","Regional Perinatal Centers","622 West 168th Street, New York, NY 10032","(212) 305-0607","jlh9006@nyp.org"
"New York","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York University Medical Center and Mount Sinai Hospital - Regional Perinatal Center","Regional Perinatal Centers","530 First Avenue Suite HHC - 7A New York, NY 10016","(212) 263-7286","Pascaa02@nyumc.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Bellevue Hospital Center","School Based Health Centers","462 First Avenue @ 27th Street - Pediatric Clinic - Room A321 New York, NY 10016","(212) 562-6341","ahf1@nyumc.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Childrens Aid Society","School Based Health Centers","150 East 45th street New York NY 10017","(212) 949-4958","beverlyc@childrensaidsociety.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","East Harlem Council for Human Services, Inc.","School Based Health Centers","Boriken Health Center/SH Program - 2253 Third Avenue, 3rd Floor New York, NY 10035","(212) 348-6410","yabad@boriken.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Heritage Health Care Center","School Based Health Centers","1727 Amsterdam Avenue - 4th Floor New York, NY 10034","(212) 862-0054","Asimmons@heritagenyc.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mount Sinai Hospital","School Based Health Centers","1 Gustave L. Levy Place, Box 1202A New York NY 10029","(212) 241-8015","sharon.edwards@mountsinai.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","New York City Department of Health & Mental Hygiene","Early Intervention Program","Gotham Center, CN # 12, 42-09 28th Street, 18th Floor, Queens, New York 11101-4132","(347) 396-6974","mcasali1@health.nyc.gov"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Saint Lukes-Roosevelt Hospital Center, Inc.","School Based Health Centers","1090 Amsterdam Avenue, Suite 16N","(212) 523-5476","Tstokes@chpnet.org"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","William F. Ryan Community Health Center","School Based Health Centers","110 West 97th Street New York NY 10025","(212) 316-7977","jessica.sessions@ryancenter.org"
