School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,X146,Bronx,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,01/12/2017,http://schools.nyc.gov/schools/X146,"X146,X186,X380",,Bronx,NY,10456,04/03/2019,04/03/2019,40 824717,"968 CAULDWELL AVENUE
Bronx, NY 10456
(40.824945713000034, -73.90614682399996)",
NYC DOE,X147,Bronx,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,10/20/2017,http://schools.nyc.gov/schools/X313,"X313,X339,X469",,Bronx,NY,10457,04/03/2019,04/03/2019,40 840536,"1600 WEBSTER AVENUE
Bronx, NY 10457
(40.84085605900003, -73.90471272999997)",
NYC DOE,X148,Bronx,Public School,145,No,0,0,0,145,Yes,,145,0,No,Yes,02/04/2017,http://schools.nyc.gov/schools/X215,"X215,X219,X517",,Bronx,NY,10456,04/03/2019,04/03/2019,40 833493,"3630 THIRD AVENUE
Bronx, NY 10456
(40.83386363400007, -73.90424088699996)",
NYC DOE,X149,Bronx,Public School,76,No,0,0,0,76,Yes,,76,0,No,Yes,01/23/2017,http://schools.nyc.gov/schools/X221,"X221,X223",,Bronx,NY,10454,04/03/2019,04/03/2019,40 813612,"360 EAST 145 STREET
Bronx, NY 10454
(40.813744076000035, -73.92025770599997)",
NYC DOE,X150,Bronx,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X150,X150,,Bronx,NY,10459,04/03/2019,04/03/2019,40 82471,"920 EAST 167 STREET
Bronx, NY 10459
(40.82635710000005, -73.89431908899996)",
NYC DOE,X151,Bronx,Public School,129,No,0,0,0,129,Yes,,129,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X151,"X031,X151,X704",,Bronx,NY,10451,04/03/2019,04/03/2019,40 822574,"250 EAST 156 STREET
Bronx, NY 10451
(40.82294126900007, -73.92100811199998)",
NYC DOE,X152,Bronx,Public School,145,No,0,0,0,145,Yes,,145,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/X152,X152,,Bronx,NY,10472,04/03/2019,04/03/2019,40 823941,"1007 EVERGREEN AVENUE
Bronx, NY 10472
(40.823937744000034, -73.87999802399997)",
NYC DOE,X153,Bronx,Public School,114,No,0,0,0,114,Yes,,114,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/X153,"X153,X596",,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"650 BAYCHESTER AVENUE
Bronx, NY 10475
(40.872976711000035, -73.83370927799996)",
NYC DOE,X154,Bronx,Public School,115,No,0,0,0,115,Yes,,115,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/X154,"X154,X364",,Bronx,NY,10454,04/03/2019,04/03/2019,40 808194,"333 EAST 135 STREET
Bronx, NY 10454
(40.80791705100006, -73.92590100599995)",
NYC DOE,X155,Bronx,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,05/31/2018,http://schools.nyc.gov/schools/X754,"X754,X491",,Bronx,NY,10455,04/03/2019,04/03/2019,40 811051,"470 JACKSON AVENUE
Bronx, NY 10455
(40.811193253000056, -73.90977563799999)",
NYC DOE,X156,Bronx,Public School,169,No,0,0,0,169,Yes,,169,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X359,"X359,X017,X389",,Bronx,NY,10451,04/03/2019,04/03/2019,40 823014,"750 CONCOURSE VILLAGE WEST
Bronx, NY 10451
(40.823008135000066, -73.92339267799997)",
NYC DOE,X157,Bronx,Public School,129,No,0,0,0,129,Yes,,129,0,No,Yes,01/23/2017,http://schools.nyc.gov/schools/X157,X157,,Bronx,NY,10456,04/03/2019,04/03/2019,40 819419,"757 CAULDWELL AVENUE
Bronx, NY 10456
(40.81898700000005, -73.90884149999994)",
NYC DOE,X158,Bronx,Public School,167,No,0,0,0,167,Yes,,167,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X267,"X267,X479,X482",,Bronx,NY,10456,04/03/2019,04/03/2019,40 826933,"800 HOME STREET
Bronx, NY 10456
(40.82782740000005, -73.90065371599997)",
NYC DOE,X159,Bronx,Public School,19,No,0,0,0,19,Yes,,19,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X159,X159,,Bronx,NY,10458,04/03/2019,04/03/2019,40 85568,"2315 WASHINGTON AVENUE
Bronx, NY 10458
(40.855489239000065, -73.89296016599997)",
NYC DOE,X160,Bronx,Public School,160,No,0,0,0,160,Yes,,160,0,No,Yes,07/13/2018,http://schools.nyc.gov/schools/X160,"X160,X168,X488",,Bronx,NY,10475,04/03/2019,04/03/2019,40 864073,"4140 HUTCHINSON RIVER PKWAY EA
Bronx, NY 10475
(40.86414000000008, -73.82363399999997)",
NYC DOE,X161,Bronx,Public School,164,No,0,0,0,164,Yes,,164,0,No,Yes,12/28/2017,http://schools.nyc.gov/schools/X161,"X161,X017",,Bronx,NY,10455,04/03/2019,04/03/2019,40 814168,"628 TINTON AVENUE
Bronx, NY 10455
(40.81472921400007, -73.90555570499998)",
NYC DOE,X162,Bronx,Public School,117,No,0,0,0,117,Yes,,117,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/X162,"X500,X584,X010,X393",,Bronx,NY,10455,04/03/2019,04/03/2019,40 814857,"600 SAINT ANN'S AVENUE
Bronx, NY 10455
(40.814703000000065, -73.91204999999997)",
NYC DOE,X163,Bronx,Public School,53,No,0,0,0,53,Yes,,53,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/X163,X163,,Bronx,NY,10457,04/03/2019,04/03/2019,40 8517,"2075 WEBSTER AVENUE
Bronx, NY 10457
(40.85159386300006, -73.89860179799996)",
NYC DOE,X166,Bronx,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/X324,"X324,X449,X454",,Bronx,NY,10456,04/03/2019,04/03/2019,40 828009,"250 EAST 164 STREET
Bronx, NY 10456
(40.82848213700004, -73.91721546499997)",
NYC DOE,X167,Bronx,Public School,127,No,0,0,0,127,Yes,,127,0,No,Yes,04/10/2018,http://schools.nyc.gov/schools/X214,"X214,X383",,Bronx,NY,10460,04/03/2019,04/03/2019,40 839297,"1970 WEST FARMS ROAD
Bronx, NY 10460
(40.839292887000056, -73.88041846899995)",
NYC DOE,X169,Bronx,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,07/25/2018,http://schools.nyc.gov/schools/X169,X169,,Bronx,NY,10466,04/03/2019,04/03/2019,40 881344,"3500 EDSON AVENUE
Bronx, NY 10466
(40.88108462100007, -73.83970401399995)",
NYC DOE,X170,Bronx,Public School,83,No,0,0,0,83,Yes,,83,0,No,Yes,04/24/2018,http://schools.nyc.gov/schools/X170,X170,,Bronx,NY,10452,04/03/2019,04/03/2019,40 844367,"1598 TOWNSEND AVENUE
Bronx, NY 10452
(40.84450111000007, -73.91346447799998)",
NYC DOE,X171,Bronx,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/X004,X004,,Bronx,NY,10456,04/03/2019,04/03/2019,40 841758,"1717 FULTON AVENUE
Bronx, NY 10456
(40.84170215100005, -73.89772686599997)",
NYC DOE,X172,Bronx,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/X011,X011,,Bronx,NY,10452,04/03/2019,04/03/2019,40 842407,"1399 OGDEN AVE
Bronx, NY 10452
(40.842233717000056, -73.92433849899999)",
NYC DOE,X173,Bronx,Public School,86,No,0,0,0,86,Yes,,86,0,No,Yes,04/10/2018,http://schools.nyc.gov/schools/X236,X236,,Bronx,NY,10453,04/03/2019,04/03/2019,40 848907,"1871 WALTON AVENUE
Bronx, NY 10453
(40.848781348000045, -73.90958038399998)",
NYC DOE,X174,Bronx,Public School,143,No,0,0,0,143,Yes,,143,0,No,Yes,02/06/2017,http://schools.nyc.gov/schools/X282,"X282,X367,X375",,Bronx,NY,10473,04/03/2019,04/03/2019,40 815043,"456 WHITE PLAINS ROAD
Bronx, NY 10473
(40.81464002100006, -73.85651465799998)",
NYC DOE,X175,Bronx,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/X175,X175,,Bronx,NY,10464,04/03/2019,04/03/2019,40 844353,"200 CITY ISLAND AVENUE
Bronx, NY 10464
(40.84352369000004, -73.78506945699996)",
NYC DOE,X177,Bronx,Public School,141,No,0,0,0,141,Yes,,141,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/X077,"X077,X469",,Bronx,NY,10467,04/03/2019,04/03/2019,40 872559,"3177 WEBSTER AVENUE
Bronx, NY 10467
(40.87216544300003, -73.87577604399996)",
NYC DOE,X178,Bronx,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/X178,"X178,X596",,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"850 BAYCHESTER AVENUE
Bronx, NY 10475
(40.87515389400005, -73.83381407799999)",
NYC DOE,X180,Bronx,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,02/07/2017,http://schools.nyc.gov/schools/X180,X180,,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"700 BAYCHESTER AVENUE
Bronx, NY 10475
(40.87293813200006, -73.83370240799997)",
NYC DOE,X181,Bronx,Public School,97,No,0,0,0,97,Yes,,97,0,No,Yes,01/23/2017,http://schools.nyc.gov/schools/X181,"X181,X176",,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"800 BAYCHESTER AVENUE
Bronx, NY 10475
(40.87500300000005, -73.83174749999995)",
NYC DOE,X182,Bronx,Public School,112,No,0,0,0,112,Yes,,112,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/X182,X182,,Bronx,NY,10473,04/03/2019,04/03/2019,40 818925,"601 STICKBALL BOULEVARD
Bronx, NY 10473
(40.81902459300005, -73.85650572199995)",
NYC DOE,X183,Bronx,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,04/24/2018,http://schools.nyc.gov/schools/X551,"X551,X168,X493",,Bronx,NY,10451,04/03/2019,04/03/2019,40 813681,"339 MORRIS AVENUE
Bronx, NY 10451
(40.81325462800004, -73.92560989799995)",
NYC DOE,X184,Bronx,Public School,165,No,0,0,0,165,Yes,,165,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X296,"X296,X298,X379,X017,X754",,Bronx,NY,10456,04/03/2019,04/03/2019,40 818703,"778 FOREST AVENUE
Bronx, NY 10456
(40.818813412000054, -73.90591917199998)",
NYC DOE,X189,Bronx,Public School,160,No,0,0,0,160,Yes,,160,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/X189,"X189,X462,X723",,Bronx,NY,10475,04/03/2019,04/03/2019,40 882778,"3441 STEENWICK AVENUE
Bronx, NY 10475
(40.883252166000034, -73.83053855999998)",
NYC DOE,X192,Bronx,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,10/22/2018,http://schools.nyc.gov/schools/X371,"X371,X392,X467",,Bronx,NY,10465,04/03/2019,04/03/2019,40 826794,"650 HOLLYWOOD AVENUE
Bronx, NY 10465
(40.82673210000007, -73.81857308999997)",
NYC DOE,X193,Bronx,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,07/31/2018,http://schools.nyc.gov/schools/X211,"X211,X318,X124",,Bronx,NY,10457,04/03/2019,04/03/2019,40 843705,"1919 PROSPECT AVENUE
Bronx, NY 10457
(40.84355282900003, -73.88976753899993)",
NYC DOE,X194,Bronx,Public School,195,No,0,0,0,195,Yes,,195,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/X194,"X194,X168",,Bronx,NY,10462,04/03/2019,04/03/2019,40 83541,"2365 WATERBURY AVE
Bronx, NY 10462
(40.834815631000026, -73.84649903899998)",
NYC DOE,X198,Bronx,Public School,122,No,0,0,0,122,Yes,,122,0,No,Yes,05/25/2018,http://schools.nyc.gov/schools/X212,"X212,X463,X587",,Bronx,NY,10456,04/03/2019,04/03/2019,40 828406,"1180 TINTON AVENUE
Bronx, NY 10456
(40.82876226800005, -73.90056422499998)",
NYC DOE,X205,Bronx,Public School,86,No,0,0,0,86,Yes,,86,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X205,X205,,Bronx,NY,10458,04/03/2019,04/03/2019,40 855759,"2475 SOUTHERN BOULEVARD
Bronx, NY 10458
(40.855563000000075, -73.88138249999997)",
NYC DOE,X206,Bronx,Public School,35,No,0,0,0,35,Yes,,35,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X206,X206,,Bronx,NY,10468,04/03/2019,04/03/2019,40 859534,"2280 AQUEDUCT AVENUE
Bronx, NY 10468
(40.85965549700006, -73.90650053199994)",
NYC DOE,X209,Bronx,Public School,77,No,0,0,0,77,Yes,,77,0,No,Yes,03/16/2018,http://schools.nyc.gov/schools/X209,X209,,Bronx,NY,10458,04/03/2019,04/03/2019,40 856834,"313 EAST 183RD STREET
Bronx, NY 10458
(40.85660817300004, -73.89749439099995)",
NYC DOE,X211,Bronx,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,02/06/2017,http://schools.nyc.gov/schools/X319,X319,,Bronx,NY,10457,04/03/2019,04/03/2019,40 848385,"560 EAST 179 STREET
Bronx, NY 10457
(40.84842683900007, -73.89334854499998)",
NYC DOE,X229,Bronx,Public School,143,No,0,0,0,143,Yes,,143,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X229,"X229,X274",,Bronx,NY,10453,04/03/2019,04/03/2019,40 8524,"275 HARLEM RIVER PARK BRIDGE
Bronx, NY 10453
(40.85263800000007, -73.92127049999993)",
NYC DOE,X235,Bronx,Public School,144,No,0,0,0,144,Yes,,144,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X218,"X218,X723",,Bronx,NY,10452,04/03/2019,04/03/2019,40 835681,"1220 GERARD AVENUE
Bronx, NY 10452
(40.83582940500003, -73.92000255899995)",
NYC DOE,X236,Bronx,Public School,27,No,0,0,0,27,Yes,,27,0,No,Yes,06/12/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10457,04/03/2019,04/03/2019,40 844728,"499 EAST 175 STREET
Bronx, NY 10457
(40.844499789000054, -73.89852620599999)",
NYC DOE,X240,Bronx,Public School,154,No,0,0,0,154,Yes,,154,0,No,Yes,04/19/2017,http://schools.nyc.gov/schools/X327,"X327,X555,X010",,Bronx,NY,10452,04/03/2019,04/03/2019,40 842503,"1501 JEROME AVENUE
Bronx, NY 10452
(40.842513094000026, -73.91610035999997)",
NYC DOE,X254,Bronx,Public School,73,No,0,0,0,73,Yes,,73,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X254,X254,,Bronx,NY,10458,04/03/2019,04/03/2019,40 858721,"2452 WASHINGTON AVENUE
Bronx, NY 10458
(40.858841651000034, -73.89018588899995)",
NYC DOE,X279,Bronx,Public School,174,No,0,0,0,174,Yes,,174,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X279,X279,,Bronx,NY,10453,04/03/2019,04/03/2019,40 854666,"2100 WALTON AVENUE
Bronx, NY 10453
(40.854830983000056, -73.90517327199996)",
NYC DOE,X283,Bronx,Public School,51,No,0,0,0,51,Yes,,51,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X228,X228,,Bronx,NY,10458,04/03/2019,04/03/2019,40 860987,"400 EAST FORDHAM ROAD
Bronx, NY 10458
(40.86090000000007, -73.89193049999994)",
NYC DOE,X285,Bronx,Public School,86,No,0,0,0,86,Yes,,86,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X361,X361,,Bronx,NY,10452,04/03/2019,04/03/2019,40 838232,"200 West 167th Street
Bronx, NY 10452
(40.83826766200008, -73.92791673699998)",
NYC DOE,X292,Bronx,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/X357,X357,,Bronx,NY,10462,04/03/2019,04/03/2019,40 854423,"800 LYDIG AVENUE
Bronx, NY 10462
(40.854393283000036, -73.86365641299994)",
NYC DOE,X306,Bronx,Public School,208,No,0,0,0,208,Yes,,208,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X306,"X306,X331,X186",,Bronx,NY,10453,04/03/2019,04/03/2019,40 850722,"40 WEST TREMONT AVENUE
Bronx, NY 10453
(40.85172714700008, -73.91135375799996)",
NYC DOE,X311,Bronx,Public School,89,No,0,0,0,89,Yes,,89,0,No,Yes,10/31/2017,http://schools.nyc.gov/schools/X481,"X481,X534",,Bronx,NY,10462,04/03/2019,04/03/2019,40 843531,"1684 WHITE PLAINS ROAD
Bronx, NY 10462
(40.843583685000056, -73.86548195799998)",
NYC DOE,X314,Bronx,Public School,41,No,0,0,0,41,Yes,,41,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/X483,"X483,X534",,Bronx,NY,10470,04/03/2019,04/03/2019,40 901436,"4520 MATILDA AVENUE
Bronx, NY 10470
(40.901605293000046, -73.85422967999995)",
NYC DOE,X338,Bronx,Public School,135,No,0,0,0,135,Yes,,135,0,No,Yes,02/16/2018,http://schools.nyc.gov/schools/X204,"X204,X723",,Bronx,NY,10453,04/03/2019,04/03/2019,40 849416,"1780 DR. MARTIN LUTHER KING JR. BLVD
Bronx, NY 10453
(40.85015400000003, -73.91541149999995)",
NYC DOE,X340,Bronx,Public School,115,No,0,0,0,115,Yes,,115,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/X340,X340,,Bronx,NY,10468,04/03/2019,04/03/2019,40 869407,"25 WEST 195 STREET
Bronx, NY 10468
(40.86897002400008, -73.89735862699996)",
NYC DOE,X354,Bronx,Public School,32,No,0,0,0,32,Yes,,32,0,No,Yes,02/03/2017,http://schools.nyc.gov/schools/Z028,X533,,Bronx,NY,10454,04/03/2019,04/03/2019,40 806208,"105 WILLIS AVENUE
Bronx, NY 10454
(40.805458427000076, -73.92554681399997)",
NYC DOE,X356,Bronx,Public School,59,No,0,0,0,59,Yes,,59,0,No,Yes,03/03/2017,http://schools.nyc.gov/schools/X533,X533,,Bronx,NY,10455,04/03/2019,04/03/2019,40 812075,"535 UNION AVENUE
Bronx, NY 10455
(40.81172642000007, -73.90571429299996)",
NYC DOE,X358,Bronx,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,04/04/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10459,04/03/2019,04/03/2019,40 829306,"1211 SOUTHERN BOULEVARD
Bronx, NY 10459
(40.82930597700005, -73.89191812499996)",
NYC DOE,X360,Bronx,Public School,91,No,0,0,0,91,Yes,,91,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/X360,X360,,Bronx,NY,10463,04/03/2019,04/03/2019,40 874717,"2880 KINGSBRIDGE TERRACE
Bronx, NY 10463
(40.87475409100006, -73.90245493199996)",
NYC DOE,X361,Bronx,Public School,117,No,0,0,0,117,Yes,,117,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/X361,X094,,Bronx,NY,10467,04/03/2019,04/03/2019,40 880661,"268 EAST 211 STREET
Bronx, NY 10467
(40.88067300000006, -73.87512749999996)",
NYC DOE,X362,Bronx,Public School,183,No,0,0,0,183,Yes,,183,0,No,Yes,03/10/2017,http://schools.nyc.gov/schools/X270,"X270,X513,X514,X754",,Bronx,NY,10466,04/03/2019,04/03/2019,40 888242,"921 EAST 228TH STREET
Bronx, NY 10466
(40.887868138000044, -73.85271955899998)",
NYC DOE,X368,Bronx,Public School,183,No,0,0,0,183,Yes,,183,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X368,"X368,X721",,Bronx,NY,10463,04/03/2019,04/03/2019,40 877935,"2975 TIBBETT AVENUE
Bronx, NY 10463
(40.878747385000054, -73.91077606299996)",
NYC DOE,X373,Bronx,Public School,33,No,0,0,0,33,Yes,,33,0,No,Yes,12/19/2017,http://schools.nyc.gov/schools/Z092,X535,,Bronx,NY,10467,04/03/2019,04/03/2019,40 881076,"3560 WEBSTER AVENUE
Bronx, NY 10467
(40.88106631800008, -73.87057338099999)",
NYC DOE,X387,Bronx,Public School,19,No,0,0,0,19,Yes,,19,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/Z098,X535,,Bronx,NY,10463,04/03/2019,04/03/2019,40 877062,"5500 BROADWAY
Bronx, NY 10463
(40.87688818100003, -73.90615643099994)",
NYC DOE,X392,Bronx,Public School,102,No,0,0,0,102,Yes,,102,0,No,Yes,10/22/2018,http://schools.nyc.gov/schools/X392,"X269,X186",,Bronx,NY,10459,04/03/2019,04/03/2019,40 820388,"928 SIMPSON STREET
Bronx, NY 10459
(40.820523570000034, -73.89317906999997)",
NYC DOE,X400,Bronx,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,02/03/2017,http://schools.nyc.gov/schools/X297,"X297,X403,X404,X543",,Bronx,NY,10456,04/03/2019,04/03/2019,40 827455,"1110 BOSTON ROAD
Bronx, NY 10456
(40.827413568000054, -73.90468464799994)",
NYC DOE,X401,Bronx,Public School,159,No,0,0,0,159,Yes,,159,0,No,Yes,03/13/2017,http://schools.nyc.gov/schools/X446,"X446,X480,X200",,Bronx,NY,10459,04/03/2019,04/03/2019,40 823124,"1010 REV. J. A. POLITE AVENUE
Bronx, NY 10459
(40.82547500000004, -73.89387999999997)",
NYC DOE,X405,Bronx,Public School,200,No,0,0,0,200,Yes,,200,0,No,Yes,02/26/2017,http://schools.nyc.gov/schools/X405,"X293,X320,X348,X349,X405,X558,X721",,Bronx,NY,10461,04/03/2019,04/03/2019,40 839775,"3000 EAST TREMONT AVENUE
Bronx, NY 10461
(40.83993900000007, -73.83914999999996)",
NYC DOE,X410,Bronx,Public School,124,No,0,0,0,124,Yes,,124,0,No,Yes,02/16/2017,http://schools.nyc.gov/schools/X227,"X227,X329,X350,X412,X413,X564",,Bronx,NY,10457,04/03/2019,04/03/2019,40 839307,"240 EAST 172 STREET
Bronx, NY 10457
(40.84002000000004, -73.91117249999996)",
NYC DOE,X411,Bronx,Public School,1,No,0,0,0,1,Yes,,1,0,No,Yes,04/27/2017,http://schools.nyc.gov/schools/X227,"X227,X329,X350,X412,X413,X564",,Bronx,NY,10457,04/03/2019,04/03/2019,40 839307,"240 EAST 172 STREET
Bronx, NY 10457
(40.84002000000004, -73.91117249999996)",
NYC DOE,X415,Bronx,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X288,"X288,X299,X508,X509,X542,X010",,Bronx,NY,10469,04/03/2019,04/03/2019,40 860443,"925 ASTOR AVENUE
Bronx, NY 10469
(40.85970318700004, -73.86032048799996)",
NYC DOE,X416,Bronx,Public School,2,No,0,0,0,2,Yes,,2,0,No,Yes,04/27/2017,http://schools.nyc.gov/schools/X288,"X288,X299,X508,X509,X542,X010",,Bronx,NY,10469,04/03/2019,04/03/2019,40 860443,"925 ASTOR AVENUE
Bronx, NY 10469
(40.85970318700004, -73.86032048799996)",
NYC DOE,X420,Bronx,Public School,135,No,0,0,0,135,Yes,,135,0,No,Yes,02/13/2017,http://schools.nyc.gov/schools/X388,"X388,X521,X550,X597",,Bronx,NY,10472,04/03/2019,04/03/2019,40 832508,"1300 BOYNTON AVENUE
Bronx, NY 10472
(40.83175869100006, -73.87892622499999)",
NYC DOE,X423,Bronx,Public School,170,No,0,0,0,170,Yes,,170,0,No,Yes,02/15/2017,http://schools.nyc.gov/schools/X242,"X242,X478,X721",,Bronx,NY,10472,04/03/2019,04/03/2019,40 832508,"1551 EAST 172ND STREET
Bronx, NY 10472
(40.83197400000006, -73.87753949999995)",
NYC DOE,X425,Bronx,Public School,150,No,0,0,0,150,Yes,,150,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/X253,"X253,X265,X275,X290,X544,X545,X176,X723",,Bronx,NY,10467,04/03/2019,04/03/2019,40 875172,"800 EAST GUN HILL ROAD
Bronx, NY 10467
(40.87575425500006, -73.86136682999995)",
NYC DOE,X426,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,01/23/2017,http://schools.nyc.gov/schools/X253,"X253,X265,X275,X290,X544,X545,X176,X723",,Bronx,NY,10467,04/03/2019,04/03/2019,40 875172,"800 EAST GUNHILL ROAD
Bronx, NY 10467
(40.87575425500006, -73.86136682999995)",
NYC DOE,X430,Bronx,Public School,184,No,0,0,0,184,Yes,,184,0,No,Yes,02/22/2017,http://schools.nyc.gov/schools/X268,"X268,X342,X433,X442,X549",,Bronx,NY,10468,04/03/2019,04/03/2019,40 869061,"2780 RESERVOIR AVENUE
Bronx, NY 10468
(40.87084187200003, -73.89775370399997)",
NYC DOE,X431,Bronx,Public School,1,No,0,0,0,1,Yes,,1,0,No,Yes,03/31/2017,http://schools.nyc.gov/schools/X268,"X268,X342,X433,X442,X549",,Bronx,NY,10468,04/03/2019,04/03/2019,40 8699,"2800 RESERVOIR AVE
Bronx, NY 10468
(40.870774131000076, -73.89776342099998)",
NYC DOE,X435,Bronx,Public School,171,No,0,0,0,171,Yes,,171,0,No,Yes,02/17/2017,http://schools.nyc.gov/schools/X243,"X243,X374,X434,X437,X438,X439",,Bronx,NY,10458,04/03/2019,04/03/2019,40 859466,"500 EAST FORDHAM ROAD
Bronx, NY 10458
(40.860010041000066, -73.88822708599997)",
NYC DOE,X440,Bronx,Public School,156,No,0,0,0,156,Yes,,156,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/X440,"X351,X353,X440,X168",,Bronx,NY,10468,04/03/2019,04/03/2019,40 879958,"100 WEST MOSHOLU PARKWAY SOUTH
Bronx, NY 10468
(40.88163763600005, -73.88663444799994)",
NYC DOE,X441,Bronx,Public School,20,No,0,0,0,20,Yes,,20,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X440,"X351,X353,X440,X168",,Bronx,NY,10468,04/03/2019,04/03/2019,40 879958,"100 WEST MOSHOLU PARKWAY SOUTH
Bronx, NY 10468
(40.88163763600005, -73.88663444799994)",
NYC DOE,X443,Bronx,Public School,17,No,0,0,0,17,Yes,,17,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/Z091,X535,,Bronx,NY,10463,04/03/2019,04/03/2019,40 881542,"3605 SEDGWICK AVENUE
Bronx, NY 10463
(40.88140505900003, -73.89656485499995)",
NYC DOE,X444,Bronx,Public School,31,No,0,0,0,31,Yes,,31,0,No,Yes,01/25/2017,http://schools.nyc.gov/schools/X535,X535,,Bronx,NY,10458,04/03/2019,04/03/2019,40 861316,"2512 MARION AVENUE
Bronx, NY 10458
(40.86133969100007, -73.89317504099995)",
NYC DOE,X445,Bronx,Public School,182,No,0,0,0,182,Yes,,182,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X445,X445,,Bronx,NY,10468,04/03/2019,04/03/2019,40 879958,"75 WEST 205 STREET
Bronx, NY 10468
(40.87707272200004, -73.88970735499998)",
NYC DOE,X450,Bronx,Public School,205,No,0,0,0,205,Yes,,205,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/X312,"X312,X376,X377,X432,X452,X561,X017",,Bronx,NY,10473,04/03/2019,04/03/2019,40 821218,"1980 LAFAYETTE AVENUE
Bronx, NY 10473
(40.821453000000076, -73.85597099999995)",
