"year","region","race_or_ethnicity","sex","age_group","firearm_deaths","alcohol_related_deaths","suicide_deaths"
"2018","NYC","Other Non Hispanic","F","35-44","0","2","6"
"2018","NYC","Not Stated","F","65-74","0","6","0"
"2018","NYC","Black Non Hispanic","F","65-74","1","27","1"
"2018","ROS","Hispanic","M","Total","35","169","56"
"2018","ROS","Hispanic","M","10-19","3","0","0"
"2018","NYC","Other Non Hispanic","F","75-84","0","2","2"
"2017","ROS","Other Non Hispanic","M","1-9","0","0","0"
"2017","ROS","Other Non Hispanic","F","10-19","0","0","2"
"2017","ROS","Not Stated","M","10-19","0","0","1"
"2017","ROS","Other Non Hispanic","M","10-19","1","0","4"
"2017","NYC","Other Non Hispanic","M","45-54","0","17","4"
"2017","ROS","Not Stated","F","Total","1","4","3"
"2017","ROS","Not Stated","M","20-24","2","0","2"
"2017","ROS","Not Stated","M","75-84","0","5","0"
"2017","NYC","Other Non Hispanic","F","25-34","1","1","6"
"2017","ROS","Not Stated","F","85+","0","0","0"
"2017","ROS","Not Stated","F","55-64","0","2","0"
"2017","ROS","Not Stated","F","10-19","0","0","1"
"2017","ROS","Not Stated","M","1-9","0","0","0"
"2017","ROS","Hispanic","M","Total","36","177","40"
"2017","ROS","Not Stated","M","25-34","1","1","5"
"2017","NYC","Other Non Hispanic","M","20-24","1","0","1"
"2017","ROS","Not Stated","F","75-84","0","0","0"
"2017","ROS","Not Stated","M","45-54","1","3","2"
"2017","NYC","Other Non Hispanic","F","35-44","0","2","4"
"2017","ROS","Not Stated","M","<1","0","0","0"
"2017","ROS","Not Stated","F","<1","0","0","0"
"2017","ROS","Not Stated","M","Total","5","20","12"
"2017","NYC","Other Non Hispanic","F","45-54","0","3","5"
"2017","NYC","Other Non Hispanic","M","35-44","2","12","7"
"2017","ROS","Other Non Hispanic","F","1-9","0","0","0"
"2017","NYC","Other Non Hispanic","M","10-19","0","0","2"
"2017","NYC","Other Non Hispanic","F","1-9","0","0","0"
"2017","ROS","Not Stated","F","25-34","0","0","1"
"2017","NYC","Not Stated","M","Total","2","35","7"
"2017","ROS","Not Stated","M","55-64","0","5","1"
"2017","ROS","Not Stated","F","35-44","1","0","1"
"2017","NYC","Not Stated","F","25-34","0","1","0"
"2017","ROS","Other Non Hispanic","F","20-24","0","0","3"
"2017","NYC","Other Non Hispanic","F","10-19","0","0","1"
"2017","NYC","Other Non Hispanic","F","55-64","0","5","2"
"2017","ROS","Hispanic","F","1-9","0","0","0"
"2017","ROS","Black Non Hispanic","M","Total","99","167","40"
"2017","NYC","Other Non Hispanic","F","65-74","0","4","2"
"2017","ROS","Black Non Hispanic","F","<1","0","0","0"
"2017","ROS","Black Non Hispanic","M","35-44","18","8","4"
"2017","ROS","Black Non Hispanic","F","35-44","0","14","3"
"2017","ROS","Black Non Hispanic","M","1-9","2","0","0"
"2017","ROS","Black Non Hispanic","M","20-24","22","3","7"
"2017","ROS","Black Non Hispanic","F","1-9","0","0","0"
"2017","ROS","Black Non Hispanic","F","65-74","0","13","0"
"2017","NYC","White Non Hispanic","M","75-84","3","27","12"
"2017","NYC","White Non Hispanic","F","65-74","0","35","15"
"2017","NYC","White Non Hispanic","M","65-74","7","90","17"
"2017","NYC","White Non Hispanic","M","<1","0","0","0"
"2017","NYC","White Non Hispanic","F","<1","0","0","0"
"2017","NYC","White Non Hispanic","F","75-84","0","31","4"
"2017","NYC","White Non Hispanic","F","45-54","1","24","13"
"2017","NYC","White Non Hispanic","M","45-54","7","101","43"
"2017","NYC","White Non Hispanic","F","85+","0","17","2"
"2017","NYC","White Non Hispanic","M","35-44","2","48","25"
"2017","NYC","White Non Hispanic","F","55-64","2","41","14"
"2017","NYC","White Non Hispanic","F","Total","4","172","80"
"2017","ROS","Black Non Hispanic","M","65-74","1","43","2"
"2017","NYC","White Non Hispanic","M","55-64","6","143","40"
"2017","NYC","White Non Hispanic","F","35-44","1","12","14"
"2017","NYC","White Non Hispanic","M","85+","2","11","4"
"2017","NYC","White Non Hispanic","F","10-19","0","0","1"
"2017","NYC","White Non Hispanic","M","10-19","0","0","0"
"2017","NYC","White Non Hispanic","M","1-9","0","0","0"
"2017","NYC","White Non Hispanic","F","20-24","0","1","2"
"2017","NYC","Other Non Hispanic","F","Total","1","22","23"
"2017","NYC","Other Non Hispanic","M","Total","4","86","35"
"2017","NYC","White Non Hispanic","M","20-24","1","3","10"
"2017","NYC","White Non Hispanic","F","1-9","0","0","0"
"2017","NYC","Not Stated","F","75-84","0","0","0"
"2017","NYC","Not Stated","M","75-84","0","3","1"
"2017","NYC","Not Stated","F","85+","0","0","0"
"2017","NYC","Other Non Hispanic","M","65-74","0","17","3"
"2017","NYC","Not Stated","F","<1","0","0","0"
"2017","NYC","Other Non Hispanic","M","<1","0","0","0"
"2017","NYC","White Non Hispanic","F","25-34","0","11","15"
"2017","NYC","Not Stated","M","85+","0","0","0"
"2017","NYC","Not Stated","M","45-54","1","6","3"
"2017","NYC","Not Stated","F","55-64","0","3","0"
"2017","NYC","Not Stated","F","45-54","0","1","0"
"2017","NYC","Not Stated","M","55-64","0","12","1"
"2017","NYC","Not Stated","M","25-34","0","2","0"
"2017","NYC","Not Stated","F","35-44","0","2","3"
"2017","NYC","Not Stated","F","65-74","0","0","1"
"2017","NYC","Not Stated","M","35-44","1","2","2"
"2017","NYC","Not Stated","M","20-24","0","0","0"
"2017","ROS","Black Non Hispanic","F","75-84","0","7","0"
"2017","ROS","Other Non Hispanic","M","25-34","0","4","6"
"2017","NYC","Not Stated","M","65-74","0","10","0"
"2017","NYC","Not Stated","M","<1","0","0","0"
"2017","NYC","Not Stated","F","Total","0","7","4"
"2017","NYC","White Non Hispanic","M","25-34","6","29","36"
"2017","NYC","White Non Hispanic","M","Total","34","452","187"
"2017","NYC","Hispanic","M","<1","0","0","0"
"2017","NYC","Hispanic","F","Total","8","176","18"
"2017","NYC","Hispanic","F","<1","0","0","0"
"2017","NYC","Hispanic","M","Total","39","551","90"
"2017","NYC","Hispanic","M","75-84","0","29","3"
"2017","NYC","Hispanic","F","85+","0","12","0"
"2017","NYC","Not Stated","F","1-9","0","0","0"
"2017","NYC","Hispanic","M","85+","1","8","1"
"2017","NYC","Hispanic","M","55-64","0","143","14"
"2017","NYC","Hispanic","F","65-74","0","37","3"
"2017","NYC","Hispanic","F","55-64","0","44","1"
"2017","NYC","Hispanic","M","65-74","2","94","5"
"2017","NYC","Hispanic","F","45-54","2","36","6"
"2017","NYC","Hispanic","F","75-84","0","32","0"
"2017","NYC","Not Stated","M","1-9","0","0","0"
"2017","NYC","Hispanic","M","45-54","4","130","17"
"2017","NYC","Hispanic","M","20-24","8","5","9"
"2017","NYC","Hispanic","F","25-34","3","4","4"
"2017","NYC","Hispanic","F","20-24","1","1","0"
"2017","NYC","Hispanic","M","25-34","8","49","24"
"2017","NYC","Hispanic","M","1-9","0","0","0"
"2017","NYC","Hispanic","F","10-19","1","0","2"
"2017","NYC","Hispanic","M","10-19","12","1","6"
"2017","NYC","Hispanic","F","35-44","1","10","2"
"2017","NYC","Black Non Hispanic","M","<1","0","0","0"
"2017","NYC","Black Non Hispanic","F","Total","7","152","25"
"2017","NYC","Black Non Hispanic","F","<1","0","0","0"
"2017","NYC","Black Non Hispanic","M","Total","116","382","72"
"2017","NYC","Not Stated","F","10-19","0","0","0"
"2017","NYC","Hispanic","M","35-44","4","92","11"
"2017","NYC","Black Non Hispanic","M","85+","0","3","0"
"2017","NYC","Hispanic","F","1-9","0","0","0"
"2017","NYC","Black Non Hispanic","M","55-64","3","145","12"
"2017","NYC","Black Non Hispanic","F","65-74","0","21","3"
"2017","NYC","Black Non Hispanic","F","55-64","0","50","4"
"2017","NYC","Black Non Hispanic","M","65-74","1","88","2"
"2017","NYC","Black Non Hispanic","M","35-44","20","29","13"
"2017","NYC","Black Non Hispanic","F","45-54","1","34","5"
"2017","NYC","Black Non Hispanic","F","75-84","0","11","0"
"2017","NYC","Black Non Hispanic","M","45-54","8","87","11"
"2017","NYC","Black Non Hispanic","M","20-24","30","0","8"
"2017","NYC","Black Non Hispanic","F","25-34","2","5","1"
"2017","NYC","Black Non Hispanic","F","20-24","3","0","0"
"2017","NYC","Black Non Hispanic","M","25-34","42","8","22"
"2017","NYC","Black Non Hispanic","F","10-19","0","0","5"
"2017","NYC","Black Non Hispanic","F","35-44","1","26","7"
"2017","NYC","Black Non Hispanic","M","75-84","0","22","0"
"2017","NYC","Black Non Hispanic","M","10-19","12","0","4"
"2017","ROS","Black Non Hispanic","F","10-19","0","0","2"
"2017","ROS","Black Non Hispanic","M","10-19","7","0","3"
"2017","ROS","Black Non Hispanic","M","55-64","3","57","2"
"2017","NYC","Black Non Hispanic","F","1-9","0","0","0"
"2017","ROS","Black Non Hispanic","F","20-24","1","2","3"
"2017","ROS","Black Non Hispanic","M","25-34","38","15","15"
"2017","NYC","Not Stated","M","10-19","0","0","0"
"2017","NYC","Black Non Hispanic","F","85+","0","5","0"
"2017","NYC","Black Non Hispanic","M","1-9","0","0","0"
"2017","ROS","Black Non Hispanic","M","45-54","8","28","6"
"2017","ROS","Black Non Hispanic","F","45-54","0","13","3"
"2017","ROS","Black Non Hispanic","F","55-64","0","20","0"
"2017","ROS","Hispanic","F","Total","2","46","14"
"2017","ROS","Hispanic","M","20-24","7","2","7"
"2017","ROS","Other Non Hispanic","F","25-34","0","0","0"
"2017","ROS","Black Non Hispanic","M","85+","0","3","1"
"2017","ROS","Hispanic","F","20-24","0","1","1"
"2017","ROS","Black Non Hispanic","M","75-84","0","10","0"
"2017","ROS","Black Non Hispanic","F","Total","4","76","15"
"2017","ROS","Not Stated","M","65-74","1","2","1"
"2017","ROS","Hispanic","M","10-19","8","0","5"
"2017","ROS","Hispanic","F","10-19","0","0","0"
"2017","ROS","Black Non Hispanic","M","<1","0","0","0"
"2017","ROS","Black Non Hispanic","F","85+","0","2","0"
"2017","ROS","Black Non Hispanic","F","25-34","3","5","4"
"2017","ROS","Hispanic","F","25-34","1","1","2"
"2017","ROS","Not Stated","F","65-74","0","1","0"
"2017","ROS","Hispanic","F","55-64","0","9","1"
"2017","ROS","Hispanic","M","45-54","1","35","8"
"2017","ROS","White Non Hispanic","M","Total","349","1751","770"
"2017","ROS","Not Stated","M","85+","0","3","0"
"2017","ROS","White Non Hispanic","M","<1","0","0","0"
"2017","ROS","White Non Hispanic","F","Total","36","797","205"
"2017","ROS","Hispanic","F","35-44","0","4","1"
"2017","ROS","Hispanic","M","<1","0","0","0"
"2017","ROS","White Non Hispanic","F","75-84","2","107","7"
"2017","ROS","White Non Hispanic","M","75-84","40","195","45"
"2017","ROS","Hispanic","M","65-74","0","28","2"
"2017","ROS","White Non Hispanic","F","85+","1","59","1"
"2017","ROS","White Non Hispanic","M","65-74","45","410","69"
"2017","ROS","Hispanic","M","35-44","9","33","11"
"2017","ROS","White Non Hispanic","F","55-64","9","211","42"
"2017","ROS","White Non Hispanic","M","55-64","75","537","159"
"2017","ROS","White Non Hispanic","M","85+","21","57","30"
"2017","ROS","White Non Hispanic","F","65-74","4","184","25"
"2017","ROS","Not Stated","F","45-54","0","1","0"
"2017","NYC","Other Non Hispanic","M","25-34","1","4","6"
"2017","ROS","White Non Hispanic","F","35-44","2","46","33"
"2017","ROS","White Non Hispanic","M","35-44","39","116","110"
"2017","ROS","White Non Hispanic","F","45-54","8","152","45"
"2017","ROS","White Non Hispanic","M","25-34","34","85","109"
"2017","ROS","Hispanic","F","65-74","0","10","1"
"2017","ROS","White Non Hispanic","F","<1","0","0","0"
"2017","ROS","White Non Hispanic","F","25-34","6","30","27"
"2017","ROS","White Non Hispanic","M","45-54","61","335","157"
"2017","ROS","Hispanic","F","<1","0","0","0"
"2017","ROS","Hispanic","F","45-54","1","9","8"
"2017","ROS","Hispanic","M","25-34","10","18","5"
"2017","ROS","White Non Hispanic","F","1-9","0","0","0"
"2017","ROS","White Non Hispanic","M","1-9","0","0","0"
"2017","ROS","Hispanic","M","85+","0","3","0"
"2017","ROS","White Non Hispanic","F","10-19","2","1","15"
"2017","ROS","Other Non Hispanic","M","Total","4","46","26"
"2017","NYC","Other Non Hispanic","M","1-9","0","0","0"
"2017","ROS","Other Non Hispanic","F","<1","0","0","0"
"2017","ROS","Other Non Hispanic","M","<1","0","0","0"
"2017","ROS","White Non Hispanic","M","10-19","16","4","41"
"2017","ROS","Other Non Hispanic","F","Total","1","20","11"
"2017","ROS","Hispanic","F","85+","0","6","0"
"2017","ROS","Hispanic","F","75-84","0","6","0"
"2017","ROS","Other Non Hispanic","F","75-84","1","4","0"
"2017","ROS","Other Non Hispanic","M","75-84","0","5","2"
"2017","NYC","Other Non Hispanic","M","55-64","0","26","7"
"2017","ROS","Other Non Hispanic","F","85+","0","1","0"
"2017","ROS","Other Non Hispanic","M","65-74","0","7","1"
"2017","NYC","Other Non Hispanic","F","20-24","0","1","3"
"2017","ROS","White Non Hispanic","F","20-24","2","7","10"
"2017","ROS","Other Non Hispanic","M","55-64","2","7","3"
"2017","ROS","Other Non Hispanic","F","65-74","0","6","0"
"2017","ROS","Other Non Hispanic","M","85+","0","1","0"
"2017","ROS","Hispanic","M","75-84","0","6","0"
"2017","ROS","Hispanic","M","55-64","1","51","2"
"2017","ROS","Other Non Hispanic","F","35-44","0","1","3"
"2017","ROS","Other Non Hispanic","M","35-44","1","6","6"
"2017","ROS","Other Non Hispanic","F","45-54","0","4","2"
"2017","NYC","Other Non Hispanic","F","<1","0","0","0"
"2017","ROS","Other Non Hispanic","M","45-54","0","16","2"
"2017","ROS","Other Non Hispanic","F","55-64","0","4","1"
"2017","NYC","Not Stated","F","20-24","0","0","0"
"2017","NYC","Other Non Hispanic","M","85+","0","3","1"
"2017","ROS","White Non Hispanic","M","20-24","18","12","50"
"2017","ROS","Other Non Hispanic","M","20-24","0","0","2"
"2017","ROS","Not Stated","F","20-24","0","0","0"
"2017","NYC","Other Non Hispanic","M","75-84","0","7","4"
"2017","NYC","Other Non Hispanic","F","85+","0","3","0"
"2017","NYC","Other Non Hispanic","F","75-84","0","3","0"
"2017","ROS","Not Stated","M","35-44","0","1","0"
"2017","ROS","Hispanic","M","1-9","0","1","0"
"2016","NYC","Not Stated","M","45-54","0","10","2"
"2016","NYC","Hispanic","F","Total","7","165","22"
"2016","ROS","Not Stated","F","65-74","0","1","0"
"2016","ROS","Not Stated","F","45-54","0","1","0"
"2016","ROS","Not Stated","M","35-44","2","1","0"
"2016","ROS","Black Non Hispanic","F","Total","11","64","12"
"2016","ROS","White Non Hispanic","F","25-34","4","28","19"
"2016","NYC","Not Stated","F","1-9","0","0","0"
"2016","ROS","Black Non Hispanic","M","25-34","34","12","9"
"2016","NYC","Other Non Hispanic","M","35-44","1","16","7"
"2016","ROS","Black Non Hispanic","M","1-9","0","0","2"
"2016","NYC","Not Stated","F","75-84","0","1","0"
"2016","ROS","Hispanic","M","<1","0","0","0"
"2016","ROS","Black Non Hispanic","M","75-84","1","7","2"
"2016","ROS","Other Non Hispanic","F","25-34","0","0","4"
"2016","NYC","Hispanic","M","<1","0","0","0"
"2016","ROS","White Non Hispanic","M","Total","397","1715","788"
"2016","NYC","White Non Hispanic","F","85+","1","16","2"
"2016","ROS","Not Stated","M","Total","6","16","7"
"2016","ROS","Other Non Hispanic","F","55-64","0","1","1"
"2016","ROS","Hispanic","M","10-19","3","0","5"
"2016","NYC","Hispanic","M","55-64","0","152","8"
"2016","ROS","Not Stated","F","35-44","0","1","1"
"2016","NYC","Other Non Hispanic","F","75-84","0","7","3"
"2016","ROS","Other Non Hispanic","M","35-44","0","4","2"
"2016","ROS","Other Non Hispanic","M","85+","0","1","0"
"2016","NYC","Hispanic","M","1-9","0","0","0"
"2016","ROS","Hispanic","M","45-54","4","39","11"
"2016","NYC","Other Non Hispanic","M","<1","0","0","0"
"2016","ROS","Black Non Hispanic","M","20-24","30","3","11"
"2016","ROS","Hispanic","M","35-44","9","27","8"
"2016","NYC","Hispanic","M","75-84","0","36","1"
"2016","NYC","White Non Hispanic","M","75-84","6","45","13"
"2016","ROS","Other Non Hispanic","F","45-54","0","1","1"
"2016","NYC","Hispanic","M","20-24","11","4","8"
"2016","ROS","Not Stated","F","10-19","0","0","0"
"2016","NYC","Black Non Hispanic","F","1-9","0","0","0"
"2016","ROS","Black Non Hispanic","F","35-44","1","5","3"
"2016","NYC","White Non Hispanic","M","25-34","3","30","17"
"2016","ROS","White Non Hispanic","M","25-34","39","80","94"
"2016","ROS","Black Non Hispanic","F","75-84","0","3","0"
"2016","NYC","Not Stated","M","Total","4","45","6"
"2016","ROS","White Non Hispanic","F","10-19","4","1","12"
"2016","ROS","Hispanic","F","55-64","0","16","1"
"2016","ROS","White Non Hispanic","M","10-19","18","1","44"
"2016","ROS","Not Stated","F","Total","0","5","1"
"2016","NYC","Hispanic","M","65-74","0","84","4"
"2016","NYC","White Non Hispanic","M","1-9","0","0","0"
"2016","ROS","Hispanic","F","10-19","0","0","2"
"2016","NYC","Hispanic","F","45-54","3","29","2"
"2016","NYC","Other Non Hispanic","M","45-54","0","15","4"
"2016","NYC","Other Non Hispanic","F","85+","0","4","1"
"2016","ROS","White Non Hispanic","F","65-74","4","155","20"
"2016","ROS","Hispanic","M","75-84","1","7","1"
"2016","NYC","Black Non Hispanic","M","10-19","9","0","1"
"2016","ROS","Not Stated","M","45-54","2","3","2"
"2016","NYC","Black Non Hispanic","M","35-44","29","20","9"
"2016","ROS","Hispanic","F","85+","0","1","0"
"2016","NYC","White Non Hispanic","F","1-9","0","0","0"
"2016","ROS","Black Non Hispanic","F","65-74","0","13","1"
"2016","ROS","Hispanic","M","85+","0","2","0"
"2016","NYC","Other Non Hispanic","M","75-84","0","8","2"
"2016","ROS","Other Non Hispanic","F","65-74","0","4","0"
"2016","ROS","White Non Hispanic","M","75-84","42","160","56"
"2016","NYC","White Non Hispanic","F","55-64","0","35","14"
"2016","NYC","Other Non Hispanic","M","Total","4","84","35"
"2016","NYC","Other Non Hispanic","F","1-9","0","0","0"
"2016","ROS","White Non Hispanic","F","20-24","2","3","10"
"2016","ROS","Hispanic","M","Total","39","147","46"
"2016","NYC","Other Non Hispanic","F","45-54","0","6","10"
"2016","NYC","White Non Hispanic","M","20-24","3","7","5"
"2016","NYC","Black Non Hispanic","F","45-54","1","26","2"
"2016","NYC","Not Stated","M","20-24","2","2","0"
"2016","NYC","Not Stated","M","<1","0","0","0"
"2016","ROS","Other Non Hispanic","F","Total","1","11","16"
"2016","ROS","Black Non Hispanic","M","35-44","18","9","11"
"2016","NYC","Not Stated","M","1-9","0","0","0"
"2016","ROS","Other Non Hispanic","M","55-64","2","7","4"
"2016","ROS","Not Stated","M","<1","0","0","0"
"2016","NYC","White Non Hispanic","F","65-74","3","31","12"
"2016","NYC","Black Non Hispanic","F","65-74","0","31","2"
"2016","ROS","Not Stated","M","20-24","0","0","0"
"2016","NYC","Other Non Hispanic","M","1-9","0","0","0"
"2016","NYC","Other Non Hispanic","M","55-64","2","17","5"
"2016","ROS","White Non Hispanic","M","35-44","46","122","118"
"2016","ROS","White Non Hispanic","F","55-64","6","215","37"
"2016","NYC","Hispanic","F","85+","0","14","0"
"2016","ROS","Black Non Hispanic","F","10-19","5","0","2"
"2016","NYC","Hispanic","M","Total","45","518","76"
"2016","NYC","Not Stated","F","10-19","0","0","0"
"2016","NYC","Black Non Hispanic","M","75-84","1","20","1"
"2016","NYC","Other Non Hispanic","M","20-24","0","5","7"
"2016","NYC","Other Non Hispanic","M","10-19","1","0","1"
"2016","NYC","Other Non Hispanic","M","85+","0","4","1"
"2016","NYC","White Non Hispanic","F","10-19","0","0","3"
"2016","ROS","White Non Hispanic","M","20-24","16","23","52"
"2016","NYC","Not Stated","M","55-64","0","18","0"
"2016","NYC","Black Non Hispanic","M","45-54","15","70","15"
"2016","ROS","Black Non Hispanic","F","55-64","0","25","0"
"2016","ROS","Hispanic","F","20-24","2","2","3"
"2016","ROS","White Non Hispanic","F","<1","0","0","0"
"2016","ROS","Black Non Hispanic","F","20-24","0","0","1"
"2016","NYC","Other Non Hispanic","F","25-34","0","0","6"
"2016","ROS","Hispanic","F","75-84","0","13","1"
"2016","ROS","Not Stated","M","85+","0","0","0"
"2016","ROS","Not Stated","F","85+","0","0","0"
"2016","ROS","Hispanic","M","25-34","16","16","9"
"2016","NYC","Black Non Hispanic","F","85+","0","3","0"
"2016","NYC","Not Stated","F","Total","0","15","6"
"2016","NYC","Other Non Hispanic","F","55-64","0","3","4"
"2016","NYC","Black Non Hispanic","M","20-24","45","1","8"
"2016","ROS","Not Stated","M","10-19","1","0","2"
"2016","NYC","Black Non Hispanic","M","55-64","4","123","8"
"2016","NYC","Hispanic","F","35-44","3","12","6"
"2016","NYC","White Non Hispanic","M","10-19","0","0","4"
"2016","ROS","Not Stated","F","1-9","0","0","0"
"2016","NYC","Black Non Hispanic","F","Total","12","171","24"
"2016","NYC","White Non Hispanic","F","<1","0","0","0"
"2016","NYC","Black Non Hispanic","F","20-24","2","2","6"
"2016","NYC","Not Stated","M","85+","0","0","0"
"2016","NYC","Hispanic","M","85+","0","6","2"
"2016","NYC","White Non Hispanic","M","65-74","4","109","20"
"2016","ROS","Other Non Hispanic","F","85+","0","1","2"
"2016","NYC","Not Stated","F","65-74","0","1","0"
"2016","NYC","Hispanic","F","20-24","1","2","2"
"2016","ROS","Other Non Hispanic","M","25-34","2","1","3"
"2016","NYC","Black Non Hispanic","F","75-84","0","10","0"
"2016","NYC","Not Stated","F","45-54","0","4","2"
"2016","ROS","Black Non Hispanic","F","45-54","0","13","0"
"2016","ROS","Other Non Hispanic","F","35-44","0","0","3"
"2016","ROS","Black Non Hispanic","M","65-74","1","32","2"
"2016","ROS","Black Non Hispanic","M","<1","0","0","0"
"2016","ROS","Black Non Hispanic","M","10-19","14","0","3"
"2016","ROS","Hispanic","F","1-9","0","0","0"
"2016","ROS","Other Non Hispanic","F","1-9","0","0","0"
"2016","NYC","Hispanic","M","25-34","16","50","23"
"2016","NYC","White Non Hispanic","M","Total","31","542","171"
"2016","ROS","Other Non Hispanic","F","20-24","0","1","3"
"2016","ROS","Black Non Hispanic","F","<1","0","0","0"
"2016","NYC","Other Non Hispanic","F","<1","0","0","0"
"2016","ROS","Hispanic","M","20-24","3","4","5"
"2016","NYC","Hispanic","M","35-44","10","68","16"
"2016","ROS","Other Non Hispanic","M","75-84","1","4","2"
"2016","ROS","White Non Hispanic","F","Total","40","746","202"
"2016","NYC","Other Non Hispanic","M","65-74","0","14","4"
"2016","ROS","Hispanic","M","65-74","1","15","2"
"2016","NYC","Other Non Hispanic","F","Total","0","27","30"
"2016","ROS","Hispanic","F","Total","4","53","13"
"2016","NYC","White Non Hispanic","M","55-64","4","149","45"
"2016","NYC","Black Non Hispanic","F","10-19","1","1","1"
"2016","NYC","Not Stated","M","35-44","1","2","3"
"2016","ROS","Other Non Hispanic","M","65-74","0","7","1"
"2016","ROS","Black Non Hispanic","M","85+","0","1","0"
"2016","NYC","Hispanic","M","45-54","2","118","9"
"2016","ROS","Black Non Hispanic","M","Total","112","150","50"
"2016","NYC","Black Non Hispanic","M","65-74","1","71","2"
"2016","NYC","Hispanic","F","65-74","0","32","1"
"2016","ROS","Not Stated","M","55-64","0","6","0"
"2016","NYC","Not Stated","M","25-34","1","2","0"
"2016","NYC","Other Non Hispanic","F","20-24","0","0","3"
"2016","ROS","White Non Hispanic","M","<1","0","0","0"
"2016","NYC","White Non Hispanic","M","35-44","7","49","29"
"2016","ROS","Black Non Hispanic","F","85+","0","0","0"
"2016","ROS","White Non Hispanic","M","65-74","63","374","85"
"2016","ROS","Black Non Hispanic","F","25-34","5","5","5"
"2016","ROS","Hispanic","F","45-54","0","8","1"
"2016","ROS","Other Non Hispanic","M","20-24","3","1","2"
"2016","ROS","Other Non Hispanic","F","<1","0","0","0"
"2016","NYC","Hispanic","F","1-9","0","0","0"
"2016","ROS","Black Non Hispanic","M","45-54","10","31","4"
"2016","ROS","Hispanic","F","25-34","1","3","2"
"2016","NYC","Black Non Hispanic","F","<1","0","1","0"
"2016","NYC","White Non Hispanic","F","75-84","0","24","8"
"2016","ROS","Other Non Hispanic","M","1-9","0","0","0"
"2016","NYC","White Non Hispanic","F","25-34","4","9","16"
"2016","NYC","Not Stated","F","25-34","0","0","1"
"2016","ROS","Not Stated","M","1-9","0","0","0"
"2016","ROS","White Non Hispanic","M","1-9","1","0","0"
"2016","NYC","Other Non Hispanic","F","35-44","0","2","2"
"2016","NYC","Not Stated","F","35-44","0","1","0"
"2016","ROS","White Non Hispanic","M","55-64","83","567","157"
"2016","ROS","White Non Hispanic","F","75-84","2","106","12"
"2016","NYC","White Non Hispanic","F","35-44","1","12","14"
"2016","NYC","White Non Hispanic","F","Total","11","158","87"
"2016","NYC","Black Non Hispanic","M","1-9","0","0","0"
"2016","ROS","Hispanic","F","35-44","1","4","3"
"2016","NYC","White Non Hispanic","M","<1","0","0","0"
"2016","NYC","Not Stated","F","55-64","0","7","2"
"2016","NYC","Black Non Hispanic","M","Total","159","317","59"
"2016","ROS","Not Stated","F","55-64","0","0","0"
"2016","ROS","Not Stated","M","25-34","0","1","2"
"2016","NYC","Other Non Hispanic","F","65-74","0","5","1"
"2016","ROS","Not Stated","F","25-34","0","1","0"
"2016","ROS","Hispanic","F","65-74","0","6","0"
"2016","ROS","Not Stated","M","65-74","1","3","1"
"2016","ROS","White Non Hispanic","F","1-9","0","0","0"
"2016","NYC","Hispanic","F","75-84","0","25","1"
"2016","NYC","Black Non Hispanic","F","35-44","1","19","4"
"2016","NYC","Hispanic","F","55-64","0","43","4"
"2016","ROS","Hispanic","M","1-9","0","0","0"
"2016","ROS","White Non Hispanic","F","85+","1","44","1"
"2016","ROS","Other Non Hispanic","F","10-19","0","0","0"
"2016","ROS","Black Non Hispanic","M","55-64","4","55","6"
"2016","NYC","Not Stated","M","65-74","0","8","1"
"2016","NYC","Black Non Hispanic","M","<1","0","0","0"
"2016","ROS","Other Non Hispanic","M","10-19","0","0","1"
"2016","ROS","Other Non Hispanic","M","45-54","0","10","1"
"2016","NYC","Not Stated","M","10-19","0","0","0"
"2016","NYC","Hispanic","M","10-19","6","0","5"
"2016","ROS","Other Non Hispanic","F","75-84","1","3","2"
"2016","NYC","Other Non Hispanic","F","10-19","0","0","0"
"2016","NYC","Not Stated","M","75-84","0","3","0"
"2016","NYC","Hispanic","F","25-34","0","8","3"
"2016","NYC","Other Non Hispanic","M","25-34","0","5","4"
"2016","NYC","Not Stated","F","85+","0","0","0"
"2016","NYC","Hispanic","F","<1","0","0","0"
"2016","ROS","White Non Hispanic","F","45-54","7","137","62"
"2016","ROS","White Non Hispanic","F","35-44","10","57","29"
"2016","ROS","Other Non Hispanic","M","Total","8","35","16"
"2016","NYC","White Non Hispanic","M","45-54","3","142","32"
"2016","ROS","Other Non Hispanic","M","<1","0","0","0"
"2016","NYC","Hispanic","F","10-19","0","0","3"
"2016","NYC","White Non Hispanic","M","85+","1","11","6"
"2016","NYC","Black Non Hispanic","M","85+","0","2","0"
"2016","ROS","Black Non Hispanic","F","1-9","0","0","0"
"2016","ROS","Not Stated","M","75-84","0","2","0"
"2016","ROS","White Non Hispanic","M","45-54","75","333","160"
"2016","ROS","Not Stated","F","<1","0","0","0"
"2016","ROS","Hispanic","M","55-64","2","37","5"
"2016","ROS","Not Stated","F","75-84","0","1","0"
"2016","ROS","White Non Hispanic","M","85+","14","55","22"
"2016","NYC","White Non Hispanic","F","45-54","1","31","13"
"2016","NYC","Black Non Hispanic","F","55-64","1","68","4"
"2016","NYC","Black Non Hispanic","M","25-34","55","10","15"
"2016","NYC","Not Stated","F","20-24","0","0","1"
"2016","NYC","Black Non Hispanic","F","25-34","6","10","5"
