"lhu","operation_name","address","city","state","zip","municipality","county","subcat","run_date","location"
"NYC","WALLE DELI GRILL CORP","2714A BEVERLY ROAD","BROOKLYN","NY","11226","BROOKLYN","NEW YORK CITY","DELICATESSEN","2020-11-10T00:00:00.000","2714A BEVERLY ROAD
BROOKLYN, NY 11226
(40.644888656000035, -73.95164944099997)"
"NASSAU","7 ELEVEN ( STORE # 32123B )","225-08 JERICHO TURNPIKE","FLORAL PARK","NY","11001","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","225-08 JERICHO TURNPIKE
FLORAL PARK, NY 11001
(40.72930501800005, -73.70192299299998)"
"WESTCHESTER","3RD ST CONVENIENCE STORE INC.","76 EAST 3RD STREET","MOUNT VERNON","NY","10550","MT. VERNON","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","76 EAST 3RD STREET
MOUNT VERNON, NY 10550
(40.90742910500006, -73.83209345599994)"
"NASSAU","BRACCOS / BRACCOS CLAM & OYSTER BAR INC.","319 WOODCLEFT AVENUE","FREEPORT","NY","11520","HEMPSTEAD","NASSAU","RESTAURANT/ATUPA","2020-11-10T00:00:00.000","319 WOODCLEFT AVENUE
FREEPORT, NY 11520
(40.631189980000045, -73.58133196499995)"
"BROOME","RED APPLE #M0357","23 FLORAL AVENUE","BINGHAMTON","NY","13905","BINGHAMTON","BROOME","CONVENIENCE/GAS","2020-11-10T00:00:00.000","23 FLORAL AVENUE
BINGHAMTON, NY 13905
(42.109395015000075, -75.94694803299996)"
"NASSAU","TALENTI'S DELICATESSEN / BAYVILLE DELI, I","44 BAYVILLE AVENUE","BAYVILLE","NY","11709","OYSTER BAY","NASSAU","DELICATESSEN","2020-11-10T00:00:00.000","44 BAYVILLE AVENUE
BAYVILLE, NY 11709
(40.909344987000054, -73.57767502499996)"
"MONTICELLO DO","COUNTRY STORE - LIVINGSTON MANOR","50 MAIN STREET","LIVINGSTON MANOR","NY","12758","ROCKLAND","SULLIVAN","CONVENIENCE/GAS","2020-11-10T00:00:00.000","50 MAIN STREET
LIVINGSTON MANOR, NY 12758
(41.90089618800005, -74.82781949799994)"
"ONEIDA","RITE AID","102 EAST SCHUYLER STREET","BOONVILLE","NY","13309","BOONVILLE","ONEIDA","PHARMACY","2020-11-10T00:00:00.000","102 EAST SCHUYLER STREET
BOONVILLE, NY 13309
(43.48461998800008, -75.33451002799995)"
"ERIE","BAUER SERVICES ( KWIK FILL)","4298 SOUTH BUFFALO  STREET","ORCHARD PARK","NY","14127","ORCHARD PARK","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4298 SOUTH BUFFALO  STREET
ORCHARD PARK, NY 14127
(42.76629801000007, -78.74399498999998)"
"NYC","AVE. L SUPERETTE INC.","8821 AVENUE L","BROOKLYN","NY","11236","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","8821 AVENUE L
BROOKLYN, NY 11236
(40.63479000700005, -73.90154296199995)"
"WESTCHESTER","EMMANUEL & ERIC GROCERY CORP.","414 MAMARONECK  AVENUE","WHITE PLAINS","NY","10605","WHITE PLAINS","WESTCHESTER","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","414 MAMARONECK  AVENUE
WHITE PLAINS, NY 10605
(41.02317798000007, -73.76156601799994)"
"COLUMBIA","STEWARTS SHOPS #168","492 ROUTE 20-22","NEW LEBANON","NY","12125","NEW LEBANON","COLUMBIA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","492 ROUTE 20-22
NEW LEBANON, NY 12125
(42.46827001300005, -73.39043998799997)"
"SUFFOLK","SUPERSTAR BEVERAGE","490 WALT WHITMAN RD","MELVILLE","NY","11747","HUNTINGTON","SUFFOLK","LIQUOR/BEVERAGE STORE","2020-11-10T00:00:00.000","490 WALT WHITMAN RD
MELVILLE, NY 11747
(40.812792658000035, -73.40972362699995)"
"NYC","PC4WEST, INC","4 WEST 18TH STREET","NEW YORK","NY","10011","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","4 WEST 18TH STREET
NEW YORK, NY 10011
(40.73865000200004, -73.99270001499997)"
"WESTCHESTER","HARTSDALE FUEL CORP.","74 SOUTH CENTRAL PARK AVENUE","HARTSDALE","NY","10530","GREENBURGH","WESTCHESTER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","74 SOUTH CENTRAL PARK AVENUE
HARTSDALE, NY 10530
(41.01688928300007, -73.80027921399994)"
"NYC","NOAMAN M THABET & NAJEEB ABODO ALI/M&D MINIMARKET","613 MARCY AVENUE","BROOKLYN","NY","11206","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","613 MARCY AVENUE
BROOKLYN, NY 11206
(40.69379998900007, -73.94875403199995)"
"PUTNAM","ALEJANDRA'S DELI","1100 ROUTE  52","KENT","NY","10512","KENT","PUTNAM","DELICATESSEN","2020-11-10T00:00:00.000","1100 ROUTE  52
KENT, NY 10512
(41.49298000700003, -73.68018997499996)"
"ONEIDA","STEWARTS SHOPS 222","425 COURT STREET","UTICA","NY","13502","UTICA","ONEIDA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","425 COURT STREET
UTICA, NY 13502
(43.10097998600003, -75.23916001199996)"
"SUFFOLK","XTRA FUELS","201 DEPOT ROAD","HUNTINGTON STATION","NY","11746","HUNTINGTON","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","201 DEPOT ROAD
HUNTINGTON STATION, NY 11746
(40.842585015000054, -73.40523698099997)"
"SUFFOLK","SHELL (EAST, BY INLET)","250 E. MONTAUK HWY.","HAMPTON BAYS","NY","11946","SOUTHAMPTON","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","250 E. MONTAUK HWY.
HAMPTON BAYS, NY 11946
(40.883480991000056, -72.50464699799994)"
"BROOME","AL'S TOBACCO","704 NORTH STREET","ENDICOTT","NY","13760","UNION","BROOME","TOBACCO RETAIL","2020-11-10T00:00:00.000","704 NORTH STREET
ENDICOTT, NY 13760
(42.10285298200006, -76.05471499999999)"
"MONROE","SKY HIGH SMOKE SHOP","1460 LYELL AVENUE","ROCHESTER","NY","14606","ROCHESTER","MONROE","OTHER","2020-11-10T00:00:00.000","1460 LYELL AVENUE
ROCHESTER, NY 14606
(43.16499501100003, -77.66410201699995)"
"NASSAU","RUFIS PLAVA GROCERY / PLAZA GROCERY & DELI INC.","475  MAPLE AVENUE","WESTBURY","NY","11590","N. HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","475  MAPLE AVENUE
WESTBURY, NY 11590
(40.75672700100006, -73.58216001399995)"
"NASSAU","88HICKSVILLE BEER & SODA / 88 HICKSVILLE BEER & SO","8 WEST VILLAGE GREEN LANE","HICKSVILLE","NY","11801","OYSTER BAY","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","8 WEST VILLAGE GREEN LANE
HICKSVILLE, NY 11801
(40.744872014000066, -73.53393297299993)"
"ONONDAGA","KWIK FILL","6254 THOMPSON ROAD","SYRACUSE","NY","13206","SYRACUSE","ONONDAGA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","6254 THOMPSON ROAD
SYRACUSE, NY 13206
(43.07396699800006, -76.08873496599995)"
"NYC","M & S SMOKE SHOP INC","179-40 HILLSIDE AVENUE","JAMAICA","NY","11432","QUEENS","NEW YORK CITY","TOBACCO RETAIL","2020-11-10T00:00:00.000","179-40 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71270000700008, -73.78293299799998)"
"NYC","KYLEX VAPE LLC","2125 WILLIAMSBRIDGE ROAD","BRONX","NY","10461","BRONX","NEW YORK CITY","OTHER","2020-11-10T00:00:00.000","2125 WILLIAMSBRIDGE ROAD
BRONX, NY 10461
(40.856030006000026, -73.85588195799994)"
"NYC","ONE HOOKAH PLUS INC","664 MORRIS PARK AVENUE","BRONX","NY","10462","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","664 MORRIS PARK AVENUE
BRONX, NY 10462
(40.84485998900004, -73.86710499099996)"
"SUFFOLK","7-ELEVEN #32211A","2810 ROUTE 112","MEDFORD","NY","11763","BROOKHAVEN","SUFFOLK","CONVENIENCE STORE","2020-11-10T00:00:00.000","2810 ROUTE 112
MEDFORD, NY 11763
(40.826995010000076, -72.99597002199994)"
"NYC","WIDE LAKE 4 INC.","33-02 31ST AVENUE","ASTORIA","NY","11106","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","33-02 31ST AVENUE
ASTORIA, NY 11106
(40.763400002000026, -73.92183697499996)"
"NYC","SPEEDWAY LLC","204 4TH AVENUE","BROOKLYN","NY","11217","BROOKLYN","NEW YORK CITY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","204 4TH AVENUE
BROOKLYN, NY 11217
(40.677820016000055, -73.98305202599994)"
"NYC","U M D DELI GROCERY INC","69-01 QUEENS BOULEVARD","WOODSIDE","NY","11377","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","69-01 QUEENS BOULEVARD
WOODSIDE, NY 11377
(40.740520005000064, -73.89565802799996)"
"WESTCHESTER","D'AMORE CAFE & DELI CORP.","175 MAIN  STREET","WHITE PLAINS","NY","10601","WHITE PLAINS","WESTCHESTER","DELICATESSEN","2020-11-10T00:00:00.000","175 MAIN  STREET
WHITE PLAINS, NY 10601
(41.03256298700006, -73.76832401099995)"
"ERIE","DOLLAR GENERAL # 8960","230 HOLDEN STREET","BUFFALO","NY","14214","BUFFALO","ERIE","DISCOUNT STORE","2020-11-10T00:00:00.000","230 HOLDEN STREET
BUFFALO, NY 14214
(42.93899021100003, -78.83496718499998)"
"SUFFOLK","MOBILE EXXON","520 MONTAUK HWY","EASTPORT","NY","11941","BROOKHAVEN","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","520 MONTAUK HWY
EASTPORT, NY 11941
(40.82608301700003, -72.73102099699997)"
"SUFFOLK","OK BOTANICALS(SHISHA)","80G MONTAUK HWY.","COPIAGUE","NY","11726","BABYLON","SUFFOLK","OTHER","2020-11-10T00:00:00.000","80G MONTAUK HWY.
COPIAGUE, NY 11726
(40.66762085000005, -73.40033919399997)"
"SUFFOLK","EL BODEGON DELI & MEAT MARKET","341 WASHINGTON AVE AVENUE","BRENTWOOD","NY","11717","ISLIP","SUFFOLK","BAR/LOUNGE","2020-11-10T00:00:00.000","341 WASHINGTON AVE AVENUE
BRENTWOOD, NY 11717
(40.799051002000056, -73.24741303599995)"
"NYC","61-01 BIG APPLE DELI GROCERY CORP","6101 GRAND AVENUE","MASPETH","NY","11378","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","6101 GRAND AVENUE
MASPETH, NY 11378
(40.72202998700004, -73.90426800299997)"
"WESTCHESTER","IVAN MINI MARKET CORP.","360 MT. PLEASANT AVENUE","MAMARONECK","NY","10543","MAMARONECK","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","360 MT. PLEASANT AVENUE
MAMARONECK, NY 10543
(40.951394984000046, -73.73703797099995)"
"NYC","SPEEDWAY LLC DBA: SPEEDWAY #07814","9711 NORTHERN BOULEVARD","CORONA","NY","11368","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","9711 NORTHERN BOULEVARD
CORONA, NY 11368
(40.75724999000005, -73.87077198999998)"
"NYC","AROUND THE CLOCK GROCERY INC","149 HAVEMEYER  STREET","BROOKLYN","NY","11211","NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","149 HAVEMEYER  STREET
BROOKLYN, NY 11211
(40.71170000400008, -73.95734196199999)"
"SUFFOLK","DELIZONE","786 GRAND BLVD.","DEER PARK","NY","11729","BABYLON","SUFFOLK","DELICATESSEN","2020-11-10T00:00:00.000","786 GRAND BLVD.
DEER PARK, NY 11729
(40.76058598700007, -73.31105699499994)"
"NYC","PASSION SMOKE AND CONVENIENCE SHOP CORP.","273 WEST 131ST STREET","NEW YORK","NY","1002","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","273 WEST 131ST STREET
NEW YORK, NY 1002
(40.81393001200007, -73.94806797299998)"
"MONROE","GARDEN MARKET","1013 SOUTH PLYMOUTH AVENUE","ROCHESTER","NY","14608","ROCHESTER","MONROE","CONVENIENCE STORE","2020-11-10T00:00:00.000","1013 SOUTH PLYMOUTH AVENUE
ROCHESTER, NY 14608
(43.13740099000006, -77.62568599399998)"
"SENECA","DEL LAGO GIFT SHOP  471137623","1133 ROUTE 414","WATERLOO","NY","13165","TYRE","SENECA","OTHER","2020-11-10T00:00:00.000","1133 ROUTE 414
WATERLOO, NY 13165
(42.96993999400007, -76.84368996699999)"
"MADISON","BYRNE DAIRY CHITTENANGO","STREET STREET","ROUTE 5","NY","13037","SULLIVAN","MADISON","CONVENIENCE STORE","2020-11-10T00:00:00.000","STREET STREET
ROUTE 5, NY 13037
(43.04892000000007, -75.86753499999998)"
"NYC","FAMILY DOLLAR STORES OF NEW YORK INC","7510 ROCKAWAY  BOULEVARD","WOODHAVEN","NY","11421","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","7510 ROCKAWAY  BOULEVARD
WOODHAVEN, NY 11421
(40.68568002000006, -73.86492795999999)"
"RENSSELAER","FIVE ONE VAPE BRUNSWICK","616-B HOOSICK RD  ROAD","TROY","NY","12180","BRUNSWICK","RENSSELAER","TOBACCO RETAIL","2020-11-10T00:00:00.000","616-B HOOSICK RD  ROAD
TROY, NY 12180
(42.74126101400003, -73.65360400299994)"
"NYC","NEW WAY MINI MARKET INC","696 5TH  AVENUE","BROOKLYN","NY","11215","BROOKLYN","NEW YORK CITY","OTHER","2020-11-10T00:00:00.000","696 5TH  AVENUE
BROOKLYN, NY 11215
(40.661200001000054, -73.99376703099995)"
"NYC","FREEDOM TOWER NEWS INC","185 GREENWICH STREET","NEW YORK","NY","10007","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","185 GREENWICH STREET
NEW YORK, NY 10007
(40.71178000900005, -74.01185098799994)"
"NYC","HASSAN, ZEYAD","10914 MERRICK  BOULEVARD","JAMAICA","NY","11433","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","10914 MERRICK  BOULEVARD
JAMAICA, NY 11433
(40.69678499400004, -73.78428902199994)"
"NYC","MELISSA DELI GROCERY NY CORP","12323 JAMAICA AVENUE","RICHMOND HILL","NY","11418","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","12323 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.70088001500005, -73.82658200999998)"
"GENEVA DO","RED APPLE / KWIK FILL M0027","98   ROUTE 104 ROUTE","ONTARIO","NY","14519","ONTARIO","WAYNE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","98   ROUTE 104 ROUTE
ONTARIO, NY 14519
(43.223490009000045, -77.37370000099997)"
"NYC","JUBILEE VAPE & SMOKE INC.","165 CHURCH  STREET","NEW YORK","NY","10007","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","165 CHURCH  STREET
NEW YORK, NY 10007
(40.71511001400006, -74.00758501799999)"
"HERKIMER DO","HANNAFORD #366","401 EAST ALBANY STREET","HERKIMER","NY","13350","HERKIMER","HERKIMER","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","401 EAST ALBANY STREET
HERKIMER, NY 13350
(43.028289984000025, -74.97948001799995)"
"SUFFOLK","7-ELEVEN","193 CALEB'S PATH","CENTRAL ISLIP","NY","11722","ISLIP","SUFFOLK","CONVENIENCE STORE","2020-11-10T00:00:00.000","193 CALEB'S PATH
CENTRAL ISLIP, NY 11722
(40.79955001900004, -73.22763995899999)"
"DUTCHESS","DOLLAR GENERAL STORE #15147","1049 VIOLET AVENUE","HYDE PARK","NY","12538","HYDE PARK","DUTCHESS","DISCOUNT STORE","2020-11-10T00:00:00.000","1049 VIOLET AVENUE
HYDE PARK, NY 12538
(41.78414900900003, -73.91403199799998)"
"NYC","E TREMONT FAMILY DELI GROCERY CORP.","541 EAST TREMONT AVENUE","BRONX","NY","10457","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","541 EAST TREMONT AVENUE
BRONX, NY 10457
(40.846649986000045, -73.89546096999999)"
"SUFFOLK","SONNY'S CARDS & GIFTS","346-50 ROUTE 25A","ROCKY POINT","NY","11778","BROOKHAVEN","SUFFOLK","STATIONERY STORE","2020-11-10T00:00:00.000","346-50 ROUTE 25A
ROCKY POINT, NY 11778
(40.94377499600006, -72.94375897999998)"
"CHEMUNG","DANDY MINI-MART #11","3149 STATE ROUTE 352","BIG FLATS","NY","14814","BIG FLATS","CHEMUNG","CONVENIENCE/GAS","2020-11-10T00:00:00.000","3149 STATE ROUTE 352
BIG FLATS, NY 14814
(42.13267001000003, -76.94533001499997)"
"NYC","SEM SEM DELI CORP","75 HUMBOLDT STREET","BROOKLYN","NY","11206","BROOKLYN","NEW YORK CITY","DELICATESSEN","2020-11-10T00:00:00.000","75 HUMBOLDT STREET
BROOKLYN, NY 11206
(40.70396727800005, -73.94096636999996)"
"NYC","WADEE CONVENIENCE 4089 INC","4089 BROADWAY WAY","MANHATTAN","NY","10032","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","4089 BROADWAY WAY
MANHATTAN, NY 10032
(40.84434523300007, -73.93898036599995)"
"NYC","MIKE'S SMOKE SHOP INC","1666 1ST AVENUE","NEW YORK","NY","10028","MANHATTAN","NEW YORK CITY","TOBACCO RETAIL","2020-11-10T00:00:00.000","1666 1ST AVENUE
NEW YORK, NY 10028
(40.777369994000026, -73.94879300799994)"
"NYC","112 CENTRAL AVENUE FOOD CORP","112 CENTRAL AVENUE","BROOKLYN","NY","11221","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","112 CENTRAL AVENUE
BROOKLYN, NY 11221
(40.70014001800007, -73.92900702299994)"
"NYC","A.P. NEWS","N/W/C BROADWAY & W 83RD STREET","NEW YORK","NY","10024","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","N/W/C BROADWAY & W 83RD STREET
NEW YORK, NY 10024
(40.78645002600007, -73.97813989499997)"
"NASSAU","BUTTS & SUCH / BUTTS & SUCH, INC.","130 TULIP AVENUE","FLORAL PARK","NY","11001","N. HEMPSTEAD","NASSAU","STATIONERY STORE","2020-11-10T00:00:00.000","130 TULIP AVENUE
FLORAL PARK, NY 11001
(40.72456601600004, -73.70440403599997)"
"NYC","SHETH, KIRIT","N/E/C WEST 49TH ST & BROADWAY","NEW YORK","NY","10019","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","N/E/C WEST 49TH ST & BROADWAY
NEW YORK, NY 10019
(40.760780028000056, -73.98446990799994)"
"CHEMUNG","WALGREENS #10864 - N. MAIN","402 NORTH MAIN STREET","ELMIRA","NY","14901","ELMIRA","CHEMUNG","CONVENIENCE STORE","2020-11-10T00:00:00.000","402 NORTH MAIN STREET
ELMIRA, NY 14901
(42.09205000800006, -76.80862997499997)"
"HERKIMER DO","RITE AID #0643","205  SOUTH CAROLINE STREET","HERKIMER","NY","13350","HERKIMER","HERKIMER","PHARMACY","2020-11-10T00:00:00.000","205  SOUTH CAROLINE STREET
HERKIMER, NY 13350
(43.021999995000044, -74.99211003799996)"
"NYC","LUIS RODRIGUEZ","1569 HOE AVENUE","BRONX","NY","10460","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1569 HOE AVENUE
BRONX, NY 10460
(40.83528001800005, -73.88802303599994)"
"ONONDAGA","SAB'S","121 BALLANTYNE ROAD","SYRACUSE","NY","13205","SYRACUSE","ONONDAGA","DELICATESSEN","2020-11-10T00:00:00.000","121 BALLANTYNE ROAD
SYRACUSE, NY 13205
(43.01035598100003, -76.14306897699998)"
"NASSAU","DELICACIES / ZANBOFER INC.","1354 OLD NORTHERN  BOULEVARD","ROSLYN","NY","11576","N. HEMPSTEAD","NASSAU","DELICATESSEN","2020-11-10T00:00:00.000","1354 OLD NORTHERN  BOULEVARD
ROSLYN, NY 11576
(40.80047671600005, -73.64882687299996)"
"NYC","GRAND MARS BAGEL & DELI INC","6962 GRAND  AVENUE","MASPETH","NY","11378","QUEENS","NEW YORK CITY","DELICATESSEN","2020-11-10T00:00:00.000","6962 GRAND  AVENUE
MASPETH, NY 11378
(40.726781017000064, -73.89334596399993)"
"NYC","PYUN, KISUN","1440 FOREST  AVENUE","STATEN ISLAND","NY","10302","STATEN ISLAND","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","1440 FOREST  AVENUE
STATEN ISLAND, NY 10302
(40.62430001400003, -74.13630498299995)"
"MONROE","HUDSON NEWS - CONCOURSE A  #151","1200  BROOKS AVENUE","ROCHESTER","NY","14624","ROCHESTER","MONROE","OTHER","2020-11-10T00:00:00.000","1200  BROOKS AVENUE
ROCHESTER, NY 14624
(43.128578995000055, -77.66269603599994)"
"SUFFOLK","SUNOCO","1340 MOTOR PKWY & S. SERVICE RD","HAUPPAUGE","NY","11788","ISLIP","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1340 MOTOR PKWY & S. SERVICE RD
HAUPPAUGE, NY 11788
(40.80839301000003, -73.19308195899998)"
"MONROE","SPEEDWAY LLC","5028  WEST RIDGE ROAD","SPENCERPORT","NY","14559","OGDEN","MONROE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","5028  WEST RIDGE ROAD
SPENCERPORT, NY 14559
(43.21902299900006, -77.79313303399994)"
"WESTCHESTER","COUNTY BEER & SODA, INC.","28 WEBSTER AVENUE","NEW ROCHELLE","NY","10801","NEW ROCHELLE","WESTCHESTER","LIQUOR/BEVERAGE STORE","2020-11-10T00:00:00.000","28 WEBSTER AVENUE
NEW ROCHELLE, NY 10801
(40.90523798100003, -73.78882798999996)"
"SARANAC LAKE DO","PRICE CHOPPER #166","53 FINNEY BOULEVARD","MALONE","NY","12953","MALONE","FRANKLIN","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","53 FINNEY BOULEVARD
MALONE, NY 12953
(44.84599600300004, -74.30134197399997)"
"ALLEGANY","THE COUNTRY STORE","ROUTE 243","RUSHFORD","NY","14777","RUSHFORD","ALLEGANY","CONVENIENCE STORE","2020-11-10T00:00:00.000","ROUTE 243
RUSHFORD, NY 14777
(42.38913175400006, -78.21477261199993)"
"CATTARAUGUS","DOLLAR GENERAL STORE #11658 - CATTARAUGUS","216 S. MAIN ST.","CATTARAUGUS","NY","14719","NEW ALBION","CATTARAUGUS","DISCOUNT STORE","2020-11-10T00:00:00.000","216 S. MAIN ST.
CATTARAUGUS, NY 14719
(42.32213098700004, -78.86810599799998)"
"NASSAU","7 ELEVEN (STORE #32716C)","384 WEST JOHN  STREET","HICKSVILLE","NY","11801","OYSTER BAY","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","384 WEST JOHN  STREET
HICKSVILLE, NY 11801
(40.76690401500008, -73.54056297499994)"
"CLINTON","STEWART'S SHOP #200","262 RUGAR STREET","PLATTSBURGH, NY","NY","12901","PLATTSBURGH","CLINTON","CONVENIENCE/GAS","2020-11-10T00:00:00.000","262 RUGAR STREET
PLATTSBURGH, NY, NY 12901
(44.68763599400006, -73.48449097599996)"
"ALBANY","SUNNY MART","334 DELAWARE AVENUE","ALBANY","NY","12209","ALBANY","ALBANY","CONVENIENCE STORE","2020-11-10T00:00:00.000","334 DELAWARE AVENUE
ALBANY, NY 12209
(42.64213499300007, -73.77858798699998)"
"NYC","SAMZ GOURMET DELI CORP","472 RIDGEWOOD AVENUE","BROOKLYN","NY","11208","BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","472 RIDGEWOOD AVENUE
BROOKLYN, NY 11208
(40.68565001300004, -73.87133299099997)"
"NYC","DYCKMAN DELI & KWIK STOP INC","201 DYCKMAN STREET","NEW YORK","NY","10040","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","201 DYCKMAN STREET
NEW YORK, NY 10040
(40.86482999900005, -73.92659797999994)"
"NYC","BROOKLYN GOURMET DELI CORP.","313 BEDFORD AVENUE","BROOKLYN","NY","11211","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","313 BEDFORD AVENUE
BROOKLYN, NY 11211
(40.713129999000046, -73.96203498999995)"
"WESTCHESTER","NEW ROCHELLE FOOD MARKET INC.","342 NORTH AVENUE","NEW ROCHELLE","NY","10801","NEW ROCHELLE","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","342 NORTH AVENUE
NEW ROCHELLE, NY 10801
(40.91375801800007, -73.78436202799998)"
"NYC","1388 DELI GROCERY INC","1388 1ST AVENUE","NEW YORK","NY","10021","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1388 1ST AVENUE
NEW YORK, NY 10021
(40.76917002000005, -73.95478103999994)"
"NYC","A.S. & R. PETROLEUM INC","5914 RIVERDALE AVENUE","BRONX","NY","10471","BRONX","NEW YORK CITY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","5914 RIVERDALE AVENUE
BRONX, NY 10471
(40.90746999800007, -73.90359803799998)"
"NYC","PARITA SHAH","N/E/C 3RD AVENUE","NEW YORK","NY","10022","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/E/C 3RD AVENUE
NEW YORK, NY 10022
(40.75865850300005, -73.96869622399998)"
"NYC","GOLDEN STAR DELI INC","3511 EAST TREMONT AVENUE","BRONX","NY","10465","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","3511 EAST TREMONT AVENUE
BRONX, NY 10465
(40.83098001800005, -73.82626198899999)"
"GENEVA DO","WALGREENS #10697","431  HAMILTON  STREET","GENEVA","NY","14456","GENEVA","ONTARIO","PHARMACY","2020-11-10T00:00:00.000","431  HAMILTON  STREET
GENEVA, NY 14456
(42.85698400000007, -77.00079197899998)"
"NYC","EMMERSON GOURMET CORP.","1816 3RD AVENUE","NEW YORK","NY","10029","MANHATTAN","NEW YORK CITY","RESTAURANT/ATUPA","2020-11-10T00:00:00.000","1816 3RD AVENUE
NEW YORK, NY 10029
(40.78834001900003, -73.94725702399995)"
"MONROE","FAMILY DOLLAR #32203","706 DEWEY AVENUE","ROCHESTER","NY","14613","ROCHESTER","MONROE","CONVENIENCE STORE","2020-11-10T00:00:00.000","706 DEWEY AVENUE
ROCHESTER, NY 14613
(43.17787799700005, -77.63904096399995)"
"NYC","HARRY & STEVE, INC","275 1ST AVENUE","NEW YORK","NY","10003","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","275 1ST AVENUE
NEW YORK, NY 10003
(40.73254001400005, -73.98192097199995)"
"NYC","NEW AL-HABIB INC.","252-02 HILLSIDE AVENUE","BELLROSE","NY","11426","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","252-02 HILLSIDE AVENUE
BELLROSE, NY 11426
(40.73564999300004, -73.71541500699993)"
