"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Brooklyn","Lutheran Medical Center-Caribbean American Family Health Center","Antiretroviral Therapy","AR_1","62","93.50","Fourth","Community Health Center","3414 Church Avenue","Brooklyn","11203","(40.650807, -73.94516)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-University Avenue Family Practice","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","105 West 188th Street","Bronx","10468","(40.864381, -73.90431)"
"2014","Manhattan","START Treatment and Recovery Centers-Third Horizon","Tobacco Cessation Counseling","TOB_2","10","100.00",,"Drug Treatment Center","2195 Third Avenue","New York","10035","(40.800166, -73.93801)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","36","5.60",,"Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Via Verde","Antiretroviral Therapy","AR_1","16","100.00","First","Community Health Center","730 Brook Avenue","Bronx","10455","(40.818965, -73.91227)"
"2014","Bronx","Brightpoint Health-BOOM Health Center","Suppressed at Last VL of Review Period","VL_1","78","43.60","Fifth","Hospital (non-DAC)","266 East 144th Street","Bronx","10451","(40.815429, -73.92402)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Tobacco Use Screening","TOB_1","81","100.00",,"Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Manhattan","Renaissance Healthcare Network-Sydenham-NYC Health and Hospitals Corp.","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","16","18.80",,"Community Health Center","215 West 125th Street","New York","10027","(40.809702, -73.94891)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","48","8.30",,"Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","57","82.90",,,,,,
"2014","Bronx","Montefiore Medical Group-CICERO Program-Montefiore Family Health Center","Tobacco Use Screening","TOB_1","67","98.50",,"Community Health Center","360 East 193rd Street","Bronx","10458","(40.863091, -73.89109)"
"2014","Lower Hudson","New Rochelle-Montefiore Health System","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Hospital (non-DAC)","16 Guion Place","New Rochelle","10801","(40.91286, -73.78746)"
"2014","Brooklyn","Housing Works-East New York Health Center","Visit Frequency (24-month)","RET_2","284","69.00","Fourth","Community Health Center","2640 Pitkin Ave","Brooklyn","11208","(40.674764, -73.87475)"
"2014","Long Island","Nassau University Medical Center-Center for Positive Health-Designated AIDS Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","2201 Hempstead Turnpike","East Meadow","11554","(40.726176, -73.55374)"
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (After Redaction)","Gonorrhea Treatment - Genital Infection","STI_10",,,,,,,,
"2014","Bronx","Project Samaritan Health Services-Highbridge Clinic","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Drug Treatment Center","1381 University Ave","Bronx","10452","(40.842601, -73.9258)"
"2014","Manhattan","Center for Comprehensive Health Practice","Genital Chlamydia Testing","STI_3","36","97.20","First","Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Manhattan","START Treatment and Recovery Centers-Highbridge","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Drug Treatment Center","500 West 180th Street","New York","10033","(40.847454, -73.93143)"
"2014","Brooklyn","Lutheran Medical Center - Adult Medicine at Sunset Park","Genital Gonorrhea Testing","STI_7","19","26.30","Fifth","Community Health Center","150 55th Street","Brooklyn","11220","(40.646758, -74.02153)"
"2014","Lower Hudson","Mount Vernon Neighborhood Health Center","Visit Frequency (24-month)","RET_2","62","79.00","Third","Community Health Center","107 West Fourth Street","Mount Vernon","10550","(40.903662, -73.83868)"
"2014","Manhattan","Callen-Lorde Community Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","2918","69.30",,"Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","Chlamydia Treatment - Genital Infection","STI_5","10","100.00",,,,,,
"2014","Manhattan","Institute for Family Health-North General","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","1824 Madison Ave","New York","10035","(40.80185, -73.94376)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","305 East 161st Street","Bronx","10451","(40.825462, -73.91699)"
"2014","Brooklyn","Kings County Hospital Center-NYC Health and Hosp. Corp.","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","451 Clarkson Avenue, E Building 4th Floor","Brooklyn","11203","(40.656719, -73.94616)"
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","New Patient Visit Frequency","RET_3",,,,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Manhattan","Community Healthcare Network-Community League Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","1996 Amsterdam Avenue","New York","10032","(40.834137, -73.94144)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-Willis P. Green Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","66","63.60",,"Community Health Center","123-125 W. 124th Street","New York","10027","(40.807695, -73.94692)"
"2014","Lower Hudson","Mount Vernon-Montefiore Health System","Genital Chlamydia Testing","STI_3","46","26.10","Fifth","Designated AIDS Center","12 North 7th Avenue","Mount Vernon","10550","(40.912593, -73.84042)"
"2014","Brooklyn","Kingsbrook Jewish Medical Center","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","1110 Eastern Parkway at Pierre Toussaint Family Health Center (PTFHC)","Brooklyn","11213","(40.668368, -73.93165)"
"2014","Bronx","North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","3424 Kossuth Avenue, 10flr, 10A","Bronx","10467","(40.880535, -73.88111)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Long Island","Nassau University Medical Center-Center for Positive Health-Designated AIDS Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","6","100.00",,"Designated AIDS Center","2201 Hempstead Turnpike","East Meadow","11554","(40.726176, -73.55374)"
"2014","Manhattan","Center for Comprehensive Health Practice","Tobacco Use Screening","TOB_1","36","97.20",,"Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Central-West","St. Elizabeth Medical Center-Sister Rose Vincent Family Medicine Center ID Clinic","Tobacco Cessation Counseling","TOB_2","31","100.00",,"Hospital (non-DAC)","120 Hobart Street","Utica","13501","(43.093191, -75.24134)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","Tobacco Use Screening","TOB_1","336","74.70",,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Bronx","Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","545 East 142nd St, 2nd Floor","Bronx","10454","(40.81013, -73.91577)"
"2014","Brooklyn","Brightpoint Health-Sterling Health Center","Genital Gonorrhea Testing","STI_7","356","72.50","Second","Community Health Center","803 Sterling Place","Brooklyn","11216","(40.672883, -73.9518)"
"2014","Central-West","Erie County Medical Center","Tobacco Cessation Counseling","TOB_2","41","100.00",,"Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2014","Manhattan","Gouverneur Healthcare Services-NYC Health and Hosp. Corp.","Tobacco Cessation Counseling","TOB_2","17","70.60",,"Community Health Center","227 Madison Street","New York","10002","(40.713214, -73.98781)"
"2014","Manhattan","Project Renewal, Inc.-Third Street Men's Shelter & Two Mobile Medical Vans","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","8 East Third Street","New York","10003","(40.725859, -73.991)"
"2014","Brooklyn","Brooklyn Hospital Center-Church Ave","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Designated AIDS Center","2222 Church Avenue","Brooklyn","11226","(40.650202, -73.95784)"
"2014","Brooklyn","Community Healthcare Network-Caribbean House Health Center","Visit Frequency (24-month)","RET_2","88","85.20","Second","Community Health Center","1167 Nostrand Avenue","Brooklyn","11225","(40.659031, -73.9502)"
"2014","Long Island","Hudson River Healthcare - Martin Luther King Jr. Health Center [Suffolk DOH until 9/2/14]","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","1556 Straight Path","Wyandanch","11798","(40.752403, -73.36146)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Jack Martin Clinic","Visit Frequency (12-month)","RET_1","1131","86.80","Third","Designated AIDS Center","One Gustave L. Levy Place, Box 1009","New York","10029","(40.789989, -73.95369)"
"2014","Bronx","Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.","Tobacco Cessation Counseling","TOB_2","28","100.00",,"Designated AIDS Center","234 East 149th Street","Bronx","10451","(40.81689, -73.92444)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-University Avenue Family Practice","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","105 West 188th Street","Bronx","10468","(40.864381, -73.90431)"
"2014","Brooklyn","Maimonides Medical Center Life Forward Program","Chlamydia Treatment - Genital Infection","STI_5","8","100.00",,"Hospital (non-DAC)","4719 Fort Hamilton Parkway","Brooklyn","11219","(40.638782, -73.99647)"
"2014","Bronx","Brightpoint Health-BOOM Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","20","50.00",,"Hospital (non-DAC)","266 East 144th Street","Bronx","10451","(40.815429, -73.92402)"
"2014","Central-West","Central-West_AVERAGE (After Redaction)","Gonorrhea Treatment - Genital Infection","STI_10",,,,,,,,
"2014","Lower Hudson","Mount Vernon Neighborhood Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Community Health Center","107 West Fourth Street","Mount Vernon","10550","(40.903662, -73.83868)"
"2014","Brooklyn","Wyckoff Heights Medical Center","Suppressed at Last VL of Review Period","VL_1","94","88.30","First","Hospital (non-DAC)","342 Stanhope Street","Brooklyn","11237","(40.703537, -73.91723)"
"2014","Brooklyn","Joseph P. Addabbo Family Health Center-South Brooklyn Health Center","Tobacco Cessation Counseling","TOB_2","27","100.00",,"Community Health Center","120 Richards Street","Brooklyn","11231","(40.677823, -74.00996)"
"2014","Brooklyn","Brookdale University Hospital and Medical Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","23","0.00",,"Designated AIDS Center","One Brookdale Plaza","Brooklyn","11212","(40.655181, -73.91255)"
"2014","Manhattan","Asian and Pacific Islander Coalition on HIV/AIDS (APICHA)","Visit Frequency (12-month)","RET_1","475","94.50","First","Community Health Center","400 Broadway","New York","10013","(40.718612, -74.00223)"
"2014","Brooklyn","Staten Island University Hospital-Canarsie MultiService Center (MMTP)-North Shore LIJ","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","567 East 105th Street","Brooklyn","11236","(40.651132, -73.89807)"
"2014","Bronx","Morrisania Diagnostic and Treatment Center-NYC Health and Hosp. Corp.","Genital Chlamydia Testing","STI_3","95","58.90","Third","Community Health Center","1225 Gerard Avenue","Bronx","10452","(40.836232, -73.9203)"
"2014","Manhattan","Gouverneur Healthcare Services-NYC Health and Hosp. Corp.","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","52","26.90",,"Community Health Center","227 Madison Street","New York","10002","(40.713214, -73.98781)"
"2014","Bronx","VIP Community Services","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","1910 Arthur Ave., 9th Floor","Bronx","10457","(40.845477, -73.89298)"
"2014","Bronx","Brightpoint Health-Inwood Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","182","13.20",,"Community Health Center","1545 Inwood Avenue","Bronx","10452","(40.844133, -73.91666)"
"2014","Brooklyn","Community Healthcare Network-Dr. Betty Shabazz Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Community Health Center","999 Blake Avenue","Brooklyn","11208","(40.66998, -73.88135)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program-Unit I","Suppressed at Last VL of Review Period","VL_1","24","95.80","First","Drug Treatment Center","3550 Jerome Ave.","Bronx","10467","(40.883999, -73.87987)"
"2014","Brooklyn","Interfaith Medical Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","8","12.50",,"Designated AIDS Center","880 Bergen Street","Brooklyn","11238","(40.677003, -73.95816)"
"2014","Central-West","St. Elizabeth Medical Center-Sister Rose Vincent Family Medicine Center ID Clinic","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","6","100.00",,"Hospital (non-DAC)","120 Hobart Street","Utica","13501","(43.093191, -75.24134)"
"2014","Brooklyn","Bedford Stuyvesant Family Health Center, Inc.","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","1458 Fulton Street","Brooklyn","11216","(40.679842, -73.94255)"
"2014","Bronx","Bronx Lebanon Hospital Center Comprehensive Care Center AIDS Program Department of Infectious Disease","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","14","100.00",,"Designated AIDS Center","1650 Selwyn Avenue, 9th Floor","Bronx","10457","(40.843376, -73.91006)"
"2014","Central-West","United Health Services Hospitals, Inc-Binghamton Family Care Center","Genital Gonorrhea Testing","STI_7","85","22.40","Fifth","Hospital (non-DAC)","33 Mitchell Ave, Suite 102","Binghamton","13903","(42.086882, -75.91373)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Ossining","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","165 Main Street","Ossining","10562","(41.161549, -73.86271)"
"2014","Manhattan","Acacia Network-Promesa Barbee Family Health Center","Genital Chlamydia Testing","STI_3","22","86.40","First","Drug Treatment Center","266 West 145th Street","New York","10001","(40.822346, -73.94143)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Brownsville Multi-Service (BMS) Main","Visit Frequency (12-month)","RET_1","27","66.70","Fifth","Community Health Center","592 Rockaway Ave","Brooklyn","11212","(40.665347, -73.90992)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Visit Frequency (24-month)","RET_2","64","76.60","Third","Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Manhattan","START Treatment and Recovery Centers-Starting Point","Antiretroviral Therapy","AR_1","30","100.00","First","Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Long Island","SUNY Stony Brook Med. Center-Comprehensive HIV Treatment Center-Research Foundation of SUNY","Visit Frequency (12-month)","RET_1","500","95.80","First","Designated AIDS Center","205 N. Belle Meade Road","Setauket","11733","(40.898748, -73.0884)"
"2014","Manhattan","Callen-Lorde Community Health Center","Genital Gonorrhea Testing","STI_7","3426","85.60","First","Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Genital Gonorrhea Testing","STI_7","28","50.00","Fourth","Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","Visit Frequency (24-month)","RET_2","873","74.90","Fourth",,,,,
"2014","Brooklyn","Kingsbrook Jewish Medical Center","Visit Frequency (12-month)","RET_1","339","92.60","Second","Designated AIDS Center","1110 Eastern Parkway at Pierre Toussaint Family Health Center (PTFHC)","Brooklyn","11213","(40.668368, -73.93165)"
"2014","Brooklyn","Cumberland Diagnostic and Treatment Center-NYC Health and Hosp. Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","100 North Portland Ave","Brooklyn","11205","(40.695095, -73.97669)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","Visit Frequency (24-month)","RET_2","92","70.70","Fourth","Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Manhattan","East Harlem Council for Human Services, Inc.-Boriken Neighborhood Health Center","Antiretroviral Therapy","AR_1","85","96.50","Third","Community Health Center","2265 3rd Avenue","New York","10035","(40.802411, -73.93633)"
"2014","Central-West","Syracuse Community Health Center","Visit Frequency (12-month)","RET_1","37","83.80","Fourth","Community Health Center","819 South Salina Street","Syracuse","13202","(43.039904, -76.15002)"
"2014","Bronx","AECOM DOSA-Waters Place","Suppressed at Last VL of Review Period","VL_1","44","88.60","First","Drug Treatment Center","1510 Waters Place","Bronx","10461","(40.845876, -73.84075)"
"2014","Manhattan","START Treatment and Recovery Centers-Third Horizon","Visit Frequency (12-month)","RET_1","12","100.00","First","Drug Treatment Center","2195 Third Avenue","New York","10035","(40.800166, -73.93801)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Antiretroviral Therapy","AR_1","60","96.70","Third","Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Brooklyn","START Treatment and Recovery Centers-East New York","Antiretroviral Therapy","AR_1","21","100.00","First","Drug Treatment Center","494 Dumont Avenue","Brooklyn","11207","(40.665084, -73.90046)"
"2014","Central-West","Arnot Ogden","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Bronx","St. Barnabas Hospital-Pathways Center for Comprehensive Care","Tobacco Cessation Counseling","TOB_2","45","97.80",,"Designated AIDS Center","4422 Third Avenue","Bronx","10457","(40.852491, -73.8914)"
"2014","Brooklyn","SUNY Downstate Medical Center-STAR Health Center-Research Foundation of SUNY","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","450 Clarkson Ave, Box 1240","Brooklyn","11203","(40.655129, -73.94513)"
"2014","Bronx","Project Samaritan Health Services-Highbridge Clinic","Antiretroviral Therapy","AR_1","14","100.00","First","Drug Treatment Center","1381 University Ave","Bronx","10452","(40.842601, -73.9258)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Bronx","VIP Community Services","Tobacco Use Screening","TOB_1","37","100.00",,"Drug Treatment Center","1910 Arthur Ave., 9th Floor","Bronx","10457","(40.845477, -73.89298)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program-Unit I","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","3550 Jerome Ave.","Bronx","10467","(40.883999, -73.87987)"
"2014","Bronx","AECOM DOSA-Port Morris","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Brooklyn","Brooklyn Hospital Center-PATH Center","Genital Gonorrhea Testing","STI_7","97","62.90","Third","Designated AIDS Center","121 Dekalb Avenue","Brooklyn","11201","(40.690774, -73.97796)"
"2014","Brooklyn","Bedford Stuyvesant Family Health Center, Inc.","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","1458 Fulton Street","Brooklyn","11216","(40.679842, -73.94255)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","22","81.80",,"Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Bronx","Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling","Antiretroviral Therapy","AR_1","70","95.70","Third","Community Health Center","50 East 168th St.","Bronx","10452","(40.836314, -73.91908)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Genital Gonorrhea Testing","STI_7","51","0.00","Fifth","Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Long Island","Hudson River Healthcare - Marilyn Shellabarger Health Center at Shirley [Suffolk DOH until 11/1/14]","Genital Gonorrhea Testing","STI_7","17","64.70","Third","Community Health Center","550 Montauk Highway and Dorsett Place","Shirley","11967","(40.800563, -72.87841)"
"2014","Central-West","Evergreen Health Services","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","45","8.90",,"Community Health Center","206 South Elmwood Ave.","Buffalo","14201","(42.890859, -78.87864)"
"2014","Central-West","Evergreen Health Services","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","206 South Elmwood Ave.","Buffalo","14201","(42.890859, -78.87864)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Tobacco Use Screening","TOB_1","28","96.40",,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Manhattan","Project Renewal, Inc.-Third Street Men's Shelter & Two Mobile Medical Vans","New Patient Visit Frequency","RET_3",,,,"Community Health Center","8 East Third Street","New York","10003","(40.725859, -73.991)"
"2014","Brooklyn","Maimonides Medical Center Life Forward Program","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Hospital (non-DAC)","4719 Fort Hamilton Parkway","Brooklyn","11219","(40.638782, -73.99647)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Visit Frequency (12-month)","RET_1","49","79.60","Fifth","Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Brooklyn","START Treatment and Recovery Centers-East New York","Suppressed at Last VL of Review Period","VL_1","21","85.70","Second","Drug Treatment Center","494 Dumont Avenue","Brooklyn","11207","(40.665084, -73.90046)"
"2014","Bronx","Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.","Visit Frequency (12-month)","RET_1","1408","81.30","Fourth","Designated AIDS Center","1400 Pelham Pkwy So., Bld 1, Room 146","Bronx","10461","(40.855908, -73.84592)"
"2014","Long Island","Suffolk County Department of Health Services-Riverhead Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","County Center, 300 Center Drive","Riverhead","11901","(40.913101, -72.66783)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Suppressed at Last VL of Review Period","VL_1","100","91.00","First","Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Brooklyn","Staten Island University Hospital-North Shore LIJ-Coney Island Multi-Service Center (MMTP)","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Drug Treatment Center","425 Coney Island Ave","Brooklyn","11218","(40.647345, -73.97073)"
"2014","Bronx","Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.","Tobacco Cessation Counseling","TOB_2","29","100.00",,"Designated AIDS Center","1400 Pelham Pkwy So., Bld 1, Room 146","Bronx","10461","(40.855908, -73.84592)"
"2014","Lower Hudson","Mount Vernon-Montefiore Health System","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","8","0.00",,"Designated AIDS Center","12 North 7th Avenue","Mount Vernon","10550","(40.912593, -73.84042)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-West Farms Family Practice","Suppressed at Last VL of Review Period","VL_1","30","76.70","Fourth","Community Health Center","1055 East Tremont Avenue","Bronx","10460","(40.840538, -73.8795)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Suppressed at Last VL of Review Period","VL_1","10","80.00","Third","Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Manhattan","Community Healthcare Network-Helen B. Atkinson Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","81 West 115th Street","New York","10026","(40.801292, -73.94946)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Tobacco Cessation Counseling","TOB_2","26","88.50",,"Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Long Island","Suffolk County Department of Health Services-Riverhead Health Center","Visit Frequency (24-month)","RET_2","18","100.00","First","Community Health Center","County Center, 300 Center Drive","Riverhead","11901","(40.913101, -72.66783)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Greenwich Village Division","Suppressed at Last VL of Review Period","VL_1","114","87.70","Second","Hospital (non-DAC)","203 West 12th Street","New York","10011","(40.737739, -74.0012)"
"2014","Brooklyn","Brooklyn_AVERAGE (After Redaction)","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","258","85.50",,,,,,
"2014","Long Island","Hudson River Healthcare - The Maxine S. Postal Tri-Community Health Center [Suffolk DOH until 5/27/14]","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","1080 Sunrise Highway","Amityville","11701","(40.68948, -73.41076)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Beth Israel","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","317 East 17th Street, Fierman Hall 1st Floor","New York","10003","(40.734149, -73.98264)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Castle Hill Family Practice","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","2175 Westchester Avenue","Bronx","10462","(40.834144, -73.85235)"
"2014","Central-West","Trillium Health","Visit Frequency (24-month)","RET_2","92","92.40","First","Community Health Center","259 Monroe Ave.","Rochester","14604","(43.149143, -77.59933)"
"2014","Lower Hudson","Hudson River HealthCare - Peekskill","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","1037 Main Street","Peekskill","10566","(41.291523, -73.91833)"
