"schoolyear","esd","countynumber","county","countydistrictnumber","district","performance_indicator_number","performance_indicator_name","number_of_students_in_the","number_of_students_in_the_1","state_adjusted_level_of","district_negotiated_target","actual_level_of_performance","met_90_of_adjusted_level"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","1S1","Academic Attainment - Reading/Language Arts","17","19","74.30","NR","89.47","NR"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","1S2","Academic Attainment - Mathematics","11","19","62.40","NR","57.89","NR"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","3S1","Secondary School Completion","20","20","87.25","86.00","100.00","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","4S1","Student Graduation Rates","20","20","73.00","70.00","100.00","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","5S1","Secondary Placement","27","39","74.86","74.36","69.23","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","6S1","Nontraditional Participation","355","454","26.25","26.00","78.19","Y"
"2009-10","North Central Educational Service District 171","4","Chelan","4222","CASHMERE SCHOOL DISTRICT","6S2","Nontraditional Completion","18","26","34.25","34.00","69.23","Y"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","1S1","Academic Attainment - Reading/Language Arts","9","10","74.30","NR","90.00","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","3S1","Secondary School Completion","9","10","87.25","NR","90.00","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","5S1","Secondary Placement","5","14","74.86","NR","35.71","NR"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","6S1","Nontraditional Participation","295","418","26.25","26.00","70.57","Y"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","6S2","Nontraditional Completion","11","17","34.25","NR","64.71","NR"
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","3S1","Secondary School Completion",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","5S1","Secondary Placement",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Educational Service District 112","20","Klickitat","20215","Centerville School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","1S1","Academic Attainment - Reading/Language Arts","204","221","74.30",,"92.31","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","1S2","Academic Attainment - Mathematics","150","224","62.40",,"66.96","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","2S1","Technical Skill Attainment","20","28","38.62",,"71.43","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","3S1","Secondary School Completion","236","242","87.25",,"97.52","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4S1","Student Graduation Rates","234","268","73.00",,"87.31","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","5S1","Secondary Placement","242","393","74.86",,"61.58","N"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","6S1","Nontraditional Participation","669","1547","26.25",,"43.24","Y"
"2009-10","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","6S2","Nontraditional Completion","74","192","34.25",,"38.54","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","1S1","Academic Attainment - Reading/Language Arts","218","251","74.30","61.50","86.85","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","1S2","Academic Attainment - Mathematics","154","250","62.40","43.60","61.60","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","3S1","Secondary School Completion","264","268","87.25","84.78","98.51","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","4S1","Student Graduation Rates","261","280","73.00","69.00","93.21","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","5S1","Secondary Placement","195","342","74.86","75.33","57.02","N"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","6S1","Nontraditional Participation","1392","2631","26.25","28.00","52.91","Y"
"2009-10","Educational Service District 101","32","Spokane","32356","Central Valley School District","6S2","Nontraditional Completion","106","202","34.25","36.00","52.48","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","1S1","Academic Attainment - Reading/Language Arts","83","87","74.30","61.50","95.40","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","1S2","Academic Attainment - Mathematics","51","88","62.40","43.60","57.95","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","3S1","Secondary School Completion","88","95","87.25","86.00","92.63","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","4S1","Student Graduation Rates","87","103","73.00","70.00","84.47","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","5S1","Secondary Placement","50","94","74.86","74.36","53.19","N"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","6S1","Nontraditional Participation","262","596","26.25","26.00","43.96","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21401","Centralia School District","6S2","Nontraditional Completion","31","75","34.25","34.00","41.33","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","1S1","Academic Attainment - Reading/Language Arts","49","54","74.30",,"90.74","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","1S2","Academic Attainment - Mathematics","27","53","62.40",,"50.94","N"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","2S1","Technical Skill Attainment","0","16","38.62","NR","0.00","NR"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","3S1","Secondary School Completion","50","58","87.25",,"86.21","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","4S1","Student Graduation Rates","50","58","73.00",,"86.21","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","5S1","Secondary Placement","47","63","74.86",,"74.60","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","6S1","Nontraditional Participation","721","921","26.25",,"78.28","Y"
"2009-10","Capital Region ESD 113","21","Lewis","21302","Chehalis School District","6S2","Nontraditional Completion","39","41","34.25",,"95.12","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","1S1","Academic Attainment - Reading/Language Arts","95","101","74.30","61.50","94.06","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","1S2","Academic Attainment - Mathematics","72","102","62.40","43.60","70.59","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","3S1","Secondary School Completion","105","106","87.25","84.78","99.06","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","4S1","Student Graduation Rates","105","104","73.00","69.00","100.96","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","5S1","Secondary Placement","58","102","74.86","75.33","56.86","N"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","6S1","Nontraditional Participation","478","838","26.25","28.00","57.04","Y"
"2009-10","Educational Service District 101","32","Spokane","32360","Cheney School District","6S2","Nontraditional Completion","20","31","34.25","38.96","64.52","Y"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","5S1","Secondary Placement","12","23","74.86",,"52.17","N"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","6S1","Nontraditional Participation","282","364","26.25",,"77.47","Y"
"2009-10","Educational Service District 101","33","Stevens","33036","Chewelah School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","1S1","Academic Attainment - Reading/Language Arts","21","29","74.30",,"72.41","Y"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","1S2","Academic Attainment - Mathematics","15","29","62.40",,"51.72","N"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","3S1","Secondary School Completion","30","32","87.25",,"93.75","Y"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","4S1","Student Graduation Rates","30","29","73.00",,"103.45","Y"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","5S1","Secondary Placement","10","26","74.86",,"38.46","N"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","6S1","Nontraditional Participation","191","271","26.25",,"70.48","Y"
"2009-10","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","6S2","Nontraditional Completion","15","20","34.25",,"75.00","Y"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","1S1","Academic Attainment - Reading/Language Arts","16","17","74.30","NR","94.12","NR"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","1S2","Academic Attainment - Mathematics","9","17","62.40","NR","52.94","NR"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","3S1","Secondary School Completion","17","18","87.25","NR","94.44","NR"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","4S1","Student Graduation Rates","17","19","73.00","NR","89.47","NR"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","5S1","Secondary Placement","11","33","74.86",,"33.33","N"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","6S1","Nontraditional Participation","217","510","26.25",,"42.55","Y"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","6S2","Nontraditional Completion","9","14","34.25","NR","64.29","NR"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","1S1","Academic Attainment - Reading/Language Arts","22","24","74.30","61.50","91.67","Y"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","1S2","Academic Attainment - Mathematics","9","23","62.40","43.60","39.13","N"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","3S1","Secondary School Completion","27","28","87.25","86.00","96.43","Y"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","4S1","Student Graduation Rates","25","48","73.00","70.00","52.08","N"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","5S1","Secondary Placement","30","47","74.86","74.36","63.83","N"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","6S1","Nontraditional Participation","190","270","26.25","26.00","70.37","Y"
"2009-10","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","1S1","Academic Attainment - Reading/Language Arts","126","143","74.30",,"88.11","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","1S2","Academic Attainment - Mathematics","69","145","62.40",,"47.59","N"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","3S1","Secondary School Completion","161","174","87.25",,"92.53","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","4S1","Student Graduation Rates","161","223","73.00",,"72.20","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","5S1","Secondary Placement","124","212","74.86",,"58.49","N"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","6S1","Nontraditional Participation","1303","2166","26.25",,"60.16","Y"
"2009-10","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","6S2","Nontraditional Completion","154","226","34.25",,"68.14","Y"
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","3S1","Secondary School Completion",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","5S1","Secondary Placement",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38300","Colfax School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","3S1","Secondary School Completion",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","5S1","Secondary Placement",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Educational Service District 123","36","Walla Walla","36250","College Place School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","5S1","Secondary Placement","13","15","74.86","NR","86.67","NR"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","6S1","Nontraditional Participation","25","62","26.25",,"40.32","Y"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","5S1","Secondary Placement","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","6S1","Nontraditional Participation","45","65","26.25",,"69.23","Y"
"2009-10","Educational Service District 101","33","Stevens","33206","Columbia (Stevens) School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","1S1","Academic Attainment - Reading/Language Arts","18","20","74.30","61.50","90.00","Y"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","1S2","Academic Attainment - Mathematics","6","18","62.40","NR","33.33","NR"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","3S1","Secondary School Completion","19","20","87.25","86.00","95.00","Y"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","4S1","Student Graduation Rates","19","24","73.00","70.00","79.17","Y"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","5S1","Secondary Placement","10","12","74.86","NR","83.33","NR"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","6S1","Nontraditional Participation","53","175","26.25","26.00","30.29","Y"
"2009-10","Educational Service District 123","36","Walla Walla","36400","Columbia (Walla Walla) School District","6S2","Nontraditional Completion","4","17","34.25","NR","23.53","NR"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","1S1","Academic Attainment - Reading/Language Arts","92","105","74.30",,"87.62","Y"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","1S2","Academic Attainment - Mathematics","76","106","62.40",,"71.70","Y"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","3S1","Secondary School Completion","112","116","87.25",,"96.55","Y"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","4S1","Student Graduation Rates","111","110","73.00",,"100.91","Y"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","5S1","Secondary Placement","53","97","74.86",,"54.64","N"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","6S1","Nontraditional Participation","421","629","26.25",,"66.93","Y"
"2009-10","Educational Service District 101","33","Stevens","33115","Colville School District","6S2","Nontraditional Completion","66","91","34.25",,"72.53","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","1S1","Academic Attainment - Reading/Language Arts","8","13","74.30","NR","61.54","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","1S2","Academic Attainment - Mathematics","4","12","62.40","NR","33.33","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","3S1","Secondary School Completion","13","18","87.25","NR","72.22","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","4S1","Student Graduation Rates","13","30","73.00",,"43.33","N"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","5S1","Secondary Placement","5","11","74.86","NR","45.45","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","6S1","Nontraditional Participation","71","149","26.25",,"47.65","Y"
"2009-10","Northwest Educational Service District 189","29","Skagit","29011","Concrete School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","3S1","Secondary School Completion",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","5S1","Secondary Placement",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Northwest Educational Service District 189","29","Skagit","29317","Conway School District","6S2","Nontraditional Completion",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","1S1","Academic Attainment - Reading/Language Arts",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","1S2","Academic Attainment - Mathematics",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","2S1","Technical Skill Attainment",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","3S1","Secondary School Completion",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","4S1","Student Graduation Rates",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","5S1","Secondary Placement",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","6S1","Nontraditional Participation",,,,,,
"2009-10","Capital Region ESD 113","14","Grays Harbor","14099","Cosmopolis School District","6S2","Nontraditional Completion",,,,,,
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","5S1","Secondary Placement","9","12","74.86","NR","75.00","NR"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","6S1","Nontraditional Participation","63","88","26.25",,"71.59","Y"
"2009-10","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","3S1","Secondary School Completion","9","11","87.25","NR","81.82","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","5S1","Secondary Placement","8","16","74.86","NR","50.00","NR"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","6S1","Nontraditional Participation","12","71","26.25",,"16.90","N"
"2009-10","Northwest Educational Service District 189","15","Island","15204","Coupeville School District","6S2","Nontraditional Completion","1","13","34.25","NR","7.69","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","5S1","Secondary Placement","NR","NR","NR","NR","NR","NR"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","6S1","Nontraditional Participation","10","35","26.25",,"28.57","Y"
"2009-10","Olympic Educational Service District 114","5","Clallam","5313","Crescent School District","6S2","Nontraditional Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","22","Lincoln","22073","Creston School District","1S1","Academic Attainment - Reading/Language Arts","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","22","Lincoln","22073","Creston School District","1S2","Academic Attainment - Mathematics","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","22","Lincoln","22073","Creston School District","2S1","Technical Skill Attainment","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","22","Lincoln","22073","Creston School District","3S1","Secondary School Completion","NR","NR","NR","NR","NR","NR"
"2009-10","Educational Service District 101","22","Lincoln","22073","Creston School District","4S1","Student Graduation Rates","NR","NR","NR","NR","NR","NR"
