"company_name","cocode","domicile","business_type","year","a_dental_premiums","b_dental_payments","c_dental_members","d_dental_member_months","e_dental_loss_ratio_b_a","f_average_amount_of_premums_per_member_per_month_a_d","g_previous_yearaverage_amount_of_premums_per_member_per_month","h_percentage_change_in_average_premum_per_member_per_month_from_previous_year_f_g_g"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2018","1950370","875802","5739","55326","44.90440275434917600","35.252322596970686","34.15216686129493","3.22%"
"Timber Products Manufacturers Trust","12239","WA","X","2016","1688334","1276899","4613","55442","7600","30.45","29.99","1.50%"
"COLONIAL LIFE & ACCIDENT INSURANCE COMPANY","62049","SC","L","2016","2866010","1180519","7342","58080","4100","49.35","30.66","61.00%"
"Pan-American Life Insurance Company","67539",,"L","2020","1763207.00","479776.00","2079.00","58100.00","27.00","30.35","38.14","-0.20"
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2019","2473015","2687052","4687","58703","108.6549010014092200","42.12757439994549","47.0574571011318","-0.10476304936306778"
"Group Health Options, Inc.","47055","WA","X","2016","2943498","2621072","4987","59721","8900","49.29",,
"STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK","69078","NY","L","2016","2178367","1007706","4457","60209","4630.0","36.18",,
"Continental American Insurance Company","71730","NE","L","2018","1293032","277909","5474","60715","21.49281688310884800","21.296747097092975","21.8072296878672","-2.34%"
"Timber Products Manufacturers Trust","12239","WA","X","2020","2103155.00","1695597.00","5942.00","63466.00","81.00","33.14","37.97","-0.13"
"Continental American Insurance Company","71730","NE","L","2019","1324236","269615","5246","64343","20.36004156358836300","20.580886809753974","21.296747097092975","-0.03361359761072231"
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2016","892007","860369","2914","65330","9650.0","13.65",,
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2018","3093369","2847528","5240","65736","92.0526455136778100","47.0574571011318","50.13191235229713","-6.13%"
"Fidelity Security Life Insurance Company","71870","MO","L","2019","7637599","5033530","5376","67470","65.9046121693479900","113.19992589298948","116.07729430995563","-0.024788382896683052"
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2020","2745678.00","1856759.00","5746.00","68211.00","68.00","40.25","38.33","0.05"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2019","995135","418776","5435","69593","42.08233053806769700","14.299354820168695","14.670794759187844","-0.02531832427050541"
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2017","3525627","2869504","5846","70327","81.3898917837876800","50.13191235229713","52.88008634646519","-5.20%"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2020","857867.00","289323.00","4730.00","72150.00","34.00","11.89","14.30","-0.17"
"GERBER LIFE INSURANCE COMPANY","70939","NY","L","2020","114126.00","1304075.00","6030.00","72360.00","1143.00","1.58","62.18","-0.97"
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2019","2627132","1179198","8323","73634","44.88537309887740700","35.678246462232124","32.37895892129194","0.10189603529132064"
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2017","7130010","4609696","5618","73793","64.6520271360068200","96.62176629219573","190.92782494290537","-49.39%"
"AMERICAN PUBLIC LIFE INS CO","60801","OK","L","2016","2620232","1447809","10855","73806","5500","35.5","68.27","-48.00%"
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2016","3919472","3108940","6034","74120","7900","52.88","56.21","-5.90%"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2016","4947909","3562912","5696","74700","7200","66.24",,
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2019","2953449","1544098","7216","74965","52.2811804097514500","39.39770559594477","36.1910719015505","0.0886028936395468"
"Fidelity Security Life Insurance Company","71870","MO","L","2018","8947470","6141837","5869","77082","68.643281285100700","116.07729430995563","146.51565315315315","-20.77%"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2016","5016445","3405421","7169","78050","6800","64.27","66.24","-3.00%"
"Philadelphia American Life Insurance Company","67784","TX","L","2017","1401775","405016","7955","78612","28.89308198534001300","17.831565155447006","18.35607391571238","-2.86%"
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2019","3019785","2486430","6485","78787","82.3379810152047200","38.328467894449595","36.098389635272916","0.061777776840150136"
"UNICARE Life & Health Insurance Company","80314","IN","L","2020","2104367.00","1140323.00","6237.00","79011.00","54.00","26.63","32.61","-0.18"
"AMERICAN REPUBLIC INSURANCE COMPANY","60836","IA","L","2016","4478874","3122295","6785","79681","6970.0","56.21",,
"Fidelity Security Life Insurance Company","71870","MO","L","2017","11709531","7711789","6978","79920","65.8590766786475100","146.51565315315315","102.10962686108034","43.49%"
"SECURIAN LIFE INSURANCE COMPANY","93742","MN","L","2019","2722251","1771226","424","80057","65.0647570705272900","34.00390971432854","34.7884911218736","-0.022552901325799145"
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2016","15382673","11112425","6343","80568","7200","190.93","178.98","6.70%"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2019","3011405","1203199","7791","81180","39.9547387349094500","37.095405272234544","35.252322596970686","0.052282588478928714"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2018","1205954","502498","6363","82201","41.66809015932614300","14.670794759187844","14.64329610649462","0.19%"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2020","2513415.00","1507269.00","6691.00","86367.00","60.00","29.10","30.95","-0.06"
"UNICARE Life & Health Insurance Company","80314","IN","L","2019","2854940","846834","6854","87548","29.6620594478342800","32.60999680175446","27.17170397322371","0.2001454466709156"
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2018","3165179","2446674","7010","87682","77.2997040609709600","36.098389635272916","34.96743253134595","3.23%"
"LifeWise Health Plan of Washington","52633","WA","X","2016","2781763","1441755","6445","88622","5200","31.39","30.58","2.60%"
"TRANSAMERICA PREMIER LIFE INSURANCE COMPANY","66281","IA","L","2016","2686923","1033922","40","90000","3800","29.85","29.17","2.30%"
"John Alden Life Insurance Company","65080","WI","L","2016","1306948","839121","5575","90401","6420.0","14.46",,
"FAMILY LIFE INSURANCE COMPANY","63053","TX","L","2020","3701212.00","2045027.00","8541.00","90419.00","55.00","40.93","39.40","0.04"
"National Casualty Company","11991","OH","P","2020","70909.00","4517.00","6888.00","93998.00","6.00","0.75","13.04","-0.94"
"National Casualty Company","11991","OH","P","2018","2192240","466716","6888","93998","21.28945735868335600","23.32219834464563","91.8194483935172","-74.60%"
"National Casualty Company","11991","OH","P","2019","1226060","359177","6888","93998","29.2952220935353900","13.043469009978935","23.32219834464563","-0.4407272926321936"
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2018","3805053","1661734","15297","94539","43.67177014354333700","40.24850061879224","33.25387837158653","21.03%"
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2016","16953618","12003191","7223","94726","7080.0","178.98",,
"DSM USA Insurance Company, Inc.","67636","TX","L","2016","2400393","568526","7124","97146","2400","24.71","25.77","-4.10%"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2017","1434428","641176","7556","97958","44.69907168571723400","14.64329610649462","14.580170514739267","0.43%"
"UNICARE Life & Health Insurance Company","80314","IN","L","2018","2703340","1361227","7720","99491","50.3535256386544100","27.17170397322371","29.218616078545374","-7.01%"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2019","3149996","2020607","8015","101766","64.14633542391800","30.95332429298587","30.36051150981434","0.019525783779364037"
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2016","3380164","2639501","8393","102255","7810.0","33.06",,
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2016","3489873","3032370","8786","104690","8700","33.34","33.06","0.80%"
"Regence BlueShield of Idaho, Inc.","60131","ID","L","2017","3678469","2851992","8208","105197","77.532038464915700","34.96743253134595","33.33530423154074","4.90%"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2017","7310292","5356604","10537","105788","73.2748295143340400","69.10322531856166","64.27219730941704","7.52%"
"UNICARE Life & Health Insurance Company","80314","IN","L","2017","3115844","1591309","8654","106639","51.0715234780688600","29.218616078545374","12.022811242186888","143.03%"
"COLONIAL LIFE & ACCIDENT INSURANCE COMPANY","62049","SC","L","2017","5155314","1213132","10770","108672","23.5316801265645500","47.43921157243816","49.34590220385675","-3.86%"
"National Health Insurance Company","82538","TX","L","2018","3131066","966586","10328","112451","30.87082801831708700","27.84382531057972","0",
"Philadelphia American Life Insurance Company","67784","TX","L","2019","2448369","916667","11977","113395","37.43990387069922600","21.591507562061818","17.362317479292972","0.2435844228636387"
"UNICARE Life & Health Insurance Company","80314","IN","L","2016","1382996","1266942","9003","115031","9200","12.02","7.86","53.00%"
"NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","TX","L","2020","4466917.00","1735524.00","11487.00","115668.00","39.00","38.62","37.10","0.04"
"LifeWise Assurance Company","94188","WA","L","2020","2992590.00","1430075.00","8890.00","116173.00","48.00","25.76",,
"Philadelphia American Life Insurance Company","67784","TX","L","2018","2033301","642425","10736","117110","31.59517454621819700","17.362317479292972","17.831565155447006","-2.63%"
"Unimerica Insurance Company","91529","WI","L","2019","3766712","2761081","9478","117841","73.3021531776254700","31.964358754593054","31.379611339699096","0.018634628981340492"
"Unimerica Insurance Company","91529","WI","L","2020","3562269.00","2326122.00","10063.00","118228.00","65.00","30.13","31.96","-0.06"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2018","3599269","2273092","9301","118551","63.1542682694736100","30.36051150981434","27.293329165532285","11.24%"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2016","1734078","757099","9191","118934","4400","14.58","14.52","0.40%"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2018","8269561","6678626","9593","122153","80.7615543316023700","67.69838644978019","69.10322531856166","-2.03%"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2019","7803502","6005732","9743","123203","76.9620101333990800","63.338571301023514","67.69838644978019","-0.06440057699145989"
"Lincoln Life & Annuity Company of New York","62057","NY","L","2020","7319768.00","4317410.00","9668.00","123591.00","59.00","59.23","63.34","-0.06"
"Unimerica Insurance Company","91529","WI","L","2018","4019132","3000830","10117","128081","74.6636338393464100","31.379611339699096","33.334485113357005","-5.86%"
"Delaware American Life Insurance Company","62634","DE","L","2020","2991651.00","1346478.00","10747.00","128967.00","45.00","23.20","23.26","-0.00"
"Fidelity Security Life Insurance Company","71870","MO","L","2016","13277519","9540735","6342","130032","7200","102.11","68.1","49.90%"
"UNICARE Life & Health Insurance Company","80314","IN","L","2016","1066639","475014","10209","135715","4450.0","7.86",,
"AMERICAN PUBLIC LIFE INS CO","60801","OK","L","2017","3773825","1950942","23904","135750","51.6966737991295300","27.799815837937384","35.50161233504051","-21.69%"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2020","6170772.00","2306144.00","13724.00","136782.00","37.00","45.11","26.73","0.69"
"FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","TX","L","2016","4377634","1721358","16540","143700","3930.0","30.46",,
"Delaware American Life Insurance Company","62634","DE","L","2016","4004091","1048443","12089","145064","2600","27.6","17.86","54.60%"
"Delaware American Life Insurance Company","62634","DE","L","2018","3411097","1927085","12133","145592","56.4945822414314200","23.42915132699599","25.495207906275876","-8.10%"
"Unimerica Insurance Company","91529","WI","L","2017","4881502","3579941","11506","146440","73.3368745931067900","33.334485113357005","34.222496434550756","-2.59%"
"Delaware American Life Insurance Company","62634","DE","L","2017","3756107","1283305","12277","147326","34.1658264793841100","25.495207906275876","27.602237633044727","-7.63%"
"INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","DE","P","2020","4674217.00","1562079.00","16427.00","148503.00","33.00","31.48","35.68","-0.12"
"National Health Insurance Company","82538","TX","L","2019","3881194","1459472","13751","148644","37.6036858760474200","26.110667097225587","27.84382531057972","-0.06224569339959161"
"Delaware American Life Insurance Company","62634","DE","L","2019","3511409","1691589","12581","150972","48.1740805471535800","23.258677105688474","23.42915132699599","-0.007276158616598626"
"MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","TX","L","2016","2202447","1048385","11105","151716","4760.0","14.52",,
"TRANSAMERICA PREMIER LIFE INSURANCE COMPANY","66281","IA","L","2016","4441701","2400445","12685","152253","5400","29.17",,
"LifeWise Health Plan of Washington","52633","WA","X","2016","4705614","2346962","11177","153862","4990.0","30.58",,
"RESERVE NATIONAL INSURANCE COMPANY","68462","OK","L","2016","6918411","4166406","12179","155382","6020.0","44.53",,
"Unimerica Insurance Company","91529","WI","L","2016","6059980","4100070","10565","155919","6770.0","38.87",,
"MONY LIFE INSURANCE COMPANY OF AMERICA","78077","AZ","L","2018","5794069","6147836","18914","155952","106.1056746131259400","37.15289961013645","39.61009542137759","-6.20%"
"RESERVE NATIONAL INSURANCE COMPANY","68462","OK","L","2016","6926004","3887859","14216","158370","5600","43.73","44.53","-1.80%"
"Philadelphia American Life Insurance Company","67784","TX","L","2020","2945383.00","972229.00","15522.00","159783.00","33.00","18.43","21.59","-0.15"
"Unimerica Insurance Company","91529","WI","L","2016","5519062","4217909","13051","161270","7600","34.22","38.87","-11.90%"
"RESERVE NATIONAL INSURANCE COMPANY","68462","OK","L","2017","7416222","4643988","15274","172086","62.6193228843473200","43.09602175656358","43.73305550293616","-1.46%"
"Central United Life Insurance Company","61883","AR","L","2016","6449541","1869402","24502","176854","2900","36.47","24.48","49.00%"
"Fidelity Security Life Insurance Company","71870","MO","L","2016","12359737","8353422","15010","181488","6760.0","68.1",,
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2016","12186569","8526770","40112","182008","7000","66.96","39.64","68.90%"
"RESERVE NATIONAL INSURANCE COMPANY","68462","OK","L","2018","8941480","4750046","15529","184818","53.1237110634928400","48.37991970479066","43.09602175656358","12.26%"
"American Heritage Life Insurance Company","60534","FL","L","2020","147823.00","89685.00","15045.00","187098.00","61.00","0.79","1.31","-0.40"
"Delaware American Life Insurance Company","62634","DE","L","2016","3490818","973095","16289","195471","2790.0","17.86",,
"AMERICAN PUBLIC LIFE INS CO","60801","OK","L","2018","4278802","2075225","24550","202830","48.5001409272969400","21.095508553961444","27.799815837937384","-24.12%"
"Dental Health Services, Inc.","47490","WA","X","2020","7146938.00","3133808.00","15148.00","206926.00","44.00","34.54","29.94","0.15"
"American Heritage Life Insurance Company","60534","FL","L","2016","730291","332111","18150","220920","4500","3.31","4.32","-23.40%"
"AMERICAN PUBLIC LIFE INS CO","60801","OK","L","2020","3955684.00","1557127.00","28150.00","223362.00","39.00","17.71",,
"American Heritage Life Insurance Company","60534","FL","L","2017","526353","297343","19328","224868","56.4911760738515800","2.3407198890015475","3.3056807894260367","-29.19%"
"American Heritage Life Insurance Company","60534","FL","L","2019","303201","166441","16138","231828","54.894607867388300","1.3078704901910037","1.715756590481655","-0.23772958387771523"
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2019","10057499","4769849","28685","236466","47.4257964132037200","42.532537447244","40.24850061879224","0.05674837058117221"
"ACE AMERICAN INSURANCE COMPANY","22667","PA","P","2019","75124684","56201449","119668","238470","74.8108957103899500","315.02781901287375","27.007235532620715","10.664571097340456"
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2018","12431477","774062","41009","244746","6.22662938603353400","50.793381710017734","37.719638626760656","34.66%"
"American Heritage Life Insurance Company","60534","FL","L","2018","430600","222900","22500","250968","51.7649790989317200","1.715756590481655","2.3407198890015475","-26.70%"
"COLONIAL LIFE & ACCIDENT INSURANCE COMPANY","62049","SC","L","2018","11666428","3184113","33257","264162","27.29295547874636700","44.16391456757596","47.43921157243816","-6.90%"
"BCS Insurance Company","38245","OH","P","2018","13874676","1897547","46915","265548","13.676333775289600","52.249220479913234","36.599999413295315","42.76%"
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2019","16536900","7196196","43693","271003","43.5159915098960500","61.02109570742759","50.793381710017734","0.201359186041214"
"FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","TX","L","2016","8964511","3884674","29879","278514","4300","32.19","30.46","5.70%"
"American Heritage Life Insurance Company","60534","FL","L","2016","1243838","485505","18670","288258","3900","4.32",,
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2016","11433416","8255620","38558","288434","7220.0","39.64",,
"BCS Insurance Company","38245","OH","P","2016","12058477","1588422","53462","290586","1300","41.5","35.26","17.70%"
"Regence BlueShield","53902","WA","X","2018","13324148","11054899","24948","292411","82.9688997750550400","45.56650741593169","36.295521018774366","25.54%"
"SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.)","80926","MI","L","2020","11355135.00","5812999.00","27137.00","295953.00","51.00","38.37","57.37","-0.33"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2019","7918696","3553637","9073","296274","44.8765428045223600","26.727610252671514","23.02773160323525","0.16067056509015656"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2017","8120284","6381279","12842","297519","78.5844312834378700","27.293329165532285","33.36883171566922","-18.21%"
"BCS Insurance Company","38245","OH","P","2019","14840530","1982201","63175","310780","13.35667257166691400","47.75252590256773","52.249220479913234","-0.0860624242054332"
"Regence BlueShield","53902","WA","X","2019","14027835","11849520","27420","314818","84.471481165839200","44.558554466390106","45.56650741593169","-0.022120478542298067"
"TRANSAMERICA LIFE INSURANCE COMPANY","86231","IA","L","2020","8972590.00","-3709838.00","20987.00","314916.00","-41.00","28.49","23.50","0.21"
"Dental Health Services, Inc.","47490","WA","X","2019","9603543","4505838","25258","320716","46.9184966423329400","29.94407201386897","28.018161059164857","0.06873795002595783"
"Regence BlueShield","53902","WA","X","2020","14911742.00","10676191.00","29172.00","336035.00","72.00","44.38","44.56","-0.00"
"American General Life Insurance Company","60488","TX","L","2016","10618285","5338377","28124","337488","5030.0","31.46",,
"BCS Insurance Company","38245","OH","P","2017","12476464","1637296","62080","340887","13.1230771795598500","36.599999413295315","41.49710240686062","-11.80%"
"DEARBORN LIFE INSURANCE COMPANY","71129","IL","L","2020","4888685.00","2317206.00","9592.00","344112.00","47.00","14.21","16.33","-0.13"
"First Health Life & Health Insurance Company","90328","TX","L","2020","14614180.00","7734150.00","28441.00","350407.00","53.00","41.71","43.27","-0.04"
"SECURIAN LIFE INSURANCE COMPANY","93742","MN","L","2018","12505732","8332727","21944","359479","66.6312615686950500","34.7884911218736","34.29384929660879","1.44%"
"First Health Life & Health Insurance Company","90328","TX","L","2019","15813158","9652099","29655","365461","61.0384023229262700","43.26907111839567","42.66426697399728","0.014175894426288988"
"National Health Insurance Company","82538","TX","L","2020","8560324.00","3917108.00","73780.00","371010.00","46.00","23.07","26.11","-0.12"
"Equitable Financial Life Insurance Company of America","78077","AZ","L","2019","13930196","12520206","43160","372444","89.8781754398861300","37.40212219823651","37.15289961013645","0.006708025233972993"
"BCS Insurance Company","38245","OH","P","2020","13209350.00","1687358.00","69591.00","373852.00","13.00","35.33","47.75","-0.26"
"Dental Health Services, Inc.","47490","WA","X","2016","11397699","5043564","31915","376302","4430.0","30.29",,
"First Health Life & Health Insurance Company","90328","TX","L","2018","16066339","9922276","30723","376576","61.7581640721013100","42.66426697399728","45.541875946639465","-6.32%"
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2017","14345797","9950289","28099","380327","69.3603081097550800","37.719638626760656","66.95622719880444","-43.67%"
"Dental Health Services, Inc.","47490","WA","X","2018","10748411","4736813","30053","383623","44.0698908889881500","28.018161059164857","25.07087650000777","11.76%"
"First Health Life & Health Insurance Company","90328","TX","L","2017","17499648","10107462","29982","384254","57.7580874769595400","45.541875946639465","45.74023827940571","-0.43%"
"BCS Insurance Company","38245","OH","P","2016","13554046","2044408","60443","384432","1510.0","35.26",,
"First Health Life & Health Insurance Company","90328","TX","L","2016","18213214","10627189","31121","398188","5800","45.74","45.22","1.20%"
"Dental Health Services, Inc.","47490","WA","X","2016","11568060","4976356","39003","414170","4300","27.93","30.29","-7.80%"
"MUTUAL OF OMAHA INSURANCE COMPANY","71412","NE","L","2020","17817005.00","7785825.00","45156.00","417293.00","44.00","42.70","42.53","0.00"
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2016","15150340","11382896","34685","419632","7510.0","36.1",,
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2016","15679856","12311860","36491","422254","7900","37.13","36.1","2.90%"
"First Health Life & Health Insurance Company","90328","TX","L","2016","19180353","11478661","33556","424166","5980.0","45.22",,
"Regence BlueShield","53902","WA","X","2016","16488160","13514331","34211","424681","8200","38.82","38.98","-0.40%"
"FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","TX","L","2017","14476309","7016398","48970","449604","48.4681419828769900","32.19790971610573","32.18693135713106","0.03%"
"Regence BlueShield","53902","WA","X","2017","16616271","13378803","36863","457805","80.516278291320600","36.295521018774366","38.82481203538656","-6.51%"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2017","15062968","5894203","38699","464388","39.13042237094309600","32.43616975460176","34.34462648654679","-5.56%"
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2018","17814010","14285156","39400","464751","80.1905691082468200","38.33022414152955","37.44064884574266","2.38%"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2016","15532724","10019403","46569","465486","6500","33.37","29.79","12.00%"
"SECURIAN LIFE INSURANCE COMPANY","93742","MN","L","2017","15981894","10431389","36025","466028","65.2700424618008400","34.29384929660879","33.68381836941562","1.81%"
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2017","17825755","14100531","40461","476107","79.1020127899211100","37.44064884574266","37.13370625263467","0.83%"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2018","11137869","4855927","40306","483672","43.5983490199067700","23.02773160323525","32.43616975460176","-29.01%"
"LifeMap Assurance Company","97985","OR","L","2020","18348415.00","12554214.00","38867.00","486592.00","68.00","37.71","38.09","-0.01"
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2019","19248321","15935454","41203","489962","82.7888001244368200","39.285334372869734","38.33022414152955","0.02491794015640401"
"ManhattanLife Assurance Company of America","61883","AR","L","2017","16869441","6969682","62814","492972","41.3154294798505800","34.219876585282734","36.46816583170299","-6.17%"
"American National Life Insurance Company of Texas","71773","TX","L","2016","12225412","7064993","44056","508788","5780.0","24.03",,
"TRANSAMERICA LIFE INSURANCE COMPANY","86231","IA","L","2019","12207273","6423634","34491","519364","52.6213676060165100","23.504272533329225","21.505509684836223","0.09294189618311402"
"Regence BlueCross BlueShield of Oregon","54933","OR","X","2020","20302379.00","14585491.00","44587.00","525777.00","72.00","38.61","39.29","-0.02"
"NATIONWIDE LIFE INSURANCE COMPANY","66869","OH","L","2020","17841915.00","10182480.00","76638.00","527454.00","57.00","33.83","61.02","-0.45"
"United States Life Insurance Company in the City of New York","70106","NY","L","2017","12442209","7682151","44010","528116","61.7426616125802100","23.559613796968847","16.22574628938878","45.20%"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2016","18780363","10374814","44155","546821","5500","34.34","34.29","0.20%"
"SECURIAN LIFE INSURANCE COMPANY","93742","MN","L","2016","18575649","12443284","42360","551471","6700","33.68","32.73","2.90%"
"COLONIAL LIFE & ACCIDENT INSURANCE COMPANY","62049","SC","L","2019","30482408","10619441","61811","570408","34.8379334073607300","53.439657227808866","44.16391456757596","0.2100299022642102"
"LifeMap Assurance Company","97985","OR","L","2019","21857936","17459644","47063","573862","79.8778256098837500","38.08918520480534","36.01857066639277","0.0574874155221424"
"American National Life Insurance Company of Texas","71773","TX","L","2016","13457504","7647328","50532","574199","5700","23.44","24.03","-2.50%"
"Dental Health Services, Inc.","47490","WA","X","2017","14522230","6286177","35105","579247","43.28658201942814400","25.07087650000777","27.930704783060097","-10.24%"
"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.","65781","WI","L","2016","20574906","10901957","46982","600105","5300","34.29",,
"DEARBORN LIFE INSURANCE COMPANY","71129","IL","L","2019","10008271","6264935","47760","612906","62.5975755452665200","16.32921035199525","16.902507763910513","-0.03391789076052621"
"KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST","95540","OR","X","2020","169673608.00","150464513.00","50006.00","613415.00","89.00","276.60","261.26","0.06"
"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","62308","CT","L","2016","18827719","13061056","44575","632004","6940.0","29.79",,
"KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST","95540","OR","X","2018","160278597","144334177","52956","633400","90.0520591654542600","253.04483264919483","47.10824160595191","437.16%"
"Regence BlueShield","53902","WA","X","2016","24958753","19786067","53183","640288","7930.0","38.98",,
"KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST","95540","OR","X","2019","167676227","148915759","53638","641792","88.8114920429358100","261.26256949291985","253.04483264919483","0.03247541851651863"
"SECURIAN LIFE INSURANCE COMPANY","93742","MN","L","2016","21203445","14255451","50890","647788","6720.0","32.73",,
"American National Life Insurance Company of Texas","71773","TX","L","2017","12898179","7385530","56227","648721","57.2602535598242100","19.882474900612127","23.43700354755059","-15.17%"
"TRANSAMERICA LIFE INSURANCE COMPANY","86231","IA","L","2018","14478993","7635026","55500","673269","52.7317472976193800","21.505509684836223","22.313036692186596","-3.62%"
"Kansas City Life Insurance Company","65129","MO","L","2019","29351933","20267798","70825","678602","69.0509820937517100","43.25353152510603","33.40699064685881","0.2947449227718172"
"MEDICO INSURANCE COMPANY","31119","IA","L","2020","31228721.00","12788969.00","54529.00","680868.00","41.00","45.87","45.28","0.01"
"LifeMap Assurance Company","97985","OR","L","2018","25248946","20485246","57110","700998","81.1330738320720400","36.01857066639277","33.31544708812175","8.11%"
"Premera Blue Cross","47570","WA","X","2017","30056976","22965461","65527","704683","76.4064255831990600","42.65318731968843","40.032842856137826","6.55%"
"DEARBORN NATIONAL LIFE INSURANCE COMPANY","71129","IL","L","2018","12180657","7646307","54391","720642","62.7741754816673700","16.902507763910513","17.18996603686484","-1.67%"
"UNITED STATES BRANCH OF THE SUN LIFE ASSURANCE COMPANY OF CANADA","80802","MI","L","2017","25652606","16884815","22642","728111","65.8210514752380300","35.23172428379739","33.26782537995815","5.90%"
"American National Life Insurance Company of Texas","71773","TX","L","2018","15738697","8736130","62239","730730","55.5073269407245100","21.538320583526062","19.882474900612127","8.33%"
"TRANSAMERICA LIFE INSURANCE COMPANY","86231","IA","L","2017","16583272","9332113","60418","743210","56.2742563711190400","22.313036692186596","21.108777629584033","5.71%"
"Equitable Financial Life Insurance Company of America","78077","AZ","L","2020","26760001.00","20754551.00","80711.00","743226.00","78.00","36.01","37.40","-0.04"
"FREEDOM LIFE INSURANCE COMPANY OF AMERICA","62324","TX","L","2018","24975940","11354990","75789","748554","45.4637142786217500","33.36558217576822","32.19790971610573","3.63%"
"MEDICO INSURANCE COMPANY","31119","IA","L","2019","33900890","19254244","60069","748715","56.7956888447471400","45.27876428280454","48.800753464713644","-0.07217079515904914"
"TIME INSURANCE COMPANY II","69477","WI","L","2019","17210788","5603391","57656","753599","32.5574343254939900","22.838124785197433",,
"American National Life Insurance Company of Texas","71773","TX","L","2019","16232307","9847010","64564","761240","60.6630345273780200","21.323507697966477","21.538320583526062","-0.009973520671053998"
"UnitedHealthcare Life Insurance Company","97179","WI","L","2016","17672426","6975855","89765","781860","3950.0","22.6",,
