"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"CHINOOK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4301 6TH AVE NE","LACEY","NORTH THURSTON PUBLIC SCHOOLS","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","7-8","N","N",
"FRIDAY HARBOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 458","FRIDAY HARBOR","SAN JUAN ISLAND SCHOOL DISTRICT","SAN JUAN","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"CAMAS SD SPECIAL SERVICES","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y",,"CAMAS","CAMAS SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","P1-PK","N","N",
"CASCADE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","801 E. CASINO RD.","EVERETT","EVERETT SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"GRAND MOUND ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7710 JAMES RD SW","ROCHESTER","ROCHESTER SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","3-5","N","N",
"COLVILLE JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","990 S CEDAR ST","COLVILLE","COLVILLE SCHOOL DISTRICT","STEVENS","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"COLUMBIA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 1339","WHITE SALMON","WHITE SALMON VALLEY SCHOOL DISTRICT","KLICKITAT","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"JEFFERSON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2200 CONGER AVE NW","OLYMPIA","OLYMPIA SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"INCHELIUM HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1 HORNET AVENUE","INCHELIUM","INCHELIUM SCHOOL DISTRICT","FERRY","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"COLUMBIA GORGE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","441 HOT SPRINGS AVENUE","CARSON","STEVENSON-CARSON SCHOOL DISTRICT","SKAMANIA","EDUCATIONAL SERVICE DISTRICT 112","K-12","Y","Y",
"BLUE HERON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3939 SAN JUAN AVE","PORT TOWNSEND","PORT TOWNSEND SCHOOL DISTRICT","JEFFERSON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","4-8","N","Y",
"HERITAGE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7204 27TH AVE NE","MARYSVILLE","MARYSVILLE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"ENTERPRISE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5200 PARADISE WAY","WEST RICHLAND","RICHLAND SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","6-8","N","Y",
"DIMMITT MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12320 80TH AVE S","SEATTLE","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"CHIEF UMTUCH MIDDLE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 200","BATTLE GROUND","BATTLE GROUND SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","5-8","N","Y",
"EMERSON ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1616 W OCTAVE ST","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","1-5","N","N",
"BEAVER LAKE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","25025 SE 32ND ST","ISSAQUAH","ISSAQUAH SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"DARTMOOR SCHOOL--SEATTLE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9618 ROOSEVELT WAY NE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","1-12","N","Y",
"HENDERSON BAY ALT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8402 SKANSIE AVE","GIG HARBOR","PENINSULA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"CHALLENGE ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5409 228TH ST SW","MOUNTLAKE TERRACE","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","1-6","N","Y",
"CHELAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 369","CHELAN","LAKE CHELAN SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"FORKS INTERMEDIATE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","121 SOUTH SPARTAN AVE","FORKS","QUILLAYUTE VALLEY SCHOOL DISTRICT","CLALLAM","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","6-8","N","Y",
"BIG PICTURE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2450 SO. 142ND ST","SEATAC","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-12","N","N",
"FREEMAN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14917 S JACKSON RD","ROCKFORD","FREEMAN SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"AMBOY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22115 NE CHELATCHIE RD","AMBOY","BATTLE GROUND SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","5-8","N","Y",
"DAYBREAK ALTERNATIVE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","628 S COWLEY ST","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","8-12","N","N",
"HOQUIAM HOMELINK SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","305 SIMPSON AVE","HOQUIAM","HOQUIAM SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","K -12","Y","Y",
"EVERGREEN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7621 BEVERLY LN.","EVERETT","EVERETT SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"ARCADIA ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","E. 1120 ""D"" STREET","DEER PARK","DEER PARK SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","3-5","N","N",
"EMERALD CITY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","520 DENNY WAY","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","1-6","N","Y",
"CAVELERO MID HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8220 24TH ST SE","EVERETT","LAKE STEVENS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","8-9","N","N",
"CASCADES MONTESSORI MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2710 MCKENZIE AVE","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","K-8","Y","Y",
"BISHOP BLANCHET HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8200 WALLINGFORD AVE N","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"FAIRVIEW JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8107 CENTRAL VALLEY RD NW","BREMERTON","CENTRAL KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","7-9","N","N",
"BAKER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8320 S I ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"HIGHLAND MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","15027 NE BEL-RED ROAD","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"CLIP","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","32302 NE 50TH ST","CARNATION","RIVERVIEW SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"HOME SCHOOL EXPERIENCE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","18 TWIN LAKES RD.","WINTHROP","METHOW VALLEY SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","K -12","Y","Y",
"BREWSTER JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 97","BREWSTER","BREWSTER SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","7-8","N","N",
"BRIDGEPORT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1220 KRYGER AVE","BRIDGEPORT","BRIDGEPORT SCHOOL DISTRICT","DOUGLAS","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"CENTRAL ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","310 SIMPSON AVENUE","HOQUIAM","HOQUIAM SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","4-5","N","N",
"COMM BASED TRANS PROGRAM","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","601 S 8TH ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","11-12","N","N",
"ADAMS ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1309 S CAMAS AVE","WAPATO","WAPATO SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","K -5","Y","N",
"INGLEMOOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","15500 SIMONDS RD NE","KENMORE","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","10-12","N","N",
"CHIEF KAMIAKIN ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1110 S. 6TH STREET","SUNNYSIDE","SUNNYSIDE SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","1-5","N","N",
"FEDERAL WAY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","30611 16TH AV S","FEDERAL WAY","FEDERAL WAY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"CURTIS JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8901 40TH ST W","UNIVERSITY PLACE","UNIVERSITY PLACE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","8-9","N","N",
"GONZAGA PREPARATORY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1224 E EUCLID AVE","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"EAGLE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","143 WARD RD","TOPPENISH","TOPPENISH SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-12","N","Y",
"ENUMCLAW HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","226 SEMANSKI ST SOUTH","ENUMCLAW","ENUMCLAW SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"DESERT HILLS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","6011 WEST 10TH PLACE","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","6-8","N","Y",
"ALFARETTA HOUSE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10903 GRAVELLY LAKE DR SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","11-12","N","N",
"CENTRAL VALLEY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","821 S SULLIVAN ROAD","SPOKANE VALLEY","CENTRAL VALLEY SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"FAIRHAVEN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","110 PARK RIDGE RD","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"EDISON (7/8)","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","577 MAIN AVE","BOW","BURLINGTON-EDISON SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"EASTSIDE CATHOLIC SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","232 228TH AVE SE","SAMMAMISH","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"ISLANDER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8225 SE 72ND","MERCER ISLAND","MERCER ISLAND SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"ACCELERATION ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","16218 PACIFIC AVE","SPANAWAY","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"BREWSTER ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 97","BREWSTER","BREWSTER SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","PK-6","Y","Y",
"HORIZON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 1769","FERNDALE","FERNDALE SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"CEDARBROOK ADVENTIST CHRISTIAN","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","461 KENNEDY RD","PORT HADLOCK","CHIMACUM SCHOOL DISTRICT","JEFFERSON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","K-8","Y","Y",
"EASTLAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 228TH NE","SAMMAMISH","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"CROSSROADS COMMUNITY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 40","QUILCENE","QUILCENE SCHOOL DISTRICT","JEFFERSON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","10-12","N","N",
"CARRIAGE CREST ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","18235 140TH AVE SE","RENTON","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","K -6","Y","Y",
"EISENHOWER HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","702 S 40TH AVE","YAKIMA","YAKIMA SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","9-12","N","N",
"JOHN F KENNEDY CATHOLIC HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","140 S 140TH ST","BURIEN","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"BALLOU JR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9916 136TH ST E","PUYALLUP","PUYALLUP SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-9","N","N",
"DISCOVERY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","800 E 40TH ST","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
