"ubi","businessname","legalname","businessid","locationid","city"
"603-079-860","BOTTOMLY LAW FIRM PLLC","BOTTOMLY LAW FIRM PLLC","1","1","CLARKSTON"
"603-584-723","BOWEN SOLUTIONS","BOWEN, MERRY CATHERINE","1","1","CLARKSTON"
"604-160-401","BOXDROP CLARKSTON MATTRESS LLC","BOXDROP CLARKSTON MATTRESS LLC","1","1","CLARKSTON"
"603-113-751","BRAD FORGEY","FORGEY, BRADLEY D","1","1","ANATONE"
"604-500-629","BRADLEY FAMILY PROPERTIES, LLC","BRADLEY FAMILY PROPERTIES, LLC","1","1","CLARKSTON"
"604-651-187","BRANDI SMITH PHOTOGRAPHY","SMITH, BRANDI","1","1","CLARKSTON"
"603-182-464","BRANDON HANDRAN","HANDRAN, BRANDON PATRICK","1","1","CLARKSTON"
"603-602-241","BRANDT MASSAGE THERAPY","BRANDT, JESSICA L","1","2","CLARKSTON"
"603-094-808","BRANDY'S SWISS","SHAW, BRANDY L","1","1","CLARKSTON"
"602-389-719","BRENT ALLEN KROHN","KROHN, BRENT ALLEN","1","1","CLARKSTON"
"604-056-908","BRIAN RUMBURG CONSULTING","RUMBURG, BRIAN","1","1","ASOTIN"
"604-044-248","BRICKMASTER PRINTS","KELLEY, HALEY","1","1","CLARKSTON"
"602-990-241","BRIDGE ST. MART","SOHAL ENTERPRISES LLC","1","1","CLARKSTON"
"602-955-070","BRIDGE STREET INN","BRIDGE STREET INN, LLC","1","3","CLARKSTON"
"601-858-117","BRIDGE STREET MARKETPLACE","SUTHERLAND, THOMAS FRANCIS","1","2","CLARKSTON"
"604-178-908","BRIDGE STREET OUTDOOR STORAGE","LARRABEE, LISA L","1","1","CLARKSTON"
"604-191-892","BRIDGER FORGE","ALEXANDER, PAUL","1","1","CLARKSTON"
"603-261-865","BRITTON CONSTRUCTION","ROGERS, BRITTON MITCHELL","1","1","CLARKSTON"
"601-584-005","BRODEN SOFTWARE INC.","BROYLES SOFTWARE, INC.","1","1","CLARKSTON"
"603-522-111","BROMILL CONSTRUCTION SERVICES, LLC","BROMILL CONSTRUCTION SERVICES, LLC","1","1","CLARKSTON"
"604-364-173","BROMILL CONSTRUCTION, LLC","BROMILL CONSTRUCTION, LLC","1","1","CLARKSTON"
"604-449-595","BROOKE BURNS LAW, PLLC","BROOKE BURNS LAW PLLC","1","1","CLARKSTON"
"601-723-945","BROTNOV ARCHITECTURE & PLANNING","BROTNOV, JERALD W","1","2","CLARKSTON"
"601-405-223","BROWGUARD","OLSON, ELDRED DONALD","1","1","CLARKSTON"
"601-150-167","BROWNE RANCH","BROWNE, DAVID","1","1","ASOTIN"
"604-110-254","BROYLES & EIFERT, PLLC","BROYLES & EIFERT, PLLC","1","1","CLARKSTON"
"601-584-005","BROYLES SOFTWARE, INC.","BROYLES SOFTWARE, INC.","1","2","CLARKSTON"
"602-661-781","BRUCE HUBBARD PETTY","PETTY, BRUCE HUBBARD","1","1","ASOTIN"
"602-089-787","BSMAKK, LLC","BSMAKK, LLC","1","1","CLARKSTON"
"604-224-731","BSR SERVICES LLC","BSR SERVICES, LLC","1","1","CLARKSTON"
"604-270-914","BUCKIN D RANCH","DORION, DESIREE L","1","1","CLARKSTON"
"603-470-216","BUILDING BLOCKS PEDIATRIC THERAPY, LLC","BUILDING BLOCKS PEDIATRIC THERAPY, LLC","1","1","CLARKSTON"
"602-317-721","BUILD-RIGHT CONSTRUCTION","SCHWEMMER, MARK D","1","1","CLARKSTON"
"603-483-539","BULLITS BUTTONS & BEADS","ROGERS, CAROL EDITH","1","1","CLARKSTON"
"603-555-474","BUSCH FARM AND CATTLE COMPANY, LLC","BUSCH FARM AND CATTLE COMPANY, LLC","1","1","CLARKSTON"
"604-414-750","BY DAVIS DESIGN STUDIO","DAVIS, CHRIS","1","1","CLARKSTON"
"601-960-838","C & C MARINE PROPELLERS","D. C. ABBOTT INC.","1","2","CLARKSTON"
"604-537-339","C & J DESIGNS","C & J DESIGNS OF WASHINGTON LLC","1","1","CLARKSTON"
"601-226-439","C & L FARMS","C & L FARMS","1","1","ASOTIN"
"602-209-164","C & L TRUCKING, L.L.C.","C & L TRUCKING, L.L.C.","1","1","ASOTIN"
"602-698-112","C AND A CONSTRUCTION","SEGROVES, CHRISTOPHER THOMAS","1","1","CLARKSTON"
"602-185-785","C&D ENTERPRISES","C&D ENTERPRISES","1","1","CLARKSTON"
"604-016-418","C&D LAWN AND LEAVES","C&D LAWN AND LEAVES","1","1","CLARKSTON"
"603-406-318","C4 SPRAYING","CASTO, MICHAEL RILEY","1","1","CLARKSTON"
"603-360-577","CAFE DE VAPOR","CDV WA, LLC","1","1","CLARKSTON"
"604-156-802","CAFE LATAY'S","COOPER, TAYLOR DANIELLE","1","1","CLARKSTON"
"600-519-753","CAL-TECH","HOOD, ROBIN STEWART","1","1","ASOTIN"
"604-002-274","CAMERON ENTERPRISES CLK LLC","CAMERON ENTERPRISES CLK LLC","1","1","CLARKSTON"
"602-415-248","CAMMIE'S SALON","ELLER, CAMMIE L","1","1","ASOTIN"
"603-448-282","CANNA4LIFE","CANNA4LIFE LLC","1","1","CLARKSTON"
"604-170-757","CANNA4LIFEII","FROST, BETHANY DIONNE","1","1","CLARKSTON"
"603-594-055","CANNABIS SPOKANE LLC","CANNABIS SPOKANE LLC","1","1","CLARKSTON"
"604-644-571","CANYON AUTO SALES LLC","CANYON AUTO SALES LLC","1","1","CLARKSTON"
"604-276-014","CANYON CONSTRUCTION","BETTS, KASEY","1","1","CLARKSTON"
"603-501-911","CANYON DREAMS PHOTOGRAPHY","BALES, SARAH JEAN","1","1","CLARKSTON"
"602-896-497","CANYON OPS","DE BOER, TRAVIS RAY","1","1","ANATONE"
"603-064-202","CARLIN AVIATION","CARLIN, JAMES CHARLES","1","1","CLARKSTON"
"603-384-979","CARMEDIC","JB DENTS INC.","1","1","CLARKSTON"
"600-118-804","CARPENTER GARY L","CARPENTER, GARY L","1","1","CLARKSTON"
"603-529-848","CARPOOL JUICE COMPANY","CARPOOL JUICE COMPANY","1","1","CLARKSTON"
"602-888-742","CARRIE'S CORNER","PAROT, CARRIE LYNN","1","1","CLARKSTON"
"604-549-094","CASCADE INVESTING LLC DBA SYCAMORE GLEN AT 7TH STREET AFH","CASCADE INVESTING LLC","1","1","CLARKSTON"
"600-607-430","CASEY HAGENAH","HAGENAH, CASEY GUS","1","1","ASOTIN"
"604-063-229","CATALYST MEDICAL GROUP PLLC","CATALYST MEDICAL GROUP PLLC","1","1","CLARKSTON"
"604-062-881","CATALYST MEDICAL GROUP PLLC","CATALYST MEDICAL GROUP PLLC","1","1","CLARKSTON"
"603-248-747","CATHA LEE, INC.","CATHA LEE, INC.","1","1","CLARKSTON"
"601-451-938","CATHERINE TEMPLE FINE ART","TEMPLE, CATHERINE M","1","1","CLARKSTON"
"603-143-124","CELLULAR CONNECTION #4665","THE CELLULAR CONNECTION, LLC","1","19","CLARKSTON"
"600-148-004","CENEX ZIP TRIP #22","CHS INC.","1","78","CLARKSTON"
"600-148-004","CENEX ZIP TRIP #38","CHS INC.","1","90","ASOTIN"
"602-427-553","CENTRAL BARK","HUEBNER, ROBERT DAVID","1","2","CLARKSTON"
"600-237-794","CENTRAL OPTICAL LABORATORIES, INC.","CENTRAL OPTICAL LABORATORIES, INC.","1","1","CLARKSTON"
"603-234-943","CENTURY 21 PRICE RIGHT PROPERTY MANAGEMENT","PRICE RIGHT PROPERTY MANAGEMENT LIMITED LIABILITY COMPANY","1","1","CLARKSTON"
"604-409-221","CHALK MARKET","CHALK MARKET, LLC","1","1","CLARKSTON"
"601-285-356","CHANCE CONSTRUCTION","CUPP, JAMES WILLIAM","1","2","CLARKSTON"
"602-884-351","CHARLES C. DWYER, D.C., P.C.","CHARLES C. DWYER, D.C., P.C.","1","1","CLARKSTON"
"601-209-184","CHARLES LAWRENCE HEWITT","HEWITT, CHARLES LAWRENCE","1","1","CLARKSTON"
"604-157-128","CHARLO, LLC","CHARLO, LLC","1","1","CLARKSTON"
"604-140-157","CHASE, CRAIG ROBERT","CHASE, CRAIG ROBERT","1","1","CLARKSTON"
"603-542-737","CHASING SUNLIGHT PHOTOGRAPHY LLC","CHASING SUNLIGHT PHOTOGRAPHY LLC","1","1","CLARKSTON"
"603-264-844","CHEAP PRO DRAFTER","ROBISON, MELANIE SUE","1","1","CLARKSTON"
"604-677-554","CHERRY HILL MHP","CHERRY HILL MHP LLC","1","1","CLARKSTON"
"602-767-501","CHERRY HILL MOBILE HOME COURT","SUTTON, J CURTIS","1","1","CLARKSTON"
"602-735-236","CHERYL J LIVENGOOD","LIVENGOOD, CHERYL J","1","1","CLARKSTON"
"601-388-134","CHIEF TIMOTHY STORE","CALIFORNIA LAND MANAGEMENT SERVICES CORPORATION","1","5","CLARKSTON"
"604-602-468","CHIMNEY WORX","INSPECT YOUR CHIMNEY, LLC","1","1","ASOTIN"
"604-086-522","CHINCHINIAN LLC","CHINCHINIAN LLC","1","1","CLARKSTON"
"604-198-885","CHIPMAN CLEANING SERVICES","CHIPMAN, KERRY JEAN","1","1","CLARKSTON"
"603-402-169","CHRIS CUNNINGHAM","CUNNINGHAM, CHRIS","1","1","ASOTIN"
"601-037-406","CHRISTIAN FAITH WORSHIP CENTER","PENTECOSTAL CHURCH OF GOD PACIFIC NORTH WEST DISTRICT","1","12","CLARKSTON"
"604-569-046","CHRISTIAN FAITH WORSHIP CENTER, PCG","CHRISTIAN FAITH WORSHIP CENTER, PCG","1","1","CLARKSTON"
"602-617-572","CHRISTIE FREDERICKSEN","FREDERICKSEN, CHRISTIE L","1","2","CLARKSTON"
"603-492-489","CHRISTOPHER STANGER CARDON","CARDON, CHRISTOPHER STANGER","1","1","CLARKSTON"
"602-625-882","CHROMEWATER OUTFITTERS","SANGSTER, BRIAN ROBERT","1","1","CLARKSTON"
"600-148-004","CHS PRIMELAND","CHS INC.","1","121","CLARKSTON"
"021-000-011","CITY OF ASOTIN WATER DEPT","CITY OF ASOTIN","1","1","ASOTIN"
"022-001-309","CITY OF CLARKSTON","CITY OF CLARKSTON","1","1","CLARKSTON"
"602-155-460","CITY PARCEL","TJD DELIVERY, INC.","1","4","CLARKSTON"
"604-226-759","CJ'S ACCOUNTING SERVICES, LLC","CJ'S ACCOUNTING SERVICES, LLC","1","1","CLARKSTON"
"604-110-041","CJW ENERGY","SHAWLEY, CHARLES R","1","1","CLARKSTON"
"602-867-014","CLARE FINANCIAL GROUP, LLC","CLARE FINANCIAL GROUP LLC","1","1","CLARKSTON"
"602-820-197","CLARKSTON AUTO & TRUCK PARTS","COEUR D'ALENE AUTO PARTS, INC.","1","1","CLARKSTON"
"602-127-823","CLARKSTON AUTO CARE","LAUZON, JODY LYNN","1","1","CLARKSTON"
"600-586-027","CLARKSTON AUTO SALES, INC.","CLARKSTON AUTO SALES, INC.","1","1","CLARKSTON"
"600-187-536","CLARKSTON BANTAM BOOSTERS","CLARKSTON BANTAM BOOSTERS","1","1","CLARKSTON"
"602-959-887","CLARKSTON CANNABIS CLUB","SLATTER, BEAU R","1","2","CLARKSTON"
"602-935-575","CLARKSTON CARBIDE SAW SERVICE","DEVORAK, STACY JAY","1","1","CLARKSTON"
"603-228-680","CLARKSTON CARE CENTER","CARE CENTER (CLARKSTON), INC.","1","1","CLARKSTON"
"604-505-337","CLARKSTON CBD","CBD OF CLARKSTON, LLC","1","1","CLARKSTON"
"602-313-116","CLARKSTON CURBSIDE RECYCLING","HAY, KATHY M","1","1","CLARKSTON"
"603-297-635","CLARKSTON CUSTOM PLASMA","JACKSON, LUKE SCOTT","1","1","CLARKSTON"
"601-099-979","CLARKSTON DEVELOPMENT GROUP LIMITED PARTNERSHIP","CLARKSTON DEVELOPMENT GROUP LIMITED PARTNERSHIP","1","1","CLARKSTON"
"601-943-713","CLARKSTON EMERGENCY PHYSICIANS, P.L.L.C.","CLARKSTON EMERGENCY PHYSICIANS, P.L.L.C.","1","1","CLARKSTON"
"601-119-903","CLARKSTON ESTATES, INC.","CLARKSTON ESTATES, INC.","1","2","CLARKSTON"
"600-330-062","CLARKSTON EVENT CENTER","HAPPY DAY CORPORATION","1","6","CLARKSTON"
"601-158-357","CLARKSTON FOURSQUARE CHURCH","CLARKSTON WASHINGTON FOURSQUARE GOSPEL CHURCH","1","1","CLARKSTON"
"602-229-382","CLARKSTON FREE PARKING","CLARKSTON FREE PARKING","1","1","CLARKSTON"
"603-172-517","CLARKSTON GARDEN SUPPLY LLC","CLARKSTON GARDEN SUPPLY, LLC","1","1","CLARKSTON"
"600-297-978","CLARKSTON GLASS","INLAND AUTO GLASS, INC.","1","1","CLARKSTON"
"604-353-478","CLARKSTON GOLF & COUNTRY CLUB","NEZ PERCE TRIBE","1","1","CLARKSTON"
"022-000-185","CLARKSTON GOLF AND COUNTRY CLUB","CGCC","1","1","CLARKSTON"
"603-212-257","CLARKSTON HEIGHTS MARKET","FRANK'S CUSTOM SLAUGHTER INC.","1","2","CLARKSTON"
"600-350-060","CLARKSTON HEIGHTS PHARMACY","CLARKSTON HEIGHTS PHARMACY, INC.","1","1","CLARKSTON"
"602-876-816","CLARKSTON HIGH SENIOR CLASS","CLARKSTON HIGH SENIOR CLASS","1","1","CLARKSTON"
"603-193-953","CLARKSTON OUTDOOR POWER EQUIPMENT SERVICE AND REPAIR","FRAKES, JAMES MCCLURE","1","1","CLARKSTON"
"601-401-604","CLARKSTON PHYSICAL THERAPY","COLUMBIA PHYSICAL THERAPY, INC., P.S.","1","4","CLARKSTON"
"603-341-356","CLARKSTON RENT A SPACE","KEN & WILMA SPRUTE, LLC","1","1","CLARKSTON"
"604-538-495","CLARKSTON RENTAL HOUSING, LLC","CLARKSTON RENTAL HOUSING, LLC","1","1","CLARKSTON"
"601-735-878","CLARKSTON RENT-A-SPACE","KW LEASING","1","1","CLARKSTON"
"602-955-070","CLARKSTON RV PARK","BRIDGE STREET INN, LLC","1","2","CLARKSTON"
"603-049-637","CLARKSTON RV PARK, L.L.C.","CLARKSTON RV PARK, L.L.C.","1","1","CLARKSTON"
"603-120-515","CLARKSTON SOCCER ACADEMY","NEWHOUSE, RYAN L","1","1","CLARKSTON"
"602-524-147","CLARKSTON SOCCER ACADEMY","ALFRED, MICHAEL DAVID","1","1","CLARKSTON"
"602-771-952","CLARKSTON VETERINARY CLINIC, PLLC","CLARKSTON VETERINARY CLINIC, PLLC","1","1","CLARKSTON"
"602-200-049","CLASSIC PAINTING LIMITED LIABILITY COMPANY","CLASSIC PAINTING LIMITED LIABILITY COMPANY","1","1","CLARKSTON"
"602-719-296","CLEARVIEW BUILDERS LLC","CLEARVIEW BUILDERS LLC","1","1","CLARKSTON"
"602-719-296","CLEARVIEW BUILDERS, LLC","CLEARVIEW BUILDERS LLC","1","2","CLARKSTON"
"601-767-213","CLEARWATER ANESTHESIA, P.C.","CLEARWATER ANESTHESIA, P.C.","1","1","CLARKSTON"
"602-842-489","CLEARWATER AUTO, LLC","CLEARWATER AUTO, LLC","1","1","CLARKSTON"
"602-991-567","CLEARWATER BRACES","MEDAVARAPU, SEKER RAVEE","1","1","CLARKSTON"
"604-140-157","CLEARWATER CONSTRUCTION","CHASE, CRAIG ROBERT","1","2","CLARKSTON"
"602-860-600","CLEARWATER CUSTOM CARPENTRY & CONST","CLEARWATER CUSTOM CARPENTRY & CONSTRUCTION","1","2","CLARKSTON"
"602-860-600","CLEARWATER CUSTOM CARPENTRY & CONSTRUCTION","CLEARWATER CUSTOM CARPENTRY & CONSTRUCTION","1","1","ASOTIN"
"602-510-100","CLEARWATER ENDODONTICS","MATTHEW S. CLEGG, D.D.S.M.S., P.S.","1","1","CLARKSTON"
"604-651-978","CLEARWATER ENDODONTICS, P.L.L.C.","CLEARWATER ENDODONTICS, P.L.L.C.","1","1","CLARKSTON"
"603-264-678","CLEARWATER FIBER, LLC","CLEARWATER FIBER, LLC","1","1","CLARKSTON"
"602-987-068","CLEARWATER FIRE SERVICE","URICK, NANCY LYNN","1","1","CLARKSTON"
"602-139-550","CLEARWATER FORESTRY SERVICES","MARK HEUETT GENERAL CONTRACTOR, INC.","1","2","ASOTIN"
"602-100-664","CLEARWATER GROUNDS MAINTENANCE","CRAMP, SCOTT ALLEN","1","1","CLARKSTON"
"602-576-398","CLEARWATER SEED","CLEARWATER SEED, L.L.C.","1","2","CLARKSTON"
"602-363-795","CLEARWATER TRAFFIC CONTROL, LLC","CLEARWATER TRAFFIC CONTROL, LLC","1","1","CLARKSTON"
"604-121-399","CLEARWATER VALLEY CLEANING SERVICES","RAGER, ERICA L","1","1","CLARKSTON"
"604-094-331","CLEARWATER VALLEY CLEANING SERVICES","CLEARWATER VALLEY CLEANING SERVICES","1","1","CLARKSTON"
"604-299-196","CLICKABLE COLLECTIBLES","ANTRAM, ETHAN NATANIEL","1","1","CLARKSTON"
"600-084-993","CLINTON J HENDERSON ATTORNEY AT LAW","HENDERSON, CLINTON JAMES","1","1","CLARKSTON"
"600-084-993","CLINTON JAMES HENDERSON","HENDERSON, CLINTON JAMES","1","2","ASOTIN"
"600-456-576","CLK DISCOUNT RV","DIETRICH, DONALD W","1","4","CLARKSTON"
"601-232-956","CLM INK & GLASS","MALSTROM, CHERYL L","1","1","CLARKSTON"
"604-304-218","CLOUD 9 QUAIL","TINSLEY, MARY ELIZABETH","1","1","CLARKSTON"
"604-033-142","CLOUSE GUNS","CLOUSE GUNS","1","1","ASOTIN"
"603-224-940","CLUB DEMONSTRATION SERVICES, INC.","CLUB DEMONSTRATION SERVICES, INC.","1","9","CLARKSTON"
"603-236-350","CLUCKING HEN AND FRIENDS LLC","CLUCKING HEN AND FRIENDS LLC","1","1","ASOTIN"
"603-398-227","COATINGS AND LINERS BY SWOPES","SWOPES AND SIEBERT","1","1","CLARKSTON"
"603-007-762","COATINGS AND LINERS BY SWOPES","SWOPES, WESLEY TYREL","1","1","CLARKSTON"
"604-116-641","COINSTAR ASSET HOLDINGS, LLC","COINSTAR ASSET HOLDINGS, LLC","1","102","CLARKSTON"
"601-553-159","COINSTAR, LLC","COINSTAR, LLC","1","490","CLARKSTON"
"601-553-159","COINSTAR, LLC","COINSTAR, LLC","1","325","CLARKSTON"
"604-677-413","COLDWELL BANKER TOMLINSON ASSOCIATES","NEW T & B ID FOUR, LLC","1","2","CLARKSTON"
"600-176-223","COLEMAN OIL CFN CARDOCK FUEL","COLEMAN OIL COMPANY, LLC","1","1","CLARKSTON"
"602-765-757","COLLIER ELECTRIC, LLC","COLLIER ELECTRIC, LLC","1","1","CLARKSTON"
"603-620-374","COLT HEGER IT WORKS INDEPENDENT DISTRIBUTOR","HEGER, COLT","1","1","ASOTIN"
"602-092-382","COLUMBIA ELECTRIC SUPPLY","CONSOLIDATED ELECTRICAL DISTRIBUTORS, INC.","1","29","CLARKSTON"
"600-586-881","COLUMBIA GRAIN INTERNATIONAL, INC.","COLUMBIA GRAIN INTERNATIONAL, INC.","1","2","CLARKSTON"
"604-213-427","COLUMBIA GRAIN INTERNATIONAL, LLC","COLUMBIA GRAIN INTERNATIONAL, LLC","1","1","CLARKSTON"
"600-390-454","COLUMBIA GRAIN, INC.","COLUMBIA GRAIN, INC.","1","2","CLARKSTON"
"601-480-486","COLUMBIA STATE BANK","COLUMBIA STATE BANK","1","88","CLARKSTON"
"600-456-120","COMMUNITY ACTION PARTNERSHIP","COMMUNITY ACTION AGENCY INC. DBA COMMUNITY ACTION AGENCY","1","1","CLARKSTON"
"602-142-144","COMMUNITY BANK","COMMUNITY BANK","1","2","CLARKSTON"
"600-028-363","COMMUNITY LIVING, INC","COMMUNITY LIVING","1","4","CLARKSTON"
"602-143-220","COMMUNITY ON CALL","COMMUNITY ON CALL","1","1","CLARKSTON"
"603-036-118","COMPLEMENTARY INTEGRATED HEALTH CARE LLC","COMPLEMENTARY INTEGRATED HEALTH CARE LLC","1","1","CLARKSTON"
"603-329-569","COMPLETE MERCHANT SOLUTIONS LLC","COMPLETE MERCHANT SOLUTIONS LLC","1","1","CLARKSTON"
"604-651-587","CONCIERGE HEALTHCARE SERVICES, LLC","CONCIERGE HEALTHCARE SERVICES, LLC","1","1","CLARKSTON"
"604-266-927","CONFLUENCE CONSULTING AND CONTRACTING LLC","CONFLUENCE CONSULTING AND CONTRACTING LLC","1","1","CLARKSTON"
"603-507-330","CONNEXION, LLC","CONNEXION LLC","1","1","CLARKSTON"
"601-894-127","CONSTRUCTION SERVICES","LANEY, JOANI MARLENE","1","1","CLARKSTON"
"604-017-367","CONSULTING","GONZALEZ, MARCI JO","1","1","CLARKSTON"
"603-196-937","CONTRACT FLOORING","BUSBY, TY CURTIS","1","2","CLARKSTON"
"601-810-732","COOK BROTHERS ELECTRIC","COOK BROTHERS ELECTRIC, INC.","1","4","CLARKSTON"
"601-810-732","COOK BROTHERS ELECTRIC","COOK BROTHERS ELECTRIC, INC.","1","2","CLARKSTON"
"601-810-732","COOK BROTHERS ELECTRIC","COOK BROTHERS ELECTRIC, INC.","1","1","CLARKSTON"
"604-068-683","COOL RED'S HORSE TRAINING CO. LLC","COOL RED'S HORSE TRAINING CO. LLC","1","1","CLARKSTON"
"604-063-538","COPPER STATE BOLT & NUT CO","COPPER STATE BOLT & NUT COMPANY","1","3","CLARKSTON"
"604-178-533","COPPOCK ENTERPRISES LLC","COPPOCK ENTERPRISES LLC","1","1","CLARKSTON"
"603-111-581","CORBETT BOTTLES REAL ESTATE AUCTIONS","CORBETT BOTTLES REAL ESTATE MARKETING, LLC","1","1","CLARKSTON"
"602-211-945","CORNERSTONE CONSTRUCTION","FEUCHT, JASON LEE","1","1","CLARKSTON"
"604-381-712","CORRINA BROCKMANS CUSTOM FRAMING","BROCKMAN, CORRINA MARIE","1","1","CLARKSTON"
"604-623-511","CORSAIR LEADERSHIP SOLUTIONS","KUMM, JOHN JOSEPH","1","1","CLARKSTON"
"604-134-962","COSMETIC BOUTIQUE AND DESIGN","ELDER, SARAH ANN","1","1","CLARKSTON"
"600-441-743","COST CUTTERS","SISBRO I, LIMITED PARTNERSHIP","1","9","CLARKSTON"
"603-373-309","COSTA'S AUTO REPAIR SERVICE","COSTA, JEFFERY LAWRENCE","1","1","CLARKSTON"
"601-024-674","COSTCO WHOLESALE #103","COSTCO WHOLESALE CORPORATION","1","15","CLARKSTON"
"602-074-668","COSTCO WHOLESALE MEMBERSHIP, INC. #103","COSTCO WHOLESALE MEMBERSHIP, INC.","1","15","CLARKSTON"
"604-702-209","COUNTRY HOLLOW","ROUECHE, PAMELA CELENE","1","1","CLARKSTON"
"950-040-393","COUNTRY N' GLAM","RICE, ERIN","1","1","CLARKSTON"
"601-300-143","COUNTRY SALES","SMITH, TAMMI LEA","1","1","CLARKSTON"
"600-634-446","COURTESY ENTERPRISES","ROMINE, GERALD OLIVER","1","1","CLARKSTON"
"604-318-522","COURTNEY KAMMERS PHOTOGRAPHY","KAMMERS, COURTNEY S","1","1","CLARKSTON"
"602-816-230","COUSE CREEK RANCH, LLC","COUSE CREEK RANCH, LLC","1","1","ANATONE"
"603-408-590","COVER ME TEES","SC CREATIVE LLC","1","1","CLARKSTON"
"603-531-754","COWGIRL TUFF COLT TRAINING","CRAVEN, MYRANDA SHANTAYA","1","1","CLARKSTON"
"600-567-070","COX EQUIPMENT CO","COX EQUIPMENT COMPANY","1","1","CLARKSTON"
"602-763-362","CRABER MEDIA SERVICES","MERCURY MEDIA PRODUCTIONS, LLC","1","1","CLARKSTON"
"604-386-038","CRAIG MOUNTAIN EXCAVATION LLC","CRAIG MOUNTAIN EXCAVATION LLC","1","1","ASOTIN"
"603-199-116","CRAZY GOOD","GRAVES, DAVID PAUL","1","1","CLARKSTON"
"602-234-621","CREATIVE MINDS","CARPENTER, JULIA A","1","1","ASOTIN"
"602-755-374","CREDIT BUREAU OF LEWISTON-CLARKSTON, INC","CREDIT BUREAU OF LEWISTON-CLARKSTON, INC","1","1","CLARKSTON"
"603-273-310","CRICKER CATTLE, LLC","CRICKER CATTLE, LLC","1","1","ASOTIN"
"604-160-780","CROSS TIED MINISTRIES","CROSS TIED MINISTRIES","1","1","CLARKSTON"
"604-098-763","CROSSWALK COUNSELING SERVICES, PLLC","CROSSWALK COUNSELING SERVICES, PLLC","1","1","CLARKSTON"
"603-297-980","CRUISER PUBLICATIONS, LLC","CRUISER PUBLICATIONS, LLC","1","1","ASOTIN"
"603-324-785","CUNNINGTON ENTERPRISES,LLC","CUNNINGTON ENTERPRISES, LLC","1","1","CLARKSTON"
"603-332-432","CURLEYQ'S CORNER","ALKIRE, SHIRLEY ANN","1","1","CLARKSTON"
"600-330-210","CURLING IRON","ADAMS, PEGGY A","1","1","CLARKSTON"
"604-207-135","CUSTOM HAIR BY DESTINY","BROWITT, DESTINY TYLER","1","1","CLARKSTON"
"601-094-780","CUSTOM WELD BOATS","RIVERVIEW MARINA, INC.","1","1","CLARKSTON"
"603-283-693","CUTTING EDGE CONCEPTS LLC","CUTTING EDGE CONCEPTS LLC","1","1","CLARKSTON"
"600-107-948","CYGNUS HOME SERVICE, LLC","CYGNUS HOME SERVICE, LLC","1","15","CLARKSTON"
"604-191-151","D & D AUTO DEALERS","D & D AUTO DEALERS","1","1","CLARKSTON"
"604-209-234","D & D AUTO DEALERS LLC","D & D AUTO DEALERS LLC","1","1","CLARKSTON"
"603-435-863","D & D POPLAR STREET STORAGE, LLC","D & D POPLAR STREET STORAGE, LLC","1","1","CLARKSTON"
"601-920-255","D & J, LLC","D & J, LLC","1","1","CLARKSTON"
"603-299-122","D & L DISTRIBUTORS, LLC","D & L DISTRIBUTORS, LLC","1","1","CLARKSTON"
"600-561-375","D & S ELECTRICAL CONTRACTORS, INC.","D & S ELECTRICAL CONTRACTORS, INC.","1","1","CLARKSTON"
"604-595-152","D-1 CONSULTING","D-ONE CONSULTING, LLC","1","1","ASOTIN"
"603-548-830","D-1 CONSULTING","ROMESBURG, DAVID S","1","1","CLARKSTON"
"602-200-678","DAD'S CCR'S","DEKAN, GEORGE MICHAEL","1","1","CLARKSTON"
"603-313-512","DAILY'S BAKERY","NEW SAGE BAKERY LLC","1","2","CLARKSTON"
"601-525-865","DAILYS BAKERY DELI ESPRESSO","BENNER, WARREN","1","3","CLARKSTON"
"601-525-865","DAILY'S BAKERY DELI ESPRESSO","BENNER, WARREN","1","2","ASOTIN"
"601-525-865","DAILY'S BAKERY, DELI, ESPRESSO","BENNER, TERESA MARIE","2","1","CLARKSTON"
"604-423-666","DAINTY BUT DEADLY DESIGNS","STAAB, ELISE M","1","1","CLARKSTON"
"603-568-429","DALE CRESTO GENERAL CONTRACTOR","BGDG, LLC","1","1","CLARKSTON"
"601-128-860","DALENE DIANE BRADEN-AUSMAN","BRADEN-AUSMAN, DALENE DIANE","1","1","ASOTIN"
"601-787-183","DALE'S CARPET CLEANING","CRESTO, JOHN D","1","2","CLARKSTON"
"601-787-183","DALE'S CARPET CLEANING","CRESTO, JOHN D","1","1","CLARKSTON"
"602-112-608","DALE'S GONE ROOFING","GREGORY, DALE RAY","1","1","CLARKSTON"
"603-468-027","DALES GONE ROOFING LLC","DALE'S GONE ROOFING, LLC","1","1","CLARKSTON"
"603-468-027","DALE'S GONE ROOFING, LLC","DALE'S GONE ROOFING, LLC","1","2","CLARKSTON"
"603-087-317","DALOSTO AIRCRAFT LEASING, LLC","ASOTIN VENTURES LLC","1","1","ASOTIN"
"604-064-680","DALOSTO FARMS, LLC","DALOSTO FARMS LLC","1","1","ASOTIN"
"602-621-316","DAMON CONSTRUCTION, INC.","DAMON CONSTRUCTION, INC.","1","1","CLARKSTON"
"601-967-164","DAN & DAR'S CCR'S","SCHNEIDER & DEKAN","1","1","CLARKSTON"
"603-359-266","DAN ANDERSON CONSTRUCTION LLC","DAN ANDERSON CONSTRUCTION, LLC","1","1","ASOTIN"
