"library","event_year","event_month","category","age_group","events","attendance"
"TRL Online Virtual Events","2021","1","Featured, Activities & Games, Books & Authors","School Age (ages 6-11), Teen (ages 12-18)","1","6"
"Lacey","2021","1","Friends of the Library Meeting","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","4","Featured","Teen (ages 12-18), Adult (18 and older)","1","38"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2",
"TRL Online Virtual Events","2021","2","Featured","Adult (18 and older)","1",
"Ilwaco","2021","9","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Family","1","54"
"North Mason","2021","6","Summer Library Program","School Age (ages 6-11)","1",
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","31"
"TRL Online Virtual Events","2021","3","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","3","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","38"
"Shelton","2021","3","Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","11","Books & Authors","Adult (18 and older)","1","5"
"Montesano","2021","10","DIY & Crafts","All Ages, Family","1","24"
"Tumwater","2021","9","STEAM, Activities & Games, DIY & Crafts","School Age (ages 6-11)","1",
"TRL Online Virtual Events","2021","8","Summer Library Program, Activities & Games","Teen (ages 12-18), Adult (18 and older)","1","10"
"TRL Online Virtual Events","2021","8","Special Event, Activities & Games","All Ages, Family","1",
"Mountain View","2021","5","Early Learning & Storytime","Preschool (ages 3-6)","1","7"
"TRL Online Virtual Events","2021","2","Books & Authors","Adult (18 and older)","2","10"
"Packwood","2021","6","Summer Library Program","All Ages","1","53"
"Packwood","2021","7","Special Event","All Ages","1","46"
"TRL Online Virtual Events","2021","4","STEAM, Arts & Culture, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1","2"
"TRL Online Virtual Events","2021","4","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","1","21"
"TRL Online Virtual Events","2021","12","Arts & Culture, Books & Authors","Adult (18 and older)","1",
"Naselle","2021","6","Summer Library Program, Classes & Workshops","School Age (ages 6-11)","2","80"
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","23"
"TRL Online Virtual Events","2021","8","Books & Authors","Adult (18 and older)","1","5"
"TRL Online Virtual Events","2021","2","Books & Authors","Adult (18 and older)","1","8"
"Lacey","2021","6","Summer Library Program, Books & Authors","Teen (ages 12-18)","1","4"
"Naselle","2021","11","Friends of the Library Meeting","Adult (18 and older)","1","5"
"Ocean Park","2021","4","Books & Authors","Adult (18 and older)","1",
"Mountain View","2021","8","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","15"
"Naselle","2021","9","Board Meetings","Adult (18 and older)","1","7"
"Packwood","2021","12","DIY & Crafts","Adult (18 and older)","1",
"Montesano","2021","10","Special Event","All Ages","1",
"Elma","2021","8","Special Event, Summer Library Program","All Ages","1","150"
"Ilwaco","2021","8","Board Meetings","Adult (18 and older)","1","26"
"Raymond","2021","7","DIY & Crafts","Adult (18 and older)","1","29"
"Ocean Park","2021","11","Books & Authors","Adult (18 and older)","1","8"
"Salkum","2021","12","Activities & Games","Adult (18 and older)","1","8"
"Raymond","2021","7","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","86"
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","33"
"Shelton","2021","6","Board Meetings","Adult (18 and older)","1",
"South Bend","2021","2","Special Event","Teen (ages 12-18)","1","10"
"Shelton","2021","11","Special Event","Adult (18 and older)","2",
"TRL Online Virtual Events","2021","2","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","3","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","3"
"TRL Online Virtual Events","2021","2","STEAM","School Age (ages 6-11)","1","4"
"Ocean Park","2021","11","Books & Authors","Adult (18 and older)","1","4"
"Naselle","2021","9","Early Learning & Storytime","Preschool (ages 3-6)","1","10"
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","17"
"Naselle","2021","5","Early Learning & Storytime","Preschool (ages 3-6)","1","14"
"All Locations","2021","3","Classes & Workshops","All Ages","1",
"TRL Online Virtual Events","2021","3","Featured, Activities & Games","Teen (ages 12-18)","1","4"
"Elma","2021","5","STEAM","Family","1","50"
"TRL Online Virtual Events","2021","10","Books & Authors","Adult (18 and older)","1","6"
"Ocean Park","2021","4","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","75"
"Ocean Park","2021","5","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","6"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","107"
"Mountain View","2021","11","DIY & Crafts","Adult (18 and older)","1","20"
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","13"
"TRL Online Virtual Events","2021","3","Classes & Workshops","Adult (18 and older)","1","5"
"Lacey","2021","3","Books & Authors","Adult (18 and older)","1","23"
"Ilwaco","2021","10","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","14"
"All Locations","2021","4","Classes & Workshops","All Ages","1",
"TRL Online Virtual Events","2021","1","Activities & Games","School Age (ages 6-11)","1","10"
"Ilwaco","2021","10","Special Event","All Ages","2",
"TRL Online Virtual Events","2021","3","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","88"
"TRL Online Virtual Events","2021","10","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","2",
"TRL Online Virtual Events","2021","6","Summer Library Program, Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","4"
"Montesano","2021","9","Special Event","All Ages","1",
"TRL Online Virtual Events","2021","7","Summer Library Program, Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","2"
"TRL Online Virtual Events","2021","1","Featured, Books & Authors","Adult (18 and older)","1",
"Packwood","2021","8","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11)","1","10"
"Mountain View","2021","8","Featured","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","4","Featured, Activities & Games, Books & Authors","School Age (ages 6-11), Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","9","Special Event, Books & Authors, Music & Performance","Adult (18 and older)","1","12"
"Naselle","2021","4","Early Learning & Storytime","Preschool (ages 3-6)","1","12"
"TRL Online Virtual Events","2021","1","Books & Authors","Adult (18 and older)","1","11"
"Naselle","2021","3","Special Event, STEAM, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","100"
"Elma","2021","4","STEAM","Family","1","58"
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","12"
"Olympia","2021","2","Classes & Workshops","Adult (18 and older)","1","17"
"Naselle","2021","10","Special Event","Adult (18 and older), Family","1","52"
"Tumwater","2021","6","Summer Library Program, Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1","35"
"Salkum","2021","10","Classes & Workshops","Babies and Toddlers (ages 0-2)","2","5"
"Ilwaco","2021","3","Special Event","All Ages","1",
"McCleary","2021","7","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Family","1","15"
"Aberdeen","2021","6","Special Event","Teen (ages 12-18)","1","15"
"TRL Online Virtual Events","2021","8","Activities & Games","Teen (ages 12-18)","1","4"
"Raymond","2021","1","Arts & Culture, DIY & Crafts","Teen (ages 12-18)","1","24"
"Hoodsport","2021","10","Friends of the Library Meeting","Adult (18 and older)","1",
"South Bend","2021","9","Special Event","All Ages","1","400"
"North Mason","2021","11","Books & Authors","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","6","Featured, Activities & Games, Books & Authors","School Age (ages 6-11), Teen (ages 12-18)","1",
"Naselle","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","1","11"
"Naselle","2021","12","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","10"
"TRL Online Virtual Events","2021","12","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","21"
"TRL Online Virtual Events","2021","6","Special Event, STEAM, Arts & Culture, Classes & Workshops, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","1","Featured, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","6","DIY & Crafts","Teen (ages 12-18)","1","0"
"Elma","2021","7","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","20"
"All Locations","2021","1","Classes & Workshops","All Ages","1",
"Tumwater","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","12",
"Montesano","2021","8","Summer Library Program","All Ages, Family","1","30"
"TRL Online Virtual Events","2021","2","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","2",
"North Mason","2021","8","Activities & Games","Teen (ages 12-18), Adult (18 and older)","1",
"Hoquiam","2021","2","DIY & Crafts","Adult (18 and older)","4",
"Mountain View","2021","9","DIY & Crafts","Preschool (ages 3-6)","1","30"
"North Mason","2021","11","Classes & Workshops","School Age (ages 6-11)","1",
"All Locations","2021","2","DIY & Crafts","Adult (18 and older)","1",
"Mountain View","2021","3","Early Learning & Storytime","Preschool (ages 3-6)","1","4"
"Ilwaco","2021","8","Special Event","All Ages","1","15"
"Mountain View","2021","10","DIY & Crafts","Teen (ages 12-18)","1","8"
"TRL Online Virtual Events","2021","8","Books & Authors","School Age (ages 6-11)","1","2"
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","50"
"Packwood","2021","6","Summer Library Program","Teen (ages 12-18)","2","10"
"Montesano","2021","12","STEAM","Family","1","30"
"TRL Online Virtual Events","2021","12","Featured, Activities & Games","Teen (ages 12-18)","1","1"
"Naselle","2021","3","Board Meetings","Adult (18 and older)","1","10"
"TRL Online Virtual Events","2021","8","Featured, Activities & Games","Teen (ages 12-18)","1","0"
"TRL Online Virtual Events","2021","11","Books & Authors","Adult (18 and older)","3",
"TRL Online Virtual Events","2021","4","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","2",
"Naselle","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","20"
"North Mason","2021","10","STEAM","School Age (ages 6-11)","1",
"Mountain View","2021","2","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","5"
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","41"
"TRL Online Virtual Events","2021","9","Books & Authors","Adult (18 and older)","1",
"Mountain View","2021","11","Special Event","Adult (18 and older)","1","8"
"TRL Online Virtual Events","2021","6","Summer Library Program, STEAM","School Age (ages 6-11)","1","11"
"North Mason","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1",
"TRL Online Virtual Events","2021","4","Featured, Arts & Culture","Teen (ages 12-18)","1","0"
"TRL Online Virtual Events","2021","3","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","85"
"TRL Online Virtual Events","2021","8","Arts & Culture","Adult (18 and older)","1","12"
"All Locations","2021","2","Classes & Workshops","All Ages","1",
"TRL Online Virtual Events","2021","10","Books & Authors","Adult (18 and older)","3",
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","15"
"TRL Online Virtual Events","2021","12","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","10"
"Mountain View","2021","7","Classes & Workshops","Adult (18 and older)","3",
"TRL Online Virtual Events","2021","6","Activities & Games","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","12"
"TRL Online Virtual Events","2021","3","Books & Authors","School Age (ages 6-11)","1","11"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2",
"Montesano","2021","10","DIY & Crafts","Family","1","20"
"North Mason","2021","10","Classes & Workshops, Music & Performance","Teen (ages 12-18)","2",
"Ilwaco","2021","7","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","2",
"TRL Online Virtual Events","2021","3","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","45"
"Salkum","2021","9","Classes & Workshops","Adult (18 and older)","4",
"TRL Online Virtual Events","2021","4","Featured, Activities & Games","Teen (ages 12-18)","1","0"
"Aberdeen","2021","11","Book Sale","All Ages","19",
"TRL Online Virtual Events","2021","7","Activities & Games","Teen (ages 12-18)","1","4"
"TRL Online Virtual Events","2021","11","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","25"
"Packwood","2021","6","Special Event","All Ages","1","35"
"Mountain View","2021","12","DIY & Crafts","Preschool (ages 3-6)","1",
"Naselle","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","1","21"
"Naselle","2021","3","Early Learning & Storytime","Preschool (ages 3-6)","1","26"
"TRL Online Virtual Events","2021","10","Arts & Culture, Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","8","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","2","Books & Authors","Adult (18 and older)","1","157"
"Aberdeen","2021","9","Book Sale","All Ages","21",
"Montesano","2021","8","Summer Library Program","Teen (ages 12-18)","1","15"
"TRL Online Virtual Events","2021","3","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","9"
"Montesano","2021","6","Special Event, Classes & Workshops","All Ages","4",
"TRL Online Virtual Events","2021","9","Friends of the Library Meeting","Adult (18 and older)","1",
"McCleary","2021","6","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)","1","12"
"Montesano","2021","12","STEAM, DIY & Crafts","All Ages, Family","1","30"
"TRL Online Virtual Events","2021","2","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","44"
"Tumwater","2021","7","Summer Library Program, Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1","42"
"Packwood","2021","8","Special Event","All Ages","1","52"
"Ocean Park","2021","6","STEAM","School Age (ages 6-11)","1","300"
"Hoodsport","2021","8","DIY & Crafts","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","52"
"Elma","2021","6","STEAM","Family","2","50"
"Naselle","2021","6","Special Event, STEAM, Arts & Culture, Classes & Workshops, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","300"
"Packwood","2021","4","Early Learning & Storytime","Preschool (ages 3-6)","1","9"
"Montesano","2021","12","Friends of the Library Meeting","All Ages","1",
"Mountain View","2021","11","DIY & Crafts","School Age (ages 6-11)","1",
"North Mason","2021","8","Activities & Games","Teen (ages 12-18)","2",
"TRL Online Virtual Events","2021","8","Summer Library Program, DIY & Crafts","Teen (ages 12-18)","1","0"
"Mountain View","2021","6","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11)","2","30"
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","60"
"TRL Online Virtual Events","2021","1","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","14"
"Ocean Park","2021","7","Books & Authors","Adult (18 and older)","1","7"
"Shelton","2021","9","Activities & Games","Family","1","8"
"Naselle","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","2","10"
"Packwood","2021","12","DIY & Crafts","Teen (ages 12-18)","1",
"Hoodsport","2021","12","Featured","Adult (18 and older)","18",
"Naselle","2021","7","Board Meetings","Adult (18 and older)","1","10"
"Naselle","2021","12","Early Learning & Storytime","Preschool (ages 3-6)","1","19"
"Tumwater","2021","8","Special Event","Adult (18 and older)","13",
"TRL Online Virtual Events","2021","2","Arts & Culture, Music & Performance","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), Family","1","22"
"TRL Online Virtual Events","2021","12","STEAM","School Age (ages 6-11)","1","10"
"Montesano","2021","12","Special Event, Classes & Workshops","All Ages","4",
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","27"
"Mountain View","2021","12","Featured","All Ages","1","7"
"Ocean Park","2021","9","Books & Authors","Adult (18 and older)","1","7"
"Lacey","2021","1","Books & Authors","Teen (ages 12-18)","1","65"
"Olympia","2021","9","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","2","55"
"Ilwaco","2021","1","STEAM, DIY & Crafts","All Ages","1","76"
"Ocean Park","2021","2","Books & Authors","Adult (18 and older)","1","11"
"Packwood","2021","12","DIY & Crafts","Preschool (ages 3-6)","1",
"Ocean Park","2021","3","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","54"
"Mountain View","2021","7","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","2","20"
"TRL Online Virtual Events","2021","5","Books & Authors","Adult (18 and older)","2","5"
"Ocean Park","2021","11","Early Learning & Storytime, STEAM, Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","138"
"TRL Online Virtual Events","2021","9","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","2"
"Mountain View","2021","8","Special Event","Adult (18 and older)","1","6"
"Naselle","2021","11","Early Learning & Storytime","Preschool (ages 3-6)","1","32"
"Naselle","2021","5","Special Event, STEAM, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","125"
"TRL Online Virtual Events","2021","1","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","13"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","11"
"Naselle","2021","2","Classes & Workshops","Teen (ages 12-18)","1","13"
"Naselle","2021","11","Special Event","Adult (18 and older), Family","1","51"
"Mountain View","2021","10","Special Event","Adult (18 and older)","1","6"
"TRL Online Virtual Events","2021","6","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","11","Arts & Culture","Adult (18 and older)","1","14"
"TRL Online Virtual Events","2021","7","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","3"
"Naselle","2021","2","Board Meetings","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","11","Arts & Culture, Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2)","1","32"
"Montesano","2021","12","Classes & Workshops","School Age (ages 6-11), Teen (ages 12-18)","2",
"Shelton","2021","4","Classes & Workshops","Adult (18 and older)","2",
"North Mason","2021","11","Classes & Workshops","School Age (ages 6-11)","1","20"
"TRL Online Virtual Events","2021","6","Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)","1","15"
"Mountain View","2021","9","Featured","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","4","Books & Authors","Adult (18 and older)","2","8"
"TRL Online Virtual Events","2021","8","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","3"
"TRL Online Virtual Events","2021","5","Activities & Games","Teen (ages 12-18), Adult (18 and older), All Ages","1","6"
"TRL Online Virtual Events","2021","6","Summer Library Program, STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","60"
"Ilwaco","2021","2","Special Event","All Ages","1","6"
"Tumwater","2021","12","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","14",
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","70"
"TRL Online Virtual Events","2021","1","STEAM, Activities & Games, DIY & Crafts","School Age (ages 6-11), Family","1",
"McCleary","2021","7","Summer Library Program","Adult (18 and older)","1","6"
"Raymond","2021","7","Special Event, Summer Library Program","Family","1","129"
"TRL Online Virtual Events","2021","10","Early Learning & Storytime","School Age (ages 6-11)","1","3"
"North Mason","2021","11","STEAM","School Age (ages 6-11)","1",
"Centralia","2021","12","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","1"
"TRL Online Virtual Events","2021","5","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","1"
"TRL Online Virtual Events","2021","5","Special Event, Early Learning & Storytime, Activities & Games, Arts & Culture, Books & Authors","All Ages, Family","1",
"TRL Online Virtual Events","2021","8","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","3","Books & Authors","Adult (18 and older)","1","4"
"Ocean Park","2021","8","Summer Library Program, STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","216"
"TRL Online Virtual Events","2021","7","Books & Authors","School Age (ages 6-11)","1","8"
"Ocean Park","2021","12","Early Learning & Storytime, STEAM, Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","266"
"Montesano","2021","5","Special Event","All Ages","1",
"Ocean Park","2021","12","Books & Authors","Adult (18 and older)","1","4"
"McCleary","2021","8","Special Event, Activities & Games","All Ages","1","21"
"TRL Online Virtual Events","2021","2","Books & Authors","Adult (18 and older)","3",
"Hoquiam","2021","3","DIY & Crafts","Adult (18 and older)","3",
"Ilwaco","2021","6","Classes & Workshops","Adult (18 and older)","1","1"
"TRL Online Virtual Events","2021","9","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","37"
"Elma","2021","10","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","30"
"Mountain View","2021","7","Special Event","Adult (18 and older)","1","7"
"Naselle","2021","2","Classes & Workshops","School Age (ages 6-11)","1","24"
"Shelton","2021","5","Special Event","Adult (18 and older)","1",
"Ilwaco","2021","9","Special Event","All Ages","1","15"
"Naselle","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","4","10"
"TRL Online Virtual Events","2021","7","Special Event, Early Learning & Storytime, Activities & Games, Arts & Culture","All Ages, Family","1",
"Packwood","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","9"
"Naselle","2021","11","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","12"
"Ocean Park","2021","9","Books & Authors","Adult (18 and older)","1","4"
"TRL Online Virtual Events","2021","8","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","1"
"Packwood","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","13"
"Naselle","2021","4","STEAM, Classes & Workshops","School Age (ages 6-11)","1","15"
"Naselle","2021","9","Board Meetings","Adult (18 and older)","1","15"
"TRL Online Virtual Events","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","75"
"TRL Online Virtual Events","2021","4","Featured, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","1","Featured, Arts & Culture","Teen (ages 12-18)","1","1"
"Packwood","2021","11","Early Learning & Storytime","Adult (18 and older)","1","8"
"Ocean Park","2021","8","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1",
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","9"
"Ilwaco","2021","8","Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Family","1",
"Montesano","2021","6","Summer Library Program","Teen (ages 12-18)","4","15"
"Ocean Park","2021","3","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","21"
"Shelton","2021","11","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","4",
"Olympia","2021","4","Friends of the Library Meeting","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","13"
"Salkum","2021","6","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family","1","20"
"Shelton","2021","3","Board Meetings","Adult (18 and older)","1",
"Elma","2021","9","DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Family","1","64"
"Tumwater","2021","11","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","13",
"Tumwater","2021","4","Early Learning & Storytime","Family","1","67"
"TRL Online Virtual Events","2021","9","Books & Authors","Adult (18 and older)","1","12"
"Montesano","2021","6","Summer Library Program, STEAM","All Ages, Family","1","30"
"Shelton","2021","6","Special Event","Adult (18 and older)","1",
"Hoquiam","2021","2","Music & Performance","Adult (18 and older)","1",
"Ilwaco","2021","2","Special Event","Adult (18 and older)","1","26"
"Naselle","2021","7","Board Meetings","Adult (18 and older)","1","12"
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","30"
"TRL Online Virtual Events","2021","5","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","9"
"Montesano","2021","6","Special Event","All Ages","1",
"TRL Online Virtual Events","2021","4","Arts & Culture, Books & Authors","Adult (18 and older)","1","9"
"TRL Online Virtual Events","2021","3","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2","80"
"Raymond","2021","7","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)","1","86"
