"practicename","businessname","id"
"Unauthorized Debit","Bank of America NA","58"
"Billing Issues","US Bank Corporate Compliance","58"
"Failure To Deliver/Perform","Chase Executive Office","57"
"Business Failure or Bankruptcy","Zaycon Foods LLC dba Zaycon Fresh","57"
"Other/Miscellaneous","Washington State Attorney General","57"
"COVID-19","Washington State Employment Security Department","57"
"Other/Miscellaneous","Brinks Home Security fka Monitronics/Moni Smart Security","57"
"Credit/Financing","Citibank Presidential Communications","57"
"Other/Miscellaneous","Timeshare Exit Team aka Reed Hein & Associates LLC","57"
"Other/Miscellaneous","Rairdon Chrysler Dodge Jeep Ram of Kirkland","57"
"Failure To Adjust/Refund","Best Buy","57"
"Internet & Mobile device based transaction","Unknown - Technical Support","57"
"Other/Miscellaneous","Avis / Budget Rent A Car","57"
"Non-Fulfillment","Stevens Pass","57"
"Identity Theft","Identity Theft","57"
"Rental agreements","","57"
"Other/Miscellaneous","OnTrac","57"
"Questionable Quality Product/Service","Best Buy","56"
"Questionable Quality/Used","","56"
"Unsatisfactory Repair/Service","Lowe's Home Improvement","56"
"Automatic Dialing","Medical Alert / Medic Alert","56"
"Misrepresentation of product or service","Bungie","56"
"Other/Miscellaneous","American Medical Response/Rural Metro","56"
"Warranty","Home Depot","56"
"Other/Miscellaneous","Premera Blue Cross","56"
"Other/Miscellaneous","EvergreenHealth","56"
"Right To Cancel","Brinks Home Security fka Monitronics/Moni Smart Security","56"
"Other/Miscellaneous","Coinbase Inc","56"
"Other/Miscellaneous","Social Security Administration","56"
"Failure To Deliver/Perform","US Bank Corporate Compliance","55"
"Rent raise","","55"
"COVID-19","Comcast","55"
"Other/Miscellaneous","Jiffy Lube Corporate/Heartland Automotive Services","55"
"Right To Cancel","Worldmark by Wyndham","55"
"Internet & Mobile device based transaction","StubHub Inc","55"
"Other/Miscellaneous","Virginia Mason","55"
"Other/Miscellaneous","Bud Clary Chevrolet, Oldsmobile, Cadillac, Suzuki","55"
"Phishing","Department of Legal Affairs","55"
"Billing Issues","Walmart","55"
"Other/Miscellaneous","Boeing Employees Credit Union/BECU","55"
"Non-Essential Business Open ","","55"
"Other/Miscellaneous","Enterprise Rent A Car","55"
"Other/Miscellaneous","Target Stores","54"
"Failure To Deliver/Perform","Assurance Wireless","54"
"Other/Miscellaneous","LA Fitness/Fitness International","54"
"Failure To Adjust/Refund","JustFly.com","54"
"Failure To Deliver/Perform","US Online/SuddenBlitz.com/SuddenValues.com","54"
"Other/Miscellaneous","Walmart.com","54"
"Eviction Issues"," Unknown","54"
"Non-Fulfillment","Verizon Wireless","54"
"Business Failure or Bankruptcy","Soulbound Studios, LLC","53"
"Questionable Quality Product/Service","LG Electronics","53"
"Other/Miscellaneous","Puget Sound Collections","53"
"Failure To Adjust/Refund","Reed Hein & Associates LLC dba Timeshare Exit Team","53"
"Internet & Mobile device based transaction","The Swanx","53"
"Billing Issues","Radia Inc","53"
"Collection Practices","CenturyLink","53"
"Other/Miscellaneous","Regence Blue Shield","53"
"Internet & Mobile device based transaction","Zaycon Foods LLC dba Zaycon Fresh","53"
"Price Gouging"," Unknown","53"
"Failure To Adjust/Refund","StubHub Inc","53"
"Credit/Financing",,"53"
"Other/Miscellaneous","Comenity Bank","53"
"Third-Party Loan Modification Issue",,"53"
"Foreclosure Issue","Select Portfolio Servicing aka SPS Portfolio Servicing Inc","53"
"Unsatisfactory Repair/Service","Aamco Transmission","53"
"Other/Miscellaneous","Rite Aid","52"
"Unauthorized Repair/Service","Microsoft Corporation","52"
"Failure To Deliver/Perform","Waste Management of Washington","52"
"Internet & Mobile device based transaction","Apple Inc","52"
"Phishing","Microsoft Windows Tech Support","52"
"Product Safety",,"52"
"Unauthorized Repair/Service","Amazon.com","52"
"High Pressure Sales","Worldmark by Wyndham","52"
"Collection Practices","T-Mobile","52"
"Warranty","T-Mobile","52"
"Billing Issues","Microsoft Corporation","52"
"Questionable Quality Product/Service","Lowe's Home Improvement","51"
"Other/Miscellaneous","Robinhood Financial LLC","51"
"Failure To Adjust/Refund","Northwest Territorial Mint","51"
"Failure To Adjust/Refund","Holland America Lines","51"
"Student Loan Issue","FedLoan Servicing","51"
"Data Breach","","51"
"Unsatisfactory Repair/Service","Wave Division Holdings aka Wave Broadband","51"
"Service Representation","Amazon.com","51"
"Misrepresentation of Terms","Worldmark by Wyndham","51"
"Unsatisfactory Repair/Service","Best Buy","51"
"Questionable Quality Product/Service","AT&T Mobility","51"
"Questionable Quality Product/Service","CarHop / UAC","51"
"Charge:Service Not Performed/Product not delivered","Amazon.com","51"
"Timeshare / Travel Club solicitation Issue","","51"
"Other/Miscellaneous","Zillow Group Inc/Trulia Inc","51"
"Other/Miscellaneous","San Diego County District Attorney","51"
"Other/Miscellaneous","Olympic Animal Sanctuary","50"
"Unsatisfactory Repair/Service","Walmart","50"
"Failure To Deliver/Perform","OnTrac","50"
"Inadequate Disclosure","Verizon Wireless","50"
"Misrepresentation of product or service","CenturyLink","50"
"Right To Cancel","Amazon.com","50"
"Other/Miscellaneous","Whirlpool Executive Office","50"
"Questionable Quality Product/Service"," Unknown","50"
"Other/Miscellaneous","PHH Mortgage fka Ocwen Loan Servicing LLC","50"
"Other/Miscellaneous","Fiat Chrysler Automobiles","50"
"Crowdfunding",,"50"
"Alleged criminal activity","San Diego County District Attorney","50"
"COVID-19","JustFly.com","50"
"Internet & Mobile device based transaction","Groupon","50"
"Failure To Deliver/Perform","Bungie","50"
"Utilities","Cascade Park Village","50"
"COVID-19","TicketMaster","49"
"COVID-19","Stay Alfred","49"
"Other/Miscellaneous","Experian Consumer Services/Experian Interactive/Consumer Info/AutoCheck","49"
"Foreclosure Issue","Specialized Loan Servicing/SLS","49"
"Other/Miscellaneous","GoldTaku LLC","49"
"General maintenance","","49"
"Collection Practices","Verizon Wireless","49"
"Unsatisfactory Repair/Service","Chase Executive Office","49"
"Data Breach","Kidder Mathews","49"
"Billing Issues","Ocwen Loan Servicing LLC / Ocwen Financial Corporation","49"
"Internet & Mobile device based transaction","Walmart","49"
"Duty to comply with laws & codes","","49"
"Governement agency complaint","San Diego County District Attorney","49"
"Questionable Quality Product/Service","Walmart","49"
"Other/Miscellaneous","Washington State Governor","49"
"Employment Issue","Kidder Mathews","48"
"COVID-19","LA Fitness/Fitness International","48"
"Other/Miscellaneous","ADT Security","48"
"Failure To Adjust/Refund","Chase Executive Office","48"
"Questionable Quality Product/Service","Whirlpool Executive Office","48"
"Excessive Price or Charge","CenturyLink","48"
"Other/Miscellaneous","Hannah Motor Company dba Dick Hannah","48"
"Questionable Quality Product/Service","Wave Division Holdings aka Wave Broadband","48"
"Billing Issues","Tacoma News Tribune","48"
"Billing Issues","International Parking Management Inc","48"
"Identity Theft",,"48"
"Other Vulnerable Audience Exploitation",,"48"
"Failure To provide estimate","","48"
"Service Representation","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","48"
"Unsatisfactory Repair/Service","Meineke Car Care Corporate","48"
"Other/Miscellaneous","Instacart.com","48"
"Internet & Mobile device based transaction","Yelp.com","47"
"Failure To Deliver/Perform","Google Incorporated","47"
"Internet & Mobile device based transaction","US Online/SuddenBlitz.com/SuddenValues.com","47"
"Misrepresentation of Terms","Ziply Fiber fka Frontier Communications","47"
"Other/Miscellaneous","International Parking Management Inc","47"
"Other/Miscellaneous","QFC aka Quality Food Centers","47"
"Billing Issues","Everett Clinic / Optum","47"
"Other/Miscellaneous","CarHop/UAC","47"
"Failure To Adjust/Refund","Samsung Electronics America","47"
"Identity Theft","Amazon.com","47"
"Spyware / Malware",,"47"
"Advertising","AT&T Mobility","47"
"Internet & Mobile device based transaction","Walmart.com","47"
"Other/Miscellaneous","IRS/Internal Revenue Service","47"
"Internet & Mobile device based transaction","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","46"
"Collection Activity (Fraudulent or mistaken ID)","Convergent Outsourcing fka ER Solutions","46"
"Failure To Deliver/Perform","Costco","46"
"Other/Miscellaneous","RPM / Receivables Performance Management","46"
"Charge:Service Not Performed/Product not delivered","Ziply Fiber fka Frontier Communications","46"
"Other/Miscellaneous","Walgreens","46"
"Other/Miscellaneous","Tesla Inc","46"
"Questionable Quality Product/Service","Expedia","46"
"Misrepresentation of product or service","Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records","46"
"Collection Practices","Unknown - Fraudulent Collection Agency","46"
"Other/Miscellaneous","Carson Cars","46"
"Automatic Dialing","CALLERID4U, Inc","46"
"Failure To Deliver/Perform","Citibank Presidential Communications","46"
"Failure To Adjust/Refund","Wells Fargo CRA Risk Management","46"
"COVID-19","24 Hour Fitness","45"
"Governement agency complaint","Washington State Department of Corrections","45"
"Failure To Adjust/Refund","Dish Network","45"
"Other/Miscellaneous","Woodland East Manufactured Home Community","45"
"Internet & Mobile device based transaction","Vivid Seats","45"
"Other/Miscellaneous","Door Dash","45"
"Foreclosure Issue","Citi Mortgage","45"
"Billing Issues","Public Storage","45"
"Price Gouging","Safeway","45"
"Failure To Deliver/Perform","Samsung Electronics America","45"
"Collection Practices","Valley Empire Collections","45"
"Misrepresentation of product or service"," Unknown","45"
"Tech Support Scam"," Unknown","45"
"Other/Miscellaneous","UPS / United Parcel Service","45"
"Other/Miscellaneous","Meineke Car Care Corporate","45"
"Failure To Deliver/Perform","Bittrex","45"
"Internet & Mobile device based transaction","Dish Network","44"
"Billing Issues","AmeriGas","44"
"Other/Miscellaneous","The Olympian","44"
"Other/Miscellaneous","Square Inc dba CashApp","44"
"Misrepresentation of product or service","Expedia","44"
"Billing Issues","American Express","44"
"Price Gouging","eBay","44"
"Other/Miscellaneous","24 Hour Fitness","44"
"Internet & Mobile device based transaction","Intuit Inc/Intuit Software/Turbo Tax/PayCycle","44"
"Other/Miscellaneous","Delta Airlines","44"
"Questionable Quality Product/Service","Larson Automotive Group","44"
"Billing Issues","Platinum Parking LLC","44"
"Automatic Dialing",,"44"
"Pyramid Schemes","LuLaRoe","44"
"Unauthorized practice of Law","","44"
"Billing Issues","Avis / Budget Rent A Car","44"
"Internet & Mobile device based transaction","Priceline.com","43"
"Billing Issues","Chase Bankcard Services Inc","43"
"Mortgage Servicing Issue","LoanCare","43"
"Failure To Adjust/Refund","Costco","43"
"Questionable Quality Product/Service","Google Incorporated","43"
"Failure To Adjust/Refund","Stay Alfred","43"
"Questionable Quality Product/Service","Sprint Executive Services","43"
"Failure To Deliver/Perform","Apple Inc","43"
"Unsatisfactory Repair/Service","Larson Automotive Group","43"
"Credit/Financing","Santander Consumer USA","43"
"Billing Issues","LA Fitness/Fitness International","43"
"Other/Miscellaneous","Starbucks","43"
"Senior Exploitation",,"43"
"Right To Cancel","Vivint","43"
"Failure To Deliver/Perform","Hughes Network Systems","43"
"Other/Miscellaneous","Pacific Telecom Communications Group","42"
"Other/Miscellaneous","Volkswagen of America","42"
"Internet & Mobile device based transaction","Hughes Network Systems","42"
"Other/Miscellaneous","President Donald Trump","42"
"Billing Issues","Optum / The Polyclinic","42"
"Mortgage Servicing Issue","PHH Mortgage fka Ocwen Loan Servicing LLC","42"
"Other/Miscellaneous","Allstate Insurance","42"
"Foreclosure Issue","Northwest Trustee Services / NW Trustee","42"
"Failure To Adjust/Refund","Sprint Executive Services","42"
"Foreclosure Issue","Quality Loan Servicing of Washington aka QLS","42"
"Other/Miscellaneous","Department of Children, Youth, & Families/DCYF","42"
"Other/Miscellaneous","H&R Block","42"
"Other/Miscellaneous","Washington State Department of Transportation","42"
"Restriction/choice of goods or services","CareDash","42"
"Advertising","Expedia","42"
"Duties of Landlord","","42"
"Governement agency complaint","President Donald Trump","42"
"Other/Miscellaneous","Groupon","42"
"Advertising","DIRECTV","42"
"Spyware / Malware"," Unknown","42"
"Other/Miscellaneous","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC","42"
"Other/Miscellaneous","US Air Ducts & Sky Builders Inc/Ducts Tigers/DLM Services","42"
"Misrepresentation of product or service","Volkswagen of America","41"
"Phishing","Unknown - Fraudulent Collection Agency","41"
"Other/Miscellaneous","Intelius","41"
"Unsatisfactory Repair/Service","PayPal","41"
"Other/Miscellaneous","Ocwen Loan Servicing LLC / Ocwen Financial Corporation","41"
"Collection Practices","Machol & Johannes, LLC, d/b/a Machol & Johannes, PLLC","41"
"Billing Issues","Kaiser Foundation Health Plan of Northwest","41"
"Failure To Deliver/Perform","Green Dot","41"
"Misrepresentation of product or service","DIRECTV","41"
"Billing Issues","Comenity Bank","41"
"Other/Miscellaneous","Seattle City Light","41"
"Failure To Deliver/Perform","Zaycon Foods LLC dba Zaycon Fresh","41"
"Non-Fulfillment","Ziply Fiber fka Frontier Communications","41"
"Other/Miscellaneous","Beacon Plumbing & Mechanical","41"
"Business Failure or Bankruptcy","EM Fine Art Gallery","41"
"Other/Miscellaneous","Priceline.com","41"
"COVID-19","Emerald City Athletics","41"
"Unauthorized Debit","DIRECTV","41"
"Other/Miscellaneous","Dynamic Collectors","41"
"Billing Issues","Sirius XM Satellite Radio","40"
"Foreclosure Issue","Chase Executive Office","40"
"Billing Issues","KeyBank National Association","40"
"Internet & Mobile device based transaction","Zillow Group Inc/Trulia Inc","40"
"Service Representation","DNS Services","40"
"Other/Miscellaneous","Vivint","40"
"Internet & Mobile device based transaction","Bittrex","40"
"Unsatisfactory Repair/Service","American Home Shield","40"
"Student Loan Issue","US Department of Education","40"
"Other/Miscellaneous","Home Advisor","40"
"Questionable Quality Product/Service","Bank of America NA","40"
"Failure To Deliver/Perform","Best Buy","40"
"Failure To Deliver/Perform","Blue Moon Coins","40"
"Other/Miscellaneous","Apria Healthcare","40"
"Other/Miscellaneous","WhitePages Inc","40"
"Failure To Deliver/Perform","Worldmark by Wyndham","40"
"Internet & Mobile device based transaction","Online Vital US/onlinevitalus.com","40"
"Foreclosure Issue","LoanCare","40"
"Warranty","Lowe's Home Improvement","39"
"Failure To Deliver/Perform","ADT Security/Protection One Alarm Services","39"
"Phishing","Steve Martin / US Treasury","39"
"Other/Miscellaneous","Cencom Inc","39"
"Closing community","Firs Mobile Home Park","39"
"General maintenance","Sunset Heights MHC","39"
"Other/Miscellaneous","7-11 / Seven Eleven","39"
"Other/Miscellaneous","Merchants Credit Association","39"
"Inadequate Disclosure","DIRECTV","39"
"Unsatisfactory Repair/Service","Samsung Electronics America","39"
"Unauthorized Repair/Service","CenturyLink","39"
"Failure To Deliver/Perform","GoldTaku LLC","39"
"Collection Practices","National Service Bureau","39"
"Right To Cancel","Emerald City Athletics","39"
"Other/Miscellaneous","Kaiser Foundation Health Plan of Northwest","39"
"Billing Issues","Lincare Inc","39"
"Credit Reporting Error","Bank of America NA","39"
"Failure To Adjust/Refund","EM Fine Art Gallery","39"
"Other/Miscellaneous","Nordstrom Inc","38"
"Billing Issues","Enterprise Rent A Car","38"
"Inadequate Disclosure","Expedia","38"
"Credit Reporting Error","IQ Data International","38"
"Failure To Adjust/Refund","LuLaRoe","38"
"Misrepresentation of product or service","WA Certificate Service","38"
"Advertising","CareDash","38"
"Billing Issues","Premera Blue Cross","38"
"Billing Issues","eBay","38"
"Privacy Abuse","WhitePages Inc","38"
"Other/Miscellaneous","Tri Cities RV Park","38"
"Advertising","Verizon Wireless","38"
"Billing Issues","U-Haul","38"
"Other/Miscellaneous","Liberty Mutual Insurance","38"
"Mortgage Servicing Issue","Nationstar Mortgage, LLC/ Mr Cooper ","38"
"Identity Theft","T-Mobile","38"
"Billing Issues","PHH Mortgage fka Ocwen Loan Servicing LLC","38"
"Governement agency complaint","Washington Secretary of State","38"
"Billing Issues","Consumer Cellular","38"
"Billing Issues","CellNetix Pathology PLLC / CellNetix Labs LLC","38"
"Misrepresentation of Terms","Amazon.com","38"
"Unsatisfactory Repair/Service","Assurance Wireless","38"
"Service Representation","Ziply Fiber fka Frontier Communications","38"
"Inadequate Disclosure","AT&T Mobility","38"
"Timeshare / Travel Club solicitation Issue",,"37"
"Credit/Financing","Equifax Office of Consumer Affairs","37"
"Advertising","Safeway","37"
"Right To Cancel","Hughes Network Systems","37"
"Billing Issues","Brinks Home Security fka Monitronics/Moni Smart Security","37"
"Other/Miscellaneous","Johnson & Johnson","37"
"Excessive Price or Charge","Amazon.com","37"
"Refund Policies","Walmart","37"
"Other/Miscellaneous","Renton Collections","37"
"Spanish Language Complaints",,"37"
"Rent raise","Cascade Park Village","37"
"Other/Miscellaneous","Gesa Credit Union","37"
"Questionable Quality Product/Service","DIRECTV","37"
"Unsatisfactory Repair/Service","US Bank Corporate Compliance","37"
"Other/Miscellaneous","Shell","37"
"Internet & Mobile device based transaction","AirBnB","36"
"Non-Fulfillment","AT&T Mobility","36"
"Other/Miscellaneous","Ford Hyundai of Kirkland","36"
"Collection Practices","SB&C/Skagit Bonded Collectors","36"
"Credit/Financing","Larson Automotive Group","36"
"Scare Tactics","","36"
"Other/Miscellaneous","Yelp.com","36"
"Billing Issues","Seattle City Light","36"
"Unsatisfactory Repair/Service","Costco","36"
"Right To Cancel","24 Hour Fitness","36"
"Other/Miscellaneous","MCM/Midland Credit Management/Midland Funding/Encore Capital Group","36"
"Warranty","Ford Motor Company","36"
"Price Gouging","Walmart","36"
"Collection Practices","Professional Credit Service","36"
"Fees","Ziply Fiber fka Frontier Communications","35"
"Landlord/Tenant - Residential","IQ Data International","35"
"COVID-19","Holland America Lines","35"
"Privacy Abuse","MyLife.com Inc","35"
"Utilities","Peninsula Estates Mobile Home Park","35"
"Other/Miscellaneous","Zillow Group Inc / Trulia Inc","35"
"Misrepresentation of product or service","Worldmark by Wyndham","35"
"Failure To Return Goods/Part",,"35"
"Questionable Quality Product/Service","Dell","35"
"Unsatisfactory Repair/Service","FedEx Customer Relations","35"
"Failure To Adjust/Refund","Priceline.com","35"
"Internet & Mobile device based transaction","Classmates.com / Memory Lane","35"
"COVID-19","Washington State Governor","35"
"Billing Issues","Tracfone Wireless Inc","35"
"Other/Miscellaneous","Les Schwab","35"
"Billing Issues"," Unknown","35"
"Billing Issues","Chase Executive Office","35"
"Other/Miscellaneous","Publishers Clearing House / PCH","35"
"Other/Miscellaneous","Renton Chrysler Dodge Jeep Ram","35"
"Phishing","Microsoft Corporation","35"
"Non-Fulfillment","Bank of America NA","35"
"Other/Miscellaneous","Reve Exteriors, LLC dba DaBella Exteriors, LLC","35"
"Billing Issues","Imperial Parking aka Impark","35"
"Questionable Quality Product/Service","Northwest Motorsport","35"
"Utilities","Woodland East Manufactured Home Community","35"
"Misrepresentation of product or service","Verizon Wireless","35"
"Unsatisfactory Repair/Service","Firestone Corporate Office","35"
"Unsatisfactory Repair/Service","Apple Inc","35"
"Advertising","Fred Meyer","35"
"Unauthorized Debit","PayPal","35"
"Failure To Deliver/Perform","Larson Automotive Group","35"
"Fees","T-Mobile","35"
"Tech Support Scam","iYogi","35"
"Billing Issues","Universal Fidelity, LP","35"
"High Pressure Sales",,"34"
"Failure To Adjust/Refund","Delta Airlines","34"
"Governement agency complaint","US Department of Education","34"
"Credit/Financing","US Bank Corporate Compliance","34"
"Other/Miscellaneous","Evergreen Professional Recoveries","34"
"Governement agency complaint","Seattle City Light","34"
"Advertising","Ziply Fiber fka Frontier Communications","34"
"Timeshare / Travel Club solicitation Issue","Reed Hein & Associates LLC dba Timeshare Exit Team","34"
"Credit Reporting Error","Wells Fargo CRA Risk Management","34"
"Privacy Issues","Archdiocese of Seattle","34"
"Billing Issues","Progressive Insurance","34"
"Other/Miscellaneous","Portfolio Recovery Associates","34"
"Failure To Deliver/Perform","State Farm Insurance","34"
"Other/Miscellaneous","Rosewood Community Mobile Home Park","34"
"Other/Miscellaneous","McDonald's","34"
"Other/Miscellaneous","Safeco Insurance","34"
"Other/Miscellaneous","Fluent Home LLC","34"
"Other/Miscellaneous","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","34"
"Other/Miscellaneous","Transworld Systems Inc FKA NCO Financial Systems","34"
"Bait & Switch","Comcast","34"
"Questionable Quality Product/Service","Curbside Motors","34"
