"openedyear","practicename","businessname","id"
"2017","Failure To Deliver/Perform","Comcast","61"
"2016","Misrepresentation of product or service","Christian Prayer Center AKA Velorum Inc","61"
"2018","Other/Miscellaneous","Expedia","61"
"2015","Internet & Mobile device based transaction","Expedia","60"
"2019","Automatic Dialing"," Unknown","60"
"2015","Internet & Mobile device based transaction","Microsoft Corporation","60"
"2013","Unsatisfactory Repair/Service","CenturyLink","60"
"2013","Unauthorized Debit","","60"
"2022","Privacy Issues","Facebook","60"
"2014","Unsatisfactory Repair/Service","Amazon.com","60"
"2016","Advance Fee Fraud"," Unknown","60"
"2014","Failure To Deliver/Perform","CenturyLink","60"
"2018","Right To Cancel","","60"
"2016","Phishing","","60"
"2020","Landlord/Tenant - Residential"," Unknown","60"
"2018","Billing Issues","T-Mobile","60"
"2020","Other/Miscellaneous","Sears Holdings Management Corporation","59"
"2019","Warranty","","59"
"2013","Third-Party Loan Modification Issue","","59"
"2019","Collection Activity (Fraudulent or mistaken ID)","","59"
"2021","Phishing","","59"
"2019","Right To Cancel","","59"
"2018","Imposter scam","Unknown - Technical Support","59"
"2015","Governement agency complaint","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","59"
"2018","Telemarketing","","59"
"2018","Other/Miscellaneous","Zaycon Fresh","59"
"2016","Billing Issues","Verizon Wireless","58"
"2016","Other/Miscellaneous","Christian Prayer Center AKA Velorum Inc","58"
"2020","COVID-19","StubHub Inc","58"
"2017","Billing Issues","Sprint Executive Services","58"
"2020","Alleged criminal activity"," Unknown","58"
"2019","Tech Support Scam","Unknown - Technical Support","58"
"2021","Other/Miscellaneous","Google Incorporated","58"
"2022","Other/Miscellaneous","Unknown - Technical Support","58"
"2016","Failure To Return Goods/Part","","58"
"2019","Advance Fee Fraud","","58"
"2015","Phishing","Tech Support Scam","58"
"2020","Internet & Mobile device based transaction"," Unknown","58"
"2016","Failure To Deliver/Perform","Amazon.com","57"
"2014","Free to Pay",,"57"
"2014","Collections - Threatening behavior includes arrest"," Unknown","57"
"2019","Unsolicited E-mail","The Freedom Foundation/OptOutToday.com","57"
"2018","Business Failure or Bankruptcy","Zaycon Foods LLC dba Zaycon Fresh","57"
"2017","Other/Miscellaneous","Bank of America NA","57"
"2018","Automatic Dialing"," Unknown","57"
"2018","Other/Miscellaneous","Navient","57"
"2016","Billing Issues","T-Mobile","57"
"2021","Misrepresentation of Terms","","57"
"2016","Charge:Service Not Performed/Product not delivered","","57"
"2021","Billing Issues","AT&T Mobility","57"
"2019","Unauthorized Debit","","57"
"2022","Imposter scam","","56"
"2014","Telemarketing","CALLERID4U, Inc","56"
"2015","Excessive Price or Charge",,"56"
"2022","Internet & Mobile device based transaction","Expedia","56"
"2013","Failure To Deliver/Perform","CenturyLink","56"
"2021","Other/Miscellaneous","Wells Fargo CRA Risk Management","56"
"2020","Warranty","","56"
"2022","COVID-19","","56"
"2022","Other/Miscellaneous","Navient","56"
"2018","Failure To Deliver/Perform","CenturyLink","56"
"2020","Other/Miscellaneous","Walmart","56"
"2022","Unregistered or Unlicensed Business","","56"
"2015","Unsatisfactory Repair/Service","T-Mobile","56"
"2021","Homeowner/Condo Association complaint or concern","","56"
"2019","Imposter scam","Unknown - Utility Scam","56"
"2022","Non-Fulfillment","Stevens Pass","56"
"2013","Questionable Quality/Used","","55"
"2017","Misrepresentation of product or service","Bungie","55"
"2020","Governement agency complaint","Washington State Governor","55"
"2014","Billing Issues","AT&T Mobility","55"
"2022","Student Loan Issue","Navient","55"
"2022","Other/Miscellaneous","PayPal","55"
"2020","Other/Miscellaneous","Home Depot","55"
"2015","Right To Cancel","CenturyLink","55"
"2022","Failure To Deliver/Perform","CenturyLink","55"
"2013","Misrepresentation of product or service","","55"
"2018","Imposter scam","Unknown - IRS Phishing","55"
"2021","Internet & Mobile device based transaction"," Unknown","54"
"2021","Landlord/Tenant - Residential"," Unknown","54"
"2017","Advance Fee Fraud","","54"
"2014","Automatic Dialing","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","54"
"2018","Other/Miscellaneous","Wells Fargo CRA Risk Management","54"
"2015","Billing Issues","Dish Network","54"
"2013","Billing Issues","AT&T Mobility","54"
"2015","Free to Pay",,"54"
"2021","Internet & Mobile device based transaction","eBay","54"
"2021","Failure To Deliver/Perform","Brown Paper Tickets","54"
"2021","Billing Issues","Ziply Fiber fka Frontier Communications","54"
"2015","Unregistered or Unlicensed Business",,"53"
"2018","Internet & Mobile device based transaction","Zaycon Foods LLC dba Zaycon Fresh","53"
"2021","Unregistered or Unlicensed Business","","53"
"2020","Billing Issues","T-Mobile","53"
"2018","Failure To Adjust/Refund","Amazon.com","53"
"2015","Billing Issues","Frontier Communications","53"
"2020","Business Failure or Bankruptcy","Soulbound Studios, LLC","53"
"2020","COVID-19","Washington State Employment Security Department","53"
"2020","Internet & Mobile device based transaction","Facebook","53"
"2018","Other/Miscellaneous","CHI Franciscan Health Systems","52"
"2016","Not As Ordered","","52"
"2017","Billing Issues","CHI Franciscan Health Systems","52"
"2013","Other/Miscellaneous","Bank of America NA","52"
"2021","Non-Fulfillment","Amazon.com","52"
"2020","Billing Issues","CHI Franciscan Health Systems","52"
"2019","Imposter scam","","52"
"2018","Other/Miscellaneous","Unknown - Fraudulent Collection Agency","52"
"2015","Privacy Abuse",,"52"
"2014","Governement agency complaint","Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","51"
"2020","Non-Essential Business Open ","","51"
"2020","COVID-19","Comcast","51"
"2015","Billing Issues","","51"
"2017","Unauthorized Debit","","51"
"2022","Other/Miscellaneous","Google Incorporated","51"
"2019","Service Representation","","51"
"2020","Questionable Quality Product/Service","Comcast","51"
"2014","Foreclosure Issue",,"51"
"2014","Fees",,"51"
"2020","Other/Miscellaneous","San Diego County District Attorney","51"
"2019","Discrimination","","50"
"2013","Automatic Dialing","Medical Alert / Medic Alert","50"
"2019","Other/Miscellaneous","Unknown - Technical Support","50"
"2022","Failure To Adjust/Refund","Expedia","50"
"2014","Failure To Deliver/Perform","Comcast","50"
"2017","Other/Miscellaneous","Unknown - Technical Support","50"
"2015","Failure To Deliver/Perform","","50"
"2016","Unregistered or Unlicensed Business","","50"
"2022","Alleged criminal activity"," Unknown","50"
"2020","Alleged criminal activity","San Diego County District Attorney","50"
"2021","Other/Miscellaneous","Bittrex","50"
"2017","Other/Miscellaneous","Wells Fargo CRA Risk Management","50"
"2013","Billing Issues","Ziply Fiber fka Frontier Communications","50"
"2022","Refund Policies","","50"
"2019","Telemarketing","","50"
"2018","Failure To Deliver/Perform","Ziply Fiber fka Frontier Communications","50"
"2013","Misrepresentation of Terms","","49"
"2022","Other/Miscellaneous","Washington State Employment Security Department","49"
"2014","Telemarketing","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","49"
"2019","Phishing","","49"
"2015","Unsatisfactory Repair/Service","Microsoft Corporation","49"
"2021","Imposter scam","","49"
"2014","Business Failure or Bankruptcy",,"49"
"2020","Questionable Quality Product/Service","Jpay Inmate Services","49"
"2016","Other/Miscellaneous","DIRECTV","49"
"2017","Other/Miscellaneous","Washington State Attorney General","49"
"2021","Other/Miscellaneous","GoldTaku LLC","49"
"2015","Unauthorized Debit",,"49"
"2017","Other/Miscellaneous","Equifax Office of Consumer Affairs","49"
"2022","Service Representation","","49"
"2013","Automatic Dialing"," Unknown","49"
"2016","Data Breach","Kidder Mathews","49"
"2015","Charitable Solicitation Issue",,"49"
"2017","Questionable Quality Product/Service","CenturyLink","49"
"2013","Fees","","49"
"2020","Governement agency complaint","San Diego County District Attorney","49"
"2018","Excessive Price or Charge","","49"
"2018","Advance Fee Fraud","","48"
"2017","Billing Issues","AT&T Mobility","48"
"2015","Failed communication attempts",,"48"
"2022","Other/Miscellaneous","Bank of America NA","48"
"2022","Tech Support Scam","Unknown - Technical Support","48"
"2020","Homeowner/Condo Association complaint or concern","","48"
"2017","Governement agency complaint","Washington State Employment Security Department","48"
"2018","Collection Activity (Fraudulent or mistaken ID)","","48"
"2018","Misrepresentation of product or service","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","48"
"2020","COVID-19","Stay Alfred","48"
"2016","Questionable Quality Product/Service","Comcast","48"
"2016","Employment Issue","Kidder Mathews","48"
"2022","Other/Miscellaneous","AT&T Mobility","48"
"2015","Billing Issues","Sprint Executive Services","48"
"2013","Other/Miscellaneous","Olympic Animal Sanctuary","48"
"2014","Billing Issues","Sprint Executive Services","47"
"2022","Governement agency complaint","Washington State Employment Security Department","47"
"2015","Business Failure or Bankruptcy",,"47"
"2016","Spyware / Malware","","47"
"2021","Other/Miscellaneous","DIRECTV","47"
"2020","Other/Miscellaneous","Sprint Executive Services","47"
"2018","Charge Above Estimate","","47"
"2019","Other/Miscellaneous","Sears Holdings Management Corporation","47"
"2018","Billing Issues","CHI Franciscan Health Systems","47"
"2021","Internet & Mobile device based transaction","PayPal","47"
"2013","Credit Reporting Error","Equifax Office of Consumer Affairs","47"
"2021","Other/Miscellaneous","Samsung Electronics America","47"
"2015","Collection Activity (Fraudulent or mistaken ID)"," Unknown","47"
"2021","Collection Activity (Fraudulent or mistaken ID)","Unknown - Fraudulent Collection Agency","47"
"2013","Free to Pay","","47"
"2017","Automatic Dialing"," Unknown","47"
"2020","Unsolicited E-mail"," Unknown","47"
"2021","COVID-19","Expedia","47"
"2018","Imposter scam","","47"
"2019","Alleged criminal activity"," Unknown","46"
"2016","Discrimination","","46"
"2019","Billing Issues","Sprint Executive Services","46"
"2020","Governement agency complaint","Washington State Office of the Attorney General","46"
"2019","Non-Fulfillment","Amazon.com","46"
"2018","Alleged criminal activity"," Unknown","46"
"2021","Other/Miscellaneous","Waste Management of Washington","46"
"2020","Telemarketing"," Unknown","46"
"2013","Unordered/Unsolicited Merchandise","","46"
"2021","Charge:Service Not Performed/Product not delivered","Reed Hein & Associates LLC dba Timeshare Exit Team","46"
"2021","Other/Miscellaneous","Walmart","46"
"2021","Other/Miscellaneous","Lowe's Home Improvement","46"
"2018","Governement agency complaint","Washington State Department of Social and Health Services","46"
"2021","Other/Miscellaneous","FedEx Customer Relations","46"
"2014","Internet & Mobile device based transaction","The Swanx","46"
"2021","COVID Mask Compliance","","45"
"2016","Spyware / Malware","iYogi","45"
"2018","Free to Pay","","45"
"2021","Governement agency complaint","Washington State Department of Social and Health Services","45"
"2019","Billing Issues","Amazon.com","45"
"2020","Other/Miscellaneous","Apple Inc","45"
"2022","Other/Miscellaneous","Home Depot","45"
"2013","Unregistered or Unlicensed Business","","45"
"2016","Unauthorized Repair/Service","","45"
"2017","Service Representation","","45"
"2014","Unauthorized Repair/Service",,"45"
"2020","Failure To Adjust/Refund","StubHub Inc","45"
"2022","Privacy Issues","","45"
"2020","Unsolicited E-mail","","45"
"2017","Other/Miscellaneous","Sears Holdings Management Corporation","45"
"2017","Other/Miscellaneous","Microsoft Corporation","45"
"2019","Credit/Financing","","45"
"2017","Other/Miscellaneous","Unknown - Utility Scam","44"
"2018","Privacy Abuse","","44"
"2021","Failure To Deliver/Perform","CenturyLink","44"
"2022","Other/Miscellaneous","Lowe's Home Improvement","44"
"2022","Other/Miscellaneous","Walmart","44"
"2021","Other/Miscellaneous","Robinhood Financial LLC","44"
"2014","Foreclosure Issue","Mr. Cooper fka Nationstar Mortgage","44"
"2014","Unsatisfactory Repair/Service","T-Mobile","44"
"2013","Failure To Deliver/Perform","T-Mobile","44"
"2020","Collection Activity (Fraudulent or mistaken ID)","","44"
"2019","Unregistered or Unlicensed Business","","44"
"2015","Questionable Quality Product/Service","","44"
"2015","Discrimination",,"44"
"2020","COVID-19","JustFly.com","44"
"2013","Billing Issues","Getty Images","44"
"2022","Credit/Financing","","43"
"2013","Failure To Deliver/Perform","Comcast","43"
"2019","Other/Miscellaneous","Expedia","43"
"2016","Refund Policies","","43"
"2021","Internet & Mobile device based transaction","T-Mobile","43"
"2020","Other/Miscellaneous","Vital Records Direct SL dba VitalrecordsCertificates.com","43"
"2016","Right To Cancel","DIRECTV","43"
"2018","Other/Miscellaneous","Microsoft Corporation","43"
"2013","Foreclosure Issue","PHH Mortgage fka Ocwen Loan Servicing LLC","43"
"2021","Other/Miscellaneous","CHI Franciscan Health Systems","43"
"2019","Billing Issues","T-Mobile","43"
"2022","Other/Miscellaneous","FedEx Customer Relations","43"
"2018","Internet & Mobile device based transaction","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","43"
"2020","Free to Pay","","43"
"2022","Charge Above Estimate","","43"
"2020","Price Gouging","eBay","43"
"2014","Unsatisfactory Repair/Service","Microsoft Corporation","42"
"2020","Refund Policies","Expedia","42"
"2014","Collection Practices","AllianceOne","42"
"2021","Questionable Quality Product/Service","Amazon.com","42"
"2016","Senior Exploitation","iYogi","42"
"2014","Automatic Dialing"," Unknown","42"
"2013","Not As Ordered","","42"
"2013","Collection Practices","AllianceOne","42"
"2015","Right To Cancel","T-Mobile","42"
"2021","Other/Miscellaneous","Larson Automotive Group","42"
"2019","Tech Support Scam","","42"
"2014","Other/Miscellaneous","Inquiry","42"
"2021","Charge Above Estimate","","42"
"2022","Unauthorized Repair/Service","","42"
"2022","Restriction/choice of goods or services","CareDash","42"
"2022","Internet & Mobile device based transaction","Comcast","42"
"2022","Other/Miscellaneous","AT&T Office of the President","42"
"2019","Other/Miscellaneous","Wells Fargo CRA Risk Management","42"
"2020","COVID-19","24 Hour Fitness","42"
"2015","Phishing","Unknown - Utility Scam","42"
"2018","Charitable Solicitation Issue","","42"
"2017","Failure To Deliver/Perform","Bungie","42"
"2017","Billing Issues","Puget Sound Energy","42"
"2013","Charge Above Estimate","","42"
"2013","Credit Reporting Error","TransUnion Credit Reporting","41"
"2013","Foreclosure Issue","Nationstar Mortgage, LLC/ Mr Cooper ","41"
"2020","Unsatisfactory Repair/Service","CenturyLink","41"
"2015","Unordered/Unsolicited Merchandise",,"41"
"2020","Billing Issues","DIRECTV","41"
"2021","Governement agency complaint","Washington State Department of Licensing","41"
"2019","Other/Miscellaneous","Equifax Office of Consumer Affairs","41"
"2019","Pyramid Schemes","LuLaRoe","41"
"2017","Refund Policies","","41"
"2022","Unsatisfactory Repair/Service","CenturyLink","41"
"2015","Unauthorized Repair/Service",,"41"
"2013","Other/Miscellaneous","Pacific Telecom Communications Group","41"
"2017","Right To Cancel","CenturyLink","41"
"2016","Failure To Deliver/Perform","Dish Network","41"
"2018","Other/Miscellaneous","FBA Stores LLC aka FBA Distributors LLC aka AWS LLC","41"
"2018","Failure To Deliver/Perform","Zaycon Foods LLC dba Zaycon Fresh","41"
"2017","Internet & Mobile device based transaction","Comcast","41"
"2013","Service Representation","DNS Services","40"
"2018","Discrimination","","40"
"2018","Refund Policies","","40"
"2018","Unsolicited E-mail","","40"
"2019","Privacy Abuse","","40"
"2014","Failure To Deliver/Perform","Amazon.com","40"
"2020","Other/Miscellaneous","Wells Fargo CRA Risk Management","40"
"2013","Senior Exploitation","","40"
"2020","Price Gouging","Safeway","40"
"2014","Business Failure or Bankruptcy","EM Fine Art Gallery","40"
"2020","Collection Activity (Fraudulent or mistaken ID)","Unknown - Fraudulent Collection Agency","40"
"2013","Credit Reporting Error","Experian Credit Reporting","40"
"2016","Unauthorized Repair/Service","Microsoft Corporation","40"
"2022","Charitable Solicitation Issue","","40"
"2013","Other/Miscellaneous"," Unknown","40"
"2020","Internet & Mobile device based transaction","Google Incorporated","40"
"2022","Billing Issues","CenturyLink","40"
"2019","Other/Miscellaneous","Apple Inc","40"
"2013","Non-Fulfillment","","40"
"2015","Billing Issues","Bank of America NA","40"
"2019","Other/Miscellaneous","Wave Division Holdings aka Wave Broadband","40"
"2013","Automatic Dialing","CALLERID4U, Inc","40"
"2021","Privacy Issues","","39"
"2019","Internet & Mobile device based transaction","DIRECTV","39"
"2022","Internet & Mobile device based transaction","Microsoft Corporation","39"
"2019","Other/Miscellaneous","Google Incorporated","39"
"2014","Phishing","Phishing","39"
"2021","Other/Miscellaneous","Chase Executive Office","39"
"2020","Internet & Mobile device based transaction","Microsoft Corporation","39"
"2019","Other/Miscellaneous","Microsoft Corporation","39"
"2020","Unregistered or Unlicensed Business","","39"
"2022","Other/Miscellaneous","Providence Health and Services","39"
"2014","Unsatisfactory Repair/Service","Dish Network","39"
"2014","Charitable Solicitation Issue",,"39"
"2014","Failure To Adjust/Refund","EM Fine Art Gallery","39"
"2022","Non-Fulfillment","Reed Hein & Associates LLC dba Timeshare Exit Team","39"
"2018","Phishing","","39"
"2021","Failure To Deliver/Perform","Comcast","39"
"2015","Foreclosure Issue","Bank of America NA","39"
"2016","Other/Miscellaneous","Bank of America NA","39"
"2018","General maintenance","Sunset Heights MHC","39"
"2020","Other/Miscellaneous","ADT Security/Protection One Alarm Services","39"
"2021","Other/Miscellaneous","Best Buy","39"
"2020","Other/Miscellaneous","Dish Network","39"
"2021","Governement agency complaint","United States Postal Service","39"
"2020","Failure To Adjust/Refund","JustFly.com","39"
"2015","Not As Ordered",,"39"
"2016","Other/Miscellaneous","Sprint Executive Services","39"
"2020","Phishing","Unknown - Technical Support","39"
"2016","Failed communication attempts","","39"
"2021","Failure To Deliver/Perform","GoldTaku LLC","39"
"2022","Other/Miscellaneous","OnTrac","39"
"2020","Eviction Issues","","39"
"2016","Homeowner/Condo Association complaint or concern","","38"
"2020","Other/Miscellaneous","Fred Meyer","38"
"2015","Governement agency complaint","Washington State Department of Social and Health Services","38"
"2018","Internet & Mobile device based transaction"," Unknown","38"
"2013","Privacy Issues","","38"
"2020","Failure To Adjust/Refund","Stay Alfred","38"
"2017","Discrimination","","38"
"2020","COVID-19","TicketMaster","38"
"2020","Refund Policies","Alaska Airlines","38"
"2022","Failure To Adjust/Refund","Brown Paper Tickets","38"
"2020","Other/Miscellaneous","US Bank Corporate Compliance","38"
"2017","Governement agency complaint","Washington State Department of Licensing","38"
"2022","Unsolicited E-mail","Microsoft Corporation","38"
"2020","Billing Issues","Amazon.com","38"
"2014","Third-Party Loan Modification Issue",,"38"
"2017","Failure To Deliver/Perform","Ziply Fiber fka Frontier Communications","38"
"2021","Other/Miscellaneous","Washington State Department of Licensing","38"
"2019","Other/Miscellaneous","eBay","38"
"2018","Homeowner/Condo Association complaint or concern","","38"
"2016","Other/Miscellaneous","AT&T Mobility","38"
"2013","Unauthorized Repair/Service","","38"
"2014","Failure To Deliver/Perform","Blue Moon Coins","38"
"2019","Utilities","Cascade Park Village","38"
"2020","Other/Miscellaneous","Equifax Office of Consumer Affairs","38"
"2020","Internet & Mobile device based transaction","Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records","38"
"2018","Unregistered or Unlicensed Business","","38"
"2020","Other/Miscellaneous","Samsung Electronics America","38"
"2020","Questionable Quality Product/Service","CenturyLink","38"
"2022","Advertising","CareDash","38"
"2020","Other/Miscellaneous","Chase Executive Office","38"
"2016","Charge Above Estimate","CenturyLink","38"
"2015","Telemarketing","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","38"
"2014","Not As Ordered",,"38"
"2020","Governement agency complaint","Washington State Department of Social and Health Services","37"
"2019","Charitable Solicitation Issue","","37"
"2022","Other/Miscellaneous","eBay","37"
"2018","Other/Miscellaneous","Washington State Department of Social and Health Services","37"
"2020","Credit/Financing","","37"
"2015","Right To Cancel","Comcast","37"
"2014","Partial Performance",,"37"
"2013","Automatic Dialing","Card Services/Credit Card Services/Card Member Services/Card Holder Services/Bankcard Services","37"
"2015","Collection Practices","Convergent Outsourcing fka ER Solutions","37"
"2020","Other/Miscellaneous","Green Dot","37"
"2017","Failure To Adjust/Refund","Amazon.com","37"
"2013","Billing Issues","Sprint Executive Services","37"
"2017","Charge Above Estimate","","37"
"2019","Not As Ordered","","37"
"2014","Internet & Mobile device based transaction","Comcast","37"
"2018","Right To Cancel","CenturyLink","37"
"2017","Phishing","","37"
"2021","Other/Miscellaneous","Chase Bankcard Services Inc","37"
"2018","Unauthorized Repair/Service","","37"
"2014","Credit/Financing",,"37"
