"intent_id","project_id","agencyname","awarding_agency_address","agencycontact","agencyphone","prime_company_name","prime_phone_number","prime_contractor_reg_number","prime_ubi_number","bid_due_date","cntrct_award_dt","contractname","contractnumber","projectlocation","amount","application_received_date","city","anysubcontractor","anyapprentices","cntrct_amt","time_matr_flg","allworksubcontracted","owner_operatorsworked","numberofowner_operatorworked","yourcompanyemployeesworked","omwbe_certification","license","ubi","companyname","phone","email","companyaddress1","companyaddress2","companycity","companystate","companyzip","insuranceaccount","hiringcomapanylicense","hiringcomapanyubi","hiringcompanyname","hiringcomapanyinsuranceaccount","expected_start_dt","primeintent"
"1171549","970356","MERIDIAN SCHOOL DISTRICT #505","214 W LAUREL RD BELLINGHAM, WA - 98226","Jay Yeager","360-739-1447","ARIES BUILDING SYSTEMS LLC","2549380800","ARIESBS868NA","603422258","2019-03-14T00:00:00.000","2021-06-01T00:00:00.000","MMS Classroom Relocate","1972000227","861 Ten Mile Road","102888.61","2021-08-23T00:00:00.000","Lynden","No","No","36540","False","No","Yes","1","Yes","false","ACCUSC*993PN","601820018","ACC-U-SET CONSTRUCTION INC","3608352437","acc-u-setinc@earthlink.net","PO BOX 725",,"WASHOUGAL","WA","98671","94198500","ARIESBS868NA","603422258","ARIES BUILDING SYSTEMS LLC",,"2021-08-30T00:00:00.000","1159694"
"1171548","971542","RENTON SCHOOL DISTRICT #403","300 SW 7TH ST RENTON, WA - 98055","Stewart Shusterman","206-755-1743","FIELDTURF USA INC","5143752604","FIELDUI955JH","602048132","2021-06-14T00:00:00.000","2021-07-07T00:00:00.000","Hazen High School Tennis Court Improvements","2012000159","1101 Hoquiam Ave NE
Renton, WA 98059","606853.58","2021-08-23T00:00:00.000","Renton","No","No","14000","False","No","Yes","1","Yes","false","MOENOCL875CE","603253851","MOENOA CONSTRUCTION LLC","2536328539","moenoaconstruction@gmail.com","3002 44TH ST NE",,"TACOMA","WA","98422","62061201","BEYNOSS881D9","602735618","BEYNON SPORTS SURFACES INC",,"2021-07-27T00:00:00.000","1162036"
"1171547","971123","MERIDIAN SCHOOL DISTRICT #505","214 W LAUREL RD BELLINGHAM, WA - 98226","Jay Yeager","360-739-1447","ARIES BUILDING SYSTEMS LLC","2549380800","ARIESBS868NA","603422258","2019-03-14T00:00:00.000","2021-06-01T00:00:00.000","Irene Reither Classroom Relocate","1972000226","954 East Hemmi Road","131685.24","2021-08-23T00:00:00.000","Everson","No","No","44370","False","No","Yes","1","Yes","false","ACCUSC*993PN","601820018","ACC-U-SET CONSTRUCTION INC","3608352437","acc-u-setinc@earthlink.net","PO BOX 725",,"WASHOUGAL","WA","98671","94198500","ARIESBS868NA","603422258","ARIES BUILDING SYSTEMS LLC",,"2021-08-30T00:00:00.000","1161222"
"1171546","970386","MERIDIAN SCHOOL DISTRICT #505","214 W LAUREL RD BELLINGHAM, WA - 98226","Jay Yeager","360-739-1447","ARIES BUILDING SYSTEMS LLC","2549380800","ARIESBS868NA","603422258","2019-03-14T00:00:00.000","2021-06-01T00:00:00.000","MHS Classroom Relocate","1972000228","194 W Laurel Rd","13197.94","2021-08-23T00:00:00.000","Bellingham","No","No","6600","False","No","Yes","1","Yes","false","ACCUSC*993PN","601820018","ACC-U-SET CONSTRUCTION INC","3608352437","acc-u-setinc@earthlink.net","PO BOX 725",,"WASHOUGAL","WA","98671","94198500","ARIESBS868NA","603422258","ARIES BUILDING SYSTEMS LLC",,"2021-08-30T00:00:00.000","1159755"
"1171545","945276","YAKIMA MEMORIAL HOSPITAL","2811 TIETON DR YAKIMA, WA - 98902","Allan Bell","509-249-5117","V K POWELL CONSTRUCTION LLC","5092488148","VKPOWCL007QT","602076287","2020-12-01T00:00:00.000","2020-12-01T00:00:00.000","VMM - Psych Addition & TI","(509) 249-5117","2811 Tieton Drive Yakima, WA 98902","6792584.00","2021-08-23T00:00:00.000","Yakima","No","No","14912","False","No","No","0","Yes","false","SOUSLSI153MT","397020834","SOUSLEY SOUND INC","5092484848","kay@sousley.com","1005 TIETON DR",,"YAKIMA","WA","98902","26807600","VKPOWCL007QT","602076287","V K POWELL CONSTRUCTION LLC",,"2021-07-26T00:00:00.000","1112887"
"1171544","966551","LACEY, CITY OF","PO BOX 3400 LACEY, WA - 98509-3400","Dave Weissenfluh","360-412-2897","MILES RESOURCES LLC","2533833585","MILESRL897RK","602870349","2021-05-20T00:00:00.000","2021-06-03T00:00:00.000","Carpenter Road Overlay","PW 2021-14",,"1680680.00","2021-08-23T00:00:00.000","Lacey","No","No",,"True","No","Yes","1","No","false","APERGT*832DL","602867001","APERGIS TRANSPORTATION","2533012551","anthonyapergis1@gmail.com","5812 S ADAMS ST STE A",,"TACOMA","WA","98409","17577301","MILESRL897RK","602870349","MILES RESOURCES LLC",,"2021-08-23T00:00:00.000","1152348"
"1171540","975197","King County Water and Land Resources Division","201 S Jackson Street, Ste 600 Seattle, WA - 98104","Jessica Alvarado","206-263-5898","KIEWIT INFRASTRUCTURE WEST CO","4023422052","KIEWIIW904M1","600454043","2021-06-29T00:00:00.000","2021-07-08T00:00:00.000","SR 169 Flood Risk REduction","KC000251",,"2170617.00","2021-08-23T00:00:00.000","Seattle","No","No","22935","False","No","No","0","Yes","true",,"602045762","O'Bunco Engineering Intl. Inc.","4254517300","nrodriguez@obuncoengineering.com","1042 W James ST, Ste 201",,"Kent","WA","98032","96806001","KIEWIIW904M1","600454043","KIEWIT INFRASTRUCTURE WEST CO",,"2021-09-06T00:00:00.000","1169052"
"1171540","975197","King County Water and Land Resources Division","201 S Jackson Street, Ste 600 Seattle, WA - 98104","Jessica Alvarado","206-263-5898","KIEWIT INFRASTRUCTURE WEST CO","4023422052","KIEWIIW904M1","600454043","2021-06-29T00:00:00.000","2021-07-08T00:00:00.000","SR 169 Flood Risk REduction","KC000251",,"2170617.00","2021-08-23T00:00:00.000","Seattle","No","No","22935","False","No","No","0","Yes","true",,"602045762","O'Bunco Engineering Intl. Inc.","4254517300","nrodriguez@obuncoengineering.com","1042 W James ST, Ste 201",,"Kent","WA","98032","96806001","KIEWIIW904M1","600454043","KIEWIT INFRASTRUCTURE WEST CO",,"2021-09-06T00:00:00.000","1169052"
"1171538","975295","SNOHOMISH, CITY OF","116 UNION AVE SNOHOMISH, WA - 98290","Brennan Collins","425-903-1812","CADMAN MATERIALS INC","9726536140","CADMAMI837L7","601288815","2021-06-09T00:00:00.000","2021-08-13T00:00:00.000","14th St & Ridge Ave Overlay",,"14th Street, Bonneville Ave, Ridge Ave","409857.20","2021-08-23T00:00:00.000","Snohomish","No","No","151940","False","No","Yes","1","Yes","true","ALPINDI055JA","601609160","ALPINE DEVELOPMENT INC","4254021014","cheri@vanderwel.com","20415 150TH AVE SE",,"MONROE","WA","98272","88590700","CADMAMI837L7","601288815","CADMAN MATERIALS INC",,"2021-08-23T00:00:00.000","1169517"
"1171538","975295","SNOHOMISH, CITY OF","116 UNION AVE SNOHOMISH, WA - 98290","Brennan Collins","425-903-1812","CADMAN MATERIALS INC","9726536140","CADMAMI837L7","601288815","2021-06-09T00:00:00.000","2021-08-13T00:00:00.000","14th St & Ridge Ave Overlay",,"14th Street, Bonneville Ave, Ridge Ave","409857.20","2021-08-23T00:00:00.000","Snohomish","No","No","151940","False","No","Yes","1","Yes","true","ALPINDI055JA","601609160","ALPINE DEVELOPMENT INC","4254021014","cheri@vanderwel.com","20415 150TH AVE SE",,"MONROE","WA","98272","88590700","CADMAMI837L7","601288815","CADMAN MATERIALS INC",,"2021-08-23T00:00:00.000","1169517"
"1171537","971141","TAHOMA SCHOOL DISTRICT #409","25720 MPL VLY BL DIAMOND RD SE MAPLE VALLEY, WA - 98038-8307","Cindy Darcy","425-413-3400","BARGREEN ELLINGSON INC","2534759201","BARGRE*336OJ","278038615","2021-06-08T00:00:00.000","2021-06-08T00:00:00.000","Rock Creek Elementary School","2312000024","25700 Mpl Vly Blk Diamond Rd SE
Maple Valley, WA 98038","44764.58","2021-08-23T00:00:00.000","Maple Valley","No","No","39122.67","False","No","No","0","Yes","false","HOBAR**886BF","602183110","HOBART","5099223123","michele.hall@hobartservice.com","9922 E MONTGOMERY #15",,"SPOKANE","WA","99206","56036409","BARGRE*336OJ","278038615","BARGREEN ELLINGSON INC",,"2021-06-25T00:00:00.000","1161254"
"1171536","976228","SEATTLE, CITY OF","P.O. BOX 94687 Seattle, WA - 98124-4687","Kate Spitzer","206-733-9065","WILLIAMS SCOTSMAN INC","3606511800","WILLISI021LP","601633046","2021-03-04T00:00:00.000","2021-03-11T00:00:00.000","Fire Station 31 Interim","R160101","10503 Interlake Ave. North
Seattle, WA 98133","219624.75","2021-08-23T00:00:00.000","SEATTLE","Yes","No","219624.75","False","Yes","No","0","No","false","WILLISI021LP","601633046","WILLIAMS SCOTSMAN INC","3606511800","cecilia.rienton@willscot.com","14407 Smokey Point Blvd",,"MARYSVILLE","WA","98271","90435201",,,,,"2021-03-11T00:00:00.000","1171536"
"1171534","975295","SNOHOMISH, CITY OF","116 UNION AVE SNOHOMISH, WA - 98290","Brennan Collins","425-903-1812","CADMAN MATERIALS INC","9726536140","CADMAMI837L7","601288815","2021-06-09T00:00:00.000","2021-08-13T00:00:00.000","14th St & Ridge Ave Overlay",,"14th Street, Bonneville Ave, Ridge Ave","409857.20","2021-08-23T00:00:00.000","Snohomish","No","No","1580","False","No","No","0","Yes","false","SALINSS044LO","601717158","SALINAS SAWING & SEALING INC","4257450706","donna@salinassawcutting.com","7804 40th Ave. W.",,"MUKILTEO","WA","98275","03325400","CADMAMI837L7","601288815","CADMAN MATERIALS INC",,"2021-08-23T00:00:00.000","1169517"
"1171532","976027","MOSES LAKE SCHOOL DISTRICT #161","920 West Ivy Ave  MOSES LAKE WA 98837","DON SHERFEY","509-793-7899","COLUMBIA BASIN STRIPING LLC","5098791210","COLUMBS926KT","602803395","2021-07-28T00:00:00.000","2021-07-29T00:00:00.000","SAGE POINT","MS-82013","4000 W PENINSULA DR, MOSES LAKE","2807.56","2021-08-23T00:00:00.000","Moses Lake","No","No","2807.56",,"No","No","0","Yes","false","COLUMBS926KT","602803395","COLUMBIA BASIN STRIPING LLC","5098791210","columbiabasinstriping@yahoo.com","11969 Debonair ST Unit E",,"MOSES LAKE","WA","98837","16090101",,,,,"2021-08-05T00:00:00.000","1171532"
"1171531","974264","KENT, CITY OF","220 - 4TH AVE S KENT, WA - 98032-5895","Terry Jungman","2538565112","O M A CONSTRUCTION INC","2062621721","OMACOI*023L6","601872128","2021-07-15T00:00:00.000","2021-08-09T00:00:00.000","WILLIS STREET AND 4TH AVENUE LANDSCAPE","PK21-01","North and South side of Willis Street (SR 516) and 4th Ave South","1230999.47","2021-08-23T00:00:00.000","Kent","No","No","13000","False","No","No","0","Yes","true",,"602045762","O'Bunco Engineering Intl. Inc.","4254517300","nrodriguez@obuncoengineering.com","1042 W James ST, Ste 201",,"Kent","WA","98032","96806001","OMACOI*023L6","601872128","O M A CONSTRUCTION INC",,"2021-09-06T00:00:00.000","1167475"
"1171531","974264","KENT, CITY OF","220 - 4TH AVE S KENT, WA - 98032-5895","Terry Jungman","2538565112","O M A CONSTRUCTION INC","2062621721","OMACOI*023L6","601872128","2021-07-15T00:00:00.000","2021-08-09T00:00:00.000","WILLIS STREET AND 4TH AVENUE LANDSCAPE","PK21-01","North and South side of Willis Street (SR 516) and 4th Ave South","1230999.47","2021-08-23T00:00:00.000","Kent","No","No","13000","False","No","No","0","Yes","true",,"602045762","O'Bunco Engineering Intl. Inc.","4254517300","nrodriguez@obuncoengineering.com","1042 W James ST, Ste 201",,"Kent","WA","98032","96806001","OMACOI*023L6","601872128","O M A CONSTRUCTION INC",,"2021-09-06T00:00:00.000","1167475"
"1171528","947687","TACOMA SCHOOL DISTRICT #10","3321 S UNION AVE TACOMA, WA - 98409","Morris Aldridge","2535713350","JOHN KORSMO CONSTRUCTION INC","2535826712","JOHNKCI126BE","601060081","2021-01-05T00:00:00.000","2021-01-05T00:00:00.000","Downing Elementary School Replacement","TSD-20-172","2502 N Orchard Street
Tacoma, WA 98406","34162000.00","2021-08-23T00:00:00.000","Tacoma","No","Yes","103735","False","No","No","0","Yes","false","ECCOM**148BA","601107330","E C COMPANY","5032243511","ecpayroll@ecpowerslife.com","PO BOX 10286",,"PORTLAND","OR","97296","49612400","ATSAUI*131CJ","600647391","A T S AUTOMATION INC",,"2021-09-01T00:00:00.000","1117203"
"1171525","970009","Whatcom County Facilities Management","3720 Williamson Way  Bellingham WA 98226","Eric Eames","360-778-5372","ANDGAR MECHANICAL LLC","3603669900","ANDGAML825N3","604255353","2021-06-29T00:00:00.000","2021-06-29T00:00:00.000","Emergency - Troubleshoot Heat Pump 1 at NWA","2021-FM-056","5280 Northwest Ave","598.40","2021-08-23T00:00:00.000","Bellingham",,"No","598.4",,"No","No","0","Yes","false","ANDGAML825N3","604255353","ANDGAR MECHANICAL LLC",,"ianb@andgar.com","Po Box 2708",,"FERNDALE","WA","98248","33668004",,,,,,
"1171524","962991","KING COUNTY PARKS DEPARTMENT","821 2ND AVE SEATTLE, WA - 98104-1598","Jeni Bonenfant","2064774558","O M A CONSTRUCTION INC","2062621721","OMACOI*023L6","601872128","2021-04-29T00:00:00.000","2021-05-19T00:00:00.000","Derby Creek Flood Reduction and Habitat Enhancement","KC000132","Derby Creek from the North Shore Athletic Fields site to the Sammamish River confluence and improvements to the Sammamish River Trail in King County near the city of Woodinville, Washington. North Shore Athletic Field is located at 14735 NE 145th St, Woodinville, WA 98072","1698710.00","2021-08-23T00:00:00.000","Woodinville","No","Yes","4902","False","No","No","0","Yes","false","PACIFSG831KP","603455205","PACIFIC STEEL GROUP","8582511100","r.arias@pacificsteelgroup.com","4805 MURPHY CANYON RD",,"SAN DIEGO","CA","92123","09895801","COMBICI893NT","603119288","COMBINED CONSTRUCTION INC",,"2021-08-25T00:00:00.000","1145831"
"1171523","976225","EDUCATIONAL SERVICES DISTRICT #123","124 S 4TH AVE PASCO, WA - 99301-5507","Jack Morris","509-544-5732","Ednetics Inc","2087774709","EDNETI*896PE","602127359","2021-06-24T00:00:00.000","2021-07-19T00:00:00.000","21-07612 ESD 123 Admin Bldg ACS","1852100251",,"2998.70","2021-08-23T00:00:00.000","Pasco","Yes","No","2998.7","False","No","No","0","Yes","false","EDNETI*896PE","602127359","Ednetics Inc","2087774709","eric.hunt@ednetics.com","971 S Clearwater Loop",,"POST FALLS","ID","83854","01382700",,,,,"2021-07-22T00:00:00.000","1171523"
"1171520","972371","BELLINGHAM SCHOOL DISTRICT #501","1306 DUPONT ST BELLINGHAM, WA - 98225","Mike Anderson","360-676-6548","THYSSENKRUPP ELEVATOR CORP","770-799-0453","THYSSEC990OT","601715397","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","Bellingham High School","R150801","2020 Cornwall Ave
Bellingham WA 98225-3648","184904.00","2021-08-23T00:00:00.000","Bellingham","No","No","9995","False","No","Yes","1","Yes","false","HEATICN800B8","604569147","HEATING AND COOLING NW LLC","4253673444","chris@heatingandcoolingnw.com","2207 LUNDQUIST LN",,"LAKE STEVENS","WA","98258","88564800","THYSSEC990OT","601715397","THYSSENKRUPP ELEVATOR CORP",,"2021-07-27T00:00:00.000","1163615"
"1171518","975777","SAMARITAN HEALTHCARE","801 E WHEELER RD  MOSES LAKE WA 98837","MONA MORENO","509-793-9640","COMFORT EXPERTS PLUMBING INC","5097608077","COMFOEP891D1","603071580","2021-08-13T00:00:00.000","2021-08-13T00:00:00.000","SURGEY MEN'S TOILET REPAIRS","WKO20398","SAMARITAN HEALTHCARE
801 E WHEELER ROAD
MOSES LAKE, WA 98837","200.54","2021-08-23T00:00:00.000","Moses Lake",,"No","200.54",,"No","Yes","1","No","false","COMFOEP891D1","603071580","COMFORT EXPERTS PLUMBING INC",,"hicalder1@yahoo.com","PO BOX 1778",,"MOSES LAKE","WA","98837","95730401",,,,,,
"1171517","968547","Whatcom County Facilities Management","3720 Williamson Way  Bellingham WA 98226","Eric Eames","360-778-5372","ANDGAR MECHANICAL LLC","3603669900","ANDGAML825N3","604255353","2021-06-28T00:00:00.000","2021-06-28T00:00:00.000","Repair Server Room Chiller and AC Unit at Central Shop","2021-FM-055","901 W. Smith Rd. 
Bellingham, WA 98226","611.46","2021-08-23T00:00:00.000","Bellingham",,"No","611.46",,"No","No","0","Yes","false","ANDGAML825N3","604255353","ANDGAR MECHANICAL LLC",,"ianb@andgar.com","Po Box 2708",,"FERNDALE","WA","98248","33668004",,,,,,
"1171514","955616","BENTON COUNTY","PO BOX 470 PROSSER, WA - 99350","Benton County","509-736-2704","APOLLO MECHANICAL CONTRACTORS","5095861104","APOLLMC864JQ","600443607","2021-03-05T00:00:00.000","2021-03-23T00:00:00.000","M2476 BENTON COUNTY JAIL BOILER REPLACEMENT","Jail Boiler Replacement Project","7122 W. Okanogan Pl. Kennewick WA 99336","134242.00","2021-08-23T00:00:00.000","KENNEWICK","No","No","3700","False","No","No","0","Yes","false","SIERREI021CZ","601845435","SIERRA ELECTRIC INC","5095428682","shannymurf@aol.com","4120 N Swallow Ave",,"PASCO","WA","99302","95168700","APOLLMC864JQ","600443607","APOLLO MECHANICAL CONTRACTORS",,"2021-04-19T00:00:00.000","1131253"
"1171513","967927","Whatcom County Facilities Management","3720 Williamson Way  Bellingham WA 98226","Eric Eames","360-778-5360","ANDGAR MECHANICAL LLC","3603669900","ANDGAML825N3","604255353","2021-06-23T00:00:00.000","2021-06-23T00:00:00.000","Repair 2nd Floor SE Heat Pump at State St","2021-FM-051","1500 N. State Street
Bellingham, WA 98226","420.19","2021-08-23T00:00:00.000","Bellingham",,"No","420.19",,"No","No","0","Yes","false","ANDGAML825N3","604255353","ANDGAR MECHANICAL LLC",,"ianb@andgar.com","Po Box 2708",,"FERNDALE","WA","98248","33668004",,,,,,
"1171511","909484","SPOKANE TRANSIT AUTHORITY","1230 W BOONE AVE SPOKANE, WA - 99201","Don Skillingstad","509-344-1869","CAMERON-REILLY LLC","5094665555","CAMERRL942NU","602633401","2020-02-07T00:00:00.000","2020-02-20T00:00:00.000","Central City Line Core Construction","2019-10335","Construction of 28 Station Stops - Spokane WA","12300000.00","2021-08-23T00:00:00.000","Spokane","No","No","27718","False","No","No","0","Yes","false","MCCLIT*370N0","328040432","MCCLINTOCK & TURK INC","5095357641","Christie@mcturk.net","PO BOX 3243",,"SPOKANE","WA","99220","11657000","CAMERRL942NU","602633401","CAMERON-REILLY LLC",,"2021-08-16T00:00:00.000","1040323"
"1171509","975113","EDMONDS, CITY OF","121 - 5TH AVE N EDMONDS, WA - 98020","Henry Schroder","425-771-0220","A-1 LANDSCAPING & CONST INC","4254029900","A1LANCI056DP","601605837","2021-05-27T00:00:00.000","2021-06-13T00:00:00.000","Civic Center Playfield","E0MA/c551","310 6th Ave N Edmonds WA 98020","10135595.52","2021-08-23T00:00:00.000","Edmonds","No","Yes","184029","False","No","No","0","Yes","false","GRINDSI981PC","602196010","GRINDLINE SKATEPARKS INC",,"monica@grindline.com","4619 14TH AVE SW",,"SEATTLE","WA","98106","02831700","A1LANCI056DP","601605837","A-1 LANDSCAPING & CONST INC",,"2021-12-01T00:00:00.000","1169089"
"1171505","976222","SKAMANIA SCHOOL DISTRICT #2","122 BUTLER LP RD STEVENSON, WA - 98648-6021","Ralph Pruitt","509-427-8239x1","STEWART MECHANICAL INC","3608925215","STEWAMI814MC","602500403","2021-08-19T00:00:00.000","2021-08-19T00:00:00.000","Skamania School District #2","1330","122 Butler Loop Rd.
Skamania, WA 98648","3000.00","2021-08-23T00:00:00.000","Stevenson","No","Yes","3000","False","No","No","0","Yes","false","STEWAMI814MC","602500403","STEWART MECHANICAL INC","3608925215","docs@stewartci.com","PO BOX 7",,"BRUSH PRAIRIE","WA","98606","07667001",,,,,"2021-08-20T00:00:00.000","1171505"
"1171502","966072","Whatcom County Facilities Management","3720 Williamson Way  Bellingham WA 98226","Dee Ebergson","360-778-5366","ANDGAR MECHANICAL LLC","3603669900","ANDGAML825N3","604255353","2021-06-10T00:00:00.000","2021-06-10T00:00:00.000","Emerg AC Troubleshoot & Repair Superior Court","FAC-21-049","Whatcom County Courthouse
3rd Floor Superior Court 
311 Grand Avenue
Bellingham WA 98225","1746.24","2021-08-23T00:00:00.000","Bellingham",,"No","1746.24",,"No","No","0","Yes","false","ANDGAML825N3","604255353","ANDGAR MECHANICAL LLC",,"ianb@andgar.com","Po Box 2708",,"FERNDALE","WA","98248","33668004",,,,,,
"1171497","974643","BELLEVUE, CITY OF","PO BOX 90012 BELLEVUE, WA - 98009","Erikka Hildonen","425-452-5280","R C N W","4252549999","RCNW*CN978L6","602286010","2021-07-01T00:00:00.000","2021-07-19T00:00:00.000","Eastgate Annexation Area Curb Ramp Upgrades","21065",,"749367.50","2021-08-23T00:00:00.000","Bellevue","No","No","2160","False","No","Yes","1","Yes","false",,"603226051","American Surveying and Environmental LLC","4258817430","hwells@asesurvey.com","1495 NW Gilman Blvd #14",,"Issaquah","WA","98027","24541400","RCNW*CN978L6","602286010","R C N W",,"2021-08-23T00:00:00.000","1168247"
"1171493","975046","LYNDEN SCHOOL DISTRICT #504","1203 BRADLEY RD  LYNDEN WA 98264","Dawn Duncan","360-354-8679","ANDGAR MECHANICAL LLC","3603669900","ANDGAML825N3","604255353","2021-07-15T00:00:00.000","2021-07-15T00:00:00.000","Control Work, sequencer, Vossbeck","1602000637","1301 Bridgeview Drive, Lynden, WA","650.62","2021-08-23T00:00:00.000","Lynden",,"No","650.62",,"No","No","0","Yes","false","ANDGAML825N3","604255353","ANDGAR MECHANICAL LLC",,"ianb@andgar.com","Po Box 2708",,"FERNDALE","WA","98248","33668004",,,,,,
"1171492","976217","BENTON COUNTY FIRE DISTRICT #4","2604 Bombing Range Road WEST RICHLAND, WA - 99353","JAMES LONGIE","509-967-2496","STRIPE RITE INC","2538330484","STRIPRI121JM","601048084","2021-07-08T00:00:00.000","2021-08-19T00:00:00.000","Safety Stripe",,"Keene Rd/Bombing Range Rd
West Richland WA 99353","12334.00","2021-08-23T00:00:00.000","West Richland, WA","No","No","12334","False","No","No","0","Yes","false","STRIPRI121JM","601048084","STRIPE RITE INC","2538330484","cathie@striperite.com","1813 137TH AVE E",,"SUMNER","WA","98390","47718201",,,,,"2021-08-24T00:00:00.000","1171492"
"1171491","962383","ARLINGTON, CITY OF","238 N OLYMPIC ARLINGTON, WA - 98223","Ryan Morris","360-403-3506","REECE CONSTRUCTION COMPANY","3606599600","REECECC852C7","602893954","2021-04-15T00:00:00.000","2021-05-03T00:00:00.000","2021 Utility Improvement and pavement preservation project","P02.437.4","North French Street","2139164.47","2021-08-23T00:00:00.000","Arlington","No","No",,"True","No","Yes","1","No","true",,"602324152","Parker Trucking Inc.","3606532434","parker2434@frontier.com","8719 27th Ave NE",,"Marysville","WA","98271","06226500","REECECC852C7","602893954","REECE CONSTRUCTION COMPANY",,"2021-08-19T00:00:00.000","1144687"
"1171491","962383","ARLINGTON, CITY OF","238 N OLYMPIC ARLINGTON, WA - 98223","Ryan Morris","360-403-3506","REECE CONSTRUCTION COMPANY","3606599600","REECECC852C7","602893954","2021-04-15T00:00:00.000","2021-05-03T00:00:00.000","2021 Utility Improvement and pavement preservation project","P02.437.4","North French Street","2139164.47","2021-08-23T00:00:00.000","Arlington","No","No",,"True","No","Yes","1","No","true",,"602324152","Parker Trucking Inc.","3606532434","parker2434@frontier.com","8719 27th Ave NE",,"Marysville","WA","98271","06226500","REECECC852C7","602893954","REECE CONSTRUCTION COMPANY",,"2021-08-19T00:00:00.000","1144687"
"1171489","976216","RIVERVIEW SCHOOL DISTRICT #407","32240 NE 50ST STREET CARNATION, WA - 98014","Kory Loresch","206-396-4695","MR ROOTER PLUMBING","4252264731","MRROOP*022NE","601432172","2021-08-18T00:00:00.000","2021-08-18T00:00:00.000","Riverview School District","213331287","3944 320th Avenue NE
Carnation WA  98014","8458.04","2021-08-23T00:00:00.000","Carnation","No","No","8458.04","False","No","No","0","Yes","false","MRROOP*022NE","601432172","MR ROOTER PLUMBING","4252264731","suea@mrrootersea.com","2000 S 116th Street",,"SEATTLE","WA","98168","58231801",,,,,"2021-08-18T00:00:00.000","1171489"
"1171486","976215","UNION GAP SCHOOL DISTRICT #002","3200 S 2ND ST UNION GAP, WA - 98903","Tony Silver","5092483966","Primary Electric & Design LLC","5098234442","PRIMAED899CH","603078276","2021-08-17T00:00:00.000","2021-08-17T00:00:00.000","Stoves","5296","3201 4th St, Union Gap, WA 98903","7928.69","2021-08-23T00:00:00.000","Union Gap","No","No","7928.69","False","No","No","0","Yes","false","PRIMAED899CH","603078276","Primary Electric & Design LLC","5098234442","primaryelect@gmail.com","PO Box 2524",,"YAKIMA","WA","98907","33847800",,,,,"2021-08-17T00:00:00.000","1171486"
"1171485","976214","CENTRAL WASHINGTON UNIVERSITY","400 E 8TH AVE ELLENSBURG, WA - 98926-7523","Joanne Hillemann","509-899-2777","TOTAL ENGY MGT & HVAC SERV INC","5099464500","TOTALEM121ON","600535041","2021-06-10T00:00:00.000","2021-07-27T00:00:00.000","Bouillon Hall Fan Replacement","12368-21",,"190000.00","2021-08-23T00:00:00.000","Ellensburg","Yes","Yes","190000","False","No","No","0","Yes","false","TOTALEM121ON","600535041","TOTAL ENGY MGT & HVAC SERV INC","5099464500","jbryson@teminc.com","2521 Stevens Drive",,"RICHLAND","WA","99354","51797001",,,,,"2021-08-01T00:00:00.000","1171485"
"1171484","968739","CHEHALIS SCHOOL DISTRICT #302","310 SW 16TH ST CHEHALIS, WA - 98532","Heather Pinkerton","360-807-7213","PACIFIC MOBILE STRUCTURES INC","3607480121","PACIFMS033DC","600498022","2021-06-14T00:00:00.000","2021-06-14T00:00:00.000","Chehalis MS","1022000089","CMS
1060 SW 20th St 
Chehalis, WA 98532","716613.80","2021-08-23T00:00:00.000","Chehalis","Yes","No","61246","False","No","No","0","Yes","false","WELCORS927QQ","602096666","WELCOME RAMP SYSTEMS INC","2067959056","jennel@welcomerampsystems.com","3902 B Street NW",,"AUBURN","WA","98001","18903200","PACIFMS033DC","600498022","PACIFIC MOBILE STRUCTURES INC",,"2021-08-26T00:00:00.000","1156573"
"1171481","965201","Serenity House of Clallam County","PO Box 4047 PORT ANGELES, WA - 98362","Sharon Maggard","360-452-9866","Hoch Construction","3604525381","HOCHCC*912N4","602947244","2020-06-01T00:00:00.000","2020-06-01T00:00:00.000","Restroom Renovation","N/A",,"326029.34","2021-08-23T00:00:00.000","Port Angeles","No","No","5000","False","No","No","0","Yes","false","OLYMPCC893CJ","602753669","Olympic Concrete Cutting","3604525252","olympicconcretecutting@live.com","126 Frost RD",,"SEQUIM","WA","98382","83581206","HOCHCC*912N4","602947244","HOCH CONSTRUCTION",,"2021-07-19T00:00:00.000","1149847"
"1171480","976210","NORTH THURSTON SCHOOL DISTRICT #3","305 COLLEGE ST NE LACEY, WA - 98506","Brent Lancaster","360-412-4432","MB ELECTRIC LLC","3604551025","MBELEEL956LF","602501189","2021-08-12T00:00:00.000","2021-08-16T00:00:00.000","Bus Barn Fan Install","1832100002","6620 Carpenter Rd SE
Lacey, WA 98503","5368.99","2021-08-23T00:00:00.000","Lacey","No","No","5368.99","False","No","No","0","Yes","false","MBELEEL956LF","602501189","MB ELECTRIC LLC","3604551025","mardy@mbelectricllc.com","PO BOX 5758",,"LACEY","WA","98509","09231700",,,,,"2021-08-30T00:00:00.000","1171480"
