"funding_program","proj","recip","website","administrative_organization","current_status","primary_contact","alternate_contact","grant_or_loan","program_description","eligible_projects_description","administrative_sub","percent_match","match_requirement_description","funding_limitation","funding_limitation_description","application_open_yr_1","application_closed_yr_1","application_open_yr_2","application_closed_yr_2","funding_award_duration","additional_application","supplemental_information","last_updated"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Lead Entities","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Nonprofit Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Regional Fisheries Enhancement Groups","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Pilot/Demonstration Project","Water and Sewer Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Conservation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Lead Entities","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Nonprofit Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Regional Fisheries Enhancement Groups","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Planning","Water and Sewer Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Plant Control Activities","Conservation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Plant Control Activities","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Plant Control Activities","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Plant Control Activities","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
"Floodplains by Design (Ecology)","Plant Control Activities","Lead Entities","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Floodplains-by-design","Washington State Department of Ecology","Active","Scott McKinney; 360-407-6131; scott.mckinney@ecy.wa.gov","Adam Sant; 360-407-7675; adam.sant@ecy.wa.gov","Grant","Floodplains By Design (FBD) is a multi-benefit program that addresses flood hazards to communities while also improving floodplain and ecosystem functions.  The program is intended to address large-scale actions and include multiple benefits.","Project vary widely and are custom fit to the needs of a community or watershed.","Shorelands and Environmental Assistance Program","0.2","Previous investments in the project or related elements such as designs, land acquisitions, feasibility studies may be used as match.  Standard cash match and in-kind are also eligible match.","n/a","Grants are not limited by dollar value, but work must be completed in 2-3 years.","11/26/2017","7/1/2018","n/a","n/a","3 years","Project proposal period opens in the fall of odd numbered years and closes in July of even numbered years.  Funding awards are made in the summer of even numbered years and are based on the state capital budget.","n/a","2018-08-19T00:00:00.000"
