"id","report_number","origin","filer_id","filer_name","type","funding_source_id","funding_source","filing_period","receipt_date","employer_id","employer_name","compensation","sub_lobbyist_compensation","net_compensation","personal_expenses","entertainment","contributions","advertising","political_ads","other","total_expenses","net_total","employment_registration_id","employment_type","contractor_id","contractor_name","url"
"93502-18690","93502","FE","17536","Nick Federici","Employer","18690","FAIRFAX HOSPITAL","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16431","FAIRFAX HOSPITAL","3600.00","0.00","3600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3600.00","18690","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18692","93502","FE","17536","Nick Federici","Employer","18692","PIONEER HUMAN SERVICES","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16788","PIONEER HUMAN SERVICES","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","18692","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18693","93502","FE","17536","Nick Federici","Employer","18693","RESPIRATORY CARE SOCIETY OF WA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16857","RESPIRATORY CARE SOCIETY OF WA","100.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","18693","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18694","93502","FE","17536","Nick Federici","Employer","18694","SEIU 775","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16905","SEIU 775","2500.00","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2500.00","18694","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18695","93502","FE","17536","Nick Federici","Employer","18695","UNITED WAY OF KING CO","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17018","UNITED WAY OF KING CO","3833.33","0.00","3833.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3833.33","18695","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18698","93502","FE","17536","Nick Federici","Employer","18698","WA INFORMATION NETWORK 211","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17136","WA INFORMATION NETWORK 211","2500.00","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2500.00","18698","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18699","93502","FE","17536","Nick Federici","Employer","18699","WA LOW-INCOME HOUSING ALLIANCE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17143","WA LOW-INCOME HOUSING ALLIANCE","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","18699","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-18700","93502","FE","17536","Nick Federici","Employer","18700","TOXIC-FREE FUTURE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17201","TOXIC-FREE FUTURE","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","18700","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-26261","93502","FE","17536","Nick Federici","Employer","26261","CITY OF SPOKANE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16314","CITY OF SPOKANE","3500.00","0.00","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3500.00","26261","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-47022","93502","FE","17536","Nick Federici","Employer","47022","CITY OF YAKIMA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16321","CITY OF YAKIMA","2500.00","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2500.00","47022","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-47042","93502","FE","17536","Nick Federici","Employer","47042","City of Sammamish","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","47025","City of Sammamish","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2000.00","47042","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-62857","93502","FE","17536","Nick Federici","Employer","62857","American Association of Orthodontists","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","62856","American Association of Orthodontists","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","62857","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-65284","93502","FE","17536","Nick Federici","Employer","65284","BP AMERICA INC","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16139","BP AMERICA INC","6500.00","0.00","6500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6500.00","65284","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-75016","93502","FE","17536","Nick Federici","Employer","75016","NW Community Land Trust Coalition","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","28209","NW Community Land Trust Coalition","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","75016","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-79132","93502","FE","17536","Nick Federici","Employer","79132","UFCW#367 ","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","79130","UFCW#367 ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","79132","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93502)"
"93502-17536","93502","FE","17536","Nick Federici","Lobbyist","17536","Nick Federici (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93502)"
"93497-72792","93497","FE","18008","Eileen Sullivan","Employer","72792","Dropbox, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","72789","Dropbox, Inc.","3500.00","0.00","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3500.00","72792","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-73021","93497","FE","18008","Eileen Sullivan","Employer","73021","Fiserv, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","73020","Fiserv, Inc.","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","73021","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-73123","93497","FE","18008","Eileen Sullivan","Employer","73123","COMCAST CABLE COMMUNICATIONS","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16344","COMCAST CABLE COMMUNICATIONS","8000.00","0.00","8000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8000.00","73123","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-73534","93497","FE","18008","Eileen Sullivan","Employer","73534","BIOGEN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16192","BIOGEN","6500.00","0.00","6500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6500.00","73534","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-73541","93497","FE","18008","Eileen Sullivan","Employer","73541","McLANE COMPANY, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16626","McLANE COMPANY, Inc.","3500.00","0.00","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3500.00","73541","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-73988","93497","FE","18008","Eileen Sullivan","Employer","73988","Meta Platforms, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16430","Meta Platforms, Inc.","6250.00","0.00","6250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6250.00","73988","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-77692","93497","FE","18008","Eileen Sullivan","Employer","77692","ChargePoint Inc","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","37392","ChargePoint Inc","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","77692","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-84184","93497","FE","18008","Eileen Sullivan","Employer","84184","Urban Housing Ventures Manager LLC","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","84181","Urban Housing Ventures Manager LLC","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","84184","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-88636","93497","FE","18008","Eileen Sullivan","Employer","88636","MED-Project WA, LLC","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","88603","MED-Project WA, LLC","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","88636","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-89470","93497","FE","18008","Eileen Sullivan","Employer","89470","PROLIANCE SURGEONS","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16817","PROLIANCE SURGEONS","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","89470","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-91091","93497","FE","18008","Eileen Sullivan","Employer","91091","Coalition for Genetic Data Protection","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","90905","Coalition for Genetic Data Protection","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","91091","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93497)"
"93497-18008","93497","FE","18008","Eileen Sullivan","Lobbyist","18008","Eileen Sullivan (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93497)"
"93499-32998","93499","FE","29284","Eric Von Brandenfels","Employer","32998","PUGET SOUND PILOTS","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16831","PUGET SOUND PILOTS","816.00","0.00","816.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","816.00","32998","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93499)"
"93499-29284","93499","FE","29284","Eric Von Brandenfels","Lobbyist","29284","Eric Von Brandenfels (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93499)"
"93503-18342","93503","FE","17427","Sheri Call","Employer","18342","WA TRUCKING ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17199","WA TRUCKING ASSN","1666.67","0.00","1666.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1666.67","18342","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93503)"
"93500-60687","93500","FE","17907","Krystelle Purkey","Employer","60687","Washington Court Reporters Association","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","60654","Washington Court Reporters Association","1000.00","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","60687","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93500)"
"93500-17907","93500","FE","17907","Krystelle Purkey","Lobbyist","17907","Krystelle Purkey (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93500)"
"92839-70168","92839","FE","69512","Sound Government Solutions","Employer","70168","FORD MOTOR CO","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16449","FORD MOTOR CO","4000.00","0.00","4000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4000.00","70168","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70169","92839","FE","69512","Sound Government Solutions","Employer","70169","WA BANKERS ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17061","WA BANKERS ASSN","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","70169","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70172","92839","FE","69512","Sound Government Solutions","Employer","70172","PHARMACEUTICAL CARE MANAGEMENT ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16775","PHARMACEUTICAL CARE MANAGEMENT ASSN","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","70172","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70173","92839","FE","69512","Sound Government Solutions","Employer","70173","USAA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17012","USAA","4398.49","0.00","4398.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4398.49","70173","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70186","92839","FE","69512","Sound Government Solutions","Employer","70186","Progressive","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16816","Progressive","5833.33","0.00","5833.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5833.33","70186","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70187","92839","FE","69512","Sound Government Solutions","Employer","70187","Veritec Solutions","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17031","Veritec Solutions","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2000.00","70187","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70190","92839","FE","69512","Sound Government Solutions","Employer","70190","Republic National Distributing Company","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17324","Republic National Distributing Company","4500.00","0.00","4500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4500.00","70190","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70239","92839","FE","69512","Sound Government Solutions","Employer","70239","REGENCE BLUE SHIELD","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16849","REGENCE BLUE SHIELD","11000.00","0.00","11000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11000.00","70239","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-70264","92839","FE","69512","Sound Government Solutions","Employer","70264","PUYALLUP TRIBE OF INDIANS","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16835","PUYALLUP TRIBE OF INDIANS","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","70264","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-71009","92839","FE","69512","Sound Government Solutions","Employer","71009","WA LAND TITLE ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17146","WA LAND TITLE ASSN","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","71009","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-71234","92839","FE","69512","Sound Government Solutions","Employer","71234","Teladoc Health, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","29480","Teladoc Health, Inc.","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","71234","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-78013","92839","FE","69512","Sound Government Solutions","Employer","78013","JAMESTOWN S'KLALLAM TRIBE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16557","JAMESTOWN S'KLALLAM TRIBE","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","78013","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92839)"
"92839-69512","92839","FE","69512","Sound Government Solutions","Lobbyist","69512","Sound Government Solutions (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/92839)"
"93501-18958","93501","FE","17630","Matthew A Hepner","Employer","18958","CERTIFIED ELECTRICAL WORKERS OF WA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16249","CERTIFIED ELECTRICAL WORKERS OF WA","11041.60","0.00","11041.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11041.60","18958","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93501)"
"93501-17630","93501","FE","17630","Matthew A Hepner","Lobbyist","17630","Matthew A Hepner (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93501)"
"92833-38845","92833","FE","38146","RNJ Strategies","Employer","38845","Alliance for Gun Responsibility","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16083","Alliance for Gun Responsibility","12000.00","0.00","12000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000.00","38845","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-39052","92833","FE","38146","RNJ Strategies","Employer","39052","CITY OF SEATTLE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16311","CITY OF SEATTLE","5650.00","0.00","5650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5650.00","39052","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-40398","92833","FE","38146","RNJ Strategies","Employer","40398","UNITED FOOD & COMM WRKRS # 21","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17005","UNITED FOOD & COMM WRKRS # 21","12000.00","0.00","12000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000.00","40398","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-56719","92833","FE","38146","RNJ Strategies","Employer","56719","KING CO SEXUAL ASSAULT RESOURCE CENTER","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16578","KING CO SEXUAL ASSAULT RESOURCE CENTER","4000.00","0.00","4000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4000.00","56719","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-71805","92833","FE","38146","RNJ Strategies","Employer","71805","Northwest Portland Area Indian Health Board","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","63531","Northwest Portland Area Indian Health Board","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","71805","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-72995","92833","FE","38146","RNJ Strategies","Employer","72995","PUBLIC SCHOOL EMPLOYEES OF WA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16824","PUBLIC SCHOOL EMPLOYEES OF WA","3500.00","0.00","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3500.00","72995","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"92833-80843","92833","FE","38146","RNJ Strategies","Employer","80843","Intl Assn of Machinists & Aerospace Workers Dist Lodge 751","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16072","Intl Assn of Machinists & Aerospace Workers Dist Lodge 751","10125.00","0.00","10125.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10125.00","80843","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/92833)"
"93503-17427","93503","FE","17427","Sheri Call","Lobbyist","17427","Sheri Call (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93503)"
"93504-18983","93504","FE","17654","Trent M House","Employer","18983","AEROSPACE FUTURES ALLIANCE OF WASHINGTON LTD","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16071","AEROSPACE FUTURES ALLIANCE OF WASHINGTON LTD","4000.00","0.00","4000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4000.00","18983","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-18984","93504","FE","17654","Trent M House","Employer","18984","GENENTECH","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16467","GENENTECH","3000.00","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","18984","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-18987","93504","FE","17654","Trent M House","Employer","18987","PORT OF SEATTLE","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16805","PORT OF SEATTLE","7000.00","0.00","7000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7000.00","18987","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-18988","93504","FE","17654","Trent M House","Employer","18988","PROVIDENCE HEALTH & SERVICES- WA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16821","PROVIDENCE HEALTH & SERVICES- WA","6000.00","0.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6000.00","18988","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-18991","93504","FE","17654","Trent M House","Employer","18991","WA ST DENTAL ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17238","WA ST DENTAL ASSN","8750.00","0.00","8750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8750.00","18991","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-29353","93504","FE","17654","Trent M House","Employer","29353","A Place for Mom, Inc.","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","29258","A Place for Mom, Inc.","1000.00","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","29353","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-39392","93504","FE","17654","Trent M House","Employer","39392","WA BANKERS ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","17061","WA BANKERS ASSN","10000.00","0.00","10000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10000.00","39392","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-48852","93504","FE","17654","Trent M House","Employer","48852","WA Hospitality Assn","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","26557","WA Hospitality Assn","5000.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5000.00","48852","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-50936","93504","FE","17654","Trent M House","Employer","50936","Sodexo","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","50903","Sodexo","4500.00","0.00","4500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4500.00","50936","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-74845","93504","FE","17654","Trent M House","Employer","74845","Economic Alliance Snohomish County ","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","31220","Economic Alliance Snohomish County ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","74845","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-83466","93504","FE","17654","Trent M House","Employer","83466","Aerospace Machinists Joint Training Committee","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","83460","Aerospace Machinists Joint Training Committee","1000.00","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","83466","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-91880","93504","FE","17654","Trent M House","Employer","91880","Sports Betting Alliance","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","91879","Sports Betting Alliance","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2000.00","91880","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93504)"
"93504-17654","93504","FE","17654","Trent M House","Lobbyist","17654","Trent M House (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93504)"
"93505-80001","93505","FE","46174","Washington Government Relations","Employer","80001","RENTAL HOUSING ASSN OF WA","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16894","RENTAL HOUSING ASSN OF WA","3500.00","0.00","3500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3500.00","80001","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93505)"
"93505-81915","93505","FE","46174","Washington Government Relations","Employer","81915","Tacoma-Pierce County Association of Realtors","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","81911","Tacoma-Pierce County Association of Realtors","3400.00","0.00","3400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3400.00","81915","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93505)"
"93505-46174","93505","FE","46174","Washington Government Relations","Lobbyist","46174","Washington Government Relations (Self)","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","View report (https://accesshub.pdc.wa.gov/node/93505)"
"93379-18337","93379","FE","17422","CARL E BURKE","Employer","18337","NW SPORTFISHING INDUSTRY ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16721","NW SPORTFISHING INDUSTRY ASSN","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2000.00","18337","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93379)"
"93379-38041","93379","FE","17422","CARL E BURKE","Employer","38041","NORTHWEST MARINE TRADE ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16714","NORTHWEST MARINE TRADE ASSN","2500.00","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2500.00","38041","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93379)"
"93506-18599","93506","FE","17505","PATRICK DUNN & ASSOCIATES LTD*","Employer","18599","4000 PROPERTY LLC","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16056","4000 PROPERTY LLC","500.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","18599","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93506)"
"93506-18600","93506","FE","17505","PATRICK DUNN & ASSOCIATES LTD*","Employer","18600","BENTON RURAL ELECTRIC ASSN","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16189","BENTON RURAL ELECTRIC ASSN","1000.00","-250.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","750.00","18600","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93506)"
"93506-18601","93506","FE","17505","PATRICK DUNN & ASSOCIATES LTD*","Employer","18601","EMPIRE HEALTH FOUNDATION","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16413","EMPIRE HEALTH FOUNDATION","500.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","18601","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93506)"
"93506-18602","93506","FE","17505","PATRICK DUNN & ASSOCIATES LTD*","Employer","18602","Hillis Clark Martin & Peterson PS","2022-06-01T00:00:00.000","2022-07-03T00:00:00.000","16504","Hillis Clark Martin & Peterson PS","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18602","Direct",,,"View report (https://accesshub.pdc.wa.gov/node/93506)"
