"idnumber","loweight","hiweight","wsrf1","wsrf101","wsrf102","wsrf103","wsrf2","wsrf4","wsrf5","branch7","numkid","kiddo","kdact1","kdact101","kdact102","kdact103","kdact104","kdact105","kdact106","kdact107","kdact108","kdact109","kdact110","kdact111","kdact112","kdact113","kdact114","kdact115","kdact116","kdact117","kdact118","kdact119","kdact2","kdact201","kdact202","kdact203","kdact204","kdact205","kdact206","kdact207","kdact208","kdact209","kdact210","kdact211","kdact212","kdact213","kdact214","kdact215","kdact216","kdact217","kdact218","kdact219","kdact3","kdact301","kdact302","kdact303","kdact304","kdact305","kdact306","kdact307","kdact308","kdact309","kdact310","kdact311","kdact312","kdact313","kdact314","kdact315","kdact316","kdact317","kdact318","kdact319","disab","disabst","anyprk","typark","typark01","typark02","typark03","typark04","typark05","typark06","viscen","viscen01","viscen02","viscen03","viscen04","viscen05","wetlndst","wetlnd","ratewet","ratewtx","plan","planst1","planst2","likedo","likest1","likest2","nomo","nomost1","nomost2","barrier","barrier2","barrier3","barrier4","acc","acc01","acc02","acc03","acc04","acc05","acc06","acc07","distprk","distprkx","distpub","distpubx","income","educate","reside","cntyres","region","ownr","numres","race","race01","race02","race03","race04","race05","race06","race07","race08","race09","disab2","age","agecat","gender","tab001a","tab001","tab002","tab003","tab004","tab005","tab005a","tab006","tab007a","tab007","tab008","tab009","tab010","tab011a","tab011","tab012","tab013","tab014","tab015a","tab015","tab016","tab017a","tab017","tab018","tab019","tab020","tab022","tab023","tab024","tab025","tab026","tab027","tab028","tab029","tab030a","tab030","tab031","tab032","tab033","tab034","tab035","tab036","tab037","tab038","tab039","tab040","tab041","tab042","tab044","tab045","tab046","tab047","tab048","tab049","tab050","tab051","tab052","tab053","tab054","tab055","tab056","tab057","tab058","tab059","tab060","tab061","tab062","tab063","tab064","tab065","tab066","tab067","tab068","tab070","tab071","tab072","tab073","tab074","tab075","tab076","tab077","tab078","tab079","tab080","tab081","tab082","tab083","tab084","tab085","tab086","tab087","tab088","tab089","tab090","tab091","tab092","tab093","tab094","tab095","tab096","tab097","tab098","tab099","tab100","tab101","tab102","tab103","tab104"
"554.00","0.67","696.89",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","3","3 miles","3","3 miles","$20,000-$24,999","High school graduate or equivalent","Rural area not on a farm or ranch","Kitsap","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","61","55-64 years old","Male","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"555.00","0.67","696.89",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1100000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","1","1 mile","1","1 mile","$75,000 or more","Associate's or trade school degree","Large city or urban area","Kitsap","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Yes","57","55-64 years old","Male","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"556.00","0.67","696.89",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"100","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","0","Less than 1 mile","0","Less than 1 mile","$75,000 or more","Some college or trade school, no degree","Small city or town","Clallam","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","64","55-64 years old","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"557.00","0.76","791.65",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","3","3 miles","0","Less than 1 mile","$75,000 or more","Bachelor's degree","Small city or town","Mason","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","50","45-54 years old","Female","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"558.00","0.76","791.65",,,,,,,,"Has children","1","Yes","10","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","10","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","No",,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","4","4 miles","10","6-10 miles","Refused","Refused","Small city or town","Clallam","Peninsulas","Rent","2","1000","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","No","50","45-54 years old","Female","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"559.00","0.90","945.93",,,,,,,,"Has children","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","15","11-15 miles","30","26-30 miles","$35,000-$49,999","High school graduate or equivalent","Rural area not on a farm or ranch","Mason","Peninsulas","Rent","3","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Yes","31","25-34 years old","Male","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"560.00","0.90","945.93",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","15","11-15 miles","10","6-10 miles","$25,000-$34,999","High school graduate or equivalent","Rural area not on a farm or ranch","Kitsap","Peninsulas","Rent","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","27","25-34 years old","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"561.00","0.90","945.93",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","4","4 miles","1","1 mile","Refused","Refused","Refused","Jefferson","Peninsulas","Don't know / refused",,"1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Don't know / refused",,"Don't know","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"562.00","0.90","945.93",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't know","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1001000","Checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","1","1 mile","1","1 mile","$20,000-$24,999","High school graduate or equivalent","Suburban area","Clallam","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","25","25-34 years old","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"563.00","1.11","1160.68",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","100","Not checked","Not checked","Checked","Not checked","Not checked",,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","4","4 miles",,"Don't know","$75,000 or more","Master's degree","Small city or town","Kitsap","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","73","65 years old or older","Male","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"564.00","1.11","1160.68",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Don't know",,,"Don't know",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked",,"Don't know",,"Don't know","Refused","Refused","Refused","Clallam","Peninsulas","Don't know / refused","777","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Don't know / refused","89","65 years old or older","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"565.00","1.36","1420.77",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","6","6-10 miles","5","5 miles","Refused","High school graduate or equivalent","Small city or town","Kitsap","Peninsulas","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Don't know","Female","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"566.00","1.36","1420.77",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Don't know",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","1","1 mile","1","1 mile","Under $10,000","Not a high school graduate","Suburban area","Kitsap","Peninsulas","Rent","1","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","92","65 years old or older","Female","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"567.00","1.73","1809.82",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1100000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","1","1 mile","20","16-20 miles","Refused","Refused","Refused","Jefferson","Peninsulas","Don't know / refused","777","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Don't know / refused",,"Don't know","Male","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"568.00","1.85","1940.08",,,,,,,,"Has children","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No",,"No","0","Not checked","Not checked","Not checked","Not checked","Not checked","Checked",,,,,,,,"No",,,"Don't know",,,"Don't know",,,"Don't know",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","1","1 mile","5","5 miles","Don't know","Bachelor's degree","Refused","Kitsap","Peninsulas","Don't know / refused","777","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Don't know / refused","888","Refused","Female","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"569.00","0.58","141.11",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","11100","Checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","3","3 miles","10","6-10 miles","$50,000-$74,999","Associate's or trade school degree","Small city or town","Island","The Islands","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","44","35-44 years old","Female","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"574.00","0.60","145.49",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","1100","Not checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","5","5 miles","7","6-10 miles","$25,000-$34,999","High school graduate or equivalent","Rural area not on a farm or ranch","San Juan","The Islands","Own","2","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","54","45-54 years old","Female","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"570.00","0.58","141.11",,,,,,,,"Has children","2","Yes","1000000000000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","100001000000000000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","1000000000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","11000","Checked","Checked","Not checked","Not checked","Not checked","Not checked","100","Not checked","Not checked","Checked","Not checked","Not checked",,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000100","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","10","6-10 miles","7","6-10 miles","$75,000 or more","Some college or trade school, no degree","Rural area not on a farm or ranch","Island","The Islands","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","43","35-44 years old","Female","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"576.00","0.60","145.49",,,,,,,,"Does not have children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","1000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","3","3 miles","3","3 miles","Refused","Refused","Small city or town","Island","The Islands","Own","777","1","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","No","888","Refused","Female","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"571.00","0.58","141.11",,,,,,,,"Has children","2","Yes","110000000010","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","111100000000","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Checked","Checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","100000001010100000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","100","Not checked","Not checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","7","6-10 miles","7","6-10 miles","$75,000 or more","High school graduate or equivalent","Rural area not on a farm or ranch","Island","The Islands","Own","4","100000000","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","41","35-44 years old","Female","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"572.00","0.58","141.11",,,,,,,,"Has children","7","Yes","11010000110010","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","Checked","Not checked","10001101001100","Not checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Checked","Not checked","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","100001001000100000","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","No",,"Yes","11100","Checked","Checked","Checked","Not checked","Not checked","Not checked",,,,,,,,"No",,,"Yes, ALL of them",,,"No",,,"No",,,"No",,"No",,"1001100","Checked","Not checked","Not checked","Checked","Checked","Not checked","Not checked","0","Less than 1 mile","4","4 miles","$50,000-$74,999","High school graduate or equivalent","Suburban area","Island","The Islands","Own","10","101000000","Checked","Not checked","Checked","Not checked","Not checked","Not checked","Not checked","Not checked","Not checked","No","37","35-44 years old","Female","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
