"biennium","program_index_code","title","program","subprogram","activity","subactivity"
"2023","0028H","28H-GNA STATEWIDE IMPLEMENTATION","020","07","10","02"
"2023","0028J","28J-GNA STATEWIDE CONTRACTS AND INVESTME","020","07","10","03"
"2023","0028K","28K-EWA SVC FORESTRY ST STAFF","020","07","12","01"
"2023","0028L","28L-UTIL WL FIRE PREV ADVISORY CMTE","020","01","10","02"
"2023","0028M","28M-PRESC FIRE PLANNING AND POLICY","020","07","06","02"
"2023","0028N","28N-PRESCRIBED BURN CERT TRAINING","020","05","05","02"
"2023","0028P","28P-PRESC FIRE TREATMENTS","020","07","06","03"
"2023","0028Q","28Q-EWA SVC FORESTRY ST COST SHARE","020","07","12","02"
"2023","0028R","28R-WF READY NEIGHBORS","020","01","11",
"2023","0028S","28S-WF TECHNOLOGY PROVISO","020","01","13","02"
"2023","0028T","28T-WWA SVC FORESTRY ST STAFF","020","07","12","03"
"2023","0028U","WILDFIRE POLICY & COORDINATION ALLOTMENT","020","01","10",
"2023","0028V","28V-WWA SVC FORESTRY ST COST SHARE","020","07","12","04"
"2023","0028W","28W-SVC FORESTRY PROGRAM MANAGEMENT","020","07","12","05"
"2023","0028X","28X-FOREST STEWARDSHIP REIMBURSABLE WORK","020","07","12","06"
"2023","0028Y","SERVICE FORESTRY STATE ALLOTMENTS","020","07","12",
"2023","0028Z","GNA OPS AND ADMIN ALLOTMENTS","020","07","10",
"2021","00290","290-PAYROLL SUSPENSE","290","04",,
"2023","00290","290-PAYROLL SUSPENSE","290","04",,
"2021","00293","293-LABOR REPORTING DEFAULT","290","01",,
"2023","00293","293-LABOR REPORTING DEFAULT","290","01",,
"2021","00295","295-DISASTER AND EMERGENCY SUSPENSE","290","03",,
"2023","00295","295-DISASTER AND EMERGENCY SUSPENSE","290","03",,
"2021","0029A","29A-PAYROLL REVOLVING FUND CORRECTIONS","290","02",,
"2023","0029A","29A-PAYROLL REVOLVING FUND CORRECTIONS","290","02",,
"2023","0029F","29F-SFLO CARBON SEQ ASSIST 2SSB 5126","020","05","03","05"
"2023","002C1","2C1-TRAINING 2021 CPG - SFA","020","01","07","07"
"2023","002F1","2F1-FPA PROCESSING WITH FH TREATMENT","020","05","01","19"
"2023","002F2","2F2-AMP RESEARCH PROJECTS","020","05","02","09"
"2023","002F3","2F3-FP HYDRAULIC PROJECTS MTCOA","020","05","01","20"
"2023","002F4","2F4-FREP SMALL FOREST LANDOWNER OFFICE","020","05","03","06"
"2023","002P1","2P1-PRESCRIBED BURN CERT ADMIN","020","07","06","04"
"2023","002P2","2P2-PRESCRIBED BURN CERT TRAINING","020","07","06","05"
"2023","002PP","PRESCRIBED BURN CERT ALLOTMENTS","020","05","05",
"2023","002SS","SILVI BURN PERMIT PROG ALLOTMENTS","020","01","17",
"2023","002VV","PREDICTIVE SVCS, GIS AND DATA MGMT ALLOT","020","01","13",
"2023","002W1","WFM FIRE FISCAL SPT OT ALLOTMENTS","020","01","21",
"2023","002WR","2WR WILDFIRE READY NEIGHBORS PROVISO","020","01","12","07"
"2023","002WW","REG DIV RULE IMPLEMENTATION ALLOTMENTS","020","05","01",
"2023","002XX","ADAPTIVE MANAGEMENT ALLOTMENTS","020","05","02",
"2023","002YY","SFLO ALLOTMENTS","020","05","03",
"2021","002ZZ","FP PROGRAM DEVELOPMENT ALLOTMENTS","020","05","04",
"2023","002ZZ","FP PROGRAM DEVELOPMENT ALLOTMENTS","020","05","04",
"2021","00300","RESOURCE MGMT PROG ALLOTMENTS","030",,,
"2023","00300","RESOURCE MGMT PROG ALLOTMENTS","030",,,
"2021","00302","302-BUDGET UNALLOTTED","030","10",,
"2023","00302","302-BUDGET UNALLOTTED","030","10",,
"2021","00303","303-STRATEGIC INVESTMENTS","030","08",,
"2021","00304","304-STRATEGIC RESERVES","030","09",,
"2023","00304","304-STRATEGIC RESERVES","030","09",,
"2021","00305","305-TEANAWAY LAND MANAGEMENT","030","03","09","01"
"2023","00305","305-TEANAWAY LAND MANAGEMENT","030","03","08","01"
"2021","00308","308-TEANAWAY LAND ASSESSMENTS","030","03","09","02"
"2021","0030A","TEANAWAY ALLOTMENTS","030","03","09",
"2023","0030A","TEANAWAY ALLOTMENTS","030","03","08",
"2021","00310","310-COMMUNITY FOREST TRUST ACTIVITIES","030","03","08",
"2023","00310","310-COMMUNITY FOREST TRUST ACTIVITIES","030","03","07",
"2023","00311","311-AGRI POLICY & PROG MGMT","030","02","08","01"
"2023","00312","312-GRAZING LEASES & PERMITS COMP/INSPEC","030","02","08","03"
"2023","00313","313-ORCHARD & VINEYARD LEASE COMP/INSPEC","030","02","08","05"
"2023","00314","314-IRRIGATED LEASING COMP/INSPECTIONS","030","02","08","07"
"2023","00315","315-DRYLAND LEASING COMP/INSPECTIONS","030","02","08","09"
"2023","00316","316-WATER POLICY & PROG MGMT","030","02","08","10"
"2023","00317","317-WATER INSPECTIONS & REPORTING","030","02","08","11"
"2023","00318","318-IMPROVE RIPARIAN FUNCTION","030","02","08","12"
"2021","0031A","STATE LANDS OPS ALLOTMENTS","030","05",,
"2023","0031A","STATE LANDS OPS ALLOTMENTS","030","05","01",
"2021","00324","324-REC FAC AND TRAILS DISCOVER PASS","030","03","04","06"
"2023","00324","324-REC FAC AND TRAILS DISCOVER PASS","030","03","03","07"
"2023","00325","325-E BIKES 5452","030","03","03","08"
"2023","00326","326-RECREATION LOCAL GRANTS","030","03","03","09"
"2023","00327","327-RECREATION MAINTENANCE BACKLOG","030","03","03","10"
"2021","00330","330-CRT ADMINISTRATION","030","03","01",
"2023","00330","330-CRT ADMINISTRATION","030","03","03","01"
"2021","00331","331-FOREST LAND PLANNING","030","01","06","02"
"2021","00332","332-P AND P ADMINISTRATION","030","01","06","01"
"2023","00332","332-P AND P ADMINISTRATION","030","01","06","01"
"2021","00334","334-MM REPORTS ESHB2285","030","01","06","04"
"2023","00335","335-P AND P FORESTRY SUPPORT","030","01","06","02"
"2023","00336","336-P AND P  AGRICULTURE SUPPORT","030","01","06","03"
"2023","00337","337-P AND P CRE SUPPORT","030","01","06","04"
"2023","00338","338-P AND P COMM SITES SUPPORT","030","01","06","05"
"2023","00339","339-P AND P CLEAN ENERGY SUPPORT","030","01","06","06"
"2021","0033A","PROJECTS AND PLANNING ALLOTMENTS","030","01","06",
"2023","0033A","PROJECTS AND PLANNING ALLOTMENTS","030","01","06",
"2023","0033B","33B-P AND P RIGHTS OF WAY SUPPORT","030","01","06","07"
"2023","0033C","33C-P AND P MINERALS SUPPORT","030","01","06","08"
"2023","0033D","33D-P AND P SP USE LEASING SUPPORT","030","01","06","09"
"2023","0033E","33E-P AND P TRANSITION LANDS SUPPORT","030","01","06","10"
"2021","00340","340-STATE LANDS OPERATIONS","030","05","01",
"2023","00340","340-STATE LANDS OPERATIONS","030","05","01","01"
"2021","00341","341-SILV PLANNING AND ADMIN SUPPORT","030","01","01","01"
"2023","00341","341-SILV PLANNING AND ADMIN SUPPORT","030","01","01","01"
"2023","00342","342-SL GFS FUNDED OPERATIONS","030","05","01","02"
"2021","00343","343-ARBOR DAY GRANT","030","01","01","11"
"2023","00343","343-ARBOR DAY GRANT","030","01","01","13"
"2021","00345","345-STAND SURVEYS","030","01","01","02"
"2023","00345","345-STAND SURVEYS","030","01","01","02"
"2021","00346","346-REFORESTATION","030","01","01","03"
"2023","00346","346-REFORESTATION","030","01","01","03"
"2021","00347","347-SITE PREPARATION","030","01","01","04"
"2023","00347","347-SITE PREPARATION","030","01","01","04"
"2021","00348","348-VEGETATION AND PEST CONTROL","030","01","01","05"
"2023","00348","348-VEGETATION AND PEST CONTROL","030","01","01","05"
"2021","00349","349-YOUNG STAND THINNING AND TENDING","030","01","01","06"
"2023","00349","349-YOUNG STAND THINNING AND TENDING","030","01","01","06"
"2021","0034A","SILVICULTURE ALLOTMENTS","030","01","01",
"2023","0034A","SILVICULTURE ALLOTMENTS","030","01","01",
"2021","00350","350-STATE UPLANDS RETENTION & ENGAGE INI","030","05","02",
"2023","00350","350-STATE UPLANDS RETENTION & ENGAGE INI","030","05","02",
"2023","00351","351-ST UPLANDS GIS AGRICULTURE","030","01","05","04"
"2023","00352","352-ST UPLANDS GIS CRE","030","01","05","05"
"2023","00353","353-ST UPLANDS GIS COMMUNICATION SITES","030","01","05","06"
"2023","00354","354-ST UPLANDS GIS CLEAN ENERGY","030","01","05","07"
"2021","00355","355-FOREST INVENTORY","030","01","05","01"
"2023","00355","355-FOREST INVENTORY","030","01","05","01"
"2023","00356","356-ST UPLANDS GIS RIGHTS OF WAY","030","01","05","08"
"2023","00357","357-ST UPLANDS GIS MINERALS","030","01","05","09"
"2021","00358","358-STATE UPLANDS GIS","030","01","05","02"
"2023","00358","358-ST UPLANDS GIS FORESTRY","030","01","05","02"
"2021","00359","359-FOREST MODELING","030","01","05","03"
"2023","00359","359-FOREST MODELING","030","01","05","03"
"2021","0035A","FOREST INFORMATICS AND PLANNING ALLOTMNT","030","01","05",
"2023","0035A","INFORMATICS  ALLOTMENTS","030","01","05",
"2023","0035B","35B-ST UPLANDS GIS SPECIAL USE LEASING","030","01","05","10"
"2023","0035C","35C-ST UPLANDS GIS TRANSITION LANDS","030","01","05","11"
"2021","00362","362-LAW ENFORCEMENT","030","07","01",
"2023","00362","362-LAW ENFORCEMENT","030","07","01",
"2021","00364","364-RECREATION PLANNING AND PROG MGMT","030","03","04","01"
"2023","00364","364-REC PLANNING AND PROG MGMT","030","03","03","02"
"2021","00365","365-NOVA FACILITIES, TRAILS AND OUTREAC","030","03","04","02"
"2023","00365","365-REC FACILITIES AND TRAILS GAS TAX","030","03","03","03"
"2021","00366","366-LEADER LK ROAD PAVING","030","03","04","07"
"2021","0036A","36A-PUBLIC USE IMPACTS ON TRUST LANDS","030","03","07",
"2023","0036A","36A-PUBLIC USE IMPACTS ON TRUST LANDS","030","03","06",
"2021","0036B","36B-DISPERSED RECREATION","030","03","04","03"
"2023","0036B","36B-DISPERSED RECREATION","030","03","03","04"
"2021","0036C","36C-PUBLIC USE OUTREACH ON STATE LANDS","030","03","04","04"
"2023","0036C","36C-REC FACILITES AND TRAILS NOVA","030","03","03","05"
"2021","0036D","36D-RECREATION DONATIONS","030","03","04","05"
"2023","0036D","36D-RECREATION DONATIONS","030","03","03","06"
"2021","0036Z","RECREATION ALLOTMENTS","030","03","04",
"2023","0036Z","RECREATION ALLOTMENTS","030","03","03",
"2021","00371","371-NATURAL AREAS MANAGEMENT","030","03","02","01"
"2023","00371","371-NATURAL AREAS MANAGEMENT","030","03","01","01"
"2021","00372","372-NA FEDERAL FUNDED OPS","030","03","02","02"
"2023","00372","372-NA FEDERAL FUNDED OPS","030","03","01","02"
"2021","00373","373-NA LOCAL FUNDED OPS","030","03","02","03"
"2023","00373","373-NA LOCAL FUNDED OPS","030","03","01","03"
"2021","00374","374-NA PARKLAND-FUNDED OPERATIONS","030","03","02","04"
"2023","00374","374-NA PARKLAND-FUNDED OPERATIONS","030","03","01","04"
"2023","00375","375-POLLINATOR HEALTH 5253","030","03","01","05"
"2023","00376","376-NA NRCA FUNDED OPERATIONS","030","03","01","06"
"2021","0037A","NATURAL AREAS ALLOTMENTS","030","03","02",
"2023","0037A","NATURAL AREAS ALLOTMENTS","030","03","01",
"2023","0037B","37B-RECREATION","030","03","09","01"
"2023","0037C","37C-NATURAL AREAS","030","03","09","02"
"2023","0037D","37D-FOREST HEALTH AND FIREWISE","030","03","09","03"
"2023","0037E","37E-UPLANDS WEEDS","030","03","09","04"
"2023","0037F","37F-PUGET SOUND BEACH CLEAN UP","030","03","09","05"
"2023","0037G","37G-AQUATIC RESERVES INDIVIDUAL PLACEMEN","030","03","09","06"
"2023","0037H","37H-AQUATIC INVASIVES","030","03","09","07"
"2023","0037J","37J-AQUATIC RESERVES IP'S SUPPORT","030","03","09","08"
"2023","0037K","37K-PSC SNOHOMISH WATERSHED RESTORATION","030","03","09","09"
"2023","0037M","37M-PILOT PROJECTS","030","03","09","10"
"2023","0037Z","37Z-PUGET SOUND CORPS ALLOTMENTS","030","03","09",
"2021","00380","380-WILDFIRE INVESTIGATIONS","030","07","02",
"2023","00380","380-WILDFIRE INVESTIGATIONS","030","07","02",
"2021","00381","381-NURSERY ADMIN AND SUPPORT","030","01","02","01"
"2023","00381","381-NURSERY ADMIN AND SUPPORT","030","01","02","01"
"2021","00382","382-CONTAINER","030","01","02","02"
"2023","00382","382-CONTAINER","030","01","02","02"
"2023","00383","383-BAREROOT","030","01","02","03"
"2021","00383","383-BAREROOT","030","01","02","03"
"2021","00384","384-RESEARCH","030","01","02","04"
"2023","00384","384-RESEARCH","030","01","02","04"
"2023","00385","385-FH CONE COLLECTION AND PROCESSING","030","01","03","05"
"2021","00386","386-MERIDIAN SEED ORCHARD","030","01","03","03"
"2023","00386","386-MERIDIAN SEED ORCHARD","030","01","03","03"
"2021","00388","388-SEED PLANT","030","01","03","01"
"2023","00388","388-SEED PLANT","030","01","03","01"
"2021","00389","389-SEED PLANT PURCHASES","030","01","03","02"
"2023","00389","389-SEED PLANT PURCHASES","030","01","03","02"
"2021","0038A","WEBSTER NURSERY ALLOTMENTS","030","01","02",
"2023","0038A","WEBSTER NURSERY ALLOTMENTS","030","01","02",
"2021","0038F","38F-USFS GENETICS GRANTS","030","01","03","04"
"2023","0038F","38F-USFS GENETICS GRANTS","030","01","03","04"
"2023","0038J","38J-DIVERS","030","07","03",
"2021","0038Z","SEED ORCHARD AND SEED PLANT ALLOTMENTS","030","01","03",
"2023","0038Z","SEED ORCHARD AND SEED PLANT ALLOTMENTS","030","01","03",
"2021","00390","390-ADMINISTRATION AND PROGRAM SUPPORT","030","04","01","01"
"2023","00390","390-ADMINISTRATION AND PROGRAM SUPPORT","030","06","01","01"
"2021","00391","AQUATICS ADMINISTRATION ALLOTMENTS","030","04","01",
"2023","00391","AQR ADMINISTRATION/POLICY ALLOTMENTS","030","06","01",
"2021","00392","OPERATIONS SECTION ALLOTMENTS","030","04","02",
"2023","00392","AQR OPERATION/SCIENCE ALLOTMENTS","030","06","02",
"2021","00393","POLICY/PROGRAM DEVELOPMENT ALLOTMENTS","030","04","03",
"2023","00393","AQR ASSET MGMT/PLANNING  ALLOTMENTS","030","06","03",
"2021","00394","AQUATICS DISTRICTS ALLOTMENTS","030","04","04",
"2023","00394","AQR DISTRICTS ALLOTMENTS","030","06","04",
"2021","00395","395-BURROWING SHRIMP MANAGEMENT","030","04","02","07"
"2023","00395","395-SALMON RECOVERY PROJECTS","030","06","01","04"
"2021","00396","396-GEODUCK AND TRIBAL SHELLFISH","030","04","02","01"
"2023","00396","396-GEODUCK OPERATIONS","030","06","02","01"
"2021","00397","397-EHR GRANT W912DW 14 0009","030","04","02","05"
"2023","00397","397-EHR GRANT W912DW 14 0009","030","06","02","06"
"2021","00398","398-USFWS GRANT F16AP00163","030","04","02","06"
"2023","00398","398-AQR ENV JUSTICE TASK FORCE","030","06","01","05"
"2023","00399","399-DERELICT VESS RECYLE AND PREVENTION","030","06","03","06"
"2021","0039A","39A-KELP RESTORATION","030","04","02","08"
"2023","0039A","39A-KELP & EELGRASS CONSERVATION SB 5619","030","06","02","10"
"2021","0039B","39B-F20AP12280 PUGET SOUND ASSESSMENT","030","04","02","12"
"2023","0039B","39B-F20AP12280 PUGET SOUND ASSESSMENT","030","06","02","08"
"2021","0039C","39C-INVASIVE SPECIES","030","04","02","02"
"2023","0039C","39C-INVASIVE SPECIES","030","06","02","02"
"2021","0039D","39D-DREDGED MATERIALS MANAGEMENT","030","04","03","03"
"2023","0039D","39D-DREDGED MATERIALS MANAGEMENT","030","06","03","02"
"2021","0039E","39E-MARINE RESOURCES ADVISORY COUNCIL","030","04","03","06"
"2023","0039E","39E-MARINE RESOURCES ADVISORY COUNCIL","030","06","01","03"
"2021","0039F","39F-AQR PLANNING AND COMPLIANCE","030","04","03","02"
"2023","0039F","39F-AQR PLANNING COMPLIANCE AND PORTS","030","06","03","01"
"2021","0039G","39G-WA MARINE RESOURCES ADVISORY COUNCIL","030","04","03","07"
"2023","0039G","39G-HIS EPA NEP GRANT","030","06","02","09"
"2023","0039H","39H-SEDIMENT QUALITY","030","06","03","07"
"2021","0039J","39J-DIVERS","030","04","02","10"
"2023","0039J","39J-HB 1700 DVRP","030","06","03","08"
"2023","0039K","39K-NOXIOUS WEEDS SHB1355","030","06","02","03"
"2021","0039L","39L-RESTN LRG DEBRIS AND CREOSOTE RMVL","030","04","04","04"
"2023","0039L","39L-KELP AND EELGRASS SUPPORT","030","06","01","06"
"2021","0039M","39M-RESERVES","030","04","03","04"
"2023","0039M","39M-RESERVES","030","06","03","03"
"2021","0039N","39N-STEWARDSHIP SCIENCE","030","04","02","03"
"2023","0039N","39N-STEWARDSHIP SCIENCE","030","06","02","04"
"2021","0039P","39P-PSAMP","030","04","02","04"
"2023","0039P","39P-PSAMP","030","06","02","05"
"2021","0039Q","39Q-F&W SCIENCE AND CONTRACT PROVISO","030","04","02","09"
"2023","0039Q","39Q-IMPROVE NEARSHORE HABITAT","030","06","04","05"
"2021","0039R","39R-RESTORATION PROVISO","030","04","04","05"
"2023","0039R","39R-PUGET SOUND AND FRESHWATER RESILIENC","030","06","04","04"
"2021","0039S","39S-EPA-NEP GRANT","030","04","02","11"
"2023","0039S","39S-EPA-NEP GRANT","030","06","02","07"
"2021","0039T","39T-POLICY AND PROG DEVELOPMENT ADMIN","030","04","03","01"
"2023","0039T","39T-POLICY AND PROG DEVELOPMENT ADMIN","030","06","01","02"
"2021","0039V","39V-DERELICT VESSELS REMOVAL","030","04","01","02"
"2023","0039V","39V-DERELICT VESSELS REMOVAL","030","06","03","04"
"2021","0039W","39W-DNR AUTH PUB ENT DERELICT VESSELS","030","04","01","03"
"2023","0039W","39W-DNR AUTH PUB ENT DERELICT VESSELS","030","06","03","05"
"2021","0039X","39X-ORCA STRAITS DISTRICT","030","04","04","01"
"2023","0039X","39X-ORCA STRAITS DISTRICT","030","06","04","01"
"2021","0039Y","39Y-SHORELINE DISTRICT","030","04","04","02"
"2023","0039Y","39Y-SHORELINE DISTRICT","030","06","04","02"
"2021","0039Z","39Z-RIVERS DISTRICT","030","04","04","03"
"2023","0039Z","39Z-RIVERS DISTRICT","030","06","04","03"
"2021","003C2","3C2-ORCHARD AND VINEYARD LEASING","030","02","04","02"
"2023","003C2","3C2-ORCHARD AND VINEYARD LEASING","030","02","08","04"
"2021","003C4","3C4-GRAZING LEASES AND PERMITS","030","02","04","01"
"2023","003C4","3C4-GRAZING LEASES AND PERMITS","030","02","08","02"
"2021","003C5","3C5-IRRIGATED LEASING","030","02","04","03"
"2023","003C5","3C5-IRRIGATED LEASING","030","02","08","06"
"2021","003C6","3C6-DRYLAND LEASING","030","02","04","04"
"2023","003C6","3C6-DRYLAND LEASING","030","02","08","08"
"2021","003CA","AGRICULTURAL RESOURCES ALLOTMENTS","030","02","04",
"2023","003CA","AGRICULTURAL RESOURCES ALLOTMENTS","030","02","08",
"2021","003E1","3E1-NATURAL HERITAGE ADMIN AND INVENTORY","030","03","03","01"
"2023","003E1","3E1-NATURAL HERITAGE ADMIN AND INVENTORY","030","03","02","01"
"2021","003E2","3E2-RARE PLANTS SURVEY","030","03","03","02"
"2023","003E2","3E2-RARE PLANTS SURVEY","030","03","02","02"
"2021","003E3","3E3-NH FEDERAL AGREEMENTS","030","03","03","03"
"2023","003E3","3E3-NH FEDERAL AGREEMENTS","030","03","02","03"
"2021","003E4","3E4-NH LOCAL AGREEMENTS","030","03","03","04"
"2023","003E4","3E4-NH LOCAL AGREEMENTS","030","03","02","04"
"2021","003E5","3E5-NH STATE LANDS SUPPORT","030","03","03","05"
"2023","003E5","3E5-NH STATE LANDS SUPPORT","030","03","02","05"
"2021","003EA","NATURAL HERITAGE ALLOTMENTS","030","03","03",
"2023","003EA","NATURAL HERITAGE ALLOTMENTS","030","03","02",
"2021","003G1","3G1-GNA ADMINISTRATION","020","07","08","01"
"2023","003G1","3G1-GNA ADMINISTRATION","020","07","08","01"
"2021","003G2","3G2-COLVILLE NF GRANT FUNDS","020","07","08","02"
"2023","003G2","3G2-COLVILLE NF GRANT FUNDS","020","07","08","02"
"2021","003G3","3G3-GIFFORD PINCHOT NF GRANT FUNDS","020","07","08","03"
"2023","003G3","3G3-GIFFORD PINCHOT NF GRANT FUNDS","020","07","08","03"
"2021","003G4","3G4-OLYMPIC NF GRANT FUNDS","020","07","08","04"
"2023","003G4","3G4-OLYMPIC NF GRANT FUNDS","020","07","08","04"
"2021","003G5","3G5-MT BAKER SNOQ NF GRANT FUNDS","020","07","08","05"
"2023","003G5","3G5-MT BAKE SNOQUALMIE NF GRANT FUNDS","020","07","08","05"
"2021","003G6","3G6-OKANOGAN WENATCHEE NF GRANT FUNDS","020","07","08","06"
"2023","003G6","3G6-OKANOGAN WENATCHEE NF GRANT FUNDS","020","07","08","06"
"2021","003G7","3G7-UMATILLA NF GRANT FUNDS","020","07","08","07"
"2023","003G7","3G7-UMATILLA NF GRANT FUNDS","020","07","08","07"
"2021","003G8","3G8-KANIKSU NF GRANT FUNDS","020","07","08","08"
"2023","003G8","3G8-BLM GRANT FUNDS","020","07","08","08"
"2021","003GA","GNA GRANTS ALLOTMENTS","020","07","08",
"2023","003GA","GNA GRANTS ALLOTMENTS","020","07","08",
"2021","00401","401-COMMISSIONERS OFFICE INITIATIVES","010","10","01",
"2021","00402","402-POLICY INITIATIVES","010","10","02",
"2021","00403","403-EXECUTIVE LEADERSHIP INITIATIVES","010","10","03",
"2021","00404","404-COMMUNICATIONS INITIATIVES","010","10","04",
"2021","0040A","EXECUTIVE MGMT INITIATIVES ALLOTMENTS","010","10",,
"2021","00414","414-COMMERCIAL PROPERTY (FIN USE ONLY)","850","99",,
"2023","00414","414-COMMERCIAL PROPERTY (FIN USE ONLY)","850","99",,
"2021","00415","415-GASB84 FIDUCIARY ACCT (FIN USE ONLY)","850","98",,
"2023","00415","415-GASB84 FIDUCIARY ACCT (FIN USE ONLY)","850","98",,
"2021","00500","STATEWIDE SVCS & SPT PROG ALLOTMENTS","050",,,
"2023","00500","STATEWIDE SVCS & SPT PROG ALLOTMENTS","050",,,
"2021","00521","521-UPLANDS ADMIN AND SUPPORT","050","02","01","01"
"2023","00521","521-UPLANDS ADMIN AND SUPPORT","050","02","01","01"
"2021","00522","522-AQUATICS ADMIN AND SUPPORT","050","02","01","02"
"2023","00522","522-AQUATICS ADMIN AND SUPPORT","050","02","01","02"
"2023","00523","523-DIGITAL SURFACE MODELING - UPLANDS","050","02","01","05"
"2021","00525","525-AERIAL PHOTOGRAPHY","050","02","01","03"
"2023","00525","525-AERIAL PHOTOGRAPHY","050","02","01","03"
"2023","00526","526-ADMIN & SUPPORT - SLFH","050","02","01","04"
"2021","0052A","RESOURCE MAPPING ALLOTMENTS","050","02","01",
"2023","0052A","PHOTOGRAMMETRY ALLOTMENTS","050","02","01",
"2021","00531","531-ADMINISTRATION AND SUPPORT","050","02","02","01"
"2023","00531","531-ADMINISTRATION AND SUPPORT","050","02","02","01"
"2021","00532","532-FOREST ROAD MAINTENANCE","050","02","02","02"
"2023","00532","532-FOREST ROAD MAINTENANCE","050","02","02","02"
"2021","00533","533-ROAD DECOMMISSIONING","050","02","02","03"
"2023","00533","533-ROAD DECOMMISSIONING","050","02","02","03"
"2021","00534","534-GHG CARBON SEQUESTRATION","050","02","07",
"2023","00534","534-GHG CARBON SEQUESTRATION","050","04","04",
"2021","00535","535-FISH BLOCKAGE REPAIR","050","02","02","04"
"2023","00535","535-FISH BLOCKAGE REPAIR","050","02","02","04"
"2021","00536","536-ROAD RELATED STORM DAMAGE","050","02","02","06"
"2023","00536","536-ROAD RELATED STORM DAMAGE","050","02","02","06"
"2021","00537","537-PUBLIC USE ROAD MAINTENANCE","050","02","02","05"
"2023","00537","537-PUBLIC USE ROAD MAINTENANCE","050","02","02","05"
"2021","00538","538-LAND TRANSACTIONS RMAP","050","02","02","07"
"2023","00538","538-LAND TRANSACTIONS RMAP","050","02","02","07"
"2023","00539","539-1168 INFRASTRUCTURE","050","04","05","01"
"2021","0053A","FOREST ROADS ALLOTMENTS","050","02","02",
"2023","0053A","FOREST ROADS ALLOTMENTS","050","02","02",
"2021","00540","540-PROGRAM WIDE SUPPORT","010","06","01",
"2023","00540","540-PROGRAM WIDE SUPPORT","010","04","02","01"
"2023","00541","541-SURVEY AGRICULTURE","050","02","04","02"
"2023","00542","542-SURVEY COMMERCIAL RE","050","02","04","03"
"2021","00543","543-COMPOUND FACILITY MANAGEMENT","010","06","02",
"2023","00543","543-COMPOUND FACILITY MANAGEMENT","010","04","02","02"
"2023","00544","544-SURVEY COMMUNICATION SITES","050","02","04","04"
"2023","00545","545-SURVEY CLEAN ENERGY","050","02","04","05"
"2023","00546","546-SURVEY RIGHTS OF WAY","050","02","04","06"
"2023","00547","547-SURVEY MINERALS","050","02","04","07"
"2023","00548","548-SURVEY SPECIAL USE LEASING","050","02","04","08"
"2023","00549","549-SURVEY TRANSITION LANDS","050","02","04","09"
"2021","0054A","FACILITIES OPS & SUPPORT ALLOTMENTS","010","06",,
"2023","0054A","FACILITIES OPS & SUPPORT ALLOTMENTS","010","04","02",
"2023","0054B","54B-LAND SURVEY RECORDS","050","02","05","02"
"2023","0054C","54C-MONUMENT PRESERVATION","050","02","05","03"
"2023","0054D","54D-GEODETIC SURVEY","050","02","05","04"
"2023","0054Y","LAND SURVEY - UPLANDS ALLOTMENTS","050","02","04",
"2023","0054Z","PUBLIC LANDS SURVEY OFFICE ALLOTMENTS","050","02","05",
"2023","00550","550-PUBLIC WORKS FACILITIES","010","04","02","03"
"2021","00555","555-NRB RENT","060","03",,
"2023","00555","555-NRB RENT","060","03",,
"2021","00560","560-REGION ADMIN PROJECTS","050","03","03",
"2023","00560","560-REGION ADMIN PROJECTS","050","03","03",
"2021","00568","568-REGION ADMIN ADJUSTMENTS","050","03","02",
"2023","00568","568-REGION ADMIN ADJUSTMENTS","050","03","02",
"2023","00570","570-TITLE AND RECORDS UPLANDS","050","02","03","01"
"2021","00570","570-TITLE AND RECORDS UPLANDS","050","02","03","01"
"2023","00571","571-TITLE AND RECORDS AQUATICS","050","02","03","02"
"2021","00571","571-TITLE AND RECORDS AQUATICS","050","02","03","02"
"2023","00572","572-DNR RECORDS","050","02","03","03"
"2021","00572","572-DNR RECORDS","050","02","03","03"
"2023","00573","573-SCANNING SERVICES","050","02","03","04"
"2021","00573","573-SCANNING SERVICES","050","02","03","04"
"2023","00574","574-TITLE/RECORDS - SLFH","050","02","03","05"
"2023","00575","575-STATE LANDS SUPPORT","050","02","03","06"
"2023","0057A","TITLE AND RECORDS OFFICE ALLOTMENTS","050","02","03",
"2021","0057A","TITLE AND RECORDS OFFICE ALLOTMENTS","050","02","03",
"2023","00581","581-INFRASTRUCTURE MAINTENANCE","050","04","01",
"2021","00581","581-FACILITIES MAINTENANCE","050","02","06",
"2023","00582","582-FACILITIES LEASE ADJUSTMENTS","050","04","02",
"2023","00583","583-NEW INFRASTRUCTURE OPERATING COSTS","050","04","03",
"2023","00584","584-1216 INFRASTRUCTURE","050","04","05","02"
"2023","00585","585-5141 INFRASTRUCTURE","050","04","05","03"
"2023","00586","586-COLUMBIA BASIN INFRASTRUCTURE","050","04","05","04"
"2023","00587","587-MINERAL MAPPING INFRASTRUCTURE","050","04","05","05"
"2023","00588","588-SFLO INFRASTRUCTURE","050","04","05","06"
"2023","00589","589-SPECIALTY FOREST PROD INFRASTRUCTURE","050","04","05","07"
"2023","0058A","INFRASTRUCTURE BILL RELATED ALLOTMENTS","050","04","05",
"2023","0058F","58F-1168 INFRASTRUCTURE","050","04","06",
"2023","0058H","58H-AERIAL HERBICIDE INFRASTRUCTURE","050","04","05","08"
