"projectgroupid","fiscalyear_budgets","project_unique","orgname","shortdesc","fund_category_description","fund_parent_source","project_category_label","project_category_description","budget"
"7651604.0","2016","76516-04","CSX","CSX - Branchville Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","616700.0"
"7651604.0","2016","76516-04","CSX","CSX - Branchville Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","264300.0"
"7651507.0","2016","76516-05","Norfolk Southern Railway","NS - Nokesville to Calverton","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651507.0","2016","76516-05","Norfolk Southern Railway","NS - Nokesville to Calverton","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651606.0","2016","76516-06","Norfolk Southern Railway","NS - Bentonville Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651606.0","2016","76516-06","Norfolk Southern Railway","NS - Bentonville Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651607.0","2016","76516-07","Norfolk Southern Railway","NS - Sampson Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651607.0","2016","76516-07","Norfolk Southern Railway","NS - Sampson Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651608.0","2016","76516-08","Norfolk Southern Railway","NS - Solitude Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651608.0","2016","76516-08","Norfolk Southern Railway","NS - Solitude Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651609.0","2016","76516-09","Norfolk Southern Railway","NS - Clark Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651609.0","2016","76516-09","Norfolk Southern Railway","NS - Clark Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","702000.0"
"7651511.0","2016","76516-10","Norfolk Southern Railway","NS - Glade Spring Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","3234000.0"
"7651511.0","2016","76516-10","Norfolk Southern Railway","NS - Glade Spring Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","1386000.0"
"7651414.0","2016","76516-11","Norfolk Southern Railway","NS - F-Line Bridge Clearances","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651414.0","2016","76516-11","Norfolk Southern Railway","NS - F-Line Bridge Clearances","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7801601.0","2016","78016-01","National Railroad Passenger Corp. (Amtrak)","Amtrak Services Operating Funding in FY2016","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","3338763.97"
"7801602.0","2016","78016-02","National Railroad Passenger Corp. (Amtrak)","Amtrak Services Capital in FY2016","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","5204007.0"
"8101301.0","2016","78016-03","Norfolk Southern Railway","Amtrak Extension to Roanoke","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","27812690.0"
"7801604.0","2016","78016-04","Rail Programs","Archived/Closed?","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801605.0","2016","78016-05","CSX","CSX - ACCA Yard","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","12000000.0"
"7801605.0","2016","78016-05","CSX","CSX - ACCA Yard","Local Share","Local Funds","Rail","Rail Planning","10000000.0"
"7801606.0","2016","78016-06","Norfolk Southern Railway","Archived/Closed?","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801606.0","2016","78016-06","Norfolk Southern Railway","Archived/Closed?","Local Share","Local Funds","Rail","Rail Planning","0.0"
"4431301.0","2016","78016-07","NVTC - VRE","Arkendale 3rd Track Project","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","582470.0"
"7651414.0","2015","76516-11","Norfolk Southern Railway","NS - F-Line Bridge Clearances","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7551004.0","2015","75516-04","Buckingham Branch RR","FY2010 BBRR Virginia Southern Division Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","829430.0"
"5000100.0","2016","50001-03","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","60530.0"
"5000100.0","2016","50001-03","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","17803.0"
"5000100.0","2016","50001-03","Greater Lynchburg Transit Company","GLTC-Bus Construction Admin/Maintenance Facility","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","99697.0"
"7651403.0","2015","76514-03","Virginia Port Authority","VPA - Port of Richmond","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","542800.0"
"8101301.0","2015","78015-10","Norfolk Southern Railway","Amtrak Extension to Roanoke","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","4477884.0"
"5002100.0","2014","50021-01","City of Newport News","Newport News Multimodal Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","0.0"
"5002100.0","2015","50021-01","City of Newport News","Newport News Multimodal Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","0.0"
"5002100.0","2016","50021-01","City of Newport News","Newport News Multimodal Facility","Highway Federal Fund","Federal Funds","Transit","Multi-year Capital Projects","0.0"
"5002100.0","2016","50021-01","City of Newport News","Newport News Multimodal Facility","Highway Construction Fund","State Funds","Transit","Multi-year Capital Projects","0.0"
"5002100.0","2016","50021-01","City of Newport News","Newport News Multimodal Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","185547.0"
"7801609.0","2016","78016-09","Norfolk Southern Railway","Route 46 2nd Frequency","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7811602.0","2016","78116-02","Directors Office","NEPA and Related Project Development I95 Corridor","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","IPROC - Purchase Orders","652170.61"
"7811602.0","2016","78116-03","Directors Office","NEPA and Related Project Development I95 Corridor","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","IPROC - Purchase Orders","0.0"
"7801610.0","2016","78016-10","Directors Office","Program Support for Planning & Development Analysis","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801611.0","2016","78016-11","National Railroad Passenger Corp. (Amtrak)","Route 46 2nd Frequency","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7811602.0","2016","78116-05","Directors Office","NEPA and Related Project Development I95 Corridor","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","IPROC - Purchase Orders","520235.88"
"7801611.0","2016","78016-11","National Railroad Passenger Corp. (Amtrak)","Route 46 2nd Frequency","Highway Construction Fund","State Funds","Rail","Rail Planning","4000000.0"
"7001590.0","2016","76516-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","11198.65"
"7001590.0","2016","76516-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","160864.0"
"7001590.0","2016","76516-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","24881.3"
"7001590.0","2016","76516-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","4136.05"
"5000300.0","2017","50003-03","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1081707.0"
"5000300.0","2017","50003-03","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","1736000.0"
"5000300.0","2017","50003-03","NVTC - VRE","VRE - Track Lease Payments-Norfolk Southern","Local Share","Local Funds","Transit","Multi-year Capital Projects","555520.0"
"5000400.0","2017","50004-03","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","3840000.0"
"5000400.0","2017","50004-03","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"5000400.0","2017","50004-03","Hampton Roads Transit","Naval Station Norfolk Transit Extension (DEIS)","Local Share","Local Funds","Transit","Multi-year Capital Projects","160000.0"
"5000900.0","2017","50009-02","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1430000.0"
"5000900.0","2017","50009-02","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","343324.0"
"5000900.0","2017","50009-02","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","770000.0"
"5000900.0","2017","50009-02","Williamsburg Area Transit Authority","WATA Purchase Replacement Buses","Local Share","Local Funds","Transit","Multi-year Capital Projects","110000.0"
"5001000.0","2017","50010-02","County of Loudoun","Loudoun Purchase Expansion Bus 40-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","3202200.0"
"5001000.0","2017","50010-02","County of Loudoun","Loudoun Purchase Expansion Bus 40-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","1584000.0"
"5001200.0","2017","50012-02","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2095567.0"
"5001200.0","2017","50012-02","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3261060.0"
"5001200.0","2017","50012-02","NVTC - VRE","VRE - Track Lease Payments - Amtrak","Local Share","Local Funds","Transit","Multi-year Capital Projects","1043539.0"
"5001300.0","2017","50013-02","NVTC - VRE","VRE Purchase Expansion Rail Cars","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","9224775.0"
"5001300.0","2017","50013-02","NVTC - VRE","VRE Purchase Expansion Rail Cars","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","5292000.0"
"5001300.0","2017","50013-02","NVTC - VRE","VRE Purchase Expansion Rail Cars","Local Share","Local Funds","Transit","Multi-year Capital Projects","756000.0"
"5001400.0","2017","50014-01","PRTC","PRTC Western Maintenance Facility","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","3150168.0"
"5001400.0","2017","50014-02","PRTC","PRTC Western Maintenance Facility","Local Share","Local Funds","Transit","Multi-year Capital Projects","0.0"
"5001700.0","2017","50017-02","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","11152000.0"
"5001700.0","2017","50017-02","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","2892000.0"
"5001700.0","2017","50017-02","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","20700000.0"
"5001700.0","2017","50017-02","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Local Share","Local Funds","Transit","Multi-year Capital Projects","6656000.0"
"5001800.0","2017","50018-02","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","4677486.0"
"5001800.0","2017","50018-02","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","1948952.0"
"5001800.0","2017","50018-02","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","10914132.0"
"5001800.0","2017","50018-02","Town of Blacksburg","Blacksburg Bus Construction Admin Building","Local Share","Local Funds","Transit","Multi-year Capital Projects","1948953.0"
"5001900.0","2017","50019-02","Greater Roanoke Transit Company","Greater Roanoke Purchase Replacement Bus 35-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"5001900.0","2017","50019-02","Greater Roanoke Transit Company","Greater Roanoke Purchase Replacement Bus 35-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","843201.0"
"5002000.0","2017","50020-02","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1535040.0"
"5002000.0","2017","50020-02","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","417886.0"
"5002000.0","2017","50020-02","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","826560.0"
"5002000.0","2017","50020-02","City of Harrisonburg Dept. of Public Transportation","Harrisonburg Purchase Replacement Bus 35-ft","Local Share","Local Funds","Transit","Multi-year Capital Projects","118080.0"
"5000200.0","2017","50022-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","1077362.0"
"5000200.0","2017","50022-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3515000.0"
"5000200.0","2017","50022-01","NVTC - VRE","VRE - Track Lease Payments-CSX","Local Share","Local Funds","Transit","Multi-year Capital Projects","1124800.0"
"7551602.0","2017","75517-02","Buckingham Branch RR","FY2016 BBRR Surface Improvements on the Richmond & Alleghany Division","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","1260000.0"
"7551602.0","2017","75517-02","Buckingham Branch RR","FY2016 BBRR Surface Improvements on the Richmond & Alleghany Division","Local Share","Local Funds","Rail","Rail Preservation","540000.0"
"7551004.0","2017","75517-03","Buckingham Branch RR","FY2010 BBRR Virginia Southern Division Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","1500000.0"
"7551004.0","2017","75517-03","Buckingham Branch RR","FY2010 BBRR Virginia Southern Division Upgrade","Local Share","Local Funds","Rail","Rail Preservation","705882.0"
"7551704.0","2017","75517-04","Buckingham Branch RR","FY2017 BBRR Bridge Improvements on the Buckingham Branch","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","70000.0"
"7551704.0","2017","75517-04","Buckingham Branch RR","FY2017 BBRR Bridge Improvements on the Buckingham Branch","Local Share","Local Funds","Rail","Rail Preservation","30000.0"
"7551706.0","2017","75517-06","Buckingham Branch RR","FY2017 BBRR Tie Replacement on the Richmond & Alleghany Division","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","1368736.0"
"7551706.0","2017","75517-06","Buckingham Branch RR","FY2017 BBRR Tie Replacement on the Richmond & Alleghany Division","Local Share","Local Funds","Rail","Rail Preservation","600000.0"
"7551707.0","2017","75517-07","Commonwealth Railway, Inc.","FY2017 CWRY Six-Year Track Infrastructure Improvement Project","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","333486.0"
"7551707.0","2017","75517-07","Commonwealth Railway, Inc.","FY2017 CWRY Six-Year Track Infrastructure Improvement Project","Local Share","Local Funds","Rail","Rail Preservation","165300.0"
"7551614.0","2017","75517-12","North Carolina and Virginia RR","FY2016 NCVA RR Southampton County Six-Year Track Improvement and Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","191457.0"
"7551614.0","2017","75517-12","North Carolina and Virginia RR","FY2016 NCVA RR Southampton County Six-Year Track Improvement and Upgrade","Local Share","Local Funds","Rail","Rail Preservation","82111.0"
"7551419.0","2017","75517-14","Shenandoah Valley Railroad","FY2014 SVRR Tie Replacement and Track Bed Upgrade","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","39655.0"
"7551419.0","2017","75517-14","Shenandoah Valley Railroad","FY2014 SVRR Tie Replacement and Track Bed Upgrade","Local Share","Local Funds","Rail","Rail Preservation","17100.0"
"7551716.0","2017","75517-16","Shenandoah Valley Railroad","FY2017 SVRR Six-Year Bridge Upgrade and Repair","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","28280.0"
"7551716.0","2017","75517-16","Shenandoah Valley Railroad","FY2017 SVRR Six-Year Bridge Upgrade and Repair","Local Share","Local Funds","Rail","Rail Preservation","12120.0"
"7551618.0","2017","75517-21","Winchester and Western RR Company","FY2016 WWRR Rail Replacement and bridge Deck Renewal, WST and Sandman Subdivisions","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","12809.0"
"7551618.0","2017","75517-21","Winchester and Western RR Company","FY2016 WWRR Rail Replacement and bridge Deck Renewal, WST and Sandman Subdivisions","Local Share","Local Funds","Rail","Rail Preservation","33000.0"
"7651501.0","2017","76517-01","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Study","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651501.0","2017","76517-01","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Study","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651601.0","2017","76517-02","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Construction","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651601.0","2017","76517-02","NVTC - VRE","VRE - Brooke, Leeland, and Potomac Shores Construction","Local Share","Local Funds","Rail","Rail Enhancement Fund","0.0"
"7651502.0","2017","76517-03","Virginia Port Authority","VPA - NIT","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651502.0","2017","76517-03","Virginia Port Authority","VPA - NIT","Local Share","Local Funds","Rail","Rail Enhancement Fund","719700.0"
"7651505.0","2017","76517-04","Virginia Port Authority","VPA - CWRY Marshalling Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651505.0","2017","76517-04","Virginia Port Authority","VPA - CWRY Marshalling Yard","Local Share","Local Funds","Rail","Rail Enhancement Fund","83017.0"
"7651604.0","2017","76517-05","CSX","CSX - Branchville Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","3109147.0"
"7651604.0","2017","76517-05","CSX","CSX - Branchville Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","2315700.0"
"7651706.0","2017","76517-06","Norfolk Southern Railway","NS - Chesapeake & Western Span Upgrade","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651706.0","2017","76517-06","Norfolk Southern Railway","NS - Chesapeake & Western Span Upgrade","Local Share","Local Funds","Rail","Rail Enhancement Fund","90000.0"
"7651609.0","2016","76517-07","Norfolk Southern Railway","NS - Clark Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651609.0","2017","76517-07","Norfolk Southern Railway","NS - Clark Siding","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651609.0","2017","76517-07","Norfolk Southern Railway","NS - Clark Siding","Local Share","Local Funds","Rail","Rail Enhancement Fund","1638000.0"
"7651709.0","2017","76517-09","Norfolk Southern Railway","NS - Performance Feed","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","169092.0"
"7651709.0","2017","76517-09","Norfolk Southern Railway","NS - Performance Feed","Local Share","Local Funds","Rail","Rail Enhancement Fund","168900.0"
"7801605.0","2016","76517-11","CSX","CSX - ACCA Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","2492849.53"
"7801605.0","2017","76517-11","CSX","CSX - ACCA Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","30307150.47"
"7801605.0","2017","76517-11","CSX","CSX - ACCA Yard","Local Share","Local Funds","Rail","Rail Enhancement Fund","5000000.0"
"7801702.0","2017","78017-02","National Railroad Passenger Corp. (Amtrak)","Amtrak Operating FY17","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","5039927.45"
"7801703.0","2017","78017-03","National Railroad Passenger Corp. (Amtrak)","Route 46 2nd Frequency","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","6617110.0"
"7801703.0","2017","78017-03","National Railroad Passenger Corp. (Amtrak)","Route 46 2nd Frequency","Highway Construction Fund","State Funds","Rail","Rail Planning","3018890.0"
"7801704.0","2017","78017-04","National Railroad Passenger Corp. (Amtrak)","Amtrak Capital FY17","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","2548615.96"
"4431301.0","2017","78017-05","NVTC - VRE","Arkendale 3rd Track Project","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"4431301.0","2017","78017-06","CSX","Arkendale 3rd Track Project","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","2352619.0"
"7801708.0","2017","78017-08","City of Newport News","NNTC","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801710.0","2017","78017-10","Rail Division Project Management","Staples Mill Parking","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","192202.2"
"7851701.0","2017","78517-01","CSX","Transforming Rail in VA","Highway Federal Fund","Federal Funds","Rail","IPROC - Atlantic Gateway","0.0"
"7851701.0","2017","78517-01","CSX","Transforming Rail in VA","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","IPROC - Atlantic Gateway","0.0"
"7851701.0","2017","78517-01","CSX","Transforming Rail in VA","Local Share","Local Funds","Rail","IPROC - Atlantic Gateway","0.0"
"7801712.0","2017","78017-12","Norfolk Southern Railway","Route 29 Rail Corridor Improvements","Highway Federal Fund","Federal Funds","Rail","Rail Planning","0.0"
"7801712.0","2017","78017-12","Norfolk Southern Railway","Route 29 Rail Corridor Improvements","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","0.0"
"7801712.0","2017","78017-12","Norfolk Southern Railway","Route 29 Rail Corridor Improvements","Highway Construction Fund","State Funds","Rail","Rail Planning","0.0"
"7651502.0","2016","76517-03","Virginia Port Authority","VPA - NIT","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"8101301.0","2015","78015-11","Norfolk Southern Railway","Amtrak Extension to Roanoke","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","4915000.0"
"7001590.0","2017","76517-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","3316.49"
"7001590.0","2017","76517-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","47633.6"
"7001590.0","2017","76517-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","7371.3"
"7001590.0","2017","76517-12","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","1220.61"
"7801713.0","2017","78017-13","National Railroad Passenger Corp. (Amtrak)","Amtrak Services Capital in FY2016","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","1210303.0"
"7001590.0","2017","76517-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","45313.13"
"7001590.0","2017","76517-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","650640.0"
"7001590.0","2017","76517-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","100677.12"
"7001590.0","2017","76517-13","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","16669.75"
"7651505.0","2017","76517-14","City of Norfolk","VPA - CWRY Marshalling Yard","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","0.0"
"7651505.0","2017","76517-14","Virginia Port Authority","VPA - CWRY Marshalling Yard","Local Share","Local Funds","Rail","Rail Enhancement Fund","230700.0"
"5001700.0","2017","50017-99","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","0.0"
"8101301.0","2017","78017-14","Norfolk Southern Railway","Amtrak Extension to Roanoke","Intercity Passenger Rail Operating & Capital (IPROC)","State Funds","Rail","Rail Planning","854397.0"
"5001700.0","2017","50017-03","Greater Richmond Transit Company","Greater Richmond Bus Rapid Transit Corridor","Commonwealth Transit Capital","State Funds","Transit","Multi-year Capital Projects","911305.0"
"7001590.0","2017","76517-16","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","17611.83"
"7001590.0","2017","76517-16","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","250347.2"
"7001590.0","2017","76517-16","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","39130.12"
"7001590.0","2017","76517-16","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","4616.0"
"7801606.0","2016","78016-06","Norfolk Southern Railway","Archived/Closed?","Rail Enhancement","State Funds","Rail","Rail Planning","0.0"
"7801508.0","2015","78015-08","Norfolk Southern Railway","Archived/Closed?","Rail Enhancement","State Funds","Rail","Rail Planning","0.0"
"7001590.0","2017","76517-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Local Match on Vehicles / Match From Vendors","Local Funds","Rail","Rail Enhancement Fund","14676.22"
"7001590.0","2017","76517-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Highway Federal Fund","Federal Funds","Rail","Rail Enhancement Fund","208618.4"
"7001590.0","2017","76517-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Rail Enhancement","State Funds","Rail","Rail Enhancement Fund","32607.76"
"7001590.0","2017","76517-17","Rail Division Project Management","DC2RVA-payroll and fringes, VDOT, project work plans, NEPA, PE, implementation early work","Priority Transportation","State Funds","Rail","Rail Enhancement Fund","2656.0"
"5000200.0","2018","50022-02","NVTC - VRE","VRE - Track Lease Payments-CSX","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","2405554.0"
"5000200.0","2018","50022-02","NVTC - VRE","VRE - Track Lease Payments-CSX","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","3650000.0"
