"business_name","license_number","inspection_date","placard","formatted_address","inspection_id","violation_id","business_city","business_postal_code","inspection_type","inspection_frequency","inspector","inspector_comments","inspection_result","inspection_description","correct_by_date","corrected_on_site","violation_description","is_major_violation","violation_code","business_id","businessaddress","placard_id","row_id"
"KOSMOS KAFE","L10722","2022-07-15T12:15:00.000","GREEN","890 TAMALPAIS AVE, SAN RAFAEL, CA 94901","53596","77929","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed a trap with dead cockroaches in it. Clean and sanitize food contact surfaces, ensure all items are 6 inches off the floor, and have pest control come and treat facility. Install door sweeps on the doors. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No",,,"CHSC 114259.1","5186","890 TAMALPAIS AVE
SAN RAFAEL, CA 94901
(37.971414, -122.523202)","1","5186_53596_77929"
"KOSMOS KAFE","L10722","2022-07-15T12:15:00.000","GREEN","890 TAMALPAIS AVE, SAN RAFAEL, CA 94901","53596","77928","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed a trap with dead cockroaches in it. Clean and sanitize food contact surfaces, ensure all items are 6 inches off the floor, and have pest control come and treat facility. Install door sweeps on the doors. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No",,,"CHSC 113953.2","5186","890 TAMALPAIS AVE
SAN RAFAEL, CA 94901
(37.971414, -122.523202)","1","5186_53596_77928"
"SMITTY'S BAR","L16264","2022-07-15T12:15:00.000","GREEN","214 CALEDONIA ST, SAUSALITO, CA 94965","54119","77913","SAUSALITO","94965","Routine","Food Yearly Inspection","JULIAN TAM","<p class=MsoNormal style=font-size: 12px;><i><span style=font-size: 12pt;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size: 12pt;> <o:p></o:p></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;><br></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-29T00:00:00.000","No","Observed cutting board and pitcher stored in the hand wash sink.  /  Do not store anything in the hand wash sink to keep it accessible at all times.",,"CHSC 113953","10230","214 CALEDONIA ST
SAUSALITO, CA 94965
(37.859452, -122.486891)","1","10230_54119_77913"
"GROCERY OUTLET","L15173","2022-07-15T09:45:00.000","GREEN","1535 S NOVATO BLVD, NOVATO, CA 94947","54421",,"NOVATO","94947","Routine","Food Semi-yearly Inspection","JULIAN TAM","No significant violations were noted at time of inspection.<div><br></div><div>A green placard was issued.</div>","NOVIOL","No Violation(s) Found","2022-07-14T00:00:00.000","No",,,,"4853","1535 S NOVATO BLVD
NOVATO, CA 94947
(38.098824, -122.570605)","1","4853_54421_"
"CHEVRON","L10840","2022-07-15T09:30:00.000","GREEN","1549 S NOVATO BLVD, NOVATO, CA 94947","52237","77911","NOVATO","94947","Routine","Food Yearly Inspection","JULIAN TAM","<p class=MsoNormal><i><span style=font-size:12.0pt>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size:12.0pt> <o:p></o:p></span></p><p class=MsoNormal><span style=font-size:12.0pt><br></span></p><p class=MsoNormal><span style=font-size:12.0pt>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-02-01T00:00:00.000","No","Refrigerator with egg and cheese recorded at 44°F.  /  Repair to cold hold food at 41°F",,"CHSC 113996","5304","1549 S NOVATO BLVD
NOVATO, CA 94947
(38.098254, -122.57025)","1","5304_52237_77911"
"NEKTER NOVATO","L16168","2022-07-15T09:20:00.000","GREEN","5800 NAVE DR L, NOVATO, CA 94949","52594","77984","NOVATO","94949","Routine","Food Semi-yearly Inspection","KATHLEEN DEA","Minor violations found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLMINOR","Only Minor Violation(s) Found","2022-03-14T00:00:00.000","No","Certified Food Manager certification not available on site at time of inspection. Repeat violation. Keep copies of CFM and FHCs available on site. ",,"CHSC 113947.1","10164","5800 NAVE DR
NOVATO, CA 94949
(38.063721, -122.534184)","1","10164_52594_77984"
"JOHNNY DOUGHNUTS","L13584","2022-07-15T08:30:00.000","GREEN","1617 4TH ST, SAN RAFAEL, CA 94901","53977","77930","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed a prep sink without hot water. Observed hand sink reaching 125 degrees F. Ensure the prep sink reaches 120 degrees F and a hand sink reaching 100 degrees F. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-14T00:00:00.000","No",,,"CHSC 114192","7980","1617 4TH ST
SAN RAFAEL, CA 94901
(37.974049, -122.537311)","1","7980_53977_77930"
"PANCHITO'S","L10406","2022-07-14T11:15:00.000","GREEN","667 DEL GANADO RD, SAN RAFAEL, CA 94903","54918","77947","SAN RAFAEL","94903","Follow-up","Food Semi-yearly Inspection","KATHLEEN DEA","Reinspection following the routine inspection conducted on 7/13/22.<div><br></div><div>For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.<br></div>","VIOLMINOR","Only Minor Violation(s) Found","2022-07-14T00:00:00.000","No","MAJOR - Observed chicken broth at ~46F and rice at 57-58F in deep containers (rice was covered) in 3 door reach in across from prep sink. These foods were cooked yesterday and put in cooler ~9pm last night and have been determined to be improperly cooled. ~8 qts. chicken broth discarded into sink and ~20 qts. of cooked rice discarded into trash. Cool foods rapidly from 135-70F within 2 hours and from 70-41F within 4 hours using methods such as ice bath, ice wands and using shallow, smaller portions uncovered or loosely covered to promote rapid cooling. Fill out and submit cooling log to inspector within 14 days.",,"CHSC 114002","4870","667 DEL GANADO RD
SAN RAFAEL, CA 94903
(38.014429, -122.560328)","1","4870_54918_77947"
"ROUND TABLE PIZZA #1179","L16087","2022-07-14T11:08:00.000","NA","2200 4TH ST, SAN RAFAEL, CA 94901","55213","78203","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Green Placard Posted.<div><br></div><div>Men's restroom clean. No water observed leaking on wall behind urinal</div><div>Soda nozzles clean</div><div>Measured walk-in cooler ambient temperature at 40 - 41F</div><div>Preparation sink draining adequately. Observed minimum required air gap </div><div>Light bulbs replaced underneath hood,</div><div>Measured boiled eggs internal temperature at 49F, blue cheese at 44F, ranch at 45F. Unit measured at 30 - 40F. At inspection ice was added to unit underneath food containers. Investigate why foods are not holding at 41F. </div>","NOVIOL","No Violation(s) Found","2022-07-14T00:00:00.000","Yes","The men restroom was observed with soil/ wastewater coming from the wall hung urinal. [CA] Repair the wall hung urinal and remove all accumulated stagnant water from the restroom. [SA] Employee agreed to close the stall where water was accumulating. ",,"CHSC 114197","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)",,"8595_55213_78203"
"ROUND TABLE PIZZA #1179","L16087","2022-07-14T11:08:00.000","NA","2200 4TH ST, SAN RAFAEL, CA 94901","55213","78201","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Green Placard Posted.<div><br></div><div>Men's restroom clean. No water observed leaking on wall behind urinal</div><div>Soda nozzles clean</div><div>Measured walk-in cooler ambient temperature at 40 - 41F</div><div>Preparation sink draining adequately. Observed minimum required air gap </div><div>Light bulbs replaced underneath hood,</div><div>Measured boiled eggs internal temperature at 49F, blue cheese at 44F, ranch at 45F. Unit measured at 30 - 40F. At inspection ice was added to unit underneath food containers. Investigate why foods are not holding at 41F. </div>","NOVIOL","No Violation(s) Found","2022-07-14T00:00:00.000","Yes","In the salad bar cold holding unit, unshelled boiled eggs internal temperature reading was measured at 54F, cheese at 55F, and blue cheese at 54F. [CA] Potentially hazardous foods shall be held at or below 41F, or at or above 135F when hot. [COS] Employee agreed to voluntarily discard the food.  ",,"CHSC 113996","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)",,"8595_55213_78201"
"ROUND TABLE PIZZA #1179","L16087","2022-07-14T11:08:00.000","NA","2200 4TH ST, SAN RAFAEL, CA 94901","55213","78202","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Green Placard Posted.<div><br></div><div>Men's restroom clean. No water observed leaking on wall behind urinal</div><div>Soda nozzles clean</div><div>Measured walk-in cooler ambient temperature at 40 - 41F</div><div>Preparation sink draining adequately. Observed minimum required air gap </div><div>Light bulbs replaced underneath hood,</div><div>Measured boiled eggs internal temperature at 49F, blue cheese at 44F, ranch at 45F. Unit measured at 30 - 40F. At inspection ice was added to unit underneath food containers. Investigate why foods are not holding at 41F. </div>","NOVIOL","No Violation(s) Found","2022-07-14T00:00:00.000","Yes","Chlorine sanitizer solution in the mechanical dishwasher, the concentration was measured. Chlorine sanitizer container was observed empty in the warewashing area. [CA]  A food facility that prepares food shall not be operating if there is no method to properly wash and sanitize equipment and utensils. [COS] Employee agreed to manually wash, rinse, and sanitize dishes while waiting for the technician to service the dishwasher. ",,"CHSC 114099.7","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)",,"8595_55213_78202"
"MCNEARS BEACH PARK","L16604","2022-07-14T09:57:00.000","GREEN","201 CANTERA WAY, SAN RAFAEL, CA 94901","54908","77983","SAN RAFAEL","94901","Routine","Food Initial Inspection","KATHLEEN DEA","For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLMINOR","Only Minor Violation(s) Found","2022-07-15T00:00:00.000","No","Only cold water available at hand sink in kitchen. Hot water faucet OFF. Repair to dispense hot water (100-108F) immediately to ensure proper handwashing. Operator turned hot water on at time of inspection, measured at 100F. COS.",,"CHSC 113953.c","5969","201 CANTERA WAY
SAN RAFAEL, CA 94901
(37.99159, -122.453327)","1","5969_54908_77983"
"DONUT ALLEY - 2","L10060","2022-07-14T08:50:00.000","GREEN","471 MAGNOLIA AVE, LARKSPUR, CA 94939","53137","77907","LARKSPUR","94939","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed no soap and paper towels in the dispensers at the hand sink in the food prep area. Hand sinks must be fully stocked at all times. Fill soap and paper towel dispensers. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-04-14T00:00:00.000","No",,,"CHSC 113953.2","4525","471 MAGNOLIA AVE
LARKSPUR, CA 94939
(37.935545, -122.535332)","1","4525_53137_77907"
"WORLD WRAPPS","L14962","2022-07-13T15:10:00.000","GREEN","208 CORTE MADERA TOWN CTR, CORTE MADERA, CA 94925","53646","77316","CORTE MADERA","94925","Routine","Food Semi-yearly Inspection","JENNIFER SNOW","<p class=MsoNormal><a name=_Hlk99983816>Minor violations were also observed. For more information, contact Marin County Environmental Health Services at (415) 473-6634. The report can be viewed at County of Marin Environmental Health Services, 3501 Civic Center Drive, Room 236, San Rafael, CA 94903. Office hours: Monday through Thursday from 8:00 a.m. - 4:00 p.m, and Friday from 8:00 a.m. – 12:00 p.m.. The report may be also be viewed at the facility upon request.<o:p></o:p></a></p>","VIOLFOUND","Violation(s) Found","2022-05-16T00:00:00.000","No","Observed top drawer slightly open above griddle. Cooked broccoli made at 10:00 a.m.. observed at 55 degrees f in this drawer, Grated jack and cheddar cheese: 46 degrees F. Bottom drawer: raw salmon and raw shrimp observed at 46 degrees F. Cooked scallops on ice bath: 56 degrees F - inadequate ice. Ice needs to go around all four sides of the container to top level of the food. Recommend keeping potentially hazardous foods in refrigeration instead of ice bath. See VCD sheet for potentially hazardous foods that were voluntarily discarded. ","yes","CHSC 113996","5272","208 CORTE MADERA TOWN CTR
CORTE MADERA, CA 94925
(37.927964, -122.516641)","1","5272_53646_77316"
"ALOH-O","L15466","2022-07-13T15:00:00.000","GREEN","276 NORTHGATE ONE, SAN RAFAEL, CA 94903","54914","77922","SAN RAFAEL","94903","Follow-up","Food Semi-yearly Inspection","KATHLEEN DEA","<div>Reinspection following the routine inspection conducted on 7/12/22. Today, major violation has been corrected. </div><div><br></div>For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. ","NOVIOL","No Violation(s) Found","2022-07-13T00:00:00.000","Yes","Food prep sink only dispenses 80.6F water out of right handle, left handle is broken. Repair to dispense 120F hot water AND cold water out of respective faucets. Repair is scheduled for today. Repair by end of today to have hot &gt;120F and cold water from this sink. ",,"CHSC 114192","4524","276 NORTHGATE
SAN RAFAEL, CA 94903","1","4524_54914_77922"
"CATER MARIN","L10501","2022-07-13T13:50:00.000","GREEN","627 DEL GANADO RD, SAN RAFAEL, CA 94903","52129","77923","SAN RAFAEL","94903","Routine","Food Semi-yearly Inspection","KATHLEEN DEA","Minor violations found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLMINOR","Only Minor Violation(s) Found","2022-02-14T00:00:00.000","No","Dishwasher sanitizer measured at &lt;50ppm Cl on final rinse. Ensure sanitizer dispenses at minimum 50 ppm Cl at final rinse to ensure proper sanitizing. Operator primed and adjusted sanitizer. COS to 50ppm Cl at end of inspection. ",,"CHSC 114099.7","4964","627 DEL GANADO RD
SAN RAFAEL, CA 94903
(38.013467, -122.559019)","1","4964_52129_77923"
"LUCINDA'S TAKE OUT","L10063","2022-07-13T13:00:00.000","GREEN","930 REDWOOD HWY FRONTAGE RD, MILL VALLEY, CA 94941","52103","77900","MILL VALLEY","94941","Routine","Food Semi-yearly Inspection","JULIAN TAM","<p class=MsoNormal style=font-size: 12px;><i><span style=font-size: 12pt;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size: 12pt;> <o:p></o:p></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;><br></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-02-14T00:00:00.000","No","Observed duct tape on handle of equipment.  /  Remove duct tape.",,"CHSC 114175","4528","930 REDWOOD HWY FRONTAGE RD
MILL VALLEY, CA 94941
(37.900792, -122.515386)","1","4528_52103_77900"
"ROUND TABLE PIZZA #1179","L16087","2022-07-13T12:20:00.000","YELLOW","2200 4TH ST, SAN RAFAEL, CA 94901","54888","77889","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Inspection conducted to review compliance of major violations observed at routine  inspection on 7/11/22. <div><br></div><div>Internal temperature of boiled eggs and ranch measured at 49.9F. All PHF foods are required to be cold held at 41<br>F or below.<br><div>Walk in cooler measured at 46F. Required to be maintained at 41F or below</div><div>At time of inspection urinal was being serviced</div><div>Chlorine dishwasher measured at 50 ppm. </div><div><br></div><div>Correct all violation within 24 hrs. </div></div>","VIOLFOUND","Violation(s) Found","2022-07-13T00:00:00.000","No","In the salad bar cold holding unit, unshelled boiled eggs internal temperature reading was measured at 54F, cheese at 55F, and blue cheese at 54F. [CA] Potentially hazardous foods shall be held at or below 41F, or at or above 135F when hot. [COS] Employee agreed to voluntarily discard the food.  ","yes","CHSC 113996","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)","2","8595_54888_77889"
"ROUND TABLE PIZZA #1179","L16087","2022-07-13T12:20:00.000","YELLOW","2200 4TH ST, SAN RAFAEL, CA 94901","54888","77890","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Inspection conducted to review compliance of major violations observed at routine  inspection on 7/11/22. <div><br></div><div>Internal temperature of boiled eggs and ranch measured at 49.9F. All PHF foods are required to be cold held at 41<br>F or below.<br><div>Walk in cooler measured at 46F. Required to be maintained at 41F or below</div><div>At time of inspection urinal was being serviced</div><div>Chlorine dishwasher measured at 50 ppm. </div><div><br></div><div>Correct all violation within 24 hrs. </div></div>","VIOLFOUND","Violation(s) Found","2022-07-13T00:00:00.000","No","Chlorine sanitizer solution in the mechanical dishwasher, the concentration was measured. Chlorine sanitizer container was observed empty in the warewashing area. [CA]  A food facility that prepares food shall not be operating if there is no method to properly wash and sanitize equipment and utensils. [COS] Employee agreed to manually wash, rinse, and sanitize dishes while waiting for the technician to service the dishwasher. ","yes","CHSC 114099.7","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)","2","8595_54888_77890"
"ROUND TABLE PIZZA #1179","L16087","2022-07-13T12:20:00.000","YELLOW","2200 4TH ST, SAN RAFAEL, CA 94901","54888","77891","SAN RAFAEL","94901","Follow-up","Food Semi-yearly Inspection","BREE NELSON","Inspection conducted to review compliance of major violations observed at routine  inspection on 7/11/22. <div><br></div><div>Internal temperature of boiled eggs and ranch measured at 49.9F. All PHF foods are required to be cold held at 41<br>F or below.<br><div>Walk in cooler measured at 46F. Required to be maintained at 41F or below</div><div>At time of inspection urinal was being serviced</div><div>Chlorine dishwasher measured at 50 ppm. </div><div><br></div><div>Correct all violation within 24 hrs. </div></div>","VIOLFOUND","Violation(s) Found","2022-07-13T00:00:00.000","No","The men restroom was observed with soil/ wastewater coming from the wall hung urinal. [CA] Repair the wall hung urinal and remove all accumulated stagnant water from the restroom. [SA] Employee agreed to close the stall where water was accumulating. ","yes","CHSC 114197","8595","2200 4TH ST
SAN RAFAEL, CA 94901
(37.976192, -122.549327)","2","8595_54888_77891"
"SAUSALITO GOURMET DELI","L10331","2022-07-13T11:45:00.000","GREEN","209 CALEDONIA ST, SAUSALITO, CA 94965","53575","77898","SAUSALITO","94965","Routine","Food Semi-yearly Inspection","JULIAN TAM","<p class=MsoNormal style=font-size: 12px;><i><span style=font-size: 12pt;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size: 12pt;> <o:p></o:p></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;><br></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No","Observed employee dropped meat tenderizer on floor and was about to place back into storage with clean utensils.  Employee had to be instructed to wash - rinse - sanitize - air dry utensil.  /  Utensils must be washed - rinsed - sanitized - air dried after contaminated.",,"CHSC 114099.6","4792","209 CALEDONIA ST
SAUSALITO, CA 94965
(37.859351, -122.486697)","1","4792_53575_77898"
"SOL FOOD - LA BODEGA","L10239","2022-07-13T11:05:00.000","GREEN","903 LINCOLN AVE, SAN RAFAEL, CA 94901","53907","77908","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed cooked meat on the counter at 110 degrees F, a fridge holding at 46 degrees F, improper cooling leading to beans out at 60 degrees F, and cooked vegetables left out at 70 degrees F. Potentially hazardous foods must be kept at 41 degrees F or below or 135 degrees F or above. All potentially hazardous foods were moved to proper cold holding.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-14T00:00:00.000","No",,,"CHSC 113996","4703","903 LINCOLN AVE
SAN RAFAEL, CA 94901
(37.971796, -122.524022)","1","4703_53907_77908"
"SOL FOOD - 2","L10311","2022-07-13T11:05:00.000","GREEN","901 LINCOLN AVE, SAN RAFAEL, CA 94901","53912","77909","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed shredded chicken held out on the counter at 65 degrees F. Potentially hazardous foods must be kept at 41 degrees F or below. This was moved to cold holding. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-14T00:00:00.000","No",,,"CHSC 113996","4776","901 LINCOLN AVE
SAN RAFAEL, CA 94901
(37.971773, -122.524028)","1","4776_53912_77909"
"AROMA CAFE","L10425","2022-07-13T10:15:00.000","GREEN","1122 4TH ST, SAN RAFAEL, CA 94901","53924","77910","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed cut fruit cups held on the front counter at 49 degrees F. Potentially hazardous foods must be kept at 41 degrees F or below. Refill the ice in the holding bucket. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-06-14T00:00:00.000","No",,,"CHSC 113996","4888","1122 4TH ST
SAN RAFAEL, CA 94901
(37.973205, -122.528777)","1","4888_53924_77910"
"TASTE OF ROME","L10299","2022-07-13T10:00:00.000","GREEN","1000 BRIDGEWAY BLVD, SAUSALITO, CA 94965","52430","77899","SAUSALITO","94965","Routine","Food Semi-yearly Inspection","JULIAN TAM","<p class=MsoNormal style=font-size: 12px;><i><span style=font-size: 12pt;>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size: 12pt;> <o:p></o:p></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;><br></span></p><p class=MsoNormal style=font-size: 12px;><span style=font-size: 12pt;>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-03-14T00:00:00.000","No","Observed raw scrambled eggs in incorrectly made ice bath recorded around 48°F.  /  Remove ice bath so ice level matches level of food stored.  Cold hold food at 41°F or below.",,"CHSC 113996","4764","1000 BRIDGEWAY BLVD
SAUSALITO, CA 94965","1","4764_52430_77899"
"PANCHITO'S","L10406","2022-07-13T08:54:00.000","GREEN","667 DEL GANADO RD, SAN RAFAEL, CA 94903","52118","77946","SAN RAFAEL","94903","Routine","Food Semi-yearly Inspection","KATHLEEN DEA","Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLFOUND","Violation(s) Found","2022-02-14T00:00:00.000","No","MAJOR - Observed chicken broth at ~46F and rice at 57-58F in deep containers (rice was covered) in 3 door reach in across from prep sink. These foods were cooked yesterday and put in cooler ~9pm last night and have been determined to be improperly cooled. ~8 qts. chicken broth discarded into sink and ~20 qts. of cooked rice discarded into trash. Cool foods rapidly from 135-70F within 2 hours and from 70-41F within 4 hours using methods such as ice bath, ice wands and using shallow, smaller portions uncovered or loosely covered to promote rapid cooling. Fill out and submit cooling log to inspector within 14 days.","yes","CHSC 114002","4870","667 DEL GANADO RD
SAN RAFAEL, CA 94903
(38.014429, -122.560328)","1","4870_52118_77946"
"BAYSIDE CAFE","L10460","2022-07-13T08:35:00.000","GREEN","1 GATE 6 1/2, SAUSALITO, CA 94965","52448","77897","SAUSALITO","94965","Routine","Food Semi-yearly Inspection","JULIAN TAM","<p class=MsoNormal><i><span style=font-size:12.0pt>Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report.</span></i><span style=font-size:12.0pt> <o:p></o:p></span></p><p class=MsoNormal><span style=font-size:12.0pt><br></span></p><p class=MsoNormal><span style=font-size:12.0pt>A green placard was issued.</span></p>","VIOLMINOR","Only Minor Violation(s) Found","2022-03-14T00:00:00.000","No","Observed hollandaise sauce left on top of steam table.  Sauce recorded at around 105°F.  Chef stated sauce was made about an hour and a half ago.  /  Reheat to 165°F then hot hold at 135°F or above or cold hold at 41°F or below.",,"CHSC 113996","4923","1 GATE
SAUSALITO, CA 94965","1","4923_52448_77897"
"GATEWAY GAS ONE","L10917","2022-07-12T15:06:00.000","GREEN","1005 NORTHGATE DR, SAN RAFAEL, CA 94903","54904","77903","SAN RAFAEL","94903","Follow-up","Food Yearly Inspection","KATHLEEN DEA","Reinspection following the reinspection conducted on 7/8/22. Today, violations have been corrected. <div><br></div><div>For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. <br></div>","NOVIOL","No Violation(s) Found","2022-07-12T00:00:00.000","No","Mop sink hot water measured at 86-115F. Hot water at this fixture is required to be at 120F. Repair to dispense minimum 120F hot water within 48 hrs. Repeat violation.",,"CHSC 114192","5382","1005 NORTHGATE DR
SAN RAFAEL, CA 94903
(38.008381, -122.544972)","1","5382_54904_77903"
"SAN RAFAEL JOE'S","L10271","2022-07-12T13:30:00.000","GREEN","931 4TH ST, SAN RAFAEL, CA 94901","53570","77931","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed a hot holding unit between 125 and 132 degrees F. Observed a prep cooler holding at 47 degrees F. Observed a sauce at 117 degrees F. Potentially hazardous foods must be kept at 41 degrees F or below or 135 degrees F or above. Prep fridge must be repaired. Hot holding unit was turned up. </div>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No",,,"CHSC 113996","4737","931 4TH ST
SAN RAFAEL, CA 94901
(37.973011, -122.526826)","1","4737_53570_77931"
"MISSION'S GRILL","L10849","2022-07-12T13:00:00.000","GREEN","1017 4TH ST, SAN RAFAEL, CA 94901","53601","77932","SAN RAFAEL","94901","Routine","Food Semi-yearly Inspection","MICHAEL MARTHINSEN","Green Placard<div><br></div><div>Observed no food manager certification. Food facilities are required to have a food manager certification at all times. Sign up for and complete a food manager certification. Other minor violations were also found. For more information, contact Marin County Environmental Health Services at (415)473-6907 and ask to see the actual inspection or ask the food facility for the inspection report.</div>","VIOLMINOR","Only Minor Violation(s) Found","2022-05-16T00:00:00.000","No",,,"CHSC 113947.1","5314","1017 4TH ST
SAN RAFAEL, CA 94901
(37.973084, -122.527563)","1","5314_53601_77932"
"ALOH-O","L15466","2022-07-12T11:08:00.000","GREEN","276 NORTHGATE ONE, SAN RAFAEL, CA 94903","54047","77921","SAN RAFAEL","94903","Routine","Food Semi-yearly Inspection","KATHLEEN DEA","Minor violations were also found.  For more information, contact Marin County Environmental Health Services at (415) 473-6907 and ask to see the actual inspection report OR ask the food facility for the inspection report. Green placard issued.","VIOLFOUND","Violation(s) Found","2022-06-14T00:00:00.000","No","Food prep sink only dispenses 80.6F water out of right handle, left handle is broken. Repair to dispense 120F hot water AND cold water out of respective faucets. Repair is scheduled for today. Repair by end of today to have hot &gt;120F and cold water from this sink. ","yes","CHSC 114192","4524","276 NORTHGATE
SAN RAFAEL, CA 94903","1","4524_54047_77921"
