"fiscal_year","type","revenue_type","sub_type","function","amount","adjusted_for_thousands"
"2011-12-31T00:00:00.000","Revenues","Program Revenues","Capital Grants","N/A","159156","159156000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Property Taxes","922894","922894000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Sales Taxes","1023128","1023128000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","40601","40601000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Tobacco Settlement Revenue and Tobacco Receipts","18849","18849000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Investment Income","20711","20711000"
"2011-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","28165","28165000"
"2011-12-31T00:00:00.000","Change in Net Position","N/A","N/A","N/A","-1002979","-1002979000"
"2011-12-31T00:00:00.000","Beginning Net Position","N/A","N/A","N/A","-5376299","-5376299000"
"2011-12-31T00:00:00.000","Ending Net Position","N/A","N/A","N/A","-6379278","-6379278000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Legislative","10213","10213000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Judicial","65765","65765000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","General Government","739650","739650000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Protection of Persons","771480","771480000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Health","243078","243078000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Public Works","238683","238683000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Recreation and Parks","34035","34035000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Social Services","564636","564636000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Corrections","231627","231627000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Education","12086","12086000"
"2010-12-31T00:00:00.000","Expenses","N/A","N/A","Debt Service Interest","171156","171156000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Legislative","193","193000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Judicial","33961","33961000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","General Government","61742","61742000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Protection of Persons","36495","36495000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Health","22196","22196000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Public Works","6060","6060000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Recreation and Parks","19426","19426000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Social Services","18497","18497000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Corrections","4784","4784000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Operating Grants","N/A","485243","485243000"
"2010-12-31T00:00:00.000","Revenues","Program Revenues","Capital Grants","N/A","42576","42576000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Property Taxes","931585","931585000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Sales Taxes","997175","997175000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","40900","40900000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Tobacco Settlement Revenue and Tobacco Receipts","19881","19881000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Investment Income","13654","13654000"
"2010-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","26521","26521000"
"2010-12-31T00:00:00.000","Change in Net Position","N/A","N/A","N/A","-321520","-321520000"
"2010-12-31T00:00:00.000","Beginning Net Position","N/A","N/A","N/A","-4985686","-4985686000"
"2010-12-31T00:00:00.000","Ending Net Position","N/A","N/A","N/A","-5307206","-5307206000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Legislative","10108","10108000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Judicial","51142","51142000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","General Government","752102","752102000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Protection of Persons","725762","725762000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Health","268204","268204000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Public Works","218257","218257000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Recreation and Parks","33369","33369000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Social Services","539817","539817000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Corrections","253576","253576000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Education","11457","11457000"
"2009-12-31T00:00:00.000","Expenses","N/A","N/A","Debt Service Interest","164498","164498000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Legislative","274","274000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Judicial","19705","19705000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","General Government","45522","45522000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Protection of Persons","37462","37462000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Health","22245","22245000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Public Works","9146","9146000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Recreation and Parks","19665","19665000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Social Services","17903","17903000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Corrections","5300","5300000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Education","1011","1011000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Operating Grants","N/A","463438","463438000"
"2009-12-31T00:00:00.000","Revenues","Program Revenues","Capital Grants","N/A","63479","63479000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Property Taxes","919653","919653000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Sales Taxes","949710","949710000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","41149","41149000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Tobacco Settlement Revenue and Tobacco Receipts","82210","82210000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Investment Income","13757","13757000"
"2009-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","25999","25999000"
"2009-12-31T00:00:00.000","Change in Net Position","N/A","N/A","N/A","-290664","-290664000"
"2009-12-31T00:00:00.000","Beginning Net Position","N/A","N/A","N/A","-4719242","-4719242000"
"2009-12-31T00:00:00.000","Ending Net Position","N/A","N/A","N/A","-5009906","-5009906000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Legislative","10126","10126000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Judicial","52998","52998000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","General Government","759162","759162000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Protection of Persons","718984","718984000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Health","259517","259517000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Public Works","224577","224577000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Recreation and Parks","43125","43125000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Social Services","519326","519326000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Corrections","212124","212124000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Education","10741","10741000"
"2008-12-31T00:00:00.000","Expenses","N/A","N/A","Debt Service Interest","159632","159632000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Legislative","233","233000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Judicial","17953","17953000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","General Government","43712","43712000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Protection of Persons","33285","33285000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Health","22208","22208000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Public Works","7612","7612000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Recreation and Parks","19775","19775000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Social Services","19227","19227000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Corrections","7420","7420000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Charges for services","Education","2579","2579000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Operating Grants","N/A","412965","412965000"
"2008-12-31T00:00:00.000","Revenues","Program Revenues","Capital Grants","N/A","15106","15106000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Property Taxes","889519","889519000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Sales Taxes","998733","998733000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","38991","38991000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Tobacco Settlement Revenue and Tobacco Receipts","74078","74078000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Investment Income","48701","48701000"
"2008-12-31T00:00:00.000","Revenues","General Revenues","Taxes","Other Taxes","26426","26426000"
"2008-12-31T00:00:00.000","Change in Net Position","N/A","N/A","N/A","-291792","-291792000"
"2008-12-31T00:00:00.000","Beginning Net Position","N/A","N/A","N/A","-4427450","-4427450000"
"2008-12-31T00:00:00.000","Ending Net Position","N/A","N/A","N/A","-4719242","-4719242000"
