"fiscal_year","country_region_or_secretariat","obligation_amount","tcb_category","funding_agency","funding_account","funding_account_code","implementing_agency","implementing_subagency","activity_title","activity_description","activity_id"
"1999","Honduras","441769","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1001"
"1999","Honduras","208119","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Honduras","359946","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Honduras","Untitled","No description available.","1073"
"1999","Hungary","250000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1036"
"1999","India","2107000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Asia and Near East Bureau (former)","Untitled","No description available.","1052"
"1999","India","149015","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","India","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","India","50000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1016"
"1999","Indonesia","54475","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","17398","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","2816000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Asia and Near East Bureau (former)","Untitled","No description available.","1052"
"1999","Indonesia","669957","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Indonesia","98112","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","540187","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","28806","Trade-related Procurement","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","9982","Intellectual Property Rights (IPR)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","17000","Sanitary and Phyto-sanitary Measures (SPS)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1068"
"1999","Indonesia","78434","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","1144546","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","96971","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","17000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1068"
"1999","Indonesia","13975","Other Trade Capacity Building","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Indonesia","99253","Trade-related Services (excluding Tourism)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Indonesia","Untitled","No description available.","1013"
"1999","Cote d'Ivoire","50000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1270"
"1999","Jamaica","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Jamaica","592000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Jamaica","Untitled","No description available.","1196"
"1999","Jamaica","156000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1066"
"1999","Kazakhstan","667000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","Department of Agriculture (USDA)","Agricultural Research Service (ARS)","Untitled","No description available.","1211"
"1999","Nigeria","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Kazakhstan","114100","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kazakhstan","264000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1084"
"1999","Kazakhstan","2000000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1083"
"1999","Kazakhstan","500000","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","Trade and Development Agency (TDA)",,"Untitled","No description available.","1038"
"1999","Kazakhstan","7403000","Financial Sector","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1085"
"1999","Kazakhstan","163000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kazakhstan","1475000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1082"
"1999","Kazakhstan","1352900","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Jordan","95000","Trade-related Infrastructure","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Jordan","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Jordan","2286500","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Jordan","Untitled","No description available.","1013"
"1999","Jordan","2707216","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Jordan","Untitled","No description available.","1013"
"1999","Jordan","3301706","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Jordan","Untitled","No description available.","1013"
"1999","Jordan","850578","Trade-related Services (excluding Tourism)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Jordan","Untitled","No description available.","1013"
"1999","Kenya","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Kenya","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Kenya","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Kenya","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Kenya","67000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1273"
"1999","Kenya","296511","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Kenya","96415","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1146"
"1999","Kenya","20000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Global Health (GH)","Untitled","No description available.","1015"
"1999","Kenya","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Kyrgyzstan","614100","Intellectual Property Rights (IPR)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kyrgyzstan","409400","Trade-related Procurement","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kyrgyzstan","102350","Technical Barriers to Trade (TBT)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kyrgyzstan","511750","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kyrgyzstan","5064000","Financial Sector","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1085"
"1999","Kyrgyzstan","1420000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1082"
"1999","Kyrgyzstan","81880","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Kyrgyzstan","3375000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1084"
"1999","Kyrgyzstan","327520","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1078"
"1999","Lebanon","620000","Trade-related Tourism","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Lebanon","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Lesotho","215000","Trade-related Agriculture","Overseas Private Investment Corporation (OPIC)","Overseas Private Investment Corporation, Program Account","71x0100","Overseas Private Investment Corporation (OPIC)",,"Untitled","No description available.","1176"
"1999","Lesotho","7696","WTO Accession and Compliance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1143"
"1999","Liberia","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Liberia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Liberia","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Liberia","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Liberia","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Madagascar","63750","Sanitary and Phyto-sanitary Measures (SPS)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Madagascar","Untitled","No description available.","1030"
"1999","Madagascar","63750","Technical Barriers to Trade (TBT)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Madagascar","Untitled","No description available.","1030"
"1999","Madagascar","127500","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Madagascar","Untitled","No description available.","1030"
"1999","Madagascar","106250","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Madagascar","Untitled","No description available.","1030"
"1999","Madagascar","125000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1031"
"1999","Madagascar","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Madagascar","63750","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Madagascar","Untitled","No description available.","1030"
"1999","Madagascar","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Madagascar","100000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1274"
"1999","Madagascar","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Madagascar","250000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1031"
"1999","Madagascar","125000","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1031"
"1999","Madagascar","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Madagascar","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Malawi","601020","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Malawi","Untitled","No description available.","1192"
"1999","Malawi","498960","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Malawi","Untitled","No description available.","1192"
"1999","Malawi","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Malawi","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Malawi","96415","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1146"
"1999","Malawi","7696","WTO Accession and Compliance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1143"
"1999","Malawi","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Malawi","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Malawi","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Malawi","34020","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Malawi","Untitled","No description available.","1192"
"1999","Malaysia","515000","Environmental Standards and Trade","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Asia and Near East Bureau (former)","Untitled","No description available.","1052"
"1999","Mali","2382750","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Mali","Untitled","No description available.","1032"
"1999","Mali","15000","General trade facilitation (1999-2001)","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1136"
"1999","Mali","589572","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1049"
"1999","Mali","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Mali","250000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1266"
"1999","Mali","476550","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Mali","Untitled","No description available.","1032"
"1999","Mali","285000","Trade-related Infrastructure","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1038"
"1999","Mali","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Mali","250000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1266"
"1999","Mali","317700","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Mali","Untitled","No description available.","1032"
"1999","Mali","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Mali","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Mali","92000","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1066"
"1999","Mauritius","7696","WTO Accession and Compliance","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1143"
"1999","Mexico","231150","WTO Accession and Compliance","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1121"
"1999","Mexico","598221","Trade-related Labor","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Democracy, Conflict, and Humanitarian Assistance (DCHA)","Untitled","No description available.","1047"
"1999","Mexico","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Mexico","350000","Trade-related Agriculture","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1128"
"1999","Mexico","231150","Trade-related Agriculture","Department of Agriculture (USDA)","Account not specified (1999-2006)","12x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1121"
"1999","Mongolia","569633","Trade-related Labor","Department of Labor (DOL)","Department of Labor, Departmental Management","16x0165","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1001"
"1999","Mongolia","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Mongolia","548524","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Mongolia","500000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Bureau for Economic Growth, Education, and Environment (E3)","Untitled","No description available.","1041"
"1999","Mongolia","107906","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Mongolia","242789","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1013"
"1999","Moldova","408600","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","Department of Commerce (DOC)","Office of General Counsel","Untitled","No description available.","1010"
"1999","Moldova","250000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","Department of Homeland Security (DHS)","Customs and Border Protection (CBP)","Untitled","No description available.","1203"
"1999","Moldova","272400","WTO Accession and Compliance","U.S. Agency for International Development (USAID)","Assistance for Europe, Eurasia and Central Asia (AEECA)","72x0306","Department of Commerce (DOC)","Office of General Counsel","Untitled","No description available.","1010"
"1999","Morocco","26900","Trade-related Labor","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1135"
"1999","Morocco","137500","Trade-related Infrastructure","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Morocco","Untitled","No description available.","1013"
"1999","Morocco","1100000","Financial Sector","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Morocco","Untitled","No description available.","1013"
"1999","Morocco","1512500","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Morocco","Untitled","No description available.","1013"
"1999","Mozambique","250000","Trade-related Services (excluding Tourism)","Trade and Development Agency (TDA)","Trade and Development Agency","11x1001","Trade and Development Agency (TDA)",,"Untitled","No description available.","1036"
"1999","Mozambique","8700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1245"
"1999","Mozambique","20700","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1145"
"1999","Mozambique","6300","Trade-related Agriculture","U.S. Government (unspecified)","Account not specified (1999-2001)","99x9999","Department of Agriculture (USDA)","Foreign Agricultural Service (FAS)","Untitled","No description available.","1118"
"1999","Mozambique","2492200","Trade-related Agriculture","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Mozambique","Untitled","No description available.","1029"
"1999","Mozambique","1612600","Competition Policy, Business Environment, and Governance","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Agency for International Development (USAID)","Mozambique","Untitled","No description available.","1029"
"1999","Mozambique","50000","General trade facilitation (1999-2001)","U.S. Agency for International Development (USAID)","Account not specified (1999-2006)","72x9999","U.S. Government (unspecified)","Not specified (1999-2001)","Untitled","No description available.","1270"
