"country","pbs_id","idcode","urbrur","weai_wt","stratum","survey","zoi","g104","g105_m","g105_y","g106","g107","g108","g109","g110","g111","g201_a","g201_b","g201_c","g201_d","g201_e","g201_f","g202_a","g202_b","g202_c","g202_d","g202_e","g202_f","g203_a","g203_b","g203_c","g203_d","g203_e","g203_f","g301a_a","g301a_b","g301a_c","g301a_d","g301a_e","g301a_f","g301a_g","g301a_h","g301a_i","g301a_j","g301a_k","g301a_l","g301a_m","g301a_n","g301b_a","g301b_b","g301b_c","g301b_d","g301b_e","g301b_f","g301b_g","g301b_h","g301b_i","g301b_j","g301b_k","g301b_l","g301b_m","g301b_n","g302_a","g302_b","g302_c","g302_d","g302_e","g302_f","g302_g","g302_h","g302_i","g302_j","g302_k","g302_l","g302_m","g302_n","g303_a","g303_b","g303_c","g303_d","g303_e","g303_f","g303_g","g304_a","g304_b","g304_c","g304_d","g304_e","g304_f","g304_g","g305_a","g305_b","g305_c","g305_d","g305_e","g305_f","g305_g","g306_a","g306_b","g306_c","g306_d","g306_e","g306_f","g306_g","g307_a","g307_b","g307_c","g307_d","g307_e","g308_a","g308_b","g308_c","g308_d","g308_e","g309_a","g309_b","g309_c","g309_d","g309_e","g401","g402","g403","g404_a","g404_b","g404_c","g404_d","g404_e","g404_f","g404_g","g404_h","g404_i","g404_j","g404_k","g405_a","g405_b","g405_c","g405_d","g405_e","g405_f","g405_g","g405_h","g405_i","g405_j","g405_k","g501_a","g501_b","g501_c","g501_d","g501_e","g501_f","g501_g","g502_a","g502_b","g502_c","g502_d","g502_e","g502_f","g502_g","g601b","g602","today","cluster"
"Zambia","504","2","rural","70.8819668218","3042","Interim ZOI Survey 2015","data collected by westat","[d] children present","1","1983","32","true","true","yes, currently married",,,"true","true","true","true","false","false","input into some decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,,"no decisions made","input into most or all decisions","no decisions made","input into most or all decisions",,,"true","yes","true","true","false","true","no","true","yes","false","true","true","false","true","1","5 to 9","1 to 4","12.0",,"6.0",,"1.0","2+",,"32.0","2.0",,"2.0","[ab] self and partner/spouse","[b] partner/spouse only","[c] other hh member only","[ac] self and other hh member",,"[abc] self, partner/spouse, and other hh member",,"[a] self only","[ab] self and partner/spouse",,"[a] self only","[bc] parter/spouse and other hh member",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[c] other hh member only","[a] self only",,"[z] not applicable",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse","[b] partner/spouse only","[c] other hh member only","[a] self only",,"[z] not applicable",,"[b] partner/spouse only","[b] partner/spouse only","[c] other hh member only","[a] self only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","no, not at all comfortable","yes, comfortably","no","no","no","yes","no","no","no","yes","yes","no","no",,,,"true",,,,"false","true",,,"[b] partner/spouse only","[a] self only","[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","to a high extent",,"to a high extent","to a high extent","to a high extent","medium extent","to a high extent","about the same as usual","neutral, neither satisfied nor dissatisfied","2015-12-01T00:00:00.000","76"
"Zambia","505","2","rural","315.6480207686","3062","Interim ZOI Survey 2015","data collected by westat","[a] alone","5","1962","53","true","true","yes, currently married",,,"true","true","false","false","false","false","input into some decisions","input into some decisions",,,,,"input into some decisions","input into some decisions",,,,,"true","no","true","true","false","true","no","false","no","false","true","true","false","false","1",,"1 to 4","7.0",,"5.0",,,,,"65.0","1.0",,,"[ab] self and partner/spouse",,"[c] other hh member only","[c] other hh member only",,"[b] partner/spouse only",,,,,"[a] self only","[b] partner/spouse only",,,"[b] partner/spouse only",,"[c] other hh member only","[c] other hh member only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[c] other hh member only","[c] other hh member only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[c] other hh member only","[c] other hh member only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[c] other hh member only","[c] other hh member only",,"[b] partner/spouse only",,"no","yes, cash","no","no","no",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,,,"yes, comfortably","yes, comfortably","yes, but with difficulty","no","yes","no","yes","no","no","no","yes","no","yes","no",,"false",,"false",,,,"false",,"false",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","more than usual","neutral, neither satisfied nor dissatisfied","2015-12-12T00:00:00.000","20"
"Zambia","507","2","rural","331.8518518519","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","6","1968","47","true","true","yes, currently married",,,"false","true","true","true","true","false",,"input into some decisions","input into some decisions","input into most or all decisions","input into some decisions",,,"input into some decisions","input into some decisions","input into most or all decisions","input into some decisions",,"true","yes","false","true","false","true","no","false","no","false","true","true","true","true","2","1 to 4",,"10.0",,"5.0",,,,,"21.0","1.0","1+","2.0","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[a] self only","[c] other hh member only","[a] self only","[bc] parter/spouse and other hh member","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only",,"no","no","no","no","yes, cash",,,,,"[b] partner/spouse only",,,,,"[b] partner/spouse only","yes, but with difficulty","yes, comfortably","yes, comfortably","yes","yes","yes","yes","no","no","no","yes","no","no","no","false","false","false","true",,,,"true",,,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only","[b] partner/spouse only","small extent","small extent","medium extent","small extent",,,"small extent","more than usual","very satisfied","2015-12-10T00:00:00.000","70"
"Zambia","508","2","rural","84.35498300229999","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1970","44","true","true","yes, currently married",,,"true","true","true","true","false","false","input into some decisions","input into some decisions","input into some decisions","input into most or all decisions",,,"input into some decisions","input into some decisions","input into some decisions","input into some decisions",,,"true","yes","false","true","false","true","no","true","no","false","true","true","true","true","2","10 to 19",,"15.0",,"7.0",,"1.0",,,"69.0","3.0","1+","1.0","[b] partner/spouse only","[ab] self and partner/spouse",,"[a] self only",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,"[a] self only","[abc] self, partner/spouse, and other hh member","[ab] self and partner/spouse","[abc] self, partner/spouse, and other hh member","[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","yes","yes","no","yes","yes","no","no","yes","yes","no","no","false","false",,"false","true",,,"false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[z] not applicable","[b] partner/spouse only","[a] self only","medium extent","small extent","small extent",,,"small extent",,"less than usual","7","2015-12-02T00:00:00.000","23"
"Zambia","509","2","rural","19.7291499802","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","don't know","1971","43","true","true","yes, currently married",,,"true","true","true","false","false","false","no input or input into very few decisions","no input or input into very few decisions","no input or input into very few decisions",,,,"no input or input into very few decisions","no input or input into very few decisions","no input or input into very few decisions",,,,"true","yes","true","true","false","true","no","false","no","true","true","true","true","true","1","20+","10 to 19","3.0",,"9.0",,,,"9.0","50.0","3.0","1+","4.0","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,,,"[b] partner/spouse only","[a] self only","[abc] self, partner/spouse, and other hh member","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, but with difficulty","yes, comfortably","yes, comfortably","no","yes","no","no","no","no","no","yes","yes","no","no",,"false",,,,,,"false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","less than usual","very satisfied","2015-12-08T00:00:00.000","31"
"Zambia","510","2","rural","752.8970744847","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","6","1962","53","true","true","yes, currently married",,,"true","true","true","true","false","false","input into some decisions","input into most or all decisions","input into some decisions","input into most or all decisions",,,"input into some decisions","input into most or all decisions","input into some decisions","input into most or all decisions",,,"true","yes","true","true","false","true","no","false","no","true","true","false","false","true","1","1 to 4","5 to 9","10.0",,"4.0",,,,"3.0","16.0",,,"2.0","[ab] self and partner/spouse","[a] self only","[a] self only","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,,"[ab] self and partner/spouse","[a] self only",,,"[ab] self and partner/spouse","[ab] self and partner/spouse","[a] self only","[a] self only","[b] partner/spouse only",,"[a] self only",,"[ab] self and partner/spouse","[a] self only","[a] self only","[b] partner/spouse only",,"[a] self only",,"[ab] self and partner/spouse","[a] self only","[a] self only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only","[a] self only","[a] self only","[b] partner/spouse only",,"[a] self only",,"no","no","no","no","no",,,,,,,,,,,"yes, but with difficulty","yes, but with difficulty","yes, but with difficulty","no","yes","yes","no","no","don't know","yes","yes","yes","no","no",,"false","false",,,,"no","false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only","[a] self only","medium extent","medium extent","medium extent","medium extent",,,,"less than usual","very satisfied","2015-12-13T00:00:00.000","55"
"Zambia","511","2","rural","423.6960584438","3062","Interim ZOI Survey 2015","data collected by westat","[a] alone","2","1986","29","true","true","yes, currently married",,,"true","true","false","false","true","false","input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"input into most or all decisions","input into most or all decisions",,,"input into most or all decisions",,"true","no","false","false","false","true","no","false","no","false","true","false","false","false","2",,,,,"5.0",,,,,"12.0",,,,"[ab] self and partner/spouse",,,,,"[b] partner/spouse only",,,,,"[a] self only",,,,"[z] not applicable",,,,,"[b] partner/spouse only",,"[z] not applicable",,,,,"[b] partner/spouse only",,"[ab] self and partner/spouse",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","no, not at all comfortable","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","false","true",,"false","true",,"no","false","true","true",,"[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[z] not applicable","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","to a high extent","to a high extent","small extent",,"to a high extent","not at all","to a high extent","less than usual","not satisfied","2015-12-03T00:00:00.000","58"
"Zambia","513","2","rural","241.90908372560003","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","10","1990","25","true","true","yes, currently married",,,"true","true","true","false","false","false","input into some decisions","input into some decisions","input into some decisions",,,,"input into some decisions","input into some decisions","no decisions made",,,,"true","yes","true","true","false","true","no","true","yes","true","true","true","true","true","3+","5 to 9","20+","134.0",,"9.0",,"2.0","1","1.0","110.0","1.0","1+","2.0","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[a] self only","[ab] self and partner/spouse","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","no","no","no","no",,,,,,,,,,,"no, not at all comfortable","yes, but with difficulty","yes, but with difficulty","yes","yes","yes","yes","no","no","no","no","no","yes","no","false","true","false","false",,,,,,"true",,"[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[ab] self and partner/spouse","[z] not applicable","[b] partner/spouse only","[a] self only","to a high extent","to a high extent","to a high extent","to a high extent",,"to a high extent",,"less than usual","very satisfied","2015-12-11T00:00:00.000","78"
"Zambia","514","2","rural","223.1583467525","3042","Interim ZOI Survey 2015","data collected by westat","[a] alone","12","1974","41","true","true","yes, currently married",,,"true","false","true","false","false","false","input into some decisions",,"input into some decisions",,,,"input into some decisions",,"input into some decisions",,,,"true","yes","false","true","false","true","no","false","no","false","true","true","false","true","2","1 to 4",,"8.0",,"8.0",,,,,"16.0","1.0",,"2.0","[bc] parter/spouse and other hh member","[b] partner/spouse only",,"[a] self only",,"[abc] self, partner/spouse, and other hh member",,,,,"[ab] self and partner/spouse","[c] other hh member only",,"[bc] parter/spouse and other hh member","[abc] self, partner/spouse, and other hh member","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[abc] self, partner/spouse, and other hh member","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[a] self only",,"[ab] self and partner/spouse",,"no","no","no","no","yes, in-kind",,,,,"[ab] self and partner/spouse",,,,,"[ab] self and partner/spouse","yes, comfortably","yes, comfortably","yes, comfortably","yes","no","no","yes","no","no","no","yes","no","no","no","true",,,"true",,,,"false",,,,"[b] partner/spouse only","[b] partner/spouse only","[ab] self and partner/spouse","[ab] self and partner/spouse","[a] self only","[b] partner/spouse only","[a] self only","small extent","medium extent","medium extent","to a high extent",,"small extent",,"less than usual","very satisfied","2015-12-13T00:00:00.000","51"
"Zambia","515","2","rural","591.6084106055999","3062","Interim ZOI Survey 2015","data collected by westat","[a] alone","3","1958","57","true","true","no, not in a union","yes, formerly married","divorced","true","false","true","true","false","false","input into some decisions",,"input into most or all decisions","input into most or all decisions",,,"input into some decisions",,"input into most or all decisions","input into most or all decisions",,,"true","no","true","true","false","true","no","false","no","false","true","true","false","false","3+",,"10 to 19","11.0",,"6.0",,,,,"84.0","1.0",,,"[a] self only",,"[c] other hh member only","[a] self only",,"[a] self only",,,,,"[ac] self and other hh member","[c] other hh member only",,,"[ac] self and other hh member",,"[c] other hh member only","[ac] self and other hh member",,"[ac] self and other hh member",,"[ac] self and other hh member",,"[c] other hh member only","[ac] self and other hh member",,"[ac] self and other hh member",,"[ac] self and other hh member",,"[c] other hh member only","[ac] self and other hh member",,"[ac] self and other hh member",,"[ac] self and other hh member",,"[c] other hh member only","[ac] self and other hh member",,"[ac] self and other hh member",,"no","no","no","no","no",,,,,,,,,,,"yes, but with difficulty","yes, but with difficulty","yes, but with difficulty","yes","yes","no","no","no","no","yes","yes","no","no","no","false","false",,,,,"no","false",,,,"[ac] self and other hh member","[ac] self and other hh member","[ac] self and other hh member","[ac] self and other hh member","[ac] self and other hh member","[ac] self and other hh member","[ac] self and other hh member","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","to a high extent","less than usual","very satisfied","2015-12-06T00:00:00.000","69"
"Zambia","516","2","rural","672.7668845316","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","11","1942","73","true","true","no, not in a union","yes, formerly married","widowed","true","true","true","false","false","false","input into most or all decisions","input into most or all decisions","input into most or all decisions",,,,"input into most or all decisions","input into most or all decisions","input into most or all decisions",,,,"true","no","true","true","false","true","no","false","no","false","true","false","false","true","2",,"1 to 4","6.0",,"3.0",,,,,"7.0",,,"1.0","[ac] self and other hh member",,"[a] self only","[ac] self and other hh member",,"[a] self only",,,,,"[ac] self and other hh member",,,"[a] self only","[ac] self and other hh member",,"[a] self only","[ac] self and other hh member",,"[a] self only",,"[ac] self and other hh member",,"[a] self only","[ac] self and other hh member",,"[a] self only",,"[ac] self and other hh member",,"[a] self only","[ac] self and other hh member",,"[a] self only",,"[ac] self and other hh member",,"[a] self only","[ac] self and other hh member",,"[a] self only",,"no","no","no","no","no",,,,,,,,,,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","yes","no","no","no","no","no","yes","no","no","no",,"false",,,,,,"false",,,,"[a] self only","[a] self only","[a] self only","[a] self only","[z] not applicable","[z] not applicable","[a] self only",,,,,,,,"about the same as usual","neutral, neither satisfied nor dissatisfied","2015-12-15T00:00:00.000","9"
"Zambia","517","2","rural","413.82947118239997","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","8","1968","47","true","true","yes, currently married",,,"true","false","true","false","false","false","input into some decisions",,"no input or input into very few decisions",,,,"no decisions made",,"no decisions made",,,,"true","yes","true","true","false","true","no","false","yes","false","true","false","true","false","1","1 to 4","10 to 19","12.0",,"3.0",,,"2+",,"30.0",,"1+",,"[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","[b] partner/spouse only",,"[ab] self and partner/spouse",,,"[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[a] self only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","no","yes","yes","no","no","no","don't know","yes","yes","don't know","don't know",,"false","false",,,,,"false","true",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[a] self only","[a] self only","[z] not applicable","[b] partner/spouse only","to a high extent","to a high extent","to a high extent",,,,"to a high extent","more than usual","very satisfied","2015-12-13T00:00:00.000","8"
"Zambia","518","2","rural","661.4197530864","3032","Interim ZOI Survey 2015","data collected by westat","[a] alone","5","1989","26","true","true","yes, currently married",,,"true","false","true","true","false","false","input into some decisions",,"input into some decisions","input into some decisions",,,"input into some decisions",,"input into some decisions","input into some decisions",,,"true","yes","false","true","false","true","no","false","no","false","true","false","false","true","3+","1 to 4",,"12.0",,"11.0",,,,,"47.0",,,"1.0","[a] self only","[b] partner/spouse only",,"[a] self only",,"[abc] self, partner/spouse, and other hh member",,,,,"[a] self only",,,"[b] partner/spouse only","[a] self only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[a] self only","[b] partner/spouse only",,"[a] self only",,"[b] partner/spouse only",,"[ab] self and partner/spouse","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,"no","no","no","yes, in-kind","no",,,,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"yes, comfortably","yes, comfortably","yes, comfortably","no","yes","yes","yes","no","no","no","yes","yes","yes","no",,"false","false","false",,,,"false","false","true",,"[b] partner/spouse only","[ab] self and partner/spouse","[b] partner/spouse only","[ab] self and partner/spouse","[z] not applicable","[z] not applicable","[a] self only","small extent","to a high extent","small extent","to a high extent",,,,"about the same as usual","8","2015-12-06T00:00:00.000","56"
"Zambia","519","2","rural","272.7543768246","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","4","1971","44","true","true","no, not in a union","yes, formerly married","widowed","true","false","true","true","false","false","input into most or all decisions",,"input into most or all decisions","input into most or all decisions",,,"no decisions made",,"input into most or all decisions","input into most or all decisions",,,"true","yes","false","false","false","true","no","false","yes","false","true","true","true","false","2","1 to 4",,,,"3.0",,,"1",,"45.0","1.0","1+",,"[ac] self and other hh member","[ac] self and other hh member",,,,"[a] self only",,,"[c] other hh member only",,"[a] self only","[a] self only","[a] self only",,"[a] self only","[ac] self and other hh member",,,,"[a] self only",,"[a] self only","[ac] self and other hh member",,,,"[a] self only",,"[a] self only","[ac] self and other hh member",,,,"[a] self only",,"[a] self only","[ac] self and other hh member",,,,"[a] self only",,"no","yes, cash","no","yes, cash","no",,"[a] self only",,"[a] self only",,,"[a] self only",,"[a] self only",,"yes, comfortably","yes, comfortably","yes, comfortably","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","false","false",,"false","true","true",,"false","true","false","false","[a] self only","[a] self only","[a] self only","[a] self only","[z] not applicable","[a] self only","[a] self only",,,,,,,,"less than usual","7","2015-12-08T00:00:00.000","21"
"Zambia","520","2","rural","530.0209455416","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","11","1978","37","true","true","yes, currently married",,,"true","false","false","true","false","false","no input or input into very few decisions",,,"input into some decisions",,,"input into some decisions",,,"input into most or all decisions",,,"true","yes","true","true","false","true","no","true","no","false","true","true","false","true","1","10 to 19","10 to 19","8.0",,"8.0",,"2.0",,,"32.0","2.0",,"1.0","[b] partner/spouse only","[b] partner/spouse only","[abc] self, partner/spouse, and other hh member","[c] other hh member only",,"[b] partner/spouse only",,"[a] self only",,,"[a] self only","[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[abc] self, partner/spouse, and other hh member","[c] other hh member only",,"[ab] self and partner/spouse",,"[b] partner/spouse only","[b] partner/spouse only","[abc] self, partner/spouse, and other hh member","[c] other hh member only",,"[z] not applicable",,"[b] partner/spouse only","[b] partner/spouse only","[abc] self, partner/spouse, and other hh member","[c] other hh member only",,"[z] not applicable",,"[ab] self and partner/spouse","[b] partner/spouse only","[a] self only","[c] other hh member only",,"[b] partner/spouse only",,"no","no","no","no","yes, in-kind",,,,,"[a] self only",,,,,"[b] partner/spouse only","yes, but with difficulty","yes, but with difficulty","not applicable","no","yes","yes","yes","no","yes","no","yes","yes","yes","don't know",,"false","false","true",,"false",,"false","true","true",,"[b] partner/spouse only","[a] self only","[b] partner/spouse only","[b] partner/spouse only","[z] not applicable","[b] partner/spouse only","[a] self only","to a high extent",,"small extent","not at all",,"not at all",,"about the same as usual","7","2015-11-29T00:00:00.000","77"
"Zambia","521","2","rural","152.1290093922","3072","Interim ZOI Survey 2015","data collected by westat","[c] adult males present","10","1991","24","true","true","yes, currently married",,,"true","true","true","true","true","false","input into some decisions","input into some decisions","input into some decisions","input into some decisions","input into some decisions",,"input into some decisions","input into some decisions","input into some decisions","input into some decisions","input into some decisions",,"true","yes","false","true","false","true","no","false","yes","false","true","false","false","true","1","1 to 4",,"7.0",,"1.0",,,"1",,"16.0",,,"1.0","[b] partner/spouse only","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,,"[ab] self and partner/spouse",,"[ab] self and partner/spouse",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,"[b] partner/spouse only","[b] partner/spouse only",,"[ab] self and partner/spouse",,"[b] partner/spouse only",,"no","no","no","no","yes, in-kind",,,,,"[ab] self and partner/spouse",,,,,"[ab] self and partner/spouse","yes, comfortably","yes, comfortably","yes, comfortably","no","yes","no","yes","yes","no","no","yes","no","no","no",,"false",,"false","true",,,"false",,,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","small extent","small extent","small extent","small extent","small extent","small extent","small extent","about the same as usual","8","2015-12-01T00:00:00.000","57"
"Zambia","522","2","rural","147.8846938776","3022","Interim ZOI Survey 2015","data collected by westat","[a] alone","1","1940","75","true","true","no, not in a union","yes, formerly married","widowed","true","true","true","true","false","false","input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,,"input into most or all decisions","input into most or all decisions","input into most or all decisions","input into most or all decisions",,,"true","no","true","false","false","true","no","false","no","false","true","true","false","true","1",,"10 to 19",,,"15.0",,,,,"33.0","5.0",,"1.0","[a] self only",,"[c] other hh member only",,,"[a] self only",,,,,"[a] self only","[ac] self and other hh member",,"[a] self only","[a] self only",,"[c] other hh member only",,,"[a] self only",,"[a] self only",,"[d] other non-hh member only",,,"[a] self only",,"[a] self only",,"[c] other hh member only",,,"[a] self only",,"[a] self only",,"[c] other hh member only",,,"[a] self only",,"no","no","no","no","no",,,,,,,,,,,"yes, comfortably","yes, comfortably","yes, comfortably","no","yes","yes","yes","no","no","yes","yes","no","yes","no",,"false","false","false",,,"yes","false",,"false",,"[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only","[a] self only",,,,,,,,"about the same as usual","7","2015-12-01T00:00:00.000","11"
"Zambia","577","2","rural","645.3403495583999","3072","Interim ZOI Survey 2015","data collected by westat","[a] alone","7","1979","36","true","true","yes, currently married",,,"true","false","false","false","false","false","input into some decisions",,,,,,"input into some decisions",,,,,,"false","no","false","true","false","true","no","false","no","false","true","false","false","true",,,,"2.0",,"3.0",,,,,"20.0",,,"1.0",,,,"[abc] self, partner/spouse, and other hh member",,"[abc] self, partner/spouse, and other hh member",,,,,"[a] self only",,,"[b] partner/spouse only",,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,,,,"[b] partner/spouse only",,"[b] partner/spouse only",,"no","no","no","no","no",,,,,,,,,,,"no, not at all comfortable","no, not at all comfortable","no, not at all comfortable","no","no","no","no","no","no","no","no","yes","no","no",,,,,,,,,"false",,,"[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","[b] partner/spouse only","small extent","small extent","small extent","small extent","small extent","small extent","small extent","about the same as usual","6","2015-12-14T00:00:00.000","55"
