"stratum","urbrur","pbs_id","hh_wt","crop","cultivate","idcode","jrslt","age","sex","purpose","numvariety","croprotation","slashplant","burnplant","herbplant","zerotillage","handtillage","animaltraction","tractor","plowsystem","rowplant","random","intercropping","terracing","mulching","trenching","contouring","waterbyhand","canals","permhose","pump","selfrelseed","agroseed","nonagroseed","aidseed","opvseed","hybridseed","localnursery","ownnursery","friendseedling","organicfert","inorganicfert","foliarfeed","fertilizer","fertplanting","fertmidcrop","pesticide","weedhoe","herbicide","trainfert","trainpest","trainherb","harvhand","harvmachine","dryground","drydung","drystraw","dryplant","drytarp","dryyard","dryrack","drysolar","drymech","shellhand","shellstick","sheller","bag1layer","bag23layer","baghermetic","house","homeunit","crib","granary","stores","warehouse","silo","impgenetics","impculture","imppestman","impsoil","impirrigate","impwater","imppostharvest","implandprep","impextservices","impherbicide","impharvest","numimptech","anyimptech","today","cluster"
"12","rural","83","3488.8830745341997","coffee","true","2.0","complete","42","female","grown for market only",,,,,,,,,,,,,"true",,"false",,"false",,,,,,,,,,,"true","false","false","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","false","false","false","false","false",,,,"false","false","false","false","false",,,"false","false","false","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-19T00:00:00.000","12"
"12","rural","83","3488.8830745341997","beans","true","2.0","complete","42","female","grown for both food & market","2.0","false","false","false","false","false","true","false","false","true","false","true","true","false","false","false",,"false","false","false","false","false","false","true","false","false","true",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"false","false","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-19T00:00:00.000","12"
"12","rural","83","3488.8830745341997","maize","true","2.0","complete","42","female","grown for both food & market",,"false","false","false","false","false","true","false","false","true","false","true","true","false","false","false",,"true","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-19T00:00:00.000","12"
"31","urban","84",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-24T00:00:00.000","17"
"31","urban","84",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-24T00:00:00.000","17"
"31","urban","84",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-24T00:00:00.000","17"
"22","rural","85","5123.2881518866","coffee","true","1.0","complete","32","male","grown for market only",,,,,,,,,,,,,"true",,"true",,"true",,,,,,,,,,,"true","false","false","true","false","false","true",,,"false","false","true","false","false","false",,,"false","true",,"false","false","false","false","false","false",,,,"true","false","false","false","true",,,"false","true","false","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.",,"uses improved tech.","uses improved tech.",,"does not use improved tech.","uses improved tech.",,"5.0","uses improved tech.","2015-03-31T00:00:00.000","39"
"22","rural","85","5123.2881518866","beans","true","2.0","complete","33","female","grown for food only","2.0","false","false","false","false","false","true","false","false","true","true","false","true","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-31T00:00:00.000","39"
"22","rural","85","5123.2881518866","maize","true","2.0","complete","33","female","grown for food only",,"false","false","false","false","false","true","true","false","true","true","false","true","false","false","false",,"false","false","false","false","false","true","false","false","true","false",,,,"false","true","false","true","true","false","true","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true",,"false","false","false","false","false","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","6.0","uses improved tech.","2015-03-31T00:00:00.000","39"
"11","urban","86","1906.3612781954998","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-07T00:00:00.000","25"
"11","urban","86","1906.3612781954998","beans","true","2.0","complete","31","female","grown for both food & market","1.0","false","false","false","false","false","true","false","false","true","true","false","false","true","true","false",,"false","false","false","true","false","false","false","true","true","false",,,,"false","false","true","true","false","true","true","true","false","false","false","false","true","false","false","false",,"true","false","false","false","false","false","true","false","false","true","false","false","false",,"false","false","true","false",,"does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-07T00:00:00.000","25"
"11","urban","86","1906.3612781954998","maize","true","2.0","complete","31","female","grown for both food & market",,"true","true","false","false","true","false","false","false","false","true","false","false","true","true","true",,"false","false","false","true","false","false","false","true","false","true",,,,"false","true","false","true","false","true","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false",,"false","false","true","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-07T00:00:00.000","25"
"22","rural","87","3420.6028806584004","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-15T00:00:00.000","18"
"22","rural","87","3420.6028806584004","maize","true","2.0","complete","51","female","grown for both food & market",,"false","false","false","false","false","true","false","false","true","true","false","true","false","false","true",,"false","false","false","false","true","false","false","false","true","false",,,,"true","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-15T00:00:00.000","18"
"22","rural","87","3420.6028806584004","beans","true","2.0","complete","51","female","grown for food only","1.0","false","false","false","false","false","true","false","false","true","true","false","true","false","false","true",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-15T00:00:00.000","18"
"21","urban","88",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","31"
"21","urban","88",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","31"
"21","urban","88",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-17T00:00:00.000","31"
"22","rural","89","2921.8001867414","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-19T00:00:00.000","37"
"42","rural","137",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-23T00:00:00.000","22"
"22","rural","89","2921.8001867414","maize","true","1.0","complete","45","male","grown for food only",,"true","false","true","false","true","false","false","false","false","true","false","true","false","true","false",,"false","false","false","false","false","true","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","uses improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-19T00:00:00.000","37"
"22","rural","89","2921.8001867414","beans","true","1.0","complete","45","male","grown for food only","1.0","true","false","false","false","false","true","false","false","true","true","false","true","false","true","false",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-19T00:00:00.000","37"
"12","rural","90","4736.815864661699","beans","true","1.0","complete","35","male","grown for food only","1.0","false","false","false","false","false","true","false","false","true","false","true","false","false","false","true",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-24T00:00:00.000","38"
"12","rural","90","4736.815864661699","maize","true","1.0","complete","35","male","grown for both food & market",,"false","true","true","true","true","false","false","false","false","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-24T00:00:00.000","38"
"12","rural","90","4736.815864661699","coffee","true","1.0","complete","35","male","grown for market only",,,,,,,,,,,,,"true",,"false",,"false",,,,,,,,,,,"false","false","true","false","false","false","false",,,"false","true","false","false","false","false",,,"true","false",,"false","false","false","false","false","false",,,,"true","false","false","true","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"1.0","uses improved tech.","2015-03-24T00:00:00.000","38"
"42","rural","91","3726.69628617","coffee","true","1.0","complete","34","male","grown for market only",,,,,,,,,,,,,"true",,"false",,"true",,,,,,,,,,,"false","false","true","true","false","false","true",,,"true","true","false","false","false","false",,,"false","false",,"false","false","false","false","false","false",,,,"false","false","false","false","false",,,"false","false","false","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.",,"uses improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"4.0","uses improved tech.","2015-03-16T00:00:00.000","29"
"42","rural","91","3726.69628617","maize","true","2.0","complete","31","female","grown for both food & market",,"false","false","false","false","false","true","false","false","true","true","false","true","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","true","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-16T00:00:00.000","29"
"42","rural","91","3726.69628617","beans","true","2.0","complete","31","female","grown for food only","2.0","false","false","false","false","false","true","false","false","true","false","true","true","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-16T00:00:00.000","29"
"42","rural","92","4470.4841897233","coffee","true","2.0","complete","56","female","grown for market only",,,,,,,,,,,,,"false",,"false",,"false",,,,,,,,,,,"false","true","false","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","true","false","false","false","false",,,,"true","false","false","true","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","uses improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-07T00:00:00.000","3"
"12","rural","175","3488.8830745341997","coffee","true","1.0","complete","50","male","grown for both food & market",,,,,,,,,,,,,"true",,"false",,"true",,,,,,,,,,,"true","false","false","false","true","true","true",,,"true","true","true","true","false","false",,,"false","false",,"false","true","false","false","false","false",,,,"true","false","false","false","false",,,"true","false","false","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.",,"uses improved tech.","uses improved tech.",,"uses improved tech.","uses improved tech.",,"8.0","uses improved tech.","2015-03-19T00:00:00.000","12"
"42","rural","92","4470.4841897233","beans","true","2.0","complete","56","female","grown for market only","1.0","true","false","false","false","false","true","false","false","true","false","true","false","false","false","false",,"false","false","false","false","true","false","false","false","false","true",,,,"false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","0.0","does not use improved tech.","2015-03-07T00:00:00.000","3"
"42","rural","92","4470.4841897233","maize","true","2.0","complete","56","female","grown for market only",,"true","false","false","false","false","true","false","false","true","false","true","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","3.0","uses improved tech.","2015-03-07T00:00:00.000","3"
"12","rural","93","4087.7149256119","coffee","true","1.0","complete","30","male","grown for market only",,,,,,,,,,,,,"false",,"false",,"false",,,,,,,,,,,"true","false","false","false","false","true","true",,,"true","true","true","true","true","true",,,"false","false",,"false","true","false","false","false","false",,,,"true","false","false","false","false",,,"true","false","false","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.",,"does not use improved tech.","uses improved tech.",,"uses improved tech.","uses improved tech.",,"7.0","uses improved tech.","2015-03-17T00:00:00.000","35"
"12","rural","93","4087.7149256119","beans","true","1.0","complete","30","male","grown for both food & market","1.0","true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false","true",,,,"false","false","true","true","false","true","true","true","false","true","true","true","true","false","false","false",,"true","true","false","false","false","false","true","false","false","true","false","false","false",,"false","false","true","false",,"uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","6.0","uses improved tech.","2015-03-17T00:00:00.000","35"
"12","rural","93","4087.7149256119","maize","true","1.0","complete","30","male","grown for both food & market",,"true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false","true",,,,"false","true","false","true","false","true","true","true","false","true","true","true","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false",,"false","false","true","false","false","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","6.0","uses improved tech.","2015-03-17T00:00:00.000","35"
"22","rural","94","2982.2785672515","maize","true","2.0","complete","24","female","grown for both food & market",,"true","false","false","false","false","true","false","false","true","true","false","true","false","false","true",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-11T00:00:00.000","23"
"22","rural","94","2982.2785672515","beans","true","2.0","complete","24","female","grown for food only","1.0","true","false","false","false","false","true","false","false","true","true","false","true","false","false","true",,"false","false","false","false","false","false","true","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false",,"true","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","2.0","uses improved tech.","2015-03-11T00:00:00.000","23"
"22","rural","94","2982.2785672515","coffee","true","2.0","complete","24","female","grown for market only",,,,,,,,,,,,,"true",,"false",,"false",,,,,,,,,,,"false","false","false","false","false","false","false",,,"false","true","false","false","false","false",,,"true","false",,"false","false","false","false","false","false",,,,"true","false","false","false","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"1.0","uses improved tech.","2015-03-11T00:00:00.000","23"
"32","rural","95","871.5805108797999","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-16T00:00:00.000","9"
"32","rural","95","871.5805108797999","beans","true","1.0","complete","70","male","grown for food only","1.0","true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false",,"false","false","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-16T00:00:00.000","9"
"32","rural","95","871.5805108797999","maize","true","1.0","complete","70","male","grown for food only",,"true","false","false","false","false","true","false","false","true","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","1.0","uses improved tech.","2015-03-16T00:00:00.000","9"
"21","urban","96","3366.8115449915003","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-23T00:00:00.000","30"
"21","urban","96","3366.8115449915003","beans","true","2.0","complete","26","female","grown for market only","1.0","true","false","false","false","false","false","true","false","true","true","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false","false",,,,"false","false","false","false","false","false","true","true","false","true","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","false",,"false","false","true","false",,"uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","6.0","uses improved tech.","2015-03-23T00:00:00.000","30"
"21","urban","96","3366.8115449915003","maize","true","2.0","complete","26","female","grown for market only",,"true","false","false","false","false","false","true","false","true","true","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false","true",,,,"false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false",,"false","false","true","false","false","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","5.0","uses improved tech.","2015-03-23T00:00:00.000","30"
"32","rural","97","5141.7210884354","coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-15T00:00:00.000","21"
"32","rural","97","5141.7210884354","maize","true","1.0","complete","24","male","grown for food only",,"false","false","false","false","false","true","true","false","true","false","true","true","true","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","false","true","false","true","true","true","true","false","true","false","false","true","false","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-15T00:00:00.000","21"
"32","rural","97","5141.7210884354","beans","true","1.0","no household member cultivated crops","24","male",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,,,,"false","false",,,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,"does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","0.0","does not use improved tech.","2015-03-15T00:00:00.000","21"
"42","rural","292",,"maize","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-25T00:00:00.000","22"
"22","rural","98","5076.7318771763","beans","true","2.0","complete","36","female","grown for both food & market","1.0","false","false","false","false","false","false","true","false","true","true","false","true","false","false","true",,"false","false","false","false","false","true","false","false","false","true",,,,"false","true","false","true","true","false","true","true","false","false","false","false","true","false","false","false",,"false","true","false","false","false","false","false","true","false","true","false","false","true",,"false","false","false","false",,"uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","7.0","uses improved tech.","2015-03-27T00:00:00.000","11"
"22","rural","98","5076.7318771763","coffee","true","2.0","complete","36","female","grown for market only",,,,,,,,,,,,,"true",,"false",,"false",,,,,,,,,,,"false","false","false","false","false","false","false",,,"false","true","false","false","false","false",,,"false","false",,"false","true","false","false","false","false",,,,"true","false","false","true","false",,,"false","false","false","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","uses improved tech.",,"does not use improved tech.","does not use improved tech.",,"2.0","uses improved tech.","2015-03-27T00:00:00.000","11"
"22","rural","98","5076.7318771763","maize","true","2.0","complete","36","female","grown for both food & market",,"true","false","false","false","false","false","true","false","true","true","false","false","false","false","true",,"false","false","false","false","false","true","false","false","false","true",,,,"false","true","false","true","true","false","true","true","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false","false","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","8.0","uses improved tech.","2015-03-27T00:00:00.000","11"
"42","rural","137",,"beans","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-23T00:00:00.000","22"
"42","rural","137",,"coffee","false",,"no household member cultivated crops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-03-23T00:00:00.000","22"
"12","rural","99","3379.9346560847","coffee","true","1.0","complete","51","male","grown for market only",,,,,,,,,,,,,"false",,"false",,"false",,,,,,,,,,,"false","true","false","false","false","false","false",,,"false","false","true","false","false","false",,,"true","false",,"false","false","false","false","false","false",,,,"true","false","false","true","false",,,"false","false","false","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.",,"does not use improved tech.","does not use improved tech.",,"does not use improved tech.","uses improved tech.",,"1.0","uses improved tech.","2015-03-11T00:00:00.000","4"
"12","rural","99","3379.9346560847","maize","true","1.0","complete","51","male","grown for food only",,"false","true","false","false","true","false","false","false","false","true","false","false","false","false","false",,"false","false","false","false","true","false","false","false","true","false",,,,"false","false","false","false","false","false","true","true","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","true","false","false","true",,"false","false","false","false","false","does not use improved tech.","uses improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","uses improved tech.","does not use improved tech.","does not use improved tech.","4.0","uses improved tech.","2015-03-11T00:00:00.000","4"
"12","rural","99","3379.9346560847","beans","true","2.0","extended absence","35","female",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,,,,"false","false",,,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,"does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","does not use improved tech.","0.0","does not use improved tech.","2015-03-11T00:00:00.000","4"
