"permit_nbr","primary_address","zip_code","cd","pin_nbr","associated_pins","apn","zone","apc","cpa","cnc","hl","ct","group","permit_type","permit_sub_type","use_code","use_desc","submitted_date","issue_date","cofo_date","du_changed","adu_changed","square_footage","status","valuation","construction","height","type_lat_lon","lat","lon","refresh_time","work_desc"
"09020-20000-00444","13027 W BLAIRWOOD DR","91604","5","162B161   335","162B161   335","2385016023","RE15-1-H","South Valley","Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass","Studio City","YES","1439.02","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Miscellaneous Bldg/Structure","2009-04-01T00:00:00.000","2009-04-01T00:00:00.000",,,,"0","Permit Finaled","10000","Type V-B Construction","6","ADDRESS","34.14195","-118.41773","2022-09-10T00:00:00.000","New Detached Uncovered Deck (14' X 40')."
"02016-30000-02362","6017 W ELEANOR AVE 1-8","90038","13","144B189   721","144B189   721","5534021017","R3-1XL","Central","Hollywood",,,"1918.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"2002-02-06T00:00:00.000",,,,,"Permit Finaled","3500",,,"ADDRESS","34.08995","-118.32288","2022-09-10T00:00:00.000","Replace Existing Stairway With New Pre-Cast Stairway Per L.A. Standard Plan #157."
"97014-70000-05715","2755 W AVENUE 31","90065","1","153A213   183","153A213   183","5457012010","R1-1","East Los Angeles",,,"Y","1864.02","Building","Bldg-Addition","1 or 2 Family Dwelling","23","Recreation Room","1997-10-15T00:00:00.000","1998-07-01T00:00:00.000",,,,"416.5","Permit Finaled","30000",,,"ADDRESS","34.11192","-118.24115","2022-09-10T00:00:00.000","Add 2nd Floor Room To Exisitng Rec Room 20 X 22, 422.75 Sf"
"04010-70000-04222","8911-8913 S AVALON BLVD","90003","9","096A207   241","096A207   241","6041025032","C2-1VL","South Los Angeles","Southeast Los Angeles","Empowerment Congress Southeast Area",,"2400.20","Building","Bldg-New","1 or 2 Family Dwelling","2","Duplex","2004-09-01T00:00:00.000","2005-04-06T00:00:00.000","2006-06-01T00:00:00.000","2",,"2519","CofO Issued","206000","Type V-N Construction","23.17","ADDRESS","33.95527","-118.26535","2022-09-10T00:00:00.000","New 2-Story Two-Family Dwelling (2519 Sf)."
"07030-20000-02645","17341 W WESTBURY DR","91344","12","219B129   224","219B129   224","2608026023","RE11-1-H","North Valley","Granada Hills - Knollwood","Granada Hills North","YES","1066.41","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2007-08-06T00:00:00.000",,,,,"Permit Finaled","100",,,"ADDRESS","34.29847","-118.51187","2022-09-10T00:00:00.000","Pool & Spa Excavation - Hillside Grading Area For Permit # 07047-20000-02645."
"08014-40000-03348","6501 W 84TH PL","90045","11","096B165   137","096B165   137","4108012004","R1-1","West Los Angeles","Westchester - Playa del Rey","Westchester - Playa del Rey",,"2770.00","Building","Bldg-New","1 or 2 Family Dwelling","7","Garage - Private","2008-07-18T00:00:00.000","2008-12-31T00:00:00.000",,,,"464","CofO Corrected",,"Type V-B Construction","23.33","ADDRESS","33.96222","-118.40178","2022-09-10T00:00:00.000","New One Story Accessory Building. Two Car Garage And Storage."
"06016-20000-21754","4242 N MORRO DR","91364","3","166-5A109 175","166-5A109 175","2172021034","R1-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills - Warner Center","YES","1380.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2006-10-27T00:00:00.000","2006-10-27T00:00:00.000",,,,,"Permit Finaled","880",,,"ADDRESS","34.14983","-118.59044","2022-09-10T00:00:00.000","Add 4 Skylights Per Larr# 24785."
"09016-30000-20268","3247 S MOUNTAIN VIEW AVE","90066","11","117B153   701","117B153   701","4248014008","R1-1","West Los Angeles","Palms - Mar Vista - Del Rey","Mar Vista",,"2715.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2009-12-08T00:00:00.000",,,,,"Permit Finaled","4900",,,"ADDRESS","34.01648","-118.43964","2022-09-10T00:00:00.000","Kitchen Remodel Combined With Electrical And Plumbing  (For Residential Buildings; No Structural Changes)."
"09016-20000-07735","12519 W WOODBINE ST","90066","11","114B153   186","114B153   186","4247026035","R1-1","West Los Angeles","Palms - Mar Vista - Del Rey","Mar Vista",,"2714.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2009-05-27T00:00:00.000",,,,,"Permit Finaled","12000",,,"ADDRESS","34.01151","-118.44145","2022-09-10T00:00:00.000","Kitchen Remodel For Residential Buildings (No Structural Changes).  Valuation To Be Verified By The Field Inspector."
"08014-10000-00034","4013-4015 W CAMERO AVE","90027","4","148-5A203 220","148-5A203 220","5430005022","R1-1","Central","Hollywood","Greater Griffith Park","YES","1953.00","Building","Bldg-Addition","1 or 2 Family Dwelling","2","Duplex","2008-01-04T00:00:00.000","2008-02-14T00:00:00.000","2011-09-21T00:00:00.000","0",,"253.24","CofO Issued","50000","Type V-B Construction",,"ADDRESS","34.10101","-118.27911","2022-09-10T00:00:00.000","Proposed New One Story Addition (35.24 Sq.Ft ) At 1st Floor And New Attched Deck At 1st Floor (218.00 Sq.Ft.) Structural Alternation In Existing Garage.  (Remove Two Post And Install Two Beam)"
"04016-10000-10555","14727 1/2 W RINALDI ST","91340","7","213B149   222","213B149   125; 213B149   222","2612015011","C2-1 ; P-1","North Valley","Sylmar","Sylmar","YES","1066.05","Building","Bldg-Alter/Repair","Commercial","17","Restaurant","2004-06-03T00:00:00.000","2004-10-08T00:00:00.000","2009-05-07T00:00:00.000",,,"0","CofO Issued","260000","Type V-N Construction",,"PIN","34.28027364","-118.45443869","2022-09-10T00:00:00.000","Ti. Change Of Use From Retail To Restaurant (6000sqft)"
"02047-10000-01260","13030 W GREENLEAF ST","91604","5","162B161   152","162B161   152","2385029019","R1-1","South Valley","Sherman Oaks - Studio City - Toluca Lake",,"YES","1439.02","Building","Swimming-Pool/Spa","1 or 2 Family Dwelling","20","Pool/Spa - Private","2002-10-23T00:00:00.000","2002-10-23T00:00:00.000",,,,,"Permit Finaled","20000",,,"ADDRESS","34.14336","-118.41697","2022-09-10T00:00:00.000","Swimming Pool & Spa To Sfd Per City Standard Plan # 267."
"09016-10000-01309","3834 N PORTOLA AVE","90032","14","144A235    86","144A235    86","5307014017","RD3-1","East Los Angeles","Northeast Los Angeles","LA-32","YES","2011.10","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2009-01-30T00:00:00.000",,,,,"Permit Expired","2400",,,"ADDRESS","34.09007","-118.17225","2022-09-10T00:00:00.000","Complete Work Started Through Permit #04014-10000-00478. Work Is 90% Complete."
"00016-40000-09944","730 1/2 W REDONDO BEACH BLVD","90247","15","072B197   121","072B197   121","6120008019","R3-1","Harbor","Harbor Gateway",,,"2912.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"2000-05-31T00:00:00.000",,,,,"Permit Finaled","7000",,,"ADDRESS","33.8924","-118.28849","2022-09-10T00:00:00.000","Repair Fire Damage,Cosmetic Only - 2%"
"08016-70000-17568","3557-3561 S CHESAPEAKE AVE","90016","10","120B181  1140","120B181  1140","5046014009","R3-1","South Los Angeles","West Adams - Baldwin Hills - Leimert","West Adams",,"2195.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"2008-10-15T00:00:00.000",,,,,"Permit Finaled","1500",,,"ADDRESS","34.02213","-118.34533","2022-09-10T00:00:00.000","Change Out (5) Windows Same Size And Location.  Repair Damaged Rear Stairs (Less Than 10% Replacement Cost Of Stairs)."
"02014-40000-00909","734 W ROSECRANS AVE","90247","15","075B197   233","075B197   233","6119018016","R1-1","Harbor","Harbor Gateway",,,"2911.00","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2002-02-20T00:00:00.000",,"0",,"480","Permit Finaled","36480","Type V-N Construction",,"ADDRESS","33.90162","-118.2889","2022-09-10T00:00:00.000","1 Storey Addition Of (24'X20') New 2 Bedrooms To Rear Of (E) Sfd/Att Gar."
"97016-50000-21721","745 N YALE ST","90012","1","135A213   336","135A213   336","5407023005",,"Central",,,"Y","2071.00","Building","Bldg-Alter/Repair","Apartment","5","Apartment",,"1997-09-23T00:00:00.000",,,,,"Permit Finaled","6000",,,"ADDRESS","34.06242","-118.24137","2022-09-10T00:00:00.000","Tear Off And Reroof With Built Up Roof System"
"08016-10000-19648","5318 S BRYNHURST AVE","90043","8","108B185   208","108B185   208","5006001021","R1-1","South Los Angeles","West Adams - Baldwin Hills - Leimert","Park Mesa Heights",,"2346.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","23","Recreation Room","2008-11-18T00:00:00.000","2008-11-18T00:00:00.000",,,,,"Permit Finaled","3900",,,"ADDRESS","33.99427","-118.33315","2022-09-10T00:00:00.000","Complete Work Under Permits  05014-70000-06361 And 05014-10001-06361,  70 % Completed."
"02019-30000-00046","2225 S THURMAN AVE 1/2","90016","10","126B173  1036","126B173  1036","5064025023","RD2-1","South Los Angeles","West Adams - Baldwin Park - Leimert Park",,,"2703.00","Building","Bldg-Demolition","1 or 2 Family Dwelling","7","Garage - Private",,"2002-01-14T00:00:00.000",,,,"-150","Permit Finaled","1000","Type V-N Construction",,"ADDRESS","34.03752","-118.36667","2022-09-10T00:00:00.000","Demolish (E) 1-Car Garage, 10'X15', Type V-N, 10' High.Demolition By Hand Wrecking.  All Debris To Be Cleared.  No Sewer Cap Permit Or Pedestrian Fence Required.  Required Parking Replaced Under Pcis 01010-10000-01995."
"05016-10000-22794","1629 N CRESCENT HEIGHTS BLVD","90069","5","148-5A175 273","148-5A175 273","5556029009","RE9-1","Central","Hollywood","Bel Air - Beverly Crest","YES","1942.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-10-21T00:00:00.000","2005-10-21T00:00:00.000",,,,,"Permit Finaled","90000",,,"ADDRESS","34.10054","-118.36839","2022-09-10T00:00:00.000","Partially New (Additional) Roof Rafters And Ceiling Joist, New Roof.  No Change In Height And Pitch"
"98016-40000-15460","801 W OLIVER ST","90731","15","018B197   465","018B197   465","7447013016",,"Harbor",,,"YES","2965.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1998-07-27T00:00:00.000",,,,,"Permit Closed","1000",,,"ADDRESS","33.74669","-118.29453","2022-09-10T00:00:00.000","T/O(E) & Reroof W/1/2"" Cdx, Comp - 5sqs Permit Approv. By Eng. Cy"
"00016-10000-24969","1037 S ARLINGTON AVE","90019","10","129B189   391","129B189   391","5081018017","R1-1-O","Central","Wilshire",,,"2127.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2001-01-11T00:00:00.000",,,,,"Permit Finaled","5000",,,"ADDRESS","34.05145","-118.31598","2022-09-10T00:00:00.000","New Wall In Bathroom In 1st Floor And Convert Closets On 2nd Floor To Bathroom. No Structural. No Addition."
"06020-20000-03421","2160 W 20TH ST","90018","10","126B193  1092","126B193  1092","5073030020","R1-1-O-HPOZ","South Los Angeles","South Los Angeles","Untd Nghbrhds of Hstrc Arlington Hghts/W Adams/Jef",,"2214.00","Building","Nonbldg-New","1 or 2 Family Dwelling","23","Fence Wall","2006-09-13T00:00:00.000","2006-10-02T00:00:00.000",,,,,"Permit Finaled","32000",,"6.5","ADDRESS","34.03865","-118.31092","2022-09-10T00:00:00.000","(N) 8' Max High, 273' Long Fence Wall:  Wood Fence With Brick Columns (Per Civil Engineer'S Design)."
"08014-20000-00597","13154 W PAXTON ST","91331","7","213B157   591","213B157   591","2533002011","R1-1","North Valley","Arleta - Pacoima","Pacoima",,"1043.20","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2008-02-19T00:00:00.000","2008-02-19T00:00:00.000","2008-04-04T00:00:00.000","0",,"360","CofO Issued","5400","Type V-B Construction",,"ADDRESS","34.2784","-118.41943","2022-09-10T00:00:00.000","18'X20' Attached Patio Cover Per La City Std Detail.  All Work Per Type V Sheet.  ""Comply With Department Order Effective Date 2/4/2008.  Permit Will Expire 30 Days From Issuance Date."""
"04010-70004-06015","12926 N FOUR PALMS LANE","91342","7","222B157   196","222B157   196","2513009060","RD2-1, T, Q","North Valley","Sylmar","Sylmar","YES","1061.14","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","0","No Fee/Dept. Error",,"2007-08-07T00:00:00.000",,,,,"Permit Finaled","0",,,"ADDRESS","34.30651","-118.42829","2022-09-10T00:00:00.000","Supplemental Permit For Change Of Legal Description &          To Remove Non-Required Fire Sprinklers."
"03016-10000-03071","943 N BROADWAY","90012","1","135A215   154","135A215   154","5414011009","C2-2","Central","Central City North","Historic Cultural","YES","2071.00","Building","Bldg-Alter/Repair","Commercial","16","Bakery","2003-02-19T00:00:00.000","2003-03-19T00:00:00.000",,,,,"Permit Finaled","5000",,,"PIN","34.06519446","-118.23712247","2022-09-10T00:00:00.000","Build Interior Walk, Platform, Drywall (Cover Brick Wall) For Bakery Display, Add Partition And Counter."
"05014-20001-11408","16655 W LA MAIDA ST","91436","5","171B137   360","171B137   360","2259007016","R1-1","South Valley","Encino - Tarzana","Encino",,"1397.01","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2007-04-26T00:00:00.000","2007-04-26T00:00:00.000",,"1",,"3170","Permit Finaled","12000","Type V-N Construction","26.25","ADDRESS","34.16187","-118.49631","2022-09-10T00:00:00.000","Change Work Description To: New Two Story Single Family Dweling And Attached Garage."
"01016-70000-09200","2834 EFFIE ST","90026","13","144A207    95","144A207    95","5423020023","R1-1VL","East Los Angeles","Silverlake - Echo Park",,"YES","1955.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2001-05-21T00:00:00.000",,,,,"Permit Finaled","4500",,,"PIN","34.08965901","-118.26645648","2022-09-10T00:00:00.000","Tear Off Existing Roof; Install 1/2 Inch Cdx Plywood Reroof With Class A Fiberglass Shingles"
"02014-20000-04320","11709 N PORTER VALLEY DR","91326","12","213B117    40","213B117    40","2822028005","RE11-1-H","North Valley","Chatsworth - Porter Ranch",,"YES","1081.02","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2002-07-17T00:00:00.000",,"0",,"592","Permit Finaled","7000","Type V-N Construction",,"ADDRESS","34.28412","-118.55379","2022-09-10T00:00:00.000","Add Attached Open Trellis Patio Cover And Solid Roofed Cover(L.A. City Standard Detail).(+680 Sq. Ft.)7' Side Yard Required.   Open Trellis Size 12' X 25' And 11' X 12', Solid Cover Size 11' X 20'."
"00016-70000-16286","475-477 E 43RD ST","90011","9","114A207   287","114A207   287","5113011008","R2-1","South Los Angeles","Southeast Los Angeles",,,"2285.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","2","Duplex","2000-08-25T00:00:00.000","2000-11-01T00:00:00.000",,"1",,"0","Permit Finaled","9000","Type V-N Construction",,"ADDRESS","34.0058","-118.26598","2022-09-10T00:00:00.000","Interior Remodel Convertinga 2 Story Sfd Into Duplex. Work Includes Reroofing."
"06048-10000-00722","8480 W BEVERLY BLVD","90048","5","138B173   496","138B173   496","5511013070","[Q]C2-1VL-O","Central","Wilshire","Mid City West",,"2148.00","Building","Sign","Onsite","19","Wall Sign","2006-05-10T00:00:00.000","2006-05-10T00:00:00.000",,,,,"Permit Finaled","14000",,,"ADDRESS","34.07577","-118.37599","2022-09-10T00:00:00.000","6 Illum. Channel Letter Wall Signs.  1 Non-Illum. Channel Letter Wall Sign.  Wattage For Each Sign Not To Exceed 12 Watts/ Sq. Ft."
"01016-20000-24646","22325 W WYANDOTTE ST","91303","3","186B101   856","186B101   856","2023026014","RS-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills",,,"1343.03","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2001-12-27T00:00:00.000",,,,,"Permit Finaled","1000",,,"ADDRESS","34.20298","-118.61337","2022-09-10T00:00:00.000","Repair Damaged Chimney Per City Standard Detail - Valuation To Be Verified By Field Inspecto"
"05014-20000-01730","16659 W DIAMANTE DR","91436","5","162B137   255","162B137   255","2293001042","RE15-1-H","South Valley","Encino - Tarzana","Encino","YES","1397.02","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2005-03-02T00:00:00.000","2005-03-10T00:00:00.000","2005-07-29T00:00:00.000",,,"55","CofO Issued","35000","Type V-N Construction",,"ADDRESS","34.14112","-118.49533","2022-09-10T00:00:00.000","Add Elevator Shaft, Machine Room, And Corridor @ Rear Of (E) Sfd W/ Attached Garage Per Civil Engineer'S Design."
"03014-30000-05676","361 N SURFVIEW DR","90272","11","129B113    73","129B113    73","4443019020","RE15-1-H","West Los Angeles","Brentwood - Pacific Palisades",,"YES","2626.02","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2003-07-23T00:00:00.000","2003-09-15T00:00:00.000",,"0",,"44","Permit Finaled","90000","Type V-N Construction",,"ADDRESS","34.04717","-118.56687","2022-09-10T00:00:00.000","Add 4'X11'  At Master Bedroom, Remodel 4 Bathrooms And Bedrooms And Remodel Kitchen And Remove Bearing Wall Between Kitchen And Family Room.  Replace Windows Same Size/Same Location."
"04016-10001-24947","3810 N EAGLE ROCK BLVD BLDG E","90065","13","154-5A217  91","154-5A217  91","5460003015","[Q]C2-1VL","East Los Angeles","Northeast Los Angeles","Glassell Park","YES","1863.00","Building","Bldg-Addition","Commercial","22","Storage Building","2005-04-21T00:00:00.000","2005-08-19T00:00:00.000",,,,"10300","Permit Finaled","10000","Type III-N Construction","9.83","ADDRESS","34.11838","-118.23181","2022-09-10T00:00:00.000","Add 10'X40' To West End Of Existing Self Storage Building ""E"" And (4) 10'X20' In The Middle"
"06014-40001-07091","2625 S DENISON AVE","90731","15","009B197   852","009B197   852","7465013005","R1-1XL","Harbor","San Pedro","Coastal San Pedro","YES","2976.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2009-02-26T00:00:00.000",,,,,"Permit Finaled","1500",,,"ADDRESS","33.72009","-118.28902","2022-09-10T00:00:00.000","Complete Work Started Under Permit # 06014-40000-07091, 95% Ompleted Per Inspector'S Report."
"07047-20000-01649","22226 W DEL VALLE ST","91364","3","171B101   373","171B101   373","2075003023","R1-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hills","Woodland Hills - Warner Center","YES","1374.01","Building","Swimming-Pool/Spa","1 or 2 Family Dwelling","20","Pool/Spa - Private","2007-10-18T00:00:00.000","2007-10-18T00:00:00.000","2008-06-27T00:00:00.000",,,,"CofO Issued","13000",,,"ADDRESS","34.16686","-118.61147","2022-09-10T00:00:00.000","Resize (E) Pool To 14' X 28' And Add 7' Dia Spa Per Std Plan# 268 And Addtl Engineer  Details"
"98016-40000-06936","1014 S AVERILL AVE","90732","15","015B193   839","015B193   839","7459017009",,"Harbor",,,"YES","2970.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1998-04-14T00:00:00.000",,,,,"Permit Closed","3800",,,"ADDRESS","33.7351","-118.30762","2022-09-10T00:00:00.000","T/O(E) & Reroof W/1/2"" Cdx Plywood - 19sqs Permit Approved By Eng. Po"
"05030-20000-01766","5925 N NORA LYNN DR","91367","3","177B085   523","177B085   523","2032027004","RE11-1","South Valley","Canoga Park-West Hills-Winnetka-Woodland Hill","Woodland Hills-Warner Center",,"1373.02","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2005-06-03T00:00:00.000",,,,,"Permit Finaled","50",,,"ADDRESS","34.17818","-118.66535","2022-09-10T00:00:00.000","Excavation And Backfill For Proposed Retaining Wall"
"07016-90000-22620","20231 W LONDELIUS ST","91306","12","195B113   429","195B113   429","2781033010","RS-1","North Valley","Chatsworth - Porter Ranch","Winnetka",,"1134.21","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2007-11-27T00:00:00.000",,,,,"Permit Finaled","6900",,,"ADDRESS","34.22919","-118.57446","2022-09-10T00:00:00.000","Reroof With 23 Sqrs Comp Shingle Roofing Over New Solid Sheathing."
"00016-30000-02724","3380 S MOTOR AVE","90034","6","120B161   179","120B161   179","4314023012","M2-1","West Los Angeles","Palms - Del Rey - Mar Vista",,"YES","2699.01","Building","Bldg-Alter/Repair","Commercial","13","Office",,"2000-02-17T00:00:00.000",,,,"2500","Permit Expired","301","Type V-N Construction",,"ADDRESS","34.02804","-118.40959","2022-09-10T00:00:00.000","Change Use To Office - Typevn, Two Story, 1st Fl[700sf], 2nd Fl [1800sf]. No Physical Works."
"07016-20000-21249","8521 W APPIAN WAY","90046","5","150A173    23","150A173    23","5562012004","R1-1","Central","Hollywood","Bel Air - Beverly Crest","YES","1942.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family","2007-11-06T00:00:00.000","2007-11-09T00:00:00.000",,,,,"Issued","2500",,,"ADDRESS","34.10723","-118.37925","2022-09-10T00:00:00.000","Revise (E) Shear Wall To Hardy Frame ( Hf 78""X  24"") Bet Living/Dining Per Engineer."
"99016-40000-04974","811 E 14TH PL","90021","9","123A211   334","123A211   334","5132021025",,"Central",,,,"2260.00","Building","Bldg-Alter/Repair","Commercial","16","Retail",,"1999-03-22T00:00:00.000",,,,,"Permit Expired","9600",,,"ADDRESS","34.02974","-118.25172","2022-09-10T00:00:00.000","Reroof W/3 Ply Cap - 80sqs"
"98016-20000-18513","410 N CRESCENT HEIGHTS AVE","90048","5","138B177    40","138B177    40","5514006038","R1-1","Central",,,,"1945.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1998-09-02T00:00:00.000",,,,,"Permit Closed","2300",,,"PIN","34.07847799","-118.36552517","2022-09-10T00:00:00.000","Voluntary Seismic Retrofit Per La City Std Plan #1; Install Anchor Bolts And Sheath Cripple Walls."
"01014-20000-05495","10625 N RATHBURN AVE","91326","12","207B125   351","207B125   351","2731003018","RE11-1","North Valley","Northridge",,,"1112.03","Building","Bldg-Addition","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2001-12-05T00:00:00.000",,"0",,"630","Permit Finaled","36800","Type V-N Construction",,"ADDRESS","34.26356","-118.53315","2022-09-10T00:00:00.000","Convert 21'X20'6""Garage To Bedroom & 2 Closets & Add 3-Car Garage Irr Shaped 30'X26'"
"08010-70000-01037","355-357 W 82ND ST","90003","9","099B201   973","099B201   973","6031028038","R2-1","South Los Angeles","South Los Angeles","Community and Neighbors for Ninth District Un",,"2383.10","Building","Bldg-New","1 or 2 Family Dwelling","7","Carport","2007-12-28T00:00:00.000","2008-05-02T00:00:00.000","2012-05-22T00:00:00.000","0",,"0","CofO Issued","4860","Type V-N Construction","9.5","ADDRESS","33.96516","-118.28004","2022-09-10T00:00:00.000","New Detached 18'X18' Two-Car Carport For New Duplex From 07010-70000-05820."
"07014-10000-05569","2121 W TEMPLE ST","90026","13","138A205   278","138A205   278","5157016031","C2-1VL","East Los Angeles","Silver Lake - Echo Park - Elysian Valley","Greater Echo Park Elysian","YES","1957.10;2085.00","Building","Bldg-Addition","Commercial","13","Office","2007-08-06T00:00:00.000","2009-02-03T00:00:00.000","2011-03-18T00:00:00.000",,,"2469","CofO Issued","2130000","Type III-N Construction",,"ADDRESS","34.07068","-118.26874","2022-09-10T00:00:00.000","Change Of Use: Alterations And Addition From (E) Warehouse To Office.  Addition To (E) Second Floor.   Steel Stairs Under Seperate Permit."
"05016-30000-02848","410-412 N POINSETTIA PL","90036","5","138B181    32","138B181    32","5525025024","R2-1","Central","Wilshire","Mid City West",,"2140.00","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","2","Duplex",,"2005-02-17T00:00:00.000",,,,,"Permit Finaled","5000",,,"ADDRESS","34.07851","-118.34851","2022-09-10T00:00:00.000","Residential Kitchen Remodel-Repair/Replace Only.  No Changes In Walls Or Openings In Unit 410 On Permit #04014-70000-05510."
"02010-20000-03011","12050 DELANTE WAY",,"12","216B125","216B125",,"RA-1, T, K, O",,,,,"1266.43","Building","Bldg-New","1 or 2 Family Dwelling","1","Dwelling - Single Family","2002-08-21T00:00:00.000","2002-09-20T00:00:00.000",,"1",,"4494","Permit Finaled","529000","Type V-N Construction","26.5",,,,"2022-09-10T00:00:00.000","New Sfd W/ Attached Garage Tract Standard Plan #615, Plan 3ar"
"06047-20001-00920","17442 W KINGSBURY ST","91344","12","207B129   656","207B129   656","2733021051","R1-1","North Valley","Granada Hills - Knollwood","Granada Hills South",,"1113.01","Building","Swimming-Pool/Spa","1 or 2 Family Dwelling","20","Pool/Spa - Private",,"2006-08-30T00:00:00.000",,,,,"Permit Finaled","0",,,"ADDRESS","34.26347","-118.51451","2022-09-10T00:00:00.000","Supplemental Permit To Collect Fees For  1 Additional Inspection Per Inspection Correction Notice # U 90774, Dated 8-28-06.  This Permit Does Not Authorize Any Additional Work Or Extend The Expiration Date Of The Original Permit."
"97014-20002-05551","11815 N FELLOWS AVE","91340","7","213B157    56","213B157    56","2524003020","R1-1","North Valley",,,,"1042.01","Building","Bldg-Alter/Repair","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"1998-02-23T00:00:00.000",,"0",,"468","Permit Closed","30000",,,"ADDRESS","34.28414","-118.42009","2022-09-10T00:00:00.000","Convert Exsiting 20'X18' Storage Into (2)Bedrooms And Bathroom. Enclose And Enlarge (8'6""X9') Existing Breezeway And Convert Into Family Room. Install Plumbing, Electrical And Hvac."
"02019-20000-00825","4636 N LEMONA AVE","91403","5","168B145   806","168B145   806","2264018011","R1-1","South Valley","Sherman Oaks - Studio City - Toluca Lake",,,"1413.02","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family",,"2002-06-20T00:00:00.000",,"-1",,"-1222","Permit Finaled","3700",,,"ADDRESS","34.15476","-118.45945","2022-09-10T00:00:00.000","Demo (E) Sfd (1032 Sf) And Detached Garage (190 Sf)"
"04019-30000-00142","4837 W BEVERLY BLVD","90004","4","138B189   377","138B189   377","5522028013","R3-1","Central","Wilshire","Greater Wilshire",,"1924.10","Building","Bldg-Demolition","1 or 2 Family Dwelling","1","Dwelling - Single Family","2004-01-26T00:00:00.000","2004-02-06T00:00:00.000",,"-1",,"-2052","Permit Finaled","6000","Type V-N Construction",,"ADDRESS","34.07641","-118.31477","2022-09-10T00:00:00.000","Demolition Of (E) 2-Story Single Dwelling Family, 2052 Sf, 40' X 20':  Demolition Shall Be By Combination Of Handwrecking And Bull Dozer.  Handwrecking Required Along Westerly Side Of Building That Is Adjacent To Interior Side Property Line.  Sewer Cap Permit Req'D.  All Debris To Be Cleared And Remove From Lot."
"02030-20000-00095","15325 W MULHOLLAND DR","90077","5","159B145   560","159B145   560","2279027002","RE40-1-H","South Valley","Sherman Oaks - Studio City - Toluca Lake",,,"1416.00","Building","Grading","1 or 2 Family Dwelling","70","Grading - Hillside",,"2002-03-07T00:00:00.000",,,,,"Permit Finaled","30",,,"ADDRESS","34.13002","-118.46669","2022-09-10T00:00:00.000","Site Preparation And Retaining Wall Bacfill"
"99019-10000-00624","408 N OCAMPO DR","90272","11","123B129   113","123B129   113","4411018012","R1-1","West Los Angeles",,,"YES","2627.02","Building","Bldg-Demolition","Commercial","1","Dwelling - Single Family",,"1999-06-10T00:00:00.000",,,,,"Permit Finaled","8000",,,"ADDRESS","34.03619","-118.5222","2022-09-10T00:00:00.000","Demo Sfd And Clear Lot, Permit Includes Sewer Cap"
