SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-408880811,12/29/2016 12:09:00 PM,12/31/2016 12:03:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 12:03:00 PM,,A,Y,N,"1653 E 111TH ST, 90059",1653,E,111TH,ST,90059,33.93491481,-118.2442465,"(33.9349148134, -118.24424645)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,1187,7,15,40
1-408861451,12/29/2016 12:06:00 PM,01/07/2017 11:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/07/2017 11:25:00 AM,,A,Y,N,"241 N PARK VIEW ST, 90026",241,N,PARK VIEW,ST,90026,34.07087348,-118.2724916,"(34.0708734778, -118.272491617)",634,C,1,Central APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,553,838,,8,31
1-408861671,12/29/2016 12:03:00 PM,12/30/2016 11:31:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 11:31:00 AM,,A,Y,N,"425 W 82ND ST, 90003",425,W,82ND,ST,90003,33.96514859,-118.2814427,"(33.9651485948, -118.28144268)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,22352,782,1005,7,14,45
1-408860941,12/29/2016 12:03:00 PM,01/04/2017 02:42:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/03/2017 12:00:00 AM,01/04/2017 02:42:00 PM,,A,Y,N,"261 E AVENUE 20, 90031",261,E,AVENUE 20,,90031,34.07140298,-118.2195394,"(34.0714029808, -118.219539377)",634,J,1,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,492,943,1,11,1
1-408857791,12/29/2016 12:01:00 PM,11/13/2017 01:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/06/2017 12:00:00 AM,11/13/2017 01:00:00 PM,55,NEP,Y,N,"GRAND AVE AT 71ST ST, 90003",,,,,90003,33.97556973,-118.2803007,"(33.9755697267, -118.280300652)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,787,995,7,13,46
1-408857611,12/29/2016 12:00:00 PM,01/04/2017 12:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/04/2017 12:00:00 AM,01/04/2017 12:00:00 PM,,A,Y,N,"501 N PALISADES DR, 90272",501,N,PALISADES,DR,90272,34.04459075,-118.5523197,"(34.044590747, -118.552319733)",630,G,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,25066,836,1389,,10,
1-408850931,12/29/2016 11:59:00 AM,12/31/2016 10:18:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/31/2016 12:00:00 AM,12/31/2016 10:18:00 AM,,Q,Y,N,"150 E 87TH PL, 90003",150,E,87TH,PL,90003,33.95788448,-118.2721659,"(33.9578844818, -118.272165868)",704,D,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,800,358,7,14,45
1-408842051,12/29/2016 11:54:00 AM,01/03/2017 09:56:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,01/03/2017 09:56:00 AM,,A,Y,N,"7057 N JORDAN AVE, 91303",7057,N,JORDAN,AVE,91303,34.1989807,-118.6030248,"(34.1989807015, -118.603024785)",530,A,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,286,1472,,4,37
1-408815291,12/29/2016 11:39:00 AM,01/03/2017 11:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 11:25:00 AM,,A,Y,N,"1906 W JEFFERSON BLVD, 90018",1906,W,JEFFERSON,BLVD,90018,34.02541664,-118.3121903,"(34.0254166362, -118.312190302)",633,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,687,1295,7,14,32
1-408808466,12/29/2016 11:37:00 AM,01/10/2017 05:36:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,NC,12/31/2016 12:00:00 AM,01/10/2017 05:36:00 AM,,A,Y,N,"1942 N HOLLY DR, 90068",1942,N,HOLLY,DR,90068,34.10639295,-118.329587,"(34.1063929508, -118.32958702)",593,F,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,406,718,,7,64
1-408806631,12/29/2016 11:35:00 AM,12/30/2016 08:59:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/30/2016 12:00:00 AM,12/30/2016 08:59:00 AM,,A,Y,N,"712 W D ST, 90744",712,W,D,ST,90744,33.77358393,-118.2703382,"(33.7735839283, -118.270338179)",794,D,7,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,966,1560,,15,15
1-408799371,12/29/2016 11:33:00 AM,01/05/2017 08:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/05/2017 12:00:00 AM,01/05/2017 08:14:00 AM,,A,Y,N,"1711 E SLAUSON AVE, 90058",1711,E,SLAUSON,AVE,90058,33.9896689,-118.2427818,"(33.9896688966, -118.242781784)",674,G,5,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,24353,721,1245,7,13,51
1-408797211,12/29/2016 11:31:00 AM,01/04/2017 03:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/03/2017 12:00:00 AM,01/04/2017 03:34:00 PM,,Q,Y,N,"5116 E HUNTINGTON DR SOUTH, 90032",5116,E,HUNTINGTON,DR,90032,34.08872895,-118.1716182,"(34.0887289454, -118.171618191)",595,F,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,502,611,,9,91
1-408794731,12/29/2016 11:30:00 AM,02/22/2017 01:59:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,01/05/2017 12:00:00 AM,02/22/2017 01:59:00 PM,55,A,Y,N,"HOLLYWOOD FRWY AT SILVER LAKE BLVD, 90026",,,,,90026,34.07689465,-118.2828914,"(34.0768946487, -118.282891395)",594,B,7,East Los Angeles APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,23444,472,632,16,8,80
1-408791391,12/29/2016 11:29:00 AM,01/04/2017 02:38:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/03/2017 12:00:00 AM,01/04/2017 02:38:00 PM,,A,Y,N,"803 N FOREST AVE, 90033",803,N,FOREST,AVE,90033,34.04915698,-118.1991051,"(34.0491569758, -118.199105148)",635,C,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,513,944,,9,38
1-408784811,12/29/2016 11:26:00 AM,01/04/2017 02:48:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/03/2017 12:00:00 AM,01/04/2017 02:48:00 PM,,A,Y,N,"1723 SICHEL ST, 90031",1723,,SICHEL,ST,90031,34.06243345,-118.212915,"(34.0624334475, -118.212914951)",635,A,2,East Los Angeles APC,14,Jose Huizar,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,494,488,,9,1
1-408781741,12/29/2016 11:25:00 AM,12/30/2016 11:05:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 11:05:00 AM,,A,Y,N,"18837 TOPHAM ST, 91335",18837,,TOPHAM,ST,91335,34.18067685,-118.5437005,"(34.18067685, -118.543700495)",530,H,7,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,18909,270,312,,4,10
1-408778181,12/29/2016 11:24:00 AM,01/05/2017 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/05/2017 12:00:00 AM,01/05/2017 01:23:00 PM,,A,Y,N,"653 W 21ST ST, 90731",653,W,21ST,ST,90731,33.72504053,-118.2915004,"(33.725040529, -118.291500366)",824,B,7,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,981,1248,,15,33
1-408780511,12/29/2016 11:23:00 AM,01/04/2017 07:58:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,01/04/2017 12:00:00 AM,01/04/2017 07:58:00 AM,,A,Y,N,"6202 N ALCOVE AVE, 91606",6202,N,ALCOVE,AVE,91606,34.18329469,-118.4127556,"(34.1832946911, -118.412755612)",532,E,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8889,187,503,,5,70
1-408772491,12/29/2016 11:22:00 AM,12/31/2016 03:37:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/31/2016 12:00:00 AM,12/31/2016 03:37:00 PM,,Q,Y,N,"8916 N PATRICK AVE, 91331",8916,N,PATRICK,AVE,91331,34.23280315,-118.4126218,"(34.2328031535, -118.412621765)",502,E,7,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,128,454,,3,41
1-408767541,12/29/2016 11:16:00 AM,03/10/2017 10:29:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,03/10/2017 10:29:00 AM,55,Q,Y,N,"335 E 104TH ST, 90003",335,E,104TH,ST,90003,33.94201779,-118.268782,"(33.9420177907, -118.268781962)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,805,1177,7,14,45
1-408760201,12/29/2016 11:13:00 AM,12/31/2016 10:43:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 10:43:00 AM,,A,Y,N,"9301 S CLOVIS AVE, 90002",9301,S,CLOVIS,AVE,90002,33.95188038,-118.2567486,"(33.9518803835, -118.256748639)",704,E,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22351,806,1174,7,13,45
1-408749821,12/29/2016 11:09:00 AM,01/10/2017 10:07:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/05/2017 12:00:00 AM,01/10/2017 10:07:00 AM,,A,Y,N,"1700 N NAUD ST, 90012",1700,N,NAUD,ST,90012,34.06863753,-118.226419,"(34.0686375271, -118.226419016)",634,J,1,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL,22728,531,886,1,11,28
1-408744261,12/29/2016 11:07:00 AM,01/03/2017 01:08:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,01/03/2017 01:08:00 PM,,A,Y,N,"12218 W PACIFIC AVE, 90066",12218,W,PACIFIC,AVE,90066,34.00352884,-118.4310581,"(34.0035288404, -118.431058144)",672,C,4,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,904,1244,10,10,27
1-408748501,12/29/2016 11:07:00 AM,12/30/2016 09:53:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:53:00 AM,,A,Y,N,"6613 S FIGUEROA ST, 90003",6613,S,FIGUEROA,ST,90003,33.97900324,-118.2829631,"(33.9790032364, -118.282963136)",674,B,7,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET,23675,774,992,7,14,
1-408734492,12/29/2016 11:02:00 AM,01/03/2017 08:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WLA,01/03/2017 12:00:00 AM,01/03/2017 08:14:00 AM,,A,Y,,"3000 S BEACH AVE, 90291",3000,S,BEACH,AVE,90291,33.98353283,-118.4607787,"(33.98353283, -118.46077869)",671,J,7,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,913,1133,10,10,30
1-408732301,12/29/2016 10:58:00 AM,01/04/2017 09:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/04/2017 12:00:00 AM,01/04/2017 09:30:00 AM,,A,Y,N,"6241 N BECK AVE, 91606",6241,N,BECK,AVE,91606,34.18424786,-118.3835815,"(34.1842478564, -118.383581526)",532,H,7,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8889,194,277,,5,13
1-408725131,12/29/2016 10:56:00 AM,12/30/2016 02:05:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 02:05:00 PM,,A,Y,N,"8631 N CANTALOUPE AVE, 91402",8631,N,CANTALOUPE,AVE,91402,34.22693203,-118.4368393,"(34.2269320314, -118.436839257)",532,B,1,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION,19730,140,307,,3,59
1-408719591,12/29/2016 10:51:00 AM,01/06/2017 01:31:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/06/2017 01:31:00 PM,56,A,Y,N,"1672 E 112TH ST, 90059",1672,E,112TH,ST,90059,33.93291895,-118.2436183,"(33.9329189521, -118.243618279)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,658,7,15,40
1-408704691,12/29/2016 10:48:00 AM,12/30/2016 12:50:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/30/2016 12:00:00 AM,12/30/2016 12:50:00 PM,,A,Y,N,"1201 S STEARNS DR, 90035",1201,S,STEARNS,DR,90035,34.05409151,-118.3705347,"(34.0540915149, -118.370534679)",633,A,4,Central APC,5,Paul Koretz,60,P.I.C.O. NC,WILSHIRE,23666,642,1099,,6,23
1-408702411,12/29/2016 10:48:00 AM,01/04/2017 10:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 10:21:00 AM,,A,Y,N,"4416 S 9TH AVE, 90043",4416,S,9TH,AVE,90043,34.00306542,-118.3267959,"(34.0030654247, -118.326795868)",673,F,4,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,SOUTHWEST,23674,751,1042,7,14,24
1-408704091,12/29/2016 10:48:00 AM,01/03/2017 02:18:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,01/03/2017 12:00:00 AM,01/03/2017 02:18:00 PM,,A,Y,N,"ORCHARD AVE AT GARDENA BLVD, 90247",,,,,90247,33.88167518,-118.2880672,"(33.8816751791, -118.288067156)",734,B,6,Harbor APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,24684,942,1197,7,15,53
1-408701661,12/29/2016 10:46:00 AM,12/31/2016 12:04:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 12:04:00 PM,,A,Y,N,"1722 E 114TH ST, 90059",1722,E,114TH,ST,90059,33.93099501,-118.2426723,"(33.9309950109, -118.242672275)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,658,7,15,40
1-408698941,12/29/2016 10:45:00 AM,12/30/2016 07:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 07:32:00 AM,,Q,Y,N,"16658 W MOORPARK ST, 91436",16658,W,MOORPARK,ST,91436,34.15950867,-118.4964834,"(34.1595086734, -118.496483374)",561,D,3,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,326,1363,,6,62
1-408693891,12/29/2016 10:43:00 AM,12/30/2016 01:37:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:37:00 PM,,A,Y,N,"MAGNOLIA BLVD AT BUFFALO AVE, 91423",,,,,91423,34.16485554,-118.4301549,"(34.1648555401, -118.430154946)",562,C,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,202,329,,7,83
1-408686251,12/29/2016 10:41:00 AM,01/05/2017 03:46:00 PM,SR Created,BOS,Illegal Dumping Pickup,Cancelled,Call,,N,NC,01/05/2017 12:00:00 AM,01/05/2017 03:46:00 PM,72,C,Y,N,"750 S GARLAND AVE, 90017",750,S,GARLAND,AVE,90017,34.0502812,-118.2671258,"(34.0502811951, -118.26712582)",634,D,4,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART,23078,568,1378,54,11,68
1-408684381,12/29/2016 10:41:00 AM,12/31/2016 08:55:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 08:55:00 AM,,A,Y,N,"10600 S VERMONT AVE, 90044",10600,S,VERMONT,AVE,90044,33.93966099,-118.291456,"(33.9396609926, -118.291455995)",704,A,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,23675,813,1171,7,14,45
1-408686561,12/29/2016 10:40:00 AM,01/04/2017 02:32:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/03/2017 12:00:00 AM,01/04/2017 02:32:00 PM,,A,Y,N,"222 N SOTO ST, 90033",222,N,SOTO,ST,90033,34.04581079,-118.2082598,"(34.0458107934, -118.208259772)",635,B,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,519,945,,9,38
1-408680791,12/29/2016 10:38:00 AM,01/05/2017 01:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/05/2017 12:00:00 AM,01/05/2017 01:00:00 PM,,Q,Y,N,"3958 N BEVERLY GLEN BLVD, 91423",3958,N,BEVERLY GLEN,BLVD,91423,34.14267721,-118.4479295,"(34.142677211, -118.44792954)",562,A,6,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,341,342,,7,83
1-408675211,12/29/2016 10:36:00 AM,12/31/2016 12:06:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,12/31/2016 12:00:00 AM,12/31/2016 12:06:00 PM,,A,Y,N,"6148 N PLATT AVE, 91367",6148,N,PLATT,AVE,91367,34.18221173,-118.6426353,"(34.1822117263, -118.64263531)",529,F,7,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,301,1479,,4,49
1-408670791,12/29/2016 10:34:00 AM,01/04/2017 07:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/04/2017 12:00:00 AM,01/04/2017 07:44:00 AM,,A,Y,N,"5053 N CARTWRIGHT AVE, 91601",5053,N,CARTWRIGHT,AVE,91601,34.16259834,-118.3638792,"(34.162598339, -118.363879193)",563,B,3,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,212,338,,5,13
1-408670061,12/29/2016 10:34:00 AM,01/03/2017 01:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,01/03/2017 12:00:00 AM,01/03/2017 01:00:00 PM,,A,Y,N,"5422 W 99TH PL, 90045",5422,W,99TH,PL,90045,33.94597571,-118.3759879,"(33.9459757079, -118.37598787)",703,A,5,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,935,445,12,10,16
1-408664311,12/29/2016 10:32:00 AM,01/03/2017 08:41:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/03/2017 12:00:00 AM,01/03/2017 08:41:00 AM,,E,Y,N,"4700 W LOMITA ST, 90019",4700,W,LOMITA,ST,90019,34.04609343,-118.3388614,"(34.0460934321, -118.338861421)",633,E,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23080,651,1106,,12,69
1-408666766,12/29/2016 10:31:00 AM,01/05/2017 03:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,EV,01/04/2017 12:00:00 AM,01/05/2017 03:54:00 AM,,A,Y,,"12445 W CHANDLER BLVD, 91607",12445,W,CHANDLER,BLVD,91607,34.16873808,-118.4046178,"(34.1687380774, -118.404617824)",562,F,2,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,204,1235,17,5,39
1-408657831,12/29/2016 10:29:00 AM,01/05/2017 11:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/05/2017 12:00:00 AM,01/05/2017 11:30:00 AM,,A,Y,N,"4511 LONG BEACH AV W, 90011",,,,,,34.00277191,-118.2435588,"(34.0027719097, -118.2435588)",674,G,3,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,720,982,7,13,51
1-408657941,12/29/2016 10:29:00 AM,01/09/2017 01:11:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/09/2017 01:11:00 PM,,A,Y,N,"2945 W FRANCIS AVE, 90005",2945,W,FRANCIS,AVE,90005,34.05690364,-118.2903912,"(34.0569036406, -118.290391228)",634,A,3,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,OLYMPIC,22722,599,1292,,11,63
1-408657751,12/29/2016 10:28:00 AM,01/05/2017 07:06:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/05/2017 12:00:00 AM,01/05/2017 07:06:00 AM,,A,Y,N,"317 W 52ND PL, 90037",317,W,52ND,PL,90037,33.99513516,-118.2789928,"(33.9951351561, -118.278992779)",674,C,5,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,746,988,7,13,
1-408654091,12/29/2016 10:28:00 AM,01/09/2017 01:13:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/09/2017 01:13:00 PM,,A,Y,N,"2962 W FRANCIS AVE, 90005",2962,W,FRANCIS,AVE,90005,34.0566813,-118.290893,"(34.0566812989, -118.290893046)",634,A,3,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,OLYMPIC,22722,599,1292,,11,63
1-408652361,12/29/2016 10:26:00 AM,01/04/2017 11:12:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 11:12:00 AM,,A,Y,N,"8335 N SHIRLEY AVE, 91324",8335,N,SHIRLEY,AVE,91324,34.2211903,-118.5580816,"(34.2211903023, -118.558081574)",530,F,2,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18513,101,1426,,2,65
1-408650881,12/29/2016 10:24:00 AM,01/03/2017 08:20:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/03/2017 12:00:00 AM,01/03/2017 08:20:00 AM,,Q,Y,N,"UNION AVE AT 20TH ST, 90007",,,,,90007,34.03722864,-118.2820215,"(34.0372286431, -118.282021452)",634,B,6,South Los Angeles APC,1,Gilbert Cedillo,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,22724,698,444,7,11,32
1-408628651,12/29/2016 10:11:00 AM,01/04/2017 03:37:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/03/2017 12:00:00 AM,01/04/2017 03:37:00 PM,,A,Y,N,"4614 N VIA COLINA, 90042",4614,N,COLINA,,90042,34.0993546,-118.1839782,"(34.0993545979, -118.183978226)",595,D,4,East Los Angeles APC,14,Jose Huizar,42,ARROYO SECO NC,HOLLENBECK,23673,499,603,,9,92
1-408614451,12/29/2016 10:07:00 AM,01/04/2017 03:01:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,01/04/2017 12:00:00 AM,01/04/2017 03:01:00 PM,,A,Y,N,"425 S DETROIT ST, 90036",425,S,DETROIT,ST,90036,34.06658768,-118.345266,"(34.0665876831, -118.345266041)",633,D,2,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE,23667,635,1347,,7,26
1-408615821,12/29/2016 10:06:00 AM,01/04/2017 12:52:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 12:52:00 PM,,A,Y,N,"1535 W 35TH PL, 90018",1535,W,35TH,PL,90018,34.02380627,-118.3041814,"(34.0238062668, -118.304181356)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,912,7,14,32
1-408611186,12/29/2016 10:04:00 AM,01/11/2017 11:39:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,EV,01/06/2017 12:00:00 AM,01/11/2017 11:39:00 AM,55,A,Y,N,"15556 W SATICOY ST, 91406",15556,W,SATICOY,ST,91406,34.20813833,-118.4724641,"(34.2081383257, -118.472464118)",531,G,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,220,1323,,3,18
1-408599811,12/29/2016 09:58:00 AM,01/03/2017 10:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 10:47:00 AM,34,A,Y,N,"412 W 94TH ST, 90003",412,W,94TH,ST,90003,33.95089717,-118.2811262,"(33.9508971684, -118.281126247)",704,C,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,802,1250,7,14,45
1-408598501,12/29/2016 09:57:00 AM,01/03/2017 10:01:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 10:01:00 AM,,A,Y,N,"2107 S 3RD AVE, 90018",2107,S,3RD,AVE,90018,34.0378015,-118.3202854,"(34.037801498, -118.320285378)",633,G,6,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23079,658,927,,12,19
