"date_of_event","organization","site_name","location","start_time","end_time","language","free","workshop","contact"
"2019-10-09T00:00:00.000","Children's Institute","Providence Little Company of Mary Wellness and Activity Center","470 N Hawaiian Ave
Wilmington, CA 90744
(33.774822, -118.276411)","6:00PM","7:30PM","English; Interpretation is available","Free","Know Your Rights Presentation; Food and child care will be provided.","To RSVP, please contact Natalie Ortiz at nortiz@childrensinstitute.org or 323-491-5110."
"2019-10-12T00:00:00.000","SALEF","SALEF Main Office","421 S Bixel Street
Los Angeles, CA 90017
(34.056023, -118.260716)","10:00AM","2:00PM","English; Spanish","Free","Coffee with An Attorney","RSVP with Leonor Guzman at (213) 480-1052 ext. 102"
"2020-03-21T00:00:00.000","International Rescue Committee (IRC)","Our Lady of the Holy Rosary School's Auditorium","7802 Vineland Ave Sun Valley
CA,  91352","9:00AM","5:00PM","English","Free","Citizenship Workshop, resgistration is mandatory.","To register, please call (888) 839-8682 or email marylin.tomas@rescue.org."
"2020-02-27T00:00:00.000","International Rescue Committee (IRC)","Our Lady of the Holy Rosary School's Auditorium","7802 Vineland Ave Sun Valley
CA,  91352","5:30PM","8:30PM","English","Free","Citizenship information session. Find out if you quality for citizenship. Registration is mandatory.","To register, please call (888) 839-8682 or email marylin.tomas@rescue.org."
"2020-01-10T00:00:00.000","Los Angeles Public Library","Platt Branch Library","23600 Victory Blvd
Woodland Hills, CA 91367
(34.186597, -118.641938)","9:30AM","12:30PM","Farsi & English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Fridays, 1/10-3/27.","To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2019-10-02T00:00:00.000","International Rescue Committee (IRC)","Library Connection @ Adams Square (Glendale)","1100 E Chevy Chase Dr
Glendale, CA 91205
(34.133874, -118.241452)","6:00PM","9:00PM","English","Free","Citizenship Classes, Wednesdays, On-going; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-01T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Panorama City Branch Library","14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)","5:30PM","7:30PM","English","Free","Citizenship Classes, Tue. & Thurs., 10/1-11/26; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-21T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","West Valley Regional Library","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)","5:00PM","7:30PM","Spanish","Free","Citizenship Classes, Mondays, 10/21-12/16; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-01T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Central Library (DTLA)/New Americans Center","630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)","5:00PM","7:00PM","English","Free","Citizenship Classes, Tue. & Thurs., On-going; By appointment only; Students must have a green card - Pre-registration required.","To make an appointment, please call (213) 228-7390."
"2019-09-28T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Wilshire Branch Library (Near Koreatown)","149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, On-going; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-12T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Vernon Branch Library","4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-12T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Mar Vista Branch Library","12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-01T00:00:00.000","International Rescue Committee (IRC)","Glendale Central Library","222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)","6:00PM","7:30PM","English","Free","Citizenship Classes, Tue. & Thurs., Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-12T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Pacoima Branch Library/New Americans Center","13605 Van Nuys Blvd
Pacoima, CA 91331
(34.261029, -118.429034)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 10/12-12/14; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-10T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","El Sereno Branch Library","5226 Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)","5:00PM","7:30PM","English","Free","Citizenship Classes, Thursdays, 10/10-12/5; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-07T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Benjamin Franklin Library/New Americans Center","2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)","5:30PM","7:30PM","English","Free","Citizenship Classes, Mon. & Tue., 10/7-12/17; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-05T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Pico Union Branch Library","1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 10/5-12/14; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-05T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Cahuenga Branch Library","4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)","2:00PM","5:00PM","English","Free","Citizenship Classes, Saturdays 10/5-12/14; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-15T00:00:00.000","International Rescue Committee (IRC)","West Covina Library","1601 W West Covina Pkwy West
Covina, CA 91790
(34.070752, -117.940774)","5:00PM","7:30PM","English","Free","Citizenship Classes, Tuesdays, 10/15-12/10; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-02T00:00:00.000","International Rescue Committee (IRC)","IRC Main Office","625 N Maryland Ave
Glendale, CA 91206
(34.155421, -118.253809)","10:00AM","12:00PM","Armenian","Free","Citizenship Classes, Mon. & Wed., 10/2-11/27; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2019-10-10T00:00:00.000","SALEF & Clinica Romero","Clinica Romero-Boyle Heights Office","2032 Marengo Street
Los Angeles, CA 90033
(34.056649, -118.207437)","4:00PM","8:00PM","English & Spanish","Free","Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102."
"2019-10-17T00:00:00.000","SALEF","SALEF Main Office","421 S Bixel Street
Suite A Los Angeles, CA 90017
(34.056023, -118.260716)","6:00PM","8:00PM","English & Spanish","Free","Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102."
"2019-10-23T00:00:00.000","SALEF","Ascot Branch Library","120 W Florence Avenue
Los Angeles, CA 90003
(33.974693, -118.274753)","3:00PM","7:00PM","English & Spanish","Free","Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102."
"2019-10-24T00:00:00.000","SALEF & Clinica Romero","Clinica Romero-Pico Union Office","123 S Alvarado Street
Los Angeles, CA 90057
(34.06591, -118.270789)","4:00PM","8:00PM","English & Spanish","Free","Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102."
"2019-10-26T00:00:00.000","CARECEN; LA Law Library; Office of Immigrant Affairs","LA Law Library","301 W 1st Street
Los Angeles, CA 90012
(34.054016, -118.246053)","9:00AM","3:00PM","English & Spanish","Free","Citizenship workshop, appointment required","To register, please call the Citizenship Hotline at (213) 814-5248."
"2019-10-26T00:00:00.000","Office of Congressman Tony Cárdenas","Mid Valley YMCA","6901 Lennox Ave
Van Nuys, CA 91405
(34.196294, -118.445446)","10:00AM","2:00PM","English","Free","Immigration resource fair services include: Citizenship, Know Your Rights, Lawyer Consultations, Consulate Services, T and U Visas, Public Charge, Census, and more.","For more information, please contact Lea Gonzalez at lea.gonzalez@mail.house.gov or at (818) 221-3718."
"2019-11-02T00:00:00.000","CARECEN","Romero Hall","2845 W 7th St
Los Angeles, CA 90005
(34.059792, -118.285411)","9:30AM","11:30AM","Spanish","Free","Updates on Immigrations News, TPS Determination and Public Charge","https://www.carecen-la.org/community_forum"
"2019-11-09T00:00:00.000","Catholic Charities of Los Angeles","St. Joseph Catholic Church","218 East 12th Street
Los Angeles, CA 90015-2568
(34.036703, -118.257937)","9:00AM","2:00PM","Spanish; Farsi; English","Free","Citizenship Workshop, appointment recommended.","To register, please call (213) 251-3484."
"2019-11-23T00:00:00.000","Catholic Charities of Los Angeles","St. Garabed Arm. Apostolic Church","1614 N Alexandria Ave
Los Angeles, CA 90027
(34.100232, -118.29834)","9:00AM","2:00PM","Spanish; Arabic; Farsi; Armenian; English","Free","Citizenship Workshop, appointment required.","To register please call: (213) 318-5713 or (213) 318-5729."
"2020-01-08T00:00:00.000","International Rescue Committee (IRC)","Library Connection @ Adams Square (Glendale)","1100 E Chevy Chase Dr
Glendale, CA 91205
(34.133874, -118.241452)","6:30PM","9:00PM","English","Free","Citizenship Classes, Wednesdays, On-going; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","Los Angeles Public Library","Benjamin Franklin Branch Library","2200 E 1st Street
Los Angeles, CA 90033
(34.0444, -118.212268)","5:30PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Tue., 1/13-3/17.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Exposition Park Regional Branch Library","3900 S Western Ave
Los Angeles, CA 90062
(34.014404, -118.308909)","2:30PM","5:00PM","Spanish Only (English Exempt Class)","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/14.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-14T00:00:00.000","Los Angeles Public Library","Panorama City Branch Library","14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)","5:30PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tues. & Thurs., 1/14-3/12.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","R.L. Stevenson Branch Library","803 Spence St
Los Angeles, CA 90023
(34.02755, -118.197954)","10:00AM","12:30PM","Spanish Only (English Exempt Class)","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/4.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Cahuenga Branch Library","4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)","2:00PM","5:00PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-13T00:00:00.000","Los Angeles Public Library","Harbor City/ Gateway Branch Library","24000 S Western
Harbor City, CA 90710
(33.806862, -118.307519)","5:30PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-14T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Panorama City Branch Library","14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)","5:30PM","7:30PM","English","Free","Citizenship Classes, Tue. & Thurs., 1/14-3/12; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-29T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","West Valley Regional Library","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)","5:00PM","7:00PM","Spanish","Free","Citizenship Classes, Wednesdays, 1/29-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-07T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Central Library (DTLA)/New Americans Center","630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)","5:00PM","7:00PM","English","Free","Citizenship Classes, Tue. & Thurs., On-going; By appointment only; Students must have a green card - Pre-registration required.","To make an appointment, please call (213) 228-7390."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Wilshire Branch Library (Near Koreatown)","149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Vernon Branch Library","4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Harbor Gateway-Harbor City Branch Library","2400 S Central Ave
Los Angeles, CA 90710
(34.019876, -118.254481)","5:30PM","7:30PM","English","Free","Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Mar Vista Branch Library","12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Pio Pico Branch Library","694 S Oxford Ave
Los Angeles, CA 90066
(34.060041, -118.307829)","1:00PM","3:00PM","English","Free","Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","International Rescue Committee (IRC)","Glendale Central Library","222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)","5:30PM","7:00PM","English","Free","Citizenship Classes, Mon. & Thurs., 1/13-3/19; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Lake View Terrace Branch Library","12002 Osborne St Lake View Terrace
CA,  91342","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-16T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","El Sereno Branch Library","5226 Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)","5:00PM","7:30PM","English","Free","Citizenship Classes, Thursdays, 1/16-3/19; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Benjamin Franklin Library/New Americans Center","2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)","5:30PM","7:30PM","English","Free","Citizenship Classes, Mon. & Tue., 1/13-3/17; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Pico Union Branch Library","1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)","10:00AM","1:30PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-11T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Cahuenga Branch Library","4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)","2:00PM","5:00PM","English","Free","Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-14T00:00:00.000","International Rescue Committee (IRC)","West Covina Library","1601 W West Covina Pkwy West
Covina, CA 91790
(34.070752, -117.940774)","5:00PM","7:30PM","English","Free","Citizenship Classes, Tuesdays, 1/14-3/17; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-27T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Alma Reaves-Watts Branch Library","10205 Compton Ave
Los Angeles, CA 90002
(33.943967, -118.246226)","5:30PM","7:30PM","English","Free","Citizenship Classes, Mondays, 1/27-3/23; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-28T00:00:00.000","International Rescue Committee (IRC)/Los Angeles Public Library","Chinatown Branch Library","639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)","5:30PM","7:30PM","English","Free","Citizenship Classes, Tue. & Wed., 1/28-3/25; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-01-13T00:00:00.000","International Rescue Committee (IRC)","IRC Main Office","625 N Maryland Ave
Glendale, CA 91206
(34.155421, -118.253809)","10:00AM","11:45AM","Armenian","Free","Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org."
"2020-02-29T00:00:00.000","NALEO Educational Fund","Teamsters Local 630","750 Stanford Ave
Los Angeles, CA 90021
(34.037851, -118.245618)","9:00AM","12:00PM","English & Spanish","Free","Citizenship Workshop, RSVP recommended.","To register, please call (888) 839-8682."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Mar Vista Branch Library","12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-07T00:00:00.000","Los Angeles Public Library","Central Library","630 W 5th Street
Los Angeles, CA 90071
(34.050931, -118.254965)","5:00PM","7:00PM","English","Free","Interview Tutoring Session for Lawful Permanent Residents, Tues. & Thurs., 1/7-3/31.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-29T00:00:00.000","Los Angeles Public Library","West Valley Regional Branch Library","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)","5:00PM","7:00PM","Spanish Only (English Exempt Class)","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Wednesdays, 1/29-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-13T00:00:00.000","Los Angeles Public Library","Pio Pico - Koreatown Branch Library","694 S Oxford Ave
Los Angeles, CA 90005
(34.060041, -118.307829)","1:00PM","3:00PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Junipero Serra Branch Library","4607 S Main St
Los Angeles, CA 90037
(34.001719, -118.273971)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/11.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-28T00:00:00.000","Los Angeles Public Library","Chinatown Branch Library","639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)","5:30PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tues. & Wed., 1/28-3/25.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-07T00:00:00.000","Los Angeles Public Library","Westwood Branch Library","1246 Glendon Ave
Los Angeles, CA 90024
(34.057437, -118.44184)","12:30PM","3:30PM","Farsi & English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tuesdays, 1/7-3/24.","To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-27T00:00:00.000","Los Angeles Public Library","Alma Reaves Woods-Watts Branch Library","10205 Compton Ave
Los Angeles, CA 90002
(33.943967, -118.246226)","5:30PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mondays, 1/27-3/23.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Pico Union Branch Library","1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Lake View Terrace Branch Library","12002 Osborne St
Lake View Terrace, CA 91342
(34.273157, -118.394305)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Wilshire Branch Library","149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-16T00:00:00.000","Los Angeles Public Library","El Sereno Branch Library","5226 S Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)","5:00PM","7:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Thursdays, 1/16-3/19.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
"2020-01-11T00:00:00.000","Los Angeles Public Library","Vernon Branch Library","4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)","10:00AM","1:30PM","English","Free","Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event."
